model,k,N,y1,q1,y2,q2
global,0.0,-1.342755169667848,1.0,0.0,0.2442768883422507,0.6250248138851645
global,0.0,-1.3411451514787978,1.0,0.0,0.24528193071940044,0.6234615373875256
global,0.0,-1.3395351332897476,1.0,0.0,0.2462844591306325,0.6219019086399988
global,0.0,-1.3379251151006974,1.0,0.0,0.2472844794416609,0.6203459186650935
global,0.0,-1.3363150969116473,1.0,0.0,0.24828199750376348,0.6187935585071602
global,0.0,-1.334705078722597,1.0,0.0,0.24927701915381695,0.617244819232342
global,0.0,-1.3330950605335468,1.0,0.0,0.25026955021433167,0.6156996919285274
global,0.0,-1.3314850423444966,1.0,0.0,0.25125959649348667,0.614158167705303
global,0.0,-1.3298750241554465,1.0,0.0,0.2522471637851652,0.6126202376939034
global,0.0,-1.3282650059663963,1.0,0.0,0.2532322578689887,0.6110858930471673
global,0.0,-1.3266549877773461,1.0,0.0,0.2542148845103516,0.6095551249394887
global,0.0,-1.325044969588296,1.0,0.0,0.25519504946045707,0.608027924566768
global,0.0,-1.3234349513992458,1.0,0.0,0.2561727584563499,0.6065042831463694
global,0.0,-1.3218249332101957,1.0,0.0,0.2571480172209524,0.6049841919170694
global,0.0,-1.3202149150211455,1.0,0.0,0.2581208314630984,0.6034676421390126
global,0.0,-1.3186048968320954,1.0,0.0,0.25909120687756737,0.6019546250936657
global,0.0,-1.3169948786430452,1.0,0.0,0.2600591491451191,0.6004451320837692
global,0.0,-1.315384860453995,1.0,0.0,0.2610246639325275,0.5989391544332924
global,0.0,-1.3137748422649447,1.0,0.0,0.26198775689261533,0.5974366834873877
global,0.0,-1.3121648240758945,1.0,0.0,0.2629484336642875,0.5959377106123434
global,0.0,-1.3105548058868444,1.0,0.0,0.2639066998725656,0.594442227195538
global,0.0,-1.3089447876977942,1.0,0.0,0.26486256112862194,0.5929502246453966
global,0.0,-1.307334769508744,1.0,0.0,0.2658160230298129,0.5914616943913423
global,0.0,-1.305724751319694,1.0,0.0,0.26676709115971287,0.5899766278837534
global,0.0,-1.3041147331306437,1.0,0.0,0.2677157710881482,0.5884950165939162
global,0.0,-1.3025047149415934,1.0,0.0,0.2686620683712311,0.5870168520139809
global,0.0,-1.3008946967525432,1.0,0.0,0.2696059885513915,0.585542125656918
global,0.0,-1.299284678563493,1.0,0.0,0.270547537157413,0.5840708290564702
global,0.0,-1.297674660374443,1.0,0.0,0.27148671970446453,0.5826029537671099
global,0.0,-1.2960646421853927,1.0,0.0,0.27242354169413446,0.5811384913639949
global,0.0,-1.2944546239963426,1.0,0.0,0.27335800861446324,0.579677433442923
global,0.0,-1.2928446058072924,1.0,0.0,0.27429012593997737,0.5782197716202883
global,0.0,-1.2912345876182423,1.0,0.0,0.2752198991317222,0.576765497533036
global,0.0,-1.2896245694291921,1.0,0.0,0.27614733363729443,0.5753146028386215
global,0.0,-1.288014551240142,1.0,0.0,0.2770724348908762,0.5738670792149614
global,0.0,-1.2864045330510918,1.0,0.0,0.27799520831326696,0.5724229183603953
global,0.0,-1.2847945148620417,1.0,0.0,0.2789156593119169,0.5709821119936386
global,0.0,-1.2831844966729915,1.0,0.0,0.27983379328095936,0.5695446518537406
global,0.0,-1.2815744784839411,1.0,0.0,0.2807496156012443,0.5681105297000406
global,0.0,-1.279964460294891,1.0,0.0,0.2816631316403696,0.5666797373121246
global,0.0,-1.2783544421058408,1.0,0.0,0.28257434675271503,0.5652522664897834
global,0.0,-1.2767444239167907,1.0,0.0,0.2834832662794739,0.5638281090529681
global,0.0,-1.2751344057277405,1.0,0.0,0.28438989554868527,0.5624072568417495
global,0.0,-1.2735243875386904,1.0,0.0,0.28529423987526736,0.560989701716273
global,0.0,-1.2719143693496402,1.0,0.0,0.2861963045610492,0.5595754355567177
global,0.0,-1.2703043511605898,1.0,0.0,0.2870960948948025,0.5581644502632539
global,0.0,-1.2686943329715397,1.0,0.0,0.287993616152274,0.5567567377560011
global,0.0,-1.2670843147824895,1.0,0.0,0.28888887359621845,0.5553522899749848
global,0.0,-1.2654742965934394,1.0,0.0,0.289781872476429,0.5539510988800959
global,0.0,-1.2638642784043892,1.0,0.0,0.29067261802977085,0.5525531564510482
global,0.0,-1.262254260215339,1.0,0.0,0.29156111548021185,0.5511584546873372
global,0.0,-1.2606442420262889,1.0,0.0,0.29244737003885496,0.5497669856081978
global,0.0,-1.2590342238372387,1.0,0.0,0.2933313869039696,0.5483787412525647
global,0.0,-1.2574242056481886,1.0,0.0,0.29421317126102386,0.5469937136790283
global,0.0,-1.2558141874591384,1.0,0.0,0.2950927282827158,0.5456118949657958
global,0.0,-1.2542041692700883,1.0,0.0,0.2959700631290046,0.5442332772106506
global,0.0,-1.252594151081038,1.0,0.0,0.29684518094714296,0.5428578525309091
global,0.0,-1.250984132891988,1.0,0.0,0.29771808687170775,0.541485613063382
global,0.0,-1.2493741147029376,1.0,0.0,0.29858878602463174,0.5401165509643332
global,0.0,-1.2477640965138874,1.0,0.0,0.29945728351523454,0.5387506584094394
global,0.0,-1.2461540783248373,1.0,0.0,0.3003235844402544,0.5373879275937485
global,0.0,-1.2445440601357871,1.0,0.0,0.3011876938838789,0.5360283507316423
global,0.0,-1.242934041946737,1.0,0.0,0.302049616917776,0.5346719200567935
global,0.0,-1.2413240237576868,1.0,0.0,0.30290935860112533,0.533318627822128
global,0.0,-1.2397140055686366,1.0,0.0,0.3037669239806493,0.5319684662997824
global,0.0,-1.2381039873795863,1.0,0.0,0.30462231809064355,0.5306214277810679
global,0.0,-1.2364939691905361,1.0,0.0,0.3054755459530078,0.5292775045764289
global,0.0,-1.234883951001486,1.0,0.0,0.30632661257727717,0.527936689015402
global,0.0,-1.2332739328124358,1.0,0.0,0.3071755229606523,0.5265989734465804
global,0.0,-1.2316639146233856,1.0,0.0,0.3080222820880303,0.5252643502375722
global,0.0,-1.2300538964343355,1.0,0.0,0.3088668949320355,0.523932811774961
global,0.0,-1.2284438782452853,1.0,0.0,0.30970936645304936,0.5226043504642695
global,0.0,-1.2268338600562352,1.0,0.0,0.31054970159924145,0.5212789587299188
global,0.0,-1.225223841867185,1.0,0.0,0.3113879053066001,0.5199566290151895
global,0.0,-1.2236138236781349,1.0,0.0,0.31222398249896155,0.5186373537821856
global,0.0,-1.2220038054890847,1.0,0.0,0.3130579380880418,0.5173211255117933
global,0.0,-1.2203937873000346,1.0,0.0,0.3138897769734655,0.5160079367036451
global,0.0,-1.2187837691109844,1.0,0.0,0.31471950404279686,0.5146977798760797
global,0.0,-1.217173750921934,1.0,0.0,0.31554712417156977,0.5133906475661053
global,0.0,-1.2155637327328839,1.0,0.0,0.3163726422233169,0.5120865323293623
global,0.0,-1.2139537145438337,1.0,0.0,0.31719606304960096,0.5107854267400839
global,0.0,-1.2123436963547836,1.0,0.0,0.3180173914900436,0.5094873233910597
global,0.0,-1.2107336781657334,1.0,0.0,0.318836632372356,0.5081922148935981
global,0.0,-1.2091236599766833,1.0,0.0,0.3196537905123679,0.5069000938774887
global,0.0,-1.207513641787633,1.0,0.0,0.32046887071405794,0.5056109529909658
global,0.0,-1.2059036235985827,1.0,0.0,0.3212818777695833,0.5043247849006695
global,0.0,-1.2042936054095326,1.0,0.0,0.32209281645930843,0.5030415822916117
global,0.0,-1.2026835872204824,1.0,0.0,0.322901691551836,0.5017613378671363
global,0.0,-1.2010735690314323,1.0,0.0,0.32370850780403543,0.5004840443488844
global,0.0,-1.199463550842382,1.0,0.0,0.32451326996107244,0.4992096944767572
global,0.0,-1.197853532653332,1.0,0.0,0.32531598275643875,0.49793828100887916
global,0.0,-1.1962435144642818,1.0,0.0,0.3261166509119808,0.4966697967215627
global,0.0,-1.1946334962752316,1.0,0.0,0.3269152791379298,0.4954042344092706
global,0.0,-1.1930234780861815,1.0,0.0,0.3277118721329303,0.4941415868845814
global,0.0,-1.1914134598971313,1.0,0.0,0.3285064345840694,0.4928818469781521
global,0.0,-1.1898034417080812,1.0,0.0,0.3292989711669064,0.4916250075386835
global,0.0,-1.188193423519031,1.0,0.0,0.33008948654550085,0.4903710614328835
global,0.0,-1.1865834053299809,1.0,0.0,0.3308779853724423,0.48912000154543267
global,0.0,-1.1849733871409305,1.0,0.0,0.3316644722888791,0.48787182077894736
global,0.0,-1.1833633689518803,1.0,0.0,0.3324489519245466,0.4866265120539462
global,0.0,-1.1817533507628302,1.0,0.0,0.3332314288977971,0.4853840683088124
global,0.0,-1.18014333257378,1.0,0.0,0.3340119078156274,0.48414448249976155
global,0.0,-1.1785333143847299,1.0,0.0,0.3347903932737083,0.48290774760080435
global,0.0,-1.1769232961956797,1.0,0.0,0.33556688985641275,0.4816738566037131
global,0.0,-1.1753132780066295,1.0,0.0,0.33634140213684477,0.4804428025179858
global,0.0,-1.1737032598175792,1.0,0.0,0.3371139346768678,0.4792145783708131
global,0.0,-1.172093241628529,1.0,0.0,0.3378844920271328,0.47798917720704287
global,0.0,-1.1704832234394789,1.0,0.0,0.33865307872710754,0.476766592089145
global,0.0,-1.1688732052504287,1.0,0.0,0.3394196993051038,0.4755468160971796
global,0.0,-1.1672631870613785,1.0,0.0,0.3401843582783068,0.4743298423287607
global,0.0,-1.1656531688723284,1.0,0.0,0.3409470601528027,0.47311566389902243
global,0.0,-1.1640431506832782,1.0,0.0,0.341707809423607,0.471904273940586
global,0.0,-1.162433132494228,1.0,0.0,0.34246661057469235,0.47069566560352644
global,0.0,-1.160823114305178,1.0,0.0,0.34322346807901755,0.46948983205533673
global,0.0,-1.1592130961161278,1.0,0.0,0.3439783863985546,0.4682867664808961
global,0.0,-1.1576030779270776,1.0,0.0,0.3447313699843167,0.467086462082437
global,0.0,-1.1559930597380275,1.0,0.0,0.34548242327638684,0.4658889120795102
global,0.0,-1.1543830415489773,1.0,0.0,0.3462315507039453,0.46469410970895236
global,0.0,-1.152773023359927,1.0,0.0,0.3469787566852973,0.4635020482248529
global,0.0,-1.1511630051708768,1.0,0.0,0.34772404562790105,0.4623127208985216
global,0.0,-1.1495529869818266,1.0,0.0,0.3484674219283948,0.4611261210184557
global,0.0,-1.1479429687927765,1.0,0.0,0.3492088899726257,0.45994224189030547
global,0.0,-1.1463329506037263,1.0,0.0,0.3499484541356762,0.4587610768368439
global,0.0,-1.1447229324146762,1.0,0.0,0.35068611878189204,0.4575826191979333
global,0.0,-1.1431129142256258,1.0,0.0,0.3514218882649101,0.45640686233049255
global,0.0,-1.1415028960365756,1.0,0.0,0.3521557669276851,0.4552337996084651
global,0.0,-1.1398928778475255,1.0,0.0,0.35288775910251735,0.4540634244227882
global,0.0,-1.1382828596584753,1.0,0.0,0.35361786911108056,0.4528957301813576
global,0.0,-1.1366728414694252,1.0,0.0,0.35434610126444827,0.4517307103089992
global,0.0,-1.135062823280375,1.0,0.0,0.3550724598631217,0.4505683582474347
global,0.0,-1.1334528050913248,1.0,0.0,0.35579694919705634,0.44940866745525204
global,0.0,-1.1318427869022747,1.0,0.0,0.35651957354568997,0.4482516314078718
global,0.0,-1.1302327687132245,1.0,0.0,0.3572403371779689,0.4470972435975165
global,0.0,-1.1286227505241744,1.0,0.0,0.35795924435237514,0.44594549753318047
global,0.0,-1.1270127323351242,1.0,0.0,0.35867629931695394,0.44479638674059646
global,0.0,-1.125402714146074,1.0,0.0,0.35939150630934,0.443649904762206
global,0.0,-1.123792695957024,1.0,0.0,0.36010486955678495,0.44250604515712777
global,0.0,-1.1221826777679738,1.0,0.0,0.3608163932761836,0.44136480150112745
global,0.0,-1.1205726595789236,1.0,0.0,0.3615260816741011,0.4402261673865856
global,0.0,-1.1189626413898732,1.0,0.0,0.3622339389467997,0.4390901364224682
global,0.0,-1.117352623200823,1.0,0.0,0.3629399692802651,0.43795670223429534
global,0.0,-1.115742605011773,1.0,0.0,0.3636441768502333,0.4368258584641114
global,0.0,-1.1141325868227228,1.0,0.0,0.3643465658222175,0.4356975987704538
global,0.0,-1.1125225686336726,1.0,0.0,0.3650471403515338,0.43457191682832347
global,0.0,-1.1109125504446222,1.0,0.0,0.3657459045833286,0.43344880632915395
