model,k,N,y1,q1,y2,q2
global,100.0,-0.5554562752223111,0.33313083931953574,-4.525085762789344,0.0005317059070960625,0.4871795234142369
global,100.0,-0.553846257033261,0.3203454460095663,-11.30959716619984,0.0013016309427149528,0.46657988633283415
global,100.0,-0.5522362388442108,0.2969266493063407,-17.697448819308384,0.0020257890142657644,0.4304924919263649
global,100.0,-0.5506262206551606,0.2636859702858275,-23.47677494136076,0.002680180356800227,0.3801625344645183
global,100.0,-0.5490162024661105,0.22176016862042172,-28.456543361457218,0.0032431966960464785,0.317307098269289
global,100.0,-0.5474061842770603,0.17257249659180554,-32.47288257769231,0.0036963359537841604,0.24405673919874663
global,100.0,-0.5457961660880102,0.11778448156019203,-35.39448783784728,0.004024811583342561,0.16288338115760945
global,100.0,-0.54418614789896,0.05923986833250884,-37.12692731507368,0.004218036409033988,0.07651696568844066
global,100.0,-0.5425761297099099,-0.0010973882341555573,-37.615706593283846,0.0042699650801102185,-0.012146335255947882
global,100.0,-0.5409661115208595,-0.0612089949178084,-36.84799150915677,0.004179284010752389,-0.10014125600060614
global,100.0,-0.5393560933318093,-0.1190898456788531,-34.8529345099896,0.003949442802234532,-0.18453266263637977
global,100.0,-0.5377460751427592,-0.17281493995025438,-31.700596559803547,0.0035885264593238007,-0.26251354295906987
global,100.0,-0.536136056953709,-0.22060345768689943,-27.49950368379729,0.0031089730416317875,-0.3314984844043211
global,100.0,-0.5345260387646589,-0.2608778551765941,-22.392922903020853,0.002527146553295179,-0.38920952121033947
global,100.0,-0.5329160205756087,-0.29231601696054116,-16.553985045946032,0.0018627796982000067,-0.4337514940436756
global,100.0,-0.5313060023865586,-0.31389473603614987,-10.179820301028162,0.0011383054517915985,-0.46367442266609926
global,100.0,-0.5296959841975084,-0.3249230887488879,-3.484905112822176,0.0003781000802288317,-0.4780208327315982
global,100.0,-0.5280859660084583,-0.3250646124382093,3.306154966015712,-0.00039233684895833025,-0.4763564865328518
global,100.0,-0.5264759478194081,-0.3143475714259861,9.966163435085308,-0.0011472378697120937,-0.45878352724701915
global,100.0,-0.5248659296303577,-0.2931629975806799,16.272938762721193,-0.0018614297175889836,-0.4259356380545787
global,100.0,-0.5232559114413076,-0.2622506019607943,22.016733100675808,-0.0025111732551359018,-0.3789554214693128
global,100.0,-0.5216458932522574,-0.2226730601438623,27.00721570047422,-0.003074953163096918,-0.31945479999691073
global,100.0,-0.5200358750632073,-0.1757795621569132,31.079788111360745,-0.003534191089861566,-0.24945980682201654
global,100.0,-0.5184258568741571,-0.12315987544175581,34.101021203781784,-0.003873858581643176,-0.17134165558456288
global,100.0,-0.5168158386851069,-0.06659048407676442,35.97303402525823,-0.004082969533925152,-0.08773643404905128
global,100.0,-0.5152058204960568,-0.007974629062297426,36.63667043451228,-0.004154935994139241,-0.0014561424100819661
global,100.0,-0.5135958023070066,0.050721725803397816,36.07337015295086,-0.004087775767430356,0.08460591935358552
global,100.0,-0.5119857841179565,0.10753584663789217,34.305674940601286,-0.003884165275200839,0.1675722285963948
global,100.0,-0.5103757659289063,0.16057388633824293,31.396356556267527,-0.003551336321116462,0.24467732053935204
global,100.0,-0.508765747739856,0.2080740469983392,27.44619944873963,-0.0031008206560204183,0.31336004633450565
global,100.0,-0.5071557295508058,0.24846513887275032,22.590516189373023,-0.0025480513257170067,0.37134872624632825
global,100.0,-0.5055457113617556,0.2804185870164966,16.994515983112866,-0.0019118345631064812,0.4167363622128998
global,100.0,-0.5039356931727055,0.3028921618513129,10.84768476780925,-0.0012137102889571512,0.4480434153759522
global,100.0,-0.5023256749836553,0.3151639922789919,4.357368156555993,-0.0004772229703385604,0.46426607841786277
global,100.0,-0.5007156567946052,0.3168557499388387,-2.258225292968442,0.0002728724697683253,0.46490846522387674
global,100.0,-0.499105638605555,0.3079442595704117,-8.777364149993675,0.0010114428908721642,0.44999768473907176
global,100.0,-0.49749562041650486,0.2887611807809061,-14.982230338133304,0.0017138193189922017,0.4200813434533437
global,100.0,-0.4958856022274547,0.2599808076423016,-20.666201820152157,0.0023566212158985843,0.376207612195672
global,100.0,-0.49427558403840455,0.22259643094299042,-25.640737927673463,0.002918535064722883,0.31988857791336955
global,100.0,-0.49266556584935417,0.17788609021049717,-29.741637587863732,0.0033810213181969923,0.25304816018473064
global,100.0,-0.491055547660304,0.1273688959988094,-32.83446244525646,0.0037289262375224553,0.17795638661596716
global,100.0,-0.48944552947125386,0.0727534156092832,-34.818945549163494,0.003950978412131596,0.09715227383220292
global,100.0,-0.4878355112822037,0.015879876994737755,-35.63224089101724,0.004040153681495694,0.013357936431204313
global,100.0,-0.48622549309315355,-0.04134185255149778,-35.25090844766713,0.003993896645397103,-0.07061316737890247
global,100.0,-0.4846154749041034,-0.09699642079678127,-33.69157217656808,0.0038141917969888705,-0.15195075705455338
global,100.0,-0.48300545671505324,-0.14922712108926342,-31.010233165971265,0.0035074823793478592,-0.22794183849829164
global,100.0,-0.4813954385260031,-0.1962978498097071,-27.300265354957034,0.003084440180084434,-0.29606124507846165
global,100.0,-0.47978542033695293,-0.23665082148622046,-22.68916538123799,0.0025595944678518993,-0.3540555857382494
global,100.0,-0.4781754021479028,-0.26895812143319625,-17.3341697069027,0.0019508329720059035,-0.4000178064206485
global,100.0,-0.4765653839588524,-0.29216538887517496,-11.41688982227638,0.0012787920552717095,-0.4324498955432685
global,100.0,-0.47495536576980224,-0.30552619320717944,-5.137148782052644,0.0005661568877961888,-0.4503116706605053
global,100.0,-0.4733453475807521,-0.3086259830682495,1.29377148868132,-0.00016310462156780004,-0.45305405779330815
global,100.0,-0.47173532939170193,-0.30139484144570894,7.660243627245607,-0.0008845482410732059,-0.44063580098926425
global,100.0,-0.4701253112026518,-0.28410865807531815,13.749529206036252,-0.0015740730202397485,-0.4135230996131581
global,100.0,-0.4685152930136016,-0.2573787201649543,19.358891037193242,-0.0022087265766264222,-0.3726722456972437
global,100.0,-0.46690527482455146,-0.2221301108075581,24.30234536992357,-0.0027674691369497907,-0.31949590400606015
global,100.0,-0.4652952566355013,-0.17956967831873089,28.416828889934862,-0.0032318708834596878,-0.2558142241198499
global,100.0,-0.46368523844645115,-0.13114468662690304,31.567575894179114,-0.0035867194843531495,-0.183792478510576
global,100.0,-0.462075220257401,-0.07849356520464448,33.65252827606374,-0.0038205177822045137,-0.10586736645519905
global,100.0,-0.4604652020683506,-0.023390436644594993,34.605634073399834,-0.003925855370039177,-0.024664495929086504
global,100.0,-0.45885518387930047,0.032314697683600166,34.398928167130364,-0.003899642072114766,0.05709015789093838
global,100.0,-0.4572451656902503,0.0867580949831755,33.04332998220798,-0.003743196019625929,0.13666182750782174
global,100.0,-0.45563514750120016,0.1381246422579235,30.588136331651064,-0.0034621839119679796,0.2113984811553612
global,100.0,-0.45402512931215,0.18470837242100044,27.119231396939274,-0.0030664160164105207,0.278819237393301
global,100.0,-0.45241511112309984,0.22496910648341506,22.756078775774693,-0.00256950331616899,0.3366967161247002
global,100.0,-0.4508050929340497,0.2575833406407663,17.647601112050832,-0.0019883888062614476,0.38313059099459656
global,100.0,-0.44919507474499953,0.2814876972258494,11.967089698190557,-0.0013427691052144092,0.4166099141442572
global,100.0,-0.4475850565559494,0.2959135141970718,5.906318383008866,-0.0006544261604313027,0.4360621705765165
global,100.0,-0.4459750383668992,0.3004114502739116,-0.33093792351468443,5.3508242965998954e-05,0.44088747260945044
global,100.0,-0.44436502017784885,0.29486532166448975,-6.5357607301635,0.0007573303013137385,0.4309768095393486
global,100.0,-0.4427550019887987,0.2794947500321656,-12.5010903277223,0.0014335581548357492,0.4067138065194222
global,100.0,-0.44114498379974854,0.2548465776083923,-18.028638054758233,0.002059715375288243,0.3689600015329169
global,100.0,-0.4395349656106984,0.221775381501449,-22.935477504724116,0.0026150778211779537,0.31902420148912436
global,100.0,-0.4379249474216482,0.1814137826595326,-27.06009546108601,0.003081359037626841,0.2586170093668959
global,100.0,-0.43631492923259807,0.13513358349138696,-30.26770239350842,0.003443311538334794,0.18979210624273724
global,100.0,-0.4347049110435479,0.08449907058835335,-32.45462801973163,0.0036892242170012716,0.11487630863452394
global,100.0,-0.43309489285449776,0.03121407535254193,-33.551658841942924,0.003811299694061314,0.03639078846993744
global,100.0,-0.4314848746654476,-0.02293541276517773,-33.52621062204973,0.0038058994894235175,-0.04303387183272849
global,100.0,-0.42987485647639745,-0.07614114479112623,-32.383268235216974,0.0036736493837442067,-0.1207459223840626
global,100.0,-0.42826483828734707,-0.12663301138396343,-30.165066894426666,0.0034194020379905068,-0.1941610228156841
global,100.0,-0.4266548200982969,-0.17273792361062754,-26.94953096664155,0.0030520587248321564,-0.2608481915276826
global,100.0,-0.42504480190924676,-0.2129352160388346,-22.84752808385477,0.00258425672516454,-0.31861026706385037
global,100.0,-0.4234347837201966,-0.24590673779861746,-17.9990356026739,0.0020319334018285133,-0.3655562183541579
global,100.0,-0.42182476553114645,-0.27057998297600244,-12.568352375626135,0.0014137820322385778,-0.4001629256307453
global,100.0,-0.4202147473420963,-0.28616285165176575,-6.738520080017872,0.0007506180278426273,-0.42132441708604274
global,100.0,-0.41860472915304614,-0.2921689187893629,-0.705143981428159,6.467707502266034e-05,-0.42838697522554675
global,100.0,-0.416994710963996,-0.28843241021400207,5.330177840675717,-0.0006211310948628589,-0.4211690066643581
global,100.0,-0.41538469277494583,-0.27511243215470116,11.166595715584046,-0.0012839882280926524,-0.39996508348812426
global,100.0,-0.4137746745858957,-0.25268636150258716,16.6106943552516,-0.001901926759499321,-0.36553409583793794
global,100.0,-0.4121646563968455,-0.22193266594308042,21.48290084425754,-0.0024545574388007787,-0.31907198619775273
global,100.0,-0.41055463820779514,-0.18390377433923802,25.623402301586573,-0.0029237412730186013,-0.2621700481988281
global,100.0,-0.408944620018745,-0.13988994649707806,28.897378302051365,-0.0032941836577038437,-0.19676024956482252
global,100.0,-0.40733460182969483,-0.09137538686565769,31.199376996370734,-0.003553931270130363,-0.12504946434754396
global,100.0,-0.4057245836406447,-0.03998809912434761,32.4566933059311,-0.00369475563237846,-0.04944485989954449
global,100.0,-0.4041145654515945,0.012554820210958795,32.631641575545906,-0.003712411106563401,0.027527032586353153
global,100.0,-0.40250454726254437,0.06450460751138269,31.72265248242291,-0.003606759326877388,0.10330483770692563
global,100.0,-0.4008945290734942,0.11413905405271013,29.764163552276607,-0.0033817565599060075,0.1753776140083452
global,100.0,-0.39928451088444405,0.15981958441654565,26.825312990348934,-0.0030453050648028327,0.24136804870931167
global,100.0,-0.3976744926953939,0.20004529920396108,23.00748634341824,-0.0026089740450630236,0.2991108115352654
global,100.0,-0.39606447450634374,0.23350220058732227,18.44080344272918,-0.00208760009343587,0.34672348618885834
global,100.0,-0.39445445631729337,0.25910598853955413,13.279667881982192,-0.0014987809884664978,0.3826677590080848
global,100.0,-0.3928444381282432,0.2760370376338277,7.697531816354316,-0.0008622801753951618,0.40579888122018826
global,100.0,-0.39123441993919306,0.2837664314003532,1.8810541351257113,-0.00019936214268339396,0.41540182219294153
global,100.0,-0.3896244017501429,0.28207223420449606,-3.976150748730487,0.0004679189041416947,0.41121298245275695
global,100.0,-0.38801438356109275,0.2710455091754409,-9.679963736377376,0.001117453236264854,0.3934268216253352
global,100.0,-0.3864043653720426,0.2510859337803462,-15.042196294663244,0.0017278081948566733,0.36268726143207614
global,100.0,-0.38479434718299244,0.2228872107049276,-19.88679664176786,0.0022789348992919957,0.320064230504638
global,100.0,-0.3831843289939423,0.1874128092387854,-24.055622210599303,0.0027528257749897937,0.2670162091766806
global,100.0,-0.3815743108048921,0.14586289020043108,-27.413589307432265,0.0031341013627019447,0.20534009231160455
global,100.0,-0.37996429261584197,0.0996335551277644,-29.853032646187202,0.0034105073330850952,0.1371101015226231
global,100.0,-0.3783542744267916,0.050269808629416754,-31.29713462685281,0.0035733057111467692,0.06460783138564924
global,100.0,-0.37674425623774144,-0.0005861765585922843,-31.702315900328077,0.003617547908520582,-0.009754203921998663
global,100.0,-0.3751342380486913,-0.051249755506153225,-31.059513839039322,0.0035422211450099285,-0.08351295560686975
global,100.0,-0.3735242198596411,-0.10004964336931758,-29.39431282478244,0.003350264079783633,-0.15423647388250727
global,100.0,-0.37191420167059097,-0.1453830320227105,-26.765928518746737,0.0030484518247655577,-0.21960408193835615
global,100.0,-0.3703041834815408,-0.18576817320277844,-23.26508621671116,0.0026471548330651213,-0.2774824466232877
global,100.0,-0.36869416529249066,-0.21989270445493822,-19.010869757698966,0.002159980300721213,-0.3259950540875649
global,100.0,-0.3670841471034405,-0.24665614478627126,-14.146651050892977,0.0016033085543231392,-0.36358283208130376
global,100.0,-0.36547412891439035,-0.2652051886531819,-8.83524001792227,0.0009957402952275273,-0.389053967338138
global,100.0,-0.3638641107253402,-0.27496067274595937,-3.253419656611161,0.0003574734234341462,-0.4016213358021283
global,100.0,-0.3622540925362898,-0.2756353715422062,2.4139497740322047,-0.0002903696201036756,-0.4009263827070269
global,100.0,-0.36064407434723966,-0.2672420852378039,7.980060369184873,-0.0009264415439655742,-0.38704874444929593
global,100.0,-0.3590340561581895,-0.2500918070787142,13.262316441146739,-0.0015298737217371212,-0.36050137949175937
global,100.0,-0.35742403796913935,-0.22478208551159104,18.08832137408333,-0.002080960336602002,-0.32221145531478657
global,100.0,-0.3558140197800892,-0.1921760190607789,22.301495224857803,-0.00256180073650591,-0.27348770678956374
global,100.0,-0.35420400159103904,-0.1533726278120042,25.766140266862045,-0.0029568790931421033,-0.21597542287531452
global,100.0,-0.3525939834019889,-0.10966962485100343,28.37179105763861,-0.003253562649321767,-0.15160061883900489
global,100.0,-0.35098396521293873,-0.06251985492877006,30.03671025216842,-0.003442502633116883,-0.08250529733668681
global,100.0,-0.3493739470238886,-0.013482868206007203,30.710420429136754,-0.003517925217136558,-0.010975982648493567
global,100.0,-0.3477639288348384,0.035826752141567636,30.375194655629794,-0.0034778035950760156,0.060632080665454786
global,100.0,-0.34615391064578804,0.08379259302184744,29.046463289855055,-0.0033239062107491843,0.129972546698747
global,100.0,-0.3445438924567379,0.12884939021287414,26.77213044715947,-0.003061720274725049,0.1947848438356641
global,100.0,-0.34293387426768773,0.1695340462087218,23.630829438698473,-0.002700253804470795,0.25296778791117175
global,100.0,-0.3413238560786376,0.20453302582822516,19.729181152481072,-0.0022517233906082174,0.3026475379986064
global,100.0,-0.3397138378895874,0.23272459767692333,15.198151651041098,-0.0017311385950110273,0.3422377020644251
global,100.0,-0.33810381970053727,0.2532145683450388,10.18863416354722,-0.0011557972061939773,0.3704896724534168
global,100.0,-0.3364938015114871,0.26536437818485076,4.866405228360726,-0.0005447084075035981,0.38653160495621147
global,100.0,-0.33488378332243696,0.2688106850301844,-0.5933757793492369,8.203683531176882e-05,0.3898948386053959
global,100.0,-0.3332737651333868,0.26347584658083145,-6.011940721099403,0.0007039272580782619,0.38052697335146557
global,100.0,-0.33166374694433665,0.24956901384490046,-11.212769683193835,0.001300702838436413,0.35879126529466265
global,100.0,-0.33005372875528627,0.22757785698955335,-16.02733882966222,0.001853014391607239,0.3254524494819623
global,100.0,-0.3284437105662361,0.1982512510139844,-20.3005720100776,0.002343049756854777,0.2816495435775859
global,100.0,-0.32683369237718596,0.16257354182420358,-23.89582004178859,0.0027551063440185036,0.22885660749723524
global,100.0,-0.3252236741881358,0.12173128405842777,-26.699208293755312,0.0030760916962140213,0.1688328207101174
global,100.0,-0.32361365599908565,0.07707358169758878,-28.623214990713667,0.0032959361972662938,0.10356357798114135
global,100.0,-0.3220036378100355,0.030067363501344223,-29.609368775905853,0.003407905025223934,0.035194585140437815
global,100.0,-0.32039361962098534,-0.017750918631385833,-29.629983627088286,0.0034087998253259765,-0.034038849675589025
global,100.0,-0.3187836014319352,-0.06482557391034281,-28.68888121817895,0.0032990442337499978,-0.10188499339938832
global,100.0,-0.317173583242885,-0.10963229144511481,-26.82108419101234,0.0030826512056721933,-0.16614893500320646
global,100.0,-0.31556356505383487,-0.15072744601376234,-24.09149744610254,0.002767073961585316,-0.22476351869956865
global,100.0,-0.3139535468647845,-0.18679449738951742,-20.59262737711227,0.0023629461382532794,-0.27585567323423144
global,100.0,-0.31234352867573434,-0.21668599540215916,-16.441419897066655,0.00188372029289027,-0.3178060142269898
global,100.0,-0.3107335104866842,-0.239459856098471,-11.775326143062479,0.0013452171468133747,-0.3492998313793474
global,100.0,-0.30912349229763403,-0.2544087697701392,-6.747729011587564,0.0007651007651914237,-0.3693678667544945
global,100.0,-0.3075134741085839,-0.26108183253388173,-1.522883411204891,0.0001622971646715705,-0.3774156341310709
global,100.0,-0.3059034559195337,-0.2592977517752709,3.7294622790907583,-0.00044362444974951415,-0.3732404110064462
global,100.0,-0.30429343773048356,-0.24914925347082145,8.839587018456289,-0.001033087543911866,-0.35703544142641075
global,100.0,-0.3026834195414334,-0.23099860700475008,13.643280419900739,-0.0015871405275025157,-0.32938130600022286
global,100.0,-0.30107340135238325,-0.20546447118023553,17.98711144009308,-0.002088065024529013,-0.291224831528533
global,100.0,-0.2994633831633331,-0.17340054434273203,21.73331365797649,-0.0025199406498641326,-0.2438463131336601
global,100.0,-0.2978533649742827,-0.13586676291004365,24.76413210234074,-0.00286914834894104,-0.18881619378161008
global,100.0,-0.29624334678523256,-0.09409402782700518,26.98549523631472,-0.00312479647415573,-0.1279426778187122
global,100.0,-0.2946333285961824,-0.04944364014200903,28.329898607259583,-0.003279056382623221,-0.06321203623071041
global,100.0,-0.29302331040713225,-0.003362788805296963,28.758413042372652,-0.003327397356876049,0.003276416865141647
global,100.0,-0.2914132922180821,0.04266244897397284,28.26175922742768,-0.0032687139718347836,0.06937854109219808
global,100.0,-0.28980327402903194,0.08715506529882977,26.860421087328007,-0.003105342547927626,0.132974559088706
global,100.0,-0.2881932558399818,0.12869448826684024,24.603801588590727,-0.0028429669263494457,0.19203698409871722
global,100.0,-0.28658323765093163,0.16596183969584932,21.568455391568126,-0.0024904173614008302,0.24469511084118672
global,100.0,-0.2849732194618815,0.19778164519089428,17.855462203286145,-0.0020593697322211354,0.2892940232411944
global,100.0,-0.2833632012728313,0.22315868283973575,13.587031784273218,-0.0015639554236004652,0.3244462659859219
global,100.0,-0.28175318308378094,0.24130882300358997,8.902455493299783,-0.0010202950139290448,0.34907457814279913
global,100.0,-0.2801431648947308,0.25168291331899206,3.9535392723753606,-0.00044597125125154515,0.3624443875898475
global,100.0,-0.27853314670568063,0.25398299334026503,-1.100331525615206,0.0001405413754386722,0.3641851046021728
global,100.0,-0.2769231285166305,0.2481703745679741,-6.0973345368417675,0.0007204719070476495,0.354299620304035
global,100.0,-0.2753131103275803,0.23446538566557776,-10.878393818798981,0.001275353815023505,0.33316179874820934
global,100.0,-0.27370309213853017,0.21333885087455834,-15.29223823309243,0.0017876122907133749,0.3015021376610135
global,100.0,-0.27209307394948,0.1854956333608419,-19.200174131716132,0.0022411192697654107,0.26038214995995734
global,100.0,-0.27048305576042986,0.15185082605547007,-22.480422228298654,0.0026216987169018235,0.21115837400746132
global,100.0,-0.2688730375713797,0.11349940258201628,-25.031883768921535,0.0029175664236580326,0.15543724401588482
global,100.0,-0.26726301938232955,0.07168034292987151,-26.777220519259938,0.003119690786813851,0.0950223330339046
global,100.0,-0.26565300119327917,0.027736416443007596,-27.665155992279495,0.003222063662792403,0.0318557109612023
global,100.0,-0.264042983004229,-0.016929066589357736,-27.671930984959452,0.0032218733454228033,-0.03204466777614558
global,100.0,-0.26243296481517886,-0.06089713766345244,-26.80187402566287,0.003119574893822245,-0.09464952280994897
global,100.0,-0.2608229466261287,-0.10277824949392116,-25.087075856967054,0.0029188563401695354,-0.15398268472819066
global,100.0,-0.25921292843707855,-0.14125612009103936,-22.58618567151911,0.0026265026273663136,-0.20818336477487365
global,100.0,-0.2576029102480284,-0.17512896046139623,-19.382374568347696,0.002252162358123301,-0.2555642991590334
global,100.0,-0.25599289205897824,-0.20334679935741387,-15.580537728812157,0.001808025477919673,-0.2946639585233173
global,100.0,-0.2543828738699281,-0.2250437529263122,-11.303830314471288,0.001308422769762705,-0.32429121790137394
global,100.0,-0.25277285568087793,-0.23956425684880958,-6.689652342883717,0.0007693604240100367,-0.3435611361980645
global,100.0,-0.2511628374918278,-0.2464824778737224,-1.885214192735694,0.00020800488967162247,-0.35192078826962336
global,100.0,-0.2495528193027774,-0.2456143439305947,2.957173552483734,-0.00035786534263506915,-0.3491644172902376
global,100.0,-0.24794280111372724,-0.23702186996468957,7.684934828534817,-0.0009104234722920781,-0.33543751963578095
global,100.0,-0.24633278292467709,-0.22100970259450328,12.150033760630583,-0.001432355740767093,-0.3112298278535248
global,100.0,-0.24472276473562693,-0.198114052779428,16.213600014128954,-0.0019074027381803084,-0.2773575081286725
global,100.0,-0.24311274654657677,-0.1690844241237892,19.750229671544563,-0.002320863781829547,-0.2349352259258386
global,100.0,-0.24150272835752662,-0.1348587677807535,22.65182907140562,-0.0026600487925962112,-0.18533904665898518
global,100.0,-0.23989271016847646,-0.09653289626235426,24.830884696551244,-0.0029146638818941745,-0.1301614176965568
global,100.0,-0.2382826919794263,-0.055325161688841204,26.223061374404402,-0.003077119065580383,-0.07115971529191731
global,100.0,-0.23667267379037615,-0.012537543955432082,26.78905310526892,-0.003142749068277713,-0.010200028128204783
global,100.0,-0.235062655601326,0.030485603100722458,26.515635039231153,-0.0031099409881161924,0.0508020172940386
global,100.0,-0.23345263741227562,0.0723998370224845,25.41589069123857,-0.0029801655670027138,0.10994150880824724
global,100.0,-0.23184261922322547,0.11190261232060036,23.528614597311833,-0.0027579118599246563,0.1653836821254836
global,100.0,-0.2302326010341753,0.14777365631805991,20.916916445448624,-0.002450528122003621,0.21542068376164306
global,100.0,-0.22862258284512516,0.1789124872706307,17.666077454482462,-0.002067974639397974,0.25852391307382233
global,100.0,-0.227012564656075,0.20437192724932268,13.880732659108581,-0.0016224969298469654,0.29339034860637053
global,100.0,-0.22540254646702484,0.2233865976160678,9.681473093395917,-0.001128230148350367,0.31898146766538626
global,100.0,-0.2237925282779747,0.23539555054014563,5.200979041016718,-0.0006007475809222895,0.3345536130597524
global,100.0,-0.22218251008892453,0.2400583803866349,0.5798090374290994,-5.6567734465911255e-05,0.3396789391160292
global,100.0,-0.22057249189987438,0.23726436774562826,-4.038021212363536,0.00048736431257053326,0.33425637130610936
global,100.0,-0.21896247371082422,0.2271344296419449,-8.509530645648972,0.0010142049769605644,0.31851233039505866
global,100.0,-0.21735245552177385,0.2100158750587257,-12.697195235805001,0.0015077331904428902,0.2929912928709252
global,100.0,-0.2157424373327237,0.18647018824698308,-16.473164398431088,0.0019528482786168048,0.25853657450241896
global,100.0,-0.21413241914367354,0.1572542764534404,-19.723142625339346,0.0023360294718641587,0.2162620234364996
global,100.0,-0.21252240095462338,0.123295817126687,-22.349819261316306,0.0026457431514964242,0.1675155841587388
global,100.0,-0.21091238276557323,0.0856635163702254,-24.275744541301755,0.0028727856818143178,0.11383593564294825
global,100.0,-0.20930236457652307,0.045533240161862824,-25.445568196883137,0.003010551784530453,0.05690360899380776
global,100.0,-0.20769234638747291,0.004151098313886038,-25.827577519864636,0.0030552208067593915,-0.0015118539447810673
global,100.0,-0.20608232819842276,-0.03720535500684315,-25.414494069860808,0.00300585584011341,-0.059607033464623906
global,100.0,-0.2044723100093726,-0.07726659334654587,-24.223511520506783,0.002864413383337563,-0.11560033548410785
global,100.0,-0.20286229182032245,-0.11481004258020569,-22.295580721232927,0.0026356640183953116,-0.16778654523261066
global,100.0,-0.20125227363127207,-0.14869726654475948,-19.69397117614539,0.002327027303744243,-0.21458856423259204
global,100.0,-0.19964225544222192,-0.17790828705335046,-16.502160099840193,0.0019483266949049775,-0.2546047679787072
global,100.0,-0.19803223725317176,-0.20157201051386706,-12.821120338981961,0.001511472702489111,-0.28665057292446916
global,100.0,-0.1964222190641216,-0.21899186276391003,-8.766096150715853,0.0010300846201332738,-0.30979299426428736
global,100.0,-0.19481220087507145,-0.22966588931962806,-4.462970589830438,0.0005190629372478012,-0.3233772040786826
global,100.0,-0.1932021826860213,-0.2333007549314001,-0.0443396592659939,-5.874056646285459e-06,-0.3270443552299141
global,100.0,-0.19159216449697114,-0.22981926847612874,4.354583884751633,-0.0005286750060906064,-0.32074021174093403
global,100.0,-0.18998214630792098,-0.21936126072162776,8.600110301677494,-0.0010334465825555372,-0.30471441255947335
global,100.0,-0.18837212811887083,-0.20227784709165064,12.56412948472906,-0.0015049359097380399,-0.27951048368609904
global,100.0,-0.18676210992982067,-0.17911930894474407,16.12796162371092,-0.001928989707977912,-0.24594699477967077
global,100.0,-0.1851520917407703,-0.15061701894003438,19.185886733097764,-0.002292976398724848,-0.20509052203112005
global,100.0,-0.18354207355172014,-0.11766001304642822,21.648248913849415,-0.0025861586741716936,-0.15822132139468367
global,100.0,-0.18193205536267,-0.08126696844189037,23.444045306454374,-0.002800005667813646,-0.10679282808864136
global,100.0,-0.18032203717361983,-0.042554478418293726,24.522926353079576,-0.002928435804694012,-0.05238627356220951
global,100.0,-0.17871201898456968,-0.0027026187411707905,24.85655267699513,-0.002967983602553346,0.0033381549922324202
global,100.0,-0.17710200079551952,0.03708112808070064,24.439274011720162,-0.00291788606731235,0.05869209855013969
global,100.0,-0.17549198260646937,0.07559848528896906,23.288116539662447,-0.002780086804067651,0.11201019764732525
global,100.0,-0.1738819644174192,0.11169642083960998,21.442086083897333,-0.0025591584716015696,0.16170010109037036
global,100.0,-0.17227194622836906,0.14430153121805855,18.96081519524305,-0.0022621466679843996,0.2062898144768325
global,100.0,-0.1706619280393189,0.17245174951647277,15.92260167201457,-0.0018983406733142558,0.24447098832428837
global,100.0,-0.16905190985026852,0.1953244483241382,12.421903866282138,-0.0014789786237894118,0.27513688401951736
global,100.0,-0.16744189166121837,0.21226012610435877,8.566373751905132,-0.0010168965866305584,0.29741393057361754
global,100.0,-0.1658318734721682,0.22278100693524802,4.473521713828228,-0.0005261325938418506,0.3106859905319482
global,100.0,-0.16422185528311806,0.22660404323265712,0.2671170091717901,-2.1497930399986235e-05,0.3146106827245737
global,100.0,-0.1626118370940679,0.22364798430926752,-3.926565411786356,0.0004818711736510746,0.3091273556118249
global,100.0,-0.16100181890501775,0.21403435497495352,-7.982537710757416,0.0009689678483682193,0.29445656014072374
global,100.0,-0.1593918007159676,0.198082372300265,-11.780817717591672,0.0014253612510571401,0.27109112748103625
global,100.0,-0.15778178252691744,0.17629800959690411,-15.209962913790747,0.0018376223324030048,0.23977920703126207
global,100.0,-0.15617176433786728,0.14935758923263104,-18.170316329881082,0.002193716203230523,0.20149985626070754
global,100.0,-0.15456174614881713,0.11808644503524522,-20.576870662370812,0.0024833497326212164,0.15743198939692576
global,100.0,-0.15295172795976675,0.08343333616625591,-22.36166940818983,0.002698264463184049,0.1089176805174349
global,100.0,-0.1513417097707166,0.04644141347762039,-23.475678568501213,0.002832466662667982,0.05742097299891343
global,100.0,-0.14973169158166644,0.00821663323647221,-23.89007901688901,0.0028823882875026264,0.0044834672976293705
global,100.0,-0.14812167339261628,-0.03010542075506208,-23.59694744025181,0.0028469747520679413,-0.048321960385156494
global,100.0,-0.14651165520356613,-0.06739330881100215,-22.609312295293588,0.002727697612374342,-0.09943791670097733
global,100.0,-0.14490163701451597,-0.10255309618752172,-20.960589917261697,0.0025284925172782435,-0.14736833772844166
global,100.0,-0.14329161882546582,-0.13456032157558007,-18.703424212419126,0.0022556249873419303,-0.19072207799020097
global,100.0,-0.14168160063641566,-0.16248964361108045,-15.907970724045748,0.0019174886860204134,-0.22825297942872425
global,100.0,-0.1400715824473655,-0.1855413144663398,-12.659681782138897,0.0015243427890463714,-0.258895277173603
global,100.0,-0.13846156425831535,-0.20306373246773607,-9.056663478542536,0.0010879967804356594,-0.28179335045681336
