model,kappa,N,z,omega2,omega2_N,D0,D0_N,energy0,energy_residual0,D1,D1_N,energy1,energy_residual1
global,0.0,-1.5987480617268262,3.946835413481721,0.0,0.0,1.0,0.0,0.0,0.0,0.04806051382600798,0.9267643490109844,16.69477576702244,1.1041354734287743e-15
global,0.0,-1.597138043537776,3.9388773265391936,0.0,0.0,1.0,0.0,0.0,0.0,0.04955079010265513,0.9244905136126845,16.534278868018653,7.886681953062674e-16
global,0.0,-1.5955280253487258,3.9309320419526155,0.0,0.0,1.0,0.0,0.0,0.0,0.05103740980370516,0.9222220681961824,16.37532492202901,1.261869112490028e-15
global,0.0,-1.5939180071596757,3.922999539126544,0.0,0.0,1.0,0.0,0.0,0.0,0.052520381596523225,0.9199589995947829,16.217899095720117,6.30934556245014e-16
global,0.0,-1.5923079889706253,3.9150797974986693,0.0,0.0,1.0,0.0,0.0,0.0,0.0539997141273015,0.9177012946732862,16.0619866983604,1.261869112490028e-15
global,0.0,-1.5906979707815752,3.9071727965397627,0.0,0.0,1.0,0.0,0.0,0.0,0.0554754160211089,0.9154489403279134,15.90757318044907,1.261869112490028e-15
global,0.0,-1.589087952592525,3.899278515753618,0.0,0.0,1.0,0.0,0.0,0.0,0.05694749588194288,0.9132019234862313,15.754644132358406,1.1041354734287743e-15
global,0.0,-1.5874779344034748,3.891396934677003,0.0,0.0,1.0,0.0,0.0,0.0,0.058415962292779025,0.910960231107079,15.603185282989106,7.886681953062674e-16
global,0.0,-1.5858679162144247,3.8835280328796067,0.0,0.0,1.0,0.0,0.0,0.0,0.059880823815621535,0.9087238501804938,15.453182498438515,9.46401834367521e-16
global,0.0,-1.5842578980253745,3.8756717899639823,0.0,0.0,1.0,0.0,0.0,0.0,0.0613420889915534,0.9064927677276376,15.304621780681654,1.4196027515512813e-15
global,0.0,-1.5826478798363244,3.8678281855654983,0.0,0.0,1.0,0.0,0.0,0.0,0.06279976634078645,0.9042669708007232,15.157489266264946,1.1041354734287743e-15
global,0.0,-1.5810378616472742,3.859997199352284,0.0,0.0,1.0,0.0,0.0,0.0,0.06425386436271129,0.9020464464829405,15.01177122501254,9.46401834367521e-16
global,0.0,-1.579427843458224,3.852178811025177,0.0,0.0,1.0,0.0,0.0,0.0,0.06570439153594711,0.8998311818883843,14.867454058745007,1.261869112490028e-15
global,0.0,-1.577817825269174,3.8443730003176704,0.0,0.0,1.0,0.0,0.0,0.0,0.06715135631839139,0.8976211641619803,14.724524300010357,1.4196027515512813e-15
global,0.0,-1.5762078070801238,3.836579746995861,0.0,0.0,1.0,0.0,0.0,0.0,0.06859476714726948,0.8954163804794134,14.582968610827292,1.1041354734287743e-15
global,0.0,-1.5745977888910734,3.8287990308583955,0.0,0.0,1.0,0.0,0.0,0.0,0.07003463243918426,0.8932168180470534,14.44277378144056,1.1041354734287743e-15
global,0.0,-1.5729877707020232,3.8210308317364206,0.0,0.0,1.0,0.0,0.0,0.0,0.0714709605901647,0.8910224641018852,14.30392672908822,1.1041354734287743e-15
global,0.0,-1.571377752512973,3.813275129493527,0.0,0.0,1.0,0.0,0.0,0.0,0.07290375997571624,0.8888333059114336,14.166414496780753,1.261869112490028e-15
global,0.0,-1.569767734323923,3.805531904025701,0.0,0.0,1.0,0.0,0.0,0.0,0.07433303895086918,0.8866493307736932,14.030224252091946,1.1041354734287743e-15
global,0.0,-1.5681577161348728,3.7978011352612704,0.0,0.0,1.0,0.0,0.0,0.0,0.07575880585022782,0.884470526017056,13.895343285961436,1.4196027515512813e-15
global,0.0,-1.5665476979458226,3.790082803160851,0.0,0.0,1.0,0.0,0.0,0.0,0.07718106898801937,0.8822968790002397,13.761759011508635,1.1041354734287743e-15
global,0.0,-1.5649376797567724,3.782376887717299,0.0,0.0,1.0,0.0,0.0,0.0,0.07859983665814271,0.880128377112216,13.62945896285825,1.1041354734287743e-15
global,0.0,-1.5633276615677223,3.774683368955655,0.0,0.0,1.0,0.0,0.0,0.0,0.08001511713421706,0.8779650077721399,13.498430793976874,9.46401834367521e-16
global,0.0,-1.5617176433786721,3.7670022269330934,0.0,0.0,1.0,0.0,0.0,0.0,0.08142691866963048,0.875806758429278,13.368662277520981,1.1041354734287743e-15
global,0.0,-1.5601076251896218,3.759333441738872,0.0,0.0,1.0,0.0,0.0,0.0,0.08283524949758847,0.8736536165629376,13.240141303695776,1.261869112490028e-15
global,0.0,-1.5584976070005716,3.75167699349428,0.0,0.0,1.0,0.0,0.0,0.0,0.08424011783116162,0.8715055696823968,13.112855879125252,7.886681953062674e-16
global,0.0,-1.5568875888115215,3.744032862352585,0.0,0.0,1.0,0.0,0.0,0.0,0.08564153186333484,0.8693626053268326,12.986794125732896,7.886681953062674e-16
global,0.0,-1.5552775706224713,3.736401028498983,0.0,0.0,1.0,0.0,0.0,0.0,0.08703949976705473,0.8672247110652515,12.861944279633269,1.1041354734287743e-15
global,0.0,-1.5536675524334211,3.728781472150545,0.0,0.0,1.0,0.0,0.0,0.0,0.08843402969527772,0.8650918744964187,12.738294690034222,1.261869112490028e-15
global,0.0,-1.552057534244371,3.7211741735561694,0.0,0.0,1.0,0.0,0.0,0.0,0.08982512978101796,0.8629640832487888,12.615833818149655,9.46401834367521e-16
global,0.0,-1.5504475160553208,3.713579112996528,0.0,0.0,1.0,0.0,0.0,0.0,0.09121280813739502,0.8608413249804354,12.494550236122775,7.886681953062674e-16
global,0.0,-1.5488374978662707,3.7059962707840137,0.0,0.0,1.0,0.0,0.0,0.0,0.09259707285768153,0.8587235873789815,12.374432625959615,1.1041354734287743e-15
global,0.0,-1.5472274796772205,3.6984256272626945,0.0,0.0,1.0,0.0,0.0,0.0,0.09397793201535072,0.8566108581615303,12.255469778472877,1.261869112490028e-15
global,0.0,-1.5456174614881704,3.6908671628082566,0.0,0.0,1.0,0.0,0.0,0.0,0.09535539366412385,0.8545031250745957,12.137650592235893,1.1041354734287743e-15
global,0.0,-1.5440074432991202,3.683320857827958,0.0,0.0,1.0,0.0,0.0,0.0,0.09672946583801743,0.8524003758940333,12.020964072546697,6.30934556245014e-16
global,0.0,-1.5423974251100698,3.6757866927605742,0.0,0.0,1.0,0.0,0.0,0.0,0.09810015655139066,0.8503025984249714,11.905399330401986,9.46401834367521e-16
global,0.0,-1.5407874069210197,3.668264648076352,0.0,0.0,1.0,0.0,0.0,0.0,0.09946747379899173,0.8482097805017427,11.79094558148099,1.1041354734287743e-15
global,0.0,-1.5391773887319695,3.6607547042769544,0.0,0.0,1.0,0.0,0.0,0.0,0.10083142555600588,0.8461219099878149,11.677592145139055,9.46401834367521e-16
global,0.0,-1.5375673705429194,3.653256841895411,0.0,0.0,1.0,0.0,0.0,0.0,0.10219201977810159,0.844038974775723,11.565328443411008,1.1041354734287743e-15
global,0.0,-1.5359573523538692,3.6457710414960705,0.0,0.0,1.0,0.0,0.0,0.0,0.10354926440147741,0.8419609627870009,11.454144000023977,1.1041354734287743e-15
global,0.0,-1.534347334164819,3.638297283674546,0.0,0.0,1.0,0.0,0.0,0.0,0.10490316734290865,0.8398878619721133,11.34402843941981,1.1041354734287743e-15
global,0.0,-1.532737315975769,3.630835549057669,0.0,0.0,1.0,0.0,0.0,0.0,0.10625373649979389,0.837819660310388,11.234971485786804,1.1041354734287743e-15
global,0.0,-1.5311272977867187,3.6233858183034355,0.0,0.0,1.0,0.0,0.0,0.0,0.10760097975020141,0.8357563458099484,11.126962962100826,1.4196027515512813e-15
global,0.0,-1.5295172795976686,3.6159480721009576,0.0,0.0,1.0,0.0,0.0,0.0,0.10894490495291549,0.8336979065076453,11.019992789175541,7.886681953062674e-16
global,0.0,-1.5279072614086182,3.6085222911704125,0.0,0.0,1.0,0.0,0.0,0.0,0.11028551994748276,0.8316443304689906,10.914050984721928,1.1041354734287743e-15
global,0.0,-1.526297243219568,3.601108456262997,0.0,0.0,1.0,0.0,0.0,0.0,0.1116228325542576,0.8295956057880898,10.809127662416683,9.46401834367521e-16
global,0.0,-1.524687225030518,3.59370654816087,0.0,0.0,1.0,0.0,0.0,0.0,0.11295685057444921,0.8275517205875745,10.705213030979667,1.1041354734287743e-15
global,0.0,-1.5230772068414677,3.586316547677108,0.0,0.0,1.0,0.0,0.0,0.0,0.11428758179016675,0.8255126630185365,10.60229739326018,1.4196027515512813e-15
global,0.0,-1.5214671886524176,3.5789384356556537,0.0,0.0,1.0,0.0,0.0,0.0,0.11561503396446528,0.8234784212604603,10.500371145332043,1.1041354734287743e-15
global,0.0,-1.5198571704633674,3.5715721929712663,0.0,0.0,1.0,0.0,0.0,0.0,0.1169392148413914,0.8214489835211579,10.399424775597412,1.1041354734287743e-15
global,0.0,-1.5182471522743173,3.5642178005294727,0.0,0.0,1.0,0.0,0.0,0.0,0.1182601321460289,0.8194243380367012,10.299448863899133,1.1041354734287743e-15
global,0.0,-1.5166371340852671,3.556875239266518,0.0,0.0,1.0,0.0,0.0,0.0,0.11957779358454408,0.8174044730713569,10.20043408064167,1.4196027515512813e-15
global,0.0,-1.515027115896217,3.549544490149314,0.0,0.0,1.0,0.0,0.0,0.0,0.12089220684423117,0.8153893769175202,10.102371185920473,1.261869112490028e-15
global,0.0,-1.5134170977071668,3.5422255341753934,0.0,0.0,1.0,0.0,0.0,0.0,0.12220337959355755,0.8133790378956495,10.005251028659771,1.1041354734287743e-15
global,0.0,-1.5118070795181167,3.534918352372857,0.0,0.0,1.0,0.0,0.0,0.0,0.12351131948220884,0.8113734443542001,9.909064545758563,1.261869112490028e-15
global,0.0,-1.5101970613290663,3.527622925800326,0.0,0.0,1.0,0.0,0.0,0.0,0.12481603414113415,0.8093725846695594,9.813802761244858,1.4196027515512813e-15
global,0.0,-1.5085870431400161,3.520339235546896,0.0,0.0,1.0,0.0,0.0,0.0,0.1261175311825903,0.8073764472459823,9.719456785438108,1.1041354734287743e-15
global,0.0,-1.506977024950966,3.513067262732082,0.0,0.0,1.0,0.0,0.0,0.0,0.12741581820018763,0.805385020515525,9.626017814119585,1.261869112490028e-15
global,0.0,-1.5053670067619158,3.5058069885057725,0.0,0.0,1.0,0.0,0.0,0.0,0.12871090276893407,0.8033982929379805,9.53347712771078,1.1041354734287743e-15
global,0.0,-1.5037569885728657,3.4985583940481817,0.0,0.0,1.0,0.0,0.0,0.0,0.1300027924452799,0.8014162530008144,9.441826090459752,1.4196027515512813e-15
global,0.0,-1.5021469703838155,3.4913214605697998,0.0,0.0,1.0,0.0,0.0,0.0,0.13129149476716218,0.7994388892191,9.351056149635196,1.1041354734287743e-15
global,0.0,-1.5005369521947653,3.484096169311343,0.0,0.0,1.0,0.0,0.0,0.0,0.13257701725404925,0.7974661901354544,9.261158834728388,1.4196027515512813e-15
global,0.0,-1.4989269340057152,3.476882501543707,0.0,0.0,1.0,0.0,0.0,0.0,0.13385936740698504,0.7954981443199738,9.172125756662641,1.1041354734287743e-15
global,0.0,-1.497316915816665,3.469680438567917,0.0,0.0,1.0,0.0,0.0,0.0,0.1351385527086331,0.79353474037017,9.083948607010544,1.4196027515512813e-15
global,0.0,-1.4957068976276147,3.4624899617150784,0.0,0.0,1.0,0.0,0.0,0.0,0.13641458062332104,0.791575966910906,8.996619157218527,1.1041354734287743e-15
global,0.0,-1.4940968794385645,3.455311052346333,0.0,0.0,1.0,0.0,0.0,0.0,0.13768745859708373,0.7896218125943338,8.910129257839124,1.261869112490028e-15
global,0.0,-1.4924868612495144,3.448143691852805,0.0,0.0,1.0,0.0,0.0,0.0,0.13895719405770826,0.7876722660998289,8.824470837770328,1.4196027515512813e-15
global,0.0,-1.4908768430604642,3.4409878616555547,0.0,0.0,1.0,0.0,0.0,0.0,0.14022379441477695,0.7857273161339284,8.739635903502501,1.4196027515512813e-15
global,0.0,-1.489266824871414,3.4338435432055316,0.0,0.0,1.0,0.0,0.0,0.0,0.14148726705971135,0.7837869514302677,8.655616538372417,1.1041354734287743e-15
global,0.0,-1.4876568066823639,3.426710717983526,0.0,0.0,1.0,0.0,0.0,0.0,0.14274761936581565,0.7818511607495171,8.572404901824495,1.1041354734287743e-15
global,0.0,-1.4860467884933137,3.4195893675001194,0.0,0.0,1.0,0.0,0.0,0.0,0.14400485868832025,0.7799199328793197,8.489993228679097,1.4196027515512813e-15
global,0.0,-1.4844367703042636,3.4124794732956385,0.0,0.0,1.0,0.0,0.0,0.0,0.1452589923644252,0.7779932566342284,8.408373828407921,1.1041354734287743e-15
global,0.0,-1.4828267521152134,3.4053810169401055,0.0,0.0,1.0,0.0,0.0,0.0,0.1465100277133433,0.776071120855643,8.327539084416344,1.1041354734287743e-15
global,0.0,-1.4812167339261633,3.3982939800331926,0.0,0.0,1.0,0.0,0.0,0.0,0.1477579720363434,0.7741535144117491,8.247481453332634,1.1041354734287743e-15
global,0.0,-1.479606715737113,3.391218344204172,0.0,0.0,1.0,0.0,0.0,0.0,0.14900283261679345,0.7722404261974548,8.16819346430401,1.261869112490028e-15
global,0.0,-1.477996697548063,3.3841540911118697,0.0,0.0,1.0,0.0,0.0,0.0,0.1502446167202035,0.7703318451343298,8.08966771829948,1.1041354734287743e-15
global,0.0,-1.4763866793590126,3.377101202444617,0.0,0.0,1.0,0.0,0.0,0.0,0.15148333159426872,0.7684277601705427,8.011896887419388,1.1041354734287743e-15
global,0.0,-1.4747766611699624,3.3700596599202055,0.0,0.0,1.0,0.0,0.0,0.0,0.15271898446891144,0.7665281602808004,7.93487371421158,1.1041354734287743e-15
global,0.0,-1.4731666429809123,3.3630294452858362,0.0,0.0,1.0,0.0,0.0,0.0,0.1539515825563249,0.7646330344662857,7.858591010994137,1.1041354734287743e-15
global,0.0,-1.4715566247918621,3.3560105403180733,0.0,0.0,1.0,0.0,0.0,0.0,0.1551811330510152,0.7627423717545969,7.783041659184634,9.46401834367521e-16
global,0.0,-1.469946606602812,3.3490029268227985,0.0,0.0,1.0,0.0,0.0,0.0,0.15640764312984387,0.7608561611996859,7.708218608635866,1.261869112490028e-15
global,0.0,-1.4683365884137618,3.342006586635163,0.0,0.0,1.0,0.0,0.0,0.0,0.15763111995207027,0.7589743918817982,7.634114876977901,1.1041354734287743e-15
global,0.0,-1.4667265702247116,3.335021501619539,0.0,0.0,1.0,0.0,0.0,0.0,0.1588515706593939,0.7570970529074111,7.56072354896655,1.261869112490028e-15
global,0.0,-1.4651165520356615,3.3280476536694747,0.0,0.0,1.0,0.0,0.0,0.0,0.16006900237599656,0.7552241334091742,7.488037775837987,1.1041354734287743e-15
global,0.0,-1.4635065338466111,3.321085024707646,0.0,0.0,1.0,0.0,0.0,0.0,0.16128342220858458,0.7533556225458479,7.416050774669679,1.261869112490028e-15
global,0.0,-1.461896515657561,3.3141335966858123,0.0,0.0,1.0,0.0,0.0,0.0,0.1624948372464302,0.7514915095022445,7.344755827747416,1.4196027515512813e-15
global,0.0,-1.4602864974685108,3.3071933515847647,0.0,0.0,1.0,0.0,0.0,0.0,0.16370325456141452,0.7496317834891668,7.274146281938363,1.4196027515512813e-15
global,0.0,-1.4586764792794606,3.3002642714142842,0.0,0.0,1.0,0.0,0.0,0.0,0.1649086812080684,0.7477764337433487,7.204215548070278,1.261869112490028e-15
global,0.0,-1.4570664610904105,3.293346338213092,0.0,0.0,1.0,0.0,0.0,0.0,0.16611112422361457,0.7459254495273955,7.134957100316579,1.4196027515512813e-15
global,0.0,-1.4554564429013603,3.2864395340488044,0.0,0.0,1.0,0.0,0.0,0.0,0.1673105906280092,0.7440788201297243,7.066364475587364,1.4196027515512813e-15
global,0.0,-1.4538464247123102,3.279543841017886,0.0,0.0,1.0,0.0,0.0,0.0,0.1685070874239832,0.7422365348645046,6.998431272926294,1.4196027515512813e-15
global,0.0,-1.45223640652326,3.2726592412456026,0.0,0.0,1.0,0.0,0.0,0.0,0.16970062159708396,0.7403985830715988,6.931151152913272,1.261869112490028e-15
global,0.0,-1.4506263883342099,3.265785716885977,0.0,0.0,1.0,0.0,0.0,0.0,0.17089120011571637,0.7385649541165035,6.8645178370728495,1.261869112490028e-15
global,0.0,-1.4490163701451597,3.2589232501217396,0.0,0.0,1.0,0.0,0.0,0.0,0.17207882993118429,0.73673563739029,6.798525107288329,1.4196027515512813e-15
global,0.0,-1.4474063519561096,3.252071823164285,0.0,0.0,1.0,0.0,0.0,0.0,0.1732635179777314,0.7349106223095464,6.733166805221494,1.261869112490028e-15
global,0.0,-1.4457963337670594,3.245231418253624,0.0,0.0,1.0,0.0,0.0,0.0,0.17444527117258254,0.7330898983163181,6.668436831737939,1.1041354734287743e-15
global,0.0,-1.444186315578009,3.2384020176583377,0.0,0.0,1.0,0.0,0.0,0.0,0.17562409641598462,0.7312734548780493,6.6043291463378875,1.261869112490028e-15
global,0.0,-1.4425762973889589,3.2315836036755345,0.0,0.0,1.0,0.0,0.0,0.0,0.17680000059124684,0.7294612814875264,6.540837766592542,1.4196027515512813e-15
global,0.0,-1.4409662791999087,3.2247761586308,0.0,0.0,1.0,0.0,0.0,0.0,0.1779729905647825,0.7276533676628174,6.477956767585737,1.261869112490028e-15
global,0.0,-1.4393562610108586,3.217979664878153,0.0,0.0,1.0,0.0,0.0,0.0,0.17914307318614886,0.7258497029472156,6.415680281361123,1.4196027515512813e-15
global,0.0,-1.4377462428218084,3.2111941048000006,0.0,0.0,1.0,0.0,0.0,0.0,0.18031025528808806,0.7240502769091814,6.354002496374507,1.4196027515512813e-15
global,0.0,-1.4361362246327583,3.204419460807091,0.0,0.0,1.0,0.0,0.0,0.0,0.1814745436865674,0.7222550791422847,6.2929176569515795,1.4196027515512813e-15
global,0.0,-1.434526206443708,3.1976557153384686,0.0,0.0,1.0,0.0,0.0,0.0,0.1826359451808199,0.7204640992651472,6.2324200627507675,1.4196027515512813e-15
global,0.0,-1.432916188254658,3.190902850861429,0.0,0.0,1.0,0.0,0.0,0.0,0.18379446655338444,0.7186773269213853,6.172504068231317,1.4196027515512813e-15
global,0.0,-1.4313061700656076,3.184160849871473,0.0,0.0,1.0,0.0,0.0,0.0,0.18495011457014618,0.7168947517795526,6.113164082126421,1.5773363906125349e-15
global,0.0,-1.4296961518765574,3.1774296948922616,0.0,0.0,1.0,0.0,0.0,0.0,0.18610289598037605,0.7151163635330843,6.05439456692151,1.261869112490028e-15
global,0.0,-1.4280861336875073,3.1707093684755696,0.0,0.0,1.0,0.0,0.0,0.0,0.1872528175167717,0.7133421519002379,5.996190038337441,1.4196027515512813e-15
global,0.0,-1.426476115498457,3.1639998532012417,0.0,0.0,1.0,0.0,0.0,0.0,0.18839988589549672,0.7115721066240387,5.938545064818753,1.4196027515512813e-15
global,0.0,-1.424866097309407,3.1573011316771464,0.0,0.0,1.0,0.0,0.0,0.0,0.18954410781622075,0.7098062174722223,5.881454267026772,1.5773363906125349e-15
global,0.0,-1.4232560791203568,3.1506131865391316,0.0,0.0,1.0,0.0,0.0,0.0,0.1906854899621591,0.7080444742371784,5.824912317337637,1.4196027515512813e-15
global,0.0,-1.4216460609313066,3.1439360004509793,0.0,0.0,1.0,0.0,0.0,0.0,0.19182403900011247,0.7062868667358947,5.7689139393451425,1.4196027515512813e-15
global,0.0,-1.4200360427422565,3.1372695561043606,0.0,0.0,1.0,0.0,0.0,0.0,0.19295976158050648,0.704533384809901,5.713453907368345,1.4196027515512813e-15
global,0.0,-1.4184260245532063,3.130613836218791,0.0,0.0,1.0,0.0,0.0,0.0,0.19409266433743116,0.7027840183252129,5.658527045963896,1.5773363906125349e-15
global,0.0,-1.4168160063641562,3.1239688235415857,0.0,0.0,1.0,0.0,0.0,0.0,0.19522275388868035,0.7010387571722763,5.6041282294430905,1.5773363906125349e-15
global,0.0,-1.415205988175106,3.1173345008478135,0.0,0.0,1.0,0.0,0.0,0.0,0.19635003683579086,0.6992975912659121,5.550252381393552,1.261869112490028e-15
global,0.0,-1.4135959699860559,3.1107108509402552,0.0,0.0,1.0,0.0,0.0,0.0,0.19747451976408184,0.6975605105452605,5.496894474205511,1.5773363906125349e-15
global,0.0,-1.4119859517970055,3.104097856649355,0.0,0.0,1.0,0.0,0.0,0.0,0.19859620924269394,0.6958275049737256,5.444049528602599,1.5773363906125349e-15
global,0.0,-1.4103759336079553,3.097495500833181,0.0,0.0,1.0,0.0,0.0,0.0,0.19971511182462776,0.694098564538921,5.391712613177255,1.4196027515512813e-15
global,0.0,-1.4087659154189052,3.0909037663773757,0.0,0.0,1.0,0.0,0.0,0.0,0.20083123404678369,0.6923736792526143,5.339878843930482,1.5773363906125349e-15
global,0.0,-1.407155897229855,3.0843226361951146,0.0,0.0,1.0,0.0,0.0,0.0,0.20194458243000005,0.690652839150672,5.288543383816085,1.4196027515512813e-15
global,0.0,-1.4055458790408049,3.07775209322706,0.0,0.0,1.0,0.0,0.0,0.0,0.20305516347909225,0.6889360342930058,5.237701442289322,1.5773363906125349e-15
global,0.0,-1.4039358608517547,3.0711921204413204,0.0,0.0,1.0,0.0,0.0,0.0,0.20416298368289115,0.6872232547635174,5.187348274859807,1.5773363906125349e-15
global,0.0,-1.4023258426627045,3.0646427008334016,0.0,0.0,1.0,0.0,0.0,0.0,0.20526804951428185,0.6855144906700448,5.137479182648811,1.7350700296737883e-15
global,0.0,-1.4007158244736544,3.058103817426166,0.0,0.0,1.0,0.0,0.0,0.0,0.20637036743024212,0.6838097321443074,5.088089511950725,1.5773363906125349e-15
global,0.0,-1.399105806284604,3.0515754532697863,0.0,0.0,1.0,0.0,0.0,0.0,0.20746994387188097,0.6821089693418525,5.039174653798815,1.7350700296737883e-15
global,0.0,-1.3974957880955539,3.0450575914417053,0.0,0.0,1.0,0.0,0.0,0.0,0.20856678526447633,0.6804121924420021,4.9907300435351205,1.5773363906125349e-15
global,0.0,-1.3958857699065037,3.0385502150465875,0.0,0.0,1.0,0.0,0.0,0.0,0.20966089801751425,0.6787193916477977,4.942751160384468,1.7350700296737883e-15
global,0.0,-1.3942757517174535,3.0320533072162776,0.0,0.0,1.0,0.0,0.0,0.0,0.21075228852472633,0.6770305571859477,4.895233527032601,1.7350700296737883e-15
global,0.0,-1.3926657335284034,3.025566851109757,0.0,0.0,1.0,0.0,0.0,0.0,0.21184096316412812,0.6753456793067744,4.848172709208378,1.5773363906125349e-15
global,0.0,-1.3910557153393532,3.0190908299130985,0.0,0.0,1.0,0.0,0.0,0.0,0.21292692829805687,0.6736647482841597,4.801564315269974,1.5773363906125349e-15
global,0.0,-1.389445697150303,3.0126252268394254,0.0,0.0,1.0,0.0,0.0,0.0,0.21401019027320964,0.6719877544154931,4.7554039957950485,1.7350700296737883e-15
