model,kappa,N,z,omega2,omega2_N,D0,D0_N,energy0,energy_residual0,D1,D1_N,energy1,energy_residual1
global,100.0,-0.33005372875528627,0.39104286545771033,19350.002535407977,-38700.005070815954,0.22757785699137684,-16.027338828792438,698.0013928514342,-6.640925810578659e-13,0.0018530143915075933,0.32545244948486074,0.11441676545281892,-6.58380209441672e-13
global,100.0,-0.3284437105662361,0.3888050630772379,19287.79503228971,-38575.59006457942,0.1982512510190652,-20.30057200943838,694.1167034131388,-5.708828281897765e-13,0.0023430497567815587,0.28164954358513117,0.11359214928709799,-5.651596287564712e-13
global,100.0,-0.32683369237718596,0.3865708607004881,19225.787517436922,-38451.575034873844,0.16257354183073153,-23.895820041344766,689.4691697644989,-5.383778104459393e-13,0.0027551063439677473,0.22885660750681308,0.11290426837539053,-5.325087654707917e-13
global,100.0,-0.3252236741881358,0.38434025253605286,19163.97934791583,-38327.95869583166,0.12173128406509243,-26.699208293335516,684.0986163182864,-5.814308140801608e-13,0.0030760916961660983,0.1688328207198927,0.11234522023875455,-5.749391143782689e-13
global,100.0,-0.32361365599908565,0.38211323280184095,19102.36988285956,-38204.73976571912,0.07707358170484352,-28.623214990437706,678.1408480258559,-5.810002840438186e-13,0.0032959361972349326,0.10356357799172726,0.1118912661357003,-5.743081798220239e-13
global,100.0,-0.3220036378100355,0.37988979572506276,19040.958483461553,-38081.916966923105,0.030067363508607996,-29.609368775552635,671.808830445824,-6.572041004763905e-13,0.003407905025183748,0.03519458515107715,0.11150609948134638,-6.509667284057931e-13
global,100.0,-0.32039361962098534,0.37766993554221556,18979.744512968922,-37959.489025937844,-0.017750918623675935,-29.629983627101343,665.3642427778647,-5.868124395344384e-13,0.0034087998253278934,-0.034038849664429986,0.11114567941303302,-5.79986590828229e-13
global,100.0,-0.3187836014319352,0.3754536464990686,18918.727336675845,-37837.45467335169,-0.06482557390313069,-28.688881218493183,659.083200605691,-5.370862203369126e-13,0.0032990442337865766,-0.10188499338905359,0.11076398535663019,-5.299850272458117e-13
global,100.0,-0.317173583242885,0.3732409228506479,18857.90632191699,-37715.81264383398,-0.10963229143800411,-26.821084191351318,653.2206334844826,-5.794934289166208e-13,0.003082651205711615,-0.16614893499301583,0.11031894060991071,-5.727308434314114e-13
global,100.0,-0.31556356505383487,0.3710317588612217,18797.280838060953,-37594.561676121906,-0.1507274460072675,-24.091497446575833,647.9779032742545,-5.807850190256474e-13,0.0027670739616401916,-0.22476351869030997,0.10977774313031398,-5.741504461829626e-13
global,100.0,-0.3139535468647845,0.3688261488042851,18736.85025650371,-37473.70051300742,-0.18679449738267276,-20.59262737756272,643.4777612157948,-6.460103195314929e-13,0.0023629461383054603,-0.27585567322444604,0.10912092980186774,-6.385057709199541e-13
global,100.0,-0.31234352867573434,0.3666240869625465,18676.613950662137,-37353.22790132427,-0.2166859953970658,-16.441419897729926,639.7497369995606,-6.02096255824587e-13,0.0018837202929669577,-0.3178060142198112,0.10834467339576348,-5.951290201781094e-13
global,100.0,-0.3107335104866842,0.3644255676279108,18616.571295967464,-37233.14259193493,-0.23945985609616796,-11.77532614389291,636.7276682793911,-5.370862203369126e-13,0.0013452171469093728,-0.3492998313762623,0.10746104551632016,-5.30142760884873e-13
global,100.0,-0.30912349229763403,0.3622305851014661,18556.721669858827,-37113.443339717654,-0.2544087697681453,-6.747729012425098,634.259499564681,-5.760491886258831e-13,0.0007651007652881545,-0.36936786675185246,0.10649624331016594,-5.695761706501863e-13
global,100.0,-0.3075134741085839,0.3600391336934684,18497.064451776798,-36994.128903553596,-0.2610818325331175,-1.5228834120680268,632.1279088081562,-5.812155490619897e-13,0.00016229716477120725,-0.37741563413021223,0.10548703796413658,-5.747813807392077e-13
global,100.0,-0.3059034559195337,0.3578512077233269,18437.599023156974,-36875.19804631395,-0.2592977517745288,3.7294622782141555,630.078959995388,-6.298654431686599e-13,-0.00044362444964844445,-0.3732404110056221,0.10447592601973708,-6.236788088481963e-13
global,100.0,-0.30429343773048356,0.35566680151958935,18378.32476742354,-36756.64953484708,-0.24914925347189604,8.83958701758677,627.855000809695,-6.152274219330246e-13,-0.001033087543811641,-0.3570354414282099,0.10350562245180503,-6.093250476936222e-13
global,100.0,-0.3026834195414334,0.3534859094199273,18319.241069982876,-36638.48213996575,-0.23099860700912198,13.643280419184814,625.2275433436232,-5.388083404822815e-13,-0.0015871405274199312,-0.32938130600672805,0.10261360807456597,-5.33297433666098e-13
global,100.0,-0.30107340135238325,0.35130852577112126,18260.347318217213,-36520.694636434426,-0.20546447118496614,17.987111439411663,622.0259370946409,-5.71743888262461e-13,-0.0020880650244505085,-0.29122483153554707,0.10182742546579727,-5.659482969517775e-13
global,100.0,-0.2994633831633331,0.3491346449290465,18201.642901478244,-36403.28580295649,-0.17340054434831118,21.733313657376307,618.1582473146168,-5.820766091346741e-13,-0.0025199406497950637,-0.24384631314187424,0.10116131098593795,-5.758855162126364e-13
global,100.0,-0.2978533649742827,0.3469642612586575,18143.12721108081,-36286.25442216162,-0.13586676291599883,24.764132101779254,613.621802207019,-6.128595067331424e-13,-0.0028691483488765142,-0.18881619379036035,0.10061457077671529,-6.071167767467646e-13
global,100.0,-0.29624334678523256,0.3447973691339751,18084.79964029661,-36169.59928059322,-0.09409402783365066,26.98549523583742,608.5022287463498,-6.272822629506066e-13,-0.003124796474100967,-0.12794267782843702,0.10017188014029162,-6.214705379013387e-13
global,100.0,-0.2946333285961824,0.34263396293806975,18026.65958434786,-36053.31916869572,-0.04944364014980093,28.329898607190557,602.9612796597828,-5.435441708820459e-13,-0.003279056382615606,-0.06321203624193927,0.099805438123726,-5.378717091988743e-13
global,100.0,-0.29302331040713225,0.34047403706304835,17968.706440401067,-35937.412880802134,-0.003362788813072389,28.758413042383243,597.2151738321156,-5.676538529172099e-13,-0.0033273973568776795,0.0032764168539549804,0.0994786744907161,-5.615317550580624e-13
global,100.0,-0.2914132922180821,0.33831758591003935,17910.939607560755,-35821.87921512151,0.042662448966218194,28.261759227543926,591.5063492773884,-5.831529342255296e-13,-0.0032687139718486488,0.06937854108106926,0.09915101407283385,-5.771473853251265e-13
global,100.0,-0.28980327402903194,0.3361646038891782,17853.358486863246,-35706.71697372649,0.08715506529124833,26.860421087551813,586.0723160563962,-5.973604254248227e-13,-0.0031053425479539393,0.13297455907785577,0.09878307731764857,-5.913434128406393e-13
global,100.0,-0.2881932558399818,0.33401508541959285,17795.962481270435,-35591.92496254087,0.1286944882591586,24.60380158885092,581.1156043879971,-6.363233937137931e-13,-0.0028429669263799282,0.19203698408772257,0.09834165078226884,-6.298304207715852e-13
global,100.0,-0.28658323765093163,0.33186902492938947,17738.750995663624,-35477.50199132725,0.16596183969032113,21.568455392192714,576.7785985292625,-5.506479164816924e-13,-0.0024904173614735655,0.24469511083342607,0.097803801373914,-5.43865587483202e-13
global,100.0,-0.2849732194618815,0.32972641685563764,17681.723436837332,-35363.446873674664,0.19778164518617125,17.855462203981485,573.1263657715783,-5.633485525537878e-13,-0.002059369732302043,0.28929402323460907,0.09715962688342222,-5.567997458862248e-13
global,100.0,-0.2833632012728313,0.32758725564435637,17624.879213493135,-35249.75842698627,0.22315868283563053,13.587031785020997,570.1395270581031,-5.840139942982141e-13,-0.0015639554236873921,0.32444626598023574,0.09641331638964319,-5.779360535204327e-13
global,100.0,-0.28175318308378094,0.3254515357504991,17568.217736233568,-35136.435472467136,0.24130882300067077,8.902455494113546,567.7179112873995,-5.868124395344384e-13,-0.0010202950140235929,0.3490745781388371,0.09558241318328307,-5.804597917454128e-13
global,100.0,-0.2801431648947308,0.32331925163794056,17511.73841755599,-35023.47683511198,0.25168291331577053,3.9535392732032344,565.694360560223,-6.417050191680708e-13,-0.00044597125134757196,0.3624443875854494,0.09469540190800581,-6.355088317777903e-13
global,100.0,-0.27853314670568063,0.3211903977794608,17455.4406718465,-34910.881343693,0.25398299334093594,-1.1003315247464065,563.8567818208106,-5.586127221540233e-13,0.0001405413753377535,0.3641851046033834,0.093787951230706,-5.528564049096934e-13
global,100.0,-0.2769231285166305,0.3190649686567318,17399.323915373847,-34798.647830747694,0.248170374570019,-6.097334536004861,561.9755309540731,-5.590432521903655e-13,0.0007204719069504673,0.3542996203072053,0.09289830751220642,-5.53171872187816e-13
global,100.0,-0.2753131103275803,0.31694295876030304,17343.38756628341,-34686.77513256682,0.2344653856682311,-10.878393817978782,559.8325918153997,-5.846597893527274e-13,0.001275353814928363,0.3331617987522482,0.0920624338702561,-5.784092544376165e-13
global,100.0,-0.27370309213853017,0.3148243625895872,17287.631044591144,-34575.26208918229,0.21333885087851112,-15.292238232339622,557.2488447944014,-5.840139942982141e-13,0.0017876122906260884,0.3015021376668942,0.09130951110703665,-5.779360535204327e-13
global,100.0,-0.27209307394948,0.3127091746528459,17232.05377217756,-34464.10754435512,0.18549563336454442,-19.2001741309183,554.1060224310636,-6.429966092770974e-13,0.0022411192696730566,0.2603821499655045,0.09065836118245822,-6.374016354465254e-13
global,100.0,-0.27048305576042986,0.31059738946717547,17176.655172781753,-34353.31034556351,0.1518508260618519,-22.48042222779354,550.3606750450451,-5.680843829535521e-13,0.002621698716843364,0.2111583740167424,0.09011522841958913,-5.627936241705525e-13
global,100.0,-0.2688730375713797,0.30848900155849257,17121.43467199541,-34242.86934399082,0.11349940258926298,-25.03188376859356,546.0485187019051,-5.558142769177989e-13,0.002917566423620184,0.15543724402634443,0.08967317555270186,-5.501749330456522e-13
global,100.0,-0.26726301938232955,0.3063840054615203,17066.39169725685,-34132.7833945137,0.07168034293732757,-26.77722051898341,541.2787742421156,-5.844445243345563e-13,0.0031196907867820497,0.09502233304465645,0.08931314457720245,-5.784092544376165e-13
global,100.0,-0.26565300119327917,0.30428239571977345,17011.525677845115,-34023.05135569023,0.02773641645081285,-27.66515599215764,536.219368865428,-5.837987292800429e-13,0.003222063662778615,0.031855710972404756,0.08900652238706619,-5.776205862423103e-13
global,100.0,-0.264042983004229,0.3021841668855458,16956.836044874028,-33913.672089748055,-0.016929066581412057,-27.67193098479092,531.0750039043352,-6.410592241135575e-13,0.003221873345403614,-0.032044667764705534,0.08871886513727704,-6.34720163582484e-13
global,100.0,-0.26243296481517886,0.30008931351989393,16902.322231286293,-33804.644462572585,-0.060897137655755586,-26.801874025867665,526.0609529668112,-5.792781638984497e-13,0.003119574893846509,-0.09464952279900476,0.08841429583825708,-5.730463107095339e-13
global,100.0,-0.2608229466261287,0.2979978301926247,16847.983671847618,-33695.967343695236,-0.1027782494870402,-25.08707585739939,521.3759407610393,-5.543074217906012e-13,0.002918856340220336,-0.15398268471849405,0.08806001351113565,-5.474934611816108e-13
global,100.0,-0.25921292843707855,0.29590971148228046,16793.819803140872,-33587.639606281744,-0.1412561200843742,-22.58618567199495,517.1775117083902,-5.835834642618718e-13,0.00262650262742215,-0.2081833647654878,0.08763034786602641,-5.777783198813715e-13
global,100.0,-0.2576029102480284,0.2938249519761252,16739.830063560225,-33479.66012712045,-0.17512896045559215,-19.382374568946823,513.562927682063,-5.835834642618718e-13,0.0022521623581935025,-0.2555642991509165,0.08710985984178589,-5.77462852603249e-13
global,100.0,-0.25599289205897824,0.2917435462701305,16686.013893305328,-33372.027786610655,-0.20334679935130948,-15.58053772940449,510.55789172197245,-6.352470686229376e-13,0.001808025477988956,-0.29466395851475413,0.08649511613169364,-6.287262852981563e-13
global,100.0,-0.2543828738699281,0.28966548896896166,16632.37073437551,-33264.74146875102,-0.22504375292254783,-11.303830315246316,508.114378203608,-5.90041414807005e-13,0.0013084227698533673,-0.3242912178962219,0.08579493776455523,-5.837721981656991e-13
global,100.0,-0.25277285568087793,0.2875907746859634,16578.900030563993,-33157.800061127986,-0.2395642568475311,-6.6896523437454505,506.11769145200765,-5.532310966997457e-13,0.0007693604241109033,-0.343561136196492,0.08502911657867451,-5.467047929863046e-13
global,100.0,-0.2511628374918278,0.2855193980431462,16525.60122745213,-33051.20245490426,-0.2464824778728898,-1.8852141936049838,504.40172251005845,-5.820766091346741e-13,0.00020800488977325838,-0.3519207882686842,0.08422578462599582,-5.758855162126364e-13
global,100.0,-0.2495528193027774,0.2834513536711718,16472.47377240363,-32944.94754480726,-0.24561434393112144,2.9571735516125894,502.7703697654342,-5.833681992437007e-13,-0.00035786534253324555,-0.3491644172912364,0.08341778613269042,-5.773051189641878e-13
global,100.0,-0.24794280111372724,0.28138663620934085,16419.517114558894,-32839.03422911779,-0.23702186996522281,7.684934827649116,501.0223568892081,-6.257754078234089e-13,-0.0009104234721887253,-0.33543751963679475,0.08263851981767581,-6.200509351497874e-13
global,100.0,-0.24633278292467709,0.27932524030557665,16366.730704829215,-32733.46140965843,-0.2210097025972511,12.150033759807773,498.9763067350569,-5.997283406247049e-13,-0.0014323557406710403,-0.31122982785767433,0.08191777722914835,-5.941826183437418e-13
global,100.0,-0.24472276473562693,0.27726716061641316,16314.113995891143,-32628.227991782285,-0.19811405278470248,16.21360001348301,496.4929518365509,-5.530158316815746e-13,-0.0019074027381048323,-0.27735750813635446,0.08127809414781059,-5.479666620987946e-13
global,100.0,-0.24311274654657677,0.2752123918069802,16261.666442180793,-32523.332884361585,-0.16908442412943628,19.750229670939248,493.4917718252367,-5.792781638984497e-13,-0.002320863781758932,-0.23493522593404273,0.08073205953023907,-5.738349789048402e-13
global,100.0,-0.24150272835752662,0.27316092855099017,16209.387499888195,-32418.77499977639,-0.13485876778722306,22.651829070907123,489.96008615972414,-5.835834642618718e-13,-0.002660048792538136,-0.1853390466683263,0.0802808999563292,-5.78093787159494e-13
global,100.0,-0.23989271016847646,0.2711127655307237,16157.276626951647,-32314.553253903294,-0.09653289626907464,24.83088469608065,485.95359987010113,-6.143663618603401e-13,-0.0029146638818394474,-0.13016141770625692,0.07991449392242309,-6.090095804154997e-13
global,100.0,-0.2382826919794263,0.2690678974370164,16105.333283052098,-32210.666566104195,-0.05532516169630909,26.223061374091934,481.58847621176477,-6.089847364060625e-13,-0.003077119065544172,-0.07115971530262996,0.07961279059424124,-6.033311694092945e-13
global,100.0,-0.23667267379037615,0.26702631896924484,16053.556929607546,-32107.113859215093,-0.012537543963366524,26.78905310531143,477.0260570595854,-5.553837468814567e-13,-0.0031427490682830786,-0.010200028139443436,0.0793484342337122,-5.497017321284684e-13
global,100.0,-0.235062655601326,0.2649880248353127,16001.947029767456,-32003.894059534912,0.0304856030928639,26.515635039346915,472.4522415769612,-5.766949836803964e-13,-0.0031099409881301778,0.05080201728292126,0.07909024993935003,-5.708380397626763e-13
global,100.0,-0.23345263741227562,0.26295300975163693,15950.503048407183,-31901.006096814366,0.07239983701482385,25.41589069147752,468.0541584728676,-5.844445243345563e-13,-0.0029801655670311567,0.10994150879744632,0.0788071459449156,-5.785669880766778e-13
global,100.0,-0.23184261922322547,0.2609212684431352,15899.22445212245,-31798.4489042449,0.11190261231315263,23.528614597630373,463.9970549570526,-6.029573158972715e-13,-0.0027579118599624216,0.16538368211500162,0.07847194404832339,-5.970218238468444e-13
global,100.0,-0.2302326010341753,0.2588927956432104,15848.110709223778,-31696.221418447556,0.14777365631091516,20.91691644586582,460.40424790663076,-6.165190120420512e-13,-0.002450528122052919,0.21542068375161627,0.07806466720312383,-6.105869168061122e-13
global,100.0,-0.22862258284512516,0.2568675860937382,15797.161289731006,-31594.322579462012,0.1789124872657668,17.666077455177,457.3425553545512,-5.592585172085367e-13,-0.002067974639479975,0.2585239130671404,0.07757488840498616,-5.528564049096934e-13
global,100.0,-0.227012564656075,0.2548456345450534,15746.375665367776,-31492.75133073555,0.20437192724520548,13.880732659854852,454.8149094044027,-5.73896538444172e-13,-0.001622496929935006,0.29339034860075636,0.07700286751861714,-5.678411006205125e-13
global,100.0,-0.22540254646702484,0.2528269357559356,15695.75330955607,-31391.50661911214,0.2233865976128179,9.681473094195956,452.76093868669875,-5.850903193890696e-13,-0.001128230148444677,0.3189814676610138,0.07635935658777852,-5.791979226329228e-13
global,100.0,-0.2237925282779747,0.2508114844935964,15645.293697410743,-31290.587394821487,0.23539555053795755,5.200979041858528,451.065315045049,-5.928398600432294e-13,-0.0006007475810214704,0.3345536130568946,0.07566411983061795,-5.869268709469242e-13
global,100.0,-0.22218251008892453,0.24879927553366543,15594.996305734077,-31189.992611468155,0.24005838038476868,0.5798090382964105,449.57270994642136,-6.21900637496329e-13,-5.656773456794173e-05,0.3396789391136328,0.0749433715458239,-6.161075941732561e-13
global,100.0,-0.22057249189987438,0.24679030366017682,15544.86061301036,-31089.72122602072,0.23726436774725862,-4.038021211512987,448.107415703941,-5.639943476083011e-13,0.000487364312470258,0.3342563713086561,0.07422646424678579,-5.582193486377761e-13
global,100.0,-0.21896247371082422,0.24478456366555582,15494.886099400483,-30989.772198800965,0.22713442964467662,-8.509530644837728,446.49514940986484,-5.708828281897765e-13,0.0010142049768649697,0.31851233039914745,0.07354224531511296,-5.651596287564712e-13
global,100.0,-0.21735245552177385,0.2427820503506049,15445.072246736536,-30890.14449347307,0.21001587506226302,-12.697195235027312,444.58433460330883,-5.85951379461754e-13,0.0015077331903513365,0.2929912928761431,0.07291553366455113,-5.798288571891678e-13
global,100.0,-0.2157424373327237,0.24078275852449146,15395.418538516466,-30790.83707703293,0.18647018825170178,-16.473164397732937,442.2642672876493,-5.865971745162673e-13,0.0019528482785346512,0.2585365745092792,0.07236414513454557,-5.806175253844741e-13
global,100.0,-0.21413241914367354,0.23878668300473263,15345.924459898679,-30691.848919797358,0.1572542764582464,-19.723142624626234,439.47800013883705,-6.251296127688956e-13,0.002336029471780398,0.21626202344350193,0.07189682069948047,-6.194200005935424e-13
global,100.0,-0.21252240095462338,0.23679381861718304,15296.589497696736,-30593.17899539347,0.12329581713364487,-22.34981926090045,436.2284620760793,-5.69806503098921e-13,0.0026457431514475883,0.16751558416866155,0.07151229503121072,-5.642132269221037e-13
global,100.0,-0.21091238276557323,0.23480416019602113,15247.413140374008,-30494.826280748017,0.08566351637774987,-24.275744541033966,432.5771817363275,-5.682996479717232e-13,0.0028727856817829965,0.11383593565362016,0.0711995996057484,-5.626358905314912e-13
global,100.0,-0.20930236457652307,0.23281770258373558,15198.3948780384,-30396.7897560768,0.04553324016962424,-25.44556819669186,428.635896213717,-5.85951379461754e-13,0.0030105517845082203,0.056903609004797996,0.07093954249480694,-5.803020581063516e-13
global,100.0,-0.20769234638747291,0.2308344406311122,15149.53420243703,-30299.06840487406,0.004151098321850793,-25.827577519826825,424.5521870007623,-5.857361144435829e-13,0.0030552208067553123,-0.0015118539335550237,0.07070716472033976,-5.796711235501065e-13
global,100.0,-0.20608232819842276,0.2288543691972204,15100.830606950984,-30201.661213901967,-0.037205354998725584,-25.41449406981277,420.4909911854444,-6.253448777870667e-13,0.003005855840108124,-0.05960703345315588,0.07047485793690013,-6.194200005935424e-13
global,100.0,-0.2044723100093726,0.22687748314939996,15052.28358659006,-30104.56717318012,-0.0772665933390368,-24.223511520804937,416.6143037496203,-5.771255137167386e-13,0.002864413383373253,-0.11560033547363549,0.07021575352829516,-5.708380397626763e-13
global,100.0,-0.20286229182032245,0.22490377736324763,15003.892637987523,-30007.785275975046,-0.11481004257350735,-22.29558072170406,413.061564420575,-5.665775278263544e-13,0.002635664018451518,-0.16778654522333997,0.06990696726308666,-5.602698859455724e-13
global,100.0,-0.20125227363127207,0.22293324672260367,14955.657259394886,-29911.31451878977,-0.14869726653840618,-19.693971176676918,409.93309483500985,-5.85951379461754e-13,0.00232702730380756,-0.21458856422381523,0.06953230873595316,-5.798288571891678e-13
global,100.0,-0.19964225544222192,0.22096588611953966,14907.576950676726,-29815.153901353453,-0.1779082870479522,-16.502160100484492,407.27853911586874,-5.853055844072407e-13,0.0019483266949816601,-0.2546047679713095,0.06908413666044821,-5.795133899110452e-13
global,100.0,-0.19803223725317176,0.2190016904543436,14859.651213305473,-29719.302426610946,-0.201572010508335,-12.821120339635426,405.0916203310413,-6.229769625871845e-13,0.0015114727025667166,-0.28665057291687107,0.06856415025648398,-6.170539960076236e-13
global,100.0,-0.1964222190641216,0.21704065463550767,14811.87955035625,-29623.7591007125,-0.21899186276090946,-8.766096151522603,403.3117379668827,-5.840139942982141e-13,0.0010300846202292062,-0.3097929942603082,0.06798303939894501,-5.777783198813715e-13
global,100.0,-0.19481220087507145,0.2150827735797151,14764.261466501732,-29528.522933003464,-0.22966588931869153,-4.462970590688153,401.83209563384605,-5.650706726991566e-13,0.0005190629373498709,-0.32337720407761866,0.06735905538827058,-5.593234841112049e-13
global,100.0,-0.1932021826860213,0.21312804221182652,14716.796468006993,-29433.592936013985,-0.233300754931073,-0.044339660131597736,400.5132663638141,-5.848750543708985e-13,-5.874056543394592e-06,-0.3270443552297036,0.06671569335087946,-5.791979226329228e-13
global,100.0,-0.19159216449697114,0.21117645546486724,14669.484062724396,-29338.96812544879,-0.2298192684771945,4.354583883894649,399.2004671588719,-5.850903193890696e-13,-0.0005286750059887496,-0.3207402117426726,0.0660787808082062,-5.791979226329228e-13
global,100.0,-0.18998214630792098,0.20922800828001384,14622.323760088491,-29244.647520176983,-0.2193612607227916,8.600110300808314,397.74239959438063,-6.184563972055912e-13,-0.0010334465824524293,-0.3047144125613566,0.06547333308904517,-6.126374541139085e-13
global,100.0,-0.18837212811887083,0.20728269560658116,14575.315071110928,-29150.630142221857,-0.2022778470951615,12.564129483953565,396.00936423321554,-5.909024748796895e-13,-0.0015049359096459426,-0.27951048369123677,0.06492055771002295,-5.850340672781891e-13
global,100.0,-0.18676210992982067,0.20534051240200918,14528.45750837538,-29056.91501675076,-0.17911930895022873,16.12796162309322,393.90848568191586,-5.644248776446433e-13,-0.0019289897079044827,-0.2459469947875099,0.06443536490749897,-5.593234841112049e-13
global,100.0,-0.1851520917407703,0.20340145363184975,14481.750586032489,-28963.501172064978,-0.1506170189459662,19.185886732527514,391.3942719132459,-5.837987292800429e-13,-0.002292976398657174,-0.2050905220395757,0.06402467423705975,-5.78093787159494e-13
global,100.0,-0.18354207355172014,0.20146551426975448,14435.193819794857,-28870.387639589713,-0.11766001305316984,21.64824891339553,388.4733233660797,-5.850903193890696e-13,-0.0025861586741179033,-0.15822132140423364,0.06368670634159662,-5.795133899110452e-13
global,100.0,-0.18193205536267,0.1995326892974602,14388.786726931972,-28777.573453863944,-0.08126696844885667,23.444045306024744,385.2027298945364,-6.117831816422868e-13,-0.0028000056677628393,-0.10679282809851266,0.06341132751683923,-6.060126412733359e-13
global,100.0,-0.18032203717361983,0.19760297370477706,14342.528826265248,-28685.057652530497,-0.04255447842599957,24.522926352849666,381.6824575006184,-5.975756904429938e-13,-0.002928435804666977,-0.05238627357304166,0.06318138751387913,-5.918166137578231e-13
global,100.0,-0.17871201898456968,0.19567636248957512,14296.419638163019,-28592.839276326038,-0.0027026187491162104,24.856552677056143,378.04273931261525,-5.6571646775367e-13,-0.0029679836025610067,0.0033381549811829156,0.06297487337826453,-5.596389513893273e-13
global,100.0,-0.17710200079551952,0.19375285065777156,14250.458684535559,-28500.917369071118,0.037081128072831926,24.439274011856057,374.4280631121683,-5.822918741528452e-13,-0.002917886067328974,0.05869209853921044,0.06276760801434764,-5.765164507688815e-13
global,100.0,-0.17549198260646937,0.1918324332233176,14204.64548883014,-28409.29097766028,0.07559848528136923,23.28811653993011,370.97972396086965,-5.855208494254118e-13,-0.002780086804100022,0.11201019763681208,0.06253616221753262,-5.796711235501065e-13
global,100.0,-0.1738819644174192,0.18991510520818572,14158.979576026077,-28317.959152052154,0.11169642083218281,21.442086084228237,367.81904478199533,-6.044641710244692e-13,-0.0025591584716414635,0.16170010108010607,0.062260629634001446,-5.982836929593344e-13
global,100.0,-0.17227194622836906,0.18800086164235652,14113.460472629815,-28226.92094525963,0.14430153121125863,18.9608151957119,365.03324928531384,-6.036031109517848e-13,-0.002262146668040763,0.20628981446748834,0.06192693697255597,-5.974950247640282e-13
global,100.0,-0.1706619280393189,0.1860896975638061,14068.087706670009,-28136.175413340017,0.1724517495116855,15.922601672703706,362.66561915696866,-5.676538529172099e-13,-0.0018983406733971272,0.24447098831783842,0.061528423118192774,-5.610585541408787e-13
global,100.0,-0.16905190985026852,0.18418160801849282,14022.860807692634,-28045.721615385268,0.19532444832004395,12.421903867019548,360.71102835345755,-5.807850190256474e-13,-0.0014789786238780095,0.2751368840140397,0.061066512600723294,-5.743081798220239e-13
global,100.0,-0.16744189166121837,0.1822765880603454,13977.779306756118,-27955.558613512236,0.21226012610127648,8.566373752699356,359.1172891325199,-5.861666444799251e-13,-0.0010168965867259263,0.297413930569563,0.060550419556612535,-5.801443244672903e-13
global,100.0,-0.1658318734721682,0.18037463275124874,13932.842736426453,-27865.685472852907,0.22278100693303987,4.473521714656413,357.7920476125402,-5.964993653521383e-13,-0.0005261325939412214,0.3106859905291164,0.05999593435906522,-5.907124782843943e-13
global,100.0,-0.16422185528311806,0.17847573716103204,13888.050630772379,-27776.101261544758,0.2266040432313138,0.2671170100287057,356.614315008957,-6.08123676333378e-13,-2.149793050270634e-05,0.31461068272295284,0.05942345270703551,-6.020693002968045e-13
global,100.0,-0.1626118370940679,0.17657989636745575,13843.402525360529,-27686.805050721057,0.2236479843109298,-3.926565410953298,355.4491897427718,-5.700217681170921e-13,0.0004818711735509644,0.3091273556143696,0.0588554934861623,-5.640554932830425e-13
global,100.0,-0.16100181890501775,0.1746871054561988,13798.897957250627,-27597.795914501254,0.21403435497757897,-7.982537709956328,354.1639760698172,-5.784171038257653e-13,0.000968967848272016,0.29445656014459237,0.05831400744602011,-5.727308434314114e-13
global,100.0,-0.1593918007159676,0.17279735952084604,13754.536464990686,-27509.072929981372,0.1980823723038502,-11.780817716831798,352.64377412300405,-5.865971745162673e-13,0.0014253612509659498,0.2710911274862233,0.057817797732418984,-5.807752590235353e-13
global,100.0,-0.15778178252691744,0.17091065366287522,13710.317588612217,-27420.635177224434,0.17629800960153047,-15.209962913099059,350.80471468301675,-5.904719448433473e-13,0.0018376223323200382,0.23977920703786992,0.05738035403536394,-5.845608663610054e-13
global,100.0,-0.15617176433786728,0.16902698299164454,13666.240869625468,-27332.481739250936,0.14935758923769163,-18.1703163292114,348.6033239262568,-6.111373865877735e-13,0.0021937162031503265,0.20149985626792116,0.057008347766493314,-6.053817067170908e-13
global,100.0,-0.15456174614881713,0.1671463426243799,13622.305851014664,-27244.611702029328,0.1180864450421744,-20.576870661961078,346.0409868882432,-5.732507433896587e-13,0.002483349732572121,0.15743198940661846,0.05670095327640856,-5.678411006205125e-13
global,100.0,-0.15295172795976675,0.16526872768616194,13578.512077233267,-27157.024154466533,0.08343333617367756,-22.36166940790059,343.1630733346146,-5.769102486985675e-13,0.002698264463149503,0.10891768052776946,0.05645006000099959,-5.711535070407989e-13
global,100.0,-0.1513417097707166,0.16339413330991445,13534.85909419927,-27069.71818839854,0.04644141348534609,-23.475678568305145,340.05292415142554,-5.870277045526095e-13,0.002832466662644703,0.05742097300964467,0.05624133474609023,-5.810907263016579e-13
global,100.0,-0.14973169158166644,0.16152255463639026,13491.346449290462,-26982.692898580925,0.008216633244410312,-23.89007901683823,336.8214943209379,-5.872429695707807e-13,0.002882388287496873,0.004483467308605049,0.0560559944760216,-5.810907263016579e-13
global,100.0,-0.14812167339261628,0.15965398681415963,13447.973691339752,-26895.947382679504,-0.03010542074700548,-23.5969474402247,333.5939417313783,-6.128595067331424e-13,0.0028469747520650465,-0.04832196037400293,0.05587306954470124,-6.066435758295809e-13
global,100.0,-0.14651165520356613,0.1577884249995974,13404.740370630483,-26809.480741260966,-0.0673933088034908,-22.609312295575208,330.49478327345264,-5.777713087712519e-13,0.002727697612408735,-0.09943791669070784,0.055671884190479436,-5.714689743189214e-13
