model,y_i,N,u,y,wchi,wy,E,tau
global,0.1,-1.070662095718368,0.8499473838671391,0.1,4.198193070051817,0.0,2.9177162443799722,0.23474023167467842
global,0.1,-1.0690520775293177,0.8522637539541685,0.1,4.188065138147762,0.0,2.911243382442339,0.2352926525977668
global,0.1,-1.0674420593402676,0.8545796727145535,0.1,4.177961675399631,0.0,2.904787401549181,0.23584630153398467
global,0.1,-1.0658320411512174,0.8568951382424981,0.1,4.1678826228668004,0.0,2.8983482632564646,0.23640118073058244
global,0.1,-1.0642220229621673,0.8592101486253595,0.1,4.157827921751916,0.0,2.891925929213928,0.23695729243570463
global,0.1,-1.0626120047731171,0.8615247019436315,0.1,4.1477975134005565,0.0,2.8855203611648337,0.23751463889836594
global,0.1,-1.061001986584067,0.863838796270934,0.1,4.137791339300893,0.0,2.879131520945708,0.2380732223684287
global,0.1,-1.0593919683950168,0.8661524296739964,0.1,4.1278093410833385,0.0,2.872759370486105,0.2386330450965788
global,0.1,-1.0577819502059667,0.8684656002126476,0.1,4.117851460520217,0.0,2.8664038718083487,0.23919410933430235
global,0.1,-1.0561719320169165,0.8707783059397984,0.1,4.107917639525435,0.0,2.860064987027289,0.23975641733386135
global,0.1,-1.0545619138278661,0.8730905449014335,0.1,4.098007820154115,0.0,2.8537426783500455,0.24031997134827066
global,0.1,-1.052951895638816,0.8754023151365926,0.1,4.088121944602295,0.0,2.8474369080757733,0.2408847736312725
global,0.1,-1.0513418774497658,0.877713614677362,0.1,4.078259955206558,0.0,2.8411476385954004,0.24145082643731328
global,0.1,-1.0497318592607157,0.8800244415488592,0.1,4.068421794443719,0.0,2.8348748323913924,0.24201813202151853
global,0.1,-1.0481218410716655,0.8823347937692207,0.1,4.058607404930482,0.0,2.8286184520374995,0.2425866926396684
global,0.1,-1.0465118228826151,0.88464466934959,0.1,4.04881672942311,0.0,2.822378460198512,0.24315651054817292
global,0.1,-1.044901804693565,0.8869540662941015,0.1,4.0390497108170855,0.0,2.8161548196300155,0.24372758800404648
global,0.1,-1.0432917865045148,0.8892629825998726,0.1,4.029306292146789,0.0,2.809947493178145,0.2442999272648835
global,0.1,-1.0416817683154647,0.8915714162569881,0.1,4.019586416585155,0.0,2.8037564437793403,0.2448735305888326
global,0.1,-1.0400717501264145,0.8938793652484878,0.1,4.00989002744336,0.0,2.7975816344600997,0.2454484002345709
global,0.1,-1.0384617319373644,0.8961868275503556,0.1,4.000217068170469,0.0,2.7914230283367383,0.24602453846127892
global,0.1,-1.0368517137483142,0.8984938011315067,0.1,3.990567482353123,0.0,2.785280588615143,0.24660194752861445
global,0.1,-1.035241695559264,0.9008002839537741,0.1,3.980941213715209,0.0,2.7791542785905308,0.24718062969668644
global,0.1,-1.0336316773702139,0.9031062739718977,0.1,3.9713382061175357,0.0,2.773044061647206,0.2477605872260289
global,0.1,-1.0320216591811637,0.9054117691335138,0.1,3.9617584035574884,0.0,2.7669499012583123,0.24834182237757496
global,0.1,-1.0304116409921136,0.9077167673791396,0.1,3.9522017501687348,0.0,2.7608717609856015,0.24892433741262956
global,0.1,-1.0288016228030634,0.9100212666421652,0.1,3.9426681902208736,0.0,2.7548096044791808,0.2495081345928436
global,0.1,-1.0271916046140133,0.912325264848839,0.1,3.9331576681191187,0.0,2.7487633954772788,0.25009321618018654
global,0.1,-1.025581586424963,0.9146287599182581,0.1,3.9236701284039843,0.0,2.7427330978060023,0.25067958443691957
global,0.1,-1.023971568235913,0.9169317497623557,0.1,3.9142055157509477,0.0,2.7367186753790973,0.2512672416255684
global,0.1,-1.0223615500468628,0.9192342322858902,0.1,3.904763774970142,0.0,2.730720092197709,0.2518561900088959
global,0.1,-1.0207515318578124,0.9215362053864348,0.1,3.895344851006025,0.0,2.724737312350135,0.25244643184987475
global,0.1,-1.0191415136687623,0.923837666954364,0.1,3.8859486889370682,0.0,2.718770300011602,0.2530379694116592
global,0.1,-1.0175314954797121,0.9261386148728453,0.1,3.8765752339754305,0.0,2.7128190194440096,0.25363080495755774
global,0.1,-1.015921477290662,0.9284390470178273,0.1,3.867224431466638,0.0,2.7068834349957056,0.254224940751005
global,0.1,-1.0143114591016118,0.9307389612580279,0.1,3.8578962268892787,0.0,2.7009635111012384,0.2548203790555331
global,0.1,-1.0127014409125614,0.9330383554549253,0.1,3.848590565854669,0.0,2.695059212281127,0.25541712213474377
global,0.1,-1.0110914227235113,0.9353372274627454,0.1,3.8393073941065565,0.0,2.6891705031416184,0.25601517225227916
global,0.1,-1.0094814045344611,0.9376355751284545,0.1,3.83004665752078,0.0,2.6832973483744524,0.25661453167179393
global,0.1,-1.007871386345411,0.9399333962917451,0.1,3.8208083021049823,0.0,2.6774397127566307,0.25721520265692543
global,0.1,-1.0062613681563608,0.9422306887850294,0.1,3.811592273998276,0.0,2.6715975611501683,0.25781718747126536
global,0.1,-1.0046513499673106,0.9445274504334269,0.1,3.802398519470944,0.0,2.6657708585018716,0.2584204883783301
global,0.1,-1.0030413317782605,0.9468236790547554,0.1,3.793226984924114,0.0,2.659959569843095,0.2590251076415313
global,0.1,-1.0014313135892103,0.9491193724595207,0.1,3.7840776168894648,0.0,2.6541636602895102,0.25963104752414634
global,0.1,-0.9998212954001602,0.9514145284509072,0.1,3.7749503620288927,0.0,2.648383095040868,0.26023831028928845
global,0.1,-0.99821127721111,0.953709144824769,0.1,3.7658451671342235,0.0,2.642617839380767,0.26084689819987694
global,0.1,-0.9966012590220598,0.956003219369619,0.1,3.7567619791268942,0.0,2.6368678586764225,0.2614568135186068
global,0.1,-0.9949912408330096,0.9582967498666208,0.1,3.747700745057639,0.0,2.631133118378426,0.2620680585079184
global,0.1,-0.9933812226439594,0.9605897340895795,0.1,3.738661412106189,0.0,2.6254135840205186,0.2626806354299674
global,0.1,-0.9917712044549093,0.9628821698049317,0.1,3.72964392758097,0.0,2.6197092212193573,0.2632945465465933
global,0.1,-0.9901611862658591,0.9651740547717383,0.1,3.7206482389187796,0.0,2.614019995674279,0.2639097941192895
global,0.1,-0.9885511680768089,0.9674653867416745,0.1,3.7116742936845006,0.0,2.6083458731670763,0.2645263804091716
global,0.1,-0.9869411498877587,0.9697561634590208,0.1,3.702722039570784,0.0,2.6026868195617587,0.26514430767694636
global,0.1,-0.9853311316987086,0.9720463826606562,0.1,3.6937914243977517,0.0,2.5970428008043265,0.2657635781828805
global,0.1,-0.9837211135096584,0.9743360420760484,0.1,3.6848823961126884,0.0,2.591413782922539,0.26638419418676895
global,0.1,-0.9821110953206083,0.9766251394272469,0.1,3.6759949027897427,0.0,2.5857997320256807,0.26700615794790333
global,0.1,-0.980501077131558,0.9789136724288741,0.1,3.6671288926296253,0.0,2.5802006143043372,0.26762947172503987
global,0.1,-0.9788910589425078,0.9812016387881166,0.1,3.658284313959309,0.0,2.574616396030164,0.26825413777636703
global,0.1,-0.9772810407534577,0.9834890362047201,0.1,3.649461115231723,0.0,2.569047043555656,0.26888015835947393
global,0.1,-0.9756710225644075,0.9857758623709796,0.1,3.640659245025459,0.0,2.563492523313917,0.26950753573131747
global,0.1,-0.9740610043753574,0.9880621149717322,0.1,3.631878652044468,0.0,2.557952801818439,0.2701362721481895
global,0.1,-0.9724509861863071,0.9903477916843514,0.1,3.6231192851177703,0.0,2.552427845662864,0.2707663698656847
global,0.1,-0.9708409679972569,0.9926328901787377,0.1,3.6143810931991536,0.0,2.5469176215207643,0.2713978311386667
global,0.1,-0.9692309498082068,0.9949174081173142,0.1,3.6056640253668726,0.0,2.541422096145412,0.2720306582212359
global,0.1,-0.9676209316191566,0.9972013431550174,0.1,3.596968030823359,0.0,2.5359412363695535,0.2726648533666952
global,0.1,-0.9660109134301065,0.9994846929392925,0.1,3.5882930588949224,0.0,2.5304750091051798,0.2733004188275173
global,0.1,-0.9644008952410562,1.0017674551100861,0.1,3.5796390590314573,0.0,2.5250233813433063,0.2739373568553105
global,0.1,-0.9627908770520061,1.0040496272998392,0.1,3.571005980806154,0.0,2.5195863201537403,0.2745756697007849
global,0.1,-0.9611808588629559,1.0063312071334822,0.1,3.562393773915197,0.0,2.5141637926848617,0.27521535961371846
global,0.1,-0.9595708406739057,1.0086121922284295,0.1,3.553802388177479,0.0,2.5087557661633926,0.2758564288429229
global,0.1,-0.9579608224848556,1.0108925801945716,0.1,3.545231773534311,0.0,2.5033622078941766,0.27649887963620895
global,0.1,-0.9563508042958053,1.0131723686342722,0.1,3.5366818800491253,0.0,2.4979830852599525,0.2771427142403522
global,0.1,-0.9547407861067552,1.015451555142359,0.1,3.5281526579071896,0.0,2.492618365721133,0.27778793490105774
global,0.1,-0.953130767917705,1.0177301373061232,0.1,3.5196440574153165,0.0,2.4872680168155754,0.2784345438629259
global,0.1,-0.9515207497286549,1.02000811270531,0.1,3.511156029001578,0.0,2.481932006158366,0.2790825433694166
global,0.1,-0.9499107315396047,1.0222854789121167,0.1,3.5026885232150113,0.0,2.476610301441589,0.2797319356628146
global,0.1,-0.9483007133505544,1.0245622334911866,0.1,3.4942414907253383,0.0,2.471302870434113,0.28038272298419337
global,0.1,-0.9466906951615043,1.0268383739996048,0.1,3.4858148823226704,0.0,2.46600968098136,0.2810349075733799
global,0.1,-0.9450806769724541,1.029113897986894,0.1,3.477408648917233,0.0,2.4607307010050907,0.28168849166891885
global,0.1,-0.943470658783404,1.031388802995009,0.1,3.4690227415390744,0.0,2.455465898503178,0.28234347750803623
global,0.1,-0.9418606405943538,1.0336630865583356,0.1,3.4606571113377815,0.0,2.4502152415493885,0.28299986732660376
global,0.1,-0.9402506224053035,1.0359367462036837,0.1,3.452311709582203,0.0,2.4449786982931636,0.28365766335910186
global,0.1,-0.9386406042162534,1.0382097794502856,0.1,3.4439864876601503,0.0,2.4397562369593935,0.2843168678385836
global,0.1,-0.9370305860272032,1.040482183809792,0.1,3.4356813970781324,0.0,2.4345478258482007,0.28497748299663794
global,0.1,-0.9354205678381531,1.0427539567862683,0.1,3.4273963894610624,0.0,2.4293534333347226,0.2856395110633525
global,0.1,-0.9338105496491029,1.0450250958761926,0.1,3.4191314165519877,0.0,2.424173027868887,0.2863029542672769
global,0.1,-0.9322005314600527,1.0472955985684518,0.1,3.4108864302118005,0.0,2.4190065779751975,0.28696781483538525
global,0.1,-0.9305905132710025,1.04956546234434,0.1,3.402661382418952,0.0,2.4138540522525114,0.2876340949930389
global,0.1,-0.9289804950819524,1.051834684677555,0.1,3.394456225269199,0.0,2.408715419373826,0.2883017969639486
global,0.1,-0.9273704768929022,1.0541032630341973,0.1,3.386270910975295,0.0,2.4035906480860527,0.28897092297013716
global,0.1,-0.925760458703852,1.0563711948727665,0.1,3.378105391866736,0.0,2.3984797072098103,0.289641475231901
global,0.1,-0.9241504405148018,1.058638477644161,0.1,3.3699596203894697,0.0,2.393382565639199,0.2903134559677723
global,0.1,-0.9225404223257516,1.0609051087916754,0.1,3.361833549105626,0.0,2.3882991923415853,0.29098686739448076
global,0.1,-0.9209304041367015,1.0631710857509997,0.1,3.3537271306932346,0.0,2.383229556357388,0.291661711726915
global,0.1,-0.9193203859476513,1.0654364059502182,0.1,3.345640317945959,0.0,2.3781736267998617,0.29233799117808396
global,0.1,-0.9177103677586012,1.0677010668098073,0.1,3.3375730637728176,0.0,2.3731313728548775,0.29301570795907794
global,0.1,-0.9161003495695509,1.0699650657426363,0.1,3.3295253211979094,0.0,2.36810276378071,0.2936948642790299
global,0.1,-0.9144903313805007,1.0722284001539657,0.1,3.3214970433601443,0.0,2.3630877689078242,0.294375462345076
global,0.1,-0.9128803131914506,1.0744910674414474,0.1,3.3134881835129666,0.0,2.3580863576386566,0.29505750436231626
global,0.1,-0.9112702950024004,1.0767530649951251,0.1,3.3054986950240868,0.0,2.353098499447402,0.29574099253377545
global,0.1,-0.9096602768133503,1.0790143901974336,0.1,3.2975285313752063,0.0,2.348124163879799,0.2964259290603629
global,0.1,-0.9080502586243,1.0812750404231988,0.1,3.289577646161758,0.0,2.34316332055292,0.2971123161408329
global,0.1,-0.9064402404352498,1.0835350130396393,0.1,3.281645993092621,0.0,2.3382159391549533,0.2978001559717445
global,0.1,-0.9048302222461997,1.0857943054063668,0.1,3.273733525989864,0.0,2.33328198944499,0.2984894507474215
global,0.1,-0.9032202040571495,1.0880529148753868,0.1,3.2658401987884718,0.0,2.328361441252815,0.299180202659912
global,0.1,-0.9016101858680994,1.0903108387911007,0.1,3.2579659655360746,0.0,2.3234542644786877,0.299872413898948
global,0.1,-0.9000001676790491,1.092568074490306,0.1,3.2501107803926925,0.0,2.31856042909314,0.3005660866519041
global,0.1,-0.898390149489999,1.0948246193021987,0.1,3.242274597630456,0.0,2.3136799051367554,0.30126122310375736
global,0.1,-0.8967801313009488,1.0970804705483759,0.1,3.234457371633344,0.0,2.3088126627199617,0.3019578254370458
global,0.1,-0.8951701131118986,1.0993356255428368,0.1,3.226659056896924,0.0,2.303958672022819,0.30265589583182734
global,0.1,-0.8935600949228485,1.1015900815919857,0.1,3.2188796080280837,0.0,2.2991179032948086,0.3033554364656383
global,0.1,-0.8919500767337982,1.1038438359946354,0.1,3.211118979744764,0.0,2.294290326854624,0.304056449513452
global,0.1,-0.8903400585447481,1.106096886042008,0.1,3.2033771268757065,0.0,2.289475913089961,0.30475893714763663
global,0.1,-0.8887300403556979,1.108349229017741,0.1,3.1956540043601738,0.0,2.2846746324573033,0.30546290153791406
global,0.1,-0.8871200221666478,1.1106008621978884,0.1,3.187949567247707,0.0,2.2798864554817198,0.30616834485131705
global,0.1,-0.8855100039775976,1.1128517828509246,0.1,3.1802637706978474,0.0,2.2751113527566504,0.3068752692521475
global,0.1,-0.8838999857885473,1.1151019882377502,0.1,3.1725965699798846,0.0,2.2703492949437014,0.3075836769019338
global,0.1,-0.8822899675994972,1.1173514756116931,0.1,3.1649479204726014,0.0,2.2656002527724333,0.3082935699593882
global,0.1,-0.880679949410447,1.119600242218516,0.1,3.1573177776639993,0.0,2.2608641970401537,0.3090049505803647
global,0.1,-0.8790699312213969,1.1218482852964193,0.1,3.1497060971510513,0.0,2.2561410986117116,0.30971782091781536
global,0.1,-0.8774599130323467,1.1240956020760464,0.1,3.142112834639443,0.0,2.2514309284192877,0.31043218312174764
global,0.1,-0.8758498948432965,1.1263421897804893,0.1,3.13453794594331,0.0,2.246733657462189,0.31114803933918134
global,0.1,-0.8742398766542463,1.1285880456252924,0.1,3.1269813869849874,0.0,2.2420492568066406,0.3118653917141047
global,0.1,-0.8726298584651961,1.1308331668184615,0.1,3.119443113794745,0.0,2.237377697585581,0.3125842423874316
global,0.1,-0.871019840276146,1.1330775505604656,0.1,3.111923082510542,0.0,2.232718950998453,0.31330459349695716
global,0.1,-0.8694098220870958,1.1353211940442476,0.1,3.1044212493777605,0.0,2.228072988311002,0.3140264471773145
global,0.1,-0.8677998038980456,1.1375640944552272,0.1,3.096937570748959,0.0,2.223439780855068,0.31474980555993015
global,0.1,-0.8661897857089954,1.1398062489713088,0.1,3.0894720030836162,0.0,2.2188193000283816,0.3154746707729803
global,0.1,-0.8645797675199453,1.1420476547628904,0.1,3.0820245029478794,0.0,2.214211517294357,0.31620104494134654
global,0.1,-0.8629697493308951,1.1442883089928677,0.1,3.074595027014309,0.0,2.209616404181892,0.3169289301865708
global,0.1,-0.8613597311418449,1.1465282088166444,0.1,3.067183532061623,0.0,2.20503393228516,0.3176583286268114
global,0.1,-0.8597497129527947,1.148767351382139,0.1,3.059789974974457,0.0,2.2004640732634075,0.31838924237679794
global,0.1,-0.8581396947637445,1.151005733829793,0.1,3.052414312743101,0.0,2.1959067988407517,0.31912167354778614
global,0.1,-0.8565296765746944,1.1532433532925797,0.1,3.0450565024632557,0.0,2.1913620808059764,0.3198556242475133
global,0.1,-0.8549196583856442,1.155480206896012,0.1,3.037716501335785,0.0,2.1868298910123287,0.32059109658015245
global,0.1,-0.853309640196594,1.1577162917581527,0.1,3.0303942666664585,0.0,2.18231020137732,0.32132809264626744
global,0.1,-0.8516996220075438,1.1599516049896237,0.1,3.023089755865706,0.0,2.1778029838825175,0.3220666145427672
global,0.1,-0.8500896038184936,1.162186143693614,0.1,3.015802926448379,0.0,2.1733082105733503,0.3228066643628597
global,0.1,-0.8484795856294435,1.1644199049658919,0.1,3.008533736033487,0.0,2.1688258535589022,0.32354824419600686
global,0.1,-0.8468695674403933,1.1666528858948135,0.1,3.001282142343965,0.0,2.164355885011713,0.32429135612787785
global,0.1,-0.8452595492513432,1.1688850835613336,0.1,2.99404810320642,0.0,2.159898277167578,0.3250360022403032
global,0.1,-0.8436495310622929,1.171116495039017,0.1,2.986831576550884,0.0,2.155453002325345,0.3257821846112289
global,0.1,-0.8420395128732427,1.1733471173940493,0.1,2.9796325204105765,0.0,2.1510200328467195,0.3265299053146691
global,0.1,-0.8404294946841926,1.1755769476852478,0.1,2.972450892921652,0.0,2.1465993411560595,0.32727916642066035
global,0.1,-0.8388194764951424,1.1778059829640741,0.1,2.9652866523229613,0.0,2.14219089974018,0.32802996999521455
global,0.1,-0.8372094583060923,1.1800342202746448,0.1,2.9581397569558043,0.0,2.1377946811481507,0.32878231810027203
global,0.1,-0.835599440117042,1.1822616566537456,0.1,2.951010165263692,0.0,2.133410657991101,0.32953621279365475
global,0.1,-0.8339894219279919,1.1844882891308417,0.1,2.9438978357920993,0.0,2.129038802942019,0.3302916561290189
global,0.1,-0.8323794037389417,1.186714114728093,0.1,2.936802727188227,0.0,2.1246790887355558,0.3310486501558079
global,0.1,-0.8307693855498915,1.188939130460366,0.1,2.929724798200759,0.0,2.1203314881678215,0.33180719691920496
global,0.1,-0.8291593673608414,1.1911633333352472,0.1,2.922664007679621,0.0,2.1159959740961987,0.3325672984600853
global,0.1,-0.8275493491717911,1.1933867203530566,0.1,2.915620314575745,0.0,2.1116725194391366,0.33332895681496855
global,0.1,-0.825939330982741,1.195609288506864,0.1,2.9085936779408237,0.0,2.1073610971759575,0.33409217401597113
global,0.1,-0.8243293127936908,1.1978310347825016,0.1,2.9015840569270765,0.0,2.10306168034666,0.3348569520907581
global,0.1,-0.8227192946046407,1.2000519561585783,0.1,2.894591410787007,0.0,2.0987742420517246,0.3356232930624952
global,0.1,-0.8211092764155905,1.2022720496064974,0.1,2.8876156988731703,0.0,2.0944987554519146,0.3363911989498007
global,0.1,-0.8194992582265402,1.2044913120904686,0.1,2.880656880637932,0.0,2.0902351937680854,0.3371606717666967
global,0.1,-0.8178892400374901,1.2067097405675271,0.1,2.873714915633234,0.0,2.0859835302809855,0.3379317135225611
global,0.1,-0.8162792218484399,1.2089273319875478,0.1,2.8667897635103583,0.0,2.0817437383310646,0.3387043262220788
global,0.1,-0.8146692036593898,1.2111440832932614,0.1,2.8598813840196864,0.0,2.0775157913182776,0.339478511865193
global,0.1,-0.8130591854703396,1.2133599914202724,0.1,2.8529897370104758,0.0,2.0732996627018916,0.3402542724470564
global,0.1,-0.8114491672812894,1.215575053297076,0.1,2.846114782430607,0.0,2.0690953260002916,0.34103160995798243
global,0.1,-0.8098391490922392,1.2177892658450742,0.1,2.839256480326373,0.0,2.06490275479079,0.34181052638339554
global,0.1,-0.808229130903189,1.2200026259785954,0.1,2.8324147908422286,0.0,2.0607219227094284,0.34259102370378275
global,0.1,-0.8066191127141389,1.2222151306049114,0.1,2.825589674220561,0.0,2.0565528034507907,0.34337310389464404
global,0.1,-0.8050090945250887,1.2244267766242563,0.1,2.8187810908014628,0.0,2.052395370767807,0.3441567689264428
global,0.1,-0.8033990763360385,1.2266375609298439,0.1,2.811989001022496,0.0,2.0482495984715627,0.3449420207645564
global,0.1,-0.8017890581469883,1.228847480407889,0.1,2.8052133654184592,0.0,2.0441154604311103,0.3457288613692264
global,0.1,-0.8001790399579382,1.2310565319376259,0.1,2.798454144621163,0.0,2.039992930573272,0.3465172926955091
global,0.1,-0.798569021768888,1.2332647123913272,0.1,2.7917112993591977,0.0,2.0358819828824544,0.34730731669322534
global,0.1,-0.7969590035798378,1.2354720186343255,0.1,2.784984790457695,0.0,2.031782591400455,0.3480989353069107
global,0.1,-0.7953489853907876,1.2376784475250333,0.1,2.778274578838117,0.0,2.027694730226274,0.3488921504757652
global,0.1,-0.7937389672017374,1.2398839959149628,0.1,2.7715806255180087,0.0,2.0236183735159226,0.3496869641336033
global,0.1,-0.7921289490126873,1.2420886606487493,0.1,2.7649028916107814,0.0,2.019553495482236,0.35048337820880343
global,0.1,-0.7905189308236371,1.24429243856417,0.1,2.7582413383254814,0.0,2.015500070394681,0.3512813946242577
global,0.1,-0.788908912634587,1.2464953264921692,0.1,2.7515959269665617,0.0,2.011458072579172,0.35208101529732155
global,0.1,-0.7872988944455367,1.2486973212568773,0.1,2.7449666189336632,0.0,2.007427476417877,0.3528822421397626
global,0.1,-0.7856888762564865,1.2508984196756352,0.1,2.738353375721378,0.0,2.003408256349036,0.3536850770577105
global,0.1,-0.7840788580674364,1.2530986185590174,0.1,2.7317561589190333,0.0,1.999400386866766,0.35448952195160593
global,0.1,-0.7824688398783862,1.2552979147108545,0.1,2.725174930210456,0.0,1.995403842520881,0.3552955787161496
global,0.1,-0.7808588216893361,1.257496304928257,0.1,2.7186096513737597,0.0,1.9914185979167012,0.3561032492402513
global,0.1,-0.7792488035002858,1.25969378600164,0.1,2.712060284281114,0.0,1.9874446277148656,0.35691253540697887
global,0.1,-0.7776387853112356,1.2618903547147469,0.1,2.7055267908985203,0.0,1.983481906631149,0.35772343909350723
global,0.1,-0.7760287671221855,1.2640860078446745,0.1,2.6990091332855966,0.0,1.9795304094362736,0.3585359621710667
global,0.1,-0.7744187489331353,1.2662807421618987,0.1,2.6925072735953455,0.0,1.9755901109557243,0.3593501065048919
global,0.1,-0.7728087307440852,1.2684745544302989,0.1,2.6860211740739373,0.0,1.9716609860695635,0.3601658739541704
global,0.1,-0.7711987125550349,1.2706674414071844,0.1,2.6795507970604895,0.0,1.9677430097122481,0.36098326637199096
global,0.1,-0.7695886943659848,1.2728593998433204,0.1,2.673096104986841,0.0,1.9638361568724416,0.3618022856052922
global,0.1,-0.7679786761769346,1.2750504264829563,0.1,2.6666570603773385,0.0,1.959940402592834,0.3626229334948108
global,0.1,-0.7663686579878844,1.2772405180638504,0.1,2.6602336258486114,0.0,1.9560557219699535,0.3634452118750298
global,0.1,-0.7647586397988343,1.2794296713172977,0.1,2.6538257641093552,0.0,1.9521820901539895,0.36426912257412664
global,0.1,-0.763148621609784,1.2816178829681597,0.1,2.647433437960108,0.0,1.9483194823486023,0.3650946674139217
global,0.1,-0.7615386034207339,1.2838051497348892,0.1,2.6410566102930404,0.0,1.9444678738107484,0.36592184820982554
global,0.1,-0.7599285852316837,1.2859914683295621,0.1,2.634695244091729,0.0,1.940627239850491,0.3667506667707878
global,0.1,-0.7583185670426336,1.2881768354579044,0.1,2.6283493024309412,0.0,1.9367975558308232,0.3675811248992446
global,0.1,-0.7567085488535834,1.290361247819322,0.1,2.622018748476425,0.0,1.9329787971674848,0.3684132243910663
global,0.1,-0.7550985306645331,1.2925447021069303,0.1,2.615703545484682,0.0,1.9291709393287808,0.36924696703550564
global,0.1,-0.753488512475483,1.2947271950075836,0.1,2.6094036568027597,0.0,1.9253739578354023,0.3700823546151449
global,0.1,-0.7518784942864328,1.2969087232019074,0.1,2.603119045868029,0.0,1.9215878282602445,0.3709193889058443
global,0.1,-0.7502684760973827,1.299089283364327,0.1,2.596849676207978,0.0,1.917812526228227,0.3717580716766891
global,0.1,-0.7486584579083325,1.3012688721631003,0.1,2.5905955114399877,0.0,1.9140480274161162,0.37259840468993716
global,0.1,-0.7470484397192823,1.3034474862603487,0.1,2.5843565152711223,0.0,1.9102943075523433,0.3734403897009667
global,0.1,-0.7454384215302321,1.3056251223120883,0.1,2.578132651497921,0.0,1.906551342416829,0.3742840284582233
global,0.1,-0.7438284033411819,1.3078017769682646,0.1,2.571923884006173,0.0,1.9028191078408008,0.37512932270316784
global,0.1,-0.7422183851521318,1.309977446872783,0.1,2.565730176770714,0.0,1.8990975797066179,0.3759762741702236
global,0.1,-0.7406083669630816,1.3121521286635436,0.1,2.5595514938552104,0.0,1.8953867339475934,0.3768248845867237
global,0.1,-0.7389983487740314,1.3143258189724734,0.1,2.5533877994119485,0.0,1.8916865465478163,0.377675155672858
global,0.1,-0.7373883305849812,1.3164985144255603,0.1,2.547239057681625,0.0,1.887996993541975,0.37852708914162053
global,0.1,-0.7357783123959311,1.3186702116428892,0.1,2.54110523299313,0.0,1.8843180510151805,0.379380686698757
global,0.1,-0.7341682942068809,1.3208409072386746,0.1,2.534986289763345,0.0,1.8806496951027922,0.3802359500427116
global,0.1,-0.7325582760178307,1.3230105978212972,0.1,2.528882192496924,0.0,1.8769919019902384,0.38109288086457416
global,0.1,-0.7309482578287805,1.325179279993339,0.1,2.522792905786091,0.0,1.8733446479128437,0.38195148084802744
global,0.1,-0.7293382396397303,1.327346950351619,0.1,2.516718394310429,0.0,1.869707909155656,0.3828117516692939
global,0.1,-0.7277282214506802,1.3295136054872296,0.1,2.510658622836672,0.0,1.8660816620532679,0.38367369499708287
global,0.1,-0.72611820326163,1.3316792419855739,0.1,2.5046135562184926,0.0,1.8624658829896432,0.38453731249253803
global,0.1,-0.7245081850725799,1.3338438564264063,0.1,2.4985831593962873,0.0,1.858860548397941,0.3854026058091853
global,0.1,-0.7228981668835296,1.3360074453838542,0.1,2.492567397397016,0.0,1.8552656347603633,0.38626957659287364
global,0.1,-0.7212881486944794,1.3381700054264798,0.1,2.4865662353339237,0.0,1.8516811186079467,0.38713822648173185
global,0.1,-0.7196781305054293,1.3403315331173031,0.1,2.480579638406376,0.0,1.8481069765204123,0.3880085571061092
global,0.1,-0.7180681123163791,1.3424920250138441,0.1,2.4746075718996505,0.0,1.8445431851259912,0.3888805700885234
global,0.1,-0.716458094127329,1.3446514776681622,0.1,2.4686500011847277,0.0,1.8409897211012491,0.38975426704360816
global,0.1,-0.7148480759382787,1.3468098876268957,0.1,2.462706891718083,0.0,1.8374465611709196,0.3906296495780599
global,0.1,-0.7132380577492285,1.3489672514313014,0.1,2.456778209041489,0.0,1.8339136821077282,0.3915067192905843
global,0.1,-0.7116280395601784,1.3511235656172962,0.1,2.4508639187817995,0.0,1.8303910607322254,0.39238547777184396
global,0.1,-0.7100180213711282,1.353278826715497,0.1,2.444963986650759,0.0,1.8268786739126144,0.39326592660440496
global,0.1,-0.7084080031820781,1.3554330312512615,0.1,2.439078378444791,0.0,1.8233764985645846,0.39414806736268354
global,0.1,-0.7067979849930278,1.3575861757447314,0.1,2.4332070600447993,0.0,1.8198845116511388,0.3950319016128935
global,0.1,-0.7051879668039777,1.3597382567108731,0.1,2.4273499974159614,0.0,1.8164026901824273,0.3959174309129928
global,0.1,-0.7035779486149275,1.36188927065952,0.1,2.4215071566075292,0.0,1.8129310112155774,0.3968046568126308
global,0.1,-0.7019679304258774,1.3640392140954172,0.1,2.41567850375263,0.0,1.8094694518545276,0.39769358085309503
global,0.1,-0.7003579122368272,1.3661880835182627,0.1,2.4098640050680595,0.0,1.8060179892498578,0.39858420456725846
global,0.1,-0.6987478940477769,1.3683358754227524,0.1,2.404063626854086,0.0,1.8025766005986243,0.39947652947952617
global,0.1,-0.6971378758587268,1.3704825862986232,0.1,2.3982773354942486,0.0,1.7991452631441915,0.40037055710578257
global,0.1,-0.6955278576696766,1.372628212630699,0.1,2.3925050974551545,0.0,1.7957239541760681,0.4012662889533385
global,0.1,-0.6939178394806265,1.3747727508989345,0.1,2.386746879286282,0.0,1.7923126510297371,0.40216372652087834
global,0.1,-0.6923078212915763,1.3769161975784603,0.1,2.3810026476197828,0.0,1.7889113310864952,0.40306287129840707
global,0.1,-0.690697803102526,1.3790585491396299,0.1,2.3752723691702826,0.0,1.785519971773285,0.40396372476719733
