case,g,gm1,gp,gpp,logg,W,y2,ly,h2,lh,s,sp,d,L,U_eV4,Up_eV4,split_raw,common_raw,force_F_eV4,deltaU_eV4,d_over_s,h_over_s,deltaK,deltaKp,A,Ap,V,Vp,E,E2,den,num,f,chi,rad,mat,N,z,u,q,tau,work,rho,t_Gyr,energy_residual,Omega_chi,loop_force_over_tree,delta_alpha,alpha_linear,B,clock_shape,age_shape
soft_100,0.9923646076412285,-0.0076353923587715675,-0.0070994272539979695,0.0001535504376815469,-0.007664691201061554,5.996864700143308,4.282993676684487e-34,-0.03610308266113659,3.147892204234171e-48,-2.0361030826611364,9.923646076412284e+21,-7.099427253997969e+19,9.676936711633797e-34,-0.007664691201061554,-1.225562535081255e-13,6.669083334621326e-18,-4.825524335936782e-50,-3.8706615648154196e-11,1.6848536719451576e-52,3.581698715531909e-18,9.751392418795652e-56,1.7878812058730634e-46,2.0788462367512982e-38,1.8652957982373662e-38,1.0,1.8652957982373662e-38,5.999787108377203,-11.988287908525987,2.3832295711205154,5.679783188663277,0.9999670021613828,5.679595768094236,-1.3194477041009018,138.70544482696357,0.003661068023753163,4.990861660212023,-0.9209304041367015,1.5116261305181347,1.063144872249793,1.4070786463560687,0.2916617114079432,88.60276788700577,11.622404179580899,4.231224818646794,1.4178927730611159e-16,6.820920091209916e-05,0.0004536947248867767,8.969944487226296e-06,9.004591649442589e-06,0.9999910301359719,0.49997945070199673,0.5178837254535636
soft_100,0.9923485271749054,-0.00765147282509458,-0.007099079459395242,0.00015354040803163834,-0.007680895524035266,5.969759235036117,4.282643443666025e-34,-0.03610261082224436,3.133407673258807e-48,-2.0361026108222444,9.923485271749055e+21,-7.0990794593952416e+19,9.676936711633797e-34,-0.007680895524035266,-1.225562383864363e-13,6.682855387978537e-18,-4.813475394502265e-50,-3.87066108723113e-11,1.6836936852167304e-52,3.596820404752537e-18,9.751550434788116e-56,1.7837920410434533e-46,2.0830708811048325e-38,1.8649219804134183e-38,1.0,1.8649219804134183e-38,5.972693981479503,-11.934065741307789,2.3781736416706813,5.655709869937191,0.9999670213749245,5.655523352401854,-1.318677112282431,138.70770991957534,0.0036375662371496936,4.966813649410474,-0.9193203859476513,1.507585620284195,1.0654099648615565,1.406668939206143,0.29233799085490314,88.65695202502077,11.568220041565873,4.241035809491305,0.0,6.818018313997156e-05,0.0004566958691099518,8.951124291536311e-06,8.985626031377582e-06,0.9999910489558304,0.4989263858133793,0.5168556006639471
soft_100,0.992332452188118,-0.007667547811881893,-0.007098731788982716,0.00015353038212680882,-0.007697094587718361,5.942784140528599,4.282293346043777e-34,-0.03610213913448207,3.118993991209954e-48,-2.0361021391344822,9.92332452188118e+21,-7.098731788982715e+19,9.676936711633797e-34,-0.007697094587718361,-1.2255622323798014e-13,6.6966216013667995e-18,-4.801438353773645e-50,-3.8706606088014673e-11,1.682508833892535e-52,3.6119688608771134e-18,9.751708402054077e-56,1.779713417867303e-46,2.0872934464588196e-38,1.8645483342210784e-38,1.0,1.8645483342210784e-38,5.945731247021343,-11.880104320053933,2.373131387833949,5.631752583922685,0.9999670406583387,5.63156696506512,-1.3179036976913419,138.70997435125574,0.0036142153174435264,4.942881511751261,-0.9177103677586012,1.5035516101112132,1.067674396541954,1.4062576220871892,0.2930157076316394,88.71087509260185,11.514296973984738,4.250867652114381,-5.671571092244463e-16,6.815105838074467e-05,0.000459713904632779,8.932310204855154e-06,8.96666687598484e-06,0.9999910677695806,0.49787367976428004,0.5158277253383127
soft_100,0.9923163826985524,-0.007683617301447601,-0.007098384243137183,0.00015352035997775375,-0.007713288374028146,5.915938787085761,4.281943384186373e-34,-0.036101667598378004,3.104650809853853e-48,-2.036101667598378,9.923163826985525e+21,-7.098384243137183e+19,9.676936711633797e-34,-0.007713288374028146,-1.2255620806280596e-13,6.710381960822777e-18,-4.789413399412558e-50,-3.8706601295279766e-11,1.681299398725476e-52,3.6271440350669794e-18,9.751866320414739e-56,1.775645311456923e-46,2.0915139288565375e-38,1.8641748600234664e-38,1.0,1.8641748600234664e-38,5.91889827542788,-11.826402385705824,2.368102778868594,5.607910771285156,0.9999670600117815,5.607726046770419,-1.3171274538323585,138.71223811940888,0.0035910142961627263,4.919064688910228,-0.9161003495695509,1.4995240895423918,1.0699381646950838,1.405844690251338,0.29369486394728445,88.76453834906853,11.460633717517904,4.260720378564574,-2.126839159591674e-15,6.812182638022187e-05,0.00046274891126743583,8.91350224818392e-06,8.947714204123179e-06,0.9999910865772016,0.49682133371288356,0.5148001002254227
soft_100,0.9923003187239453,-0.007699681276054643,-0.007098036822236516,0.00015351034159519897,-0.007729476864829295,5.889222548204372,4.281593558463487e-34,-0.03610119621446197,3.090377782664542e-48,-2.036101196214462,9.923003187239454e+21,-7.098036822236516e+19,9.676936711633797e-34,-0.007729476864829295,-1.225561928609627e-13,6.72413645234395e-18,-4.777400714937606e-50,-3.870659649412204e-11,1.6800656582911876e-52,3.642345878304739e-18,9.752024189690791e-56,1.771587696984375e-46,2.0957323243303486e-38,1.863801558184713e-38,1.0,1.863801558184713e-38,5.892194440155889,-11.772958685268426,2.363087784105082,5.584183875386666,0.9999670794354089,5.584000040900707,-1.3163483742288478,138.7145012214312,0.003567962211052353,4.895362625253469,-0.9144903313805007,1.4955030481377578,1.0722012667174,1.4054301389504047,0.29437546200897385,88.81794304767163,11.407229018914862,4.2705940208614726,-1.5596820503672275e-15,6.809248688481502e-05,0.00046580096909320997,8.89470044258484e-06,8.928768036712331e-06,0.9999911053786724,0.4957693488207568,0.5137727260763598
soft_100,0.9922842602820846,-0.007715739717915413,-0.00709768952665966,0.00015350032698990061,-0.007745660041934464,5.862634800397339,4.281243869245838e-34,-0.03610072498326531,3.0761745648149354e-48,-2.036100724983265,9.922842602820845e+21,-7.09768952665966e+19,9.676936711633797e-34,-0.007745660041934464,-1.2255617763249965e-13,6.7378850618891754e-18,-4.765400481740437e-50,-3.8706591684557044e-11,1.6788078890025782e-52,3.657574341394446e-18,9.752182009702399e-56,1.7675405496811506e-46,2.0999486289018733e-38,1.863428429069954e-38,1.0,1.863428429069954e-38,5.865619117678137,-11.719771971779009,2.3580863729458517,5.5605713422729215,0.9999670989293759,5.560388393522479,-1.3155664524231658,138.7167636547115,0.003545058106034541,4.871774767824341,-0.9128803131914506,1.4914884754741315,1.0744636999977115,1.405013963436025,0.2950575040218073,88.8710904356225,11.354081630963874,4.280488610995124,-2.69399626881612e-15,6.806303964155127e-05,0.00046887015845655644,8.87590480918055e-06,8.909828394731137e-06,0.9999911241739718,0.4947177262527489,0.5127456036444236
soft_100,0.992268207390809,-0.007731792609190969,-0.007097342356786645,0.00015349031617264546,-0.007761837887103486,5.836174923180495,4.280894316905192e-34,-0.03610025390532091,3.06204081316919e-48,-2.036100253905321,9.92268207390809e+21,-7.0973423567866446e+19,9.676936711633797e-34,-0.007761837887103486,-1.2255616237746604e-13,6.751627775378009e-18,-4.753412879102757e-50,-3.8706586866600346e-11,1.677526365124395e-52,3.672829374960472e-18,9.752339780269203e-56,1.7635038448382136e-46,2.1041628385817833e-38,1.8630554730453408e-38,1.0,1.8630554730453408e-38,5.839171687470168,-11.666841004280725,2.3530985148650996,5.537072620660338,0.9999671184938372,5.536890553372838,-1.3147816819770182,138.71902541663098,0.003522301031168855,4.848300566330572,-0.9112702950024004,1.4874803611451017,1.0767254619171833,1.4045961589597935,0.295740992188809,88.92398175412222,11.301190312464191,4.290404180925466,-2.410417714203897e-15,6.803348439809362e-05,0.0004719565599708738,8.857115369155039e-06,8.890895299219204e-06,0.9999911429630787,0.4936664671770827,0.5117187336851782
soft_100,0.9922521600680083,-0.007747839931991646,-0.007096995312998573,0.0001534803091542506,-0.007778010382043989,5.809842299057122,4.280544901814351e-34,-0.03609978298116318,3.047976186273872e-48,-2.036099782981163,9.922521600680083e+21,-7.096995312998574e+19,9.676936711633797e-34,-0.007778010382043989,-1.2255614709591155e-13,6.765364578691249e-18,-4.741438084212204e-50,-3.870658204026763e-11,1.6762213587875887e-52,3.688110929447692e-18,9.752497501210323e-56,1.7594775578056865e-46,2.108374949369972e-38,1.8626826904780268e-38,1.0,1.8626826904780268e-38,5.812851531994832,-11.614164547791662,2.3481241794085674,5.5136871619231576,0.9999671381289473,5.513505971846618,-1.3139940564718158,138.72128650456312,0.0034996900426128848,4.824939473131424,-0.9096602768133503,1.4834786947609984,1.0789865498493345,1.4041767207734006,0.29642592871088774,88.97661823839047,11.248553828196055,4.300340762581753,-1.2761034957550043e-15,6.800382090274773e-05,0.00047506025451653737,8.838332143752925e-06,8.871968771275996e-06,0.9999911617459717,0.49261557276530477,0.5106921169564106
soft_100,0.992236118331623,-0.0077638816683770605,-0.007096648395677626,0.0001534703059455634,-0.007794177508411397,5.783636313503548,4.280195624347165e-34,-0.03609931221132808,3.0339803443497065e-48,-2.036099312211328,9.92236118331623e+21,-7.0966483956776255e+19,9.676936711633797e-34,-0.007794177508411397,-1.2255613178788593e-13,6.779095457670948e-18,-4.72947627217855e-50,-3.87065772055746e-11,1.6748931400036402e-52,3.7034189551211136e-18,9.752655172344362e-56,1.7554616639926917e-46,2.112584957255567e-38,1.8623100817361734e-38,1.0,1.8623100817361734e-38,5.786658036687878,-11.561741373276027,2.343163336193327,5.490414420080643,0.9999671578348596,5.490234102983569,-1.3132035695090316,138.72354691587384,0.0034772242025831054,4.801690943224916,-0.9080502586243,1.479483465948865,1.0812469611600397,1.4037556441287793,0.2971123157867973,89.02900111769452,11.1961709488919,4.31029838786197,-2.2686284368977854e-15,6.797404890447507e-05,0.00047818132324080857,8.819555154279448e-06,8.853048832060689e-06,0.9999911805226296,0.49156504419227726,0.5096657542182194
soft_100,0.9922200821996445,-0.0077799178003555266,-0.007096301605207064,0.00015346030655746188,-0.007810339247808338,5.7575563549558115,4.279846484878526e-34,-0.0360988415963531,3.020052949283877e-48,-2.036098841596353,9.922200821996445e+21,-7.0963016052070646e+19,9.676936711633797e-34,-0.007810339247808338,-1.2255611645343897e-13,6.7928203981199366e-18,-4.717527616050239e-50,-3.8706572362536997e-11,1.6735419766788342e-52,3.7187534020649194e-18,9.7528127934894e-56,1.7514561388673403e-46,2.1167928582167762e-38,1.861937647188952e-38,1.0,1.861937647188952e-38,5.760590589944615,-11.50957025761748,2.3382159549075694,5.467253851784316,0.9999671776117273,5.467074403455608,-1.3124102147105665,138.72580664792133,0.003454902579315983,4.7785544342351125,-0.9064402404352498,1.4754946643524334,1.083506693207529,1.4033329242782384,0.2978001556130963,89.0811316153778,11.144040451208586,4.320277088632258,-2.69399626881612e-15,6.794416815291142e-05,0.00048131984755761385,8.80078442210117e-06,8.834135502793194e-06,0.999991199293031,0.4905148826362345,0.5086396462329043
soft_100,0.9922040516901154,-0.007795948309884664,-0.0070959549419712265,0.00015345031100085434,-0.007826495581785253,5.731601814794406,4.279497483784373e-34,-0.03609837113677723,3.006193664621337e-48,-2.0360983711367773,9.922040516901155e+21,-7.095954941971227e+19,9.676936711633797e-34,-0.007826495581785253,-1.2255610109262085e-13,6.806539385802348e-18,-4.705592286829942e-50,-3.8706567511170655e-11,1.6721681346283657e-52,3.734114220182676e-18,9.752970364462986e-56,1.7474609579564214e-46,2.1209986482210636e-38,1.8615653872065395e-38,1.0,1.8615653872065395e-38,5.7346485831046605,-11.457649983588622,2.333282005310387,5.444204916305261,0.9999671974597029,5.444026332554108,-1.3116139857191085,138.72806569805618,0.003432724247029324,4.755529406399461,-0.9048302222461997,1.4715122796320947,1.08576574334239,1.4029085564746107,0.29848945038410796,89.13301094888861,11.092161117697863,4.330276896726329,-1.7014713276733391e-15,6.791417839837432e-05,0.0004844759091475473,8.782019968645266e-06,8.815228804752979e-06,0.9999912180571545,0.4894650892787178,0.5076137937650624
soft_100,0.9921880268211286,-0.007811973178871402,-0.00709560840635552,0.00015344031928667934,-0.007842646491840397,5.7057720873301,4.279148621441675e-34,-0.03609790083314106,2.9924021555566645e-48,-2.0360979008331412,9.921880268211285e+21,-7.09560840635552e+19,9.676936711633797e-34,-0.007842646491840397,-1.2255608570548182e-13,6.820252406443639e-18,-4.693670453490423e-50,-3.870656265149145e-11,1.6707718775903803e-52,3.749501359196949e-18,9.753127885082162e-56,1.7434760968452448e-46,2.1252023232251493e-38,1.861193302160111e-38,1.0,1.861193302160111e-38,5.708831410437764,-11.405979339822643,2.3283614572315656,5.4212670755215,0.9999672173789382,5.4210893521772885,-1.3108148761984995,138.73032406362137,0.003410688285883884,4.732615322556209,-0.9032202040571495,1.4675363014648743,1.0880241089075666,1.4024825359713902,0.2991802022918799,89.18464032980846,11.040531736777952,4.340297843944884,-2.410417714203897e-15,6.788407939187602e-05,0.00048764958995774443,8.763261815399504e-06,8.796328759279322e-06,0.9999912368149787,0.4884156653045893,0.5065881975815112
soft_100,0.9921720076108286,-0.0078279923891714,-0.007095261998746439,0.00015343033142590603,-0.00785879195941925,5.680066569790793,4.278799898228453e-34,-0.03609743068598668,2.978678088926501e-48,-2.0360974306859867,9.921720076108286e+21,-7.095261998746439e+19,9.676936711633797e-34,-0.00785879195941925,-1.2255607029207238e-13,6.8339594457301065e-18,-4.681762282990776e-50,-3.8706557783515335e-11,1.6693534672400114e-52,3.764914768648363e-18,9.753285355163434e-56,1.7395015311776321e-46,2.1294038791748696e-38,1.8608213924218553e-38,1.0,1.8608213924218553e-38,5.68313846913065,-11.354557120787014,2.323454280571369,5.398439793905418,0.9999672373695849,5.398262926817632,-1.3100128798341015,138.73258174195215,0.003388793781945216,4.709811648131868,-0.9016101858680994,1.4635667195444038,1.0902817872383623,1.4020548580228829,0.29987241352614347,89.23602096388038,10.989151102706234,4.350339962055017,-4.253678319183348e-16,6.785387088514269e-05,0.0004908409722016269,8.744509983912955e-06,8.77743538777207e-06,0.9999912555664818,0.48736661190207453,0.5055628584513577
soft_100,0.99215599407741,-0.007844005922590056,-0.007094915719531544,0.00015342034742953358,-0.007874931965915533,5.654484662305852,4.278451314523763e-34,-0.03609696069585767,2.965021133200636e-48,-2.0360969606958577,9.9215599407741e+21,-7.094915719531544e+19,9.676936711633797e-34,-0.007874931965915533,-1.2255605485244312e-13,6.8476604893097686e-18,-4.669867940291357e-50,-3.870655290725828e-11,1.6679131632031648e-52,3.780354397896192e-18,9.753442774522796e-56,1.7355372366555117e-46,2.13360331200545e-38,1.8604496583649543e-38,1.0,1.8604496583649543e-38,5.657569159271368,-11.303382126752183,2.318560445300328,5.375722538511254,0.9999672574317936,5.375546523549378,-1.3092079903331677,138.73483873037623,0.003367039827145764,4.687117851128742,-0.9000001676790491,1.459603523580895,1.0925387756624407,1.4016255178843489,0.3005660862742729,89.2871540510371,10.938018015549492,4.360403282789629,-5.671571092244463e-16,6.782355263061781e-05,0.000494050138358952,8.725764495794798e-06,8.758548711690207e-06,0.9999912743116425,0.48631793026268216,0.5045377771459282
soft_100,0.9921399862391185,-0.007860013760881501,-0.007094569569099474,0.0001534103673085917,-0.007891066492670195,5.629025767893747,4.2781028707077e-34,-0.0360964908632992,2.951430958474851e-48,-2.036096490863299,9.921399862391185e+21,-7.0945695690994745e+19,9.676936711633797e-34,-0.007891066492670195,-1.2255603938664489e-13,6.8613555227915086e-18,-4.657987588370076e-50,-3.870654802273636e-11,1.6664512230703995e-52,3.7958201961170115e-18,9.753600142975722e-56,1.7315831890390096e-46,2.1378006176412438e-38,1.8600781003635972e-38,1.0,1.8600781003635972e-38,5.63212288383692,-11.25245316376683,2.3136799214590282,5.353114778962655,0.9999672775657145,5.352939612016077,-1.3084002014252105,138.7370950262136,0.003345425519247207,4.6645334021125215,-0.898390149489999,1.455646703301114,1.094795071499826,1.4011945108121502,0.3012612227212446,89.33804078542909,10.887131281157519,4.370487837846836,-4.253678319183348e-16,6.779312438148559e-05,0.0004972771711754511,8.707025372715503e-06,8.739668752553262e-06,0.9999912930504389,0.4852696215812829,0.5035129544388305
soft_100,0.9921239841142505,-0.007876015885749434,-0.007094223547839939,0.00015340039107414026,-0.00790719552097224,5.603689292446867,4.277754567161398e-34,-0.03609602118885794,2.937907236462277e-48,-2.036096021188858,9.921239841142504e+21,-7.094223547839939e+19,9.676936711633797e-34,-0.00790719552097224,-1.225560238947287e-13,6.875044531745809e-18,-4.64612138823729e-50,-3.870654312996566e-11,1.6649679024105756e-52,3.8113121123051245e-18,9.753757460337162e-56,1.727639364146095e-46,2.1419957919959609e-38,1.8597067187929702e-38,1.0,1.8597067187929702e-38,5.606799048678076,-11.201769043627507,2.3088126791579,5.330615987440279,0.9999672977714972,5.3304416644181964,-1.3075895068623768,138.7393506267767,0.0033239499618030305,4.642057774199923,-0.8967801313009488,1.4516962484483527,1.0970506720629072,1.4007618320638995,0.3019578250495961,89.3886823554524,10.836489711133968,4.380593658889371,-2.835785546122232e-15,6.776258589167646e-05,0.0005005221536628197,8.688292636405863e-06,8.720795531940395e-06,0.9999913117828494,0.4842216870560584,0.502488391105926
