eta,s,p_over_M,local_cross,local_tau,ratio_to_abstract_static
0.5,0.0000000050118723362727228500155418688494576806047198983281926392969745589,0.000070794578438413791080221494218931270935443296555129868132715923463,1.7003539823562879260540891127938973490925182913166867241173660372e-69,1.5303185841206591334486802015145076141832664621850180517056294334e-68,0.000000020047487299473488861731091357864355528801486546261425017458426918
0.5,0.0000000063095734448019324943436013662234386467294525718822872452772952883,0.000079432823472428150206591828283638793258896063175548433209232392932,2.1406187808777723851042729319909326527971120952072575209638902667e-69,1.92655690278999514659384563879183938751740088568653176886750124e-68,0.000000025238290537122679505170752780753793731363012406725836211063945415
0.5,0.0000000079432823472428150206591828283638793258896063175548433209232392932,0.000089125093813374552995310868107829696398587478293004836994794349507,2.6948792905757095242343395091001214806768584472452120720073859801e-69,2.4253913615181385718109055581901093326091726025206908648066473821e-68,0.000000031773124250612824376759044857201411418129477468773988584654018634
0.5,0.00000001,0.0001,3.3926518785614359553737560479451531720047666329344961746511536285e-69,3.0533866907052923598363804431506378548042899696410465571860382656e-68,0.000000039999991856250874732355071405039632638943625140368307547286992349
0.5,0.000000012589254117941686598153973007165166288704887379154346553437656274,0.00011220184543019640814767806814585603896906998039407635907265870248,4.2710954381388728612856161871654349111687812960074788126906632414e-69,3.8439858943249855751570545684488914200519031664067309314215969173e-68,0.000000050357003564794555607862473120342979391063546095119880498625372465
0.5,0.000000015848931924611134852021013733915070132694421338250390683162968123,0.00012589254117941672104239541063958006060936174094669310691079230195,5.3769902264271855325461234957287158555336978417396953089345008182e-69,4.8392912037844669792915111461558442699803280575657257780410507364e-68,0.000000063395707242272895174014163756737545421247319668185194272066473655
0.5,0.00000001995262314968879601352455396739535557986274315405346099229913667,0.00014125375446227543021556078639302409297897161501012685109119685596,6.7692290694585104521506913579273637886313905135727803394318990096e-69,6.0923061625126594069356222221346274097682514622155023054887091086e-68,0.000000079810460177909430349212331345774148023383717546886567271156753197
0.5,0.000000025118864315095801110850320677993273941585181007824754286798884209,0.00015848931924611134852021013733915070132694421338250390683162968123,8.5219535974457166798988791568423558107341503053675348689271970875e-69,7.6697582377011450119089912411581202296607352748307813820344773787e-68,0.00000010047540587680832690961058023552307129331483602984880983560556991
0.5,0.000000031622776601683793319988935444327185337195551393252168268575048528,0.00017782794100389228012254211951926848447357905264022553580118307228,1.0728502521334102038915176186030387436322033271267892048821716761e-68,9.6556522692006918350236585674273486926898299441411028439395450853e-68,0.00000012649102496926283474123858612107140784326236946139400598751328754
0.5,0.000000039810717055349770910807047034845225988801028658054209617191000885,0.00019952623149688807499177711617729928155650425586574571637131064395,1.3506382203073064566451881233843182861594338253475002616419758443e-68,1.2155743982765758109806693110458864575434904428127502354777782599e-67,0.00000015924273915171491445882493965351718056928474349063920134054865459
0.5,0.000000050118723362727228500155418688494576806047198983281926392969745589,0.0002238721138568339611954950852465742333707261397683803528065353234,1.7003524208415728294971832941985853749747251280523565117346222815e-68,1.5303171787574155465474649647787268374772526152471208605611600534e-67,0.00000020047468888926777018448303920093140015510528636324417049386170506
0.5,0.00000006309573444801947022673358518259070070334379634375296687865737997,0.00025118864315095830030011583117850345896746320413875753287803909513,2.1406163060441148880084961665750862406650105336343074251636702791e-68,1.9265546754397033992076465499175776165985094802708766826473032512e-67,0.00000025238261358377058414541211528506323577011909311099779236148798981
0.5,0.000000079432823472428150206591828283638793258896063175548433209232392932,0.00028183829312644538191019236991551107186830435837709540029410540597,2.6948753682294425903670041815843261605723392262606453960935155347e-68,2.4253878314064983313303037634258935445151053036345808564841639812e-67,0.0000003177307800542635942257236327956553038307323215144911200769404079
