case,I,b,dt,t,R,Rdot,M2,Q2,Hfield,Hclock,Htotal,power_field,cosine_q_1,cosine_velocity_1,cosine_q_3,cosine_velocity_3,cosine_q_5,cosine_velocity_5
time_I100_dt0p01,100.0,2.0,0.01,16.48,2.708841698575358,0.10550370851494317,0.7227385088339404,0.18776162934550641,0.7655513768301004,0.5565516255203047,1.322103002350405,-0.0005435868082388952,-0.24446128293783012,0.6188213081677629,0.002250332152162278,-0.010570222891534855,-4.0277708127148266e-06,0.00016087180611822012
time_I100_dt0p01,100.0,2.0,0.01,16.5,2.710951782787994,0.10550468679069466,0.7226227948695376,0.16910554026253416,0.7655404285628208,0.556561946740129,1.3221023753029497,-0.0004888180607716555,-0.23199961791998208,0.6272298640529335,0.0020353275712716545,-0.010922265814638434,-8.128150764448716e-07,0.00016030328822222564
time_I100_dt0p01,100.0,2.0,0.01,16.52,2.713061885538729,0.10550556343170454,0.7225072599650271,0.15119988256901373,0.7655305883147561,0.5565711957520716,1.3221017840668277,-0.0004363835746002051,-0.21937440196498637,0.6351757203737655,0.0018136064588324709,-0.011241329508381161,2.3778786004914545e-06,0.0001584391466341927
time_I100_dt0p01,100.0,2.0,0.01,16.54,2.715172004839799,0.10550634299566251,0.7223919037904587,0.13409565947178886,0.765521808419895,0.5565794206159193,1.3221012290358143,-0.000386419829415275,-0.2065949156049694,0.642656293792047,0.0015858499070693544,-0.01152529948695985,5.518172065372808e-06,0.0001552601062200333
time_I100_dt0p01,100.0,2.0,0.01,16.56,2.7172821387971395,0.10550703029105965,0.7222767260115539,0.11784141723736369,0.7655140384397682,0.5565866720419289,1.322100710481697,-0.0003390553574433086,-0.19367048825698083,0.6496692743792831,0.0013527798116929786,-0.01177221335028343,8.581675144288974e-06,0.0001507604082684854
time_I100_dt0p01,100.0,2.0,0.01,16.580000000000002,2.71939228561525,0.10550763036190021,0.7221617262894786,0.10248313132296435,0.7655072253389396,0.5565930032291684,1.3221002285681078,-0.00029441047558764706,-0.18061049294471132,0.6562126067399345,0.001115155693667534,-0.011980274232011787,1.1542022337993794e-05,0.00014494840998953407
time_I100_dt0p01,100.0,2.0,0.01,16.6,2.721502443601748,0.10550814847193117,0.7220469042806352,0.08806410039507498,0.7655013136656429,0.5565984696987536,1.3220997833643966,-0.0002525970431392981,-0.16742434139284668,0.6622844716562135,0.0008737712603570074,-0.012147863395154865,1.4373159983672593e-05,0.00013784702827113028
time_I100_dt0p01,100.0,2.0,0.01,16.62,2.7236126111716015,0.10550859008843738,0.7219322596364733,0.07462484819913007,0.7654962457368892,0.5566031291224953,1.3220993748593846,-0.00021371824467832556,-0.15412147948237598,0.667883268377994,0.0006294507238253555,-0.012273551903907104,1.7049640638617234e-05,0.00012949401522352374
time_I100_dt0p01,100.0,2.0,0.01,16.64,2.725722786851036,0.1055089608656488,0.7218177920033209,0.06220303322491793,0.7654919618274018,0.5566070411474505,1.3220990029748523,-0.0001778683977322083,-0.14071138305276543,0.6730075976746406,0.000383044895439903,-0.012356111305630132,1.954692121098529e-05,0.00011994205496501935
time_I100_dt0p01,100.0,2.0,0.01,16.66,2.7278329692811045,0.10550926662780576,0.7217035010222349,0.05083336609682181,0.7654884003617497,0.5566102672168702,1.32209866757862,-0.0001451327847143599,-0.1272035540346442,0.6776562457584332,0.000135427077195838,-0.012394523262259202,2.1841661172848506e-05,0.00010925867325155687
time_I100_dt0p01,100.0,2.0,0.01,16.68,2.729943157220916,0.1055095133519272,0.7215893863288718,0.040547534606202106,0.7654854981090733,0.5566128703880251,1.3220983684970984,-0.00011558750863395355,-0.11360751689453039,0.6818281691818453,-0.00011251122866029847,-0.012387988075868227,2.391201704581599e-05,9.752595389736776e-05
time_I100_dt0p01,100.0,2.0,0.01,16.7,2.732053349550516,0.10550970715032601,0.7214754475533779,0.03137413629488199,0.7654831903798106,0.5566149151473778,1.3220981055271883,-8.929937204677609e-05,-0.09993281537115305,0.6855224808032369,-0.0003598647690800362,-0.012335932058662421,2.573792925317648e-05,8.484005844823205e-05
time_I100_dt0p01,100.0,2.0,0.01,16.72,2.7341635452734185,0.10550985425291447,0.7213616843203005,0.02333861849368015,0.7654814112238643,0.5566164672235627,1.322097878447427,-6.632577870543705e-05,-0.08618900948111655,0.6887384369076224,-0.0006057191251684654,-0.012238013703256702,2.7301397387978198e-05,7.131054821930198e-05
time_I100_dt0p01,100.0,2.0,0.01,16.740000000000002,2.7362737435187765,0.1055099609893417,0.7212480962485178,0.01646322571805238,0.7654800936296575,0.5566175933986204,1.322097687028278,-4.671465736524208e-05,-0.07238567276999922,0.6914754255610811,-0.0008491554082522526,-0.012094128614730585,2.858673995598809e-05,5.705951056147047e-05
time_I100_dt0p01,100.0,2.0,0.01,16.76,2.738383943543199,0.10551003377100443,0.7211346829511903,0.010766954323945224,0.7654791697235577,0.5566183613179247,1.3220975310414824,-3.050440720865597e-05,-0.05853238978348972,0.6937329562691386,-0.0010892550419530852,-0.011904413171614283,2.9580834717817796e-05,4.222049403775596e-05
time_I100_dt0p01,100.0,2.0,0.01,16.78,2.7404941447322044,0.10551007907297114,0.7210214440357305,0.006265514330692672,0.7654785709691598,0.5566188392992311,1.322097410268391,-1.772386436574981e-05,-0.04463875373184059,0.69551065100108,-0.0013251046045593617,-0.011669246888652616,3.027333587657005e-05,2.6937260033770452e-05
time_I100_dt0p01,100.0,2.0,0.01,16.8,2.742604346601314,0.10551010341585876,0.720908379103794,0.0029712983239434717,0.7654782283659444,0.5566190961412605,1.322097324507205,-8.39228902950975e-06,-0.030714364319764355,0.6968082366336961,-0.001555800705502987,-0.011389253459909198,3.065686453616881e-05,1.1362361156062678e-05
time_I100_dt0p01,100.0,2.0,0.01,16.82,2.7447145487967806,0.10551011334770038,0.7207954877512883,0.0008933573599144114,0.7654780726468391,0.5566192009322292,1.3220972735790681,-2.5193726924986564e-06,-0.016768825712912674,0.6976255388594028,-0.0017804548693767463,-0.011065300466514267,3.072716909060323e-05,-4.344440453610063e-06
time_I100_dt0p01,100.0,2.0,0.01,16.84,2.7468247510959563,0.10551011542584136,0.720682769568403,3.7383802430650224e-05,0.7654780344742366,0.5566192228587185,1.322097257332955,-1.0526506418982573e-07,-0.002811744611265992,0.6979624775950622,-0.001998198400671369,-0.010698497739129453,3.0483252493910023e-05,-2.0017899081567417e-05
time_I100_dt0p01,100.0,2.0,0.01,16.86,2.748934953407297,0.10551011619890077,0.7205702241396572,0.00040570103592967515,0.7654780446340302,0.5566192310152772,1.3220972756493075,-1.140620265392306e-06,0.011147271600878444,0.6978190639191475,-0.0022081872022708575,-0.01029019437100527,2.992746370268434e-05,-3.548913733429591e-05
time_I100_dt0p01,100.0,2.0,0.01,16.88,2.75104515577001,0.10551012218883438,0.7204578510439666,0.001997260010549963,0.765478034227251,0.556619294215138,1.3220973284423891,-5.606661936590463e-06,0.02509861665909803,0.6971953985561594,-0.0024096065207204293,-0.00984197438334956,2.9065550974010194e-05,-5.058760324617341e-05
time_I100_dt0p01,100.0,2.0,0.01,16.9,2.7531553583533417,0.10551013987313468,0.7203456498547297,0.004807642589268176,0.7654779348589031,0.5566194808024222,1.3220974156613252,-1.3475266939747495e-05,0.03903268720828418,0.6960916719184339,-0.002601675591374599,-0.00935565105061387,2.7906675138055508e-05,-6.514310974035875e-05
time_I100_dt0p01,100.0,2.0,0.01,16.92,2.7552655614555093,0.1055101756672029,0.7202336201399303,0.008829071681450118,0.7654776788236053,0.5566198584662008,1.322097537289806,-2.4709067377181305e-05,0.05293988460851261,0.6945081657066525,-0.002783652156744313,-0.008833259899247754,2.6463381441448235e-05,-7.898793168427428e-05
time_I100_dt0p01,100.0,2.0,0.01,16.94,2.7573757655022884,0.10551023590692785,0.7201217614622594,0.014050428161794866,0.765477199287665,0.5566204940567783,1.3220976933444433,-3.926157069551728e-05,0.06681061678846553,0.6924452560615233,-0.0029548368316929304,-0.008277050399472432,2.4751529069588152e-05,-9.195893417230456e-05
time_I100_dt0p01,100.0,2.0,0.01,16.96,2.759485971045246,0.10551032683150563,0.7200100733792535,0.020457274588128134,0.7654764304672245,0.5566214534045568,1.3220978838717814,-5.7077297686464376e-05,0.08063530017728711,0.6899034182502181,-0.003114577289582386,-0.007689476375692723,2.2790177997108396e-05,-0.00010389970437979465
time_I100_dt0p01,100.0,2.0,0.01,16.98,2.7615961787596413,0.10551045456653473,0.71989855544345,0.028031885745487286,0.7654753078021255,0.5566228011418394,1.322098108943965,-7.80919382382635e-05,0.09440436174533645,0.6868832328622407,-0.0032622722440443937,-0.007073185167300845,2.060143337912536e-05,-0.00011466265839083775
time_I100_dt0p01,100.0,2.0,0.01,17.0,2.7637063894419827,0.10551062510741972,0.7197872072025588,0.036753286057083744,0.7654737681251627,0.5566246005279235,1.3220983686530863,-0.00010223252473115271,0.10810824118370668,0.6833853934804868,-0.0033973752017485166,-0.006431005577828117,1.8210248274544065e-05,-0.0001241110938343286
time_I100_dt0p01,100.0,2.0,0.01,17.02,2.765816604007263,0.1055108443031178,0.7196760281996498,0.04659729391467807,0.765471749826397,0.5566269132778383,1.3220986631042353,-0.0001294176230061301,0.12173739325160436,0.6794107157843249,-0.0035193979623605472,-0.005765934656669048,1.5644186078691624e-05,-0.00013212115898781235
time_I100_dt0p01,100.0,2.0,0.01,17.04,2.7679268234858703,0.10551111784026153,0.7195650179733556,0.05753657299131319,0.7654691930122246,0.5566297993950777,1.3220989924073023,-0.00015955754086775537,0.13528229031973157,0.6749601480326125,-0.0036279138428322744,-0.005081123363928277,1.2933144628141474e-05,-0.00013858370924211793
time_I100_dt0p01,100.0,2.0,0.01,17.06,2.770037049020185,0.10551145122769165,0.7194541760580886,0.06954069060788351,0.7654660396589027,0.5566333170086777,1.3220993566675805,-0.0001925545541078222,0.1487334251366808,0.6700347828656656,-0.003722560604238356,-0.004379861175314819,1.0109044517159572e-05,-0.00014340602247338364
