reference,t,cos1,cos3,cos5,field_energy,clock_energy,work
reference_full_N128_I100,6.9,-0.46849459694977225,0.00045598753476179917,4.5650820067154894e-06,0.7835156112283891,0.5386192443726638,-0.03861924437266349
reference_full_N128_I100,6.92,-0.46254161985583586,0.0004943275675089174,5.285636901453419e-06,0.7834138581367883,0.5387209974623384,-0.03872099746233803
reference_full_N128_I100,6.94,-0.45622394599525323,0.0005405591647540712,5.919566943461259e-06,0.7833150227315959,0.5388198328688242,-0.03881983286882382
reference_full_N128_I100,6.96,-0.44954740735234777,0.000594097579928358,6.45829389822937e-06,0.7832192086179371,0.5389156469825427,-0.03891564698254235
reference_full_N128_I100,6.98,-0.44251812690468895,0.000654318145245859,6.893996121764775e-06,0.7831265095164108,0.5390083460843721,-0.03900834608437168
reference_full_N128_I100,7.0,-0.4351425075863668,0.0007205610233161346,7.219773132364362e-06,0.7830370090293207,0.5390978465711926,-0.03909784657119223
reference_full_N128_I100,7.0200000000000005,-0.42742722102026476,0.0007921361011807452,7.429798903735695e-06,0.7829507804557354,0.5391840751439624,-0.03918407514396207
reference_full_N128_I100,7.04,-0.41937919607213586,0.0008683279940181476,7.519460901011246e-06,0.7828678866423151,0.5392669689581873,-0.039266968958187
reference_full_N128_I100,7.0600000000000005,-0.41100560728046903,0.000948401122469419,7.485481863531103e-06,0.7827883798636704,0.5393464757368531,-0.03934647573685275
reference_full_N128_I100,7.08,-0.40231386321747764,0.0010316048217548137,7.326022522284959e-06,0.7827123017545579,0.539422553846197,-0.03942255384619666
reference_full_N128_I100,7.1000000000000005,-0.3933115948307738,0.001117178452186344,7.040762244842856e-06,0.7826396832655018,0.5394951723346023,-0.03949517233460207
reference_full_N128_I100,7.12,-0.38400664381753175,0.0012043564716434406,6.630956983037902e-06,0.7825705446650478,0.5395643109353107,-0.03956431093531026
reference_full_N128_I100,7.140000000000001,-0.3744070510787597,0.0012923734376176943,6.099471740085272e-06,0.7825048955669325,0.5396299600335523,-0.03962996003355201
reference_full_N128_I100,7.16,-0.3645210452997066,0.0013804689048182734,5.450788333844755e-06,0.7824427350015566,0.5396921205990517,-0.039692120599051445
reference_full_N128_I100,7.18,-0.35435703169948973,0.0014678921873274979,4.690986794858544e-06,0.7823840515157804,0.5397508040847837,-0.03975080408478343
reference_full_N128_I100,7.2,-0.3439235809903244,0.0015539069558121238,3.827701081191901e-06,0.78232882330699,0.539806032293092,-0.039806032293091695
reference_full_N128_I100,7.22,-0.33322941858324107,0.0016377956422042727,2.870049646909972e-06,0.7822770183901663,0.539857837210335,-0.03985783721033475
reference_full_N128_I100,7.24,-0.32228341407572225,0.0017188636240719063,1.828540665789674e-06,0.7822285947892204,0.5399062608112665,-0.039906260811266206
reference_full_N128_I100,7.26,-0.31109457104918925,0.0017964431695899705,7.149554789805978e-07,0.7821835007660329,0.5399513548345617,-0.03995135483456131
reference_full_N128_I100,7.28,-0.2996720172063234,0.0018698971166178757,-4.5779043678118844e-07,0.7821416750696627,0.5399931805307806,-0.03999318053078022
reference_full_N128_I100,7.3,-0.28802499486891425,0.0019386222727225803,-1.6758049183523299e-06,0.7821030472160576,0.5400318083842772,-0.040031808384276744
reference_full_N128_I100,7.32,-0.27616285185829625,0.0020020525145921543,-2.9243939288985363e-06,0.7820675377900033,0.5400673178104859,-0.040067317810485635
reference_full_N128_I100,7.34,-0.26409503277373386,0.0020596615752820928,-4.188250506805665e-06,0.7820350587703662,0.5400997968301148,-0.04009979683011436
reference_full_N128_I100,7.36,-0.2518310706792361,0.002110965510991241,-5.451654373161351e-06,0.7820055138786923,0.5401293417217814,-0.04012934172178098
reference_full_N128_I100,7.38,-0.2393805792112474,0.002155524831442593,-6.698680272546892e-06,0.7819787989459529,0.5401560566546051,-0.0401560566546047
reference_full_N128_I100,7.4,-0.22675324510774764,0.0021929462972822,-7.913410753229764e-06,0.7819548022982579,0.5401800533023247,-0.04018005330232439
reference_full_N128_I100,7.42,-0.21395882116530082,0.002222884369236619,-9.080150849735377e-06,0.7819334051600192,0.5402014504404581,-0.04020145044045767
reference_full_N128_I100,7.44,-0.20100711961882128,0.002245042315872978,-1.018364093331655e-05,0.7819144820724027,0.5402203735280474,-0.04022037352804705
reference_full_N128_I100,7.46,-0.1879080059383064,0.002259172981106247,-1.120926453916035e-05,0.7818979013247558,0.5402369542754971,-0.04023695427549671
reference_full_N128_I100,7.48,-0.17467139303823576,0.002265079205977786,-1.2143247995201994e-05,0.7818835254007303,0.5402513301999828,-0.04025133019998243
reference_full_N128_I100,7.5,-0.16130723588261764,0.0022626139231750955,-1.2972849337240425e-05,0.7818712114312166,0.5402636441699019,-0.04026364416990151
reference_full_N128_I100,7.5200000000000005,-0.1478255264765722,0.0022516799182873207,-1.36865327022819e-05,0.7818608116606942,0.5402740439397885,-0.04027404393978828
reference_full_N128_I100,7.54,-0.13423628922603337,0.00223222927163734,-1.4274125948436575e-05,0.7818521739233775,0.5402826816770987,-0.040282681677098406
reference_full_N128_I100,7.5600000000000005,-0.12054957664128468,0.0022042625023139077,-1.4726960285120249e-05,0.7818451421179428,0.5402897134822123,-0.040289713482211956
reference_full_N128_I100,7.58,-0.10677546537058334,0.002167827407592392,-1.5037987631387095e-05,0.7818395566975901,0.5402952989029879,-0.040295298902987595
reference_full_N128_I100,7.6000000000000005,-0.09292405253285438,0.0021230176301439314,-1.5201876513251005e-05,0.7818352551563391,0.5402996004451469,-0.04029960044514659
reference_full_N128_I100,7.62,-0.07900545232692817,0.0020699709589822686,-1.5215083445683652e-05,0.7818320725207625,0.5403027830797338,-0.040302783079733444
reference_full_N128_I100,7.640000000000001,-0.06502979289074842,0.0020088673787353913,-1.507589805691425e-05,0.7818298418516242,0.5403050137488702,-0.04030501374886989
reference_full_N128_I100,7.66,-0.05100721337554878,0.001939926901307841,-1.4784465139456668e-05,0.781828394729302,0.540306460870956,-0.04030646087095562
reference_full_N128_I100,7.68,-0.03694786121141971,0.0018634071795292928,-1.4342778522936558e-05,0.781827561754123,0.540307293846467,-0.04030729384646661
reference_full_N128_I100,7.7,-0.022861889527695294,0.0017796009376608458,-1.375465072237146e-05,0.7818271730357083,0.540307682565442,-0.04030768256544167
reference_full_N128_I100,7.72,-0.00875945469753301,0.0016888332332726476,-1.3025656936478094e-05,0.7818270586827671,0.5403077969177259,-0.04030779691772546
reference_full_N128_I100,7.74,0.005349286026647293,0.0015914585724099975,-1.216305420065808e-05,0.7818270492934704,0.5403078063070073,-0.04030780630700683
reference_full_N128_I100,7.76,0.019454176821973635,0.0014878579057708203,-1.1175679067391137e-05,0.7818269764306691,0.5403078791696573,-0.040307879169656974
reference_full_N128_I100,7.78,0.03354506558055488,0.0013784355215196303,-1.0073822493008963e-05,0.781826673101434,0.540308182499352,-0.04030818249935152
reference_full_N128_I100,7.8,0.04761180620666118,0.0012636158632813952,-8.869086205130639e-06,0.7818259742221935,0.540308881378438,-0.040308881378437515
reference_full_N128_I100,7.82,0.061644260959381546,0.0011438402930120197,-7.574220831105171e-06,0.7818247170835199,0.5403101385169784,-0.04031013851697793
reference_full_N128_I100,7.84,0.07563230287415532,0.0010195638243664347,-6.202949691859302e-06,0.7818227417999971,0.5403121138004017,-0.0403121138004011
reference_full_N128_I100,7.86,0.08956581829633348,0.0008912518481620233,-4.769779829251624e-06,0.7818198917538022,0.5403149638466546,-0.04031496384665416
reference_full_N128_I100,7.88,0.10343470955878341,0.000759376873101338,-3.289803324676213e-06,0.7818160140271511,0.5403188415737548,-0.04031884157375429
reference_full_N128_I100,7.9,0.1172288978346284,0.0006244153042205562,-1.7784917947366617e-06,0.7818109598218747,0.5403238957786182,-0.040323895778617724
reference_full_N128_I100,7.92,0.13093832619592596,0.0004868442810093999,-2.514865551772015e-07,0.781804584872455,0.5403302707280296,-0.04033027072802926
reference_full_N128_I100,7.94,0.1445529629051671,0.0003471385960708009,1.2756119207755844e-06,0.7817967498376398,0.5403381057626273,-0.04033810576262676
reference_full_N128_I100,7.96,0.15806280496865321,0.00020576771564654098,2.7874530212304926e-06,0.7817873206859132,0.5403475349147391,-0.04034753491473866
reference_full_N128_I100,7.98,0.1714578819746978,6.319292003221708e-05,4.269140341738366e-06,0.7817761690600727,0.5403586865409378,-0.040358686540937334
reference_full_N128_I100,8.0,0.18472826024195077,-8.013541542953943e-05,5.706428558265678e-06,0.7817631726303497,0.5403716829701365,-0.0403716829701361
reference_full_N128_I100,8.02,0.19786404729831397,-0.0002237803820103798,7.085910234121337e-06,0.781748215432397,0.5403866401680681,-0.040386640168067686
reference_full_N128_I100,8.040000000000001,0.21085539670716652,-0.00036732092736330136,8.395190316184295e-06,0.7817311881812954,0.5404036674189816,-0.040403667418981104
reference_full_N128_I100,8.06,0.22369251326089357,-0.0005103540544470427,9.623045517387517e-06,0.7817119885753337,0.5404228670253588,-0.04042286702535833
reference_full_N128_I100,8.08,0.23636565855088432,-0.0006524968212142897,1.0759567522304965e-05,0.7816905215744501,0.5404443340264764,-0.04044433402647594
reference_full_N128_I100,8.1,0.24886515692912226,-0.0007933881230455141,1.179628692647085e-05,0.7816666996638865,0.5404681559365968,-0.04046815593659624
reference_full_N128_I100,8.120000000000001,0.2611814018668062,-0.0009326902509418664,1.2726277220200132e-05,0.7816404430968901,0.5404944125035742,-0.040494412503573794
reference_full_N128_I100,8.14,0.2733048627131307,-0.0010700902182235487,1.3544238010325683e-05,0.7816116801117038,0.5405231754886457,-0.04052317548864518
reference_full_N128_I100,8.16,0.2852260918606987,-0.0012053008421841409,1.4246554955291536e-05,0.7815803471323903,0.5405545084681387,-0.04055450846813824
reference_full_N128_I100,8.18,0.29693573230978876,-0.0013380615841384388,1.4831338083721643e-05,0.781546388943048,0.5405884666578165,-0.04058846665781589
reference_full_N128_I100,8.2,0.3084245256315068,-0.0014681391362145078,1.529843600759516e-05,0.7815097588399496,0.5406250967605499,-0.040625096760549415
reference_full_N128_I100,8.22,0.31968332032119473,-0.0015953277543700596,1.564942633577178e-05,0.7814704187624583,0.5406644368379712,-0.04066443683797076
reference_full_N128_I100,8.24,0.3307030805232909,-0.0017194493478277573,1.5887585255089572e-05,0.7814283393939481,0.5407065162066939,-0.04070651620669344
reference_full_N128_I100,8.26,0.3414748951227878,-0.0018403533107659922,1.6017832468325467e-05,0.7813835002408568,0.540751355359712,-0.040751355359711514
reference_full_N128_I100,8.28,0.35198998717650987,-0.0019579161143062516,1.604665608734533e-05,0.7813358896865934,0.5407989659134418,-0.04079896591344132
reference_full_N128_I100,8.3,0.3622397236628798,-0.002072040662120447,1.598201780393e-05,0.7812855050194254,0.5408493505808639,-0.04084935058086341
reference_full_N128_I100,8.32,0.3722156255328133,-0.0021826554045050036,1.5833236386935812e-05,0.7812323524292575,0.5409025031712539,-0.040902503171253386
reference_full_N128_I100,8.34,0.3819093780205397,-0.0022897132424013365,1.5610856598596713e-05,0.7811764469838287,0.5409584086166638,-0.04095840861666333
reference_full_N128_I100,8.36,0.39131284118930254,-0.0023931902201440674,1.5326501972058204e-05,0.7811178125760108,0.5410170430254958,-0.04101704302549524
reference_full_N128_I100,8.38,0.4004180606787084,-0.0024930840175002907,1.4992712860938683e-05,0.7810564818374532,0.541078373763377,-0.04107837376337659
reference_full_N128_I100,8.4,0.40921727861053814,-0.0025894122673808806,1.4622774322940141e-05,0.78099249603679,0.541142359561266,-0.041142359561265586
reference_full_N128_I100,8.42,0.41770294461480556,-0.002682210709548012,1.4230534596161851e-05,0.780925904948741,0.5412089506508507,-0.04120895065085032
reference_full_N128_I100,8.44,0.4258677269371528,-0.0027715311903999873,1.3830215052683987e-05,0.7808567666731477,0.5412780889273118,-0.0412780889273114
reference_full_N128_I100,8.46,0.4337045235737246,-0.0028574395488661763,1.3436217719916143e-05,0.7807851474618437,0.5413497081387849,-0.04134970813878458
reference_full_N128_I100,8.48,0.4412064733936867,-0.0029400133908964766,1.3062929357960388e-05,0.7807111214987493,0.5414237341025975,-0.041423734102597094
reference_full_N128_I100,8.5,0.44836696719811137,-0.003019339780860165,1.2724525780512104e-05,0.7806347706520197,0.5415000849477111,-0.04150008494771077
reference_full_N128_I100,8.52,0.4551796586658057,-0.0030955128736047544,1.24347785411877e-05,0.7805561842160709,0.541578671382709,-0.041578671382708654
reference_full_N128_I100,8.540000000000001,0.46163847513374756,-0.003168631508473436,1.2206866526903982e-05,0.7804754586115753,0.5416593969888489,-0.04165939698884862
reference_full_N128_I100,8.56,0.4677376281617685,-0.0032387967896514926,1.2053194412807045e-05,0.7803926970631558,0.5417421585372999,-0.04174215853729956
reference_full_N128_I100,8.58,0.4734716238307746,-0.003306109677035876,1.1985219655862609e-05,0.7803080092714311,0.5418268463295492,-0.04182684632954886
reference_full_N128_I100,8.6,0.47883527271981063,-0.003370668611506995,1.2013290897796797e-05,0.7802215110398073,0.5419133445602099,-0.04191334456020962
reference_full_N128_I100,8.620000000000001,0.48382369951509996,-0.003432567197132494,1.2146498372885182e-05,0.7801333238986685,0.5420015317008574,-0.042001531700857075
reference_full_N128_I100,8.64,0.48843235219668923,-0.003491891966403149,1.2392539177103026e-05,0.7800435746965964,0.5420912809038119,-0.04209128090381148
reference_full_N128_I100,8.66,0.49265701075650387,-0.003548720249383786,1.2757598152330943e-05,0.7799523951760713,0.5421824604244371,-0.042182460424436706
reference_full_N128_I100,8.68,0.4964937954020008,-0.0036031181678357295,1.3246245358662585e-05,0.7798599215403492,0.5422749340604688,-0.04227493406046833
reference_full_N128_I100,8.700000000000001,0.49993917419676226,-0.003655138778333841,1.3861352257874076e-05,0.7797662939928003,0.5423685616069142,-0.04236856160691365
reference_full_N128_I100,8.72,0.5029899701010063,-0.0037048203793481685,1.4604026136927811e-05,0.7796716562754962,0.5424631993247672,-0.0424631993247667
reference_full_N128_I100,8.74,0.5056433673654526,-0.0037521850072089035,1.5473565235196734e-05,0.7795761551784577,0.5425587004219266,-0.042558700421926124
reference_full_N128_I100,8.76,0.5078969172509697,-0.003797237129052941,1.6467432976827023e-05,0.7794799400563052,0.5426549155443829,-0.042654915544382485
reference_full_N128_I100,8.78,0.5097485430339774,-0.003839962554686931,1.758125337539119e-05,0.7793831623245472,0.542751693275915,-0.0427516932759145
reference_full_N128_I100,8.8,0.5111965442733319,-0.0038803275753713645,1.8808826611174935e-05,0.779285974955326,0.542848880644309,-0.042848880644308605
reference_full_N128_I100,8.82,0.5122396003122796,-0.003918278341915418,2.0142165097388998e-05,0.7791885319682347,0.5429463236321553,-0.04294632363215484
reference_full_N128_I100,8.84,0.5128767729925016,-0.003953740492718365,2.15715501959849e-05,0.7790909879102146,0.5430438676902345,-0.04304386769023399
reference_full_N128_I100,8.86,0.5131075085711494,-0.003986619030932972,2.3085607777477475e-05,0.778993497349416,0.5431413582514275,-0.043141358251427085
reference_full_N128_I100,8.88,0.5129316388208898,-0.004016798462926311,2.467140362683516e-05,0.7788962143566847,0.5432386412431751,-0.04323864124317459
reference_full_N128_I100,8.9,0.5123493813145532,-0.0040441431908322615,2.6314556368183382e-05,0.7787992920037066,0.543335563596419,-0.04333556359641839
reference_full_N128_I100,8.92,0.5113613388835626,-0.00406849816694753,2.7999368440217382e-05,0.7787028818513562,0.5434319737490431,-0.04343197374904246
reference_full_N128_I100,8.94,0.5099684982620595,-0.004089689796956203,2.9708972518436693e-05,0.7786071334589159,0.5435277221418137,-0.043527722141813156
reference_full_N128_I100,8.96,0.5081722279180356,-0.004107527092382242,3.1425493138044876e-05,0.7785121938960056,0.5436226617048899,-0.04362266170488941
reference_full_N128_I100,8.98,0.5059742750860157,-0.004121803061209887,3.313022172932998e-05,0.7784182072661928,0.5437166483330129,-0.04371664833301244
reference_full_N128_I100,9.0,0.5033767620208189,-0.004132296323580262,3.480380327650535e-05,0.7783253142527924,0.5438095413475605,-0.04380954134756
reference_full_N128_I100,9.02,0.5003821814841035,-0.004138772948463819,3.6426433981925313e-05,0.7782336516566997,0.5439012039436825,-0.043901203943681966
reference_full_N128_I100,9.040000000000001,0.4969933915049015,-0.004140988481493216,3.797806650866079e-05,0.7781433519799157,0.5439915036209122,-0.04399150362091175
reference_full_N128_I100,9.06,0.49321360942835163,-0.00413869016138698,3.9438622536128344e-05,0.7780545430049165,0.5440803125956211,-0.0440803125956205
reference_full_N128_I100,9.08,0.48904640529590815,-0.004131619296856624,4.078820975236882e-05,0.7779673474053267,0.5441675081938957,-0.04416750819389505
reference_full_N128_I100,9.1,0.4844956945901645,-0.0041195137870816195,4.200734157858034e-05,0.7778818823769224,0.5442529732234629,-0.04425297322346228
reference_full_N128_I100,9.120000000000001,0.47956573038098516,-0.004102110766339958,4.307715760510593e-05,0.7777982592770212,0.5443365963233845,-0.0443365963233838
reference_full_N128_I100,9.14,0.4742610949248969,-0.00407914934257812,4.3979642358341696e-05,0.7777165833102648,0.5444182722904972,-0.04441827229049648
reference_full_N128_I100,9.16,0.46858669075209425,-0.004050373414407888,4.4697840453888236e-05,0.7776369532185222,0.5444979023814939,-0.04449790238149314
reference_full_N128_I100,9.18,0.46254773129636423,-0.004015534535961238,4.521606601190282e-05,0.7775594610101237,0.5445753945898782,-0.04457539458987761
reference_full_N128_I100,9.200000000000001,0.45614973111123763,-0.00397439480782701,4.5520103777722145e-05,0.7774841917034029,0.5446506638969821,-0.0446506638969816
reference_full_N128_I100,9.22,0.4493984957262602,-0.003926729766626419,4.559740018834777e-05,0.7774112231040285,0.5447236324965112,-0.04472363249651052
reference_full_N128_I100,9.24,0.4423001111927626,-0.003872331248478019,4.5437242015619424e-05,0.7773406256084746,0.5447942299921257,-0.044794229992125005
reference_full_N128_I100,9.26,0.434860933370281,-0.00381101020122848,4.503092049566216e-05,0.7772724620319613,0.5448623935677196,-0.044862393567718976
reference_full_N128_I100,9.28,0.4270875770064816,-0.0037425994202667364,4.437187927364246e-05,0.7772067874701629,0.5449280681302267,-0.04492806813022592
reference_full_N128_I100,9.3,0.4189869046596638,-0.0036669561829263094,4.345584317708418e-05,0.7771436491755757,0.5449912064248014,-0.04499120642480072
reference_full_N128_I100,9.32,0.4105660155176917,-0.0035839647592344334,4.228092774263725e-05,0.7770830864781259,0.5450517691225456,-0.04505176912254494
reference_full_N128_I100,9.34,0.40183223415986136,-0.0034935387746183,4.084772593909993e-05,0.7770251307194863,0.5451097248808178,-0.045109724880817124
reference_full_N128_I100,9.36,0.39279309931197354,-0.0033956234053178465,3.915937221971949e-05,0.776969805223229,0.5451650503765002,-0.04516505037649949
reference_full_N128_I100,9.38,0.3834563526403986,-0.003290197384346574,3.72215814029932e-05,0.7769171252878442,0.5452177303125539,-0.045217730312553266
reference_full_N128_I100,9.4,0.3738299276302727,-0.003177274799110682,3.504266124114312e-05,0.7768670982020495,0.5452677573983481,-0.04526775739834753
reference_full_N128_I100,9.42,0.3639219385900657,-0.0030569066672130295,3.263349935337878e-05,0.7768197232962977,0.5453151323044063,-0.045315132304405724
reference_full_N128_I100,9.44,0.35374066982305263,-0.002929182269087893,3.000752132205568e-05,0.7767749920080558,0.5453598635921385,-0.04535986359213785
reference_full_N128_I100,9.46,0.3432945650021032,-0.0027942302311972688,2.7180622381661596e-05,0.776732887980369,0.5454019676193942,-0.045401967619393586
reference_full_N128_I100,9.48,0.3325922167837647,-0.0026522193409471827,2.4171070023065938e-05,0.7766933871778107,0.5454414684225812,-0.04544146842258062
reference_full_N128_I100,9.5,0.32164235669307634,-0.00250335908619729,2.099937863960064e-05,0.7766564580241104,0.5454783975762504,-0.045478397576249614
reference_full_N128_I100,9.52,0.3104538453054382,-0.0023478999172716368,1.768815846181942e-05,0.7766220615694878,0.5455127940311217,-0.045512794031121004
reference_full_N128_I100,9.540000000000001,0.2990356627547519,-0.0021861332139005273,1.4261935927792843e-05,0.7765901516689908,0.5455447039314469,-0.04554470393144622
reference_full_N128_I100,9.56,0.2873968995854539,-0.00201839096681023,1.074695044348574e-05,0.7765606751870474,0.5455741804128031,-0.04557418041280246
reference_full_N128_I100,9.58,0.27554674796919015,-0.0018450451646950315,7.170926855391211e-06,0.7765335722190662,0.5456012833813313,-0.04560128338133067
reference_full_N128_I100,9.6,0.26349449330571195,-0.0016665068788089383,3.5628234673286065e-06,0.7765087763248738,0.5456260792754638,-0.045626079275463007
reference_full_N128_I100,9.620000000000001,0.2512495062083532,-0.0014832250738721826,-4.74360120625012e-08,0.7764862147889758,0.5456486408113373,-0.04564864081133663
reference_full_N128_I100,9.64,0.23882123489525803,-0.0012956851192614757,-3.6292514925443605e-06,0.776465808887385,0.5456690467128774,-0.045669046712876714
reference_full_N128_I100,9.66,0.2262191979848981,-0.0011044070246911163,-7.151649448658375e-06,0.7764474741728588,0.5456873814277388,-0.04568738142773813
reference_full_N128_I100,9.68,0.2134529776954422,-0.0009099434107613499,-1.058359746981424e-05,0.7764311207706507,0.5457037348301994,-0.04570373483019859
reference_full_N128_I100,9.700000000000001,0.20053221345483235,-0.0007128772089803773,-1.389432879806569e-05,0.7764166536882938,0.5457182019120957,-0.04571820191209503
reference_full_N128_I100,9.72,0.18746659591396048,-0.0005138191108343593,-1.7053672611911386e-05,0.7764039731374573,0.5457308824629182,-0.045730882462917566
reference_full_N128_I100,9.74,0.17426586134590677,-0.0003134047957790495,-2.0032384872839067e-05,0.7763929748599784,0.5457418807401585,-0.04574188074015771
reference_full_N128_I100,9.76,0.16093978643861667,-0.00011229192144173822,-2.280247893638864e-05,0.7763835504692819,0.5457513051309486,-0.04575130513094787
reference_full_N128_I100,9.78,0.14749818345446272,8.884308222321897e-05,-2.5337550309233914e-05,0.7763755877951962,0.5457592678060709,-0.04575926780607004
reference_full_N128_I100,9.8,0.1339508957453501,0.00028930840567875963,-2.7613092514758862e-05,0.7763689712332382,0.545765884367349,-0.04576588436734808
reference_full_N128_I100,9.82,0.12030779361110594,0.0004884004276513238,-2.9606798360630654e-05,0.7763635821109495,0.5457712734894392,-0.04577127348943844
reference_full_N128_I100,9.84,0.10657877046936357,0.0006854074211911375,-3.129884606190938e-05,0.7763592990432824,0.5457755565569917,-0.04577555655699098
reference_full_N128_I100,9.86,0.09277373932548066,0.0008796133923788751,-3.2672163294868216e-05,0.7763559983020544,0.5457788572981394,-0.04577885729813856
reference_full_N128_I100,9.88,0.07890262951335242,0.0010703020220230123,-3.371266704766414e-05,0.7763535541857347,0.5457813014152451,-0.04578130141524423
reference_full_N128_I100,9.9,0.0649753836810812,0.0012567606880686158,-3.440947661705654e-05,0.7763518393867155,0.5457830162138049,-0.0457830162138041
reference_full_N128_I100,9.92,0.051001954997421765,0.0014382845477096773,-3.475509298418448e-05,0.7763507253700059,0.5457841302303886,-0.0457841302303878
reference_full_N128_I100,9.94,0.036992304545483315,0.0016141806513403107,-3.474554685897421e-05,0.7763500827398074,0.5457847728604607,-0.04578477286045976
reference_full_N128_I100,9.96,0.02295639887767685,0.0017837720666564734,-3.438050818083862e-05,0.7763497816133725,0.5457850739869121,-0.045785073986911284
reference_full_N128_I100,9.98,0.0089042076991112,0.0019464019866964777,-3.366335718390329e-05,0.7763496919908541,0.5457851636101053,-0.045785163610104505
reference_full_N128_I100,10.0,-0.00515429835220448,0.0021014377971482843,-3.260121534554283e-05,0.7763496841201892,0.5457851714802084,-0.04578517148020765
reference_full_N128_I100,10.02,-0.019209149859705225,0.0022482750762676776,-3.120493153819678e-05,0.7763496288678142,0.5457852267325825,-0.04578522673258156
reference_full_N128_I100,10.040000000000001,-0.033250380751571884,0.0023863415047772887,-2.9489028292269696e-05,0.7763493980732527,0.5457854575269598,-0.04578545752695897
reference_full_N128_I100,10.06,-0.047268030424377175,0.002515100657631484,-2.747160166168e-05,0.7763488649093057,0.5457859906911393,-0.04578599069113845
reference_full_N128_I100,10.08,-0.06125214590087945,0.0026340556558404776,-2.5174179217411778e-05,0.7763479042310181,0.5457869513699057,-0.04578695136990486
reference_full_N128_I100,10.1,-0.07519278405452667,0.002742752651929512,-2.2621534549131815e-05,0.7763463929205191,0.5457884626798697,-0.04578846267986882
reference_full_N128_I100,10.120000000000001,-0.08908001393325743,0.0028407841243171294,-1.9841458899635036e-05,0.776344210229466,0.5457906453709093,-0.04579064537090836
reference_full_N128_I100,10.14,-0.10290391921389258,0.0029277919621858283,-1.6864495210026983e-05,0.7763412381053071,0.5457936174948939,-0.045793617494893
reference_full_N128_I100,10.16,-0.11665460081892957,0.003003470311794803,-1.3723632211231527e-05,0.7763373615183025,0.5457974940823483,-0.04579749408234744
reference_full_N128_I100,10.18,-0.1303221797246176,0.0030675681700586977,-1.0453965470014001e-05,0.7763324687729367,0.5458023868277253,-0.04580238682772437
reference_full_N128_I100,10.200000000000001,-0.1438967999907312,0.00311989169730508,-7.092325442234773e-06,0.7763264518164568,0.5458084037839305,-0.04580840378392954
reference_full_N128_I100,10.22,-0.1573686320380994,0.0031603062365659104,-3.6768788201436307e-06,0.7763192065335676,0.5458156490667587,-0.04581564906675787
reference_full_N128_I100,10.24,-0.17072787620024588,0.00318873801912866,-2.467066370492308e-07,0.7763106330303468,0.5458242225698848,-0.045824222569883936
reference_full_N128_I100,10.26,-0.18396476657384664,0.003205175538212229,3.1586367098705574e-06,0.776300635909758,0.5458342196910477,-0.04583421969104673
reference_full_N128_I100,10.28,-0.19706957518840917,0.003209670582012723,6.499577271899943e-06,0.776289124530378,0.5458457310700785,-0.04584573107007747
reference_full_N128_I100,10.3,-0.2100326165187392,0.003202338901188338,9.736984303747643e-06,0.7762760132609893,0.5458588423393942,-0.045858842339393184
reference_full_N128_I100,10.32,-0.22284425235306318,0.003183360515808822,1.2832634588992154e-05,0.7762612217126915,0.5458736338876081,-0.045873633887607256
reference_full_N128_I100,10.34,-0.23549489703624032,0.003152979638109249,1.5749673852128584e-05,0.7762446749633908,0.545890180636873,-0.04589018063687212
reference_full_N128_I100,10.36,-0.24797502309845945,0.00311150421187165,1.8453068806409525e-05,0.776226303766231,0.5459085518345841,-0.04590855183458326
reference_full_N128_I100,10.38,-0.26027516727831096,0.0030593050648915184,2.0910044409930846e-05,0.7762060447403702,0.5459288108600622,-0.04592881086006127
reference_full_N128_I100,10.4,-0.2723859369520332,0.0029968146577648205,2.3090498836727104e-05,0.7761838405535559,0.5459510150468122,-0.04595101504681129
reference_full_N128_I100,10.42,-0.28429801696440515,0.0029245254526801072,2.4967393194355808e-05,0.7761596400794,0.5459752155209615,-0.045975215520960705
reference_full_N128_I100,10.44,-0.29600217686946045,0.0028429878812860055,2.6517107607118603e-05,0.7761333985438638,0.5460014570564506,-0.04600145705644974
reference_full_N128_I100,10.46,-0.30748927857432173,0.0027528079290446705,2.7719760117900677e-05,0.7761050776529835,0.5460297779475355,-0.04602977794753454
reference_full_N128_I100,10.48,-0.318750284378598,0.002654644345453211,2.8559485035025424e-05,0.7760746457013615,0.5460602098991365,-0.046060209899135666
reference_full_N128_I100,10.5,-0.3297762654066173,0.0025492054720120004,2.9024660256358937e-05,0.7760420776648138,0.5460927779355643,-0.04609277793556346
reference_full_N128_I100,10.52,-0.34055841040999824,0.002437245725845806,2.9108088241914433e-05,0.7760073552723646,0.5461275003280694,-0.046127500328068616
reference_full_N128_I100,10.540000000000001,-0.3510880349300225,0.002319561736664275,2.8807121605259137e-05,0.7759704670588967,0.546164388541691,-0.04616438854169021
reference_full_N128_I100,10.56,-0.36135659079924887,0.0021969881572827484,2.8123731144238497e-05,0.7759314083983199,0.5462034472018049,-0.04620344720180393
reference_full_N128_I100,10.58,-0.3713556759549582,0.0020703931771210073,2.7064519377298345e-05,0.7758901815193849,0.5462446740807037,-0.04624467408070285
reference_full_N128_I100,10.6,-0.3810770445428819,0.00194067374721513,2.5640670207500668e-05,0.775846795495815,0.5462880601045806,-0.04628806010457977
reference_full_N128_I100,10.620000000000001,-0.39051261727703396,0.0018087505528706356,2.386784093226586e-05,0.775801266219306,0.5463335893811194,-0.046333589381118596
