q,n,Lambda_eV,G00,tau,zeta,h2,M_eV,min_mass_eV,max_mass_eV,condition_H,mG_eV,phase,rH,hidden_self_mass_leading_eV,clockoff_my2_leading_eV2,max_x,max_static_force_ratio,max_once_rematched_force_ratio,alpha_delta,max_abs_static_dVchi_eV4,max_abs_static_dVy_eV4,FX_over_min_mass2,MQ_over_min_mass,max_mass_over_KK,gap_conditions_pass,static_response_and_gap_conditions_pass,once_rematched_response_and_gap_conditions_pass
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,3.1622776601683796e-17,zero,3.1911241336605953,0.26674088550501596,6.20327828056388e-63,9.486760000000002e-26,5.369669524636389e-09,2.684834762318192e-09,4.7433800000000055e-26,7.693204779813131e-23,0.0,5.332263594160303e-13,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,5.62341325190349e-17,zero,3.1911241336605953,0.4743398245091195,1.960424408837252e-62,2.999976921537897e-25,3.0195870763182574e-08,1.509793538159134e-08,1.4999884607689432e-25,4.3262069708408415e-22,0.0,9.48225455839541e-13,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1e-16,zero,3.1911241336605953,0.8435087432860432,6.19818188870861e-62,9.486760000000001e-25,1.698038598024461e-07,8.490192990122317e-08,4.743379999999994e-25,2.4328049610303654e-21,0.0,1.6862098041942274e-12,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1.7782794100389228e-16,zero,3.1911241336605953,1.4999942303733782,1.959914769651725e-61,2.999976921537898e-24,9.54877275437438e-07,4.774386377187186e-07,1.4999884607689502e-24,1.3680667657154713e-20,0.0,2.9985521758043584e-12,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,3.1622776601683793e-16,zero,3.1911241336605953,2.667408855050159,6.197672249523085e-61,9.486760000000001e-24,5.369669524636389e-06,2.6848347623181856e-06,4.743380000000016e-24,7.693204779813129e-20,0.0,5.332263594160303e-12,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,5.623413251903491e-16,zero,3.1911241336605953,4.743398245091195,1.9598638057331727e-60,2.999976921537898e-23,3.019587076318259e-05,1.5097935381591318e-05,1.4999884607689466e-23,4.326206970840843e-19,0.0,9.48225455839541e-12,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1e-15,zero,3.1911241336605953,8.435087432860433,6.197621285604534e-60,9.486760000000001e-23,0.0001698038598024461,8.490192990122298e-05,4.7433800000000044e-23,2.432804961030365e-18,0.0,1.6862098041942277e-11,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1.7782794100389227e-15,zero,3.1911241336605953,14.999942303733782,1.9598587093413172e-59,2.999976921537897e-22,0.0009548772754374379,0.00047743863771871725,1.4999884607689537e-22,1.3680667657154706e-17,0.0,2.998552175804358e-11,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,3.1622776601683794e-15,zero,3.1911241336605953,26.67408855050159,6.197616189212672e-59,9.486760000000001e-22,0.005369669524636389,0.0026848347623181982,4.743379999999993e-22,7.69320477981313e-17,0.0,5.332263594160303e-11,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,5.6234132519034904e-15,zero,3.1911241336605953,47.433982450911955,1.9598581997021324e-58,2.999976921537897e-21,0.03019587076318257,0.01509793538159127,1.49998846076895e-21,4.32620697084084e-16,0.0,9.48225455839541e-11,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1e-14,zero,3.1911241336605953,84.35087432860433,6.19761567957349e-58,9.48676e-21,0.16980385980244608,0.08490192990122278,4.743380000000015e-21,2.4328049610303647e-15,0.0,1.6862098041942276e-10,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1.7782794100389227e-14,zero,3.1911241336605953,149.9994230373378,1.9598581487382125e-57,2.999976921537897e-20,0.9548772754374378,0.47743863771871964,1.499988460768946e-20,1.3680667657154709e-14,0.0,2.9985521758043585e-10,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,3.1622776601683796e-14,zero,3.1911241336605953,266.7408855050159,6.197615628609573e-57,9.486760000000003e-20,5.36966952463639,2.6848347623181943,4.743380000000003e-20,7.693204779813132e-14,0.0,5.332263594160304e-10,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,5.6234132519034906e-14,zero,3.1911241336605953,474.3398245091195,1.9598581436418216e-56,2.9999769215378974e-19,30.19587076318258,15.097935381591242,1.4999884607689533e-19,4.3262069708408416e-13,0.0,9.482254558395408e-10,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1e-13,zero,3.1911241336605953,843.5087432860432,6.197615623513176e-56,9.486760000000002e-19,169.80385980244614,84.90192990122321,4.743379999999992e-19,2.4328049610303653e-12,0.0,1.6862098041942276e-09,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1.7782794100389227e-13,zero,3.1911241336605953,1499.9942303733783,1.959858143132183e-55,2.9999769215378974e-18,954.8772754374378,477.4386377187186,1.4999884607689497e-18,1.368066765715471e-11,0.0,2.9985521758043587e-09,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,3.162277660168379e-13,zero,3.1911241336605953,2667.408855050159,6.197615623003542e-55,9.486759999999999e-18,5369.669524636387,2684.8347623181853,4.743380000000014e-18,7.693204779813126e-11,0.0,5.332263594160303e-09,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,5.62341325190349e-13,zero,3.1911241336605953,4743.398245091195,1.9598581430812174e-54,2.9999769215378974e-17,30195.870763182582,15097.935381591318,1.499988460768946e-17,4.326206970840842e-10,0.0,9.48225455839541e-09,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1e-12,zero,3.1911241336605953,8435.087432860431,6.197615622952576e-54,9.486759999999999e-17,169803.8598024461,84901.92990122297,4.743380000000003e-17,2.4328049610303646e-09,0.0,1.6862098041942276e-08,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1.7782794100389228e-12,zero,3.1911241336605953,14999.942303733782,1.9598581430761218e-53,2.999976921537896e-16,954877.2754374372,477438.63771871733,1.499988460768953e-16,1.3680667657154703e-08,0.0,2.9985521758043584e-08,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,3.1622776601683794e-12,zero,3.1911241336605953,26674.08855050159,6.197615622947481e-53,9.486759999999984e-16,5369669.524636376,2684834.762318194,4.743379999999991e-16,7.69320477981311e-08,0.0,5.332263594160303e-08,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,5.6234132519034904e-12,zero,3.1911241336605953,47433.98245091195,1.959858143075613e-52,2.9999769215378785e-15,30195870.763182294,15097935.381591162,1.499988460768949e-15,4.326206970840801e-07,0.0,9.48225455839541e-08,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1e-11,zero,3.1911241336605953,84350.87432860432,6.197615622946969e-52,9.486759999999819e-15,169803859.80244127,84901929.90122144,4.743379999999977e-15,2.4328049610302957e-06,0.0,1.6862098041942276e-07,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1.7782794100389227e-11,zero,3.1911241336605953,149999.42303733784,1.9598581430755632e-51,2.9999769215377167e-14,954877275.4373517,477438637.7186925,1.499988460768919e-14,1.3680667657153477e-05,0.0,2.998552175804359e-07,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,3.1622776601683794e-11,zero,3.1911241336605953,266740.8855050159,6.197615622946917e-51,9.486759999998203e-14,5369669524.634862,2684834762.3177404,4.743379999999681e-14,7.693204779810943e-05,0.0,5.332263594160303e-07,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,5.6234132519034906e-11,zero,3.1911241336605953,474339.8245091195,1.9598581430755557e-50,2.9999769215360974e-13,30195870763.155403,15097935381.583149,1.4999884607686328e-13,0.0004326206970836948,0.0,9.482254558395409e-07,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1e-10,zero,3.1911241336605953,843508.7432860433,6.197615622946915e-50,9.486759999982003e-13,169803859801.96295,84901929901.07892,4.743379999996806e-13,0.0024328049610234425,0.0,1.6862098041942277e-06,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1.778279410038923e-10,zero,3.1911241336605953,1499994.2303733784,1.959858143075556e-49,2.9999769215198974e-12,954877275428.8441,477438637715.854,1.4999884607666998e-12,0.013680667657031586,0.0,2.998552175804359e-06,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,3.1622776601683795e-10,zero,3.1911241336605953,2667408.855050159,6.197615622946911e-49,9.486759999820002e-12,5369669524483.564,2684834762267.256,4.7433799999774964e-12,0.07693204779594176,0.0,5.332263594160303e-06,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,5.623413251903491e-10,zero,3.1911241336605953,4743398.245091196,1.9598581430755574e-48,2.9999769213579006e-11,30195870760464.98,15097935380685.4,1.4999884607464515e-11,0.4326206970451487,0.0,9.482254558395411e-06,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1e-09,zero,3.1911241336605953,8435087.432860434,6.197615622946915e-48,9.486759998200028e-11,169803859754119.44,84901929885114.36,4.7433799997749934e-11,2.4328049603379824,0.0,1.6862098041942277e-05,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1.7782794100389228e-09,zero,3.1911241336605953,14999942.303733783,1.9598581430755562e-47,2.999976919737926e-10,954877274578055.2,477438637432258.8,1.4999884605439503e-10,13.680667644842206,0.0,2.9985521758043588e-05,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,3.1622776601683795e-09,zero,3.1911241336605953,26674088.550501592,6.197615622946916e-47,9.48675998200028e-10,5369669509354161.0,2684834757224114.0,4.743379997750044e-10,76.93204757918055,0.0,5.3322635941603036e-05,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,5.623413251903491e-09,zero,3.1911241336605953,47433982.450911954,1.959858143075556e-46,2.9999769035381746e-09,3.019587049142185e+16,1.5097935291004374e+16,1.4999884585189843e-09,432.620693190528,0.0,9.48225455839541e-05,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1e-08,zero,3.1911241336605953,84350874.32860433,6.197615622946914e-46,9.486759820002776e-09,1.6980385496978096e+17,8.490192829033486e+16,4.743379977500334e-09,2432.804891792058,0.0,0.00016862098041942275,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1.7782794100389228e-08,zero,3.1911241336605953,149999423.03733784,1.9598581430755558e-45,2.999976741540687e-08,9.548771894991548e+17,4.774386090726236e+17,1.4999884382692964e-08,13680.666425904246,0.0,0.0002998552175804359,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,3.162277660168379e-08,zero,3.1911241336605953,266740885.5050159,6.197615622946918e-45,9.48675820002829e-08,5.369667996413985e+18,2.68483425291067e+18,4.743379775003485e-08,76932.02590306336,0.0,0.0005332263594160303,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,5.6234132519034905e-08,zero,3.1911241336605953,474339824.5091195,1.959858143075556e-44,2.999975121567481e-07,3.019584358714056e+19,1.509792632290735e+19,1.499988235772499e-07,432620.30772891926,0.0,0.0009482254558395409,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1e-07,zero,3.1911241336605953,843508743.2860432,6.197615622946915e-44,9.486742000336703e-07,1.6980337653774038e+20,8.490176881280549e+19,4.7433777500373317e-07,2432798.0372256,0.0,0.0016862098041942274,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1.7782794100389227e-07,zero,3.1911241336605953,1499994230.3733783,1.9598581430755556e-43,2.999958922003831e-06,9.548686817111941e+20,4.7743577313256224e+20,1.499986210813691e-06,13680544.533570452,0.0,0.0029985521758043583,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,3.162277660168379e-07,zero,3.1911241336605953,2667408855.050159,6.1976156229469174e-43,9.48658000874573e-06,5.369516708137112e+21,2.684783822881064e+21,4.743357500666343e-06,76929858.3735917,0.0,0.005332263594160303,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,5.62341325190349e-07,zero,3.1911241336605953,4743398245.091195,1.959858143075555e-42,2.9997969432044362e-05,3.019315348178568e+22,1.5097029587163658e+22,1.4999659621275327e-05,432581766.1924626,0.0,0.009482254558395409,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1e-06,zero,3.1911241336605953,8435087432.860433,6.197615622946912e-42,9.484960625107849e-05,1.697555514790602e+23,8.488582521788559e+22,4.7431550354724996e-05,2432112840.551307,0.0,0.016862098041942275,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1.7782794100389227e-06,zero,3.1911241336605953,14999942303.73378,1.9598581430755554e-41,0.0002998178836761872,9.54018922336413e+23,4.7715241284293654e+23,0.00014997635654126083,13668369905.590532,0.0,0.029985521758043584,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,3.162277660168379e-06,zero,3.1911241336605953,26674088550.50159,6.197615622946911e-41,0.000946881980070995,5.354445035385728e+24,2.679753935455953e+24,0.00047411332297848556,76713924293.62878,0.0,0.05332263594160303,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,5.623413251903491e-06,zero,3.1911241336605953,47433982450.91196,1.959858143075556e-40,0.0029821637984166704,2.9927326938362047e+25,1.5008088742127756e+25,0.0014977485548542206,428773230071.0402,0.0,0.0948225455839541,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,9.999999999999999e-06,zero,3.1911241336605953,84350874328.60432,6.1976156229469165e-40,0.009312506826693167,1.6514696373404592e+26,8.33318389436044e+25,0.004721194097225648,2366084923739.1772,0.0,0.16862098041942275,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,1.778279410038923e-05,zero,3.1911241336605953,149999423037.33783,1.959858143075556e-39,0.028367510169981035,8.780161740164626e+26,4.5095135428666034e+26,0.014784402214783835,12579467313035.602,0.0,0.2998552175804359,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,3.1622776601683795e-05,zero,3.1911241336605953,266740885505.01593,6.197615622946916e-39,0.08115933970148648,4.2489189308624334e+27,2.278014997930123e+27,0.045451021040672765,60874888627643.88,0.0,0.5332263594160304,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,5.623413251903491e-05,zero,3.1911241336605953,474339824509.1195,1.9598581430755547e-38,0.2061966757059631,1.7206525256637728e+28,9.954387180792915e+27,0.13384234839759374,246520426892201.47,0.0,0.9482254558395409,0.19995211791936685,0.014999600834011168,False,False,False
2.0,202,1000000000000.0,0.25,2.3336307291979116e-61,1.0,0.08333333333333334,500000000000.0,500119733867.1163,1499960083401.1167,8.995212365110099,0.0001,zero,3.1911241336605953,843508743286.0433,6.197615622946917e-38,0.45074809237856,5.56123866312168e+28,3.528093170275503e+28,0.3660441794565163,796766871192253.0,0.0,1.6862098041942277,0.19995211791936685,0.014999600834011168,False,False,False
