case,n,g,initial_mode,dt,t,energy,relative_energy_deviation,cosine_q_1,cosine_velocity_1,cosine_q_3,cosine_velocity_3,cosine_q_5,cosine_velocity_5,cosine_q_initial_mode,cosine_velocity_initial_mode
time_N128_dt0p01,128,1.0,1,0.01,18.32,0.8220920476444716,-5.206926311707161e-05,-0.045630356065967145,-0.7205498974895032,-0.00012014516905605238,0.001509822752944894,-5.858590361498186e-06,2.6098683073749998e-05,-0.045630356065967145,-0.7205498974895032
time_N128_dt0p01,128,1.0,1,0.01,18.34,0.8220922411262123,-5.183392248009344e-05,-0.060021645437650796,-0.7184346863642266,-8.971780369524575e-05,0.0015315469933289312,-5.306948786534693e-06,2.899443063358886e-05,-0.060021645437650796,-0.7184346863642266
time_N128_dt0p01,128,1.0,1,0.01,18.36,0.8220924876148187,-5.153410718250484e-05,-0.07436485836678275,-0.7157424575099239,-5.890996343092299e-05,0.0015479429566560715,-4.700309363581445e-06,3.159108751312339e-05,-0.07436485836678275,-0.7157424575099239
time_N128_dt0p01,128,1.0,1,0.01,18.38,0.8220927871458305,-5.116977399588496e-05,-0.08864846319611683,-0.7124741338644642,-2.7825046231760037e-05,0.0015593530128883862,-4.04494273818888e-06,3.386042751001414e-05,-0.08864846319611683,-0.7124741338644642
time_N128_dt0p01,128,1.0,1,0.01,18.400000000000002,0.822093139739669,-5.074089808065896e-05,-0.10286094887942271,-0.7086308561131516,3.441409535709149e-06,0.0015662194561479647,-3.3476570620324922e-06,3.577699880342133e-05,-0.10286094887942271,-0.7086308561131516
time_N128_dt0p01,128,1.0,1,0.01,18.42,0.8220935453893532,-5.0247487928589685e-05,-0.1169908294417876,-0.7042139936677435,3.48036691500244e-05,0.001569078804026384,-2.6157396537257103e-06,3.7318403644052486e-05,-0.1169908294417876,-0.7042139936677435
time_N128_dt0p01,128,1.0,1,0.01,18.44,0.8220940040464189,-4.9689602488522944e-05,-0.1310266486770285,-0.6992251573757526,6.618762141601399e-05,0.0015685550944568754,-1.856893295023018e-06,3.8465554068871504e-05,-0.1310266486770285,-0.6992251573757526
time_N128_dt0p01,128,1.0,1,0.01,18.46,0.8220945156052121,-4.906737027232655e-05,-0.14495698511587732,-0.6936662138622929,9.753245484911134e-05,0.001565352233436118,-1.0791676841567092e-06,3.920289942233333e-05,-0.14495698511587732,-0.6936662138622929
time_N128_dt0p01,128,1.0,1,0.01,18.48,0.82209507988575,-4.838101020121499e-05,-0.1587704572965093,-0.687539301393032,0.0001287921717700593,0.0015602454545022336,-2.908866518694252e-07,3.9518621555546435e-05,-0.1587704572965093,-0.687539301393032
time_N128_dt0p01,128,1.0,1,0.01,18.5,0.8220956966153712,-4.7630853925784145e-05,-0.17245572936662254,-0.6808468471335023,0.00015993692320982744,0.0015540719582515558,4.994281734970456e-07,3.9404793768839324e-05,-0.17245572936662254,-0.6808468471335023
time_N128_dt0p01,128,1.0,1,0.01,18.52,0.8220963654094224,-4.681736931722025e-05,-0.18600151704365098,-0.6735915856671925,0.00019095414896197707,0.0015477208072671935,1.2831364894908683e-06,3.88574998646988e-05,-0.18600151704365098,-0.6735915856671925
time_N128_dt0p01,128,1.0,1,0.01,18.54,0.8220970857512421,-4.594118481449083e-05,-0.1993965939568179,-0.6657765786225628,0.00022184950869548134,0.0015421221585900607,2.051560400412128e-06,3.787691008597626e-05,-0.1993965939568179,-0.6657765786225628
time_N128_dt0p01,128,1.0,1,0.01,18.56,0.8220978569717357,-4.50031142675833e-05,-0.21262979839162172,-0.6574052352474842,0.00025264759174859527,0.001538235922237481,2.7960665647459413e-06,3.6467311228015055e-05,-0.21262979839162172,-0.6574052352474842
time_N128_dt0p01,128,1.0,1,0.01,18.580000000000002,0.8220986782288459,-4.4004181909196305e-05,-0.22569004045400473,-0.6484813337586834,0.00028339239505479653,0.00153703994021151,3.508148469974751e-06,3.463708882458558e-05,-0.22569004045400473,-0.6484813337586834
time_N128_dt0p01,128,1.0,1,0.01,18.6,0.8220995484872444,-4.294564705620285e-05,-0.2385663096679042,-0.6390090432836849,0.00031414756059656345,0.0015395177858807767,4.179507860435397e-06,3.23986600096717e-05,-0.2385663096679042,-0.6390090432836849
time_N128_dt0p01,128,1.0,1,0.01,18.62,0.8221004664985853,-4.1829028128548273e-05,-0.2512476830161397,-0.6289929462035733,0.00034499636583064657,0.0015466462885058625,4.802134323506313e-06,2.9768356437587206e-05,-0.2512476830161397,-0.6289929462035733
time_N128_dt0p01,128,1.0,1,0.01,18.64,0.8221014307826685,-4.065612556070075e-05,-0.26372333343067533,-0.618438060696756,0.0003760414626682559,0.0015593828919448836,5.368382035378579e-06,2.676625748884858e-05,-0.26372333343067533,-0.618438060696756
time_N128_dt0p01,128,1.0,1,0.01,18.66,0.8221024396098748,-3.9429043167227285e-05,-0.2759825387342232,-0.6073498632769097,0.00040740436281188036,0.0015786529601601595,5.8710426810655785e-06,2.3415974881771262e-05,-0.2759825387342232,-0.6073498632769097
time_N128_dt0p01,128,1.0,1,0.01,18.68,0.8221034909852315,-3.81502075242901e-05,-0.28801469103096,-0.5957343111125302,0.000439224669533294,0.0016053371449819558,6.303413594855484e-06,1.9744390731651305e-05,-0.28801469103096,-0.5957343111125302
time_N128_dt0p01,128,1.0,1,0.01,18.7,0.8221045826344692,-3.68223849289695e-05,-0.29980930653982746,-0.5835978639111024,0.0004716590583086005,0.001640258933608803,6.659360217560818e-06,1.5781352029402235e-05,-0.29980930653982746,-0.5835978639111024
time_N128_dt0p01,128,1.0,1,0.01,18.72,0.8221057119924222,-3.54486955088662e-05,-0.3113560358595151,-0.5709475051479616,0.0005048800110896565,0.0016841724944717889,6.933372035543187e-06,1.1559325428183112e-05,-0.3113560358595151,-0.5709475051479616
time_N128_dt0p01,128,1.0,1,0.01,18.740000000000002,0.8221068761941139,-3.403262406542762e-05,-0.32264467464980845,-0.5577907624185219,0.000539074311368216,0.0017377509403040496,7.120611253297997e-06,7.1130171073329464e-06,-0.32264467464980845,-0.5577907624185219
time_N128_dt0p01,128,1.0,1,0.01,18.76,0.8221080720688454,-3.257802726375214e-05,-0.3336651747095547,-0.5441357266928162,0.0005744413095607933,0.0018015751264824544,7.216953555045154e-06,2.4789633039137388e-06,-0.3336651747095547,-0.5441357266928162
time_N128_dt0p01,128,1.0,1,0.01,18.78,0.822109296137587,-3.108913680582859e-05,-0.34440765542709695,-0.5299910702532866,0.0006111909705880999,0.0018761231008959673,7.219020430236898e-06,-2.304902158532794e-06,-0.34440765542709695,-0.5299910702532866
time_N128_dt0p01,128,1.0,1,0.01,18.8,0.8221105446139336,-2.9570558268354752e-05,-0.3548624155746747,-0.5153660631005761,0.0006495417178217898,0.0019617603187067297,7.124202671136209e-06,-7.19969637918013e-06,-0.3548624155746747,-0.5153660631005761
time_N128_dt0p01,128,1.0,1,0.01,18.82,0.8221118134088524,-2.8027265327912332e-05,-0.36501994541404115,-0.5002705876177471,0.0006897180898015366,0.002058730731371002,6.930674795398137e-06,-1.216604445170632e-05,-0.36501994541404115,-0.5002705876177471
time_N128_dt0p01,128,1.0,1,0.01,18.84,0.8221130981394029,-2.64645891541182e-05,-0.37487093907642177,-0.48471515129094445,0.0007319482282642023,0.0021671488541600034,6.6374003000872054e-06,-1.7164537255503683e-05,-0.37487093907642177,-0.48471515129094445
time_N128_dt0p01,128,1.0,1,0.01,18.86,0.8221143941415632,-2.4888202808881488e-05,-0.3844063071759952,-0.4687108972940406,0.0007764612180519347,0.00228699291015543,6.244127812847393e-06,-2.215618191441076e-05,-0.3844063071759952,-0.4687108972940406
time_N128_dt0p01,128,1.0,1,0.01,18.88,0.8221156964872351,-2.3304100562060448e-05,-0.3936171896123327,-0.45226961275627275,0.0008234843013543948,0.0024180991412970547,5.751378368095744e-06,-2.7102836833310962e-05,-0.3936171896123327,-0.45226961275627275
time_N128_dt0p01,128,1.0,1,0.01,18.900000000000002,0.8221170000054446,-2.1718572104534317e-05,-0.4024949685137451,-0.4354037345452588,0.0008732399904694852,0.002560157368550095,5.160424196577958e-06,-3.196762336546776e-05,-0.4024949685137451,-0.4354037345452588
time_N128_dt0p01,128,1.0,1,0.01,18.92,0.8221182993076883,-2.0138171717865028e-05,-0.41103128127028093,-0.41812635241304885,0.0009259431048149472,0.0027127078736733853,4.473259572943267e-06,-3.671530649135423e-05,-0.41103128127028093,-0.41812635241304885
time_N128_dt0p01,128,1.0,1,0.01,18.94,0.8221195888173062,-1.8569682547209254e-05,-0.4192180336022386,-0.4004512093699386,0.0009817977592694667,0.0028751396644582546,3.6925644137983434e-06,-4.131263740199704e-05,-0.4192180336022386,-0.4004512093699386
time_N128_dt0p01,128,1.0,1,0.01,18.96,0.8221208628026968,-1.7020076199747436e-05,-0.4270474126075339,-0.38239269916956564,0.0010409943320456383,0.003046690173739921,2.8216614540409064e-06,-4.572865157412593e-05,-0.4270474126075339,-0.38239269916956564
time_N128_dt0p01,128,1.0,1,0.01,18.98,0.8221221154141143,-1.5496467987707874e-05,-0.4345118997291355,-0.3639658608091878,0.0011037064411810705,0.003226446430044772,1.8644679496775524e-06,-4.993491678922501e-05,-0.4345118997291355,-0.3639658608091878
time_N128_dt0p01,128,1.0,1,0.01,19.0,0.822123340723727,-1.4006068201899424e-05,-0.44160428358207166,-0.3451863699708835,0.0011700879593606996,0.0034133477245294405,8.254429561245928e-07,-5.390572657203698e-05,-0.44160428358207166,-0.3451863699708835
time_N128_dt0p01,128,1.0,1,0.01,19.02,0.8221245327685353,-1.255612990991306e-05,-0.4483176725782573,-0.3260705273525185,0.001240270097139639,0.0036061897850086636,-2.9046868975648136e-07,-5.76182356855997e-05,-0.4483176725782573,-0.3260705273525185
time_N128_dt0p01,128,1.0,1,0.01,19.04,0.8221256855957075,-1.1153893811455262e-05,-0.45464550728660474,-0.3066352438615156,0.0013143585847088433,0.0038036304534928744,-1.477894500622702e-06,-6.105253559823706e-05,-0.45464550728660474,-0.3066352438615156
time_N128_dt0p01,128,1.0,1,0.01,19.06,0.8221267933098059,-9.806530795852808e-06,-0.46058157246559195,-0.2868980226695075,0.0013924309821278307,0.004004196848908434,-2.7310933717172927e-06,-6.419166920421736e-05,-0.46058157246559195,-0.2868980226695075
time_N128_dt0p01,128,1.0,1,0.01,19.080000000000002,0.82212785012135,-8.521082870860397e-06,-0.4661200087056771,-0.2668769381516211,0.001474534147432783,0.004206293981713494,-4.044014304226965e-06,-6.702158550503254e-05,-0.4661200087056771,-0.2668769381516211
time_N128_dt0p01,128,1.0,1,0.01,19.1,0.8221288503961086,-7.30440320839687e-06,-0.471255323619688,-0.2465906117601646,0.0015606818912124116,0.004408214772118308,-5.410353636299493e-06,-6.953103640819721e-05,-0.471255323619688,-0.2465906117601646
time_N128_dt0p01,128,1.0,1,0.01,19.12,0.8221297887044817,-6.163096077704822e-06,-0.4759824025205635,-0.22605818490859853,0.0016508528451288946,0.004608151408747577,-6.823609656432646e-06,-7.171141924006911e-05,-0.4759824025205635,-0.22605818490859853
time_N128_dt0p01,128,1.0,1,0.01,19.14,0.8221306598703126,-5.103457473398798e-06,-0.48029651852761,-0.2052992889675898,0.0017449885704515907,0.004804207970025203,-8.277133559941797e-06,-7.355656996189101e-05,-0.48029651852761,-0.2052992889675898
time_N128_dt0p01,128,1.0,1,0.01,19.16,0.8221314590184601,-4.131417251640457e-06,-0.4841933420447224,-0.18433401250036832,0.0018429919309741788,0.004994414216502397,-9.764175822510526e-06,-7.506251338756909e-05,-0.4841933420447224,-0.18433401250036832
time_N128_dt0p01,128,1.0,1,0.01,19.18,0.8221321816204635,-3.2524835845704203e-06,-0.487668949556814,-0.16318286588925437,0.0019447257527154256,0.005176740448970726,-1.1277927202865709e-05,-7.622717789096512e-05,-0.487668949556814,-0.16318286588925437
time_N128_dt0p01,128,1.0,1,0.01,19.2,0.8221328235376414,-2.4716905387967003e-06,-0.4907198316939764,-0.14186674352879494,0.002050011790572192,0.005349113314682423,-1.2811553747325325e-05,-7.705008312635343e-05,-0.4907198316939764,-0.14186674352879494
time_N128_dt0p01,128,1.0,1,0.01,19.22,0.8221333810610015,-1.7935495303378346e-06,-0.49334290051662355,-0.12040688378316447,0.0021586300196227617,0.005509432432511388,-1.4358225348188234e-05,-7.75320101356211e-05,-0.49334290051662355,-0.12040688378316447
time_N128_dt0p01,128,1.0,1,0.01,19.240000000000002,0.8221338509473682,-1.2220053808853493e-06,-0.4955354959790394,-0.09882482692607275,0.002270318266088608,0.005655587697592652,-1.5911137602688603e-05,-7.76746638528242e-05,-0.4955354959790394,-0.09882482692607275
time_N128_dt0p01,128,1.0,1,0.01,19.26,0.8221342304511922,-7.603976271974844e-07,-0.4972953915333038,-0.0771423713001264,0.002384772190080699,0.005785477117022872,-1.746352692375673e-05,-7.748033841688517e-05,-0.4972953915333038,-0.0771423713001264
time_N128_dt0p01,128,1.0,1,0.01,19.28,0.8221345173515645,-4.114276616062895e-07,-0.4986207988404829,-0.055381527949172324,0.0025016456292092856,0.0058970250207223554,-1.9008679064296955e-05,-7.69515958488256e-05,-0.4986207988404829,-0.055381527949172324
time_N128_dt0p01,128,1.0,1,0.01,19.3,0.8221347099740283,-1.7713220201720503e-07,-0.4995103715611884,-0.03356447399140483,0.0026205513089552464,0.005988200485663465,-2.053993142730385e-05,-7.609096852889735e-05,-0.4995103715611884,-0.03356447399140483
time_N128_dt0p01,128,1.0,1,0.01,19.32,0.8221348072068657,-5.886348153349985e-08,-0.49996320820309104,-0.011713505012757522,0.002741061922418378,0.006057035807453263,-2.205066973956709e-05,-7.490069551587794e-05,-0.49996320820309104,-0.011713505012757522
time_N128_dt0p01,128,1.0,1,0.01,19.34,0.8221348085116141,-5.7276456799648656e-08,-0.49997885400865894,0.010149013230821517,0.0028627115787090438,0.006101644850789701,-2.35343198614773e-05,-7.338250208679302e-05,-0.49997885400865894,0.010149013230821517
time_N128_dt0p01,128,1.0,1,0.01,19.36,0.8221347139276695,-1.7232320859150718e-07,-0.4995573018722377,0.03200069350731264,0.0029849976158683976,0.0061202411096356315,-2.4984335684666824e-05,-7.15374309491468e-05,-0.4995573018722377,0.03200069350731264
time_N128_dt0p01,128,1.0,1,0.01,19.38,0.8221345240709161,-4.032546087051614e-07,-0.49869899228152353,0.053819175900443966,0.003107382770826358,0.006111155309093182,-2.6394184226806545e-05,-6.936573240416523e-05,-0.49869899228152353,0.053819175900443966
time_N128_dt0p01,128,1.0,1,0.01,19.400000000000002,0.8221342401264257,-7.48629200852946e-07,-0.4974048122844661,0.0755821764004985,0.0032292976955708517,0.00607285238390649,-2.775732916520671e-05,-6.686681934115895e-05,-0.4974048122844661,0.0755821764004985
time_N128_dt0p01,128,1.0,1,0.01,19.42,0.8221338638353558,-1.2063291358055395e-06,-0.4956760934885931,0.09726753499757228,0.0033501438054436075,0.0060039476732420645,-2.9067214152870775e-05,-6.403929134815745e-05,-0.4956760934885931,0.09726753499757228
time_N128_dt0p01,128,1.0,1,0.01,19.44,0.8221333974762756,-1.7735828862219805e-06,-0.4935146091056394,0.11885326298595934,0.003469296442330598,0.005903222177835147,-3.031724732919435e-05,-6.088103046652094e-05,-0.4935146091056394,0.11885326298595934
time_N128_dt0p01,128,1.0,1,0.01,19.46,0.8221328438412216,-2.4469943711302733e-06,-0.49092257006011486,0.14031758919633935,0.0035861083325139645,0.005769636733666641,-3.150078846947498e-05,-5.738936923655159e-05,-0.49092257006011486,0.14031758919633935
time_N128_dt0p01,128,1.0,1,0.01,19.48,0.8221322062068751,-3.222578014439037e-06,-0.4879026201860095,0.16163900488311608,0.0036999133161279875,0.005602344965943704,-3.26111402108638e-05,-5.3561329720505196e-05,-0.4879026201860095,0.16163900488311608
time_N128_dt0p01,128,1.0,1,0.01,19.5,0.8221314883013148,-4.095799184145044e-06,-0.4844578305411652,0.18279630700745886,0.0038100303225438188,0.005400704898173213,-3.3641544746263653e-05,-4.939393019490859e-05,-0.4844578305411652,0.18279630700745886
time_N128_dt0p01,128,1.0,1,0.01,19.52,0.8221306942668647,-5.061619383517346e-06,-0.4805916928738805,0.20376863967215225,0.003915767563623315,0.005164289103396925,-3.458518729152262e-05,-4.4884554224034036e-05,-0.4805916928738805,0.20376863967215225
time_N128_dt0p01,128,1.0,1,0.01,19.54,0.8221298286196018,-6.114545502589053e-06,-0.4763081122810189,0.22453553348205801,0.004016426914655222,0.004892893298041703,-3.543520750616985e-05,-4.003137490966421e-05,-0.4763081122810189,0.22453553348205801
time_N128_dt0p01,128,1.0,1,0.01,19.56,0.8221288962061287,-7.248682398430795e-06,-0.4716113991012286,0.24507694262360924,0.004111308450936605,0.004586543293153913,-3.6184719885545365e-05,-3.4833825306750936e-05,-0.4716113991012286,0.24507694262360924
time_N128_dt0p01,128,1.0,1,0.01,19.580000000000002,0.8221279021582427,-8.457788032600888e-06,-0.4665062600907993,0.2653732794780356,0.004199715106407369,0.004245500232853614,-3.6826843944805874e-05,-2.929310434774257e-05,-0.4665062600907993,0.2653732794780356
time_N128_dt0p01,128,1.0,1,0.01,19.6,0.8221268518461431,-9.735330387727892e-06,-0.4609977889331649,0.28540544660569656,0.0042809574194971126,0.0038702640654711684,-3.7354744787396424e-05,-2.3412706172697695e-05,-0.4609977889331649,0.28540544660569656
time_N128_dt0p01,128,1.0,1,0.01,19.62,0.8221257508308264,-1.1074545370748368e-05,-0.4550914561360817,0.30515486596270036,0.004354358330412348,0.0034615752088262603,-3.776168439568072e-05,-1.7198959558740422e-05,-0.4550914561360817,0.30515486596270036
time_N128_dt0p01,128,1.0,1,0.01,19.64,0.8221246048163019,-1.2468494935968799e-05,-0.44879309837303805,0.32460350523561926,0.004419257993482686,0.003020414387283339,-3.804108370531362e-05,-1.0661563214008497e-05,-0.44879309837303805,0.32460350523561926
time_N128_dt0p01,128,1.0,1,0.01,19.66,0.8221234196022459,-1.3910124673444102e-05,-0.4421089073274882,0.3437339012053,0.004475018567899284,0.0025480006343817528,-3.818659523324372e-05,-3.8141020781934904e-06,-0.4421089073274882,0.3437339012053
time_N128_dt0p01,128,1.0,1,0.01,19.68,0.8221222010376735,-1.5392320160012574e-05,-0.4350454181000281,0.36252918007621915,0.004521028950215242,0.002045787470808847,-3.8192185728198937e-05,3.3254705252040023e-06,-0.4350454181000281,0.36252918007621915
time_N128_dt0p01,128,1.0,1,0.01,19.7,0.8221209549761817,-1.690796139985906e-05,-0.42760949723964514,0.3809730747332738,0.0045567094123299835,0.0015154572830885374,-3.8052228009159155e-05,1.073439999527992e-05,-0.42760949723964514,0.3809730747332738
time_N128_dt0p01,128,1.0,1,0.01,19.72,0.8221196872332502,-1.8449974760303967e-05,-0.41980833046068644,0.3990499389130587,0.004581516109339656,0.0009589139434329695,-3.776160085786457e-05,1.8384761536343343e-05,-0.41980833046068644,0.3990499389130587
time_N128_dt0p01,128,1.0,1,0.01,19.740000000000002,0.8221184035460488,-2.0011381861140265e-05,-0.4116494101071996,0.4167447583013154,0.0045949454225900615,0.00037827372560307913,-3.7315795543965656e-05,2.6243169193631137e-05,-0.4116494101071996,0.4167447583013154
time_N128_dt0p01,128,1.0,1,0.01,19.76,0.822117109536136,-2.158534494522968e-05,-0.40314052242582454,0.4340431585921008,0.004596538104503902,-0.00022414541478788378,-3.671102729158497e-05,3.427057573922138e-05,-0.40314052242582454,0.4340431585921008
time_N128_dt0p01,128,1.0,1,0.01,19.78,0.8221158106753663,-2.316520834699798e-05,-0.39428973470747486,0.45093141056710817,0.004585883193251709,-0.0008458361144318884,-3.594434975140531e-05,4.242217490225961e-05,-0.39428973470747486,0.45093141056710817
time_N128_dt0p01,128,1.0,1,0.01,19.8,0.8221145122552677,-2.4744535740528484e-05,-0.3851053823566565,0.4673964322752794,0.004562621667076773,-0.0014841153382122345,-3.5013770328988665e-05,5.064741573524082e-05,-0.3851053823566565,0.4673964322752794
time_N128_dt0p01,128,1.0,1,0.01,19.82,0.8221132193600802,-2.6317142933440785e-05,-0.37559605594546064,0.4834257884132124,0.004526449810047279,-0.002136139473553576,-3.391836404308885e-05,5.8890136935502305e-05,-0.37559605594546064,0.4834257884132124
time_N128_dt0p01,128,1.0,1,0.01,19.84,0.822111936843584,-2.7877126052455736e-05,-0.365770588307069,0.4990076870257374,0.004477122263170817,-0.002798920670606257,-3.265838345293615e-05,6.70888267362372e-05,-0.365770588307069,0.4990076870257374
time_N128_dt0p01,128,1.0,1,0.01,19.86,0.8221106693097827,-2.9418885038379194e-05,-0.3556380417210405,0.5141309736633003,0.004414454737143443,-0.0034693443074803416,-3.1235362104768006e-05,7.517701158367323e-05,-0.3556380417210405,0.5141309736633003
time_N128_dt0p01,128,1.0,1,0.01,19.88,0.8221094210974489,-3.09371424450644e-05,-0.3452076952397588,0.5287851231483496,0.00433832636549371,-0.004144187452824242,-2.965220890867315e-05,8.308377427447241e-05,-0.3452076952397588,0.5287851231483496
time_N128_dt0p01,128,1.0,1,0.01,19.900000000000002,0.8221081962684837,-3.242695759742009e-05,-0.33448903220223375,0.5429602291167058,0.004248681679495914,-0.00482013819236596,-2.791329086941562e-05,9.073439958785007e-05,-0.33448903220223375,0.5429602291167058
time_N128_dt0p01,128,1.0,1,0.01,19.92,0.822106998599985,-3.388373623969265e-05,-0.3234917279780037,0.5566469915118624,0.0041455321889419736,-0.005493815681592981,-2.6024501661231805e-05,9.805114276262457e-05,-0.3234917279780037,0.5566469915118624
time_N128_dt0p01,128,1.0,1,0.01,19.94,0.8221058315798853,-3.5303235840999925e-05,-0.31222563798022357,0.569836702220291,0.004028957555653094,-0.006161790783517435,-2.3993313656238107e-05,0.00010495411349388208,-0.31222563798022357,0.569836702220291
time_N128_dt0p01,128,1.0,1,0.01,19.96,0.8221046984059661,-3.668156679415002e-05,-0.30070078598317296,0.5825212290441091,0.003899106349456928,-0.006820607148419431,-2.18288111890946e-05,0.00011136226550915093,-0.30070078598317296,0.5825212290441091
time_N128_dt0p01,128,1.0,1,0.01,19.98,0.8221036019880298,-3.8015189774420755e-05,-0.2889273527754227,0.5946929982139334,0.0037561963792300274,-0.007466802591538216,-1.9541703064611512e-05,0.00011719447928385592,-0.2889273527754227,0.5946929982139334
time_N128_dt0p01,128,1.0,1,0.01,20.0,0.8221025449529774,-3.9300909562611785e-05,-0.2769156651757909,0.6063449756494265,0.0036005145944870602,-0.008096930624826661,-1.7144312587748695e-05,0.00012237072312012051,-0.2769156651757909,0.6063449756494265
time_N128_dt0p005,128,1.0,1,0.005,0.0,0.8221348556005856,0.0,0.5,0.0,-6.68466975980768e-17,0.0,-2.690462665721333e-17,0.0,0.5,0.0
time_N128_dt0p005,128,1.0,1,0.005,0.02,0.8221348434816963,-1.4740756060227511e-08,0.4997812876278021,-0.021869131460280702,-6.246695788350387e-06,-0.0006242731887509555,3.6593486045751756e-11,8.045336926068763e-09,0.4997812876278021,-0.021869131460280702
time_N128_dt0p005,128,1.0,1,0.005,0.04,0.8221348072000104,-5.88718199745486e-08,0.4991253750815946,-0.04371581053524517,-2.4944527034819128e-05,-0.0012443234635248625,6.130564599259697e-10,6.263664818175024e-08,0.4991253750815946,-0.04371581053524517
time_N128_dt0p005,128,1.0,1,0.005,0.06,0.822134746979666,-1.3212056249045645e-07,0.49803293557645945,-0.06551763441804859,-5.596701295222019e-05,-0.0018559566455474607,3.116419896228747e-09,2.0902100167541847e-07,0.49803293557645945,-0.06551763441804859
time_N128_dt0p005,128,1.0,1,0.005,0.08,0.8221346631915339,-2.3403587667836234e-07,0.4965050894870563,-0.08725229914784616,-9.910430848748076e-05,-0.002455035796599338,9.815304645624212e-09,4.898766275478692e-07,0.4965050894870563,-0.08725229914784616
time_N128_dt0p005,128,1.0,1,0.005,0.1,0.8221345563492304,-3.6399302771883413e-07,0.4945434018827696,-0.10889764825855201,-0.0001540646306813476,-0.0030375092670363035,2.3796285220237058e-08,9.441003099269403e-07,0.4945434018827696,-0.10889764825855201
time_N128_dt0p005,128,1.0,1,0.005,0.12,0.8221344271036243,-5.212003340027138e-07,0.4921498790985258,-0.13043172050719176,-0.0002204762395992754,-0.0035994380637033355,4.887679630540019e-08,1.6056792101410917e-06,0.4921498790985258,-0.13043172050719176
time_N128_dt0p005,128,1.0,1,0.005,0.14,0.8221342762359336,-7.047075648580758e-07,0.48932696436263523,-0.15183279638938774,-0.0002978899580583735,-0.004137022321941514,8.949652764103771e-08,2.5026724053015488e-06,0.48932696436263523,-0.15183279638938774
time_N128_dt0p005,128,1.0,1,0.005,0.16,0.8221341046495221,-9.134159176804602e-07,0.4860775325087433,-0.17307944316155296,-0.0003857822101464709,-0.004646626675030527,1.5058973545878472e-07,3.6563250587133704e-06,0.4860775325087433,-0.17307944316155296
time_N128_dt0p005,128,1.0,1,0.005,0.18,0.8221339133605294,-1.1460894155934653e-06,0.48240488380444546,-0.19415055810410034,-0.00048355855450450734,-0.005124804325591642,2.3744132963716141e-07,5.0803352811990196e-06,0.48240488380444546,-0.19415055810410034
time_N128_dt0p005,128,1.0,1,0.005,0.2,0.8221337034874842,-1.4013675416757465e-06,0.478312736934264,-0.21502540977719897,-0.0005905576845612208,-0.005568319636540198,3.5552996455460343e-07,6.780290459865663e-06,0.478312736934264,-0.21502540977719897
time_N128_dt0p005,128,1.0,1,0.005,0.22,0.8221334762400657,-1.6777789075828053e-06,0.4738052211794642,-0.23568367704009546,-0.0007060558644054783,-0.005974169073941619,5.103616615807057e-07,8.753286195878593e-06,0.4738052211794642,-0.23568367704009546
time_N128_dt0p005,128,1.0,1,0.005,0.24,0.8221332329071827,-1.97375575539116e-06,0.4688868678415553,-0.2561054856265083,-0.0008292717657887578,-0.006339600350387274,7.07297715233361e-07,1.0987737087318378e-05,0.4688868678415553,-0.2561054856265083
time_N128_dt0p005,128,1.0,1,0.005,0.26,0.8221329748445562,-2.2876490598511268e-06,0.4635626009602435,-0.276271442091814,-0.0009593716688956937,-0.00666212963504784,9.513807791407749e-07,1.3463384502237232e-05,0.4635626009602435,-0.276271442091814
time_N128_dt0p005,128,1.0,1,0.005,0.28,0.8221327034619851,-2.617744018329482e-06,0.457837727380043,-0.29616266497237725,-0.0010954749870281655,-0.006939556715148587,1.2471630891261354e-06,1.6151502300974667e-05,0.457837727380043,-0.29616266497237725
time_N128_dt0p005,128,1.0,1,0.005,0.3,0.8221324202104797,-2.9622757012903733e-06,0.45171792622269336,-0.31576081302312486,-0.0012366600732355828,-0.007169978013002825,1.5985407578492314e-06,1.901529727610234e-05,0.45171792622269336,-0.31576081302312486
time_N128_dt0p005,128,1.0,1,0.005,0.32,0.8221321265694422,-3.3194446443784997e-06,0.44520923782493843,-0.33504811042600535,-0.0013819702652057278,-0.0073517973826906936,2.0085979695726166e-06,2.2010496972232485e-05,0.44520923782493843,-0.33504811042600535
time_N128_dt0p005,128,1.0,1,0.005,0.34,0.8221318240340663,-3.6874321758251227e-06,0.4383180522031075,-0.3540073688889984,-0.001530420123414383,-0.007483734630734663,2.4794647171197056e-06,2.5086113614387453e-05,0.4383180522031075,-0.3540073688889984
time_N128_dt0p005,128,1.0,1,0.005,0.36,0.8221315141031155,-4.064415281002098e-06,0.4310510971072662,-0.372622006582524,-0.0016810018166225483,-0.0075648317254589335,3.0121914601787935e-06,2.8185369192565664e-05,0.4310510971072662,-0.372622006582524
time_N128_dt0p005,128,1.0,1,0.005,0.38,0.8221311982672331,-4.448580822935533e-06,0.4234154257285038,-0.3908760638871478,-0.0018326916083059503,-0.007594456679893426,3.606643751177963e-06,3.1246763398801e-05,0.4234154257285038,-0.3908760638871478
time_N128_dt0p005,128,1.0,1,0.005,0.4,0.8221308779979162,-4.838138952911741e-06,0.4154184041231733,-0.4087542159530933,-0.0019844563974975647,-0.007572305112870792,4.261419478110216e-06,3.420526315639846e-05,0.4154184041231733,-0.4087542159530933
