dt,N,q_error,velocity_error,energy_relative_max,order_from_previous
0.01,128,0.00014598090138593443,0.00015789305280587305,5.243281103628483e-05,
0.005,128,3.649448496506569e-05,3.9473088984973415e-05,1.3108184377386145e-05,2.0000292683611285
0.0025,128,9.123575425498983e-06,9.868261838706005e-06,3.277044944072216e-06,2.0000072447490633
0.00125,128,2.2808914528831076e-06,2.46706529852566e-06,8.192611627988455e-07,2.000001520240534
