reference,t,cos1,cos3,cos5,energy
reference_continuum_K24_tight,5.84,-0.3155172597819922,0.004557525266655664,-1.728881116970142e-05,0.8222137023067014
reference_continuum_K24_tight,5.86,-0.32670676837592677,0.004608536239334274,-1.872188548643817e-05,0.8222137023067042
reference_continuum_K24_tight,5.88,-0.33762460772203956,0.004644312044873556,-2.0104576756268158e-05,0.822213702306715
reference_continuum_K24_tight,5.9,-0.34826097133079875,0.004665048421274733,-2.143347051886552e-05,0.8222137023066862
reference_continuum_K24_tight,5.92,-0.35860623592380436,0.004671015792601266,-2.270538496269725e-05,0.8222137023067055
reference_continuum_K24_tight,5.94,-0.3686509734997437,0.004662556935666625,-2.3917284433869884e-05,0.8222137023067125
reference_continuum_K24_tight,5.96,-0.3783859636627751,0.0046400842111922825,-2.5066195472649836e-05,0.8222137023066918
reference_continuum_K24_tight,5.98,-0.3878022061736474,0.0046040763763756844,-2.61491281199733e-05,0.8222137023067051
reference_continuum_K24_tight,6.0,-0.3968909336797601,0.004555075000130143,-2.7163005089199296e-05,0.8222137023067089
reference_continuum_K24_tight,6.0200000000000005,-0.4056436245770335,0.004493680505160979,-2.8104601145011164e-05,0.8222137023066958
reference_continuum_K24_tight,6.04,-0.4140520159533474,0.0044205478632943825,-2.89704948109795e-05,0.8222137023067045
reference_continuum_K24_tight,6.0600000000000005,-0.4221081165603718,0.004336381973484639,-2.975703419947506e-05,0.8222137023067101
reference_continuum_K24_tight,6.08,-0.42980421975808264,0.004241932754421355,-3.0460318382684508e-05,0.8222137023066917
reference_continuum_K24_tight,6.1000000000000005,-0.43713291637412865,0.004137989985744659,-3.107619535757411e-05,0.8222137023067049
reference_continuum_K24_tight,6.12,-0.4440871074183928,0.004025377933960913,-3.1600277246635015e-05,0.8222137023067129
reference_continuum_K24_tight,6.140000000000001,-0.4506600165918375,0.0039049498010515927,-3.2027972906849305e-05,0.8222137023066857
reference_continuum_K24_tight,6.16,-0.4568452025278066,0.003777582035070462,-3.235453771765519e-05,0.8222137023067045
reference_continuum_K24_tight,6.18,-0.4626365707035249,0.003644168543303613,-3.257513987704412e-05,0.8222137023067145
reference_continuum_K24_tight,6.2,-0.4680283849597668,0.003505614849475251,-3.268494206864377e-05,0.8222137023066864
reference_continuum_K24_tight,6.22,-0.47301527856716596,0.0033628322368910945,-3.267919700673192e-05,0.8222137023067043
reference_continuum_K24_tight,6.24,-0.4775922647787398,0.003216731919714461,-3.255335496794497e-05,0.822213702306711
reference_continuum_K24_tight,6.26,-0.48175474681003977,0.003068219284289424,-3.230318106465506e-05,0.8222137023066979
reference_continuum_K24_tight,6.28,-0.4854985271902928,0.002918188241934628,-3.192487975629815e-05,0.8222137023067067
reference_continuum_K24_tight,6.3,-0.48881981643063827,0.0027675157337502332,-3.141522383067522e-05,0.8222137023067009
reference_continuum_K24_tight,6.32,-0.4917152409588412,0.002617056426599897,-3.077168491769353e-05,0.8222137023067039
reference_continuum_K24_tight,6.34,-0.4941818502732866,0.0024676376379646637,-2.999256247708675e-05,0.8222137023067116
reference_continuum_K24_tight,6.36,-0.49621712327331047,0.0023200545252757354,-2.9077108149832226e-05,0.822213702306688
reference_continuum_K24_tight,6.38,-0.49781897372736594,0.002175065573052209,-2.8025642386468926e-05,0.8222137023067048
reference_continuum_K24_tight,6.4,-0.49898575484522034,0.00203338840877685,-2.683966032253328e-05,0.822213702306718
reference_continuum_K24_tight,6.42,-0.4997162629258802,0.0018956959752163562,-2.5521924059256513e-05,0.8222137023066767
reference_continuum_K24_tight,6.44,-0.5000097400581753,0.0017626130840192615,-2.407653869837372e-05,0.8222137023067049
reference_continuum_K24_tight,6.46,-0.49986587585650494,0.0016347133722756108,-2.250900971562894e-05,0.8222137023067251
reference_continuum_K24_tight,6.48,-0.4992848082206355,0.0015125166795581272,-2.082627967174884e-05,0.822213702306666
reference_continuum_K24_tight,6.5,-0.49826712311396615,0.0013964868598489435,-1.903674255969114e-05,0.8222137023067063
reference_continuum_K24_tight,6.5200000000000005,-0.49681385336065487,0.0012870300391390574,-1.715023446242843e-05,0.8222137023067352
reference_continuum_K24_tight,6.54,-0.49492647646876237,0.001184493324684538,-1.5177999782409924e-05,0.8222137023066535
reference_continuum_K24_tight,6.5600000000000005,-0.49260691149187835,0.0010891639689076752,-1.3132632635409203e-05,0.8222137023067077
reference_continuum_K24_tight,6.58,-0.48985751494752056,0.001001268987247243,-1.1027993444267942e-05,0.8222137023067357
reference_continuum_K24_tight,6.6000000000000005,-0.48668107581727255,0.0009209752240309561,-8.879101460273692e-06,0.8222137023066953
reference_continuum_K24_tight,6.62,-0.4830808096579589,0.0008483898583546164,-6.702004159235911e-06,0.8222137023066773
reference_continuum_K24_tight,6.640000000000001,-0.4790603518589702,0.000783561337528628,-4.5136250425049785e-06,0.8222137023067079
reference_continuum_K24_tight,6.66,-0.4746237500857221,0.0007264807221845485,-2.3315917961794695e-06,0.8222137023067309
reference_continuum_K24_tight,6.68,-0.4697754559536206,0.0006770834241033308,-1.7404713059947996e-07,0.8222137023066519
reference_continuum_K24_tight,6.7,-0.4645203159810669,0.0006352513146681049,1.9405550192047385e-06,0.8222137023067052
reference_continuum_K24_tight,6.72,-0.4588635618733362,0.0006008151796986793,3.993665004919435e-06,0.8222137023067186
reference_continuum_K24_tight,6.74,-0.45281080019314707,0.0005735574926178543,5.9668613754273795e-06,0.8222137023066832
reference_continuum_K24_tight,6.76,-0.4463680014754686,0.0005532154772319332,7.842079856155124e-06,0.8222137023067058
reference_continuum_K24_tight,6.78,-0.4395414888467829,0.0005394844287425034,9.601843831583776e-06,0.8222137023067088
reference_continuum_K24_tight,6.8,-0.432337926210679,0.0005320212600000829,1.1229492731527079e-05,0.822213702306703
reference_continuum_K24_tight,6.82,-0.4247643060624375,0.0005304482393181034,1.270940474689732e-05,0.8222137023067077
reference_continuum_K24_tight,6.84,-0.4168279369960661,0.0005343568849464023,1.402721034148878e-05,0.8222137023066988
reference_continuum_K24_tight,6.86,-0.4085364309671987,0.0005433119808692482,1.5169993177304709e-05,0.8222137023067055
reference_continuum_K24_tight,6.88,-0.39989769037476597,0.0005568556785112642,1.612647524066458e-05,0.8222137023067101
reference_continuum_K24_tight,6.9,-0.39091989502341323,0.0005745116489496013,1.6887183217219915e-05,0.8222137023066933
reference_continuum_K24_tight,6.92,-0.3816114890271599,0.0005957892507810565,1.744459345292917e-05,0.8222137023067054
reference_continuum_K24_tight,6.94,-0.371981167712897,0.0006201876795313742,1.779325314447013e-05,0.8222137023067096
reference_continuum_K24_tight,6.96,-0.3620378645800244,0.0006472000654877204,1.7929875833461627e-05,0.8222137023066978
reference_continuum_K24_tight,6.98,-0.35179073836977837,0.0006763174882173583,1.7853409629142926e-05,0.8222137023067052
reference_continuum_K24_tight,7.0,-0.3412491602948119,0.0007070328775035189,1.7565077004521864e-05,0.8222137023067063
reference_continuum_K24_tight,7.0200000000000005,-0.33042270147613373,0.0007388447722497065,1.7068385508495084e-05,0.8222137023067049
reference_continuum_K24_tight,7.04,-0.31932112063095136,0.0007712609108242045,1.6369109104866182e-05,0.8222137023067058
reference_continuum_K24_tight,7.0600000000000005,-0.3079543520510294,0.0008038016284419789,1.547524032972867e-05,0.8222137023067033
reference_continuum_K24_tight,7.08,-0.2963324939071043,0.0008360030394919702,1.439691390031026e-05,0.8222137023067052
reference_continuum_K24_tight,7.1000000000000005,-0.2844657969106942,0.0008674199850212712,1.3146302784887316e-05,0.822213702306706
reference_continuum_K24_tight,7.12,-0.2723646533602554,0.0008976287281587142,1.1737488181954442e-05,0.8222137023067039
reference_continuum_K24_tight,7.140000000000001,-0.2600395865942011,0.0009262293827757704,1.0186305199895432e-05,0.8222137023067051
reference_continuum_K24_tight,7.16,-0.24750124086893216,0.0009528480631686823,8.510166338654325e-06,0.8222137023067042
reference_continuum_K24_tight,7.18,-0.2347603716753704,0.0009771387453821503,6.727865230164246e-06,0.8222137023067075
reference_continuum_K24_tight,7.2,-0.2218278365031925,0.0009987848332247903,4.859363287222216e-06,0.8222137023067051
reference_continuum_K24_tight,7.22,-0.20871458605758778,0.001017500424560373,2.9255621296596482e-06,0.8222137023067023
reference_continuum_K24_tight,7.24,-0.19543165592887757,0.0010330312763106612,9.480648618232802e-07,0.8222137023067073
reference_continuum_K24_tight,7.26,-0.18199015871138946,0.0010451554687525067,-1.0510706721286833e-06,0.8222137023067096
reference_continuum_K24_tight,7.28,-0.1684012765637996,0.0010536837722938412,-3.0495834193673295e-06,0.822213702306704
reference_continuum_K24_tight,7.3,-0.1546762541993653,0.0010584597221749556,-5.025262201077528e-06,0.8222137023066957
reference_continuum_K24_tight,7.32,-0.14082639229070248,0.0010593594088102792,-6.956197122100316e-06,0.8222137023067354
reference_continuum_K24_tight,7.34,-0.1268630412702968,0.001056290993716534,-8.821026184498569e-06,0.8222137023067049
reference_continuum_K24_tight,7.36,-0.11279759550498517,0.001049193962288219,-1.0599174041137421e-05,0.8222137023066969
reference_continuum_K24_tight,7.38,-0.09864148781895288,0.0010380381278068205,-1.2271080043582224e-05,0.8222137023067256
