digits,mG_eV,rH,phase,chi_index,mass2,sourcex,persistx,contactx,valley_x,dc
100,1e-12,100,zero,0,7.394172325623680384900976092915513681197463e-37,9.50053526717182200484945189064222027883447908e-58,-4.75026763358591100242472594532471461837941363e-56,3.12160955036503402532561009528783712714655741e-17,0.0,2.54955094051458185427072257204750944024613202e-28
100,1e-12,100,zero,1024,9.99384023890234314084207054812432017779285128e-39,-7.03458840806334642853376512247329943524598692e-38,3.51729420403167321426688256123931862260690877e-36,4.21884594887072986856311718703376522274493634e-19,0.0,2.54955094051458185427072257204750944024613202e-28
100,1e-12,100,quadrature,0,7.39417232562368038490097609291551368120496432e-37,-6.84838664950316086368378731915018266022814293e-82,3.42419332475158043184189365957768959062348341e-80,3.12160955036503402532561009528783712714655741e-17,7.77907765861924214678963888466719074419722177e-76,2.54955094051458185427072257204750944024613202e-28
100,1e-12,100,quadrature,1024,9.99384023890234314084207054812432017788005987e-39,-7.03458840806334642854481010224232024643947608e-38,3.51729420403167321427240505112382902820365335e-36,4.21884594887072986856311718703376522274493634e-19,5.75552934279791501520283789954488954011536692e-74,2.54955094051458185427072257204750944024613202e-28
100,1e-12,100,pi,0,7.39417232562368038490097609291551368121246565e-37,-9.50053526717182200484946558741551928515620645e-58,4.75026763358591100242473279371136412154027731e-56,3.12160955036503402532561009528783712714655741e-17,0.0,2.54955094051458185427072257204750944024613202e-28
100,1e-12,100,pi,1024,9.99384023890234314084207054812432017796726845e-39,-7.03458840806334642855585508201134105763296525e-38,3.51729420403167321427792754100833943380039793e-36,4.21884594887072986856311718703376522274493634e-19,0.0,2.54955094051458185427072257204750944024613202e-28
100,1e-6,0,zero,0,7.39406826231998081307034931997335422261864093e-37,9.5005352671718220048494587390220213953458396e-52,0.0,3.12160955036503402532561009528783712714655741e-17,0.0,-5.20316518472363643728718892254190892364056192e-30
100,1e-6,0,zero,1024,9.98343390853238595777939325390837431924772022e-39,-7.03458840806334642854481009119734047741866489e-26,0.0,4.21884594887072986856311718703376522274493634e-19,0.0,-5.20316518472363643728718892254190892364056192e-30
100,1e-6,0,quadrature,0,7.39406826231998081307034931997335422261864093e-37,-6.84838664950316086368378731915018266022814235e-82,0.0,3.12160955036503402532561009528783712714655741e-17,-1.58761155590351214547472762419379951222220566e-53,-5.20316518472363643728718892254190892364056192e-30
100,1e-6,0,quadrature,1024,9.98343390853238595777939325390837431924772022e-39,-7.03458840806334642854481010224232024643947608e-26,0.0,4.21884594887072986856311718703376522274493634e-19,-1.17704780843231324412317558594084874484479682e-51,-5.20316518472363643728718892254190892364056192e-30
100,1e-6,0,pi,0,7.39406826231998081307034931997335422261864093e-37,-9.50053526717182200484945873903571816864484592e-52,0.0,3.12160955036503402532561009528783712714655741e-17,0.0,-5.20316518472363643728718892254190892364056192e-30
100,1e-6,0,pi,1024,9.98343390853238595777939325390837431924772022e-39,-7.03458840806334642854481011328730001546028727e-26,0.0,4.21884594887072986856311718703376522274493634e-19,0.0,-5.20316518472363643728718892254190892364056192e-30
100,1e-6,2,zero,0,7.39417232562367528579909506375180498973338073e-37,9.5005352671718220048494587390220213953458396e-52,-9.50053526717182200484945873902923035327018778e-52,3.12160955036503402532561009528783712714655741e-17,0.0,3.94813532451335574634992831682844891274492683e-60
100,1e-6,2,zero,1024,9.99384023890183323065396763175346428919401357e-39,-7.03458840806334642854481009119734047741866489e-26,7.03458840806334642854481009120267828738649551e-26,4.21884594887072986856311718703376522274493634e-19,0.0,3.94813532451335574634992831682844891274492683e-60
100,1e-6,2,quadrature,0,7.39417232562367528579909506375180513975982023e-37,-6.84838664950316086368378731915018266022814235e-82,6.84838664950316086368378731915537918124696624e-82,3.12160955036503402532561009528783712714655741e-17,8.63882589215138639763571121187853988006406221e-78,3.94813532451335574634992831682844891274492683e-60
100,1e-6,2,quadrature,1024,9.99384023890183323065396763175346603336565037e-39,-7.03458840806334642854481010224232024643947608e-26,7.0345884080633464285448101022476580564073067e-26,4.21884594887072986856311718703376522274493634e-19,6.39163382750314188434810324638117241976489444e-76,3.94813532451335574634992831682844891274492683e-60
100,1e-6,2,pi,0,7.39417232562367528579909506375180528978625973e-37,-9.50053526717182200484945873903571816864484592e-52,9.5005352671718220048494587390429271265691941e-52,3.12160955036503402532561009528783712714655741e-17,0.0,3.94813532451335574634992831682844891274492683e-60
100,1e-6,2,pi,1024,9.99384023890183323065396763175346777753728717e-39,-7.03458840806334642854481011328730001546028727e-26,7.03458840806334642854481011329263782542811789e-26,4.21884594887072986856311718703376522274493634e-19,0.0,3.94813532451335574634992831682844891274492683e-60
100,1e-6,4,zero,0,7.39427638892736975852784080753025575684812054e-37,9.5005352671718220048494587390220213953458396e-52,-1.90010705343436440096989174780584607065403756e-51,3.12160955036503402532561009528783712714655741e-17,0.0,5.20316518472363643728718892254980519428958863e-30
100,1e-6,4,zero,1024,1.00042465692712805035285420095985542591403069e-38,-7.03458840806334642854481009119734047741866489e-26,1.4069176816126692857089620182405356574772991e-25,4.21884594887072986856311718703376522274493634e-19,0.0,5.20316518472363643728718892254980519428958863e-30
100,1e-6,4,quadrature,0,7.39427638892736975852784080753025605690099953e-37,-6.84838664950316086368378731915018266022814235e-82,1.36967732990063217273675746383107583624939325e-81,3.12160955036503402532561009528783712714655741e-17,1.58752218419507738642517978411893400246695026e-53,5.20316518472363643728718892254980519428958863e-30
100,1e-6,4,quadrature,1024,1.00042465692712805035285420095985577474835805e-38,-7.03458840806334642854481010224232024643947608e-26,1.40691768161266928570896202044953161128146134e-25,4.21884594887072986856311718703376522274493634e-19,1.17215548306674849543803536565632912169158938e-51,5.20316518472363643728718892254980519428958863e-30
100,1e-6,4,pi,0,7.39427638892736975852784080753025635695387853e-37,-9.50053526717182200484945873903571816864484592e-52,1.90010705343436440096989174780858542531383882e-51,3.12160955036503402532561009528783712714655741e-17,0.0,5.20316518472363643728718892254980519428958863e-30
100,1e-6,4,pi,1024,1.00042465692712805035285420095985612358268541e-38,-7.03458840806334642854481011328730001546028727e-26,1.40691768161266928570896202265852756508562358e-25,4.21884594887072986856311718703376522274493634e-19,0.0,5.20316518472363643728718892254980519428958863e-30
100,1e-6,100,zero,0,7.39927142750470444950763650889589257835563116e-37,9.5005352671718220048494587390220213953458396e-52,-4.75026763358591100242472936951461517663509389e-50,3.12160955036503402532561009528783712714655741e-17,0.0,2.54955094051458185427072257204750944024613202e-28
100,1e-6,100,zero,1024,1.05037504270047496015081121461628728165623876e-38,-7.03458840806334642854481009119734047741866489e-26,3.51729420403167321427240504560133914369324775e-24,4.21884594887072986856311718703376522274493634e-19,0.0,2.54955094051458185427072257204750944024613202e-28
100,1e-6,100,quadrature,0,7.399271427504704449507636508895900079677606e-37,-6.84838664950316086368378731915018266022814235e-82,3.42419332475158043184189365957768959062348312e-80,3.12160955036503402532561009528783712714655741e-17,7.76835967315915950176369449804633394194869024e-52,2.54955094051458185427072257204750944024613202e-28
100,1e-6,100,quadrature,1024,1.05037504270047496015081121461629600251442277e-38,-7.03458840806334642854481010224232024643947608e-26,3.51729420403167321427240505112382902820365335e-24,4.21884594887072986856311718703376522274493634e-19,5.21028271359553403967159000178927663363594047e-50,2.54955094051458185427072257204750944024613202e-28
100,1e-6,100,pi,0,7.39927142750470444950763650889590758099958085e-37,-9.50053526717182200484945873903571816864484592e-52,4.75026763358591100242472936952146356328459705e-50,3.12160955036503402532561009528783712714655741e-17,0.0,2.54955094051458185427072257204750944024613202e-28
100,1e-6,100,pi,1024,1.05037504270047496015081121461630472337260679e-38,-7.03458840806334642854481011328730001546028727e-26,3.51729420403167321427240505664631891271405895e-24,4.21884594887072986856311718703376522274493634e-19,0.0,2.54955094051458185427072257204750944024613202e-28
100,1e-3,0,zero,0,-9.66691313688490534599446833871653360395416852e-36,9.50053526717182200484945873902886293360869326e-49,0.0,3.12160955036503402532561009528783712714655741e-17,0.0,-5.20316518472363643728718892254190892364056192e-30
100,1e-3,0,zero,1024,-1.03963365292083710413437238774599606518967849e-35,-7.03458840806334642854481010223127526667045527e-20,0.0,4.21884594887072986856311718703376522274493634e-19,0.0,-5.20316518472363643728718892254190892364056192e-30
100,1e-3,0,quadrature,0,-9.66691313688490534599446833871653360395416852e-36,-6.84838664950316086368378731915018265977135583e-82,0.0,3.12160955036503402532561009528783712714655741e-17,-9.28828494827538948718633495136289446698989384e-44,-5.20316518472363643728718892254190892364056192e-30
100,1e-3,0,quadrature,1024,-1.03963365292083710413437238774599606518967849e-35,-7.03458840806334642854481010224232024643947608e-20,0.0,4.21884594887072986856311718703376522274493634e-19,-1.08540880201556126863508194056473703962769618e-45,-5.20316518472363643728718892254190892364056192e-30
100,1e-3,0,pi,0,-9.66691313688490534599446833871653360395416852e-36,-9.50053526717182200484945873902887663038199227e-49,0.0,3.12160955036503402532561009528783712714655741e-17,0.0,-5.20316518472363643728718892254190892364056192e-30
100,1e-3,0,pi,1024,-1.03963365292083710413437238774599606518967849e-35,-7.03458840806334642854481010225336522620849689e-20,0.0,4.21884594887072986856311718703376522274493634e-19,0.0,-5.20316518472363643728718892254190892364056192e-30
100,1e-3,2,zero,0,7.3941723256236752857990950637516551133203233e-37,9.50053526717182200484945873902886293360869326e-49,-9.50053526717182200484945873903607189153304144e-49,3.12160955036503402532561009528783712714655741e-17,0.0,3.94813532451335574634992831682844891274492683e-60
100,1e-3,2,zero,1024,9.99384023890183323065396763175172186172884811e-39,-7.03458840806334642854481010223127526667045527e-20,7.03458840806334642854481010223661307663828589e-20,4.21884594887072986856311718703376522274493634e-19,0.0,3.94813532451335574634992831682844891274492683e-60
100,1e-3,2,quadrature,0,7.39417232562367528579909506375180513975982023e-37,-6.84838664950316086368378731915018265977135583e-82,6.84838664950316086368378731915537918079017972e-82,3.12160955036503402532561009528783712714655741e-17,8.63882589215138639763571121187853988006406221e-72,3.94813532451335574634992831682844891274492683e-60
100,1e-3,2,quadrature,1024,9.99384023890183323065396763175346603336565037e-39,-7.03458840806334642854481010224232024643947608e-20,7.0345884080633464285448101022476580564073067e-20,4.21884594887072986856311718703376522274493634e-19,6.39163382750314188434810324638117241976489444e-70,3.94813532451335574634992831682844891274492683e-60
100,1e-3,2,pi,0,7.39417232562367528579909506375195516619931716e-37,-9.50053526717182200484945873902887663038199227e-49,9.50053526717182200484945873903608558830634044e-49,3.12160955036503402532561009528783712714655741e-17,0.0,3.94813532451335574634992831682844891274492683e-60
100,1e-3,2,pi,1024,9.99384023890183323065396763175521020500245264e-39,-7.03458840806334642854481010225336522620849689e-20,7.03458840806334642854481010225870303617632751e-20,4.21884594887072986856311718703376522274493634e-19,0.0,3.94813532451335574634992831682844891274492683e-60
100,1e-3,4,zero,0,1.11457476020096404031542873514668646266182332e-35,9.50053526717182200484945873902886293360869326e-49,-1.90010705343436440096989174780721437830660829e-48,3.12160955036503402532561009528783712714655741e-17,0.0,5.20316518472363643728718892254980519428958863e-30
100,1e-3,4,zero,1024,1.04163242096861747078050318127234640956202426e-35,-7.03458840806334642854481010223127526667045527e-20,1.40691768161266928570896202044732261532765718e-19,4.21884594887072986856311718703376522274493634e-19,0.0,5.20316518472363643728718892254980519428958863e-30
100,1e-3,4,quadrature,0,1.11457476020096404031542873514668946319061326e-35,-6.84838664950316086368378731915018265977135583e-82,1.36967732990063217273675746383107583615803594e-81,3.12160955036503402532561009528783712714655741e-17,6.98703235696059636508923095873882430454619826e-44,5.20316518472363643728718892254980519428958863e-30
100,1e-3,4,quadrature,1024,1.04163242096861747078050318127234675839635162e-35,-7.03458840806334642854481010224232024643947608e-20,1.40691768161266928570896202044953161128146134e-19,4.21884594887072986856311718703376522274493634e-19,1.08124725922586709953397151894817392903823016e-45,5.20316518472363643728718892254980519428958863e-30
100,1e-3,4,pi,0,1.1145747602009640403154287351466924637194032e-35,-9.50053526717182200484945873902887663038199227e-49,1.90010705343436440096989174780721711766126809e-48,3.12160955036503402532561009528783712714655741e-17,0.0,5.20316518472363643728718892254980519428958863e-30
100,1e-3,4,pi,1024,1.04163242096861747078050318127234710723067898e-35,-7.03458840806334642854481010225336522620849689e-20,1.4069176816126692857089620204517406072352655e-19,4.21884594887072986856311718703376522274493634e-19,0.0,5.20316518472363643728718892254980519428958863e-30
100,1e-3,100,zero,0,5.10649605335478738382724423915868422160355874e-34,9.50053526717182200484945873902886293360869326e-49,-4.75026763358591100242472936951803594576652072e-47,3.12160955036503402532561009528783712714655741e-17,0.0,2.54955094051458185427072257204750944024613202e-28
100,1e-3,100,zero,1024,5.09920181943155272687375168377125658036028902e-34,-7.03458840806334642854481010223127526667045527e-20,3.51729420403167321427240505111830653831914294e-18,4.21884594887072986856311718703376522274493634e-19,0.0,2.54955094051458185427072257204750944024613202e-28
100,1e-3,100,quadrature,0,5.10649605335478738382724423915869172292553359e-34,-6.84838664950316086368378731915018265977135583e-82,3.42419332475158043184189365957768959039508986e-80,3.12160955036503402532561009528783712714655741e-17,1.63102734245602111031006648554714538796302448e-45,2.54955094051458185427072257204750944024613202e-28
100,1e-3,100,quadrature,1024,5.09920181943155272687375168377125745244610742e-34,-7.03458840806334642854481010224232024643947608e-20,3.51729420403167321427240505112382902820365335e-18,4.21884594887072986856311718703376522274493634e-19,2.21078075466639648822834478394276344961236876e-47,2.54955094051458185427072257204750944024613202e-28
100,1e-3,100,pi,0,5.10649605335478738382724423915869922424750844e-34,-9.50053526717182200484945873902887663038199227e-49,4.75026763358591100242472936951804279415317022e-47,3.12160955036503402532561009528783712714655741e-17,0.0,2.54955094051458185427072257204750944024613202e-28
100,1e-3,100,pi,1024,5.09920181943155272687375168377125832453192583e-34,-7.03458840806334642854481010225336522620849689e-20,3.51729420403167321427240505112935151808816376e-18,4.21884594887072986856311718703376522274493634e-19,0.0,2.54955094051458185427072257204750944024613202e-28
160,1e-12,0,zero,0,7.39417232562367518173579136927907639401604178e-37,9.50053526717182200484945189064222027883447908e-58,0.0,3.12160955036503402532561009528783712714655741e-17,0.0,-5.20316518472363643728718892254190892364056192e-30
160,1e-12,0,zero,1024,9.99384023890182282432359818448059145898780528e-39,-7.03458840806334642853376512247329943524598692e-38,0.0,4.21884594887072986856311718703376522274493634e-19,0.0,-5.20316518472363643728718892254190892364056192e-30
160,1e-12,0,quadrature,0,7.39417232562367518173579136927907639401604178e-37,-6.84838664950316086368378731915018266022814293e-82,0.0,3.12160955036503402532561009528783712714655741e-17,-1.58756686910508850650568206377810179466452466e-77,-5.20316518472363643728718892254190892364056192e-30
160,1e-12,0,quadrature,1024,9.99384023890182282432359818448059145898780528e-39,-7.03458840806334642854481010224232024643947608e-38,0.0,4.21884594887072986856311718703376522274493634e-19,-1.17459782506026908302995149055577862512030393e-75,-5.20316518472363643728718892254190892364056192e-30
160,1e-12,0,pi,0,7.39417232562367518173579136927907639401604178e-37,-9.50053526717182200484946558741551928515620645e-58,0.0,3.12160955036503402532561009528783712714655741e-17,0.0,-5.20316518472363643728718892254190892364056192e-30
160,1e-12,0,pi,1024,9.99384023890182282432359818448059145898780528e-39,-7.03458840806334642855585508201134105763296525e-38,0.0,4.21884594887072986856311718703376522274493634e-19,0.0,-5.20316518472363643728718892254190892364056192e-30
160,1e-12,2,zero,0,7.3941723256236752857990950637518051397596702e-37,9.50053526717182200484945189064222027883447908e-58,-9.50053526717182200484945189064942923675882726e-58,3.12160955036503402532561009528783712714655741e-17,0.0,3.94813532451335574634992831682844891274492683e-60
160,1e-12,2,zero,1024,9.9938402389018332306539676317534660333639062e-39,-7.03458840806334642853376512247329943524598692e-38,7.03458840806334642853376512247863724521381754e-38,4.21884594887072986856311718703376522274493634e-19,0.0,3.94813532451335574634992831682844891274492683e-60
160,1e-12,2,quadrature,0,7.39417232562367528579909506375180513975982023e-37,-6.84838664950316086368378731915018266022814293e-82,6.84838664950316086368378731915537918124696683e-82,3.12160955036503402532561009528783712714655741e-17,8.63882589215138639763571121187853988006406832e-90,3.94813532451335574634992831682844891274492683e-60
160,1e-12,2,quadrature,1024,9.99384023890183323065396763175346603336565037e-39,-7.03458840806334642854481010224232024643947608e-38,7.0345884080633464285448101022476580564073067e-38,4.21884594887072986856311718703376522274493634e-19,6.39163382750314188434810324638117241976489897e-88,3.94813532451335574634992831682844891274492683e-60
160,1e-12,2,pi,0,7.39417232562367528579909506375180513975997026e-37,-9.50053526717182200484946558741551928515620645e-58,9.50053526717182200484946558742272824308055462e-58,3.12160955036503402532561009528783712714655741e-17,0.0,3.94813532451335574634992831682844891274492683e-60
160,1e-12,2,pi,1024,9.99384023890183323065396763175346603336739454e-39,-7.03458840806334642855585508201134105763296525e-38,7.03458840806334642855585508201667886760079587e-38,4.21884594887072986856311718703376522274493634e-19,0.0,3.94813532451335574634992831682844891274492683e-60
160,1e-12,4,zero,0,7.39417232562367538986239875822453388550329863e-37,9.50053526717182200484945189064222027883447908e-58,-1.90010705343436440096989037812988584735176545e-57,3.12160955036503402532561009528783712714655741e-17,0.0,5.20316518472363643728718892254980519428958863e-30
160,1e-12,4,zero,1024,9.99384023890184363698433707902634060774000712e-39,-7.03458840806334642853376512247329943524598692e-38,1.40691768161266928570675302449572744904276351e-37,4.21884594887072986856311718703376522274493634e-19,0.0,5.20316518472363643728718892254980519428958863e-30
160,1e-12,4,quadrature,0,7.39417232562367538986239875822453388550359868e-37,-6.84838664950316086368378731915018266022814293e-82,1.36967732990063217273675746383107583624939337e-81,3.12160955036503402532561009528783712714655741e-17,1.58756686910681618231240394170207449109352447e-77,5.20316518472363643728718892254980519428958863e-30
160,1e-12,4,quadrature,1024,9.99384023890184363698433707902634060774349546e-39,-7.03458840806334642854481010224232024643947608e-38,1.40691768161266928570896202044953161128146134e-37,4.21884594887072986856311718703376522274493634e-19,1.17459782506154251748069557999344974119283365e-75,5.20316518472363643728718892254980519428958863e-30
160,1e-12,4,pi,0,7.39417232562367538986239875822453388550389873e-37,-9.50053526717182200484946558741551928515620645e-58,1.90010705343436440096989311748454564861611092e-57,3.12160955036503402532561009528783712714655741e-17,0.0,5.20316518472363643728718892254980519428958863e-30
160,1e-12,4,pi,1024,9.99384023890184363698433707902634060774698381e-39,-7.03458840806334642855585508201134105763296525e-38,1.40691768161266928571117101640333577352015917e-37,4.21884594887072986856311718703376522274493634e-19,0.0,5.20316518472363643728718892254980519428958863e-30
160,1e-12,100,zero,0,7.394172325623680384900976092915513681197463e-37,9.50053526717182200484945189064222027883447908e-58,-4.75026763358591100242472594532471461837941363e-56,3.12160955036503402532561009528783712714655741e-17,0.0,2.54955094051458185427072257204750944024613202e-28
160,1e-12,100,zero,1024,9.99384023890234314084207054812432017779285128e-39,-7.03458840806334642853376512247329943524598692e-38,3.51729420403167321426688256123931862260690877e-36,4.21884594887072986856311718703376522274493634e-19,0.0,2.54955094051458185427072257204750944024613202e-28
160,1e-12,100,quadrature,0,7.39417232562368038490097609291551368120496432e-37,-6.84838664950316086368378731915018266022814293e-82,3.42419332475158043184189365957768959062348341e-80,3.12160955036503402532561009528783712714655741e-17,7.77907765861924214678963888466719074419722177e-76,2.54955094051458185427072257204750944024613202e-28
160,1e-12,100,quadrature,1024,9.99384023890234314084207054812432017788005987e-39,-7.03458840806334642854481010224232024643947608e-38,3.51729420403167321427240505112382902820365335e-36,4.21884594887072986856311718703376522274493634e-19,5.75552934279791501520283789954488954011536692e-74,2.54955094051458185427072257204750944024613202e-28
160,1e-12,100,pi,0,7.39417232562368038490097609291551368121246565e-37,-9.50053526717182200484946558741551928515620645e-58,4.75026763358591100242473279371136412154027731e-56,3.12160955036503402532561009528783712714655741e-17,0.0,2.54955094051458185427072257204750944024613202e-28
160,1e-12,100,pi,1024,9.99384023890234314084207054812432017796726845e-39,-7.03458840806334642855585508201134105763296525e-38,3.51729420403167321427792754100833943380039793e-36,4.21884594887072986856311718703376522274493634e-19,0.0,2.54955094051458185427072257204750944024613202e-28
160,1e-6,0,zero,0,7.39406826231998081307034931997335422261864093e-37,9.5005352671718220048494587390220213953458396e-52,0.0,3.12160955036503402532561009528783712714655741e-17,0.0,-5.20316518472363643728718892254190892364056192e-30
160,1e-6,0,zero,1024,9.98343390853238595777939325390837431924772022e-39,-7.03458840806334642854481009119734047741866489e-26,0.0,4.21884594887072986856311718703376522274493634e-19,0.0,-5.20316518472363643728718892254190892364056192e-30
160,1e-6,0,quadrature,0,7.39406826231998081307034931997335422261864093e-37,-6.84838664950316086368378731915018266022814293e-82,0.0,3.12160955036503402532561009528783712714655741e-17,-1.58761155590351214547472762419379951222220566e-53,-5.20316518472363643728718892254190892364056192e-30
160,1e-6,0,quadrature,1024,9.98343390853238595777939325390837431924772022e-39,-7.03458840806334642854481010224232024643947608e-26,0.0,4.21884594887072986856311718703376522274493634e-19,-1.17704780843231324412317558594084874484479682e-51,-5.20316518472363643728718892254190892364056192e-30
160,1e-6,0,pi,0,7.39406826231998081307034931997335422261864093e-37,-9.50053526717182200484945873903571816864484592e-52,0.0,3.12160955036503402532561009528783712714655741e-17,0.0,-5.20316518472363643728718892254190892364056192e-30
160,1e-6,0,pi,1024,9.98343390853238595777939325390837431924772022e-39,-7.03458840806334642854481011328730001546028727e-26,0.0,4.21884594887072986856311718703376522274493634e-19,0.0,-5.20316518472363643728718892254190892364056192e-30
160,1e-6,2,zero,0,7.39417232562367528579909506375180498973338073e-37,9.5005352671718220048494587390220213953458396e-52,-9.50053526717182200484945873902923035327018778e-52,3.12160955036503402532561009528783712714655741e-17,0.0,3.94813532451335574634992831682844891274492683e-60
160,1e-6,2,zero,1024,9.99384023890183323065396763175346428919401357e-39,-7.03458840806334642854481009119734047741866489e-26,7.03458840806334642854481009120267828738649551e-26,4.21884594887072986856311718703376522274493634e-19,0.0,3.94813532451335574634992831682844891274492683e-60
160,1e-6,2,quadrature,0,7.39417232562367528579909506375180513975982023e-37,-6.84838664950316086368378731915018266022814293e-82,6.84838664950316086368378731915537918124696683e-82,3.12160955036503402532561009528783712714655741e-17,8.63882589215138639763571121187853988006406221e-78,3.94813532451335574634992831682844891274492683e-60
160,1e-6,2,quadrature,1024,9.99384023890183323065396763175346603336565037e-39,-7.03458840806334642854481010224232024643947608e-26,7.0345884080633464285448101022476580564073067e-26,4.21884594887072986856311718703376522274493634e-19,6.39163382750314188434810324638117241976489444e-76,3.94813532451335574634992831682844891274492683e-60
160,1e-6,2,pi,0,7.39417232562367528579909506375180528978625973e-37,-9.50053526717182200484945873903571816864484592e-52,9.5005352671718220048494587390429271265691941e-52,3.12160955036503402532561009528783712714655741e-17,0.0,3.94813532451335574634992831682844891274492683e-60
160,1e-6,2,pi,1024,9.99384023890183323065396763175346777753728717e-39,-7.03458840806334642854481011328730001546028727e-26,7.03458840806334642854481011329263782542811789e-26,4.21884594887072986856311718703376522274493634e-19,0.0,3.94813532451335574634992831682844891274492683e-60
160,1e-6,4,zero,0,7.39427638892736975852784080753025575684812054e-37,9.5005352671718220048494587390220213953458396e-52,-1.90010705343436440096989174780584607065403756e-51,3.12160955036503402532561009528783712714655741e-17,0.0,5.20316518472363643728718892254980519428958863e-30
160,1e-6,4,zero,1024,1.00042465692712805035285420095985542591403069e-38,-7.03458840806334642854481009119734047741866489e-26,1.4069176816126692857089620182405356574772991e-25,4.21884594887072986856311718703376522274493634e-19,0.0,5.20316518472363643728718892254980519428958863e-30
