rH,chi,local_my2_eV2,moduli_budget,signed_chi_budget
0,139.79424666735443,9.983433908532248e-39,0.0002532868177684512,0.0002532867333013605
0,139.84424666735444,9.032394267662035e-39,0.0002532857508503125,0.0002532856554674734
0,139.89424666735442,8.171858014567669e-39,0.0002532846543563443,0.00025328454670259194
0,139.94424666735443,7.393212613190977e-39,0.00025328352845690457,0.0002532834070134383
0,139.99424666735442,6.688665118644114e-39,0.000253282373331796,0.0002532822363968181
0,140.04424666735443,6.05116418279426e-39,0.0002532811891713948,0.00025328103483849375
0,140.09424666735444,5.4743294820043836e-39,0.0002532799761779088,0.0002532798023119274
0,140.14424666735442,4.952387860708421e-39,0.00025327873456677954,0.00025327853877687946
0,140.19424666735443,4.4801155517292076e-39,0.0002532774645682469,0.00025327724417784623
0,140.24424666735442,4.052785895062816e-39,0.0002532761664290916,0.00025327591844231836
0,140.29424666735443,3.666122031874383e-39,0.0002532748404145782,0.000253274561478839
0,140.34424666735444,3.3162541002591593e-39,0.0002532734868106202,0.00025327317317484007
0,140.39424666735442,2.9996805043630366e-39,0.00025327210592619275,0.00025327175339423085
0,140.44424666735443,2.713232869233866e-39,0.00025327069809602147,0.0002532703019747108
0,140.49424666735442,2.4540443306612262e-39,0.0002532692636835777,0.000253268818724775
0,140.54424666735443,2.2195208426345105e-39,0.0002532678030844156,0.0002532673034203784
0,140.59424666735444,2.0073152152596344e-39,0.00025326631672988997,0.0002532657558012202
0,140.64424666735442,1.815303623293159e-39,0.0002532648050912967,0.0002532641755666028
0,140.69424666735443,1.6415643501851393e-39,0.0002532632686844855,0.0002532625623708226
0,140.74424666735442,1.4843585548947225e-39,0.0002532617080749961,0.0002532609158180332
0,140.79424666735443,1.3421128689837707e-39,0.00025326012388377834,0.00025325923545652774
0,140.84424666735444,1.2134036498173541e-39,0.00025325851679356185,0.00025325752077237
0,140.89424666735442,1.0969427322694544e-39,0.00025325688755594783,0.0002532557711823037
0,140.94424666735443,9.91564536333254e-40,0.00025325523699930535,0.00025325398602585786
0,140.99424666735442,8.962144016051084e-40,0.0002532535660375613,0.000253252164556558
0,141.04424666735443,8.09938031888263e-40,0.00025325187567998574,0.00025325030593214144
0,141.09424666735444,7.3187194427615805e-40,0.00025325016704208454,0.00025324840920366723
0,141.14424666735442,6.61234827125092e-40,0.0002532484413577215,0.0002532464733033934
0,141.19424666735443,5.973197204245813e-40,0.00025324669999261194,0.00025324449703128686
0,141.24424666735442,5.394869403042306e-40,0.0002532449444593373,0.00025324247904000795
0,141.29424666735443,4.871576768622611e-40,0.00025324317643405416,0.00025324041781820333
0,141.34424666735444,4.398082012417071e-40,0.0002532413977750875,0.0002532383116719147
0,141.39424666735442,3.969646239758725e-40,0.00025323961054361723,0.00025323615870389285
0,141.44424666735443,3.5819815214320817e-40,0.0002532378170266937,0.000253233956790583
0,141.49424666735442,3.231207978637963e-40,0.00025323601976284316,0.00025323170355652107
0,141.54424666735443,2.913814951860624e-40,0.0002532342215705523,0.0002532293963458507
0,141.59424666735444,2.6266258650088042e-40,0.00025323242557995175,0.0002532270321906394
0,141.64424666735442,2.3667664331738456e-40,0.0002532306352680606,0.00025322460777563757
0,141.69424666735443,2.1316358958198748e-40,0.0002532288544979832,0.0002532221193990808
0,141.74424666735442,1.91888098749922e-40,0.0002532270875625047,0.00025321956292909657
0,141.79424666735443,1.7263723855797712e-40,0.0002532253392325726,0.0002532169337552234
0,141.84424666735444,1.5521833992692685e-40,0.000253223614811211,0.00025321422673449883
0,141.89424666735442,1.3945706866458608e-40,0.00025322192019347034,0.0002532114361315093
0,141.94424666735443,1.2519568067059712e-40,0.0002532202619330874,0.0002532085555517322
0,141.99424666735442,1.1229144318051435e-40,0.0002532186473166012,0.0002532055778674214
0,142.04424666735443,1.0061520624825834e-40,0.00025321708444575364,0.000253202495135207
0,142.09424666735444,9.005011017009992e-41,0.00025321558232909764,0.00025319929850448904
0,142.14424666735442,8.049041591344261e-41,0.000253214150983835,0.0002531959781156006
0,142.19424666735443,7.184044684503064e-41,0.00025321280154902095,0.000253192522986604
0,142.24424666735442,6.401363116708226e-41,0.0002532115464113982,0.0002531889208874589
0,142.29424666735443,5.69316354776e-41,0.0002532103993452607,0.0002531851582001583
0,142.34424666735444,5.052358078338723e-41,0.00025320937566790597,0.0002531812197632781
0,142.39424666735442,4.4725333119245787e-41,0.0002532084924124039,0.00025317708869921024
0,142.44424666735443,3.9478861673688015e-41,0.00025320776851960026,0.00025317274622215874
0,142.49424666735442,3.4731657997092795e-41,0.0002532072250514892,0.0002531681714247697
0,142.54424666735443,3.043621047946909e-41,0.0002532068854283192,0.00025316334104102543
0,142.59424666735444,2.6549528838313574e-41,0.00025320677569206203,0.0002531582291827775
0,142.64424666735442,2.303271385740463e-41,0.0002532069247991609,0.00025315280704699876
0,142.69424666735443,1.9850568070366977e-41,0.00025320736494579903,0.0002531470425905173
0,142.74424666735442,1.6971243492611443e-41,0.00025320813192928287,0.00025314090016863284
0,142.79424666735443,1.4365922875986152e-41,0.0002532092655495338,0.00025313434013362696
0,142.84424666735444,1.2008531296083116e-41,0.00025321081005512034,0.00025312731838873196
0,142.89424666735442,9.875475185625142e-42,0.0002532128146387503,0.00025311978589264003
0,142.94424666735443,7.945406202111416e-42,0.00025321533398768413,0.00025311168810909004
0,142.99424666735442,6.199007566438551e-42,0.0002532184288951334,0.00025310296439547115
