mG_eV,rH,sigma,phase,M_vector_eV,mKK_eV,tau,A,c,D,min_mass2,max_mass2,axis_budget,budget,signed,signed_chi,signed_with_valley,valley_energy,radial_mass,min_schur,formal_net_c,soft_fraction,metric_fraction,FT_ratio,FZ_ratio,hierarchy,perturbativity,stable,asymptotic_mass2,asymptotic_positive,mass_scale,source_ratio,persist_ratio,contact_ratio,Btree_ratio,B5d_ratio,valley_ratio,necessary
1e-06,0,0,quadrature,1000000000000.0,100000000000000.0,0.0,4.335970987269697e-31,5.203165184723636e-30,0.0,9.983433908532248e-39,7.394068262319982e-37,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,6.7794629051389165e-34,6.928203230275509e-06,9.983433908532248e-39,5.203165184723636e-30,5.2838774105689066e-64,2.6050968398258756e-17,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,-1.0406330369447272e-41,False,7.394276388927371e-37,4.223354530332092e-11,0.0,0.0,0.0,0.0,7.066639731845572e-37,False
1e-06,0,0,pi,1000000000000.0,100000000000000.0,0.0,4.335970987269697e-31,5.203165184723636e-30,0.0,9.983433908532248e-39,7.394068262319982e-37,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,0.0,6.928203230275509e-06,9.983433908532248e-39,5.203165184723636e-30,5.2838774105689066e-64,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,-1.0406330369447272e-41,False,7.394276388927371e-37,4.223354530332092e-11,0.0,0.0,0.0,0.0,0.0,False
1e-06,0,1,zero,1000000000000.0,100000000000000.0,0.0,4.335970987269697e-31,5.203165184723636e-30,0.0,9.983433908532248e-39,7.394068262319982e-37,0.0002533045990246428,0.0002533045990246428,0.0002533045982875323,0.0002533045982875323,0.0002533045982875323,0.0,6.928203230275509e-06,9.983433908532248e-39,5.203165184723636e-30,1.2323100226187654e-59,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,-1.0406330369447272e-41,False,7.394276388927371e-37,4.223354530332092e-11,0.0,0.0002533045986560875,0.0,0.0,0.0,False
1e-06,0,1,quadrature,1000000000000.0,100000000000000.0,0.0,4.335970987269697e-31,5.203165184723636e-30,0.0,9.983433908532248e-39,7.394068262319982e-37,0.00025330531500817764,0.00025330531500817764,0.0002533046431004089,0.0002533045982875323,0.0002533046431004089,6.7794629051389165e-34,6.928203230275509e-06,9.983433908532248e-39,5.203165184723636e-30,1.2323100226187654e-59,2.6050968398258756e-17,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,-1.0406330369447272e-41,False,7.394276388927371e-37,4.223354530332092e-11,0.0,0.0002533046431546227,6.486026284518145e-33,1.1919444343480163e-08,7.066639731845572e-37,False
1e-06,0,1,pi,1000000000000.0,100000000000000.0,0.0,4.335970987269697e-31,5.203165184723636e-30,0.0,9.983433908532248e-39,7.394068262319982e-37,0.0002533045990246428,0.0002533045990246428,0.0002533045982875323,0.0002533045982875323,0.0002533045982875323,0.0,6.928203230275509e-06,9.983433908532248e-39,5.203165184723636e-30,1.2323100226187654e-59,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,-1.0406330369447272e-41,False,7.394276388927371e-37,4.223354530332092e-11,0.0,0.0002533045986560875,0.0,0.0,0.0,False
1e-06,2,-1,zero,1000000000000.0,100000000000000.0,1.4625759647406522e-61,4.335970987269697e-31,5.203165184723636e-30,-5.203165184723636e-30,9.993840238901696e-39,7.394172325623676e-37,0.0002533045993931981,0.0002533045993931981,0.0002533045993931981,0.0002533045993931981,0.0002533045993931981,0.0,6.928203230275509e-06,9.993840238901696e-39,1.0406330369447272e-29,1.2324661175743072e-59,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.66265761696635e-66,True,7.394380452231065e-37,4.223354530332092e-11,4.223354530332092e-11,0.0002533045986560875,0.0,0.0,0.0,True
1e-06,2,-1,quadrature,1000000000000.0,100000000000000.0,1.4625759647406522e-61,4.335970987269697e-31,5.203165184723636e-30,-5.203165184723636e-30,9.993840238901696e-39,7.394172325623676e-37,0.0002533053156945973,0.0002533053156945973,0.0002533046442377785,0.0002533045993931981,0.0002533046442377785,6.772403623718379e-34,6.928203230275509e-06,9.993840238901696e-39,1.0406330369447272e-29,1.2324661175743072e-59,2.6023842190803374e-17,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.66265761696635e-66,True,7.394380452231065e-37,4.223354530332092e-11,4.223354530332092e-11,0.0002533046431546227,6.486026284518145e-33,1.1919444343480163e-08,3.837344008736521e-61,True
1e-06,2,-1,pi,1000000000000.0,100000000000000.0,1.4625759647406522e-61,4.335970987269697e-31,5.203165184723636e-30,-5.203165184723636e-30,9.993840238901696e-39,7.394172325623676e-37,0.0002533045993931981,0.0002533045993931981,0.0002533045993931981,0.0002533045993931981,0.0002533045993931981,0.0,6.928203230275509e-06,9.993840238901696e-39,1.0406330369447272e-29,1.2324661175743072e-59,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.66265761696635e-66,True,7.394380452231065e-37,4.223354530332092e-11,4.223354530332092e-11,0.0002533045986560875,0.0,0.0,0.0,True
1e-06,2,0,zero,1000000000000.0,100000000000000.0,1.4625759647406522e-61,4.335970987269697e-31,5.203165184723636e-30,0.0,9.993840238901696e-39,7.394172325623676e-37,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,0.0,6.928203230275509e-06,9.993840238901696e-39,5.203165184723636e-30,5.2838774105689066e-64,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.66265761696635e-66,True,7.394380452231065e-37,4.223354530332092e-11,0.0,0.0,0.0,0.0,0.0,True
1e-06,2,0,quadrature,1000000000000.0,100000000000000.0,1.4625759647406522e-61,4.335970987269697e-31,5.203165184723636e-30,0.0,9.993840238901696e-39,7.394172325623676e-37,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,6.772403623718379e-34,6.928203230275509e-06,9.993840238901696e-39,5.203165184723636e-30,5.2838774105689066e-64,2.6023842190803374e-17,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.66265761696635e-66,True,7.394380452231065e-37,4.223354530332092e-11,0.0,0.0,0.0,0.0,3.837344008736521e-61,True
1e-06,2,0,pi,1000000000000.0,100000000000000.0,1.4625759647406522e-61,4.335970987269697e-31,5.203165184723636e-30,0.0,9.993840238901696e-39,7.394172325623676e-37,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,0.0,6.928203230275509e-06,9.993840238901696e-39,5.203165184723636e-30,5.2838774105689066e-64,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.66265761696635e-66,True,7.394380452231065e-37,4.223354530332092e-11,0.0,0.0,0.0,0.0,0.0,True
1e-06,2,1,zero,1000000000000.0,100000000000000.0,1.4625759647406522e-61,4.335970987269697e-31,5.203165184723636e-30,5.203165184723636e-30,9.993840238901696e-39,7.394172325623676e-37,0.0002533045993931981,0.0002533045993931981,0.0002533045986560875,0.0002533045986560875,0.0002533045986560875,0.0,6.928203230275509e-06,9.993840238901696e-39,-3.948135324513355e-60,1.2323620542706126e-59,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.66265761696635e-66,True,7.394380452231065e-37,4.223354530332092e-11,4.223354530332092e-11,0.0002533045986560875,0.0,0.0,0.0,True
1e-06,2,1,quadrature,1000000000000.0,100000000000000.0,1.4625759647406522e-61,4.335970987269697e-31,5.203165184723636e-30,5.203165184723636e-30,9.993840238901696e-39,7.394172325623676e-37,0.0002533053156945973,0.0002533053156945973,0.0002533046434795321,0.0002533045986560875,0.0002533046434795321,6.772403623718379e-34,6.928203230275509e-06,9.993840238901696e-39,-3.948135324513355e-60,1.2323620542706126e-59,2.6023842190803374e-17,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.66265761696635e-66,True,7.394380452231065e-37,4.223354530332092e-11,4.223354530332092e-11,0.0002533046431546227,6.486026284518145e-33,1.1919444343480163e-08,3.837344008736521e-61,True
1e-06,2,1,pi,1000000000000.0,100000000000000.0,1.4625759647406522e-61,4.335970987269697e-31,5.203165184723636e-30,5.203165184723636e-30,9.993840238901696e-39,7.394172325623676e-37,0.0002533045993931981,0.0002533045993931981,0.0002533045986560875,0.0002533045986560875,0.0002533045986560875,0.0,6.928203230275509e-06,9.993840238901696e-39,-3.948135324513355e-60,1.2323620542706126e-59,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.66265761696635e-66,True,7.394380452231065e-37,4.223354530332092e-11,4.223354530332092e-11,0.0002533045986560875,0.0,0.0,0.0,True
1e-06,4,-1,zero,1000000000000.0,100000000000000.0,2.9251519294813043e-61,4.335970987269697e-31,5.203165184723636e-30,-1.0406330369447272e-29,1.0004246569271143e-38,7.394276388927371e-37,0.0002533045997617534,0.0002533045997617534,0.0002533045997617534,0.0002533045997617534,0.0002533045997617534,0.0,6.928203230275509e-06,1.0004246569271143e-38,1.560949555417091e-29,1.2325181492261544e-59,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,1.0406330369447272e-41,True,7.3944845155347594e-37,4.223354530332092e-11,8.446709060664183e-11,0.0002533045986560875,0.0,0.0,0.0,True
1e-06,4,-1,quadrature,1000000000000.0,100000000000000.0,2.9251519294813043e-61,4.335970987269697e-31,5.203165184723636e-30,-1.0406330369447272e-29,1.0004246569271143e-38,7.394276388927371e-37,0.0002533053163810169,0.0002533053163810169,0.00025330464461690167,0.0002533045997617534,0.00025330464461690167,6.765359028304256e-34,6.928203230275509e-06,1.0004246569271143e-38,1.560949555417091e-29,1.2325181492261544e-59,2.5996772416238677e-17,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,1.0406330369447272e-41,True,7.3944845155347594e-37,4.223354530332092e-11,8.446709060664183e-11,0.0002533046431546227,6.486026284518145e-33,1.1919444343480163e-08,7.037267687174366e-37,True
1e-06,4,-1,pi,1000000000000.0,100000000000000.0,2.9251519294813043e-61,4.335970987269697e-31,5.203165184723636e-30,-1.0406330369447272e-29,1.0004246569271143e-38,7.394276388927371e-37,0.0002533045997617534,0.0002533045997617534,0.0002533045997617534,0.0002533045997617534,0.0002533045997617534,0.0,6.928203230275509e-06,1.0004246569271143e-38,1.560949555417091e-29,1.2325181492261544e-59,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,1.0406330369447272e-41,True,7.3944845155347594e-37,4.223354530332092e-11,8.446709060664183e-11,0.0002533045986560875,0.0,0.0,0.0,True
1e-06,4,0,zero,1000000000000.0,100000000000000.0,2.9251519294813043e-61,4.335970987269697e-31,5.203165184723636e-30,0.0,1.0004246569271143e-38,7.394276388927371e-37,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,0.0,6.928203230275509e-06,1.0004246569271143e-38,5.203165184723636e-30,5.2838774105689066e-64,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,1.0406330369447272e-41,True,7.3944845155347594e-37,4.223354530332092e-11,0.0,0.0,0.0,0.0,0.0,True
1e-06,4,0,quadrature,1000000000000.0,100000000000000.0,2.9251519294813043e-61,4.335970987269697e-31,5.203165184723636e-30,0.0,1.0004246569271143e-38,7.394276388927371e-37,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,6.765359028304256e-34,6.928203230275509e-06,1.0004246569271143e-38,5.203165184723636e-30,5.2838774105689066e-64,2.5996772416238677e-17,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,1.0406330369447272e-41,True,7.3944845155347594e-37,4.223354530332092e-11,0.0,0.0,0.0,0.0,7.037267687174366e-37,True
1e-06,4,0,pi,1000000000000.0,100000000000000.0,2.9251519294813043e-61,4.335970987269697e-31,5.203165184723636e-30,0.0,1.0004246569271143e-38,7.394276388927371e-37,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,0.0,6.928203230275509e-06,1.0004246569271143e-38,5.203165184723636e-30,5.2838774105689066e-64,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,1.0406330369447272e-41,True,7.3944845155347594e-37,4.223354530332092e-11,0.0,0.0,0.0,0.0,0.0,True
1e-06,4,1,zero,1000000000000.0,100000000000000.0,2.9251519294813043e-61,4.335970987269697e-31,5.203165184723636e-30,1.0406330369447272e-29,1.0004246569271143e-38,7.394276388927371e-37,0.0002533045997617534,0.0002533045997617534,0.0002533045990246428,0.0002533045990246428,0.0002533045990246428,0.0,6.928203230275509e-06,1.0004246569271143e-38,-5.203165184723636e-30,1.2324140859224598e-59,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,1.0406330369447272e-41,True,7.3944845155347594e-37,4.223354530332092e-11,8.446709060664183e-11,0.0002533045986560875,0.0,0.0,0.0,True
1e-06,4,1,quadrature,1000000000000.0,100000000000000.0,2.9251519294813043e-61,4.335970987269697e-31,5.203165184723636e-30,1.0406330369447272e-29,1.0004246569271143e-38,7.394276388927371e-37,0.0002533053163810169,0.0002533053163810169,0.00025330464385865534,0.0002533045990246428,0.00025330464385865534,6.765359028304256e-34,6.928203230275509e-06,1.0004246569271143e-38,-5.203165184723636e-30,1.2324140859224598e-59,2.5996772416238677e-17,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,1.0406330369447272e-41,True,7.3944845155347594e-37,4.223354530332092e-11,8.446709060664183e-11,0.0002533046431546227,6.486026284518145e-33,1.1919444343480163e-08,7.037267687174366e-37,True
1e-06,4,1,pi,1000000000000.0,100000000000000.0,2.9251519294813043e-61,4.335970987269697e-31,5.203165184723636e-30,1.0406330369447272e-29,1.0004246569271143e-38,7.394276388927371e-37,0.0002533045997617534,0.0002533045997617534,0.0002533045990246428,0.0002533045990246428,0.0002533045990246428,0.0,6.928203230275509e-06,1.0004246569271143e-38,-5.203165184723636e-30,1.2324140859224598e-59,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,1.0406330369447272e-41,True,7.3944845155347594e-37,4.223354530332092e-11,8.446709060664183e-11,0.0002533045986560875,0.0,0.0,0.0,True
1e-06,100,-1,zero,1000000000000.0,100000000000000.0,7.31287982370326e-60,4.335970987269697e-31,5.203165184723636e-30,-2.601582592361818e-28,1.0503750427004612e-38,7.399271427504705e-37,0.00025330461761494187,0.00025330461761494187,0.0002533046176149418,0.0002533046176149418,0.0002533046176149418,0.0,6.928203230275509e-06,1.0503750427004612e-38,2.6536142442090545e-28,1.2350156685148216e-59,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.099101881029163e-40,True,7.399479554112095e-37,4.223354530332092e-11,2.1116772651660458e-09,0.0002533045986560875,0.0,0.0,0.0,True
1e-06,100,-1,quadrature,1000000000000.0,100000000000000.0,7.31287982370326e-60,4.335970987269697e-31,5.203165184723636e-30,-2.601582592361818e-28,1.0503750427004612e-38,7.399271427504705e-37,0.0002533053500157848,0.0002533053500157848,0.00025330466296916057,0.0002533046176149418,0.00025330466296916057,6.443633663914231e-34,6.928203230275509e-06,1.0503750427004612e-38,2.6536142442090545e-28,1.2350156685148216e-59,2.4760500838693837e-17,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.099101881029163e-40,True,7.399479554112095e-37,4.223354530332092e-11,2.1116772651660458e-09,0.0002533046431546227,6.486026284518145e-33,1.1919444343480163e-08,3.128096460846485e-35,True
1e-06,100,-1,pi,1000000000000.0,100000000000000.0,7.31287982370326e-60,4.335970987269697e-31,5.203165184723636e-30,-2.601582592361818e-28,1.0503750427004612e-38,7.399271427504705e-37,0.00025330461761494187,0.00025330461761494187,0.0002533046176149418,0.0002533046176149418,0.0002533046176149418,0.0,6.928203230275509e-06,1.0503750427004612e-38,2.6536142442090545e-28,1.2350156685148216e-59,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.099101881029163e-40,True,7.399479554112095e-37,4.223354530332092e-11,2.1116772651660458e-09,0.0002533045986560875,0.0,0.0,0.0,True
1e-06,100,0,zero,1000000000000.0,100000000000000.0,7.31287982370326e-60,4.335970987269697e-31,5.203165184723636e-30,0.0,1.0503750427004612e-38,7.399271427504705e-37,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,0.0,6.928203230275509e-06,1.0503750427004612e-38,5.203165184723636e-30,5.2838774105689066e-64,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.099101881029163e-40,True,7.399479554112095e-37,4.223354530332092e-11,0.0,0.0,0.0,0.0,0.0,True
1e-06,100,0,quadrature,1000000000000.0,100000000000000.0,7.31287982370326e-60,4.335970987269697e-31,5.203165184723636e-30,0.0,1.0503750427004612e-38,7.399271427504705e-37,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,6.443633663914231e-34,6.928203230275509e-06,1.0503750427004612e-38,5.203165184723636e-30,5.2838774105689066e-64,2.4760500838693837e-17,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.099101881029163e-40,True,7.399479554112095e-37,4.223354530332092e-11,0.0,0.0,0.0,0.0,3.128096460846485e-35,True
1e-06,100,0,pi,1000000000000.0,100000000000000.0,7.31287982370326e-60,4.335970987269697e-31,5.203165184723636e-30,0.0,1.0503750427004612e-38,7.399271427504705e-37,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,4.223354530332092e-11,0.0,6.928203230275509e-06,1.0503750427004612e-38,5.203165184723636e-30,5.2838774105689066e-64,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.099101881029163e-40,True,7.399479554112095e-37,4.223354530332092e-11,0.0,0.0,0.0,0.0,0.0,True
1e-06,100,1,zero,1000000000000.0,100000000000000.0,7.31287982370326e-60,4.335970987269697e-31,5.203165184723636e-30,2.601582592361818e-28,1.0503750427004612e-38,7.399271427504705e-37,0.00025330461761494187,0.00025330461761494187,0.0002533046168637894,0.0002533046168637894,0.0002533046168637894,0.0,6.928203230275509e-06,1.0503750427004612e-38,-2.5495509405145816e-28,1.2349116052111272e-59,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.099101881029163e-40,True,7.399479554112095e-37,4.223354530332092e-11,2.1116772651660458e-09,0.0002533045986560875,0.0,0.0,0.0,True
1e-06,100,1,quadrature,1000000000000.0,100000000000000.0,7.31287982370326e-60,4.335970987269697e-31,5.203165184723636e-30,2.601582592361818e-28,1.0503750427004612e-38,7.399271427504705e-37,0.0002533053500157848,0.0002533053500157848,0.000253304662196578,0.0002533046168637894,0.000253304662196578,6.443633663914231e-34,6.928203230275509e-06,1.0503750427004612e-38,-2.5495509405145816e-28,1.2349116052111272e-59,2.4760500838693837e-17,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.099101881029163e-40,True,7.399479554112095e-37,4.223354530332092e-11,2.1116772651660458e-09,0.0002533046431546227,6.486026284518145e-33,1.1919444343480163e-08,3.128096460846485e-35,True
1e-06,100,1,pi,1000000000000.0,100000000000000.0,7.31287982370326e-60,4.335970987269697e-31,5.203165184723636e-30,2.601582592361818e-28,1.0503750427004612e-38,7.399271427504705e-37,0.00025330461761494187,0.00025330461761494187,0.0002533046168637894,0.0002533046168637894,0.0002533046168637894,0.0,6.928203230275509e-06,1.0503750427004612e-38,-2.5495509405145816e-28,1.2349116052111272e-59,0.0,0.004217543716430215,2.482299391965656e-31,0.1,0.012665147955292222,True,5.099101881029163e-40,True,7.399479554112095e-37,4.223354530332092e-11,2.1116772651660458e-09,0.0002533045986560875,0.0,0.0,0.0,True
0.001,0,-1,zero,1000000000000.0,100000000000000.0,0.0,4.335970987269697e-31,5.203165184723636e-30,0.0,-1.0396336529208369e-35,-9.666913136884903e-36,0.00029552032083822677,,0.0002955203208382267,0.0002955203208382267,,,0.0069282032302755096,-1.0396336529208369e-35,5.203165184723636e-30,5.326401390150697e-58,,4.2175437164302165,2.482299391965656e-31,0.1,0.012665147955292222,False,-1.0406330369447271e-35,False,1.1145747602009639e-35,4.2233545303320904e-05,0.0,0.0002533045986560875,0.0,0.0,,False
0.001,0,-1,quadrature,1000000000000.0,100000000000000.0,0.0,4.335970987269697e-31,5.203165184723636e-30,0.0,-1.0396336529208369e-35,-9.666913136884903e-36,0.0008802017594791402,,0.0008511288038687854,0.0002955203208382267,,,0.0069282032302755096,-1.0396336529208369e-35,5.203165184723636e-30,5.326401390150697e-58,,4.2175437164302165,2.482299391965656e-31,0.1,0.012665147955292222,False,-1.0406330369447271e-35,False,1.1145747602009639e-35,4.2233545303320904e-05,0.0,0.0008260487698323392,6.486026284518146e-36,1.1919444343480165e-05,,False
0.001,0,-1,pi,1000000000000.0,100000000000000.0,0.0,4.335970987269697e-31,5.203165184723636e-30,0.0,-1.0396336529208369e-35,-9.666913136884903e-36,0.00029552032083822677,,0.0002955203208382267,0.0002955203208382267,,,0.0069282032302755096,-1.0396336529208369e-35,5.203165184723636e-30,5.326401390150697e-58,,4.2175437164302165,2.482299391965656e-31,0.1,0.012665147955292222,False,-1.0406330369447271e-35,False,1.1145747602009639e-35,4.2233545303320904e-05,0.0,0.0002533045986560875,0.0,0.0,,False
0.001,0,0,zero,1000000000000.0,100000000000000.0,0.0,4.335970987269697e-31,5.203165184723636e-30,0.0,-1.0396336529208369e-35,-9.666913136884903e-36,4.2233545303320904e-05,,4.2233545303320904e-05,4.2233545303320904e-05,,,0.0069282032302755096,-1.0396336529208369e-35,5.203165184723636e-30,5.283877410568906e-58,,4.2175437164302165,2.482299391965656e-31,0.1,0.012665147955292222,False,-1.0406330369447271e-35,False,1.1145747602009639e-35,4.2233545303320904e-05,0.0,0.0,0.0,0.0,,False
0.001,0,0,quadrature,1000000000000.0,100000000000000.0,0.0,4.335970987269697e-31,5.203165184723636e-30,0.0,-1.0396336529208369e-35,-9.666913136884903e-36,4.2233545303320904e-05,,4.2233545303320904e-05,4.2233545303320904e-05,,,0.0069282032302755096,-1.0396336529208369e-35,5.203165184723636e-30,5.283877410568906e-58,,4.2175437164302165,2.482299391965656e-31,0.1,0.012665147955292222,False,-1.0406330369447271e-35,False,1.1145747602009639e-35,4.2233545303320904e-05,0.0,0.0,0.0,0.0,,False
0.001,0,0,pi,1000000000000.0,100000000000000.0,0.0,4.335970987269697e-31,5.203165184723636e-30,0.0,-1.0396336529208369e-35,-9.666913136884903e-36,4.2233545303320904e-05,,4.2233545303320904e-05,4.2233545303320904e-05,,,0.0069282032302755096,-1.0396336529208369e-35,5.203165184723636e-30,5.283877410568906e-58,,4.2175437164302165,2.482299391965656e-31,0.1,0.012665147955292222,False,-1.0406330369447271e-35,False,1.1145747602009639e-35,4.2233545303320904e-05,0.0,0.0,0.0,0.0,,False
0.001,0,1,zero,1000000000000.0,100000000000000.0,0.0,4.335970987269697e-31,5.203165184723636e-30,0.0,-1.0396336529208369e-35,-9.666913136884903e-36,0.00029552032083822677,,0.0002533029591058444,0.0002533029591058444,,,0.0069282032302755096,-1.0396336529208369e-35,5.203165184723636e-30,5.282185932887904e-58,,4.2175437164302165,2.482299391965656e-31,0.1,0.012665147955292222,False,-1.0406330369447271e-35,False,1.1145747602009639e-35,4.2233545303320904e-05,0.0,0.0002533045986560875,0.0,0.0,,False
0.001,0,1,quadrature,1000000000000.0,100000000000000.0,0.0,4.335970987269697e-31,5.203165184723636e-30,0.0,-1.0396336529208369e-35,-9.666913136884903e-36,0.0008802017594791402,,0.0008256097423952599,0.0002533029591058444,,,0.0069282032302755096,-1.0396336529208369e-35,5.203165184723636e-30,5.282185932887904e-58,,4.2175437164302165,2.482299391965656e-31,0.1,0.012665147955292222,False,-1.0406330369447271e-35,False,1.1145747602009639e-35,4.2233545303320904e-05,0.0,0.0008260487698323392,6.486026284518146e-36,1.1919444343480165e-05,,False
0.001,0,1,pi,1000000000000.0,100000000000000.0,0.0,4.335970987269697e-31,5.203165184723636e-30,0.0,-1.0396336529208369e-35,-9.666913136884903e-36,0.00029552032083822677,,0.0002533029591058444,0.0002533029591058444,,,0.0069282032302755096,-1.0396336529208369e-35,5.203165184723636e-30,5.282185932887904e-58,,4.2175437164302165,2.482299391965656e-31,0.1,0.012665147955292222,False,-1.0406330369447271e-35,False,1.1145747602009639e-35,4.2233545303320904e-05,0.0,0.0002533045986560875,0.0,0.0,,False
0.001,2,-1,zero,1000000000000.0,100000000000000.0,1.4625759647406522e-61,4.335970987269697e-31,5.203165184723636e-30,-5.203165184723636e-30,9.993840238901696e-39,7.394172325623676e-37,0.0003377538661415477,0.0003377538661415477,0.00033775386614154763,0.00033775386614154763,0.00033775386614154763,0.0,0.0069282032302755096,9.993840238901696e-39,1.0406330369447272e-29,1.0569446298818814e-57,0.0,4.2175437164302165,2.482299391965656e-31,0.1,0.012665147955292222,True,5.66265761696635e-66,True,2.155207797145691e-35,4.2233545303320904e-05,4.2233545303320904e-05,0.0002533045986560875,0.0,0.0,0.0,False
0.001,2,-1,quadrature,1000000000000.0,100000000000000.0,1.4625759647406522e-61,4.335970987269697e-31,5.203165184723636e-30,-5.203165184723636e-30,9.993840238901696e-39,7.394172325623676e-37,0.0009224353047824612,0.0009224353047824612,0.0008666981336315103,0.00033775386614154763,0.0008666981336315103,6.77240362371838e-28,0.0069282032302755096,9.993840238901696e-39,1.0406330369447272e-29,1.0569446298818814e-57,2.602384219080338e-14,4.2175437164302165,2.482299391965656e-31,0.1,0.012665147955292222,True,5.66265761696635e-66,True,2.155207797145691e-35,4.2233545303320904e-05,4.2233545303320904e-05,0.0008260487698323392,6.486026284518146e-36,1.1919444343480165e-05,3.83734400873652e-55,False
0.001,2,-1,pi,1000000000000.0,100000000000000.0,1.4625759647406522e-61,4.335970987269697e-31,5.203165184723636e-30,-5.203165184723636e-30,9.993840238901696e-39,7.394172325623676e-37,0.0003377538661415477,0.0003377538661415477,0.00033775386614154763,0.00033775386614154763,0.00033775386614154763,0.0,0.0069282032302755096,9.993840238901696e-39,1.0406330369447272e-29,1.0569446298818814e-57,0.0,4.2175437164302165,2.482299391965656e-31,0.1,0.012665147955292222,True,5.66265761696635e-66,True,2.155207797145691e-35,4.2233545303320904e-05,4.2233545303320904e-05,0.0002533045986560875,0.0,0.0,0.0,False
0.001,2,0,zero,1000000000000.0,100000000000000.0,1.4625759647406522e-61,4.335970987269697e-31,5.203165184723636e-30,0.0,9.993840238901696e-39,7.394172325623676e-37,4.2233545303320904e-05,4.2233545303320904e-05,4.2233545303320904e-05,4.2233545303320904e-05,4.2233545303320904e-05,0.0,0.0069282032302755096,9.993840238901696e-39,5.203165184723636e-30,5.283877410568906e-58,0.0,4.2175437164302165,2.482299391965656e-31,0.1,0.012665147955292222,True,5.66265761696635e-66,True,2.155207797145691e-35,4.2233545303320904e-05,0.0,0.0,0.0,0.0,0.0,False
