mG_eV,rH,sigma,phase,M_vector_eV,mKK_eV,tau,A,source_c,persistent_soft_coefficient,formal_net_c,min_my2_eV2,min_transverse_schur_eV2,clockoff_my2_leading_eV2,max_radial_mass_eV,source_CW_force_ratio,persistent_CW_force_ratio,clock_contact_CW_force_ratio,contact_Btree_force_ratio,contact_B5d_force_ratio,selected_signed_axis_ratio,selected_signed_chi_ratio,selected_axis_moduli_sum,selected_feedback_sum_ratio,quadratic_valley_force_ratio,max_valley_energy_over_U,valley_boundary_fraction,FT_over_MV2,max_hierarchy_ratio,max_coupling_loop_parameter,max_soft_over_charged_mass2,finite_interval_local_pass,clockoff_local_pass,hierarchy_pass,auxiliary_pass,perturbative_pass,stated_conditions_pass,leading_cancellation_branch
1e-12,31.622776601683793,1.0,zero,1000000000000.0,100000000000000.0,2.31253564979929e-60,4.335970987269697e-31,5.203165184723636e-30,8.226926512908716e-29,-7.706609994436352e-29,9.99384023890185e-39,9.99384023890185e-39,1.5413219988873269e-52,6.928203230275509e-12,4.223354530332044e-23,6.67770984111997e-22,0.0002533045986560874,0.0,0.0,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620542706135e-59,True,True,True,True,True,True,False
1e-12,56.23413251903491,1.0,zero,1000000000000.0,100000000000000.0,4.112334531019058e-60,4.335970987269697e-31,5.203165184723636e-30,1.4629774025808884e-28,-1.4109457507336522e-28,9.993840238901978e-39,9.993840238901978e-39,2.821891501467361e-52,6.928203230275509e-12,4.223354530332044e-23,1.187483391667793e-21,0.0002533045986560874,0.0,0.0,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620542706141e-59,True,True,True,True,True,True,False
1e-12,100.0,1.0,zero,1000000000000.0,100000000000000.0,7.31287982370326e-60,4.335970987269697e-31,5.203165184723636e-30,2.601582592361818e-28,-2.5495509405145816e-28,9.993840238902206e-39,9.993840238902206e-39,5.099101881029219e-52,6.928203230275509e-12,4.223354530332044e-23,2.1116772651660218e-21,0.0002533045986560874,0.0,0.0,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.232362054270615e-59,True,True,True,True,True,True,False
1e-12,177.82794100389228,1.0,zero,1000000000000.0,100000000000000.0,1.3004343618580577e-59,4.335970987269697e-31,5.203165184723636e-30,4.626340757512705e-28,-4.574309105665468e-28,9.99384023890261e-39,9.99384023890261e-39,9.148618211330993e-52,6.928203230275509e-12,4.223354530332044e-23,3.755152201292039e-21,0.0002533045986560874,0.0,0.0,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620542706172e-59,True,True,True,True,True,True,False
1e-12,316.2277660168379,1.0,zero,1000000000000.0,100000000000000.0,2.3125356497992895e-59,4.335970987269697e-31,5.203165184723636e-30,8.226926512908716e-28,-8.174894861061479e-28,9.993840238903331e-39,9.993840238903331e-39,1.6349789722123012e-51,6.928203230275509e-12,4.223354530332044e-23,6.6777098411199695e-21,0.0002533045986560874,0.0,0.0,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620542706208e-59,True,True,True,True,True,True,False
1e-12,562.341325190349,1.0,zero,1000000000000.0,100000000000000.0,4.112334531019058e-59,4.335970987269697e-31,5.203165184723636e-30,1.4629774025808885e-27,-1.4577742373961647e-27,9.993840238904611e-39,9.993840238904611e-39,2.915548474792335e-51,6.928203230275509e-12,4.223354530332044e-23,1.1874833916677929e-20,0.0002533045986560874,0.0,0.0,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620542706272e-59,True,True,True,True,True,True,False
1e-12,1000.0,1.0,zero,1000000000000.0,100000000000000.0,7.312879823703261e-59,4.335970987269697e-31,5.203165184723636e-30,2.601582592361818e-27,-2.5963794271770945e-27,9.993840238906888e-39,9.993840238906888e-39,5.192758854354194e-51,6.928203230275509e-12,4.223354530332044e-23,2.111677265166022e-20,0.0002533045986560874,0.0,0.0,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620542706387e-59,True,True,True,True,True,True,False
1e-12,1778.2794100389228,1.0,zero,1000000000000.0,100000000000000.0,1.3004343618580577e-58,4.335970987269697e-31,5.203165184723636e-30,4.626340757512705e-27,-4.6211375923279816e-27,9.993840238910938e-39,9.993840238910938e-39,9.242275184655968e-51,6.928203230275509e-12,4.223354530332044e-23,3.755152201292039e-20,0.0002533045986560874,0.0,0.0,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.232362054270659e-59,True,True,True,True,True,True,False
1e-12,3162.2776601683795,1.0,zero,1000000000000.0,100000000000000.0,2.3125356497992897e-58,4.335970987269697e-31,5.203165184723636e-30,8.226926512908717e-27,-8.221723347723994e-27,9.99384023891814e-39,9.99384023891814e-39,1.644344669544799e-50,6.928203230275509e-12,4.223354530332044e-23,6.67770984111997e-20,0.0002533045986560874,0.0,0.0,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620542706948e-59,True,True,True,True,True,True,False
1e-12,5623.413251903491,1.0,zero,1000000000000.0,100000000000000.0,4.112334531019058e-58,4.335970987269697e-31,5.203165184723636e-30,1.4629774025808887e-26,-1.4624570860624162e-26,9.993840238930945e-39,9.993840238930945e-39,2.9249141721248326e-50,6.928203230275509e-12,4.223354530332044e-23,1.1874833916677932e-19,0.0002533045986560874,0.0,0.0,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.232362054270759e-59,True,True,True,True,True,True,False
1e-12,10000.0,1.0,zero,1000000000000.0,100000000000000.0,7.312879823703261e-58,4.335970987269697e-31,5.203165184723636e-30,2.601582592361818e-26,-2.6010622758433454e-26,9.993840238953717e-39,9.993840238953717e-39,5.202124551686692e-50,6.928203230275509e-12,4.223354530332044e-23,2.1116772651660218e-19,0.0002533045986560874,0.0,0.0,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620542708728e-59,True,True,True,True,True,True,False
1e-12,17782.794100389227,1.0,zero,1000000000000.0,100000000000000.0,1.3004343618580574e-57,4.335970987269697e-31,5.203165184723636e-30,4.626340757512705e-26,-4.6258204409942324e-26,9.993840238994211e-39,9.993840238994211e-39,9.251640881988464e-50,6.928203230275509e-12,4.223354530332044e-23,3.755152201292039e-19,0.0002533045986560874,0.0,0.0,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620542710753e-59,True,True,True,True,True,True,False
1e-12,31622.776601683792,1.0,zero,1000000000000.0,100000000000000.0,2.3125356497992896e-57,4.335970987269697e-31,5.203165184723636e-30,8.226926512908717e-26,-8.226406196390244e-26,9.993840239066223e-39,9.993840239066223e-39,1.6452812392780486e-49,6.928203230275509e-12,4.223354530332044e-23,6.67770984111997e-19,0.0002533045986560874,0.0,0.0,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620542714352e-59,True,True,True,True,True,True,False
1e-12,56234.13251903491,1.0,zero,1000000000000.0,100000000000000.0,4.112334531019058e-57,4.335970987269697e-31,5.203165184723636e-30,1.4629774025808885e-25,-1.4629253709290412e-25,9.993840239194281e-39,9.993840239194281e-39,2.925850741858082e-49,6.928203230275509e-12,4.223354530332044e-23,1.1874833916677928e-18,0.0002533045986560874,0.0,0.0,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620542720755e-59,True,True,True,True,True,True,False
1e-12,100000.0,1.0,zero,1000000000000.0,100000000000000.0,7.312879823703261e-57,4.335970987269697e-31,5.203165184723636e-30,2.601582592361818e-25,-2.6015305607099706e-25,9.993840239422001e-39,9.993840239422001e-39,5.203061121419941e-49,6.928203230275509e-12,4.223354530332044e-23,2.1116772651660216e-18,0.0002533045986560874,0.0,0.0,0.00025330459865608747,0.00025330459865608747,0.0002533045986560874,0.0002533045986560874,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.232362054273214e-59,True,True,True,True,True,True,False
1e-12,177827.94100389228,1.0,zero,1000000000000.0,100000000000000.0,1.3004343618580576e-56,4.335970987269697e-31,5.203165184723636e-30,4.626340757512705e-25,-4.626288725860858e-25,9.993840239826954e-39,9.993840239826954e-39,9.252577451721715e-49,6.928203230275509e-12,4.223354530332044e-23,3.755152201292039e-18,0.0002533045986560874,0.0,0.0,0.00025330459865608747,0.00025330459865608747,0.00025330459865608747,0.00025330459865608747,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.232362054275239e-59,True,True,True,True,True,True,False
1e-12,316227.7660168379,1.0,zero,1000000000000.0,100000000000000.0,2.3125356497992898e-56,4.335970987269697e-31,5.203165184723636e-30,8.2269265129087155e-25,-8.2268744812568685e-25,9.993840240547071e-39,9.993840240547071e-39,1.6453748962513734e-48,6.928203230275509e-12,4.223354530332044e-23,6.6777098411199694e-18,0.0002533045986560874,0.0,0.0,0.0002533045986560875,0.0002533045986560875,0.00025330459865608747,0.00025330459865608747,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620542788394e-59,True,True,True,True,True,True,False
1e-12,562341.3251903491,1.0,zero,1000000000000.0,100000000000000.0,4.112334531019058e-56,4.335970987269697e-31,5.203165184723636e-30,1.4629774025808888e-24,-1.4629721994157038e-24,9.99384024182764e-39,9.99384024182764e-39,2.925944398831407e-48,6.928203230275509e-12,4.223354530332044e-23,1.1874833916677932e-17,0.0002533045986560874,0.0,0.0,0.0002533045986560875,0.0002533045986560875,0.0002533045986560875,0.0002533045986560875,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620542852425e-59,True,True,True,True,True,True,False
1e-12,1000000.0,1.0,zero,1000000000000.0,100000000000000.0,7.31287982370326e-56,4.335970987269697e-31,5.203165184723636e-30,2.601582592361818e-24,-2.6015773891966332e-24,9.993840244104851e-39,9.993840244104851e-39,5.203154778393266e-48,6.928203230275509e-12,4.223354530332044e-23,2.1116772651660216e-17,0.0002533045986560874,0.0,0.0,0.00025330459865608763,0.00025330459865608763,0.0002533045986560876,0.0002533045986560876,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620542966284e-59,True,True,True,True,True,True,False
1e-12,1778279.410038923,1.0,zero,1000000000000.0,100000000000000.0,1.3004343618580578e-55,4.335970987269697e-31,5.203165184723636e-30,4.626340757512705e-24,-4.6263355543475206e-24,9.993840248154367e-39,9.993840248154367e-39,9.252671108695041e-48,6.928203230275509e-12,4.223354530332044e-23,3.7551522012920396e-17,0.0002533045986560874,0.0,0.0,0.0002533045986560878,0.0002533045986560878,0.00025330459865608774,0.00025330459865608774,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620543168761e-59,True,True,True,True,True,True,False
1e-12,3162277.660168379,1.0,zero,1000000000000.0,100000000000000.0,2.3125356497992897e-55,4.335970987269697e-31,5.203165184723636e-30,8.226926512908716e-24,-8.226921309743531e-24,9.993840255355538e-39,9.993840255355538e-39,1.645384261948706e-47,6.928203230275509e-12,4.223354530332044e-23,6.677709841119969e-17,0.0002533045986560874,0.0,0.0,0.000253304598656088,0.000253304598656088,0.000253304598656088,0.000253304598656088,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.232362054352882e-59,True,True,True,True,True,True,False
1e-12,5623413.251903491,1.0,zero,1000000000000.0,100000000000000.0,4.112334531019058e-55,4.335970987269697e-31,5.203165184723636e-30,1.4629774025808888e-23,-1.4629768822643702e-23,9.993840268161233e-39,9.993840268161233e-39,2.9259537645287396e-47,6.928203230275509e-12,4.223354530332044e-23,1.187483391667793e-16,0.0002533045986560874,0.0,0.0,0.0002533045986560885,0.0002533045986560885,0.00025330459865608845,0.00025330459865608845,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620544169104e-59,True,True,True,True,True,True,False
1e-12,10000000.0,1.0,zero,1000000000000.0,100000000000000.0,7.31287982370326e-55,4.335970987269697e-31,5.203165184723636e-30,2.601582592361818e-23,-2.6015820720452996e-23,9.993840290933337e-39,9.993840290933337e-39,5.203164144090599e-47,6.928203230275509e-12,4.223354530332044e-23,2.1116772651660218e-16,0.0002533045986560874,0.0,0.0,0.0002533045986560893,0.0002533045986560893,0.00025330459865608926,0.00025330459865608926,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.232362054530771e-59,True,True,True,True,True,True,False
1e-12,17782794.100389227,1.0,zero,1000000000000.0,100000000000000.0,1.3004343618580574e-54,4.335970987269697e-31,5.203165184723636e-30,4.626340757512705e-23,-4.6263402371961864e-23,9.9938403314285e-39,9.9938403314285e-39,9.252680474392372e-47,6.928203230275509e-12,4.223354530332044e-23,3.755152201292039e-16,0.0002533045986560874,0.0,0.0,0.0002533045986560907,0.0002533045986560907,0.00025330459865609067,0.00025330459865609067,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620547332466e-59,True,True,True,True,True,True,False
1e-12,31622776.60168379,1.0,zero,1000000000000.0,100000000000000.0,2.3125356497992897e-54,4.335970987269697e-31,5.203165184723636e-30,8.226926512908716e-23,-8.226925992592197e-23,9.993840403440216e-39,9.993840403440216e-39,1.6453851985184393e-46,6.928203230275509e-12,4.223354530332044e-23,6.67770984111997e-16,0.0002533045986560874,0.0,0.0,0.00025330459865609327,0.00025330459865609327,0.0002533045986560932,0.0002533045986560932,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620550933053e-59,True,True,True,True,True,True,False
1e-12,56234132.51903491,1.0,zero,1000000000000.0,100000000000000.0,4.112334531019058e-54,4.335970987269697e-31,5.203165184723636e-30,1.4629774025808884e-22,-1.4629773505492366e-22,9.993840531497166e-39,9.993840531497166e-39,2.925954701098473e-46,6.928203230275509e-12,4.223354530332044e-23,1.1874833916677929e-15,0.0002533045986560874,0.0,0.0,0.0002533045986560978,0.0002533045986560978,0.00025330459865609777,0.00025330459865609777,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.23236205573359e-59,True,True,True,True,True,True,False
1e-12,100000000.0,1.0,zero,1000000000000.0,100000000000000.0,7.312879823703262e-54,4.335970987269697e-31,5.203165184723636e-30,2.601582592361818e-22,-2.601582540330166e-22,9.993840759218203e-39,9.993840759218203e-39,5.203165080660332e-46,6.928203230275509e-12,4.223354530332044e-23,2.111677265166022e-15,0.0002533045986560874,0.0,0.0,0.00025330459865610585,0.00025330459865610585,0.00025330459865610585,0.00025330459865610585,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.232362056872195e-59,True,True,True,True,True,True,False
1e-12,177827941.00389227,1.0,zero,1000000000000.0,100000000000000.0,1.3004343618580575e-53,4.335970987269697e-31,5.203165184723636e-30,4.626340757512704e-22,-4.626340705481053e-22,9.993841164169837e-39,9.993841164169837e-39,9.252681410962105e-46,6.928203230275509e-12,4.223354530332044e-23,3.755152201292038e-15,0.0002533045986560874,0.0,0.0,0.0002533045986561202,0.0002533045986561202,0.00025330459865612016,0.00025330459865612016,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620588969534e-59,True,True,True,True,True,True,False
1e-12,316227766.01683795,1.0,zero,1000000000000.0,100000000000000.0,2.3125356497992897e-53,4.335970987269697e-31,5.203165184723636e-30,8.226926512908717e-22,-8.226926460877065e-22,9.993841884286988e-39,9.993841884286988e-39,1.6453852921754127e-45,6.928203230275509e-12,4.223354530332044e-23,6.6777098411199705e-15,0.0002533045986560874,0.0,0.0,0.00025330459865614575,0.00025330459865614575,0.0002533045986561457,0.0002533045986561457,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620624975392e-59,True,True,True,True,True,True,False
1e-12,562341325.1903491,1.0,zero,1000000000000.0,100000000000000.0,4.112334531019058e-53,4.335970987269697e-31,5.203165184723636e-30,1.4629774025808886e-21,-1.4629773973777234e-21,9.99384316485649e-39,9.99384316485649e-39,2.925954794755446e-45,6.928203230275509e-12,4.223354530332044e-23,1.1874833916677928e-14,0.0002533045986560874,0.0,0.0,0.00025330459865619107,0.00025330459865619107,0.00025330459865619107,0.00025330459865619107,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620689003865e-59,True,True,True,True,True,True,False
1e-12,1000000000.0,1.0,zero,1000000000000.0,100000000000000.0,7.3128798237032595e-53,4.335970987269697e-31,5.203165184723636e-30,2.601582592361818e-21,-2.601582587158653e-21,9.99384544206687e-39,9.99384544206687e-39,5.203165174317305e-45,6.928203230275509e-12,4.223354530332044e-23,2.111677265166022e-14,0.0002533045986560874,0.0,0.0,0.00025330459865627173,0.00025330459865627173,0.0002533045986562717,0.0002533045986562717,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323620802864386e-59,True,True,True,True,True,True,False
1e-12,1778279410.0389228,1.0,zero,1000000000000.0,100000000000000.0,1.3004343618580576e-52,4.335970987269697e-31,5.203165184723636e-30,4.626340757512705e-21,-4.62634075230954e-21,9.9938494915832e-39,9.9938494915832e-39,9.252681504619079e-45,6.928203230275509e-12,4.223354530332044e-23,3.7551522012920386e-14,0.0002533045986560874,0.0,0.0,0.0002533045986564151,0.0002533045986564151,0.0002533045986564151,0.0002533045986564151,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323621005340202e-59,True,True,True,True,True,True,False
1e-12,3162277660.1683793,1.0,zero,1000000000000.0,100000000000000.0,2.3125356497992897e-52,4.335970987269697e-31,5.203165184723636e-30,8.226926512908716e-21,-8.226926507705552e-21,9.993856692754711e-39,9.993856692754711e-39,1.64538530154111e-44,6.928203230275509e-12,4.223354530332044e-23,6.677709841119969e-14,0.0002533045986560874,0.0,0.0,0.0002533045986566702,0.0002533045986566702,0.0002533045986566702,0.0002533045986566702,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323621365398778e-59,True,True,True,True,True,True,False
1e-12,5623413251.903491,1.0,zero,1000000000000.0,100000000000000.0,4.112334531019058e-52,4.335970987269697e-31,5.203165184723636e-30,1.4629774025808885e-20,-1.462977402060572e-20,9.993869498449736e-39,9.993869498449736e-39,2.925954804121144e-44,6.928203230275509e-12,4.223354530332044e-23,1.1874833916677928e-13,0.0002533045986560874,0.0,0.0,0.0002533045986571237,0.0002533045986571237,0.0002533045986571237,0.0002533045986571237,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323622005683527e-59,True,True,True,True,True,True,False
1e-12,10000000000.0,1.0,zero,1000000000000.0,100000000000000.0,7.31287982370326e-52,4.335970987269697e-31,5.203165184723636e-30,2.601582592361818e-20,-2.6015825918415016e-20,9.993892270553533e-39,9.993892270553533e-39,5.203165183683002e-44,6.928203230275509e-12,4.223354530332044e-23,2.1116772651660218e-13,0.0002533045986560874,0.0,0.0,0.0002533045986579302,0.0002533045986579302,0.0002533045986579302,0.0002533045986579302,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323623144288718e-59,True,True,True,True,True,True,False
1e-12,17782794100.38923,1.0,zero,1000000000000.0,100000000000000.0,1.3004343618580576e-51,4.335970987269697e-31,5.203165184723636e-30,4.626340757512705e-20,-4.6263407569923886e-20,9.993932765716835e-39,9.993932765716835e-39,9.252681513984776e-44,6.928203230275509e-12,4.223354530332044e-23,3.7551522012920393e-13,0.0002533045986560874,0.0,0.0,0.0002533045986593644,0.0002533045986593644,0.00025330459865936436,0.00025330459865936436,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323625169046884e-59,True,True,True,True,True,True,False
1e-12,31622776601.683792,1.0,zero,1000000000000.0,100000000000000.0,2.3125356497992897e-51,4.335970987269697e-31,5.203165184723636e-30,8.226926512908716e-20,-8.2269265123884e-20,9.994004777431944e-39,9.994004777431944e-39,1.6453853024776798e-43,6.928203230275509e-12,4.223354530332044e-23,6.67770984111997e-13,0.0002533045986560874,0.0,0.0,0.00025330459866191484,0.00025330459866191484,0.0002533045986619148,0.0002533045986619148,0.0,0.0,0.0,4.217543716430216e-09,0.1,0.012665147955292222,1.2323628769632638e-59,True,True,True,True,True,True,False
