mode,mG_eV,phase,index,component,group_normalized_error,exact_chi,main_chi,exact_y,main_y
tree_eta,0.000001,zero,0,charged,0.000000000000000144408141790858773724314422928053343553166708766687404874245068261816612205212595779042232558562503863649837941246419448121509832304329511687342343802993124436773881671815308159869359635675996568468146667619523612937967491013941548893160798,0.000000000000000000000000000000000000000000000001753666528767780146756275259819287847557341055099729238354130909186294043912879144060884799677803126818904172126842430042565209475879461560895169138462718061423538235318081728982491615047412636033286179895644405347831493,0.0000000000000000000000000000000000000000000000017536665287677804,0.0,0.0
tree_eta,0.000001,zero,0,modulus,0.000000000000000277208928556753200152083890454112942939145800038203399070809526424814798544467336146145155061590918500163149238432344301757567987186586777001107858267364809519388380375104175647799425179226695000673454264557738315410254175053590170975546246,-0.00000000000000000000000000000000000000000000000000002103453617024318416903876555861609069654135008269786760882842367504778125377790336509174790396162873823269578298580891993708200882900778739752845253352402183051938438036802772537586961476731632858004107790910777820306395,-0.00000000000000000000000000000000000000000000000000002103453617024319,0.0,0.0
tree_eta,0.000001,zero,0,tree,0.0000000000000000424930460235089683774314160831855026285025165175020011136594773876164578490537080056336058462897374545420302030282472089127199451951580737373997575758945772912423687003777270221362871455447422153142788238028205487371546489370758045221071662,-0.0000000000001232362054270612547633182510252804001851735472184366603282953787559707893212471269193677074583601754738719176366555516719825105037041293318513363454355341547647584357500599431747941258248611535938029024460701072247326096,-0.00000000000012323620542706126,0.0,0.0
tree_eta,0.000001,zero,512,charged,0.000000000000000245954233091519511249453323083295127816701217976531015410034715437341991245515381881770213405735611243832791876675631091197386499811239567495497706046863339374542631875168306137926827146659913002930953379872429685773451040890661696367600668,0.0000000000000000000000000000000000000000000000001819703315210243686782938186534952845802657665590602843905596307713276972027269866749032097933523575738404721404336253066091130139299144365332359121182400094203643937335801775944429942459445020054240084503188676299961584,0.0000000000000000000000000000000000000000000000001819703315210248,0.0,0.0
tree_eta,0.000001,zero,512,modulus,0.000000000000000299675144913199734505618720497731264202226729403264754312047511998469612011118551809504881918250227925679092232357478167082743130995883349784440167005867384056897732408127950109213240301528044418318043136017071801274731344562232908475195545,-0.000000000000000000000000000000000000000000000000000006349620143805231696472325000432423009877826498663687784086209620708474621749896936852770980086619734280989609338451779128118502477662661811424954591519985994034596497697360755864491517325758633170170424088512756021165446,-0.000000000000000000000000000000000000000000000000000006349620143805238,0.0,0.0
tree_eta,0.000001,zero,512,tree,0.000000000000000119562924555336812215017063858803672857456130541968697015649334880344553792241339949949960834452557345939406572814946023495916815116022161971516421655404594174803952174088071198541002654889003892502132337499788368000313744107985836401780673,-0.00000000000001122969414436418526551886803828618204955916384342779809593632461231705617066231887251196960708101720271645828872657750869694071767513435111470003381325342465704634422542067608073399604466309737226462691688411800542245226,-0.0000000000000112296941443642,0.0,0.0
tree_eta,0.000001,zero,1024,charged,0.0000000000000000922738026106681751441258464529114426167285228124554447840819351278294669243425098615606021076695965908394153466306839959391370021090709331880622890761224112940913038477909366634515439754935299693764186073702796473323244925908599899990154295,0.00000000000000000000000000000000000000000000000006204964599631396818252087954621182472654054225440605585410333845645465285031741083955247658727671660148449887487683721752575487609148814423768105973432376613930605515998270546241971270233266047099541145808150044326133229,0.00000000000000000000000000000000000000000000000006204964599631413,0.0,0.0
tree_eta,0.000001,zero,1024,modulus,0.000000000000000783103858679560325070334639244549992040018563974384626577043095916086512953107312878259401650129243510100971085490962046261222298151741702391678363604231514297699165076480325321836956281607913793901020312738547588261142052163831911995398719,-0.000000000000000000000000000000000000000000000000000002445425053373962872226440452218558532951536667116779689705460824672517218639843984203914784715062273970482481822990372254715036109197351493403422709310326637048820550584844089086568826800492511961886051732574756385933499,-0.0000000000000000000000000000000000000000000000000000024454250533739464,0.0,0.0
tree_eta,0.000001,zero,1024,tree,0.000000000000000185863471820030812996212874776264879062660152071797031020531395334425678565895079210355420775385791077087945598783198107525369832170252782930422041884479085785044823304125626679675889934030099781301125977096524786766608597460569784441322668,-0.000000000000001665640039816972205108994600127866846955615521685213156229572728173864372264036390025077620406480573759838837858160341680082620184231640846049057649610252238655399473334927224165840726723162099643617601740298824508758157,-0.0000000000000016656400398169493,0.0,0.0
tree_eta,0.000001,quadrature,0,charged,0.000000000000000144408141790602877176273346263167369859196136791018807706362202041190637079441147964969131417628811305025376629194326143116171022198825233187577154597963621953133923916196867200890770738837080346388452566422246346013505278486748413405333777,0.000000000000000000000000000000000000000000000001753666528767780146756275260268045058684193395797341352316804513326835479216635015183635918812231367971757454766750874421320279422737883696732869690995738401069924235438893266168656004375117340124858210569700069537087286,0.0000000000000000000000000000000000000000000000017536665287677804,-0.0000000000000000000000000000000000000000000000000000000000000000000000000001723254867820916512869958642688155503599327006894755894992206809195214493677206640698816856378788610839386399604684141544321408079356231569375932867933605596633034139277208177071540877253347223099183144723981893697945094,-0.00000000000000000000000000000000000000000000000000000000000000000000000000017232548678209164
tree_eta,0.000001,quadrature,0,modulus,0.000000000000000134586339890415149932989528049899786630630239250105880001047302238601559853277762722721270902783545009955622222536575272723676630047505460391415267876110401884042772781507366866612678370176195884493893030498332770974021358231264260488124578,-4.196665508202127464142101964189119311065232167023902330198455565680078408416206232910672027127045642886053946454871415845368428050409001496501558178231152047539741066544913064640130893665971759735093900539501873285055452e-81,1.51625811215653e-83,-0.000000000000000000000000000000000000000000000000000007011512056747728056346255184806475062779740872851921881546442074546305605476253890563829461250494482490167578362432006592162960412840116945732325154081873686445773393576103964764783306473265009959949275329938046487406327,-0.000000000000000000000000000000000000000000000000000007011512056747729
tree_eta,0.000001,quadrature,0,tree,0.0000000000000000424930460232143828723923701396078575259884091187086529677144500918789063637782562940651500274336560066990475541086910744970457000419975657000261366535200020994093598640411297216062099532649577063453933135297035531861435669730356063740496152,-0.0000000000001232362054270612547633182510615839999999999999999999999708781673974961658613370303849176521819087444318858738385178524163875921285510061373992799544150447703446393730424694155694993233545219942225189063953537868812861513,-0.00000000000012323620542706126,0.00000000000000000000000000000000000000001210119993827548426052111321419426288050845884669663448851661404913272862822747918832733533416719131685485011434193385252802137751370829930731911733827227981048920896946613476917200343205137236612319475902486680939966455,0.000000000000000000000000000000000000000012101199938275482
tree_eta,0.000001,quadrature,512,charged,0.000000000000000245954233091427884693964446433690422469621245040110937642696551166846633639800129822276713567330482310835879398639225571907739138321042725299224028609617925622756766807435416352144647591383666549148401038385811803729712228187923814035440071,0.0000000000000000000000000000000000000000000000001819703315210243686782938188141777080873923631379024883825630903827712131368604366546461177097682339743388628103211976978937598173862567628788750616240972447141014938421518567005267117652568477276141996801301319554317625,0.0000000000000000000000000000000000000000000000001819703315210248,-0.00000000000000000000000000000000000000000000000000000000000000000000000000007532784566688092378673149717973348241530644658748314585148761804111698961031460168562530675813687447833240834164204378837964374173563332751616039121240569300420648359855718508378218110503038586138219521462425401732508573,-0.00000000000000000000000000000000000000000000000000000000000000000000000000007532784566688114
tree_eta,0.000001,quadrature,512,modulus,0.000000000000000294921058624333329360852225870176887603530794394462014337279505153758721906300087190387147737277522529841698661366196796430196208908803646442073962857587910959582126915192121794867049796710049464560746558268952506126901703710377763523598171,-3.824141608385158170673840106704171796359398254179331584755968416359902370883613031486895357459373187349315827090218715006581435776184013924692273524667036432692257177984310058784272831968078350338717030205643306653094037e-82,1.3816649729211759e-84,-0.000000000000000000000000000000000000000000000000000002116540047935077232157441666683336283013103560532101257805264347455915824811621897387552714700866201842325838585695503600677415594047376868763993613949906976324827058183082812888097224056366478453021564397289699513789535,-0.0000000000000000000000000000000000000000000000000000021165400479350793
