mode,mG_eV,phase,index,component,group_normalized_error,exact_chi,main_chi,exact_y,main_y
tree_eta,0.000001,quadrature,512,tree,0.000000000000000119562924555247886743034700717149672500242853994151783474557758425483951664101914594237892071917198587583238537028455105216127503129940701087535537622169912301157403940462977365721095483841973999677796381737081723699787182554232536013565992,-0.00000000000001122969414436418526551886804924501978247604365738796434685061084243075574119213839993373064465924653318118849182106759789180142881799004825760324667082374896272790810278284059266060337076359007434759223248589240390832286,-0.0000000000000112296941443642,0.000000000000000000000000000000000000000003652945910972293271320055416971428743371233190176606509140586926822456215968664629566333853423957837824578156589541222654806580309683506788430487696506850791632872204775090791737651531505755753780312007942576595813067441,0.0000000000000000000000000000000000000000036529459109722956
tree_eta,0.000001,quadrature,1024,charged,0.0000000000000000922738026106287449471284141699545175242798554805051078229187496547507387238507203985521558473015291944861447160403747915885227470396438407484105436439906448635291379106978230036777971034915367763142336640129630924946193126543472237478822399,0.00000000000000000000000000000000000000000000000006204964599631396818252087961535924142365731985137353898195447411974760681504571839619066546428073987746394114993406305966876759955839358111230111164268860058841541401862193188273752384568176385973913050515073157074562551,0.00000000000000000000000000000000000000000000000006204964599631413,-0.00000000000000000000000000000000000000000000000000000000000000000000000000003572717050577781125321690215771641174790422581914916164311179308171696182928897286828972276886945116166149528285738622481660614098986011570849028675341586975142862856896849004391436036665318918015235504509859779354480765,-0.00000000000000000000000000000000000000000000000000000000000000000000000000003572717050577776
tree_eta,0.000001,quadrature,1024,modulus,0.000000000000000773595686101788457596583307599620222235464436175907418483349603474927671544792453595810157414714077386874939299885000721236335058749105311335785674022610421740572027081625448024269286299668344006453089222831414330235851873418056708404139988,-5.67214324715434020410416253156671754917137165911526698257457957723011342421490742762323281770584547236380734166423417337158142698948925326089207419030310918450976775693663913614828862390474956467246927789712444650905225e-83,2.0493492261898187e-85,-0.0000000000000000000000000000000000000000000000000000008151416844579876240754801507206123668266644216919126881299312278430960655620319848293785628546525632668224835523062051288555657367551717935244826377878335041123626086302449495535550007653367207680697129116005257998718304,-0.0000000000000000000000000000000000000000000000000000008151416844579822
tree_eta,0.000001,quadrature,1024,tree,0.000000000000000185863471820065060805080769343581776697123018812401586141913405711182038499483210273030302577258391709632452692761988788386679929929450769088125513270884310167179108683282323419103270963862141714469321141922705699775999585542958570017408708,-0.000000000000001665640039816972205108994604348436856026207313467162975457138102666976162766362399937997534601279709101704608564755834945965071029941545595651692560898469220434756035738002647409686060449475925807818573265276919520154379,-0.0000000000000016656400398169493,0.000000000000000000000000000000000000000001406856669690197263927316606409188458164370596834108669970973304005439869224168251987447412078475308347990589185041174983724775522317592373392853257132125898752432928053317237529792008361554842395189536166945023449145367,0.0000000000000000000000000000000000000000014068566696901875
tree_eta,0.000001,pi,0,charged,0.000000000000000144408141790346980628232269598281396165356530901948888634560835129615172921913728920668869450733125528084437976296136846835313184327633181278368345387022540801745699103198419856930206060641391877864921820362349698052856253946040695166991344,0.000000000000000000000000000000000000000000000001753666528767780146756275260716802269811045736494953466279478117467376914520390886306387037946659609124610737406627880949405555257687808103139919011935407174976718352041198227267871141282017230293862140987365712681468623,0.0000000000000000000000000000000000000000000000017536665287677804,0.0,0.0
tree_eta,0.000001,pi,0,modulus,0.000000000000000277208928557152226351115462463354652407939672877247315637328367346146229736606434733582177329728824148700206782341470839477225325715678257451426277679187644038512865924602458842343713937018584295801158048610821390217709878086988363153033066,0.00000000000000000000000000000000000000000000000000002103453617024318416903876555022275968013709515441366368045018505291731691973009870444085024338147235525269576436909714780566971232291472175734348429207201135147453933936081984188503940560040144401039376478307809270151231,0.00000000000000000000000000000000000000000000000000002103453617024319,0.0,0.0
tree_eta,0.000001,pi,0,tree,0.0000000000000000424930460229197973673533241960302124236478629594735243404254145840048565568698723268784256845750441004171183068293289971267985477001509006353221913289455783926595151396922678028092051611489993278403674576505818277840760078761297958370553404,-0.0000000000001232362054270612547633182510978875998148264527815633396134609560390215424014269338504675969054573133898998300403801527171453723629867301530250449597517208795801506145680688551488434095538891886571611916356855242718240418,-0.00000000000012323620542706126,0.0,0.0
tree_eta,0.000001,pi,512,charged,0.00000000000000024595423309133625813847556978408571712258816594220785526927877945982026029906163831274849811750504970724107537288452743435186694187627304984192713491527758184660105799815164060381949139927396397052710211775959928309874020041148694185173909,0.0000000000000000000000000000000000000000000000001819703315210243686782938189748601315945189597167446923745665499942147290709938866343890256261841103748372534802085157894001428289574133187165349085612769653152203839579017994408701780367276344405488420588875654792983313,0.0000000000000000000000000000000000000000000000001819703315210248,0.0,0.0
tree_eta,0.000001,pi,512,modulus,0.000000000000000299675144913236095103993074469878111741033626571280987245257211106771835472885124399592762365994503062664762890967214598265333125339955686504313511570797619896953936673114639149608925429066969864941477422957305353941517856439946151414739949,0.000000000000000000000000000000000000000000000000000006349620143805231696472324999667594688200794864528919762745375261436594970914030619878431750448685110139495157692566832784250984047241938084640378507560259711492234345904724774162704557303156833250662178669323195871972507,0.000000000000000000000000000000000000000000000000000006349620143805238,0.0,0.0
tree_eta,0.000001,pi,512,tree,0.000000000000000119562924555158961271052337575495672143081969756484389883518211208373496303736946881536594260874781729009311246797046312906725918905911951289208313216675574348736299915371634018796193870845027187820979396921293420234433234831475341075189294,-0.0000000000000112296941443641852655188680602038575153929234713481305977648970725444553117219579273554916822374758636459186949155576867509812056839019374301061788209325684126756420670463117728432729335808080204616004245499866827851293,-0.0000000000000112296941443642,0.0,0.0
tree_eta,0.000001,pi,1024,charged,0.0000000000000000922738026105893147501309818869975924318513682511552159529631686957672375374633196903621166300843729046263220745418440105060713721305735836926909408846671237086934565012014595081759568379186152542455340295178314294889550588773960039153227937,0.00000000000000000000000000000000000000000000000006204964599631396818252087968450665812077409744834102210980560978304056077977402595282885434128476315344338342499128342123984817623518302427161000273073158728176392234612336523506396454823322116019314972829492021566437057,0.00000000000000000000000000000000000000000000000006204964599631413,0.0,0.0
tree_eta,0.000001,pi,1024,modulus,0.0000000000000007831038586795549318986466624092016539032922577912998288465850773807830879895562688302029540938940205841102439263807010147984719332609927893558144959231465825387894250468015286423604316403535718233486689097361197391029031985554355369971508,0.000000000000000000000000000000000000000000000000000002445425053373962872226440452105115668008449863034696439074126473689089785457538644548990120638676321556616618806582474105815578327784608750343142688545364782697492820677336284879862797676342449828395216430527255355277226,0.0000000000000000000000000000000000000000000000000000024454250533739464,0.0,0.0
tree_eta,0.000001,pi,1024,tree,0.000000000000000185863471820099308613948663910898674331565707736862482389327795818887955778101340206601499856952238325304492983954131349314175546955087983980842386069108942349849219259812120460969299757393155996637971278141112049181611926028717908605935968,-0.00000000000000166564003981697220510899460856900686509679910524911279468470347716008795326868840985091744879607884444357037927135132821075213798855010928296778135139154106475960627252101428663516698130088309501920198267196205451628608,-0.0000000000000016656400398169493,0.0,0.0
tree_eta,1.0,zero,0,charged,0.000000000000000144408141790602877432169894304244034744607741880253106043797220698011506322760304369483550923284583636836424902302145136698721358277335126139775392326195158222568900986869401068373880279397932712448385049989926152033001102524623367944896286,0.000000000000000000000000000000000000000000000001753666528767780146756275260268044609926982268945000655690406893212334080575761515036164269870942772193025575909888698518416946703869435569519529717044868846723500226671693239151707892481972725771470155748133342257439638,0.0000000000000000000000000000000000000000000000017536665287677804,0.0,0.0
tree_eta,1.0,zero,0,modulus,0.0000000000000000395046141127234408544029962615578220771729279645608157990102086253295376752150867769896339538419578275020986887924177780891370329355894300608414022143620579800647718355889062567439750866955159249073495490154987377505939496129138008407496425,-0.00000000000000000000000000000000002103453617024318416903876555441942938500473082068322969864850156984106851073199176578363159036973719954929785164067008969358706930951698045262001424649350014207664557346270156538211878368504940854041418098122620631420517,-0.000000000000000000000000000000000021034536170243185,0.0,0.0
tree_eta,1.0,zero,0,tree,0.0000000000000000424930460232143831669778751786538011033972024800304736761593049662697881174186285257907779716048555985758923763965460496398570274796834081610676593539622594588116055986639881458240699790339090525893609583090756953126398127585577009721656986,-0.0000000000001232362054270612547633182510615839636964001851735472184366603574171822366420209560759578714805684142915916641746860012701780606897302600082111194266398098692858574793117842172259584722666687482604202477602297865841712752,-0.00000000000012323620542706126,0.0,0.0
tree_eta,1.0,zero,512,charged,0.000000000000000245954233091427884785591001922567072073968463417442792119277442100426164923996651802966467111218842834136849385645440129021827448941840506568610212304776392592232865349532131200853751812757327802677591942695164754973836457951137011010452179,0.0000000000000000000000000000000000000000000000001819703315210243686782938188141775474049688560113059101683973760739696808687377185728110790702797981878942159966495648572030285938197269365538022102039733929435712404052108325816352012195932967813353426291990010490942096,0.0000000000000000000000000000000000000000000000001819703315210248,0.0,0.0
tree_eta,1.0,zero,512,modulus,0.000000000000000252134282024372060347088882160349707703534345134085261164598096650222685752885161214048132907814535935139796825185575447336625294308747136937798419513913163750494512865897335928852557253238450800068544080990060615963971007764932694282263594,-0.000000000000000000000000000000000006349620143805231696472325000050009231453471520112120814207548859441957090255524592464005281940064877108161596528091248941908630193033606387269376545226421526484265777041253120968455330440731894455597433366329080199616084,-0.000000000000000000000000000000000006349620143805237,0.0,0.0
tree_eta,1.0,zero,512,tree,0.000000000000000119562924555247886831960172699512814154221725726742780017021200770353545738410440608894663870147175121827514476924930029764168399791026136741400953591234184302398864931128281872883690053845820029647604946777118878415344562296941181472073684,-0.00000000000001122969414436418526551886804924500882363831074050815038933214581129675600498401938853593027969732683849591488395871233383195218009737981431512612303242466186011205053857912945967916461083472229157700943028843981581738635,-0.0000000000000112296941443642,0.0,0.0
tree_eta,1.0,zero,1024,charged,0.000000000000000106529648628039099786133034927451156855459009243435035480014074901244250356998363067722978892612678537454201060124486112225019588809671625464970360066468297521126451363967664591726901515285946944569684535458775791447171235831481759602029646,0.00000000000000000000000000000000000000000000000006204964599631396818252087961535917227624062273459594259732507702557684859844937903822236177582406002889340030888578535043792499522517107322448572401791399463835876280209830331973229482758436447801469094335116490702325663,0.000000000000000000000000000000000000000000000000062049645996314155,0.0,0.0
tree_eta,1.0,zero,1024,modulus,0.00000000000000080212020383509597026300192312537543832371119149663551889242690339041702036735778667111531849602656292772648742991652645072603309234790816416661520918736188022804971074802306256280980365413148936078846228284445181765829421968861167862956486,-0.000000000000000000000000000000000002445425053373962872226440452161837157201425736619140095189961278687983608653094779213236578309341129243557699435076155022384184460838526102486455139554933141577247533859065629764485578092935459955625215206718081036424814,-0.000000000000000000000000000000000002445425053373946,0.0,0.0
tree_eta,1.0,zero,1024,tree,0.000000000000000185863471820065060770832960475687209380228570575751363454512431035538358715999966323364461034007070634755477404595530506190343372850234060053119502321055744609718520383126591706474762702565495361197838428908197546230841600082529321584515298,-0.000000000000001665640039816972205108994604348432635456198242875371193899976060339992916945560288905732706721269571966403198748220752710531136599137263305229941992547151812888727335428177699896165524030262711949751815638200797521478052,-0.0000000000000016656400398169493,0.0,0.0
tree_eta,1.0,quadrature,0,charged,0.000000000000000144408141790602877176273346263167369858634047975164108191495801516846900426421016413491268493341732673549179385959166187572791826205945054259785235186869449141625218255680326107474816824473830908805767261409479360872274393940814335783818972,0.000000000000000000000000000000000000000000000001753666528767780146756275260268045058684193395797341353302520855885938221117196818792034253431834121050882133805071291011934843851498126382754816441663508772963987586229736231253517859240484111002024032721138309230837798,0.0000000000000000000000000000000000000000000000017536665287677804,-1.723254867820916512869958642688155503599327006894755884129727298847329544027100600603994242765080844385097839748112746595400558047167134369289893357402019522066613056555240826818159876623395122134836127828937131081764264e-82,-1.7232548678209166e-82
tree_eta,1.0,quadrature,0,modulus,0.00000000000000000803624877612241338562062035893422440805444424553110077237968532348714507228324908332181633203421173080738233362882671243647669181642520912676950272688481990296807569016362580897072317707849137370247061607809761769486948981577721275739562887,-0.000000000000000000000000000000000000000000000000000000000000000000004196665508202127464142101964189119311065232167023902415025438557024377804944503541347619091231967145835312381484843227911817657539726390468644076437383692755852527309463641687809354889317645785147059819908760736497281583,0.000000000000000000000000000000000000000000000000000000000000000000000015162581121565297,-0.000000000000000000000000000000000007011512056747728056346255184806475062779740872851921852182179126907252489119827036536963775189368454784859858475952255320712091760013103142656389005860968230780234267233339004880205735328214370932852172770320802147330065,-0.000000000000000000000000000000000007011512056747728
tree_eta,1.0,quadrature,0,tree,0.000000000000000042493046023214382872392370139607857525752100052703607881301139239479058480515854939560325662106359122470637396920935432337577036517623034744807637437144840913683877480811741377241892274542220534490125185996050296670108658767122821619920295,-0.0000000000001232362054270612547633182510615839999999999999999999999999999999999708781673974961658613370303849176521819087444318858737748314674403339536739886096748055270500680215046987721265542202724799784666802685048658974936302696,-0.00000000000012323620542706126,0.00000000000000000000000000000000000000000000001210119993827548426052111321419426288050845884669663448851660550112019671399786516717675508404694325980846093012676918346154214533758289582685274844244425292132594822232113846174384567280545801190536420528789392935614504,0.000000000000000000000000000000000000000000000012101199938275485
tree_eta,1.0,quadrature,512,charged,0.000000000000000245954233091427884693964446433690422469263116360916751510778113224761216305955134983608093580615615627359401033583619957964434128144078891266666202964018525662449213721566920441724744357757474602791636551274588583062828804561729008508049834,0.000000000000000000000000000000000000000000000000181970331521024368678293818814177708087392363137902489010601368077429292312253652706260725687482422681930416715684797702195491540566664269517426789386201014964035800857224454066357575276843074797420909315677941283902504,0.0000000000000000000000000000000000000000000000001819703315210248,-7.532784566688092378673149717973348241530644658748314553254182795044752078890804537050263131938944651107618929390624756709599310123151808770339873187384856464168323694546255597881485375232261824726748512318439331135081706e-83,-7.532784566688116e-83
tree_eta,1.0,quadrature,512,modulus,0.000000000000000223609764291064547701547151665759882083358667790592961507289581898345611349949358834236573235066299360585152702401345324548692074256912883685192219038120232235008455153384118604955842364272053304703042715314682580600571106455714520853400438,-0.000000000000000000000000000000000000000000000000000000000000000000000382414160838515817067384010670417179635939825417933166180946026801345118478476769478598277374136861804767988737211139988425335000629025317881425398980656195759201745887676733002709282198713217781779566664709861057022717,0.0000000000000000000000000000000000000000000000000000000000000000000000013816649729211756,-0.000000000000000000000000000000000002116540047935077232157441666683336283013103560532101248941179396341592484972331462402980667635945044176768430350553810164495863873390714601924737253052051272752654654605731891236121398022341711900914379415230807998660969,-0.0000000000000000000000000000000000021165400479350788
tree_eta,1.0,quadrature,512,tree,0.000000000000000119562924555247886743034700717149672500221368539662361078712559944816683773323030153962936202593530220963963235298719866250332417709644136550600361617778567659868013622991221332803497554348757063954873716007700892195398945569815310702960769,-0.00000000000001122969414436418526551886804924501978247604365738796434949839672558298611868358991835545770145804302814939247165709828715980065617857131633119862539002028246058822607739154669110248165154293229655609834581005356280731137,-0.0000000000000112296941443642,0.000000000000000000000000000000000000000000000003652945910972293271320055416971428743371233190176606509140586905396551159110195841756923037387228567657753641867995493052913163988939316961879819383065714196939292805233826540228034185588194142518150733369675153614292454,0.000000000000000000000000000000000000000000000003652945910972296
tree_eta,1.0,quadrature,1024,charged,0.000000000000000106529648628039099746702837930018870250512131544417969354360820917385873187853558043966276471084908073660624462610068156583348605110221279165297960576022331905430895295738446107873790865821335117930562648740391400907117619062259798397771362,0.00000000000000000000000000000000000000000000000006204964599631396818252087961535924142365731985137353956480820487671251189140334376652979271859956621489371388898162795497853598194644472068285758413031920992322555505495473546836708494732764016383350781756563801034953274,0.000000000000000000000000000000000000000000000000062049645996314155,-3.57271705057778112532169021577164117479042258191491615227472118339031289997748874656422075929059635933411566797333668430195039963444410536104255259660698015795787380738990909958438688202902372592373986911815452392475303e-83,-3.572717050577778e-83
tree_eta,1.0,quadrature,1024,modulus,0.000000000000000802120203835095970260305337281387024443552086576937647434816008727774927178640177103230324872688049149880133316862298801760535537802077163518380954843694162553254460995130641038557659480054951149101808283567191740271860203153339526345350981,-0.0000000000000000000000000000000000000000000000000000000000000000000000567214324715434020410416253156671754917137165911526709683301012586007691302987591175050782699957580052402269899681791375741698419965626286402580586667115527507504833657167903533484183239103549391509393761884382495084225,0.0000000000000000000000000000000000000000000000000000000000000000000000002049349226189818,-0.0000000000000000000000000000000000008151416844579876240754801507206123668266644216919126847161119876736027056579088909184010048731171846256530404208207044842880761269065919862172393138800709520047422791323964914903729831842488553085020923062184504890508932,-0.000000000000000000000000000000000000815141684457982
tree_eta,1.0,quadrature,1024,tree,0.00000000000000018586347182006506080508076934358177669712620502852920607614618726317558474526937073268651149318685898749297323338452027121941582347805151472398886449047220999859045258905324547514793180442923847899664275019366631584044239246491059300313726,-0.000000000000001665640039816972205108994604348436856026207313467162975849795287905367410057350791231742619641181043666128956635822438576154382978170414017516874152539154935874189941587120865981744089600918211233039595834528737332287198,-0.0000000000000016656400398169493,0.000000000000000000000000000000000000000000000001406856669690197263927316606409188458164370596834108669970973303823899908585236374052732087410544926631227459365918037530969659695874717766979244614929580279941572977137975736049283509732594417884203936753278386090062099,0.0000000000000000000000000000000000000000000000014068566696901877
tree_eta,1.0,pi,0,charged,0.00000000000000014440814179060287692037679822209070497266035407007524130528098101377837602939077896846723009216865454943507751217246201756506689646363004883002869472405537066734843171874999706752312529414304514209547918900352269631361567677815765537986344,0.000000000000000000000000000000000000000000000001753666528767780146756275260268045507441404522649682050914634818559542361658632122547904236992725469908738691700253883505452740999126817164552252496488036822347371536228391100039438080384790940552043362588721916981003366,0.0000000000000000000000000000000000000000000000017536665287677804,0.0,0.0
tree_eta,1.0,pi,0,modulus,0.0000000000000000395046141127234412534291952931297364686333106720531661733733310130253376765924125856343049843704751777356636017883853599689565924090285955172859317111428184288620224568631812822777053317204190275477360672066183540642349169055695989381065271,0.00000000000000000000000000000000002103453617024318416903876555441942099167371441642830141444457319160244638026765771797880153949262315053970143341358782830781705257985759195053603382605250578786475210236085398038651339513682208689864543283129535759942515,0.000000000000000000000000000000000021034536170243185,0.0,0.0
tree_eta,1.0,pi,0,tree,0.0000000000000000424930460232143825778068651005619139481069976253769156476825317322069848354009448550082404203522443778412417817221062336812215000775207533577039353773437221935508983002650754191068392272652901491130143004497605507735635950133777763483079648,-0.000000000000123236205427061254763318251061584036303599814826452781563339642582759519692774036255764802580201421012772153314177770477371602245150407899136414145408410773661488641519009684192643623908595441861493836609348656167181437,-0.00000000000012323620542706126,0.0,0.0
tree_eta,1.0,pi,512,charged,0.000000000000000245954233091427884602337890944813772864557769304390757796117301344490188080477087148514696810562353704970213425148619250850211556540759355227179303001285124081355825665105863196400416820028140592819956895587265962426326843722305628368570817,0.0000000000000000000000000000000000000000000000001819703315210243686782938188141778687698158702644990678528053600808889037557695868397103723046850471759666174347200305471879544873136016022267515903046367545598128625158299864009040040765089160807606204037815162247060194,0.0000000000000000000000000000000000000000000000001819703315210248,0.0,0.0
tree_eta,1.0,pi,512,modulus,0.000000000000000252134282024372060383449480534703660880332066723706331446920341033692768899965610550536590629903785412973878555302030621989257693687661518175797783735366102161537891925192899666092900675747737687992774136261070134122990017590356046299668097,0.000000000000000000000000000000000006349620143805231696472325000050008466625149843080486679439527518607597818375873756597672920048011274394779093208598141780582036570804121999299021162388886550349112235864308898316045924824485978887553814521216375332342644,0.000000000000000000000000000000000006349620143805237,0.0,0.0
tree_eta,1.0,pi,512,tree,0.000000000000000119562924555247886654109228734786530846221011352581994532714068639229873837473369845798982992682896091051871898150694386824375196128433614340920526892178403011603579837757120542964522837142770076446948638106538861523572076426399987701189812,-0.00000000000001122969414436418526551886804924503074131377657426777830966464763986921623238316044817498512321875921780287005935548424048764913225976281834727079206668162611725643121592325646102094295842122920284078625610767843172552027,-0.0000000000000112296941443642,0.0,0.0
tree_eta,1.0,pi,1024,charged,0.0000000000000001065296486280390997072726409325865836455652538454009234088101673786205706555869018317297695963640656266798140972710394010861009282014533541042151272011870759997341907914818467436471531620004511196359394960485315521954814541226969035684196,0.00000000000000000000000000000000000000000000000006204964599631396818252087961535931057107401696815113653229133272784817518435730849483722366137507240089402746907747055951914696866771836813574887231057763548774831099760076166380652451703755350270665314686824832662566523,0.000000000000000000000000000000000000000000000000062049645996314155,0.0,0.0
tree_eta,1.0,pi,1024,modulus,0.00000000000000080212020383509597025760875143739861056339298165723977490119344846289009535559142506325960897521852218805063821971670526261113937842791860647926803517565992456998125486660918644736546559081447163385041950530297259158356773079555830354439565,0.00000000000000000000000000000000000244542505337396287222644045216183704375856079353233601310671064735363262522566159690789464164913861203858636630577423608265993000537927382724992686906006211064596869187278140656887531048486874424471087252462636833618529,0.000000000000000000000000000000000002445425053373946,0.0,0.0
