mode,a,mG_eV,phase,index,CW_value,CW_chi,CW_y,precision_error,expansion_error
scalar_retuned_eta,1.0,0.000001,quadrature,1024,-0.000000000000000000000000000000000000000000000358561824357614227964223810336985227763938646378311445382795617328681963004362304597780511994666662353271449586287003505615038216213996191944588878021258070528786568024778516999041829557834154636503476194464200140151843600149755095234511927,0.0000000000000000000000000000000000000000000000000620496459963306025349417338707223342473274228335657614660304920471505978609619233685150579871545624605746641865799719073196071192322679861682639978324897622722595530031788872907532291165635368687454965150422222405721746089048220085228095475,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000357271705057933366652441685239283652806081937514799158267829457697053531918558593958472837598434641136479458276535218042364639678495494912345459606679433450702475405843532456287049159471494397640303827735826868301424823199731436404007329222,8.02456210696798328466004670702683298825324454213884013172582159690343025693098421188564138033687260820232491029473692430520555548075235789804318381220181957291258252768817640115939633233249804360650361446402775535769697888546185221254681897e-94,4.98512475918403328901898636058678914307259498972752400618796461254500999783299135886986318761827220450909353705347040038405161721287527051728636828434546884746751335870482600123676801788647386841827760930130028433714730821253498527477310089e-153
scalar_retuned_eta,1.0,0.000001,pi,0,-0.000000000000000000000000000000000000000000000359469446880638009410718811495982096130910419506157124790699253679849071027735694309597722045977904049440540510011075451026320522195775191539140712918725143948113628334650396791573371836576414573424189421996038148051384272010352953724358674,0.00000000000000000000000000000000000000000000000175366652876778014675627526071680226981124074607741745168664292375067340770304593086830132559285895373152854647707321587136988195120801213974774052153077345239210370534933662317894732633819205157081703733812985228075361139641909576908151108,0.0,5.55308776859226156687124879677420365089299613588687303237935366531652249931535728003134111641873708690945509999336087023647421994349631531914966000739415477435241013045677324344661141402487435535794400925562747703963835869002931095919551698e-94,1.80683644531089201099042085603708856277010136192202905164444441992821317545381999305691933152687153910701140194554748317086670475405072232764462952787287879274717672395365390415790492623309075155692193892757412737575377235896779381677377309e-154
scalar_retuned_eta,1.0,0.000001,pi,512,-0.000000000000000000000000000000000000000000000358658800700561849010386936054534954576159277502373444424455297428818069689676085296516400820946875454998122965524328340935480456547340855303074215257541537351454933323610816888557085829182610021717560108265664254620316768605107414236665259,0.000000000000000000000000000000000000000000000000181970331521033884753808905641288358810178484502880940748757297692293634851954640916325796834706873447754537933886858683176313383744366503085814218709669633712608027926851178880437817516497660490763466310292003124424005581839509135497541081,0.0,3.89389218111960918125864805798859546851461603401976681460083448264074322093334953543766613480736558125348144999930514970720815849788297965938789623176294642543957063540123969975959391077413020215575964318875246911005872432142696431911275076e-94,1.00039685570650912613602008232273113535998909013448263205090330633257997985568677918565839120663070109243276242241795696464077914685896986304732220641220116378752175288255139444619469844467033663754360392199215481277864863088490722274262997e-153
scalar_retuned_eta,1.0,0.000001,pi,1024,-0.000000000000000000000000000000000000000000000358561824357614227964223810337061362747975947112273990534247728299262996847575381876899782636576337477244358416303198262064776904831902197864790047010103681005821715241663865125564146017164392792872874450297219134583735802624608814777537768,0.0000000000000000000000000000000000000000000000000620496459963306025349417339398697509444742487696445157296331098111126115145661522239019002026881944707906886646734585608439546915664615672191059732583031301984305224794285519039287867158068907918969176473232248970787736266386544117808424593,0.0,9.81475150756906955256196039497174148788825526501831082570553316466513392373768021840859739824756521456251572493954284263419839478594341831732667155674124321901561147790698416326989235646579694783945681755313274831172467883101093057827805677e-95,2.93998880157790011073589810993479412850121049872380728857614674779823499390271734028428827388434606291630856117841292701914726051342209749041466992634270894715237393209019422434702856342398900587545353818082595935040433322454489202233733701e-152
scalar_retuned_eta,1.0,1.0,zero,0,-0.000000000000000000000000000000000155827853205726134908850721806581436711778820741780644714154582398621776596897356618167027396255397045061051788055372937161908739867120130227402970092763465502227207713733584912426865304103884850681575468260315514808370761889341027459783053,0.00000000000000000000000000000000000000000000000175366652876778014675608025068558062451981734658385796520849755265711327077483864307500672681745405202755759532599460766506727358798635670335162203953875630464840333312762438830779302414630583671570750321867820654116289395971940485998691993,0.0,2.30252339290118679613795444377396656366033978251811986136794359637252866422338578880691777629473794454540529564205865899183086547873639814610578032663044001308161027371595710956220468816577940760508717598730371561408699606454537736881565717e-106,9.17721198451073295320407886322888182296751826381365771307898706256309492189670228719799089094678837173919023961977737662847147368102740459240912641425574489538009624623891390124520346489756433009540483540714710907438897058921604461520408456e-154
scalar_retuned_eta,1.0,1.0,zero,512,-0.000000000000000000000000000000000155822087863248901250649172527472665722918988126918776002564715657384100023064987343830874797314288769434389437009335474297229595931316666774212080370395999416935373779052556728229601458380970722292603344115239259314576912474861104966784934,0.00000000000000000000000000000000000000951607551526863675974823995837769804452911719980478399924231284722243879079419634174055459278702368959504336620782003111404639813297666637621898372781386051492879565699775132869862353948176959605373046683636650027367959384246660017620511008,0.0,5.33778975085132564610123533456806285613174458783778405527281798644513095111733896788415133711570039816179170136661136012762629320769792211582837099617081986946538531736500182313882509314677615436181701827218056659082731508618491768298000013e-106,2.24342034214957775704118805575042867082842820745467493921584144184426130614290231234879860151610759379500827776424794863682951129076276793122408143167068313089368524327823329553874580864795914216188146768287421918998242708667181645809529973e-163
scalar_retuned_eta,1.0,1.0,zero,1024,-0.000000000000000000000000000000000155809580160363226069517378405510393937376255193954903302900703448469452009352692507039065178022903504939291203591685857311524458915988266486349435276049837758143724253242115162064228134403638272965352829106959237684208379053937812968389629,0.0000000000000000000000000000000000000166343524209163050090891376382854730234987319771584169388594318405634376340562737231398340118712202977626573783901552742091124778525459182920379931561534497002229947934268157917571363524218798824715619880316248898659549940246512939535136254,0.0,5.45893996248341030093462500478161298917972986346475403630310652105321768097463133761688506178447252633743469213102518370037545391040455533038927686399334478334976705611080945056968505255588457778886603593934214078524007013121128481017239758e-107,6.66688813577903336590660518396621791018641646383331170557641937354185087037929205668922735542450835796613441306086635850707157664470449286310213506865908864853280372664624856439014667876467782784202756560236798551142692898525419547024523118e-164
scalar_retuned_eta,1.0,1.0,quadrature,0,-0.000000000000000000000000000000000155827853205726134908850721806581436936433402721456565286459183485896036147289465198267881352521637112869063133746987172492379274715152316929349478272501928434050967164501498369570996486812318501598650044671390125329390243238895153736152992,0.00000000000000000000000000000000000000000000000175366652876778014675627526026804505868419327972019026992818488112322771027410841379070905744881065131904502112562739915320512286937638690560223550342110133011854194874441600254111659568078407249735032131295635805341686803788720666618135366,-0.0000000000000000000000000000000000000000000000000000000000000000000000748848606598919735241015336957580865167973695267002847869849795406433188060363955805415377520734839347496568072399799225758222079458382176621088418224228996457161393281453730084304587415108916178460618921328183807374945547913911494365319703,2.57254356406495162936373646162947047542392245603049888963731409953427799856962070304083110978984416798866919723892310183703224560878238799974786036734707606204753018520404956414408333251504354786857243714940463021105597392881110459240490732e-106,5.3290061210679906106405223683288628997081344492328704519881429451924451394000118454871688011260557063007915000422743661980205655925189764795383899732236251308196475575141310258546390464971742278516901530097863140008850231250239282341261427e-154
scalar_retuned_eta,1.0,1.0,quadrature,512,-0.000000000000000000000000000000000155822087863248901250649172527472665801085551081855231215328122779513325030116377204622581754065342576322976724684748104979821498667415293043655654391624821726886480638170897573984545643814246171398787842890115636362926561117302589002765229,0.00000000000000000000000000000000000000951607551526863675974823995837776786984120258183652450493526534378354449440192730097055886810377505393152031440253360704536506259217240877215076310825907868271073176636951004704893556041859908304259132004760165464680878075208919761863115848,-0.0000000000000000000000000000000000000000000000000000000000000000000000327340739429174127471205744184722601818798561288624968050253131366702661558656673148822085624419851453818291650161141451696556887148325712200143677922444840009380652199995483028254306547978500705969261267130440946590403824053370120173256005,5.0999640442571055592865923209334792955380458912733441138906683878879554246005831098869832536025472116521127682341036743054526640594284328923713725670769471451489320995750894704367427309712524712190007503987865636225610262046019206407252441e-106,6.34181723306542471633998062402662226077714703853395987757932790312840707316853301599377192394140641736356791494269148300193761414402324049517966938398630941935611590385647462424352451303114697428594762480187212775223672880073535518935389101e-164
scalar_retuned_eta,1.0,1.0,quadrature,1024,-0.000000000000000000000000000000000155809580160363226069517378405510393970461074958214997931050915318496682935447395710194631349783336193143470738099690190983885035137975457434860336648305454915030780476174660860451193217138980395992225352300289852410090467365208852846863962,0.0000000000000000000000000000000000000166343524209163050090891376382855030718378433174415851180768784972197966832061580397712320813219683417153366978704791113924049607527272872458273500094455924068796061045561363108959124670753581629305738157001691235174722071640958392438376864,-0.0000000000000000000000000000000000000000000000000000000000000000000000155254120273020933824593105152211492329119000829005921323308732147909604316731155408424710310190048898909474181751611012195684394913557428038340715116803888213505013593438741159502869708550553841070065363912205453398749757947149904062359191,4.77154575015134073423487077974090541157758224551971231618522693753037404815619012863357846195433307514695469444609826397902795353609289185878391691033413963417759610279477123633519302500630960029520481695995302430421743318402119810680468956e-106,3.89371681801561440141600870517316126640699095639654777630548380014168670182740073873987959150585300255877009873458769174998564157716307486234548806834881819551220998243900833151662923703432467889824047595517601892599937792154298981286858053e-164
scalar_retuned_eta,1.0,1.0,pi,0,-0.000000000000000000000000000000000155827853205726134908850721806581437161087984701132485858763784573170295697681573778368735308787877180677074479438601407822849809563184503627899647140079019101016464506004137353162818922196242686307335206140765470361942421836589931049984573,0.0000000000000000000000000000000000000000000000017536665287677801467564702698505094928485692128565225746478722095893421497733781845064113880801672506105324469252601906413429584913780024438470783882974718047431117630929898374368811665710806952928657505811434104009299003555657410244670935,0.0,7.44761052103109005486542736703290728249699647289916690488066168204602260299198667265055652004844509247598221244793892537979854980902686544494813317199988234373042480070156050016920568719020796108575907103813970957516335231901998384212228325e-106,2.5058647624987349040125332838835012948502278300341269683889685098855606108393451359734969326727045783631256430832759157389548264569491838799885641731305453192194389288326915326669904728036903294423829177271856774043283781786831658240212363e-155
scalar_retuned_eta,1.0,1.0,pi,512,-0.000000000000000000000000000000000155822087863248901250649172527472665879252114036791686428091529901642550037167767065414288710816396383211564012360160735662413401403513919313071750869250308049120903256404495341761973847428732857072241360642282406001115550528845778051624855,0.00000000000000000000000000000000000000951607551526863675974823995837783769515328796386826501062821784034465019800965826020056314342052641826799726259724718297668372705136815105757813603079352239449316055362857787968951556905927990370930744130200043726160258033023242004194261964,0.0,1.35985526434272310213467904738392414331390666342826666708673826504584234772302369615800552897396168035064010072940253450271320929882474160481342953435945415469220227765216638333148560486979360913599931536229255022609832523138495040083486804e-105,1.55200469470930914027466679504149826704863351444754950055113562289711799332343696213872927782837104705580367915826720008614875198125030957909297739130972804406008929277028657068268624471841354607371365290345180576609839890840843692087222316e-164
scalar_retuned_eta,1.0,1.0,pi,1024,-0.00000000000000000000000000000000015580958016036322606951737840551039400354589472247509255920112718852391386154209891335019752154376888134765027260769452465624561135996264838337064583464245495833886875694272598504310529880965608165545712394859412559137895141510708750110076,0.000000000000000000000000000000000000016634352420916305009089137638285533120176954657724753297294325153876155732356042356402630150772716385668016017350802948575697443652908656197235181966790524122320500555619067017185626026934745415442745214921228157230835664707518532831189705,0.0,8.99719750405434043837627905900364952248063716534512004050750747534353681474706566886721622249095458344217211456085128234139857212242275212638019941428418847515822155385066855157658686448519490793243035194735569931482517753152662105752272522e-106,9.50076321991751685613278665473552635931208398506519348342447940331607231236376408096705832873568511511009704854788556373852224682492271175402795494696328304782652141945240979299080126325944193298704014198452004401749994178212428516172506947e-165
scalar_retuned_eta,1.0,10000000.0,zero,0,-0.00000155827853205366665461970239625023923491639324051255476692746301079906940873943988636849933824901504035473511661284488826615647137223992207543360530377028811007005027778344513566178070981460156248487162666729998907681925592496943464744899691,0.00000000000000000000000000000000000000000000000144257978825648645258094079422319821955222408342243545561500454066342047539977802146314052354956527890456328371602606087028464069896174506609300372153132851074704459319778963869626589757558034108919583543698538843900021442660742459552806876,0.0,4.08052905173477281209962459661268358595699520948615555540948533204944400368521579004905279453775264954208245314099519872827795274865730318989219783081386805410270775472292053095115524109797784533711807190293194090969100943879492305378062213e-134,1.21808203315731357749048946116316200177842708978116262296434491071408699492867022267123696940009909858721910472132522748163178735026623540679929827615705501707785895354286986155111620022136635753055813146273416410051702980115494389921865107e-105
scalar_retuned_eta,1.0,10000000.0,zero,512,-0.00000155822087862890242449948766500550141755309517681689190467954611312580824924823402254158138015484907599686347938351529325663315276679200253955723848041389921527360222347283449070236417210352699539966750601195213786719742191903270283306729252,0.0000000000951607551508666642822721558969947405102702706317620173855433399893655813407812097607560184937782119625950972928813265552709223772548733606658339129835053034720481272637519312356175209830439333667428590443462008638120659886791663784709531855,0.0,2.81303700921742309494756398509668492426713018914712625155889815043307599510263332302788888626103718591546738435268909951143176070752648265663273406246839429565341288009199731870194618217127330637548075396674621226790231241280574245131941216e-134,1.84633114750086806376093467317639666568267066471628202225727746949613359129366472406798722236062012464604278131545398745491298540558133114104645894142969794433941302235974408699820121463836149036099480298122976229740336192441829939964255297e-143
scalar_retuned_eta,1.0,10000000.0,zero,1024,-0.00000155809580160004664245159919987126330164824211982333556588074075399480616262880887709559697733143524904534708043163261301502382297613992202265836575831664230211232261782242218574457848015460916813551432541929539394258269946768831983732981916,0.000000000166343524208542553630928236701029821922147748904974508590743736054967837918555905305091509235212867969877711454670941604221908394813720957483283486156383677385849521034657202633733488798466509246820166687185633793485875090694357679421399865,0.0,1.11452041049528999795765774153137153869399519848811917613597314661905818878630973228784004211382837400815738113717334440390472321469376279020481559081813491485676801784468648678153462425747001178616558766542299039447363276018948244327238827e-133,1.05597517651120250979066925192035470771855107676487626205814986301698929366611885027788419327458458717645905813714613889575816874146088015912772766338924138528679345901001266233324723926341880091011092751397718641050293165375700395105236482e-143
scalar_retuned_eta,1.0,10000000.0,quadrature,0,-0.00000155827853205366665461970239625023923491639346516713674608640712275739554215271184402677723523725108734676507158762002542015821882212190922769735710862516730425033025432834732147688619139964866445131135832809705862341211048841721444135424492,0.00000000000000000000000000000000000000000000000163758937072047185974574707821480532712565610916906002471949182816308240657744575520133678911832599408671097835080101015457837221417190296420091150852576681412735447167838597443889736764263983581500855318049866628587676737609018856510011762,-0.0000000000000000000000000000000000000000000000000748848606597196480373194420444710906525662489190436443313191906262668219748465667237899500174041233301427038681333991127089498327877287145687817451411290071292085176962067887911983096910027294213000807448007930081095925861253774310044208241,7.41184738762403195764838892715552522433570685922061588774326833339624949030178081159319856565468726161243545242134962158780586147198627831282659194099810260469413972709568297319982796343117305130470269895117555939993600893607012805288184887e-134,1.07302877808618218594957837457898220871884305701575193297702342994446484128525113004312556388412608565776695221618360171899196763094642071743145355210914798711202412902618099250827204505403869632212241980148845153855112780100462426130073924e-105
scalar_retuned_eta,1.0,10000000.0,quadrature,512,-0.00000155822087862890242449948766500550141755309525498345485943612396626548353551500405755974317416019498715007905907301153932275511013748246632453914237727592552787749997428390092590822654154849732192165577419330949499514775840827305551924313423,0.0000000000951607551508666642822721558969947405103400959438472387348603385557214990596829437197967489564023179757810882968796138384376929678428557503007619161703556565455592024418073770326891102009344380031046643328117122644636586526045357276839524363,-0.0000000000000000000000000000000000000000000000000327340739428420849014536934946855286847136769907344496184108621778725031203632878686826964824559779571275810127816204932347207771633368380186526750573786251161704182689932425599370674908029305386435540833408606080870933433774565744238617826,4.63166864651731011535835412567741122154488588093519487507320725086641416843030713211890637494185717061648136879619526832913012674956326241411546115150884893698407998221030402247087790953696363193727244327141550209013922091707372494776862994e-134,1.84633114750086806376093467317639666568129371209390838605927230802103290130259857338139704931639957686993883479574197509150399032528502761634951423938669980395979273361723956620218313230424024595070978356711078908866248664885175702346379478e-143
scalar_retuned_eta,1.0,10000000.0,quadrature,1024,-0.00000155809580160004664245159919987126330164824215290815533006470039810775038351325883570777220630886063168423401528330476562436986338044548399211408381830270809599686422652151869713768091227654085028434560508218209483491406614969449757791629852,0.000000000166343524208542553630928236701029821922177797244085779726495218155636897607431835891954327378352015445885908784562669130741740378441925800252902050186917662298492884852926297856700514974748642552418656986895414064499191053391849673163216038,-0.0000000000000000000000000000000000000000000000000155254120272663662119535327039679323307600292512778081866987706745238885341965907569908477951582381528978130653441102497707916024203285350576293617763209763702137750018794339143585324294669229904674483170802376142018421649920388917027056456,6.05318972574040444783461839042634403893122904646421473721844583562639147320839786811118580518998374945249509387250847360266258875035739129347530489192804840460133231518383123398856518267919552706826378547720202675191321144068643029267510355e-134,1.05597517651120250979066925192035470771835536955053380069457222840372404681464659132974138387993659671923245294177659221788898909572832884804723784447428497856816925855991535934309056207702072786331643798071876917930962561114332065083375358e-143
scalar_retuned_eta,1.0,10000000.0,pi,0,-0.00000155827853205366665461970239625023923491639368982171872524535123471572167556598380168505513222548713433879502656239516257415996627200683084261999555108442375620741177822421509178694364957733225168402591869241597516681255006746027446068637721,0.00000000000000000000000000000000000000000000000183259895318445726691055336220641243469908813491568459382397911566274433775511348893953306066203418301730902737703882756030881186397433786082291672825238908043856789501285793363707949833919862298315797123210606116746249017370278119268433969,0.0,1.21605234127849820518817231518286829600370468181357149396513026970122652276016984884337553102125346058541415104905293751256902269273315132422309360798899327166776603476907842577893807030831694534067427367320983112452256065977460748982795571e-133,9.58846188587908564394080216802747492202472771614993772098331624147458227094184002732330581842477849704848721583486627776550798007290328569311195468549446710784404902725357712919792835378352735261851460415492834152178684699247878650953521948e-106
scalar_retuned_eta,1.0,10000000.0,pi,512,-0.00000155822087862890242449948766500550141755309533315001781419270181940515882178177409257790496816554089830329463876250778538887706750817318617898415166557260230982919446287461640953033391779140095441896425374111671592863130207732743008433457624,0.0000000000951607551508666642822721558969947405104099212559324600841773371220774167785846776788374794190264239889670793008779011216044635589522350914229268241486398604756893381394106653337670429130415784310195544251077136759216681852452480694563017477,0.0,1.30934909101015799121037269591990587934835348052778884792356841293235768963500456410375046840011172245652874945821378826065739584132764251051611643237656065971575904162273679215247274175001270674763523871686880004788181502342047721025589582e-133,1.84633114750086806376093467317639666567991675947134876867727231968364108477788171601510199769461378581555890714862237877159311557498658741461478217168968149479092503355101120335196106919414265143707412728764412790225673552415557276342204832e-143
scalar_retuned_eta,1.0,10000000.0,pi,1024,-0.0000015580958016000466424515991998712633016482421859929750942486600422206946043977087943199474352862860143231209501349769182337159037847510826546548607710973022751256303053541403347976800312346517352521462206113337222095597694167634470870574585,0.000000000166343524208542553630928236701029821922207845583197050862246700256305957296307766478817145521491162921894106114454396657261572362144844273797722905727259495761973476517398604210320298259717824396239320224216856309420885494951349790706743304,0.0,3.42235686484470430872483667097140937103848460852732866000373240426390193140725007235623541129984319284064884641225650928516305719123149139599777849166593696650001087052120127139548100625049689556275150734286685823402715081447926190321344994e-134,1.05597517651120250979066925192035470771815966233851517199999282329502346302622802085115459528963160437666947480684797932265720806491693418819968330569745823156951760245486151758578832097323947001840133416395941134358598234545523574987541085e-143
