mG_eV,a,phase,mu_factor,scheme,eta,scalar_CW_clockoff_eV4,max_abs_delta,max_abs_delta_kinetic,min_f,min_D,max_tree_force_ratio,max_charged_force_ratio,max_modulus_force_ratio,max_selected_force_ratio,max_selected_index,max_component_sum_ratio,max_component_sum_index,max_selected_x_ratio,max_selected_y_ratio,min_modulus_mass_eV,max_H_over_modulus_mass,max_mass_over_geometric_marker,geometric_marker_eV,max_d_over_s,max_B_over_s,min_scalar_over_fermion_mass2,max_Fcomp_abs_eV,max_above_threshold_AMSB_abs_eV,selected_budget_pass,component_sum_budget_pass
1e-12,0.1,pi,1.0,tree_eta,7.078322021207937e-43,-1.0942687833372483e-49,1.1826070783295881e-42,1.433991584225474e-45,1.0,1.0,2.533902829049664e-21,3.7252734392199936e-35,1.4681593831297993e-59,2.5339028290496266e-21,1024,2.533902829049701e-21,1024,2.5339028290496266e-21,0.0,2.1908902300206647e-12,4.404406948410451e-21,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,1.4156644042415874e-54,1.6441664175862417e-57,True,True
1.7782794100389228e-12,0.1,pi,1.0,tree_eta,2.2383619599143746e-43,-1.0942687833372485e-48,3.739731944558652e-43,4.534679551665681e-46,1.0,1.0,1.4249182747913625e-21,3.7252734392199936e-35,8.256066930998568e-59,1.424918274791325e-21,1024,1.4249182747913997e-21,1024,1.424918274791325e-21,0.0,3.896014985701187e-12,2.4767800400467145e-21,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,7.960865971060202e-55,9.245827220989158e-58,True,True
3.1622776601683794e-12,0.1,pi,1.0,tree_eta,7.078322021207937e-44,-1.0942687833372484e-47,1.182607078329588e-43,1.4339915842254744e-46,1.0,1.0,8.012904309341209e-22,3.7252734392199936e-35,4.6427276188379545e-58,8.012904309340838e-22,1024,8.012904309341582e-22,1024,8.012904309340838e-22,0.0,6.92820323027551e-12,1.3927957699248753e-21,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,4.4767239198287496e-55,5.199310731932047e-58,True,True
5.6234132519034904e-12,0.1,pi,1.0,tree_eta,2.238361959914375e-44,-1.094268783337248e-46,3.7397319445586527e-44,4.53467955166568e-47,1.0,1.0,4.505987227938394e-22,3.7252734392199936e-35,2.610797601675168e-57,4.50598722793802e-22,1024,4.505987227938766e-22,1024,4.50598722793802e-22,0.0,1.2320281152964092e-11,7.83226618979067e-22,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,2.517446861587833e-55,2.9237872870710712e-58,True,True
1e-11,0.1,pi,1.0,tree_eta,7.078322021207937e-45,-1.0942687833372481e-45,1.182607078329588e-44,1.4339915842254743e-47,1.0,1.0,2.5339028290496644e-22,3.7252734392199936e-35,1.4681593831297997e-56,2.533902829049292e-22,1024,2.533902829050037e-22,1024,2.533902829049292e-22,0.0,2.1908902300206645e-11,4.404406948410451e-22,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,1.4156644042415875e-55,1.6441664175862417e-58,True,True
1.7782794100389227e-11,0.1,pi,1.0,tree_eta,2.2383619599143752e-45,-1.094268783337248e-44,3.739731944558653e-45,4.5346795516656813e-48,1.0,1.0,1.4249182747913628e-22,3.7252734392199936e-35,8.256066930998566e-56,1.4249182747909904e-22,1024,1.4249182747917354e-22,1024,1.4249182747909904e-22,0.0,3.896014985701187e-11,2.4767800400467146e-22,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,7.960865971060204e-56,9.245827220989162e-59,True,True
3.1622776601683794e-11,0.1,pi,1.0,tree_eta,7.078322021207937e-46,-1.0942687833372484e-43,1.182607078329588e-45,1.4339915842254743e-48,1.0,1.0,8.012904309341209e-23,3.7252734392199936e-35,4.6427276188379544e-55,8.012904309337483e-23,1024,8.012904309344934e-23,1024,8.012904309337483e-23,0.0,6.92820323027551e-11,1.3927957699248752e-22,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,4.47672391982875e-56,5.199310731932047e-59,True,True
5.6234132519034906e-11,0.1,pi,1.0,tree_eta,2.238361959914375e-46,-1.0942687833372483e-42,3.739731944558654e-46,4.534679551665681e-49,1.0,1.0,4.5059872279383935e-23,3.7252734392199936e-35,2.610797601675168e-54,4.5059872279346684e-23,1024,4.5059872279421187e-23,1024,4.5059872279346684e-23,0.0,1.2320281152964093e-10,7.832266189790668e-23,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,2.5174468615878335e-56,2.9237872870710715e-59,True,True
1e-10,0.1,pi,1.0,tree_eta,7.078322021207937e-47,-1.0942687833372484e-41,1.182607078329588e-46,1.4339915842254741e-49,1.0,1.0,2.533902829049664e-23,3.7252734392199947e-35,1.4681593831297996e-53,2.5339028290459386e-23,1024,2.5339028290533892e-23,1024,2.5339028290459386e-23,0.0,2.1908902300206648e-10,4.4044069484104505e-23,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512783e-88,5.237068767221307e-46,1.0,1.4156644042415874e-56,1.6441664175862415e-59,True,True
1.778279410038923e-10,0.1,pi,1.0,tree_eta,2.2383619599143743e-47,-1.0942687833372484e-40,3.739731944558652e-47,4.53467955166568e-50,1.0,1.0,1.4249182747913624e-23,3.7252734392199936e-35,8.256066930998571e-53,1.4249182747876373e-23,1024,1.4249182747950875e-23,1024,1.4249182747876373e-23,0.0,3.896014985701188e-10,2.476780040046714e-23,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,7.960865971060201e-57,9.245827220989158e-60,True,True
3.1622776601683795e-10,0.1,pi,1.0,tree_eta,7.078322021207937e-48,-1.0942687833372485e-39,1.182607078329588e-47,1.433991584225474e-50,1.0,1.0,8.012904309341208e-24,3.7252734392199936e-35,4.6427276188379546e-52,8.012904309303954e-24,1024,8.012904309378461e-24,1024,8.012904309303954e-24,0.0,6.92820323027551e-10,1.392795769924875e-23,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,4.4767239198287494e-57,5.199310731932047e-60,True,True
5.623413251903491e-10,0.1,pi,1.0,tree_eta,2.2383619599143745e-48,-1.0942687833372482e-38,3.739731944558652e-48,4.5346795516656796e-51,1.0,1.0,4.505987227938393e-24,3.7252734392199936e-35,2.6107976016751683e-51,4.505987227901141e-24,1024,4.505987227975646e-24,1024,4.505987227901141e-24,0.0,1.2320281152964093e-09,7.832266189790669e-24,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,2.5174468615878328e-57,2.923787287071071e-60,True,True
1e-09,0.1,pi,1.0,tree_eta,7.078322021207935e-49,-1.0942687833372486e-37,1.1826070783295877e-48,1.433991584225474e-51,1.0,1.0,2.533902829049663e-24,3.7252734392199936e-35,1.4681593831297993e-50,2.53390282901241e-24,1024,2.5339028290869157e-24,1024,2.53390282901241e-24,0.0,2.1908902300206647e-09,4.40440694841045e-24,1.2986766571533386e-17,7.700146102510003e+27,2.8753438695127816e-88,5.237068767221307e-46,1.0,1.4156644042415872e-57,1.6441664175862416e-60,True,True
1.7782794100389228e-09,0.1,pi,1.0,tree_eta,2.238361959914375e-49,-1.0942687833372483e-36,3.739731944558653e-49,4.5346795516656805e-52,1.0,1.0,1.4249182747913628e-24,3.7252734392199947e-35,8.256066930998569e-50,1.4249182747541099e-24,1024,1.4249182748286155e-24,1024,1.4249182747541099e-24,0.0,3.896014985701188e-09,2.476780040046714e-24,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512783e-88,5.237068767221307e-46,1.0,7.960865971060203e-58,9.245827220989161e-61,True,True
3.1622776601683795e-09,0.1,pi,1.0,tree_eta,7.078322021207936e-50,-1.0942687833372483e-35,1.182607078329588e-49,1.4339915842254739e-52,1.0,1.0,8.012904309341208e-25,3.7252734392199936e-35,4.642727618837953e-49,8.012904308968681e-25,1024,8.012904309713735e-25,1024,8.012904308968681e-25,0.0,6.92820323027551e-09,1.3927957699248752e-24,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,4.476723919828749e-58,5.199310731932046e-61,True,True
5.623413251903491e-09,0.1,pi,1.0,tree_eta,2.238361959914375e-50,-1.0942687833372485e-34,3.739731944558653e-50,4.53467955166568e-53,1.0,1.0,4.505987227938394e-25,3.7252734392199936e-35,2.610797601675169e-48,4.505987227565867e-25,1024,4.505987228310921e-25,1024,4.505987227565867e-25,0.0,1.2320281152964092e-08,7.832266189790669e-25,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,2.5174468615878333e-58,2.9237872870710714e-61,True,True
1e-08,0.1,pi,1.0,tree_eta,7.078322021207936e-51,-1.0942687833372483e-33,1.1826070783295877e-50,1.4339915842254741e-53,1.0,1.0,2.533902829049664e-25,3.7252734392199936e-35,1.4681593831297995e-47,2.533902828677137e-25,1024,2.5339028294221913e-25,1024,2.533902828677137e-25,0.0,2.1908902300206648e-08,4.404406948410451e-25,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,1.4156644042415872e-58,1.6441664175862415e-61,True,True
1.7782794100389228e-08,0.1,pi,1.0,tree_eta,2.238361959914375e-51,-1.0942687833372484e-32,3.7397319445586534e-51,4.534679551665681e-54,1.0,1.0,1.4249182747913626e-25,3.7252734392199936e-35,8.256066930998569e-47,1.4249182744188352e-25,1024,1.4249182751638899e-25,1024,1.4249182744188352e-25,0.0,3.896014985701187e-08,2.476780040046714e-25,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,7.960865971060203e-59,9.24582722098916e-62,True,True
3.162277660168379e-08,0.1,pi,1.0,tree_eta,7.078322021207936e-52,-1.0942687833372481e-31,1.1826070783295879e-51,1.4339915842254743e-54,1.0,1.0,8.012904309341208e-26,3.7252734392199936e-35,4.642727618837952e-46,8.012904305615935e-26,1024,8.012904313066482e-26,1024,8.012904305615935e-26,0.0,6.928203230275509e-08,1.3927957699248753e-25,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,4.476723919828749e-59,5.1993107319320455e-62,True,True
5.6234132519034905e-08,0.1,pi,1.0,tree_eta,2.2383619599143747e-52,-1.094268783337248e-30,3.739731944558653e-52,4.53467955166568e-55,1.0,1.0,4.505987227938394e-26,3.7252734392199936e-35,2.6107976016751684e-45,4.50598722421312e-26,1024,4.5059872316636675e-26,1024,4.50598722421312e-26,0.0,1.2320281152964094e-07,7.832266189790668e-26,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,2.517446861587833e-59,2.9237872870710708e-62,True,True
1e-07,0.1,pi,1.0,tree_eta,7.078322021207937e-53,-1.094268783337248e-29,1.1826070783295881e-52,1.4339915842254743e-55,1.0,1.0,2.533902829049664e-26,3.7252734392199936e-35,1.468159383129799e-44,2.5339028253243906e-26,1024,2.5339028327749372e-26,1024,2.5339028253243906e-26,0.0,2.1908902300206643e-07,4.4044069484104515e-26,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,1.4156644042415873e-59,1.6441664175862416e-62,True,True
1.7782794100389227e-07,0.1,pi,1.0,tree_eta,2.2383619599143753e-53,-1.094268783337248e-28,3.7397319445586534e-53,4.534679551665681e-56,1.0,1.0,1.4249182747913626e-26,3.7252734392199947e-35,8.256066930998567e-44,1.4249182710660893e-26,1024,1.424918278516636e-26,1024,1.4249182710660893e-26,0.0,3.896014985701187e-07,2.4767800400467146e-26,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512783e-88,5.237068767221307e-46,1.0,7.960865971060204e-60,9.245827220989161e-63,True,True
3.162277660168379e-07,0.1,pi,1.0,tree_eta,7.078322021207937e-54,-1.094268783337248e-27,1.182607078329588e-53,1.4339915842254742e-56,1.0,1.0,8.012904309341207e-27,3.7252734392199936e-35,4.642727618837952e-43,8.012904272088474e-27,1024,8.012904346593942e-27,1024,8.012904272088474e-27,0.0,6.92820323027551e-07,1.392795769924875e-26,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,4.4767239198287496e-60,5.199310731932047e-63,True,True
5.62341325190349e-07,0.1,pi,1.0,tree_eta,2.238361959914375e-54,-1.0942687833372481e-26,3.7397319445586526e-54,4.5346795516656814e-57,1.0,1.0,4.505987227938395e-27,3.7252734392199936e-35,2.610797601675168e-42,4.505987190685657e-27,1024,4.5059872651911324e-27,1024,4.505987190685657e-27,0.0,1.2320281152964093e-06,7.832266189790669e-27,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,2.517446861587833e-60,2.9237872870710714e-63,True,True
1e-06,0.1,pi,1.0,tree_eta,7.078322021207936e-55,-1.0942687833372479e-25,1.1826070783295877e-54,1.4339915842254743e-57,1.0,1.0,2.533902829049664e-27,3.725273439219993e-35,1.4681593831297996e-41,2.533902791796915e-27,1024,2.533902866302413e-27,1024,2.533902791796915e-27,0.0,2.1908902300206646e-06,4.404406948410451e-27,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512781e-88,5.237068767221307e-46,1.0,1.415664404241587e-60,1.6441664175862413e-63,True,True
1.7782794100389227e-06,0.1,pi,1.0,tree_eta,2.238361959914375e-55,-1.0942687833372481e-24,3.739731944558653e-55,4.53467955166568e-58,1.0,1.0,1.424918274791363e-27,3.7252734392199947e-35,8.256066930998567e-41,1.424918237538546e-27,1024,1.4249183120441799e-27,1024,1.424918237538546e-27,0.0,3.8960149857011875e-06,2.4767800400467143e-27,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512783e-88,5.237068767221307e-46,1.0,7.960865971060204e-61,9.245827220989162e-64,True,True
3.162277660168379e-06,0.1,pi,1.0,tree_eta,7.0783220212079365e-56,-1.0942687833372482e-23,1.1826070783295878e-55,1.4339915842254742e-58,1.0,1.0,8.012904309341208e-28,3.7252734392199936e-35,4.642727618837954e-40,8.012903936809221e-28,1024,8.012904681873195e-28,1024,8.012903936809221e-28,0.0,6.928203230275509e-06,1.3927957699248752e-27,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,4.476723919828749e-61,5.199310731932046e-64,True,True
5.623413251903491e-06,0.1,pi,1.0,tree_eta,2.2383619599143744e-56,-1.0942687833372487e-22,3.739731944558652e-56,4.5346795516656795e-59,1.0,1.0,4.505987227938393e-28,3.7252734392199936e-35,2.6107976016751693e-39,4.505986855384941e-28,1024,4.505987600491845e-28,1024,4.505986855384941e-28,0.0,1.2320281152964094e-05,7.832266189790668e-28,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,2.5174468615878327e-61,2.9237872870710705e-64,True,True
9.999999999999999e-06,0.1,pi,1.0,tree_eta,7.078322021207938e-57,-1.094268783337248e-21,1.1826070783295881e-56,1.4339915842254744e-59,1.0,1.0,2.5339028290496637e-28,3.7252734392199936e-35,1.468159383129799e-38,2.5339024563755034e-28,1024,2.5339032017238235e-28,1024,2.5339024563755034e-28,0.0,2.1908902300206645e-05,4.404406948410451e-28,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,1.4156644042415874e-61,1.644166417586242e-64,True,True
1.778279410038923e-05,0.1,pi,1.0,tree_eta,2.2383619599143747e-57,-1.0942687833372485e-20,3.7397319445586527e-57,4.53467955166568e-60,1.0,1.0,1.4249182747913627e-28,3.7252734392199947e-35,8.25606693099857e-38,1.424917901438412e-28,1024,1.4249186481443132e-28,1024,1.424917901438412e-28,0.0,3.896014985701188e-05,2.4767800400467144e-28,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512783e-88,5.237068767221307e-46,1.0,7.960865971060202e-62,9.24582722098916e-65,True,True
3.1622776601683795e-05,0.1,pi,1.0,tree_eta,7.078322021207936e-58,-1.0942687833372486e-19,1.1826070783295879e-57,1.4339915842254738e-60,1.0,1.0,8.012904309341209e-29,3.7252734392199936e-35,4.642727618837954e-37,8.012900537640492e-29,1024,8.012908081041924e-29,1024,8.012900537640492e-29,0.0,6.92820323027551e-05,1.3927957699248753e-28,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,4.476723919828749e-62,5.199310731932047e-65,True,True
5.623413251903491e-05,0.1,pi,1.0,tree_eta,2.238361959914375e-58,-1.0942687833372482e-18,3.7397319445586534e-58,4.534679551665681e-61,1.0,1.0,4.505987227938394e-29,3.7252734392199936e-35,2.6107976016751683e-36,4.5059832415851943e-29,1024,4.5059912142915935e-29,1024,4.5059832415851943e-29,0.0,0.00012320281152964092,7.832266189790669e-29,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,2.5174468615878334e-62,2.9237872870710713e-65,True,True
0.0001,0.1,pi,1.0,tree_eta,7.078322021207936e-59,-1.0942687833372485e-17,1.1826070783295878e-58,1.4339915842254741e-61,1.0,1.0,2.533902829049663e-29,3.7252734392199936e-35,1.4681593831297996e-35,2.533897635616841e-29,1024,2.5339080224824854e-29,1024,2.533897635616841e-29,0.0,0.00021908902300206645,4.404406948410451e-29,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,1.4156644042415873e-62,1.6441664175862417e-65,True,True
0.00017782794100389227,0.1,pi,1.0,tree_eta,2.2383619599143752e-59,-1.094268783337248e-16,3.7397319445586535e-59,4.534679551665681e-62,1.0,1.0,1.424918274791363e-29,3.7252734392199947e-35,8.256066930998568e-35,1.424906293450993e-29,1024,1.424930256131733e-29,1024,1.424906293450993e-29,0.0,0.00038960149857011873,2.4767800400467144e-29,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512783e-88,5.237068767221307e-46,1.0,7.960865971060204e-63,9.245827220989162e-66,True,True
0.00031622776601683794,0.1,pi,1.0,tree_eta,7.078322021207937e-60,-1.0942687833372486e-15,1.1826070783295878e-59,1.4339915842254741e-62,1.0,1.0,8.012904309341207e-30,3.7252734392199936e-35,4.642727618837954e-34,8.012402783844931e-30,1024,8.013405834837482e-30,1024,8.012402783844931e-30,0.0,0.0006928203230275509,1.3927957699248753e-29,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,4.4767239198287494e-63,5.199310731932047e-66,True,True
0.0005623413251903491,0.1,pi,1.0,tree_eta,2.2383619599143748e-60,-1.0942687833372485e-14,3.7397319445586527e-60,4.5346795516656797e-63,1.0,1.0,4.505987227938394e-30,3.7252734392199936e-35,2.610797601675169e-33,4.503339177602326e-30,1024,4.508635278274461e-30,1024,4.503339177602326e-30,0.0,0.0012320281152964094,7.832266189790668e-30,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,2.5174468615878334e-63,2.9237872870710713e-66,True,True
0.001,0.1,pi,1.0,tree_eta,7.078322021207937e-61,-1.0942687833372487e-13,1.182607078329588e-60,1.4339915842254742e-63,1.0,1.0,2.533902829049664e-30,3.7252734392199936e-35,1.4681593831297995e-32,2.5191839824839735e-30,1024,2.548621675615354e-30,1024,2.5191839824839735e-30,0.0,0.0021908902300206644,4.404406948410451e-30,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,1.4156644042415875e-63,1.6441664175862418e-66,True,True
0.0017782794100389228,0.1,pi,1.0,tree_eta,2.238361959914375e-61,-1.0942687833372481e-12,3.739731944558653e-61,4.5346795516656805e-64,1.0,1.0,1.4249182747913628e-30,3.7252734392199947e-35,8.256066930998567e-32,1.3423203527469848e-30,1024,1.5075161968357406e-30,1024,1.3423203527469848e-30,0.0,0.003896014985701187,2.4767800400467147e-30,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512783e-88,5.237068767221307e-46,1.0,7.960865971060203e-64,9.245827220989161e-67,True,True
0.0031622776601683794,0.1,pi,1.0,tree_eta,7.078322021207936e-62,-1.0942687833372484e-11,1.1826070783295878e-61,1.4339915842254741e-64,1.0,1.0,8.012904309341208e-31,3.7252734392199936e-35,4.642727618837953e-31,3.3698041631593336e-31,1024,1.2656004455523084e-30,1024,3.3698041631593336e-31,0.0,0.0069282032302755096,1.3927957699248753e-30,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,4.4767239198287495e-64,5.1993107319320465e-67,True,True
0.005623413251903491,0.1,pi,1.0,tree_eta,2.2383619599143747e-62,-1.0942687833372484e-10,3.7397319445586524e-62,4.53467955166568e-65,1.0,1.0,4.5059872279383935e-31,3.7252734392199947e-35,2.610797601675169e-30,2.1602361316157217e-30,1024,3.0614335772034005e-30,1024,2.1602361316157217e-30,0.0,0.012320281152964092,7.832266189790669e-31,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512783e-88,5.237068767221307e-46,1.0,2.517446861587833e-64,2.923787287071071e-67,True,True
0.01,0.1,pi,1.0,tree_eta,7.078322021207937e-63,-1.0942687833372483e-09,1.182607078329588e-62,1.433991584225474e-65,1.0,1.0,2.5339028290496633e-31,3.7252734392199936e-35,1.4681593831297997e-29,1.4428240801127423e-29,1024,1.4935021366937356e-29,1024,1.4428240801127423e-29,0.0,0.02190890230020665,4.40440694841045e-31,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,1.4156644042415873e-64,1.6441664175862415e-67,True,True
0.01778279410038923,0.1,pi,1.0,tree_eta,2.2383619599143744e-63,-1.0942687833372485e-08,3.7397319445586524e-63,4.53467955166568e-66,1.0,1.0,1.4249182747913625e-31,3.7252734392199936e-35,8.25606693099857e-29,8.241821473524096e-29,1024,8.270319839019923e-29,1024,8.241821473524096e-29,0.0,0.03896014985701188,2.476780040046714e-31,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,7.960865971060202e-65,9.245827220989159e-68,True,True
0.03162277660168379,0.1,pi,1.0,tree_eta,7.078322021207938e-64,-1.094268783337248e-07,1.1826070783295881e-63,1.4339915842254745e-66,1.0,1.0,8.012904309341207e-32,3.7252734392199936e-35,4.6427276188379515e-28,4.641926700934362e-28,1024,4.64352928179623e-28,1024,4.641926700934362e-28,0.0,0.06928203230275509,1.3927957699248754e-31,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,4.47672391982875e-65,5.199310731932047e-68,True,True
0.056234132519034905,0.1,pi,1.0,tree_eta,2.238361959914375e-64,-1.094268783337248e-06,3.739731944558654e-64,4.534679551665681e-67,1.0,1.0,4.505987227938394e-32,3.7252734392199936e-35,2.6107976016751683e-27,2.610752579055623e-27,1024,2.610842698800182e-27,1024,2.610752579055623e-27,0.0,0.12320281152964092,7.832266189790668e-32,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,2.5174468615878333e-65,2.9237872870710714e-68,True,True
0.1,0.1,pi,1.0,tree_eta,7.078322021207935e-65,-1.0942687833372485e-05,1.1826070783295877e-64,1.4339915842254742e-67,1.0,1.0,2.5339028290496636e-32,3.7252734392199936e-35,1.4681593831298e-26,1.4681568529522441e-26,1024,1.4681619207579024e-26,1024,1.4681568529522441e-26,0.0,0.21908902300206648,4.4044069484104506e-32,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,1.415664404241587e-65,1.6441664175862415e-68,True,True
0.1778279410038923,0.1,pi,1.0,tree_eta,2.2383619599143746e-65,-0.00010942687833372486,3.7397319445586523e-65,4.534679551665679e-68,1.0,1.0,1.4249182747913627e-32,3.7252734392199947e-35,8.256066930998571e-26,8.25606550980557e-26,1024,8.25606835964212e-26,1024,8.25606550980557e-26,0.0,0.3896014985701188,2.476780040046714e-32,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512783e-88,5.237068767221307e-46,1.0,7.960865971060202e-66,9.245827220989159e-69,True,True
0.31622776601683794,0.1,pi,1.0,tree_eta,7.078322021207937e-66,-0.0010942687833372484,1.182607078329588e-65,1.433991584225474e-68,1.0,1.0,8.012904309341207e-33,3.7252734392199936e-35,4.642727618837953e-25,4.642727539081437e-25,1024,4.642727699339524e-25,1024,4.642727539081437e-25,0.0,0.692820323027551,1.392795769924875e-32,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,4.47672391982875e-66,5.199310731932047e-69,True,True
0.5623413251903491,0.1,pi,1.0,tree_eta,2.238361959914375e-66,-0.010942687833372482,3.739731944558653e-66,4.53467955166568e-69,1.0,1.0,4.505987227938393e-33,3.7252734392199936e-35,2.6107976016751686e-24,2.610797597206434e-24,1024,2.6107976062184087e-24,1024,2.610797597206434e-24,0.0,1.2320281152964092,7.83226618979067e-33,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,2.5174468615878334e-66,2.9237872870710714e-69,True,True
1.0,0.1,pi,1.0,tree_eta,7.078322021207937e-67,-0.10942687833372483,1.182607078329588e-66,1.4339915842254743e-69,1.0,1.0,2.5339028290496644e-33,3.7252734392199947e-35,1.4681593831297992e-23,1.4681593828801345e-23,1024,1.4681593833869148e-23,1024,1.4681593828801345e-23,0.0,2.1908902300206647,4.4044069484104505e-33,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512783e-88,5.237068767221307e-46,1.0,1.4156644042415875e-66,1.644166417586242e-69,True,True
1.7782794100389228,0.1,pi,1.0,tree_eta,2.238361959914375e-67,-1.094268783337248,3.739731944558653e-67,4.534679551665681e-70,1.0,1.0,1.424918274791363e-33,3.7252734392199947e-35,8.25606693099857e-23,8.256066930859802e-23,1024,8.256066931144787e-23,1024,8.256066930859802e-23,0.0,3.8960149857011874,2.4767800400467145e-33,1.2986766571533386e-17,7.700146102510003e+27,2.8753438695127833e-88,5.237068767221307e-46,1.0,7.960865971060203e-67,9.24582722098916e-70,True,True
3.1622776601683795,0.1,pi,1.0,tree_eta,7.078322021207935e-68,-10.942687833372485,1.1826070783295877e-67,1.433991584225474e-70,1.0,1.0,8.01290430934121e-34,3.7252734392199936e-35,4.642727618837955e-22,4.642727618830315e-22,1024,4.642727618846341e-22,1024,4.642727618830315e-22,0.0,6.9282032302755105,1.3927957699248751e-33,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,4.476723919828749e-67,5.1993107319320454e-70,True,True
5.62341325190349,0.1,pi,1.0,tree_eta,2.238361959914375e-68,-109.4268783337248,3.739731944558653e-68,4.534679551665681e-71,1.0,1.0,4.5059872279383945e-34,3.7252734392199936e-35,2.6107976016751682e-21,2.610797601674755e-21,1024,2.610797601675656e-21,1024,2.610797601674755e-21,0.0,12.320281152964093,7.832266189790669e-34,1.2986766571533386e-17,7.700146102510003e+27,2.8753438695127816e-88,5.237068767221307e-46,1.0,2.517446861587833e-67,2.923787287071071e-70,True,True
10.0,0.1,pi,1.0,tree_eta,7.078322021207937e-69,-1094.2687833372484,1.182607078329588e-68,1.4339915842254742e-71,1.0,1.0,2.533902829049664e-34,3.7252734392199936e-35,1.4681593831297996e-20,1.468159383129778e-20,1024,1.4681593831298288e-20,1024,1.468159383129778e-20,0.0,21.908902300206645,4.404406948410451e-34,1.2986766571533386e-17,7.700146102510003e+27,2.875343869512782e-88,5.237068767221307e-46,1.0,1.4156644042415874e-67,1.6441664175862416e-70,True,True
