background,epsilon,T_K,nH_cm3,nHe_cm3,rho_g_g_cm3,nHI_cm3,nHII_cm3,nHeI_cm3,nHeII_cm3,nHeIII_cm3,ne_cm3,n_ions_cm3,n_neutral_cm3,n_tot_cm3,f_HI,f_HII,f_HeI,f_HeII,f_HeIII,mu,Lvol_erg_cm3_s,Lambda_per_nH_squared_erg_cm3_s,u_thermal_erg_cm3,tcool_s,tcool_freefree_s,L_excitation_HI_erg_cm3_s,L_excitation_HeII_erg_cm3_s,L_ionization_HI_erg_cm3_s,L_ionization_HeI_erg_cm3_s,L_ionization_HeII_erg_cm3_s,L_recombination_HII_erg_cm3_s,L_recombination_HeII_erg_cm3_s,L_recombination_HeIII_erg_cm3_s,L_dielectronic_HeII_erg_cm3_s,L_freefree_erg_cm3_s,tau_H_s,tau_He_s,tau_chem_s,M200m_Msun_phys,z,a,rho_m_mean_g_cm3,rho_total_mean_g_cm3,R200m_kpc_phys,V200_km_s,Tchar_K,Tchar_root_relative_residual,tdyn_s,tff_s,tcool_Gyr,tdyn_Gyr,tff_Gyr,tcool_over_tdyn,tcool_over_tff,tauchem_over_tcool,tauchem_over_tdyn,temperature_regime,CIE_relaxation_slower_than_cooling,CIE_relaxation_slower_than_dynamics,warnings,background_E,background_age_Gyr,background_H_s_inv,background_Hubble_time_Gyr,tcool_over_Hubble_time
clock,0.0001,106648.02920363727,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,1.484845447220766e-06,0.03799437324980348,1.155420052670794e-06,0.00036067357492591346,0.0026378440125412075,0.04363073484981181,0.0409928908372706,2.64026549989156e-06,0.0846262659525823,3.907913971829379e-05,0.9999609208602818,0.00038518200142959106,0.12023763057564993,0.8793771874229206,0.5907687118481957,6.990054796524625e-26,4.8418136029079215e-23,1.869100073523486e-12,26739419474261.938,1334289418048449.5,7.879909935176037e-27,5.099008013851099e-26,3.0098562710338826e-27,5.232245124629913e-28,3.35540218008178e-27,1.531407266023991e-27,1.6631558548861597e-29,4.25285445387825e-28,7.679300802345584e-28,1.400820577785334e-27,10709430506.725494,8264257134052.421,8264257134052.421,3162277660.1683793,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,4.563628118154871,54.591549431845024,106648.02920363727,2.6645352591003757e-15,2579499047198631.5,2865103076448652.0,0.0008473210723965681,0.08173939232383425,0.09078963788274938,0.010366128843234613,0.009332794932950873,0.30906643811049045,0.003203822518572941,declared_main_temperature_range,False,False,[],17.794060536446416,0.5424922512120168,3.886730380874189e-17,0.8152890658420662,0.001039289140375528
reference,0.0,155944.21855627472,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,6.196231506595036e-07,0.03799523847210003,1.1366180503336533e-07,4.144959712412544e-05,0.0029581097485906326,0.04395290756640542,0.040994797817814795,7.332849556928689e-07,0.08494843866917591,1.6307649878736483e-05,0.9999836923501212,3.789139841190353e-05,0.013818038506269404,0.9861440700953187,0.5885281814304929,3.215695320758528e-26,2.227421357926567e-23,2.743463719030122e-12,85314790282525.44,1561449860748338.8,4.252445866449404e-27,1.8681497351194475e-26,2.207848654626926e-27,1.3203920435271227e-28,2.7600910411051813e-27,1.6425957312029365e-27,2.2116455072134708e-30,5.115355124335088e-28,2.0969056153461914e-28,1.7569976391783035e-27,6092550090.85813,1294240370397.0686,1294240370397.0686,5623413251.903491,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,5.528961688839762,66.13917206407005,155944.21855627472,0.0,2579499047198631.0,2865103076448652.0,0.00270346256630813,0.08173939232383423,0.09078963788274938,0.03307417010879628,0.02977721499230481,0.015170175840684927,0.0005017409763351648,declared_main_temperature_range,False,False,[],17.793395066709444,0.5425125943343738,3.886585023301703e-17,0.8153195575047403,0.00331583186178189
clock,0.0001,155944.21855627472,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,6.196231506595036e-07,0.03799523847210003,1.1366180503336533e-07,4.144959712412544e-05,0.0029581097485906326,0.04395290756640542,0.040994797817814795,7.332849556928689e-07,0.08494843866917591,1.6307649878736483e-05,0.9999836923501212,3.789139841190353e-05,0.013818038506269404,0.9861440700953187,0.5885281814304929,3.215695320758528e-26,2.227421357926567e-23,2.743463719030122e-12,85314790282525.44,1561449860748338.8,4.252445866449404e-27,1.8681497351194475e-26,2.207848654626926e-27,1.3203920435271227e-28,2.7600910411051813e-27,1.6425957312029365e-27,2.2116455072134708e-30,5.115355124335088e-28,2.0969056153461914e-28,1.7569976391783035e-27,6092550090.85813,1294240370397.0686,1294240370397.0686,5623413251.903491,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,5.528961688839762,66.13917206407005,155944.21855627472,0.0,2579499047198631.0,2865103076448652.0,0.00270346256630813,0.08173939232383423,0.09078963788274938,0.03307417010879628,0.02977721499230481,0.015170175840684927,0.0005017409763351648,declared_main_temperature_range,False,False,[],17.794060536446416,0.5424922512120168,3.886730380874189e-17,0.8152890658420662,0.0033159558732900165
reference,0.0,228802.35239576554,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,2.970752917968122e-07,0.0379955610199589,1.6006002241436212e-08,7.640401253444108e-06,0.002992016600264106,0.043987234621740555,0.040995218021476446,3.130812940382484e-07,0.08498276572451105,7.818623047072207e-06,0.9999921813769529,5.335915681913074e-06,0.002547078042936884,0.9974475860413812,0.5882904574722524,1.7399587263108195e-26,1.2052202843586662e-23,4.026854037540141e-12,231433882692042.62,1875906542852314.8,2.3253515038829914e-27,6.96783134088257e-27,1.5851099064356662e-27,3.6125555043538587e-29,2.004285188925208e-27,1.7302624272025787e-27,4.692127059911522e-31,5.450082868663461e-28,5.852622160038745e-29,2.146617619562919e-27,4068661987.7363997,332095287422.1809,332095287422.1809,10000000000.0,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,6.698490009527203,80.12943627441614,228802.35239576554,1.7763568394002505e-15,2579499047198631.0,2865103076448652.0,0.007333697197887122,0.08173939232383423,0.09078963788274938,0.08972047613019388,0.08077680855339738,0.001434946705120457,0.00012874410160486032,declared_main_temperature_range,False,False,[],17.793395066709444,0.5425125943343738,3.886585023301703e-17,0.8153195575047403,0.00899487462355456
clock,0.0001,228802.35239576554,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,2.970752917968122e-07,0.0379955610199589,1.6006002241436212e-08,7.640401253444108e-06,0.002992016600264106,0.043987234621740555,0.040995218021476446,3.130812940382484e-07,0.08498276572451105,7.818623047072207e-06,0.9999921813769529,5.335915681913074e-06,0.002547078042936884,0.9974475860413812,0.5882904574722524,1.7399587263108195e-26,1.2052202843586662e-23,4.026854037540141e-12,231433882692042.62,1875906542852314.8,2.3253515038829914e-27,6.96783134088257e-27,1.5851099064356662e-27,3.6125555043538587e-29,2.004285188925208e-27,1.7302624272025787e-27,4.692127059911522e-31,5.450082868663461e-28,5.852622160038745e-29,2.146617619562919e-27,4068661987.7363997,332095287422.1809,332095287422.1809,10000000000.0,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,6.698490009527203,80.12943627441614,228802.35239576554,1.7763568394002505e-15,2579499047198631.0,2865103076448652.0,0.007333697197887122,0.08173939232383423,0.09078963788274938,0.08972047613019388,0.08077680855339738,0.001434946705120457,0.00012874410160486032,declared_main_temperature_range,False,False,[],17.794060536446416,0.5424922512120168,3.886730380874189e-17,0.8152890658420662,0.008995211030228352
reference,0.0,335813.3378177227,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,1.5692974639087682e-07,0.03799570116550431,3.013528681784205e-09,2.0904254473309163e-06,0.002997579568543779,0.0439929507280392,0.040995371159495426,1.5994327507266104e-07,0.08498848183080969,4.130180347486146e-06,0.9999958698196526,1.004619061554269e-06,0.0006968844411009102,0.9993021109398376,0.5882508905719273,1.163316517875937e-26,8.057965072805486e-24,5.9106134071223756e-12,508082995152031.25,2268329902267293.0,1.2850545510614801e-27,2.8090255717797422e-27,1.121190652843018e-27,1.0877366963457189e-29,1.4203151671782795e-27,1.796261334561313e-27,1.47678541056212e-31,5.668468917357015e-28,1.773442221842432e-29,2.6057115418768957e-27,3038588330.1886835,128377028854.43947,128377028854.43947,17782794100.38923,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,8.115405917589484,97.07902831677205,335813.3378177227,7.771561172376096e-16,2579499047198631.5,2865103076448652.0,0.01610017856719241,0.08173939232383425,0.09078963788274938,0.19696963862181527,0.17733497943878845,0.0002526694065327375,4.976820169554183e-05,declared_main_temperature_range,False,False,[],17.793395066709444,0.5425125943343738,3.886585023301703e-17,0.8153195575047403,0.019747077595521564
clock,0.0001,335813.3378177227,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,1.5692974639087682e-07,0.03799570116550431,3.013528681784205e-09,2.0904254473309163e-06,0.002997579568543779,0.0439929507280392,0.040995371159495426,1.5994327507266104e-07,0.08498848183080969,4.130180347486146e-06,0.9999958698196526,1.004619061554269e-06,0.0006968844411009102,0.9993021109398376,0.5882508905719273,1.163316517875937e-26,8.057965072805486e-24,5.9106134071223756e-12,508082995152031.25,2268329902267293.0,1.2850545510614801e-27,2.8090255717797422e-27,1.121190652843018e-27,1.0877366963457189e-29,1.4203151671782795e-27,1.796261334561313e-27,1.47678541056212e-31,5.668468917357015e-28,1.773442221842432e-29,2.6057115418768957e-27,3038588330.1886835,128377028854.43947,128377028854.43947,17782794100.38923,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,8.115405917589484,97.07902831677205,335813.3378177227,7.771561172376096e-16,2579499047198631.5,2865103076448652.0,0.01610017856719241,0.08173939232383425,0.09078963788274938,0.19696963862181527,0.17733497943878845,0.0002526694065327375,4.976820169554183e-05,declared_main_temperature_range,False,False,[],17.794060536446416,0.5424922512120168,3.886730380874189e-17,0.8152890658420662,0.01974781613262953
reference,0.0,492898.37437962845,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,8.826632906257703e-08,0.03799576982892164,6.905756824372801e-10,7.50371665348974e-07,0.00299892194527876,0.04399436409114451,0.04099544214586575,8.89569047450143e-08,0.084989895193915,2.323051339998817e-06,0.99999767694866,2.302169872203058e-07,0.00025015115429844836,0.9997496186287143,0.5882411080900981,9.247984516319826e-27,6.405817770250069e-24,8.675594030171421e-12,938106461452404.9,2755715175388144.5,7.113820997095584e-28,1.1938804804662603e-27,7.806471350278994e-28,3.4826211638686224e-30,9.893584878422382e-28,1.8357108198243933e-27,6.097527782494122e-32,5.7955435434463785e-28,5.688848781089261e-30,3.148218693882055e-27,2454636233.966199,66149084100.24202,66149084100.24202,31622776601.683792,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,9.832038730157777,117.61392787855729,492898.37437962845,6.661338147750939e-16,2579499047198631.0,2865103076448652.0,0.02972679992941177,0.08173939232383423,0.09078963788274938,0.36367777009694985,0.32742503024191544,7.051340846520554e-05,2.5644159152561336e-05,declared_main_temperature_range,False,False,[],17.793395066709444,0.5425125943343738,3.886585023301703e-17,0.8153195575047403,0.03646030523343473
clock,0.0001,492898.37437962845,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,8.826632906257703e-08,0.03799576982892164,6.905756824372801e-10,7.50371665348974e-07,0.00299892194527876,0.04399436409114451,0.04099544214586575,8.89569047450143e-08,0.084989895193915,2.323051339998817e-06,0.99999767694866,2.302169872203058e-07,0.00025015115429844836,0.9997496186287143,0.5882411080900981,9.247984516319826e-27,6.405817770250069e-24,8.675594030171421e-12,938106461452404.9,2755715175388144.5,7.113820997095584e-28,1.1938804804662603e-27,7.806471350278994e-28,3.4826211638686224e-30,9.893584878422382e-28,1.8357108198243933e-27,6.097527782494122e-32,5.7955435434463785e-28,5.688848781089261e-30,3.148218693882055e-27,2454636233.966199,66149084100.24202,66149084100.24202,31622776601.683792,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,9.832038730157777,117.61392787855729,492898.37437962845,6.661338147750939e-16,2579499047198631.0,2865103076448652.0,0.02972679992941177,0.08173939232383423,0.09078963788274938,0.36367777009694985,0.32742503024191544,7.051340846520554e-05,2.5644159152561336e-05,declared_main_temperature_range,False,False,[],17.794060536446416,0.5424922512120168,3.886730380874189e-17,0.8152890658420662,0.03646166884221443
reference,0.0,723471.9141040667,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,5.1602650658756995e-08,0.037995806492600044,1.804027397550098e-10,3.2299284557456824e-07,0.0029993498342714775,0.04399482915398857,0.040995479319717094,5.1783053398512e-08,0.08499036025675906,1.3581125218805648e-06,0.9999986418874782,6.01408017816487e-08,0.0001076760182742809,0.999892263840924,0.5882378892652586,8.343994547410084e-27,5.779649441707685e-24,1.2734030563672001e-11,1526131218245409.0,3362267754014485.5,3.9182792411286453e-28,5.231142944971616e-28,5.343926692631106e-28,1.1568517182425443e-30,6.773621851200659e-28,1.8444813980029154e-27,3.0189597411101085e-32,5.824058480237088e-28,1.8893114581225456e-30,3.787333875616481e-27,2096325820.7169564,41578285055.188835,41578285055.188835,56234132519.034904,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,11.911786862293653,142.49252666482016,723471.9141040667,2.220446049250313e-16,2579499047198631.5,2865103076448652.0,0.048360180059491505,0.08173939232383425,0.09078963788274938,0.5916386051403302,0.5326618894762686,2.7244239917319385e-05,1.6118744102791344e-05,declared_main_temperature_range,False,False,[],17.793395066709444,0.5425125943343738,3.886585023301703e-17,0.8153195575047403,0.05931438736425789
clock,0.0001,723471.9141040667,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,5.1602650658756995e-08,0.037995806492600044,1.804027397550098e-10,3.2299284557456824e-07,0.0029993498342714775,0.04399482915398857,0.040995479319717094,5.1783053398512e-08,0.08499036025675906,1.3581125218805648e-06,0.9999986418874782,6.01408017816487e-08,0.0001076760182742809,0.999892263840924,0.5882378892652586,8.343994547410084e-27,5.779649441707685e-24,1.2734030563672001e-11,1526131218245409.0,3362267754014485.5,3.9182792411286453e-28,5.231142944971616e-28,5.343926692631106e-28,1.1568517182425443e-30,6.773621851200659e-28,1.8444813980029154e-27,3.0189597411101085e-32,5.824058480237088e-28,1.8893114581225456e-30,3.787333875616481e-27,2096325820.7169564,41578285055.188835,41578285055.188835,56234132519.034904,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,11.911786862293653,142.49252666482016,723471.9141040667,2.220446049250313e-16,2579499047198631.5,2865103076448652.0,0.048360180059491505,0.08173939232383425,0.09078963788274938,0.5916386051403302,0.5326618894762686,2.7244239917319385e-05,1.6118744102791344e-05,declared_main_temperature_range,False,False,[],17.794060536446416,0.5424922512120168,3.886730380874189e-17,0.8152890658420662,0.05931660571154968
reference,0.0,1061909.2051143833,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,3.084000433616953e-08,0.037995827255246355,5.13932466766525e-11,1.566863679305816e-07,0.0029995162697586146,0.043995016481131514,0.040995500211372896,3.089139758284618e-08,0.08499054758390201,8.116675312045232e-07,0.9999991883324687,1.7132949674119908e-08,5.223448273788148e-05,0.9999477483843124,0.5882365927337463,8.196094600132144e-27,5.6772033239811495e-24,1.869100073523483e-11,2280476452154844.5,4118588511619269.5,2.1374760909113364e-28,2.3259751741227044e-28,3.593757814273465e-28,3.9226942545006067e-31,4.555469292231211e-28,1.82065770554418e-27,1.6845366563830898e-32,5.749149634516358e-28,6.395521359562688e-31,4.538205427054487e-27,1863001164.8764691,29985017497.118576,29985017497.118576,100000000000.0,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,14.431459247357408,172.6336372023013,1061909.2051143833,6.661338147750939e-16,2579499047198631.0,2865103076448652.0,0.0722639380737079,0.08173939232383423,0.09078963788274938,0.8840772609051634,0.7959491827363981,1.3148575802563294e-05,1.1624356880334068e-05,declared_main_temperature_range,False,False,[],17.793395066709444,0.5425125943343738,3.886585023301703e-17,0.8153195575047403,0.08863265624937221
clock,0.0001,1061909.2051143833,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,3.084000433616953e-08,0.037995827255246355,5.13932466766525e-11,1.566863679305816e-07,0.0029995162697586146,0.043995016481131514,0.040995500211372896,3.089139758284618e-08,0.08499054758390201,8.116675312045232e-07,0.9999991883324687,1.7132949674119908e-08,5.223448273788148e-05,0.9999477483843124,0.5882365927337463,8.196094600132144e-27,5.6772033239811495e-24,1.869100073523483e-11,2280476452154844.5,4118588511619269.5,2.1374760909113364e-28,2.3259751741227044e-28,3.593757814273465e-28,3.9226942545006067e-31,4.555469292231211e-28,1.82065770554418e-27,1.6845366563830898e-32,5.749149634516358e-28,6.395521359562688e-31,4.538205427054487e-27,1863001164.8764691,29985017497.118576,29985017497.118576,100000000000.0,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,14.431459247357408,172.6336372023013,1061909.2051143833,6.661338147750939e-16,2579499047198631.0,2865103076448652.0,0.0722639380737079,0.08173939232383423,0.09078963788274938,0.8840772609051634,0.7959491827363981,1.3148575802563294e-05,1.1624356880334068e-05,declared_main_temperature_range,False,False,[],17.794060536446416,0.5424922512120168,3.886730380874189e-17,0.8152890658420662,0.08863597109458418
reference,0.0,1558667.9607544462,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,1.8631268495331688e-08,0.0379958394639822,1.5495858666934733e-11,8.21155602910111e-08,0.0029995908764636416,0.043995103332469775,0.040995512456006133,1.8646764353998622e-08,0.08499063443524027,4.903499862702274e-07,0.9999995096500137,5.16584928693515e-09,2.737483721897621e-05,0.9999726199969317,0.5882359916188632,8.499195529836117e-27,5.887152780346554e-24,2.7434637190301198e-11,3227909876175092.0,5062633552683950.0,1.1516038077509876e-28,1.0385235511165108e-28,2.3737076860612264e-28,1.3435897785910131e-31,3.0090001932227186e-28,1.7651147986410967e-27,1.0154504624573956e-32,5.5738968482944335e-28,2.183745305051897e-31,5.4190446345374444e-27,1703973476.44083,23787539312.886887,23787539312.886887,177827941003.89227,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,17.48411203254481,209.15042628024128,1558667.9607544462,9.992007221626409e-16,2579499047198631.0,2865103076448652.0,0.10228629161200763,0.08173939232383423,0.09078963788274938,1.2513708348451005,1.1266295801741786,7.369331928521469e-06,9.221767047644565e-06,declared_main_temperature_range,False,False,[],17.793395066709444,0.5425125943343738,3.886585023301703e-17,0.8153195575047403,0.12545546181309766
clock,0.0001,1558667.9607544462,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,1.8631268495331688e-08,0.0379958394639822,1.5495858666934733e-11,8.21155602910111e-08,0.0029995908764636416,0.043995103332469775,0.040995512456006133,1.8646764353998622e-08,0.08499063443524027,4.903499862702274e-07,0.9999995096500137,5.16584928693515e-09,2.737483721897621e-05,0.9999726199969317,0.5882359916188632,8.499195529836117e-27,5.887152780346554e-24,2.7434637190301198e-11,3227909876175092.0,5062633552683950.0,1.1516038077509876e-28,1.0385235511165108e-28,2.3737076860612264e-28,1.3435897785910131e-31,3.0090001932227186e-28,1.7651147986410967e-27,1.0154504624573956e-32,5.5738968482944335e-28,2.183745305051897e-31,5.4190446345374444e-27,1703973476.44083,23787539312.886887,23787539312.886887,177827941003.89227,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,17.48411203254481,209.15042628024128,1558667.9607544462,9.992007221626409e-16,2579499047198631.0,2865103076448652.0,0.10228629161200763,0.08173939232383423,0.09078963788274938,1.2513708348451005,1.1266295801741786,7.369331928521469e-06,9.221767047644565e-06,declared_main_temperature_range,False,False,[],17.794060536446416,0.5424922512120168,3.886730380874189e-17,0.8152890658420662,0.1254601538245357
reference,0.0,2287810.4991033413,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,1.1294750433680183e-08,0.03799584680050026,4.847587335649328e-12,4.518547741933633e-08,0.0029996278171947853,0.043995147620367256,0.04099551980317247,1.1299598021015833e-08,0.08499067872313774,2.9726267545703814e-07,0.9999997027373245,1.6160385893719264e-09,1.5063467686665242e-05,0.9999849349162748,0.5882356850942457,9.121631882633457e-27,6.318296868289462e-24,4.0268540375411725e-11,4414620201027671.0,6241000217526510.0,6.119494420182053e-29,4.6254278535161477e-29,1.5405547398569495e-28,4.6186703888666397e-32,1.95288818828977e-28,1.681470664654342e-27,6.427111651047508e-33,5.30982894628132e-28,7.470770359845124e-32,6.452257486280191e-27,1591648742.747607,20166495228.230556,20166495228.230556,316227766016.83795,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,21.182485313988945,253.39152625247195,2287810.4991033413,2.582378755278114e-13,2579499047198630.5,2865103076448652.0,0.13989087259575098,0.08173939232383422,0.09078963788274938,1.7114254047978834,1.5408242158253078,4.568115559190355e-06,7.817989020050863e-06,declared_main_temperature_range,False,False,[],17.793395066709444,0.5425125943343738,3.886585023301703e-17,0.8153195575047403,0.17157796756879298
clock,0.0001,2287810.4991033413,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,1.1294750433680183e-08,0.03799584680050026,4.847587335649328e-12,4.518547741933633e-08,0.0029996278171947853,0.043995147620367256,0.04099551980317247,1.1299598021015833e-08,0.08499067872313774,2.9726267545703814e-07,0.9999997027373245,1.6160385893719264e-09,1.5063467686665242e-05,0.9999849349162748,0.5882356850942457,9.121631882633457e-27,6.318296868289462e-24,4.0268540375411725e-11,4414620201027671.0,6241000217526510.0,6.119494420182053e-29,4.6254278535161477e-29,1.5405547398569495e-28,4.6186703888666397e-32,1.95288818828977e-28,1.681470664654342e-27,6.427111651047508e-33,5.30982894628132e-28,7.470770359845124e-32,6.452257486280191e-27,1591648742.747607,20166495228.230556,20166495228.230556,316227766016.83795,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,21.182485313988945,253.39152625247195,2287810.4991033413,2.582378755278114e-13,2579499047198630.5,2865103076448652.0,0.13989087259575098,0.08173939232383422,0.09078963788274938,1.7114254047978834,1.5408242158253078,4.568115559190355e-06,7.817989020050863e-06,declared_main_temperature_range,False,False,[],17.794060536446416,0.5424922512120168,3.886730380874189e-17,0.8152890658420662,0.17158438455355168
reference,0.0,3358045.625626609,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,6.840194167547381e-09,0.03799585125505653,1.553185781977886e-12,2.561734651817394e-08,0.0029996473886200877,0.04399517164964322,0.04099552426102313,6.841747353329359e-09,0.08499070275241372,1.8002473191682894e-07,0.9999998199752681,5.177850312631579e-10,8.540046349703641e-06,0.9999914594358653,0.5882355187833769,1.0014370147091604e-26,6.936671458834725e-24,5.910613407122861e-11,5902131956685698.0,7710359738349261.0,3.206623772460075e-29,2.0471815280828614e-29,9.834001631817854e-29,1.5877841148527655e-32,1.2466177400494862e-28,1.5754658010139219e-27,4.1911638335567685e-33,4.975113566108348e-28,2.550433608209019e-32,7.665807572797227e-27,1510031234.2849975,17909668494.234505,17909668494.234505,562341325190.3491,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,25.663166836391486,306.9908425169818,3358045.625626609,8.126832540256146e-14,2579499047198631.0,2865103076448652.0,0.1870272757334429,0.08173939232383423,0.09078963788274938,2.2880923189700297,2.060006847642459,3.0344405421073568e-06,6.943080096767097e-06,declared_main_temperature_range,False,False,[],17.793395066709444,0.5425125943343738,3.886585023301703e-17,0.8153195575047403,0.2293913766840501
clock,0.0001,3358045.625626609,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,6.840194167547381e-09,0.03799585125505653,1.553185781977886e-12,2.561734651817394e-08,0.0029996473886200877,0.04399517164964322,0.04099552426102313,6.841747353329359e-09,0.08499070275241372,1.8002473191682894e-07,0.9999998199752681,5.177850312631579e-10,8.540046349703641e-06,0.9999914594358653,0.5882355187833769,1.0014370147091604e-26,6.936671458834725e-24,5.910613407122861e-11,5902131956685698.0,7710359738349261.0,3.206623772460075e-29,2.0471815280828614e-29,9.834001631817854e-29,1.5877841148527655e-32,1.2466177400494862e-28,1.5754658010139219e-27,4.1911638335567685e-33,4.975113566108348e-28,2.550433608209019e-32,7.665807572797227e-27,1510031234.2849975,17909668494.234505,17909668494.234505,562341325190.3491,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,25.663166836391486,306.9908425169818,3358045.625626609,8.126832540256146e-14,2579499047198631.0,2865103076448652.0,0.1870272757334429,0.08173939232383423,0.09078963788274938,2.2880923189700297,2.060006847642459,3.0344405421073568e-06,6.943080096767097e-06,declared_main_temperature_range,False,False,[],17.794060536446416,0.5424922512120168,3.886730380874189e-17,0.8152890658420662,0.22939995587978723
reference,0.0,4928936.124044383,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,4.128020927732516e-09,0.03799585396722977,5.056310880711541e-13,1.4780317833837637e-08,0.0029996582266963267,0.04399518520094026,0.040995526974243926,4.128526558820587e-09,0.08499071630371074,1.0864397159774896e-07,0.9999998913560285,1.685620688667073e-10,4.927309675683081e-06,0.9999950725217622,0.5882354249924949,1.1173783180140366e-26,7.739764132385048e-24,8.675594030171644e-11,7764240535462637.0,9539014916235876.0,1.6579506191330937e-29,8.987397085908678e-30,6.183205475938356e-29,5.450899547269667e-33,7.838234347823305e-29,1.4539818343291943e-27,2.7814272806638003e-33,4.591499456308254e-28,8.669909172223164e-33,9.09485319642949e-27,1449359158.4069116,16433851562.242796,16433851562.242796,1000000000000.0,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,31.091636430288215,371.9278966550167,4928936.124044383,2.6201263381153694e-14,2579499047198630.5,2865103076448652.0,0.2460339358969832,0.08173939232383422,0.09078963788274938,3.0099799974319446,2.709934102994492,2.116607733516537e-06,6.3709469402945395e-06,declared_main_temperature_range,False,False,[],17.793395066709444,0.5425125943343738,3.886585023301703e-17,0.8153195575047403,0.3017638098244108
clock,0.0001,4928936.124044383,0.0379958580952507,0.0029996730075197917,8.362198060464536e-26,4.128020927732516e-09,0.03799585396722977,5.056310880711541e-13,1.4780317833837637e-08,0.0029996582266963267,0.04399518520094026,0.040995526974243926,4.128526558820587e-09,0.08499071630371074,1.0864397159774896e-07,0.9999998913560285,1.685620688667073e-10,4.927309675683081e-06,0.9999950725217622,0.5882354249924949,1.1173783180140366e-26,7.739764132385048e-24,8.675594030171644e-11,7764240535462637.0,9539014916235876.0,1.6579506191330937e-29,8.987397085908678e-30,6.183205475938356e-29,5.450899547269667e-33,7.838234347823305e-29,1.4539818343291943e-27,2.7814272806638003e-33,4.591499456308254e-28,8.669909172223164e-33,9.09485319642949e-27,1449359158.4069116,16433851562.242796,16433851562.242796,1000000000000.0,9.0,0.1,2.6878493765778865e-27,5.375698753155773e-25,31.091636430288215,371.9278966550167,4928936.124044383,2.6201263381153694e-14,2579499047198630.5,2865103076448652.0,0.2460339358969832,0.08173939232383422,0.09078963788274938,3.0099799974319446,2.709934102994492,2.116607733516537e-06,6.3709469402945395e-06,declared_main_temperature_range,False,False,[],17.794060536446416,0.5424922512120168,3.886730380874189e-17,0.8152890658420662,0.3017750957359751
