T_K,nH_cm3,Lvol_erg_cm3_s,Lambda_per_nH_squared_erg_cm3_s,tcool_s,mu,tau_chem_s,L_excitation_HI_erg_cm3_s,L_excitation_HeII_erg_cm3_s,L_ionization_HI_erg_cm3_s,L_ionization_HeI_erg_cm3_s,L_ionization_HeII_erg_cm3_s,L_recombination_HII_erg_cm3_s,L_recombination_HeII_erg_cm3_s,L_recombination_HeIII_erg_cm3_s,L_dielectronic_HeII_erg_cm3_s,L_freefree_erg_cm3_s
17782.794100389227,1e-06,1.474591527378738e-34,1.474591527378738e-22,4.434789405014314e+16,0.7409965977145675,4.791874253023492e+18,1.4351697173743309e-34,9.559744260297578e-47,3.52305879442877e-36,5.199420432415364e-40,7.728446966910808e-52,2.9889042504024147e-37,2.42420582497791e-41,1.6333352481574483e-53,7.672236233546714e-48,1.1968759676695657e-37
18836.49089489802,1e-06,1.6095064288436437e-34,1.6095064288436436e-22,4.55616850256737e+16,0.6999523183755446,4.318622252853059e+18,1.55924916916271e-34,1.2252371910715697e-45,4.4600746589128965e-36,1.494355053607978e-39,1.71386092749247e-50,4.008060240451117e-37,7.380203519066977e-41,3.836707413059795e-52,9.207095831656455e-47,1.632771267292102e-37
19952.62314968879,1e-06,1.5906021550445615e-34,1.5906021550445616e-22,5.070272794588274e+16,0.6741678792922354,4.0979613993857137e+18,1.5329882119960106e-34,1.2999294733984102e-44,5.074108201967155e-36,3.8650087142709897e-39,3.0599860631730255e-49,4.830052326380806e-37,2.021924678756611e-40,7.256088178962655e-51,9.155062025979549e-46,2.0021365515263265e-37
21134.890398366475,1e-06,1.4800805361903735e-34,1.4800805361903735e-22,5.910861926088358e+16,0.6583014131159903,4.0054578854678026e+18,1.4182788277740582e-34,1.1708357624582522e-43,5.396719518226625e-36,9.18273345022799e-39,4.518035151325218e-48,5.4415416657482194e-37,5.0884594149257644e-40,1.1348349666093243e-49,7.735408138644805e-45,2.296054526147772e-37
22387.21138568338,1e-06,1.331658251981196e-34,1.331658251981196e-22,7.065081498766241e+16,0.6484119181545812,3.962063833770434e+18,1.267905231160621e-34,9.101878410105338e-43,5.512068614055059e-36,2.0285707053080708e-38,5.616755306329091e-47,5.887172031540692e-37,1.1907044516831196e-39,1.494406017323052e-48,5.646330731835052e-44,2.5303888663475636e-37
23713.737056616552,1e-06,1.1780630010510766e-34,1.1780630010510767e-22,8.54550346421613e+16,0.6418813811013735,3.902373841883415e+18,1.1136765466299457e-34,6.155918369913625e-42,5.499321538195653e-36,4.1828259475870877e-38,5.934670008607247e-46,6.221587662593889e-37,2.6006511549591757e-39,1.6725521918950257e-47,3.5890098919178445e-43,2.7272971159768546e-37
25118.86431509582,1e-06,1.0354788164071274e-34,1.0354788164071275e-22,1.0377266927842554e+17,0.6369960552521684,3.759179322528942e+18,9.71059714662936e-35,3.621290215910913e-41,5.416550009936445e-36,8.016626802646618e-38,5.33497728429981e-45,6.491048721533952e-37,5.2795842763057e-39,1.5926328814895755e-46,1.986034180402159e-42,2.9077123559594882e-37
26607.250597988084,1e-06,9.101288504994109e-35,9.101288504994109e-23,1.2591970268215902e+17,0.6326512616214169,3.468510256576472e+18,8.457826106226681e-35,1.8387054814757832e-40,5.301526218750162e-36,1.4119589593754944e-37,4.054145314969129e-44,6.729658483792554e-37,9.849609107610924e-39,1.2819834382285268e-45,9.49442845671757e-42,3.0889300869965296e-37
28183.82931264455,1e-06,8.026828028060509e-35,8.026828028060509e-23,1.5228543535055517e+17,0.6282877928433198,3.002394486610989e+18,7.38269667593075e-35,7.96633715098234e-40,5.1747287926925654e-36,2.2515012963880632e-37,2.577639708883569e-43,6.957924389752331e-37,1.663571998838413e-38,8.633866254939916e-45,3.876471994599454e-41,3.281707751697271e-37
29853.82618917957,1e-06,7.108655046851342e-35,7.108655046851343e-23,1.834195516921045e+17,0.6239185263695188,2.407562468561266e+18,6.462790841821165e-35,2.9232972680376254e-39,5.042054847106447e-36,3.2158799816630086e-37,1.3625398077094449e-42,7.181243902403213e-37,2.5165464784743436e-38,4.83428558496441e-44,1.3417022048237466e-40,3.4865047163279033e-37
31622.776601683792,1e-06,6.314895118992629e-35,6.314895118992629e-23,2.201112021825758e+17,0.6199442863070029,1.793264649191323e+18,5.66835139717635e-35,9.131721833116297e-39,4.900680205835491e-36,4.122791116404423e-37,6.024610221086557e-42,7.393472727320617e-37,3.4162852325243496e-38,2.264185775192882e-43,3.956579916980147e-40,3.694341447759356e-37
33496.54391578279,1e-06,5.620133220475624e-35,5.620133220475624e-23,2.6333536755380246e+17,0.6167443047585369,1.2617913086255278e+18,4.975551663061147e-35,2.475021631272228e-38,4.7474089770816295e-36,4.822034869842233e-37,2.2733618043932826e-41,7.586627455325906e-37,4.2295432840917136e-38,9.050064247166966e-43,1.0132192122081194e-39,3.894578575559803e-37
35481.33892335753,1e-06,5.010000224847277e-35,5.010000224847277e-23,3.140933006981625e+17,0.6144188493659806,1.181273456278117e+18,4.3694915565878056e-35,5.974527061100812e-38,4.583173308555713e-36,5.268747870311775e-37,7.521797062299297e-41,7.758153920692577e-37,4.88842720756552e-38,3.171792116492017e-42,2.3128695508216168e-39,4.082023929383591e-37
37583.74042884443,1e-06,4.4773658992082495e-35,4.4773658992082497e-23,3.7324290874228115e+17,0.6128395668082987,1.2278859602190684e+18,3.840400279946095e-35,1.3167937046670254e-37,4.4119528356672696e-36,5.502066620134512e-37,2.2390258823348985e-40,7.910846776053959e-37,5.393052367609296e-38,1.0000972134903994e-41,4.824434427812181e-39,4.2574378520444864e-37
39810.71705534969,1e-06,4.018246632972073e-35,4.0182466329720733e-23,4.412775542817354e+17,0.6118042964034565,1.278732867131094e+18,3.379993316645823e-35,2.7016875784089734e-37,4.238164253311336e-36,5.590303988473874e-37,6.1186113419807115e-40,8.049518369398713e-37,5.776025522752189e-38,2.8949160277288466e-41,9.375476529842742e-39,4.4244137427116355e-37
42169.65034285822,1e-06,3.630628881534618e-35,3.6306288815346177e-23,5.1789736577117005e+17,0.6111325129423838,1.3333078429634962e+18,2.980207181313987e-35,5.230874927936454e-37,4.065267258754188e-36,5.597325265334745e-37,1.5572551734172114e-39,8.178642291965856e-37,6.073750922726295e-38,7.804460477836694e-41,1.7206798121052341e-38,4.5868588780190375e-37
44668.359215096345,1e-06,3.31522274945448e-35,3.31522274945448e-23,6.012106946498779e+17,0.6106910259054217,1.3910949937324716e+18,2.633261375623634e-35,9.645529661803169e-37,3.895563282381514e-36,5.573601246872108e-37,3.7281201954472443e-39,8.301610928070823e-37,6.31468198033607e-38,1.9791240166680264e-40,3.0098550990071005e-38,4.74804868861795e-37
47315.12589614803,1e-06,3.07681844745169e-35,3.07681844745169e-23,6.865211640606222e+17,0.610386821541771,1.4514134429913661e+18,2.3319827963089007e-35,1.704307396669623e-36,3.730470292708172e-36,5.558418486156646e-37,8.452832822876225e-39,8.420845466446199e-37,6.517278232537523e-38,4.753192279880964e-40,5.048644879299816e-38,4.910650436205725e-37
50118.72336272725,1e-06,2.925584712950888e-35,2.925584712950888e-23,7.650870128262015e+17,0.6101511602539256,1.513083399364281e+18,2.0700141862043902e-35,2.8971473858350132e-36,3.570861055015816e-36,5.584052473832623e-37,1.8235271100800007e-38,8.53817522667e-37,6.690809412096822e-38,1.0861638080505834e-39,8.152765389285862e-38,5.07716873641214e-37
53088.444423098794,1e-06,2.8778771339689014e-35,2.877877133968901e-23,8.241638434858688e+17,0.6099231857616743,1.5738520685312576e+18,1.8418779201743162e-35,4.7489432932874194e-36,3.4173420762175746e-36,5.678170413755808e-37,3.7539747681432547e-38,8.655268911627711e-37,6.835746711438786e-38,2.3685058000484257e-39,1.2703536407962668e-37,5.250617512270095e-37
56234.13251903491,1e-06,2.95579669340513e-35,2.9557966934051303e-23,8.503878558218669e+17,0.6096342258132101,1.6294886287470776e+18,1.6429486819594944e-35,7.511442795784846e-36,3.270465634800922e-36,5.862968709721996e-37,7.383963924565065e-38,8.77408225950826e-37,6.942627255159609e-38,4.9348353780355896e-39,1.911240719682613e-37,5.435417678040151e-37
59566.214352901094,1e-06,3.183917173245757e-35,3.183917173245757e-23,8.368432802434706e+17,0.6091932111012954,1.672550171556098e+18,1.4693767160063967e-35,1.1450279595444925e-35,3.13088111780246e-36,6.1498447528874e-37,1.38679639921755e-37,8.897309315095182e-37,6.989411985451837e-38,9.817384683546657e-39,2.772863304785755e-37,5.638509774095714e-37
63095.7344480193,1e-06,3.5805219752868517e-35,3.5805219752868516e-23,7.891691134548577e+17,0.6084775038210649,1.6912080285026227e+18,1.3179719350284733e-35,1.6760925895138142e-35,2.9993957892433266e-36,6.528522419513753e-37,2.4791892530759692e-37,9.028713852577278e-37,6.938750804687631e-38,1.859057334809113e-38,3.865195139866499e-37,5.870385703039945e-37
66834.39175686149,1e-06,4.140694329532286e-35,4.140694329532286e-23,7.241938947250212e+17,0.6073414453408225,1.6694018907215974e+18,1.1860315879634115e-35,2.340840347628887e-35,2.876853636290386e-36,6.951778874619769e-37,4.193692727410444e-37,9.172968007680794e-37,6.739202490293433e-38,3.33103894118181e-38,5.143179952683472e-37,6.145059325552989e-37
70794.57843841374,1e-06,4.813350740285227e-35,4.813350740285227e-23,6.6173427974408e+17,0.605661276337917,1.5905894483154824e+18,1.0710951723256704e-35,3.0912918750154285e-35,2.7637167849015667e-36,7.324135395262668e-37,6.655451554079558e-37,9.334383673537143e-37,6.337538945899225e-38,5.599646738902789e-38,6.474359784080186e-37,6.477152469957326e-37
74989.42093324558,1e-06,5.487292577207267e-35,5.487292577207268e-23,6.171394497196332e+17,0.6034197541144866,1.446420737771098e+18,9.706821751997824e-36,3.8226614215209265e-35,2.6594026874196778e-36,7.513423070775043e-37,9.817611268977076e-37,9.51428627986527e-37,5.707033872215351e-38,8.749614834476677e-38,7.635107964743205e-37,6.8747777194292355e-37
79432.82347242821,1e-06,6.012898908026277e-35,6.012898908026276e-23,5.991860189002762e+17,0.6007798746364181,1.246222164484267e+18,8.821947500052873e-36,4.395140462069378e-35,2.56186115173272e-36,7.401118725728217e-37,1.3371637694332971e-36,9.70840085317165e-37,4.880484055061082e-38,1.2623148873169387e-37,8.375215469930783e-37,7.331022041847276e-37
84139.51416451947,1e-06,6.266300830902792e-35,6.266300830902792e-23,6.11796366526813e+17,0.5980573271440536,1.0175059665180024e+18,8.031493824166276e-36,4.695283894666471e-35,2.4680638430191615e-36,6.95016153719496e-37,1.6810647130801988e-36,9.907144590251074e-37,3.956130583563332e-38,1.680999310830557e-37,8.539384942566536e-37,7.82216638177613e-37
