T_K,nH_cm3,Lvol_erg_cm3_s,Lambda_per_nH_squared_erg_cm3_s,tcool_s,mu,tau_chem_s,L_excitation_HI_erg_cm3_s,L_excitation_HeII_erg_cm3_s,L_ionization_HI_erg_cm3_s,L_ionization_HeI_erg_cm3_s,L_ionization_HeII_erg_cm3_s,L_recombination_HII_erg_cm3_s,L_recombination_HeII_erg_cm3_s,L_recombination_HeIII_erg_cm3_s,L_dielectronic_HeII_erg_cm3_s,L_freefree_erg_cm3_s
12589.254117941662,0.0001,1.725059913638466e-32,1.725059913638466e-24,1.6894391556401524e+16,1.1771023064499975,6.902163291309094e+17,1.7097655732894476e-32,1.0274763171832364e-51,1.413774389183508e-34,3.4200383384210983e-40,1.5640368529451681e-58,8.49126161664768e-36,1.1288741604276722e-41,2.3400766620032642e-60,1.249794657590256e-52,3.07434966260713e-36
13335.21432163324,0.0001,5.713096699814946e-32,5.713096699814946e-24,5601969247949575.0,1.1353993833932692,3.481819423656363e+17,5.650802078150816e-32,6.328446676249216e-50,5.730645010432252e-34,2.552152899171616e-39,2.0457834936442317e-56,3.645823317718706e-35,8.923212738840799e-41,3.242222187940652e-58,7.16334289195791e-51,1.342084103585445e-35
14125.375446227554,0.0001,1.6372723171461843e-31,1.6372723171461843e-23,2199551825675622.8,1.0688230997176043,1.8976806867071952e+17,1.6155318445258061e-31,2.9864229296566244e-48,1.989752435314215e-33,1.6417619125283992e-38,1.9713271048593257e-54,1.340883839394871e-34,6.080296167044086e-40,3.3093431088282747e-56,3.14920517420479e-49,5.018941713534161e-35
14962.356560944329,0.0001,3.912197865404126e-31,3.912197865404126e-23,1062955505848088.2,0.9804490992376034,1.1381099918667962e+17,3.8495240159135417e-31,1.0714158276725734e-46,5.705046610661847e-33,8.974411388090734e-38,1.3916213236517115e-52,4.072408250839449e-34,3.520631184858006e-39,2.4745952679177808e-54,1.053663400819784e-47,1.55004248567454e-34
15848.93192461114,0.0001,7.542944613891806e-31,7.542944613891806e-23,646538884757070.4,0.8855750674787942,7.63282462658413e+16,7.398436479176597e-31,2.9041608515483716e-45,1.3078689892349166e-32,4.1171645455274895e-37,7.167210059102636e-51,9.889090561687757e-34,1.710853339558033e-38,1.3499983461290731e-52,2.666293060250754e-46,3.827856980118854e-34
16788.040181225588,0.0001,1.1638462110268279e-30,1.163846211026828e-22,489738550577786.06,0.8026035213494612,5.746242731276083e+16,1.1374031571238006e-30,5.979934009780235e-44,2.3786290190733797e-32,1.584513882534687e-36,2.713018723985099e-49,1.905104595441979e-33,6.974460283625628e-38,5.412973418473218e-51,5.130553644452856e-45,7.500048583011942e-34
17782.794100389227,0.0001,1.4745915273787381e-30,1.474591527378738e-22,443478940501431.3,0.7409965977145676,4.791874253023492e+16,1.4351697173743309e-30,9.559744260297578e-43,3.5230587944287704e-32,5.1994204324153646e-36,7.728446966910808e-48,2.9889042504024143e-33,2.42420582497791e-37,1.6333352481574484e-49,7.672236233546715e-44,1.1968759676695656e-33
18836.49089489802,0.0001,1.6095064288436436e-30,1.6095064288436436e-22,455616850256736.94,0.6999523183755446,4.3186222528530584e+16,1.5592491691627103e-30,1.22523719107157e-41,4.4600746589128975e-32,1.4943550536079783e-35,1.7138609274924707e-46,4.0080602404511184e-33,7.380203519066978e-37,3.8367074130597965e-48,9.207095831656458e-43,1.6327712672921027e-33
19952.62314968879,0.0001,1.5906021550445623e-30,1.5906021550445623e-22,507027279458827.1,0.6741678792922354,4.097961399385714e+16,1.532988211996011e-30,1.29992947339841e-40,5.074108201967156e-32,3.865008714270991e-35,3.0599860631730263e-45,4.830052326380807e-33,2.0219246787566113e-36,7.256088178962657e-47,9.155062025979548e-42,2.0021365515263273e-33
21134.890398366475,0.0001,1.4800805361903742e-30,1.4800805361903742e-22,591086192608835.6,0.6583014131159902,4.005457885467802e+16,1.4182788277740584e-30,1.1708357624582523e-39,5.396719518226626e-32,9.182733450227993e-35,4.518035151325219e-44,5.4415416657482204e-33,5.0884594149257654e-36,1.1348349666093244e-45,7.735408138644805e-41,2.2960545261477725e-33
22387.21138568338,0.0001,1.331658251981196e-30,1.331658251981196e-22,706508149876624.1,0.6484119181545811,3.962063833770434e+16,1.2679052311606213e-30,9.10187841010534e-39,5.512068614055061e-32,2.0285707053080708e-34,5.616755306329093e-43,5.8871720315406945e-33,1.1907044516831201e-35,1.4944060173230523e-44,5.6463307318350524e-40,2.530388866347565e-33
23713.737056616552,0.0001,1.178063001051077e-30,1.178063001051077e-22,854550346421612.6,0.6418813811013735,3.902373841883415e+16,1.1136765466299458e-30,6.155918369913626e-38,5.499321538195654e-32,4.182825947587088e-34,5.934670008607249e-42,6.22158766259389e-33,2.6006511549591763e-35,1.672552191895026e-43,3.589009891917846e-39,2.7272971159768543e-33
25118.86431509582,0.0001,1.0354788164071272e-30,1.0354788164071272e-22,1037726692784255.8,0.6369960552521683,3.7591793225289416e+16,9.71059714662936e-31,3.6212902159109144e-37,5.416550009936446e-32,8.01662680264662e-34,5.33497728429981e-41,6.491048721533953e-33,5.279584276305702e-35,1.5926328814895758e-42,1.986034180402159e-38,2.9077123559594884e-33
26607.250597988084,0.0001,9.101288504994108e-31,9.101288504994108e-23,1259197026821590.5,0.6326512616214169,3.468510256576472e+16,8.45782610622668e-31,1.838705481475783e-36,5.301526218750163e-32,1.4119589593754945e-33,4.054145314969128e-40,6.729658483792553e-33,9.849609107610923e-35,1.2819834382285267e-41,9.49442845671757e-38,3.0889300869965286e-33
28183.82931264455,0.0001,8.026828028060512e-31,8.026828028060512e-23,1522854353505551.5,0.6282877928433198,3.0023944866109884e+16,7.382696675930753e-31,7.966337150982342e-36,5.174728792692567e-32,2.251501296388064e-33,2.577639708883569e-39,6.957924389752333e-33,1.6635719988384132e-34,8.633866254939919e-41,3.876471994599454e-37,3.281707751697271e-33
29853.82618917957,0.0001,7.1086550468513455e-31,7.108655046851345e-23,1834195516921044.8,0.6239185263695188,2.4075624685612656e+16,6.462790841821166e-31,2.923297268037626e-35,5.042054847106448e-32,3.2158799816630085e-33,1.3625398077094454e-38,7.181243902403215e-33,2.516546478474344e-34,4.834285584964412e-40,1.3417022048237468e-36,3.486504716327904e-33
31622.776601683792,0.0001,6.314895118992631e-31,6.31489511899263e-23,2201112021825757.5,0.619944286307003,1.7932646491913228e+16,5.668351397176352e-31,9.1317218331163e-35,4.9006802058354923e-32,4.1227911164044234e-33,6.024610221086558e-38,7.39347272732062e-33,3.41628523252435e-34,2.264185775192883e-39,3.9565799169801476e-36,3.694341447759357e-33
33496.54391578279,0.0001,5.620133220475622e-31,5.620133220475622e-23,2633353675538025.5,0.6167443047585369,1.2617913086255276e+16,4.975551663061148e-31,2.475021631272228e-34,4.7474089770816297e-32,4.822034869842234e-33,2.273361804393283e-37,7.58662745532591e-33,4.229543284091715e-34,9.050064247166968e-39,1.0132192122081198e-35,3.8945785755598046e-33
35481.33892335753,0.0001,5.010000224847279e-31,5.0100002248472784e-23,3140933006981624.0,0.6144188493659806,1.1812734562781168e+16,4.3694915565878065e-31,5.9745270611008125e-34,4.583173308555714e-32,5.268747870311776e-33,7.521797062299299e-37,7.75815392069258e-33,4.88842720756552e-34,3.171792116492017e-38,2.312869550821617e-35,4.082023929383593e-33
37583.74042884443,0.0001,4.47736589920825e-31,4.4773658992082497e-23,3732429087422812.0,0.6128395668082984,1.227885960219068e+16,3.840400279946096e-31,1.3167937046670259e-33,4.411952835667271e-32,5.502066620134513e-33,2.239025882334899e-36,7.910846776053959e-33,5.393052367609298e-34,1.0000972134903995e-37,4.824434427812182e-35,4.257437852044488e-33
39810.71705534969,0.0001,4.018246632972074e-31,4.018246632972074e-23,4412775542817354.5,0.6118042964034563,1.2787328671310938e+16,3.3799933166458242e-31,2.7016875784089742e-33,4.238164253311337e-32,5.590303988473875e-33,6.118611341980712e-36,8.049518369398715e-33,5.776025522752191e-34,2.894916027728847e-37,9.375476529842745e-35,4.424413742711636e-33
42169.65034285822,0.0001,3.6306288815346183e-31,3.630628881534618e-23,5178973657711700.0,0.6111325129423838,1.333307842963496e+16,2.9802071813139873e-31,5.230874927936455e-33,4.065267258754189e-32,5.5973252653347474e-33,1.557255173417212e-35,8.17864229196586e-33,6.0737509227262975e-34,7.804460477836695e-37,1.720679812105235e-34,4.5868588780190385e-33
44668.359215096345,0.0001,3.315222749454479e-31,3.315222749454479e-23,6012106946498783.0,0.6106910259054217,1.3910949937324714e+16,2.6332613756236332e-31,9.645529661803169e-33,3.8955632823815137e-32,5.5736012468721094e-33,3.7281201954472447e-35,8.301610928070823e-33,6.314681980336069e-34,1.9791240166680265e-36,3.009855099007101e-34,4.7480486886179484e-33
47315.12589614803,0.0001,3.0768184474516904e-31,3.0768184474516906e-23,6865211640606225.0,0.6103868215417709,1.4514134429913662e+16,2.331982796308901e-31,1.704307396669623e-32,3.7304702927081733e-32,5.558418486156647e-33,8.452832822876224e-35,8.420845466446201e-33,6.5172782325375236e-34,4.753192279880965e-36,5.048644879299816e-34,4.9106504362057266e-33
50118.72336272725,0.0001,2.9255847129508895e-31,2.9255847129508895e-23,7650870128262012.0,0.6101511602539256,1.5130833993642812e+16,2.0700141862043907e-31,2.8971473858350137e-32,3.5708610550158165e-32,5.584052473832625e-33,1.8235271100800009e-34,8.538175226669999e-33,6.690809412096824e-34,1.0861638080505833e-35,8.152765389285863e-34,5.077168736412139e-33
53088.444423098794,0.0001,2.8778771339689018e-31,2.877877133968902e-23,8241638434858688.0,0.6099231857616741,1.5738520685312576e+16,1.8418779201743165e-31,4.7489432932874204e-32,3.417342076217576e-32,5.678170413755809e-33,3.753974768143256e-34,8.655268911627714e-33,6.835746711438787e-34,2.3685058000484266e-35,1.2703536407962672e-33,5.250617512270096e-33
56234.13251903491,0.0001,2.9557966934051297e-31,2.95579669340513e-23,8503878558218669.0,0.6096342258132104,1.6294886287470778e+16,1.6429486819594942e-31,7.511442795784845e-32,3.2704656348009215e-32,5.862968709721995e-33,7.3839639245650635e-34,8.774082259508258e-33,6.942627255159609e-34,4.93483537803559e-35,1.911240719682613e-33,5.4354176780401495e-33
59566.214352901094,0.0001,3.183917173245759e-31,3.1839171732457585e-23,8368432802434704.0,0.6091932111012953,1.6725501715560976e+16,1.4693767160063972e-31,1.1450279595444927e-31,3.1308811178024613e-32,6.149844752887401e-33,1.3867963992175503e-33,8.897309315095184e-33,6.989411985451838e-34,9.817384683546658e-35,2.772863304785756e-33,5.638509774095715e-33
63095.7344480193,0.0001,3.5805219752868517e-31,3.5805219752868516e-23,7891691134548577.0,0.6084775038210649,1.6912080285026226e+16,1.3179719350284735e-31,1.676092589513815e-31,2.9993957892433266e-32,6.528522419513754e-33,2.47918925307597e-33,9.028713852577279e-33,6.9387508046876325e-34,1.8590573348091136e-34,3.865195139866499e-33,5.870385703039947e-33
66834.39175686149,0.0001,4.140694329532288e-31,4.140694329532288e-23,7241938947250211.0,0.6073414453408224,1.6694018907215972e+16,1.1860315879634117e-31,2.3408403476288876e-31,2.876853636290386e-32,6.95177887461977e-33,4.193692727410445e-33,9.172968007680796e-33,6.739202490293433e-34,3.331038941181811e-34,5.1431799526834726e-33,6.14505932555299e-33
70794.57843841374,0.0001,4.8133507402852285e-31,4.813350740285228e-23,6617342797440797.0,0.6056612763379171,1.5905894483154826e+16,1.0710951723256704e-31,3.091291875015429e-31,2.7637167849015666e-32,7.324135395262669e-33,6.655451554079558e-33,9.334383673537142e-33,6.337538945899224e-34,5.599646738902788e-34,6.474359784080185e-33,6.477152469957323e-33
74989.42093324558,0.0001,5.487292577207268e-31,5.487292577207268e-23,6171394497196331.0,0.6034197541144866,1.4464207377710976e+16,9.706821751997826e-32,3.8226614215209277e-31,2.659402687419678e-32,7.513423070775047e-33,9.81761126897708e-33,9.514286279865276e-33,5.707033872215353e-34,8.74961483447668e-34,7.635107964743208e-33,6.87477771942924e-33
79432.82347242821,0.0001,6.0128989080262765e-31,6.012898908026276e-23,5991860189002765.0,0.6007798746364181,1.2462221644842672e+16,8.821947500052874e-32,4.395140462069378e-31,2.56186115173272e-32,7.401118725728216e-33,1.337163769433297e-32,9.708400853171649e-33,4.880484055061081e-34,1.2623148873169388e-33,8.375215469930784e-33,7.331022041847277e-33
84139.51416451947,0.0001,6.266300830902792e-31,6.266300830902791e-23,6117963665268131.0,0.5980573271440535,1.0175059665180024e+16,8.031493824166279e-32,4.695283894666472e-31,2.4680638430191624e-32,6.950161537194962e-33,1.6810647130801992e-32,9.907144590251078e-33,3.956130583563333e-34,1.6809993108305574e-33,8.539384942566538e-33,7.822166381776132e-33
89125.0938133746,0.0001,6.210997364245475e-31,6.210997364245475e-23,6565388081487563.0,0.595578761208867,7936408932571553.0,7.315854705805347e-32,4.693501361629414e-31,2.3753026130127146e-32,6.230292289567863e-33,1.9653015464658792e-32,1.0099760102223866e-32,3.057858687284171e-34,2.0816719930620688e-33,8.150002473427808e-33,8.317498881756535e-33
94406.08762859226,0.0001,5.901525348240531e-31,5.90152534824053e-23,7344185626089766.0,0.5935441478953984,5990238083915310.0,6.662626891830277e-32,4.445843126466282e-31,2.282211150827095e-32,5.373682624787086e-33,2.164442672545867e-32,1.0278930619394395e-32,2.2799544955459025e-34,2.4284501387297757e-33,7.373152032810089e-33,8.793204160116404e-33
100000.0,0.0001,5.435687640759858e-31,5.435687640759858e-23,8468124688421010.0,0.5919966008294552,4434697582142631.0,6.065098048158193e-32,4.047696049974748e-31,2.188783992204278e-32,4.506642445679757e-33,2.278516762756178e-32,1.0442272336261409e-32,1.661665183442244e-34,2.7079168914949323e-33,6.41321560723124e-33,9.238957248312968e-33
105925.37251772897,0.0001,4.905408749546274e-31,4.905408749546274e-23,9958378166968014.0,0.5908770656956701,3257013400846409.0,5.519374698481878e-32,3.587295178363343e-31,2.0957605284702098e-32,3.711339157596421e-33,2.3226895738813184e-32,1.0590921968927715e-32,1.1977725236394658e-34,2.9239791656904855e-33,5.43155044846316e-33,9.655541116917269e-33
112201.84543019629,0.0001,4.374544410325614e-31,4.374544410325614e-23,1.184430629754198e+16,0.5900903191040686,2392874606265609.5,5.022303332504906e-32,3.1253140747343116e-31,2.0040342811754688e-32,3.0244119754977225e-33,2.3160712553589445e-32,1.0727468748713814e-32,8.615869498984829e-35,3.088410497368872e-33,4.523233889815417e-33,1.0049261062351233e-32
118850.22274370189,0.0001,3.878725717981537e-31,3.878725717981537e-23,1.4162989526583678e+16,0.5895449799902123,1768325543977907.8,4.570614927785805e-32,2.695281956726479e-31,1.9143484744588703e-32,2.4519429088727226e-33,2.2754701066237108e-32,1.0854582109627663e-32,6.222635306592022e-35,3.2140619085127795e-33,3.72957247811619e-33,1.0427655278626649e-32
125892.54117941661,0.0001,3.433514482761966e-31,3.433514482761966e-23,1.6958315278782112e+16,0.5891682850261211,1318928741935543.5,4.160808549452355e-32,2.311636528671308e-31,1.8272177235585194e-32,1.9844789788489547e-33,2.2135174781046934e-32,1.0974441070665704e-32,4.5298192012029115e-35,3.311814924114647e-33,3.0589075875261432e-33,1.0797417144742654e-32
133352.1432163324,0.0001,3.0426162912020433e-31,3.042616291202043e-23,2.0279948183133784e+16,0.5889072787805445,994798011501309.1,3.789294379046576e-32,1.9776404105127975e-31,1.7429538920726876e-32,1.6068496959375987e-33,2.1389566016241266e-32,1.1088633007033649e-32,3.331234925241008e-35,3.389885867381962e-33,2.5030589372310857e-33,1.1163799484653999e-32
141253.75446227554,0.0001,2.70365273345777e-31,2.70365273345777e-23,2.4182291753308784e+16,0.5887251437025719,759492038267744.5,3.452558544827143e-32,1.6908830087920303e-31,1.6617191148743182e-32,1.3032797634712132e-33,2.0575726999575618e-32,1.1198238872348244e-32,2.4778238230347554e-35,3.454126927354173e-33,2.047351831129779e-33,1.1530693237449989e-32
149623.56560944326,0.0001,2.411605448296887e-31,2.4116054482968867e-23,2.872346087853876e+16,0.5885968403160433,587140482197864.4,3.147277488909601e-32,1.446535165723329e-31,1.583574368130584e-32,1.0595723204300302e-33,1.9730981456937338e-32,1.1303959043105353e-32,1.8650947390879134e-35,3.50858329883788e-33,1.6758506391296075e-33,1.190091198112282e-32
158489.3192461114,0.0001,2.1606693638796635e-31,2.1606693638796633e-23,3.3964257245796676e+16,0.5885054834339531,459603378695527.06,2.870378551728995e-32,1.2390851870980107e-31,1.508515640323273e-32,8.637740626689805e-34,1.8879044170233198e-32,1.1406224861716427e-32,1.4208033142089212e-35,3.556011083272698e-33,1.3737312134318876e-33,1.2276482333177302e-32
167880.40181225588,0.0001,1.9451627174175788e-31,1.9451627174175788e-23,3.9967138250123896e+16,0.5884396923480437,364199598765296.2,2.6190618585049284e-32,1.0631816867267457e-31,1.4364985637991107e-32,7.061564493973612e-34,1.8034807787799196e-32,1.1505283057151931e-32,1.0951960210374688e-35,3.5982772363338465e-33,1.1281441507052613e-33,1.2658878204444956e-32
177827.94100389228,0.0001,1.7599213637508285e-31,1.7599213637508284e-23,4.679517776979827e+16,0.5883917635798499,292041885826542.6,2.390798639163425e-32,9.139917860422415e-32,1.3674544682475476e-32,5.789394889059473e-34,1.7207500040734966e-32,1.1601255360370919e-32,8.539411833996877e-36,3.6366447838144964e-33,9.283549463554175e-34,1.304919266473324e-32
188364.9089489802,0.0001,1.600427727656358e-31,1.600427727656358e-23,5.45110273195677e+16,0.5883564455722504,236865656371621.6,2.183316831521019e-32,7.873121007705621e-32,1.3013006159801868e-32,4.759547212832648e-34,1.6402719491980374e-32,1.1694179265277179e-32,6.732185624636534e-36,3.671968621240301e-33,7.655754053179973e-34,1.344825852284379e-32
199526.23149688786,0.0001,1.4628117986447993e-31,1.4628117986447992e-23,6.31758955286112e+16,0.588330126845681,194220840694166.53,1.9945807762210914e-32,6.795619302126198e-32,1.2379466578219827e-32,3.9232823049421545e-34,1.5623736212041216e-32,1.1784035532057251e-32,5.3637561399356845e-36,3.704827580876884e-33,6.326900323839244e-34,1.385673115879379e-32
211348.90398366476,0.0001,1.3437963553452305e-31,1.3437963553452304e-23,7.28485712929563e+16,0.5883102997463695,160918391635713.62,1.8227689575400912e-32,5.877261504031125e-32,1.177298683368223e-32,3.242105647621857e-34,1.487232160224185e-32,1.1870766707334532e-32,4.3166841550983625e-36,3.7356129431469257e-33,5.239706334617405e-34,1.427514495002635e-32
223872.11385683378,0.0001,1.240622873579376e-31,1.240622873579376e-23,8.358452070372792e+16,0.5882952054541832,134651488244659.2,1.6662519447713516e-32,5.092815993923226e-32,1.1192617524583367e-32,2.6855721258488724e-34,1.414927943012624e-32,1.1954289662222492e-32,3.5073682661104195e-36,3.764587767841608e-33,4.348173337988046e-34,1.4703951671568313e-32
237137.37056616554,0.0001,1.1509756182194363e-31,1.1509756182194363e-23,9.543508966936278e+16,0.5882835977226581,113735444227199.86,1.523571620382958e-32,4.4212297362360413e-32,1.063741469084416e-32,2.22954440165826e-34,1.3454787573381007e-32,1.2034504173430355e-32,2.875719369427758e-36,3.791926832444317e-33,3.6153810386017886e-34,1.5143546722258376e-32
251188.6431509582,0.0001,1.0729116227919413e-31,1.0729116227919412e-23,1.084468429778002e+17,0.5882745844987421,96928101137767.23,1.393422171376347e-32,3.8449513624380303e-32,1.0106449501290305e-32,1.8548282323920547e-34,1.27886194881554e-32,1.2111298888453835e-32,2.37812865905199e-36,3.8177436979223825e-33,3.011672590825134e-34,1.5594287154247662e-32
266072.50597988087,0.0001,1.0047993417226917e-31,1.0047993417226917e-23,1.2266106654550387e+17,0.588267520862299,83304910769462.67,1.274632984492547e-32,3.3493420092468876e-32,9.598814100151957e-33,1.5461093531001046e-34,1.2150288819138231e-32,1.2184555555902534e-32,1.9826439670252748e-36,3.842109205685214e-33,2.5131879926587178e-34,1.605650417545399e-32
281838.2931264455,0.0001,9.452663931437465e-32,9.452663931437466e-24,1.3811345315466486e+17,0.5882619360069308,72171357778795.77,1.1661534090906561e-32,2.922175998920516e-32,9.113625004207403e-33,1.2911268827885671e-34,1.1539144536575743e-32,1.2254152098826475e-32,1.6656340948069242e-36,3.865064240043323e-33,2.1006912261860364e-34,1.6530511909617733e-32
298538.26189179573,0.0001,8.931557558444316e-32,8.931557558444316e-24,1.548339836736421e+17,0.5882574829770733,63001041142220.086,1.0670392650090608e-32,2.5532240647562613e-32,8.650024931401484e-33,1.0800303672070473e-34,1.0954433966280376e-32,1.2319964910717134e-32,1.4094623253384475e-36,3.8866286265543384e-33,1.7586374487533946e-34,1.7016613607915225e-32
316227.7660168379,0.0001,8.474893892942085e-32,8.474893892942085e-24,1.7284700633521718e+17,0.588253903746358,55391517841468.58,9.764409364793961e-33,2.233908497710818e-32,8.207183622466307e-33,9.048787405004317e-35,1.0395344802956059e-32,1.238187062452326e-32,1.2008495331912789e-36,3.906807406178285e-33,1.4744329387058556e-34,1.7515106113940967e-32
334965.43915782793,0.0001,8.07438170235202e-32,8.074381702352019e-24,1.9217150694878032e+17,0.5882510047296362,49032540073108.57,8.935928841723826e-33,1.9570191538880472e-32,7.784298016321215e-33,7.592488239911554e-35,9.861033246449243e-33,1.243974752041803e-32,1.0297123257631408e-36,3.925595312253095e-33,1.2378482916917611e-34,1.8026283123580268e-32
354813.3892335753,0.0001,7.722971078677348e-32,7.722971078677347e-24,2.128215537833122e+17,0.5882486394545428,43683011063852.29,8.178044126114447e-33,1.7164800999093708e-32,7.380592012916071e-33,6.379284324117236e-35,9.350642896772652e-33,1.2493476682443267e-32,8.883311490790117e-37,3.9429800057713205e-33,1.0405528126056558e-34,1.85504376080112e-32
375837.4042884443,0.0001,7.41464923692575e-32,7.41464923692575e-24,2.3480689302436787e+17,0.5882466961898654,39154125237599.766,7.48451542124054e-33,1.5071579755185641e-32,6.995315976050108e-33,5.366749633282851e-35,8.863317444724024e-33,1.254294297736871e-32,7.70749532698511e-37,3.958944444851887e-33,8.757445183191931e-35,1.9087863652139134e-32
398107.1705534969,0.0001,7.144272185244808e-32,7.144272185244808e-24,2.5813366475753178e+17,0.5882450890360462,35296931458922.625,6.849698491305437e-33,1.3247045317636577e-32,6.627746076469462e-33,4.5202480969744636e-35,8.398209165201955e-33,1.258803590459429e-32,6.723366130625073e-37,3.9734686447157374e-33,7.378555222211437e-35,1.9638857882719695e-32
421696.5034285822,0.0001,6.907425783758629e-32,6.907425783758628e-24,2.8280520571789216e+17,0.5882437514548292,31993085548950.594,6.268481536951029e-33,1.1654270856904087e-32,6.277183541624044e-33,3.8114234590850616e-35,7.954484551484269e-33,1.2628650349470832e-32,5.894659588578462e-37,3.986531004253678e-33,6.223168883035172e-35,2.020372060751829e-32
446683.5921509635,0.0001,6.70031085037493e-32,6.70031085037493e-24,3.0882290368156064e+17,0.5882426315319118,29147920873003.57,5.736229477517678e-33,1.0261817538090635e-32,5.942953856233806e-33,3.2169983608643557e-35,7.531327990495132e-33,1.2664687261291278e-32,5.19277914244331e-37,3.9981093210448214e-33,5.253704683308611e-35,2.0782756750719973e-32
473151.2589614803,0.0001,6.519647943041457e-32,6.519647943041457e-24,3.3618706924219565e+17,0.5882416884810453,26685216964140.445,5.248734707382506e-33,9.042852741508445e-33,5.624405943110428e-33,2.717815927025007e-35,7.127944089419833e-33,1.2696054269637788e-32,4.5950239554015515e-37,4.008181579737558e-33,4.4391793014279583e-35,2.137627664493794e-32
501187.2336272725,0.0001,6.36259825653461e-32,6.362598256534609e-24,3.6489779350307283e+17,0.5882408900445776,24543221459061.56,4.8021735132520154e-33,7.974420115967422e-33,5.3209113438675395e-33,2.2980722313658865e-35,6.743559070898947e-33,1.272266624759948e-32,4.083257859660417e-37,4.0167265733385856e-33,3.7539929400319363e-35,2.1984596722922152e-32
530884.4442309879,0.0001,6.226697736254699e-32,6.2266977362546986e-24,3.9495576448206336e+17,0.5882402105463396,22671603928727.715,4.3930674449912184e-33,7.036833834713972e-33,5.031863412541494e-33,1.944699558263995e-35,6.377421524167118e-33,1.2744445826837523e-32,3.6429024016685566e-37,4.023724399408931e-33,3.17694940494328e-35,2.2608040140014492e-32
562341.3251903491,0.0001,6.109802053065854e-32,6.109802053065854e-24,4.263630202656077e+17,0.5882396294228074,21029107571238.895,4.0182490251661296e-33,6.21317464245146e-33,4.756676530649762e-33,1.646869223446892e-35,6.028802711440393e-33,1.2761323867062702e-32,3.2621698204461525e-37,4.029156860942461e-33,2.690463382293087e-35,2.3246937349906186e-32
595662.1435290109,0.0001,6.010040522617233e-32,6.010040522617233e-24,4.591236226479573e+17,0.5882391301074719,19581727125101.156,3.674831263106839e-33,5.488869504089687e-33,4.494785349129462e-33,1.395589522275882e-35,5.696996568652688e-33,1.2773239880865426e-32,2.931474905466528e-37,4.0330077931313504e-33,2.2799174259866192e-35,2.3901626650223707e-32
630957.344480193,0.0001,5.925777408221041e-32,5.925777408221042e-24,4.932442406921837e+17,0.5882386991778814,18301286231436.35,3.360180509250489e-33,4.85134007479608e-33,4.245644060460862e-33,1.1833796260930154e-35,5.381319498151851e-33,1.2780142413771217e-32,2.642981127069883e-37,4.0352633311789904e-33,1.9331390068526808e-35,2.4572454710158767e-32
668343.9175686149,0.0001,5.855579333940308e-32,5.855579333940308e-24,5.287346389724001e+17,0.5882383256993604,17164319973888.654,3.0718922460827448e-33,4.289707961254298e-33,4.00872570278601e-33,1.0040043158682448e-35,5.081110022150336e-33,1.2781989378729747e-32,2.3902482212981103e-37,4.0359121300389484e-33,1.6399741130719993e-35,2.525977708924946e-32
707945.7843841374,0.0001,5.798187767105977e-32,5.7981877671059764e-24,5.6560806992857645e+17,0.5882380007169493,16151192028664.988,2.8077694643648592e-33,3.794546963573687e-33,3.783521496777635e-33,8.522576056925517e-36,4.795728345560091e-33,1.2778748343874113e-32,2.167956921147873e-37,4.0349455439155644e-33,1.39193870825458e-35,2.5963958754162224e-32
749894.2093324559,0.0001,5.75249571772074e-32,5.75249571772074e-24,6.038815736187338e+17,0.5882377168597608,15245393261850.69,2.5658033186017192e-33,3.3576742801468116e-33,3.569540215262051e-33,7.23785777041426e-36,4.524555862625667e-33,1.2770396772234147e-32,1.971692711732851e-37,4.0323577711966935e-33,1.1819331424303922e-35,2.668537459867442e-32
794328.2347242822,0.0001,5.717527954773773e-32,5.717527954773773e-24,6.435761911181467e+17,0.5882374680311174,14432981474501.61,2.3441557948437313e-33,2.9719741079948196e-33,3.366307585061726e-33,6.149422777986759e-36,4.266994631678861e-33,1.2756922212098532e-32,1.7977750127549588e-37,4.028145968950719e-33,1.0040075992362237e-35,2.742440997083771e-32
841395.1416451947,0.0001,5.692424163360765e-32,5.692424163360765e-24,6.847170999022856e+17,0.588237249164533,13702131563425.191,2.1411441577675483e-33,2.6312482462929207e-33,3.173365720134992e-33,5.2266845924272754e-36,4.022466835126279e-33,1.273832243685583e-32,1.643121524746703e-37,4.022310340032379e-33,8.53169025297012e-36,2.818146121039984e-32
891250.9381337459,0.0001,5.676424567276914e-32,5.6764245672769134e-24,7.27333680830026e+17,0.5882370560305236,13042772525419.498,1.9552269732854775e-33,2.3300892649064047e-33,2.9902725848113016e-33,4.443953223020073e-36,3.7904142365967496e-33,1.271460553337477e-32,1.5051399455820145e-37,4.014854195080738e-33,7.252218611616817e-36,2.8956936198884497e-32
944060.8762859226,0.0001,5.668857623912448e-32,5.668857623912448e-24,7.714595269258595e+17,0.5882368850828747,12446293122894.506,1.7849915283244904e-33,2.0637725761203534e-33,2.816601485720525e-33,3.779623924492077e-36,3.570297643426947e-33,1.2685789938285109e-32,1.381641105377805e-37,4.005783991168757e-33,6.166363825935465e-36,2.9751254924217333e-32
