label,epsilon,a,N,E,dlnE,t_Gyr,y,y_N,Delta,delta,comoving_radius_Mpc_h,physical_radius_Mpc_h,physical_radial_velocity_km_s,peculiar_radial_velocity_km_s
reference,0.0,0.05533573177943334,-2.8943364348216427,43.23838373221325,-1.502074674795135,0.2226854981006391,0.9363748087403515,-0.06494730097264093,1.2180099494207979,0.21800994942079788,2.3409370218508787,0.12953746315368572,521.250377662844,-38.848676290805834
reference,0.0,0.055379234918033544,-2.893550576465962,43.18737453753225,-1.502071323040993,0.2229493242550829,0.9363237480000821,-0.06500167266190189,1.21820922626737,0.21820922626737005,2.3408093700002053,0.1296322319995755,520.9817143305019,-38.86586121969204
reference,0.0,0.055422772257375415,-2.892764718110281,43.13642563307435,-1.5020679698120136,0.22321346202053816,0.936272644512748,-0.06505609174235798,1.2184087134728436,0.21840871347284363,2.34068161128187,0.12972706386910163,520.7131293462967,-38.88305497236222
reference,0.0,0.05546634382434645,-2.891978859754601,43.08553694749487,-1.5020646150998822,0.22347791176806073,0.9362214982410884,-0.06511055826051035,1.2186084113038957,0.21860841130389574,2.340553745602721,0.1298219587929624,520.4446226609839,-38.90025755605002
reference,0.0,0.05550994964585534,-2.8911930013989195,43.03470840953616,-1.5020612588959166,0.2237426738604528,0.9361703091478053,-0.0651650722629126,1.2188083200276287,0.21880832002762873,2.340425772869513,0.12991691680184875,520.1761942253545,-38.91746897799854
reference,0.0,0.0555535897488318,-2.890407143043239,42.98393994802646,-1.5020579011912796,0.22400774865751913,0.9361190771955648,-0.0652196337961705,1.2190084399115708,0.21900843991157082,2.340297692988912,0.13001193792644353,519.9078439902202,-38.93468924545909
reference,0.0,0.05559726416022687,-2.8896212846875584,42.933231491875006,-1.5020545419776041,0.22427313653150588,0.9360678023469959,-0.06527424290694198,1.219208771223677,0.219208771223677,2.3401695058674896,0.1301070221974224,519.6395719063586,-38.951918365687
reference,0.0,0.05564097290701266,-2.8888354263318776,42.882582970075475,-1.5020511812465112,0.22453883785519121,0.9360164845646911,-0.06532889964193704,1.2194093142323301,0.21940931423233012,2.340041211411728,0.13020216964545303,519.3713779245536,-38.9691563459446
reference,0.0,0.05568471601618253,-2.8880495679761973,42.83199431170598,-1.5020478189896056,0.22480485300180722,0.9359651238112063,-0.065383604047918,1.2196100692063407,0.21961006920634074,2.3399128095280157,0.13029738030119536,519.1032619955976,-38.986403193501424
reference,0.0,0.0557284935147511,-2.8872637096205165,42.781465445928944,-1.502044455198445,0.22507118234428,0.9359137200490603,-0.06543835617169953,1.2198110364149504,0.21981103641495037,2.3397843001226506,0.13039265419530158,518.8352240702912,-39.00365891563433
reference,0.0,0.05577230542975415,-2.8864778512648357,42.73099630199495,-1.5020410898640115,0.22533782624209187,0.9358622732407351,-0.06549315606014856,1.2200122161278293,0.22001221612782929,2.339655683101838,0.1304879913584158,518.5672640994906,-39.02092351963076
reference,0.0,0.05581615178824877,-2.885691992909155,42.680586809236054,-1.5020377229776336,0.2256047850641502,0.9358107833486763,-0.0655480037601845,1.220213608615079,0.220213608615079,2.3395269583716907,0.13058339182117426,518.2993820340282,-39.038197012783115
reference,0.0,0.0558600326173133,-2.884906134553474,42.63023689706667,-1.5020343545308508,0.22587205918541928,0.9357592503352922,-0.06560289931877926,1.220415214147233,0.22041521414723309,2.3393981258382306,0.13067885561420517,518.0315778247243,-39.05547940238941
reference,0.0,0.05590394794404734,-2.8841202761977938,42.57994649498513,-1.5020309845151851,0.22613964898132016,0.9357076741629542,-0.06565784278295739,1.2206170329952577,0.2206170329952577,2.3392691854073853,0.1307743827681285,517.7638514224068,-39.07277069575497
reference,0.0,0.05594789779557189,-2.883334417842113,42.52971553257336,-1.5020276129221442,0.22640755482773225,0.9356560547939969,-0.06571283419979629,1.2208190654305524,0.2208190654305524,2.3391401369849922,0.13086997331355638,517.4962027779097,-39.09007090019231
reference,0.0,0.05599188219902917,-2.882548559486432,42.4795439394981,-1.5020242397430523,0.22667577709685507,0.9356043921907178,-0.06576787361642626,1.221021311724952,0.22102131172495199,2.3390109804767945,0.13096562728109237,517.2286318420873,-39.107380023022245
reference,0.0,0.056035901181582755,-2.881762701130752,42.42943164551309,-1.5020208649687579,0.22694431614990843,0.9355526863153772,-0.06582296108003075,1.2212237721507249,0.22122377215072486,2.338881715788443,0.13106134470133193,516.9611385658429,-39.1246980715762
reference,0.0,0.056079954770417675,-2.8809768427750706,42.37937858045129,-1.5020174885906572,0.2272131723625738,0.9355009371301986,-0.06587809663784566,1.2214264469805771,0.22142644698057712,2.3387523428254964,0.1311571256048622,516.693722900037,-39.142025053188796
reference,0.0,0.05612404299274016,-2.8801909844193903,42.32938467422872,-1.5020141106001914,0.22748234611247387,0.935449144597368,-0.06593328033715976,1.2216293364876503,0.22162933648765026,2.33862286149342,0.13125297002226174,516.4263847955314,-39.15936097520138
reference,0.0,0.05616816587577799,-2.8794051260637095,42.27944985684456,-1.5020107309887838,0.22775183777769215,0.9353973086790346,-0.06598851222531513,1.2218324409455252,0.22183244094552523,2.3384932716975864,0.1313488779841008,516.1591242031956,-39.17670584496282
reference,0.0,0.05621232344678026,-2.8786192677080287,42.22957405838113,-1.5020073497478423,0.22802164773677217,0.93534542933731,-0.06604379234970689,1.2220357606282204,0.2220357606282204,2.3383635733432753,0.13144484952094107,515.8919410739053,-39.19405966982909
reference,0.0,0.05625651573301749,-2.8778334093523483,42.179757209006844,-1.5020039668683465,0.2282917763584549,0.9352935065342689,-0.06609912075778343,1.2222392958101937,0.22223929581019375,2.338233766335672,0.1315408846633355,515.6248353585798,-39.21142245716632
reference,0.0,0.05630074276178172,-2.877047550996667,42.129999238973106,-1.5020005823412261,0.2285622240111068,0.9352415402319482,-0.06615449749704651,1.222443046766345,0.22244304676634497,2.3381038505798704,0.13163698344182861,515.3578070081473,-39.228794214348156
reference,0.0,0.056345004560386304,-2.8762616926409867,42.08030007861128,-1.5019971961578382,0.22883299107456104,0.9351895303923481,-0.06620992261505114,1.2226470137720125,0.22264701377201246,2.3379738259808702,0.13173314588695595,515.0908559735058,-39.24617494875266
reference,0.0,0.056389301156166215,-2.875475834285306,42.03065965833517,-1.5019938083095226,0.2291040779291186,0.9351374769774308,-0.066265396159406,1.2228511971029792,0.22285119710297918,2.337843692443577,0.1318293720292445,514.8239822055573,-39.263564667765216
reference,0.0,0.056433632576477835,-2.874689975929625,41.98107790864137,-1.501990418787602,0.2293754849555432,0.9350853799491214,-0.0663209181777732,1.2230555970354695,0.2230555970354695,2.337713449872804,0.13192566189921223,514.5571856552123,-39.28096337877855
reference,0.0,0.056477998848699036,-2.873904117573945,41.93155476010936,-1.501987027583335,0.22964721253384043,0.9350332392693076,-0.0663764887178684,1.2232602138461524,0.22326021384615236,2.337583098173269,0.13202201552736822,514.2904662733918,-39.29837108919306
reference,0.0,0.056522400000229324,-2.8731182592182636,41.882090143405236,-1.5019836346873905,0.22991926103016685,0.9349810548998392,-0.066432107827461,1.2234650478121412,0.22346504781214116,2.337452637249598,0.13211843294421272,514.0238240110751,-39.315787806420516
reference,0.0,0.05656683605848958,-2.8723324008625832,41.83268398927441,-1.5019802400908513,0.23019163082189303,0.9349288268025288,-0.06648777555437385,1.2236700992109952,0.22367009921099523,2.3373220670063217,0.1322149141802366,513.7572588192104,-39.33321353787695
reference,0.0,0.056611307050922384,-2.8715465425069024,41.783336228542964,-1.501976843784973,0.23046432229154976,0.9348765549391511,-0.0665434919464837,1.2238753683207197,0.22387536832071975,2.337191387347878,0.132311459265922,513.4907706487339,-39.35064829098449
reference,0.0,0.056655813004991826,-2.8707606841512217,41.73404679211932,-1.501973445760993,0.23073733582213335,0.9348242392714435,-0.0665992570517214,1.2240808554197675,0.22408085541976752,2.337060598178609,0.13240806823174162,513.2243594505902,-39.368092073172896
reference,0.0,0.056700353948183575,-2.8699748257955413,41.684815610993816,-1.5019700460101328,0.2310106717971072,0.9347718797611055,-0.0666550709180717,1.2242865607870395,0.22428656078703946,2.3369296994027637,0.13250474110815896,512.9580251757287,-39.38554489187918
reference,0.0,0.05674492990800501,-2.86918896743986,41.635642616240276,-1.5019666445233892,0.231284330595207,0.9347194763697989,-0.06671093359357352,1.2244924847018859,0.22449248470188587,2.336798690924497,0.13260147792562849,512.6917677751247,-39.40300675454937
reference,0.0,0.056789540911984945,-2.8684031090841797,41.58652773901765,-1.501963241291336,0.23155831258540763,0.9346670290591478,-0.0667668451263197,1.2246986274441065,0.2246986274441065,2.3366675726478694,0.13269827871459475,512.4255871997991,-39.42047766863979
