case_index,family,block,surrogate,primary_T,primary_T_minus_baseline,C1_relative_rms_difference_from_baseline,R_final,Rdot_final,M2_final,min_R,min_Rdot,min_mass_squared,max_mass_squared,max_abs_mass_derivative,sampled_max_relative_energy_deviation,sampled_max_relative_field_work_residual,sampled_max_relative_clock_work_residual
18,iaaft,0,17,0.04533753423043532,0.00019811223441325299,0.001081698443713266,3.0812354293221706,0.10582359033526302,0.7047566705442259,1.0,0.1,0.7047566705442259,1.0,1.7512020116461597,4.96268764298941e-07,4.963257237478451e-07,2.1786016951100977e-10
19,iaaft,0,18,0.04471980416084383,-0.0004196178351782362,0.0002865519838169088,3.0804089113420687,0.10574639825421242,0.7047918276962035,1.0,0.1,0.7047918276962035,1.0,1.9141208696961352,4.962670185448091e-07,4.963239773585613e-07,3.560052745525883e-10
20,iaaft,0,19,0.044588457349122416,-0.0005509646468996529,0.0004013400394571097,3.0799628815820967,0.10572997777809151,0.7048108079068001,1.0,0.1,0.7048108079068001,1.0,1.7256245889656279,4.962680342837907e-07,4.963249957470708e-07,1.6387195554757343e-10
21,iaaft,0,20,0.045353833008112944,0.0002144110120908746,0.0006381583842988836,3.0809304506091126,0.10582562628213202,0.7047696411081243,1.0,0.1,0.7047696411081243,1.0,1.8278950392694044,4.962673686026952e-07,4.963243301329025e-07,6.225077164312487e-10
22,iaaft,0,21,0.04528212907165157,0.00014270707562950152,0.0006073125662892376,3.080816779745893,0.10581666915774691,0.7047744761063333,1.0,0.1,0.7047744761063333,1.0,1.709689036860155,4.962677200043737e-07,4.9632468079707e-07,4.992901855555003e-10
23,iaaft,0,22,0.044072864588091634,-0.0010665574079304352,0.0007019573718743975,3.0794877132538443,0.10566549567444689,0.7048310339986468,1.0,0.1,0.7048310339986468,1.0,1.875519064539249,4.962678584149774e-07,4.963248217351581e-07,4.73141515506624e-10
24,iaaft,0,23,0.044825121661199174,-0.0003143003348228951,0.0006001056358254694,3.0805231669413975,0.10575956280367635,0.7047869665658548,1.0,0.1,0.7047869665658548,1.0,1.5234942350056495,4.962679037679665e-07,4.963248651511966e-07,2.4984827836823596e-10
25,iaaft,0,24,0.045591628322108765,0.000452206326086696,0.0006897434017962229,3.0813150496515656,0.10585532581248266,0.7047532847529914,1.0,0.1,0.7047532847529914,1.0,2.2441711543445995,4.962692421850668e-07,4.963262074264505e-07,3.374807726690625e-10
26,iaaft,0,25,0.045417405035009094,0.0002779830389870244,0.00025436306157991783,3.0810736882180527,0.10583356694927841,0.7047635489841361,1.0,0.1,0.7047635489841361,1.0,1.469271655772745,4.96267447550491e-07,4.963244141487899e-07,4.369599926397401e-10
27,iaaft,0,26,0.04502503467187968,-0.00011438732414238706,0.00017120939768318984,3.0806280562047834,0.10578454716152921,0.7047825042476895,1.0,0.1,0.7047825042476895,1.0,1.3232291680296395,4.962678708450559e-07,4.963248354316033e-07,1.4748279732121636e-10
28,iaaft,0,27,0.04544418728731185,0.00030476529128978247,0.0006005241187936565,3.081052721743146,0.10583691209371225,0.7047644406870784,1.0,0.1,0.7047644406870784,1.0,1.8260974553083915,4.962672893189514e-07,4.963242521233992e-07,2.919955355200403e-10
29,iaaft,0,28,0.044824074475343395,-0.00031534752067867433,0.00030230126402950284,3.080478836173237,0.1057594319148831,0.7047888526252688,1.0,0.1,0.7047888526252688,1.0,2.0413183531769645,4.962676978318012e-07,4.963246620207226e-07,3.9604800078402647e-10
30,iaaft,0,29,0.045416883967718744,0.0002774619716966742,0.0004941354818801724,3.0813693246020923,0.10583350186612525,0.7047509768521303,1.0,0.1,0.7047509768521303,1.0,1.585825184193941,4.962667516340695e-07,4.963237151143504e-07,4.758784634145934e-10
31,iaaft,0,30,0.04476701878447012,-0.0003724032115519499,0.00032298640188503587,3.0801370260044156,0.1057523002229219,0.7048033967785923,1.0,0.1,0.7048033967785923,1.0,1.359898512530286,4.962662401531369e-07,4.963232029483988e-07,3.979673298338873e-10
32,iaaft,0,31,0.04581820209512697,0.0006787800991049017,0.000948218085456554,3.0816047615242588,0.1058836160743903,0.7047409664327514,1.0,0.1,0.7047409664327514,1.0,2.052205549989857,4.962681402754059e-07,4.963251033160673e-07,5.983897527149378e-10
33,iaaft,0,32,0.04494637408279032,-0.0001930479132317489,0.00024230828536624246,3.0804690112574042,0.10577471716835747,0.70478927063504,1.0,0.1,0.70478927063504,1.0,1.7575676873095345,4.962672584117291e-07,4.963242221282234e-07,5.385309197631503e-10
34,iaaft,0,33,0.04427947915386346,-0.0008599428421586092,0.0006550569888179037,3.079595233118746,0.10569134044645996,0.7048264567552387,1.0,0.1,0.7048264567552387,1.0,1.2318824030971842,4.9626809089104e-07,4.963250526417133e-07,1.1662964176684475e-10
35,iaaft,0,34,0.04570224518035999,0.0005628231843379239,0.0009843042686069506,3.0815555577134237,0.10586913850507468,0.7047430583799575,1.0,0.1,0.7047430583799575,1.0,1.6248501867081369,4.962677774514931e-07,4.963247399265545e-07,2.1891821695238333e-10
36,iaaft,0,35,0.04509798895549038,-4.143304053168956e-05,0.0006495646972474687,3.0808077374197342,0.10579366323732678,0.704774860737329,1.0,0.1,0.704774860737329,1.0,1.6649349107775977,4.962686737609369e-07,4.963256366060659e-07,3.9753531111764865e-10
37,iaaft,0,36,0.04546320361114243,0.0003237816151203596,0.0005089600927496241,3.081257805910641,0.10583928719757063,0.70475571898026,1.0,0.1,0.70475571898026,1.0,1.9776908559895927,4.962693387701362e-07,4.96326299569394e-07,8.967993032222725e-10
38,iaaft,0,37,0.04531610048001915,0.00017667848399707808,0.0006079113987403228,3.0809434850798807,0.10582091289835675,0.7047690867083323,1.0,0.1,0.7047690867083323,1.0,1.9500428961677618,4.962666874679887e-07,4.963236514561286e-07,4.023709475991254e-10
39,iaaft,0,38,0.04486240637190951,-0.00027701562411255876,0.00037099902910361714,3.0805974625994583,0.10576422295089699,0.7047838057648308,1.0,0.1,0.7047838057648308,1.0,1.6478039236542448,4.962675812578218e-07,4.963245447157937e-07,1.7230473496347653e-10
40,iaaft,0,39,0.04585164298651754,0.0007122209904954699,0.001070902288436278,3.0817923704344343,0.10588779090244377,0.7047329906606333,1.0,0.1,0.7047329906606333,1.0,1.5677827401751285,4.962688944788171e-07,4.963258553423775e-07,1.7778054148404834e-10
41,iaaft,0,40,0.0450405077424724,-9.891425354966593e-05,0.00040872420954464776,3.080869612004257,0.10578648068024736,0.7047722288389986,1.0,0.1,0.7047722288389986,1.0,2.1885544752078054,4.962707855304883e-07,4.963277489412174e-07,1.280731720147983e-10
42,iaaft,0,41,0.04564799898934452,0.0005085769933224488,0.0009475375859876145,3.081417045217914,0.1058623650253184,0.7047489477230953,1.0,0.1,0.7047489477230953,1.0,1.495303829699578,4.962661392007427e-07,4.963231034592158e-07,2.0458265152068007e-10
43,iaaft,0,42,0.04525920319563248,0.0001197811996104109,0.0001437650580444763,3.0807672090445046,0.10581380513934567,0.7047765847091091,1.0,0.1,0.7047765847091091,1.0,2.01535624951389,4.962667017457815e-07,4.963236650856466e-07,9.772166461297506e-10
44,iaaft,0,43,0.044941108073128476,-0.00019831392289359345,0.00028054725364467614,3.080454232406424,0.10577405905727542,0.7047898994193038,1.0,0.1,0.7047898994193038,1.0,1.5677583640624,4.962681846205509e-07,4.963251476769597e-07,2.1751174937165646e-10
45,iaaft,0,44,0.044543863483851615,-0.0005955585121704549,0.0004152036978797205,3.079922040352456,0.10572440224366515,0.7048125461209236,1.0,0.1,0.7048125461209236,1.0,1.4966350210544208,4.962674063968528e-07,4.963243688089238e-07,3.818771391415315e-10
46,iaaft,0,45,0.04480205356832841,-0.0003373684276936628,0.0007761786589724811,3.0805014559545763,0.1057566794624697,0.704787890256513,1.0,0.1,0.704787890256513,1.0,1.836255668751904,4.962689957671594e-07,4.963259570545917e-07,3.3326978962531993e-10
47,iaaft,0,46,0.04482558468847853,-0.0003138373075435366,0.0003886556671173435,3.0803655242952397,0.10575962067786115,0.7047936737384892,1.0,0.1,0.7047936737384892,1.0,1.6237904533319425,4.962677678769732e-07,4.963247260030819e-07,1.3963882988361174e-10
48,iaaft,0,47,0.045291139110942444,0.00015171711492037443,0.000330016728444751,3.0809783576266647,0.10581779471699919,0.7047676034844687,1.0,0.1,0.7047676034844687,1.0,1.7918872626480316,4.962675730270942e-07,4.963245363289027e-07,5.252195760017891e-10
49,iaaft,0,48,0.045240118010367564,0.00010069601434549436,0.00022632152673821663,3.0808296884507937,0.1058114208606678,0.7047739270160587,1.0,0.1,0.7047739270160587,1.0,1.861196778344218,4.962670679291749e-07,4.963240304659141e-07,2.716278493157946e-10
50,iaaft,0,49,0.04555233227087392,0.00041291027485185205,0.000337605481964141,3.0813541762148082,0.10585041849293035,0.7047516209898161,1.0,0.1,0.7047516209898161,1.0,1.7757457674254344,4.962681050008588e-07,4.963250667961502e-07,3.3967589408546583e-10
51,iaaft,0,50,0.04605075726647637,0.000911335270454304,0.0008419480027754934,3.0820231627261365,0.10591264532211234,0.7047231803491213,1.0,0.1,0.7047231803491213,1.0,1.7452435302856033,4.96266788756331e-07,4.963237518836039e-07,3.62582045880138e-10
52,iaaft,0,51,0.04538182139870099,0.00024239940267892224,0.0007527728691618516,3.080978201841096,0.10582912233490095,0.7047676101103777,1.0,0.1,0.7047676101103777,1.0,1.489857727787631,4.962680324360763e-07,4.963249947352898e-07,2.4692338326414835e-10
53,iaaft,0,52,0.04602346230803284,0.000884040312010774,0.0013462985530452928,3.0820865431461577,0.10590923857669043,0.7047204864831127,1.0,0.1,0.7047204864831127,1.0,1.5015338277822021,4.962683633449226e-07,4.963253254433546e-07,2.2153706861630108e-10
54,iaaft,0,53,0.046049218492283675,0.0009097964962616056,0.0006999663518984505,3.0817788817074283,0.105912453267144,0.7047335640718655,1.0,0.1,0.7047335640718655,1.0,1.8211896508746195,4.962680428504664e-07,4.963250074908179e-07,3.6745246873415145e-10
55,iaaft,0,54,0.04579774423555887,0.000658322239536803,0.0012041938648844617,3.081684944829073,0.105881061992954,0.7047375575029082,1.0,0.1,0.7047375575029082,1.0,1.6369073427760632,4.962690644685392e-07,4.963260290813325e-07,1.874475468567088e-10
56,iaaft,0,55,0.045534334850403146,0.00039491285438107704,0.000499715107867955,3.0813620429004698,0.10584817088596796,0.7047512864828922,1.0,0.1,0.7047512864828922,1.0,1.5598982317365535,4.962688901114922e-07,4.963258520288273e-07,1.437919038792444e-10
57,iaaft,0,56,0.04592286386286132,0.000783441866839249,0.0007859978555361364,3.081703986793977,0.1058966817111717,0.7047367479743601,1.0,0.1,0.7047367479743601,1.0,1.3765718090541887,4.962661591896528e-07,4.963231205741951e-07,3.275767454365075e-10
58,iaaft,0,57,0.045274045581929476,0.0001346235859074063,0.0003701903297051614,3.0807636213143414,0.10581565933546343,0.7047767373239702,1.0,0.1,0.7047767373239702,1.0,1.5996303503946252,4.962672308639876e-07,4.963241953376774e-07,2.8170233869739986e-10
59,iaaft,0,58,0.044893044017952986,-0.00024637797806908307,0.0011545283369931913,3.080506828431575,0.10576805214008392,0.7047876616841018,1.0,0.1,0.7047876616841018,1.0,1.4828962656333025,4.962675767225229e-07,4.963245423641571e-07,1.5141047116040944e-10
60,iaaft,0,59,0.04552099330178764,0.0003815713057655698,0.0006745512756270892,3.0813021515123524,0.10584650469652734,0.7047538332244728,1.0,0.1,0.7047538332244728,1.0,1.6731847922323513,4.962672604274175e-07,4.963242220717947e-07,3.474101902266454e-10
61,iaaft,0,60,0.045407503888115146,0.00026808189209307637,0.0008250493204387202,3.0810383919378084,0.10583233025405961,0.7047650501396969,1.0,0.1,0.7047650501396969,1.0,1.3080770104599062,4.962679284601494e-07,4.963248918708786e-07,2.5344572575559834e-10
62,iaaft,0,61,0.044116496020189876,-0.0010229259758321937,0.0007409796847187483,3.0792855627829168,0.10567095392076631,0.7048396406231647,1.0,0.1,0.7048396406231647,1.0,1.5651080343110468,4.962674193308534e-07,4.963243818689049e-07,1.3280879045759788e-10
63,iaaft,0,62,0.04536753841291562,0.0002281164168935479,0.0003613204025688808,3.0811534294672125,0.10582733824989048,0.7047601577021341,1.0,0.1,0.7047601577021341,1.0,1.724525694738473,4.962670454206545e-07,4.963240088353205e-07,3.057876367133492e-10
64,iaaft,0,63,0.0455106895754828,0.0003712675794607309,0.00042656561658435075,3.0811640568022844,0.10584521787443878,0.7047597057496666,1.0,0.1,0.7047597057496666,1.0,1.5913473192551926,4.962670299670433e-07,4.963239931691172e-07,2.570313624687178e-10
65,iaaft,0,64,0.045120230248862414,-1.9191747159655326e-05,0.00021035754260214281,3.080494532206511,0.10579644226424423,0.7047881848290132,1.0,0.1,0.7047881848290132,1.0,1.7572099130821304,4.962662401531369e-07,4.963232035336833e-07,3.1458820052517536e-10
66,iaaft,0,65,0.04522728843545104,8.786643942897132e-05,0.00027795029186393456,3.080787214063814,0.10580981805420732,0.7047757337420101,1.0,0.1,0.7047757337420101,1.0,1.4864240447590984,4.962681446427308e-07,4.963251078762998e-07,3.2170228404213605e-10
67,iaaft,0,66,0.04453147819373728,-0.0006079438022847869,0.00047711913951872326,3.079763064025246,0.10572285366881992,0.7048193126279618,1.0,0.1,0.7048193126279618,1.0,1.7757007593121377,4.962683210154662e-07,4.963252830627186e-07,4.0032345436156944e-10
68,iaaft,0,67,0.04553461653444968,0.00039519453842760954,0.000693512403471669,3.081226995217507,0.10584820606443378,0.7047570292078682,1.0,0.1,0.7047570292078682,1.0,1.2394587764849854,4.962677593102976e-07,4.963247223483343e-07,2.869507398715051e-10
69,iaaft,0,68,0.045057466037951306,-8.195595807076322e-05,0.0010125299965509905,3.08076244419552,0.10578859975244337,0.7047767873963249,1.0,0.1,0.7047767873963249,1.0,2.029652706610677,4.962670758239545e-07,4.963240374683317e-07,2.1790909719750658e-10
70,iaaft,0,69,0.045072638863175786,-6.67831328462834e-05,0.0003065593462873336,3.0805349750204103,0.10579049568013105,0.7047864641982718,1.0,0.1,0.7047864641982718,1.0,1.8971209706013663,4.962670937971761e-07,4.963240575766607e-07,7.39011519400927e-10
71,iaaft,0,70,0.04567211194331372,0.0005326899472916508,0.0008786472705780967,3.0815463703892068,0.1058653759557631,0.7047434489951107,1.0,0.1,0.7047434489951107,1.0,1.5091269697401157,4.962667759903044e-07,4.963237394482762e-07,2.2372753925164697e-10
72,iaaft,0,71,0.04559681137679917,0.00045738938077709984,0.00041230785917519306,3.081184690665377,0.10585597305915251,0.7047588282547392,1.0,0.1,0.7047588282547392,1.0,1.7257348973094278,4.962683006906081e-07,4.96325263539674e-07,4.5293369858892986e-10
73,iaaft,0,72,0.045075206660933856,-6.421533508821353e-05,0.0006403201082725915,3.080805313965401,0.10579081653717559,0.7047749638235301,1.0,0.1,0.7047749638235301,1.0,1.8659604164095078,4.962684918450584e-07,4.963254513831987e-07,8.899020216909025e-11
74,iaaft,0,73,0.04596941039172588,0.0008299883957038137,0.0011206936953375571,3.0819210113710973,0.10590249191152158,0.704727522329598,1.0,0.1,0.704727522329598,1.0,1.4368972650051792,4.962671394861133e-07,4.963241062182664e-07,1.795425313562399e-10
75,iaaft,0,74,0.04545717052751316,0.00031774853149109383,0.00024403386706485438,3.081087536604025,0.10583853368229804,0.7047629600196184,1.0,0.1,0.7047629600196184,1.0,1.9721086053086527,4.962663103662831e-07,4.963232727061777e-07,5.828046179483385e-10
76,iaaft,0,75,0.045399329288377435,0.0002599072923553658,0.00024355466506500734,3.081021460027288,0.10583130920100846,0.7047657702680983,1.0,0.1,0.7047657702680983,1.0,1.7909182466641471,4.962673894314754e-07,4.963243519813376e-07,1.7941535401599264e-10
77,iaaft,0,76,0.04540676511019089,0.00026734311416882345,0.0002968925837454928,3.0810368532771237,0.10583223797698575,0.7047651155799102,1.0,0.1,0.7047651155799102,1.0,1.1678076405782272,4.962662023589794e-07,4.963231665833327e-07,1.9863074359840666e-10
78,iaaft,0,77,0.0454477448584389,0.00030832286241683216,0.0002907588926147207,3.0811180433929652,0.10583735643185341,0.7047616626003523,1.0,0.1,0.7047616626003523,1.0,1.9678705460247479,4.962668072334747e-07,4.963237718738262e-07,2.616760702149786e-10
79,iaaft,0,78,0.0447661455225814,-0.0003732764734406674,0.000272715316060355,3.0804645823347068,0.10575219106557218,0.7047894590683446,1.0,0.1,0.7047894590683446,1.0,1.859266518175395,4.962672157463245e-07,4.963241783329311e-07,3.6125037923628265e-10
80,iaaft,0,79,0.045586425322361,0.0004470033263389295,0.0003494408130458752,3.0810601048744712,0.1058546760711444,0.7047641266815816,1.0,0.1,0.7047641266815816,1.0,2.0165875433418,4.962685902778422e-07,4.963255540061472e-07,1.5616650369748926e-10
81,iaaft,0,80,0.04483508617608224,-0.00030433581993982717,0.0006690057648914853,3.0803075518655993,0.10576080827011806,0.7047961404426196,1.0,0.1,0.7047961404426196,1.0,1.4563617030088905,4.962683682161696e-07,4.963253305967455e-07,3.3360393197181076e-10
82,iaaft,0,81,0.044285229430899825,-0.0008541925651222443,0.0005562610379133869,3.079655381470894,0.10569205964030032,0.7048238963078386,1.0,0.1,0.7048238963078386,1.0,1.621479786334332,4.962680137909585e-07,4.963249818078507e-07,1.198727689269209e-10
83,iaaft,0,82,0.04496266512648629,-0.00017675686953577685,0.0007228216435602007,3.0806556183632576,0.10577675308939652,0.7047813317164467,1.0,0.1,0.7047813317164467,1.0,1.9958641559873291,4.962666634477018e-07,4.963236252075611e-07,2.5617431170620376e-10
84,iaaft,0,83,0.04554545565278505,0.0004060336567629774,0.0009259834172277346,3.0812255645463567,0.10584955971245551,0.7047570900479165,1.0,0.1,0.7047570900479165,1.0,1.6857908722502786,4.962679504647478e-07,4.963249138636663e-07,3.2606429673890794e-10
85,iaaft,0,84,0.04498191781393213,-0.00015750418208993616,0.00030912051737069324,3.0806310920616857,0.10577915908186489,0.7047823750972515,1.0,0.1,0.7047823750972515,1.0,1.6836995838378852,4.962688854082193e-07,4.963258461996034e-07,1.8140373614126014e-10
86,iaaft,0,85,0.044871976376318255,-0.00026744561970381414,0.0005331379207828245,3.080259380430332,0.10576541905498096,0.7047981901875033,1.0,0.1,0.7047981901875033,1.0,1.673923375339126,4.962683368050253e-07,4.963252990228763e-07,1.752348057674768e-10
87,iaaft,0,86,0.04497454690827734,-0.00016487508774472998,0.00019270455775555762,3.0806657516116824,0.10577823795233074,0.7047809006396171,1.0,0.1,0.7047809006396171,1.0,1.951834916172009,4.962674152994765e-07,4.963243772312468e-07,4.327147323947504e-10
88,iaaft,0,87,0.04548417663534529,0.00034475463932322203,0.0009203055949782957,3.0813084721741073,0.10584190662789951,0.7047535644484958,1.0,0.1,0.7047535644484958,1.0,1.722486105191743,4.962669879735349e-07,4.963239489473283e-07,3.0707908407451615e-10
89,iaaft,0,88,0.044707271445308415,-0.00043215055071365444,0.000575096281074953,3.0800419667203967,0.10574483157208375,0.7048074421496948,1.0,0.1,0.7048074421496948,1.0,1.5152164617509918,4.962676612134619e-07,4.963246240533418e-07,3.147940737002e-10
90,iaaft,0,89,0.04546753941159455,0.000328117415572482,0.0008805423494928572,3.0810852325453166,0.10583982872360814,0.7047630580096547,1.0,0.1,0.7047630580096547,1.0,1.54677666829134,4.962691860817396e-07,4.963261530382955e-07,1.3660260998870507e-10
91,iaaft,0,90,0.04543689167154257,0.00029746967552050224,0.0003774634452809408,3.0811308220283453,0.10583600087057887,0.7047611191469092,1.0,0.1,0.7047611191469092,1.0,1.3912472685127035,4.962668566178406e-07,4.963238179459541e-07,3.154835283706134e-10
92,iaaft,0,91,0.044981903847052744,-0.0001575181489693253,0.0002318557051600376,3.0806058710811146,0.10577915733645532,0.7047834480475847,1.0,0.1,0.7047834480475847,1.0,1.942017313271959,4.962684288547957e-07,4.963253922720864e-07,4.1895860389059106e-10
93,iaaft,0,92,0.04519587016385077,5.644816782870293e-05,0.0004928169033771892,3.0808751494007267,0.10580589284822768,0.7047719933052632,1.0,0.1,0.7047719933052632,1.0,1.7950440829482721,4.962670326546279e-07,4.963239989786566e-07,7.620704803235478e-10
94,iaaft,0,93,0.045164340912141054,2.4918916118985002e-05,0.0007204455301729956,3.0809083423171026,0.10580195363067854,0.7047705814585016,1.0,0.1,0.7047705814585016,1.0,1.5085672803473453,4.962665636711259e-07,4.96323528627741e-07,2.445004260678172e-10
95,iaaft,0,94,0.04554847027954872,0.00040904828352664874,0.0010823882211575887,3.081467584509129,0.10584993619235715,0.7047467988082716,1.0,0.1,0.7047467988082716,1.0,1.7306518512408673,4.96268948902404e-07,4.963259104326114e-07,1.12588328244681e-10
96,iaaft,0,95,0.045810532579183334,0.0006711105831612649,0.0007621037190887404,3.0814252365673394,0.10588265857340899,0.7047485994247943,1.0,0.1,0.7047485994247943,1.0,1.335717911843585,4.962663889781308e-07,4.963233493482675e-07,3.9695236773215176e-10
97,iaaft,0,96,0.044916999916334154,-0.00022242207968791589,0.0005174986250798976,3.08037505685035,0.10577104612689729,0.7047932681407212,1.0,0.1,0.7047932681407212,1.0,1.3248846051931833,4.962668149602802e-07,4.96323776969476e-07,2.425348621651869e-10
98,iaaft,0,97,0.04496652549156845,-0.00017289650445361654,0.0005562180065520217,3.080670292736729,0.10577723552042287,0.7047807074572763,1.0,0.1,0.7047807074572763,1.0,1.4158861795389635,4.96268993919445e-07,4.963259566543412e-07,3.21068481268755e-10
99,iaaft,0,98,0.04477222047188841,-0.00036720152413365764,0.0002764254850882691,3.080294490133687,0.10575295042921322,0.7047966962267467,1.0,0.1,0.7047966962267467,1.0,1.5842417583108281,4.962677290749715e-07,4.963246896931323e-07,5.803468428843395e-10
100,iaaft,0,99,0.04517843420298409,3.90122069620219e-05,0.00017676911098125957,3.0805986078130956,0.10580371444348337,0.7047837570445468,1.0,0.1,0.7047837570445468,1.0,1.4972666051181538,4.962677297468677e-07,4.963246930814835e-07,1.4462075600085503e-10
101,exact_spectrum,0,1,0.04542730455201496,0.0002878825559928938,0.00047415132110930437,3.0813332933198745,0.10583480342646989,0.7047525089796399,1.0,0.1,0.7047525089796399,1.0,1.6468505850035553,4.96267157963257e-07,4.963241203805771e-07,3.520780626419878e-10
102,exact_spectrum,0,2,0.0452310000336703,9.157803764823363e-05,0.0002958572747142939,3.080862845481408,0.10581028174888665,0.704772516654879,1.0,0.1,0.704772516654879,1.0,1.9430031003519193,4.962661684282246e-07,4.96323132445235e-07,6.617461672418784e-10
103,exact_spectrum,0,3,0.04470126133460495,-0.0004381606614171224,0.00044706742066532787,3.0799337444992876,0.10574408025556292,0.704812047984552,1.0,0.1,0.704812047984552,1.0,1.7691478682529898,4.962666226300116e-07,4.963235849187267e-07,5.291205892123246e-10
104,exact_spectrum,0,4,0.044958513441993114,-0.00018090855402895512,0.0006169437594785743,3.0807440465841576,0.10577623424963704,0.7047775699999522,1.0,0.1,0.7047775699999522,1.0,1.556791199281845,4.962668223511377e-07,4.963237857789266e-07,2.407257870716804e-10
