case_index,case_id,family,block,surrogate,seed,iterations,best_iteration,stop_reason,primary_node_quality_pass,fft_amplitude_relative_l2_no_dc,fft_power_relative_l2_no_dc,sorted_max_abs_difference,sorted_relative_l2_centered_denominator,periodic_acf_relative_l2,mean,variance_ddof0,mean_difference,variance_relative_difference,dense_windowed_mean,dense_windowed_rms,dense_derivative_mean,dense_derivative_rms,dense_windowed_mean_difference,dense_windowed_rms_relative_difference,dense_derivative_rms_relative_difference,dense_windowed_max_abs,dense_derivative_max_abs,dense_windowed_fft_power_relative_l2_no_dc,dense_windowed_periodic_acf_relative_l2,dense_derivative_fft_power_relative_l2_no_dc,dense_derivative_periodic_acf_relative_l2
901,block05_exact_spectrum_005,exact_spectrum,4,5,20264927,14,13,unchanged_rank_permutation,False,2.1543995862582273e-16,3.2229489461964023e-16,0.04856420463704414,0.029653548542463146,4.381541438792871e-16,-0.0032692615857620234,0.09775200195931971,-4.336808689942018e-19,-1.1102230246251565e-16,-0.0020109098243829247,0.14489272547946713,2.218548274063511e-07,19.38031783056452,-5.844001157622792e-05,0.002468494754692463,0.016826404647183546,0.48758375872573423,74.12705585307708,0.5883685216497908,0.5874203692935781,0.6150172662228511,0.6086478615328086
902,block05_exact_spectrum_006,exact_spectrum,4,6,20264928,15,14,unchanged_rank_permutation,False,1.7317423226473418e-16,2.6915308696011536e-16,0.03426514180328566,0.025505785570255828,3.908701593114989e-16,-0.0032692615857620212,0.09775200195931974,1.734723475976807e-18,2.220446049250313e-16,-0.002019666257710426,0.1648450284068008,-1.915931262836205e-06,21.68683464604591,-6.719644490372936e-05,0.14051238216357564,0.13784233540996071,0.7668804452508573,110.69339220013909,0.7953960399092511,0.6748077123785309,0.9633361680478721,0.8453797310779346
903,block05_exact_spectrum_007,exact_spectrum,4,7,20264929,18,17,unchanged_rank_permutation,False,1.6912260414429477e-16,1.7355997698305371e-16,0.03423927925315717,0.034981197675302764,3.4265961555645445e-16,-0.003269261585762016,0.09775200195931973,6.938893903907228e-18,0.0,-0.0018279473112369083,0.14933043347001992,2.676380925282172e-06,20.66154697303133,0.00012452250156978848,0.03317164037314346,0.08404860574076456,0.8197630713842862,102.10884404220185,0.7291886216475759,0.7108224716190099,1.0410431456841938,0.9580054218773294
904,block05_exact_spectrum_008,exact_spectrum,4,8,20264930,19,18,unchanged_rank_permutation,False,1.7378959055555947e-16,2.7966840837701444e-16,0.0277931465522403,0.03180620011581793,3.5559557571017307e-16,-0.003269261585762016,0.09775200195931971,6.938893903907228e-18,-1.1102230246251565e-16,-0.002233194265794208,0.13555612921635632,-5.4866330587221223e-08,17.768436480797906,-0.000280724452987511,-0.062128561937014104,-0.06774411333555963,0.6055161605365682,83.13760969473789,0.6837547731995739,0.7173956467377806,0.8448742769265322,0.8925398346321664
905,block05_exact_spectrum_009,exact_spectrum,4,9,20264931,15,14,unchanged_rank_permutation,False,2.2759777457433115e-16,3.5404681997114774e-16,0.02800630554382144,0.02963190148031849,4.503707934553554e-16,-0.0032692615857620134,0.09775200195931973,9.540979117872439e-18,0.0,-0.0024548104481075476,0.14523083601614625,4.076962502620154e-06,19.95088808201964,-0.0005023406353008508,0.004807778246281202,0.04676249251003406,0.6621700585763318,86.09562361514176,0.6953215170277524,0.6925543359057391,0.8311470332191238,0.8013010716219764
906,block05_exact_spectrum_010,exact_spectrum,4,10,20264932,17,16,unchanged_rank_permutation,False,2.330278170709306e-16,4.1444633634642516e-16,0.020191277906096372,0.024371660811765165,4.741601219653782e-16,-0.0032692615857620178,0.09775200195931971,5.204170427930421e-18,-1.1102230246251565e-16,-0.0017466244712008808,0.14854966131244718,-1.2516554233056546e-06,21.015772413590206,0.00020584534160581597,0.027769716384494103,0.10263373857021696,0.5950445730871365,82.64583452858759,0.8271360225624135,0.8042537590816189,1.0434055514631437,0.9347282124782229
907,block05_exact_spectrum_011,exact_spectrum,4,11,20264933,18,17,unchanged_rank_permutation,False,1.968921411519872e-16,3.09069372966178e-16,0.041997170610063084,0.03866691754076431,4.508356101033936e-16,-0.0032692615857620143,0.09775200195931971,8.673617379884035e-18,-1.1102230246251565e-16,-0.000274710300067543,0.1462384111135607,-1.1229657592903988e-06,19.584814385881167,0.0016777595127391539,0.011778882474702046,0.02755571770196852,0.6173681344566317,93.79450941313473,0.8131661186892297,0.801940757611407,1.0101510146840138,0.9773659373657325
908,block05_exact_spectrum_012,exact_spectrum,4,12,20264934,12,11,unchanged_rank_permutation,False,1.8194218702168793e-16,2.6743660587350626e-16,0.047516099688188485,0.0431302717935183,3.6707826372274546e-16,-0.003269261585762016,0.09775200195931973,6.938893903907228e-18,0.0,-0.0011889799047910949,0.16006258442916568,1.5053094524425133e-06,20.826635700161383,0.000763489908015602,0.10742411358664228,0.09271030976043182,0.756885016994637,96.5242103020719,0.8546565284292466,0.7423586878311365,0.9996630785281836,0.903059165135977
909,block05_exact_spectrum_013,exact_spectrum,4,13,20264935,18,17,unchanged_rank_permutation,False,2.328931566569533e-16,4.127158752213379e-16,0.04129682723595518,0.031004894546383666,5.077978082264089e-16,-0.003269261585762011,0.09775200195931973,1.214306433183765e-17,0.0,-0.0009016706105400206,0.14287039702366838,-7.758840962023104e-07,16.992277061272496,0.0010507992022666763,-0.011523377896439757,-0.1084668403253305,0.5059422705165423,71.05851717050477,0.5955577140774513,0.6009589362248478,0.6802578093980394,0.6922401391598265
910,block05_exact_spectrum_014,exact_spectrum,4,14,20264936,13,12,unchanged_rank_permutation,False,1.9332850286882048e-16,3.022761485691545e-16,0.026606863212079113,0.029458925815964994,4.0298380327185656e-16,-0.003269261585762016,0.09775200195931973,6.938893903907228e-18,0.0,-0.000290104081762539,0.15087911033327409,1.6842074917959156e-06,20.280262640481144,0.0016623657310441578,0.04388646238253302,0.06404377504578651,0.527427489877348,72.9214509899927,0.8647844078499882,0.8168820547505902,1.0761789841764946,0.9919403959772367
911,block05_exact_spectrum_015,exact_spectrum,4,15,20264937,17,16,unchanged_rank_permutation,False,1.996667868717863e-16,3.3660345591858524e-16,0.06693715161949332,0.03692251643291934,3.6268020762010054e-16,-0.0032692615857620195,0.09775200195931971,3.469446951953614e-18,-1.1102230246251565e-16,-2.1208701686174603e-05,0.1384440604988476,-2.0892653347583777e-06,19.46860046293414,0.0019312611111205222,-0.04214784781811032,0.021458326189957244,0.6186540542958607,95.4410543236425,0.6018645721601812,0.6124836144152411,0.8253760671901428,0.8111288240537832
912,block05_exact_spectrum_016,exact_spectrum,4,16,20264938,14,13,unchanged_rank_permutation,False,1.8360985342526666e-16,2.663270477499246e-16,0.028752520485174737,0.030686045502193723,4.100864261530192e-16,-0.003269261585762015,0.09775200195931973,7.806255641895632e-18,0.0,-0.0018709477671395435,0.1573824272158907,2.2028720247300864e-06,20.77428478227052,8.152204566715332e-05,0.08888092476603826,0.08996361612597581,0.7941454677738949,109.46461980195878,0.6822320595792585,0.6089950595365581,0.9866367850845872,0.9022876440711186
913,block05_exact_spectrum_017,exact_spectrum,4,17,20264939,14,12,unchanged_rank_permutation,False,2.091655316557028e-16,3.9157433272895843e-16,0.035126349227559084,0.03557157322192643,4.3872222903313534e-16,-0.0032692615857620143,0.09775200195931974,8.673617379884035e-18,2.220446049250313e-16,-0.0006302894893609286,0.15552652033284478,7.661808873500051e-07,21.759644719160327,0.001322180323445768,0.07604047212567733,0.14166245876987138,0.8274283380337335,103.04970352442356,0.9229481934182259,0.8361784263710687,1.2215750226449391,1.025765622413665
914,block05_exact_spectrum_018,exact_spectrum,4,18,20264940,15,14,unchanged_rank_permutation,False,2.1913762198008434e-16,3.59191152455495e-16,0.03620503700835864,0.03447612540751491,4.069563289180305e-16,-0.0032692615857620195,0.09775200195931973,3.469446951953614e-18,0.0,-0.002607005926492241,0.15695463990363,-6.301076711737282e-07,21.529231581765977,-0.0006545361136855441,0.08592119506547524,0.12957338138071317,0.7805870558461881,112.28567556667036,0.5191785686618484,0.48518018552570086,0.6238295070598766,0.5570081685560682
915,block05_exact_spectrum_019,exact_spectrum,4,19,20264941,20,19,unchanged_rank_permutation,False,1.976516488319664e-16,3.4242671897608884e-16,0.03860685806458808,0.029297888382007625,4.72649935661323e-16,-0.0032692615857620195,0.09775200195931974,3.469446951953614e-18,2.220446049250313e-16,-0.0005497171516803374,0.16875032700443257,-2.45800893679933e-07,23.2205165123695,0.0014027526611263596,0.16753194987327635,0.2183099640443551,0.7872167912877736,105.31799650557117,1.0666028297549637,0.8566776193290075,1.2961821490609566,0.9858997961461645
916,block05_exact_spectrum_020,exact_spectrum,4,20,20264942,13,12,unchanged_rank_permutation,False,2.0014693315485557e-16,3.2169315775860066e-16,0.043703824714373285,0.02930072843053339,3.3899716797487336e-16,-0.0032692615857620178,0.09775200195931974,5.204170427930421e-18,2.220446049250313e-16,-0.0024408398894436426,0.1391446213872764,-6.764606811523388e-07,18.32674710267539,-0.0004883700766369458,-0.03730088109163532,-0.038451250995361175,0.5333118951327946,65.48527657705608,0.6626230693850139,0.6793760726131595,0.8469226760073795,0.8739028039141004
917,block05_exact_spectrum_021,exact_spectrum,4,21,20264943,11,10,unchanged_rank_permutation,False,1.9799957110267455e-16,3.372962582359646e-16,0.03531270489293359,0.03616874831910203,4.2306526327657746e-16,-0.0032692615857620195,0.09775200195931971,3.469446951953614e-18,-1.1102230246251565e-16,-0.0019395016249392947,0.13793951655508774,1.1308211045161553e-06,18.865001284832626,1.2968187867402111e-05,-0.04563863319856898,-0.010210689121495142,0.6342395508504254,84.29805542592187,0.8456609853686085,0.8877395577321944,1.0287790043072655,1.0401907220237872
918,block05_exact_spectrum_022,exact_spectrum,4,22,20264944,17,16,unchanged_rank_permutation,False,2.1808171670447896e-16,3.246474522342428e-16,0.03787718864221945,0.02930089196661248,3.8906564757773827e-16,-0.00326926158576201,0.09775200195931971,1.3010426069826053e-17,-1.1102230246251565e-16,-0.0010934497874627578,0.1454689569863992,3.506282414514888e-07,18.597529385497545,0.000859020025343939,0.006455264480176304,-0.024244127175648944,0.5610187494164128,90.5789702369808,0.5195712224118786,0.5171012011971222,0.6385541960569818,0.6477850237627117
919,block05_exact_spectrum_023,exact_spectrum,4,23,20264945,13,12,unchanged_rank_permutation,False,1.7659845537350595e-16,3.0142441934978423e-16,0.021449887583624913,0.023733643159706524,5.355457738998648e-16,-0.00326926158576201,0.09775200195931971,1.3010426069826053e-17,-1.1102230246251565e-16,-0.0013815050835398596,0.1529977991897486,-3.141810274625186e-06,18.35195463293164,0.0005709647292668372,0.0585450232024447,-0.03712868845616102,0.548058345383588,66.90314136214901,0.7202977645251438,0.6559587056143144,0.6091592699353781,0.6153034718018702
920,block05_exact_spectrum_024,exact_spectrum,4,24,20264946,21,20,unchanged_rank_permutation,False,2.1263332362281759e-16,3.2000958836266103e-16,0.042954163410546364,0.04190373701222043,3.614346574488754e-16,-0.0032692615857620186,0.09775200195931971,4.336808689942018e-18,-1.1102230246251565e-16,-0.0009073495001799069,0.1348760517086968,3.990472476425444e-07,18.561974211143607,0.00104512031262679,-0.06683381041076542,-0.0261095991674396,0.5292521189067962,76.36020917988026,0.5529820248609445,0.5639852157313326,0.6243727004246702,0.633145241667101
921,block05_exact_spectrum_025,exact_spectrum,4,25,20264947,17,16,unchanged_rank_permutation,False,1.8477155852381953e-16,2.4144983861986496e-16,0.03494891710466619,0.02995599074109848,3.7319111098012674e-16,-0.0032692615857620112,0.09775200195931971,1.1709383462843448e-17,-1.1102230246251565e-16,7.013761518694851e-05,0.15874848794049354,3.9574355768383845e-07,19.609584478427955,0.0020226074279936453,0.09833228151155127,0.02885532921336531,0.794662304099907,97.96530705330947,0.6600260732642401,0.5646530716630347,0.7855632251159735,0.7679953002398406
922,block05_exact_spectrum_026,exact_spectrum,4,26,20264948,12,11,unchanged_rank_permutation,False,1.3591901900953038e-16,1.6528444588672547e-16,0.021506971923591578,0.020874034472741002,3.0036607314929337e-16,-0.003269261585762008,0.09775200195931973,1.474514954580286e-17,0.0,-0.000603873443853132,0.14709015236557815,1.8109976169105773e-06,19.174884410244992,0.0013485963689535648,0.017671819942783884,0.0060479371316282116,0.4900203280261967,71.92014759268459,0.8751397498783766,0.8530118763832927,1.0996948562597448,1.0910951795176684
923,block05_exact_spectrum_027,exact_spectrum,4,27,20264949,11,10,unchanged_rank_permutation,False,1.43662856306911e-16,1.6501209028568123e-16,0.035544432818656935,0.03033126862943671,3.280363360328767e-16,-0.003269261585762021,0.09775200195931974,2.168404344971009e-18,2.220446049250313e-16,-0.0025462702286308124,0.1471391508759283,-7.47727180426975e-07,20.014795088336843,-0.0005938004158241156,0.018010825664108943,0.05011549900009293,0.6408856234565661,81.13507669259951,0.696419597250751,0.6847160767109115,0.8209205410874794,0.785255308975783
924,block05_exact_spectrum_028,exact_spectrum,4,28,20264950,22,21,unchanged_rank_permutation,False,1.92057686074572e-16,2.640916798165883e-16,0.02491009432577851,0.02463168098814037,3.045144491647995e-16,-0.0032692615857620186,0.09775200195931974,4.336808689942018e-18,2.220446049250313e-16,-3.9174434361041446e-05,0.15703786250922924,1.9503355529138524e-06,19.568591578245638,0.0019132953784456554,0.08649698684445184,0.026704556265632062,0.600940231609911,77.14459028152646,0.9191206847564414,0.8190944392272796,1.0762273700102682,1.0479183886049377
925,block05_exact_spectrum_029,exact_spectrum,4,29,20264951,12,11,unchanged_rank_permutation,False,1.9148881310105851e-16,3.1919372042999766e-16,0.044469382453877215,0.03129562740003253,3.6240296112122836e-16,-0.003269261585762022,0.09775200195931971,8.673617379884035e-19,-1.1102230246251565e-16,-0.0013129589314990965,0.13833297335758638,1.8546648770439017e-06,18.601398412748846,0.0006395108813076003,-0.04291642580515709,-0.024041131068783583,0.5403389396470668,80.05749270499963,0.47696302009933855,0.47660063394685875,0.5981048466709782,0.6025329698478489
926,block05_exact_spectrum_030,exact_spectrum,4,30,20264952,25,24,unchanged_rank_permutation,False,2.090670144116664e-16,3.520362452222922e-16,0.028786856255072657,0.03215466882163991,3.957441813679381e-16,-0.0032692615857620178,0.09775200195931973,5.204170427930421e-18,0.0,-0.0019111477959782223,0.14244308502017808,2.7849377629389807e-06,19.087244458289312,4.132201682847448e-05,-0.01447981908085394,0.0014497350778925888,0.5642525509042567,92.29218573307253,0.46386092428431347,0.46822785576654763,0.6212405135085839,0.6207889554486674
927,block05_exact_spectrum_031,exact_spectrum,4,31,20264953,20,19,unchanged_rank_permutation,False,1.975094636119015e-16,3.58676010103894e-16,0.058385032666756764,0.046312888835179075,3.8719166713015453e-16,-0.003269261585762023,0.09775200195931974,0.0,2.220446049250313e-16,-0.0009067930066812013,0.14676744936754285,2.2592847083493157e-06,18.02061021146892,0.0010456768061254955,0.015439136503206274,-0.05451332371970086,0.7729548209353794,104.79016426848092,0.7795807410219806,0.7594239294479332,0.8466158308494296,0.8913809466195052
928,block05_exact_spectrum_032,exact_spectrum,4,32,20264954,16,15,unchanged_rank_permutation,False,2.23839066485776e-16,3.3213833168646566e-16,0.02600878984488897,0.024653550835180307,4.4070218810534015e-16,-0.003269261585762016,0.09775200195931974,6.938893903907228e-18,2.220446049250313e-16,-4.183282782080455e-05,0.1435568639515218,-7.785738721037914e-07,19.301511961888902,0.0019106369849858922,-0.006773922976692104,0.012691700107707371,0.4901624968556318,71.03212143897682,0.6703794810867346,0.6749287093128585,0.8261982084940281,0.8163972998010219
929,block05_exact_spectrum_033,exact_spectrum,4,33,20264955,24,23,unchanged_rank_permutation,False,1.604887248392383e-16,2.3515445754443833e-16,0.0525669271873791,0.03770484371350049,4.3219799983002564e-16,-0.003269261585762023,0.09775200195931973,0.0,0.0,-0.00038515810378732213,0.1694260050798993,-3.6214536091366384e-07,23.460231112137336,0.0015673117090193747,0.17220676001995905,0.23088706090903877,0.8034298085670911,111.34875137524327,0.7789931829249203,0.6219587510948044,0.913493476523825,0.7018021946794187
930,block05_exact_spectrum_034,exact_spectrum,4,34,20264956,17,16,unchanged_rank_permutation,False,1.743490755941843e-16,2.389742276756998e-16,0.045744428005452975,0.03214021821369034,3.538531322191144e-16,-0.0032692615857620125,0.09775200195931971,1.0408340855860843e-17,-1.1102230246251565e-16,5.585591477843195e-05,0.15933776046402173,3.7974918704679696e-06,21.889678404574806,0.002008325727585129,0.10240927804610322,0.14848493123802142,0.7430012637192349,116.41168345545852,0.6529604699246446,0.578893886759112,0.7151458198970754,0.6173132128274867
931,block05_exact_spectrum_035,exact_spectrum,4,35,20264957,16,15,unchanged_rank_permutation,False,2.0219509689256e-16,3.6132406126191947e-16,0.03990599176224552,0.02841555359722295,4.068042874101545e-16,-0.003269261585762017,0.09775200195931973,6.071532165918825e-18,0.0,0.00022770516068412676,0.14736397160780318,-8.531062412371408e-07,19.017033457058115,0.0021801749734908235,0.01956629161263379,-0.002234022875550301,0.629457748646217,77.73420796444465,0.6217422266238608,0.6070998077001534,0.5237659294851639,0.5242506651725425
932,block05_exact_spectrum_036,exact_spectrum,4,36,20264958,15,14,unchanged_rank_permutation,False,1.5469210419306077e-16,2.347533732141671e-16,0.027767804340282365,0.028221996383129788,4.1757697956473493e-16,-0.0032692615857620186,0.09775200195931973,4.336808689942018e-18,0.0,-0.002308161295229056,0.13566817349147142,1.4341333113284478e-06,18.109929965522525,-0.0003556914824223592,-0.0613533618332901,-0.049826987552650914,0.5568284868077675,69.93724686137664,0.858638742681619,0.9153866862177265,1.0634379450632188,1.1242994396707244
933,block05_exact_spectrum_037,exact_spectrum,4,37,20264959,14,13,unchanged_rank_permutation,False,2.2402933563334983e-16,3.429129315423158e-16,0.033397099130238805,0.028543861672690893,4.509412051965372e-16,-0.0032692615857620143,0.09775200195931971,8.673617379884035e-18,-1.1102230246251565e-16,-0.00046360223612078343,0.15249965707043475,-1.7215402743105315e-06,19.265717051182953,0.0014888675766859135,0.055098530089212394,0.010813649877777998,0.7274661992659185,97.10033926211034,0.7762000905268762,0.7153113863661427,0.9083264507494067,0.8965778947951215
934,block05_exact_spectrum_038,exact_spectrum,4,38,20264960,15,14,unchanged_rank_permutation,False,1.3835337915588173e-16,1.5631344566664065e-16,0.03494046681570162,0.029524277224526847,3.1233586446057304e-16,-0.003269261585762008,0.09775200195931971,1.474514954580286e-17,-1.1102230246251565e-16,-0.0014836498651896587,0.14233266473797335,-2.080431916069433e-06,19.183630211072845,0.0004688199476170381,-0.015243783273852007,0.00650680273379689,0.5725718872233009,79.96203663810519,0.5694122771241578,0.5746177155101782,0.8201786130944551,0.8166900767493497
935,block05_exact_spectrum_039,exact_spectrum,4,39,20264961,12,11,unchanged_rank_permutation,False,2.0558461645474883e-16,3.2306008153366615e-16,0.032508670939441986,0.029187692367046984,4.528615470875428e-16,-0.003269261585762022,0.09775200195931971,8.673617379884035e-19,-1.1102230246251565e-16,-0.00183763209506587,0.14793397266910543,-4.296357093289149e-06,19.610742228494868,0.00011483771774082685,0.023509954788554888,0.028916072842458895,0.6312753940142077,85.85229469926033,0.6117359354893191,0.602728711991682,0.8179101944795686,0.8033141185715152
936,block05_exact_spectrum_040,exact_spectrum,4,40,20264962,19,18,unchanged_rank_permutation,False,1.6957879267265735e-16,1.5372593866754478e-16,0.0354405438908455,0.031672583404859136,3.029921455058401e-16,-0.00326926158576201,0.09775200195931973,1.3010426069826053e-17,0.0,-0.0015245885053394258,0.14437576878308514,-2.6110732279649167e-07,19.011393357000557,0.000427881307467271,-0.0011081706683681025,-0.0025299417925421785,0.7100166084086923,85.88658111123861,0.6880754078993478,0.6886922337694965,0.8253219624421279,0.8272145027846964
937,block05_exact_spectrum_041,exact_spectrum,4,41,20264963,25,23,unchanged_rank_permutation,False,1.9869594443026473e-16,3.3972401231281094e-16,0.05632473876747213,0.03886255429844947,3.3246306085909967e-16,-0.0032692615857620178,0.09775200195931971,5.204170427930421e-18,-1.1102230246251565e-16,-0.0018696283663547416,0.1435017516542947,3.823967955400586e-09,18.415364158753572,8.284144645195521e-05,-0.0071552281213149715,-0.03380178325648431,0.5727332933280513,79.58840014461153,0.5729182194159435,0.5757797037196413,0.6988775069893987,0.7103152970192896
938,block05_exact_spectrum_042,exact_spectrum,4,42,20264964,14,13,unchanged_rank_permutation,False,2.0698732096702337e-16,3.638627702616452e-16,0.035210352488497576,0.026870098069308103,4.0593712194074177e-16,-0.0032692615857620195,0.09775200195931973,3.469446951953614e-18,0.0,-0.0015553052092173486,0.14077612904998282,-1.0103414773353682e-06,19.083798629835933,0.0003971646035893482,-0.026012978090281358,0.0012689429263958996,0.5591139759413691,75.60597516585662,0.6749469056638763,0.6838008150407844,0.7492791189415567,0.7487383029791285
939,block05_exact_spectrum_043,exact_spectrum,4,43,20264965,17,16,unchanged_rank_permutation,False,1.8264851191431956e-16,2.726799370385417e-16,0.02497634269417459,0.02606349904289973,5.331630753166235e-16,-0.0032692615857620134,0.09775200195931973,9.540979117872439e-18,0.0,-0.00034995569776187047,0.1438792248819635,2.953736715108091e-06,19.179227371904382,0.0016025141150448263,-0.004543606198274097,0.0062757991372075494,0.6446281483046469,94.06102671838218,0.7974836725245357,0.8015908541908859,0.9618156576902225,0.9549108761190275
940,block05_exact_spectrum_044,exact_spectrum,4,44,20264966,12,11,unchanged_rank_permutation,False,1.902524705676307e-16,2.763136865786663e-16,0.03230570010724271,0.02827430612172774,2.69752680241357e-16,-0.003269261585762016,0.09775200195931974,6.938893903907228e-18,2.220446049250313e-16,-0.001062558242055842,0.1480601412088586,5.81742552394603e-07,19.7255810255832,0.0008899115707508547,0.024382876363556294,0.03494131567790815,0.6141466911679719,73.76457530265452,0.4768809664209438,0.46887221980319055,0.5866858827248833,0.5780545731590303
941,block05_exact_spectrum_045,exact_spectrum,4,45,20264967,12,11,unchanged_rank_permutation,False,1.9867002177878683e-16,2.857417617410174e-16,0.028212912693100972,0.02890549731619889,3.61517389633187e-16,-0.0032692615857620247,0.09775200195931973,-1.734723475976807e-18,0.0,-0.0018474789751372217,0.14481693588404215,1.602219377822135e-06,20.51933234005014,0.00010499083766947514,0.0019441297019102688,0.07658703595606142,0.5516854163854851,82.15053586673194,0.6005053894691226,0.5998185617063319,0.7991509192720585,0.7448056651082059
942,block05_exact_spectrum_046,exact_spectrum,4,46,20264968,15,14,unchanged_rank_permutation,False,1.791883533713742e-16,2.848304913227234e-16,0.04336998514564383,0.03475596253210572,4.350778354772656e-16,-0.0032692615857620247,0.09775200195931971,-1.734723475976807e-18,-1.1102230246251565e-16,-0.0012066119131998244,0.14310745209175613,2.190351610815431e-06,19.31511211393026,0.0007458578996068724,-0.009883266313932881,0.01340525877190335,0.6166659528465486,79.7859360077359,0.6712774274298748,0.6755686707271747,0.8574524908504476,0.8497633061270787
943,block05_exact_spectrum_047,exact_spectrum,4,47,20264969,14,13,unchanged_rank_permutation,False,1.719178453478095e-16,2.882490457261567e-16,0.04779623668740063,0.029164874075874442,3.5064812101889125e-16,-0.0032692615857620125,0.09775200195931971,1.0408340855860843e-17,-1.1102230246251565e-16,-0.0009931407407029384,0.1521391135461871,-2.340201971200733e-06,20.657938464792174,0.0009593290721037584,0.052604039611169995,0.0838592782750831,0.7225508205643926,97.13694805037738,0.6869144050340953,0.6489314140369623,0.8855317469958096,0.8067027928212673
944,block05_exact_spectrum_048,exact_spectrum,4,48,20264970,16,15,unchanged_rank_permutation,False,2.374544037220207e-16,4.483887746762752e-16,0.06414591903304967,0.03844257514887231,6.053625461853731e-16,-0.003269261585762028,0.09775200195931973,-5.204170427930421e-18,0.0,-0.00036057857402753906,0.1369834352280497,2.164701209306165e-07,18.39030075836898,0.0015918912387791577,-0.05225346776398487,-0.035116783739144286,0.6459552728741166,96.63596254710392,0.31792449933307837,0.302406006241599,0.40891719112967845,0.39986833693046886
945,block05_exact_spectrum_049,exact_spectrum,4,49,20264971,16,15,unchanged_rank_permutation,False,2.0487737754379062e-16,3.279708429802532e-16,0.03355941935255835,0.036737053558728944,3.806189341847393e-16,-0.0032692615857620186,0.09775200195931973,4.336808689942018e-18,0.0,-0.001318248749908839,0.15377014042067247,1.124450148420765e-06,20.696133938137535,0.0006342210628978578,0.0638886161857306,0.08586327873447241,0.8078291128541896,109.13997691490484,0.9086279973729303,0.8433223667927148,1.1919611922733448,1.0786108321146215
946,block05_exact_spectrum_050,exact_spectrum,4,50,20264972,13,12,unchanged_rank_permutation,False,1.827535846948932e-16,2.734634458077596e-16,0.018138500174832872,0.01810380830166998,3.750319919231821e-16,-0.0032692615857620186,0.09775200195931974,4.336808689942018e-18,2.220446049250313e-16,-0.0022347350374446067,0.1366426613922707,-2.272579201089472e-06,18.82825731542152,-0.0002822652246379099,-0.05461117780825864,-0.012138533578712307,0.5484094462031458,82.2133025027038,0.612245137853736,0.6260206903344219,0.859206830288829,0.8670563141298572
947,block05_exact_spectrum_051,exact_spectrum,4,51,20264973,12,11,unchanged_rank_permutation,False,1.7063574587586622e-16,2.4049488313310116e-16,0.03768422990408582,0.02868660316172193,2.9519782843872963e-16,-0.0032692615857620156,0.09775200195931973,7.37257477290143e-18,0.0,-0.0005112178768112971,0.1402432797233364,-1.120328196379229e-06,17.54436938099866,0.0014412519359953998,-0.029699599766053297,-0.07950023340956947,0.5776743327905532,89.52366057045975,0.677299162840534,0.7033988613098144,0.7087314483395206,0.7398984889226813
948,block05_exact_spectrum_052,exact_spectrum,4,52,20264974,20,18,unchanged_rank_permutation,False,1.6928863311599435e-16,3.1860521329364524e-16,0.04342943468752203,0.030775594231142983,3.564540628870796e-16,-0.0032692615857620165,0.09775200195931973,6.5052130349130266e-18,0.0,-0.0006597770215423226,0.14464804175906965,-1.6904931814033233e-06,20.270316309199735,0.0012926927912643741,0.000775602857834512,0.06352192125759126,0.5232446816567062,78.08235482987283,0.7145267826511804,0.7140305597155251,0.8738039333372484,0.8208359472342361
949,block05_exact_spectrum_053,exact_spectrum,4,53,20264975,14,13,unchanged_rank_permutation,False,1.7820841585795837e-16,2.78105722638783e-16,0.028733245126974505,0.030470337205351885,2.7764344937399216e-16,-0.0032692615857620125,0.09775200195931971,1.0408340855860843e-17,-1.1102230246251565e-16,-0.0020053593579046646,0.15734998151973031,-1.6872820036717697e-06,20.647694876892434,-5.288954509796782e-05,0.08865644290828079,0.08332182833510582,0.5519757411537123,79.82216066069054,0.8721179394079598,0.7784391916545387,1.061118900095434,0.9555926409881934
950,block05_exact_spectrum_054,exact_spectrum,4,54,20264976,24,23,unchanged_rank_permutation,False,1.6580099834384653e-16,2.7761315398000326e-16,0.024447241691657795,0.028787208029385086,3.932463652461048e-16,-0.0032692615857620212,0.09775200195931971,1.734723475976807e-18,-1.1102230246251565e-16,-0.0014901297769878464,0.1409874672731128,2.4161334108642177e-07,17.80779962469443,0.0004623400358188504,-0.024550793500101586,-0.06567884874940366,0.7567512297854899,78.73866939370477,0.6136938569951327,0.6284235760732851,0.6410027317580499,0.6526051128142236
951,block05_exact_spectrum_055,exact_spectrum,4,55,20264977,15,14,unchanged_rank_permutation,False,2.1546603673582292e-16,4.1007711086503556e-16,0.027290502851512577,0.028072316099677173,4.57609453708771e-16,-0.0032692615857620212,0.09775200195931974,1.734723475976807e-18,2.220446049250313e-16,-0.002475933172030753,0.1482791275516471,7.574928206771128e-07,19.6597021621521,-0.0005234633592240562,0.025897975956724828,0.03148485183502747,0.6700926074941324,84.86934315697788,0.6060993227165455,0.5959110281770711,0.7422564146707097,0.7277765874977156
