epsilon,F_over_Mpl,omega_lambda,omega_chi0,w_chi0,age0_Gyr,chi0,exact_log0,delta_chi0_from_exact_log,chi_dot0_per_year,chi_dot0_times_age,beta_for_example_D0,qalpha0_for_example_D0,D0_over_H0,qalpha_identity_rhs,min_alpha_ratio,omega_chi_min,omega_chi_max,w_chi_min,w_chi_max,T_chi_z4p2_year,T_log_same_history_z4p2_year,T_chi_over_same_history_log_z4p2,max_relative_transfer_deviation_same_history,T_chi_over_LCDM_log_z4p2,max_relative_transfer_deviation_LCDM,max_relative_log_transfer_background_change,max_abs_delta_chi_from_exact_log,solver_function_evaluations
1e-06,0.001,0.684999650530483,3.4946951707676396e-07,-0.2960072207831656,13.796231708540576,140.14092963966203,140.24395371186057,-0.10302407219852938,5.921922207003381e-11,0.8170021092777063,-0.005809547371385673,4.22160223084905e-06,3.6268257480741435e-09,3.626825748074143e-09,0.9999999907040261,3.4946951707676396e-07,7.414290464568506e-07,-0.2960072207831656,-0.003840813613664855,-37183895483.31066,-31850737299.977036,1.1674422206652488,0.16744222066524883,1.1674420569764252,0.16744205697642522,1.402114987447689e-07,0.10302407219852938,902
0.0001,0.01,0.6849650515603705,3.494843966468899e-05,-0.29598885794465807,13.795941088158798,140.14091543575893,140.24393264643857,-0.10301721067964742,5.922125510642976e-11,0.8170129466151284,-0.005809346166088767,4.2214573053325417e-07,3.6268257480741435e-09,3.6268257480740794e-09,0.9999999907042456,3.494843966468899e-05,7.414299434838673e-05,-0.29598885794465807,-0.003840408358668691,-37183017342.832695,-31850295163.32452,1.167430855888858,0.16743085588885798,1.1674144864889175,0.16741448648891755,1.4021729730528953e-05,0.10301721067964742,902
0.01,0.1,0.6814901743030797,0.0035098256969202067,-0.2941445349673259,13.766786736419014,140.139488669347,140.24181715461947,-0.10232848527245864,5.942574173688816e-11,0.8181015131452538,-0.005789179125088981,4.2069310822722814e-08,3.6268257480741435e-09,3.6268257480741435e-09,0.9999999907262742,0.0035098256969202067,0.0074151969086664014,-0.2941445349673259,-0.003799866284913814,-37094903247.568245,-31805892708.829403,1.1662902716536738,0.16629027165367383,1.1646480173149087,0.16464801731490875,0.0014081008636352976,0.10232848527245864,887
