k_h_mpc,pk_z49_mpc_over_h3,pk_z0_mpc_over_h3
3.23419070778186227e-02,1.23904569477716500e+01,1.88767448415430699e+04
3.24876838337023258e-02,1.23430690168143187e+01,1.88044674292829113e+04
3.26341176585246417e-02,1.22955931856111693e+01,1.87320574387957313e+04
3.27812115139345939e-02,1.22480356612968126e+01,1.86595243407986600e+04
3.29289683749304854e-02,1.22004026974055897e+01,1.85868776433823659e+04
3.30773912299199627e-02,1.21527008205563867e+01,1.85141271691026777e+04
3.32264830807805847e-02,1.21049365519964134e+01,1.84412827143258182e+04
3.33762469429204067e-02,1.20571163409508397e+01,1.83683539676118453e+04
3.35266858453390354e-02,1.20092465812834703e+01,1.82953505538691934e+04
3.36778028306889132e-02,1.19613338135017315e+01,1.82222825650654449e+04
3.38296009553367902e-02,1.19133846538448100e+01,1.81491603743914638e+04
3.39820832894256117e-02,1.18654056420878931e+01,1.80759942369994096e+04
3.41352529169365315e-02,1.18174032386328527e+01,1.80027942813059672e+04
3.42891129357513688e-02,1.17693839406589724e+01,1.79295704957736889e+04
3.44436664577151969e-02,1.17213544300419077e+01,1.78563327122314331e+04
3.45989166086993413e-02,1.16733213390516806e+01,1.77830906315851062e+04
3.47548665286645103e-02,1.16252912125228676e+01,1.77098538278223423e+04
3.49115193717244379e-02,1.15772705621704510e+01,1.76366318818999644e+04
3.50688783062095139e-02,1.15292662937916912e+01,1.75634354341806429e+04
3.52269465147310237e-02,1.14812854688340451e+01,1.74902755970553808e+04
3.53857271942453894e-02,1.14333350502689388e+01,1.74171633288822704e+04
3.55452235561188948e-02,1.13854218960416436e+01,1.73441094190980111e+04
3.57054388261926273e-02,1.13375524153568588e+01,1.72711237442692327e+04
3.58663762448476961e-02,1.12897323285994329e+01,1.71982147484303314e+04
3.60280390670708398e-02,1.12419672138140054e+01,1.71253906257267045e+04
3.61904305625201234e-02,1.11942625660335491e+01,1.70526594486953472e+04
3.63535540155912398e-02,1.11466243431972512e+01,1.69800301070410387e+04
3.65174127254837763e-02,1.10990618537189381e+01,1.69075172733665822e+04
3.66820100062680843e-02,1.10515855936901648e+01,1.68351376836128256e+04
3.68473491869521635e-02,1.10042058894121766e+01,1.67629078025017880e+04
3.70134336115491430e-02,1.09569328467837774e+01,1.66908437346751125e+04
3.71802666391447614e-02,1.09097745484110842e+01,1.66189580588078097e+04
3.73478516439654240e-02,1.08627365526617155e+01,1.65472589479033522e+04
3.75161920154464049e-02,1.08158241647139945e+01,1.64757541570257999e+04
3.76852911583003755e-02,1.07690425977418975e+01,1.64044513061785110e+04
3.78551524925863150e-02,1.07223969531769505e+01,1.63333578408405028e+04
3.80257794537786215e-02,1.06758921490851737e+01,1.62624808895593742e+04
3.81971754928366672e-02,1.06295329888877550e+01,1.61918273999516805e+04
3.83693440762745003e-02,1.05833241890208836e+01,1.61214041932277414e+04
3.85422886862310798e-02,1.05372703964663739e+01,1.60512180005349855e+04
3.87160128205405601e-02,1.04913765452056520e+01,1.59812762103522964e+04
3.88905199928031853e-02,1.04456478419127432e+01,1.59115868379989861e+04
3.90658137324562116e-02,1.04000894113151521e+01,1.58421577811059396e+04
3.92418975848453713e-02,1.03547062815933657e+01,1.57729967884590114e+04
3.94187751112965931e-02,1.03095034607524365e+01,1.57041114618003685e+04
3.95964498891879374e-02,1.02644861119584618e+01,1.56355092581600275e+04
3.97749255120220871e-02,1.02196593511538811e+01,1.55671974903397204e+04
3.99542055894988798e-02,1.01750281950024117e+01,1.54991833281787658e+04
4.01342937475884370e-02,1.01305975618740494e+01,1.54314738202466087e+04
4.03151936286044038e-02,1.00863722716275106e+01,1.53640761600542992e+04
4.04969088912777234e-02,1.00423570471376635e+01,1.52969976088440708e+04
4.06794432108304807e-02,9.99855651650186594e+00,1.52302452873962484e+04
4.08628002790504263e-02,9.95497521503648208e+00,1.51638261737679604e+04
4.10469838043654445e-02,9.91161785894309766e+00,1.50977474600042060e+04
4.12319975119187498e-02,9.86848973737066615e+00,1.50320170630525517e+04
4.14178451436440706e-02,9.82559613368483120e+00,1.49666428712684228e+04
4.16045304583413864e-02,9.78294222470646879e+00,1.49016326134633327e+04
4.17920572317530201e-02,9.74053306590676904e+00,1.48369938726050514e+04
4.19804292566398687e-02,9.69837345212771140e+00,1.47727341866203024e+04
4.21696503428582517e-02,9.65646799135654632e+00,1.47088610002524183e+04
4.23597243174368143e-02,9.61482119479037500e+00,1.46453816055782590e+04
4.25506550246541257e-02,9.57343748522145432e+00,1.45823031502941558e+04
4.27424463261162069e-02,9.53232176860358393e+00,1.45196332744202427e+04
4.29351021008348363e-02,9.49147990046071044e+00,1.44573806300016840e+04
4.31286262453058275e-02,9.45091773091298215e+00,1.43955538193297471e+04
4.33230226735880006e-02,9.41064099301134860e+00,1.43341612714856874e+04
4.35182953173822093e-02,9.37065488998078244e+00,1.42732107101417696e+04
4.37144481261109094e-02,9.33096169192317859e+00,1.42127060528492839e+04
4.39114850669981086e-02,9.29156243421568462e+00,1.41526496030666876e+04
4.41094101251494480e-02,9.25245811348506919e+00,1.40930435938435858e+04
4.43082273036329854e-02,9.21364979655890615e+00,1.40338903515084148e+04
4.45079406235599703e-02,9.17514315171007588e+00,1.39751991301810904e+04
4.47085541241663553e-02,9.13695010902262084e+00,1.39169886161770864e+04
4.49100718628943144e-02,9.09908284811859147e+00,1.38592778601687478e+04
4.51124979154744685e-02,9.06155333125805384e+00,1.38020855732838281e+04
4.53158363760081881e-02,9.02437089057084840e+00,1.37454262757876986e+04
4.55200913570504920e-02,8.98753279357256218e+00,1.36892952379394064e+04
4.57252669896931335e-02,8.95103268477635794e+00,1.36336819542205594e+04
4.59313674236482214e-02,8.91486429622408139e+00,1.35785760658119307e+04
4.61383968273321662e-02,8.87902161204074858e+00,1.35239676283266872e+04
4.63463593879498842e-02,8.84350280974400071e+00,1.34698535283842612e+04
4.65552593115796040e-02,8.80831036680469381e+00,1.34162376569389598e+04
4.67651008232578408e-02,8.77344690962022611e+00,1.33631241510023283e+04
4.69758881670649386e-02,8.73891501086161959e+00,1.33105170635970117e+04
4.71876256062107868e-02,8.70471645457693555e+00,1.32584191572326017e+04
4.74003174231211882e-02,8.67085034670096277e+00,1.32068288020341497e+04
4.76139679195243387e-02,8.63731520554244980e+00,1.31557434073073910e+04
4.78285814165379311e-02,8.60410956212273881e+00,1.31051604069021250e+04
4.80441622547564742e-02,8.57123196340570104e+00,1.30550772771789398e+04
4.82607147943391671e-02,8.53868101775193189e+00,1.30054917984935164e+04
4.84782434150979949e-02,8.50645538417537672e+00,1.29564019925895755e+04
4.86967525165863321e-02,8.47455373461968442e+00,1.29078059044025867e+04
4.89162465181880030e-02,8.44297475256852081e+00,1.28597015952518777e+04
4.91367298592065502e-02,8.41171688396132566e+00,1.28120866671694075e+04
4.93582069989551286e-02,8.38077793457751063e+00,1.27649574940538914e+04
4.95806824168465721e-02,8.35015562933489974e+00,1.27183102896467099e+04
4.98041606124841330e-02,8.31984772016119045e+00,1.26721413134837803e+04
5.00286461057523404e-02,8.28985195585982737e+00,1.26264468573340400e+04
5.02541434369085729e-02,8.26016579795201977e+00,1.25812231203998999e+04
5.04806571666747209e-02,8.23078655139006798e+00,1.25364662662033243e+04
5.07081918763295711e-02,8.20171155212001857e+00,1.24921725043700135e+04
5.09367521678013788e-02,8.17293816675878304e+00,1.24483380864441315e+04
5.11663426637609317e-02,8.14446348480772997e+00,1.24049587138805837e+04
5.13969680077151631e-02,8.11628402725680864e+00,1.23620289775771889e+04
5.16286328641008749e-02,8.08839628953696099e+00,1.23195434029191656e+04
5.18613419183793015e-02,8.06079681181222263e+00,1.22774965852883561e+04
5.20950998771306517e-02,8.03348214907181912e+00,1.22358831794639773e+04
5.23299114681494912e-02,8.00644868474854299e+00,1.21946978383974038e+04
5.25657814405402074e-02,7.97969275186197979e+00,1.21539352515339069e+04
5.28027145648131968e-02,7.95321072933420403e+00,1.21135901751148849e+04
5.30407156329812113e-02,7.92699902264094103e+00,1.20736574014398175e+04
5.32797894586564333e-02,7.90105308669795203e+00,1.20341302292364489e+04
5.35199408771476759e-02,7.87536697164166366e+00,1.19949997526689913e+04
5.37611747455582697e-02,7.84993468574570219e+00,1.19562569952196300e+04
5.40034959428843248e-02,7.82475031228371343e+00,1.19178930927586571e+04
5.42469093701132832e-02,7.79980781887015162e+00,1.18798989712478287e+04
5.44914199503232083e-02,7.77510024385872534e+00,1.18422639704208468e+04
5.47370326287822118e-02,7.75062037956191041e+00,1.18049770000661556e+04
5.49837523730485195e-02,7.72636110605525328e+00,1.17680271050907922e+04
5.52315841730710022e-02,7.70231535795652267e+00,1.17314034135872989e+04
5.54805330412900255e-02,7.67847526262653002e+00,1.16950937880475103e+04
5.57306040127388963e-02,7.65483204933217287e+00,1.16590846832234274e+04
5.59818021451455108e-02,7.63137699996068886e+00,1.16233626341421914e+04
5.62341325190349184e-02,7.60810149966950711e+00,1.15879143354100306e+04
5.64876002378319614e-02,7.58499676168656922e+00,1.15527262355394887e+04
5.67422104279643180e-02,7.56205304715295057e+00,1.15177833871812436e+04
5.69979682389665024e-02,7.53926047657372678e+00,1.14830706427489986e+04
5.72548788435837952e-02,7.51660928554209029e+00,1.14485730311377738e+04
5.75129474378769795e-02,7.49408979646920503e+00,1.14142757154170486e+04
5.77721792413272359e-02,7.47169198552833436e+00,1.13801633457336284e+04
5.80325794969419884e-02,7.44940555797264992e+00,1.13462201717882763e+04
5.82941534713607365e-02,7.42722032592696912e+00,1.13124306072478248e+04
5.85569064549617407e-02,7.40512621910067548e+00,1.12787792456984735e+04
5.88208437619687288e-02,7.38311309577484387e+00,1.12452505707311611e+04
5.90859707305587331e-02,7.36117040121020860e+00,1.12118284319856593e+04
5.93522927229699140e-02,7.33928761063106450e+00,1.11784967246565557e+04
5.96198151256098069e-02,7.31745432242258254e+00,1.11452395324622375e+04
5.98885433491646302e-02,7.29566022471651188e+00,1.11120410958604243e+04
6.01584828287084761e-02,7.27389475305552757e+00,1.10788854905886601e+04
6.04296390238133335e-02,7.25214722981013704e+00,1.10457567581659314e+04
6.07020174186593264e-02,7.23040710214284932e+00,1.10126391289129097e+04
6.09756235221459303e-02,7.20866394499764862e+00,1.09795170235769110e+04
6.12504628680032026e-02,7.18690733802244974e+00,1.09463747647371220e+04
6.15265410149037628e-02,7.16512673211066708e+00,1.09131962637362158e+04
6.18038635465750497e-02,7.14331167918219379e+00,1.08799655593201951e+04
6.20824360719125501e-02,7.12145186550161569e+00,1.08466668954268243e+04
6.23622642250930212e-02,7.09953696649495658e+00,1.08132845097755671e+04
6.26433536656886003e-02,7.07755563054802028e+00,1.07798011539081217e+04
6.29257100787809637e-02,7.05549610100459379e+00,1.07461989991353857e+04
6.32093391750767064e-02,7.03334677866391456e+00,1.07124604558350147e+04
6.34942466910226877e-02,7.01109622143331723e+00,1.06785681717753068e+04
6.37804383889218202e-02,6.98873281904513988e+00,1.06445044819211071e+04
6.40679200570499763e-02,6.96624461038556753e+00,1.06102510993014384e+04
6.43566975097728672e-02,6.94361976772382050e+00,1.05757899332750221e+04
6.46467765876637263e-02,6.92084664519359549e+00,1.05411031711101823e+04
6.49381631576211593e-02,6.89791368031611185e+00,1.05061731157148515e+04
6.52308631129882577e-02,6.87480892140448940e+00,1.04709814079983043e+04
6.55248823736714614e-02,6.85152041094546593e+00,1.04355096571201320e+04
6.58202268862604634e-02,6.82803639639154003e+00,1.03997397868460102e+04
6.61169026241481828e-02,6.80434534454018092e+00,1.03636540569701974e+04
6.64149155876520292e-02,6.78043627521336045e+00,1.03272355541290162e+04
6.67142718041350141e-02,6.75629882349443633e+00,1.02904682835671247e+04
6.70149773281274452e-02,6.73192285727617801e+00,1.02533366071594701e+04
6.73170382414498419e-02,6.70729845734357877e+00,1.02158252144264752e+04
6.76204606533356289e-02,6.68241602728845407e+00,1.01779193654694718e+04
6.79252507005548012e-02,6.65726662984202555e+00,1.01396056399720674e+04
6.82314145475378664e-02,6.63184165881870147e+00,1.01008712009027895e+04
6.85389583865008423e-02,6.60613272739801349e+00,1.00617035417657116e+04
6.88478884375702399e-02,6.58013170912190226e+00,1.00220905428470505e+04
6.91582109489090047e-02,6.55383141141617642e+00,9.98202138610889961e+03
6.94699321968426792e-02,6.52722549722966949e+00,9.94148644941342900e+03
6.97830584859866487e-02,6.50030786578168929e+00,9.90047646650025854e+03
7.00975961493734839e-02,6.47307263326043003e+00,9.85898250142067809e+03
7.04135515485809077e-02,6.44551425448375603e+00,9.81699615808986164e+03
7.07309310738607200e-02,6.41762776404817181e+00,9.77450999641006820e+03
7.10497411442678750e-02,6.38940848371151482e+00,9.73151702560541889e+03
7.13699882077904191e-02,6.36085195723794783e+00,9.68801059080269442e+03
7.16916787414796086e-02,6.33195401062053254e+00,9.64398446069565216e+03
7.20148192515813468e-02,6.30271140994723211e+00,9.59943378349125669e+03
7.23394162736674812e-02,6.27312162390364314e+00,9.55435474201783472e+03
7.26654763727681424e-02,6.24318234190326660e+00,9.50874385379719388e+03
7.29930061435042216e-02,6.21289146457125785e+00,9.46259795683495031e+03
7.33220122102212074e-02,6.18224655831826464e+00,9.41591330077031307e+03
7.36525012271228713e-02,6.15124418891288638e+00,9.36868443650039262e+03
7.39844798784057428e-02,6.11988101269876505e+00,9.32090603337606808e+03
7.43179548783946403e-02,6.08815395028286233e+00,9.27257316815236663e+03
7.46529329716782569e-02,6.05606056098004863e+00,9.22368190892582788e+03
7.49894209332456346e-02,6.02360187543218206e+00,9.17423373240478759e+03
7.53274255686229716e-02,5.99078076133992088e+00,9.12423297539111445e+03
7.56669537140116505e-02,5.95760026021925704e+00,9.07368424109730586e+03
7.60080122364262395e-02,5.92406359012011219e+00,9.02259240309191773e+03
7.63506080338335058e-02,5.89017537793813073e+00,8.97096450322624514e+03
7.66947480352916655e-02,5.85594246794325279e+00,8.91881099686712150e+03
7.70404392010909378e-02,5.82137198228490238e+00,8.86614276586147207e+03
7.73876885228940714e-02,5.78647111493363031e+00,8.81297080120588362e+03
7.77365030238776344e-02,5.75124749916059930e+00,8.75930677908236794e+03
7.80868897588743449e-02,5.71571110344894873e+00,8.70516603234127433e+03
7.84388558145156373e-02,5.67987275887740317e+00,8.65056524259362777e+03
7.87924083093749783e-02,5.64374326933093773e+00,8.59552104577015598e+03
7.91475543941116549e-02,5.60733343097951487e+00,8.54005006320920256e+03
7.95043012516157693e-02,5.57065494577407083e+00,8.48417034965746825e+03
7.98626560971533034e-02,5.53372063819963600e+00,8.42790173697668251e+03
8.02226261785120992e-02,5.49654330442460015e+00,8.37126401031447676e+03
8.05842187761482143e-02,5.45913562891521842e+00,8.31427677613714332e+03
8.09474412033335949e-02,5.42151042738602218e+00,8.25695973272653100e+03
8.13123008063037500e-02,5.38368149166729459e+00,8.19933361603981575e+03
8.16788049644061875e-02,5.34566275704670346e+00,8.14141926367765336e+03
8.20469610902499341e-02,5.30746798130916364e+00,8.08323725301011746e+03
8.24167766298553872e-02,5.26911077814883644e+00,8.02480795991014747e+03
8.27882590628048753e-02,5.23060538547517240e+00,7.96615288546725787e+03
8.31614159023937316e-02,5.19196660134218479e+00,7.90729454635133789e+03
8.35362546957826441e-02,5.15320901219925442e+00,7.84825514400760676e+03
8.39127830241500755e-02,5.11434695700998088e+00,7.78905650348477684e+03
8.42910085028456407e-02,5.07539524365158456e+00,7.72972112600908895e+03
8.46709387815439557e-02,5.03637074099576054e+00,7.67027452839872331e+03
8.50525815443996386e-02,4.99729043926790428e+00,7.61074239253468386e+03
8.54359445102026022e-02,4.95817095885137338e+00,7.55114984338938393e+03
8.58210354325341929e-02,4.91902871341076242e+00,7.49152171178828394e+03
8.62078620999237322e-02,4.87988200782469583e+00,7.43188591132391412e+03
8.65964323360065430e-02,4.84075033738261329e+00,7.37227231041582399e+03
8.69867539996818928e-02,4.80165272694469358e+00,7.31271005908727420e+03
8.73788349852717694e-02,4.76260769607497636e+00,7.25322753246618231e+03
8.77726832226809472e-02,4.72363431302823322e+00,7.19385391738254020e+03
8.81683066775570956e-02,4.68475362794915817e+00,7.13462136979997285e+03
8.85657133514520661e-02,4.64598643709269155e+00,7.07556164926856582e+03
8.89649112819833471e-02,4.60735290521545604e+00,7.01670555057894580e+03
8.93659085429971828e-02,4.56887274760476370e+00,6.95808318596666049e+03
8.97687132447314157e-02,4.53056671321942250e+00,6.89972628521361003e+03
9.01733335339798686e-02,4.49245578012072500e+00,6.84166694765374177e+03
9.05797775942566441e-02,4.45456023616824659e+00,6.78393621624186289e+03
9.09880536459621442e-02,4.41689968716522952e+00,6.72656408938233017e+03
9.13981699465491182e-02,4.37949384248761131e+00,6.66958068125592672e+03
9.18101347906894599e-02,4.34236311174609035e+00,6.61301710322703457e+03
9.22239565104423786e-02,4.30552731745279527e+00,6.55690356414246889e+03
9.26396434754226256e-02,4.26900555976596419e+00,6.50126917139332545e+03
9.30572040929699695e-02,4.23281639999489556e+00,6.44614220492272125e+03
9.34766468083188251e-02,4.19697881930207028e+00,6.39155154640553428e+03
9.38979801047696294e-02,4.16151153481055314e+00,6.33752566075601499e+03
9.43212125038600802e-02,4.12643254986560226e+00,6.28409192659217570e+03
9.47463525655376088e-02,4.09175917404297262e+00,6.23127666959902126e+03
9.51734088883321866e-02,4.05750811832214708e+00,6.17910542432516559e+03
9.56023901095307688e-02,4.02369553978890870e+00,6.12760303931454018e+03
9.60333049053517102e-02,3.99033696412764005e+00,6.07679340442092962e+03
9.64661619911199725e-02,3.95744730044680759e+00,6.02669946202024312e+03
9.69009701214439273e-02,3.92504055334937263e+00,5.97734270280468718e+03
9.73377380903920342e-02,3.89312867759724446e+00,5.92874117341565761e+03
9.77764747316709620e-02,3.86172269329800599e+00,5.88091140728174923e+03
9.82171889188038355e-02,3.83083316744987634e+00,5.83386925565526508e+03
9.86598895653102159e-02,3.80047016136548788e+00,5.78762980931228958e+03
9.91045856248860824e-02,3.77064155808370183e+00,5.74220489676177749e+03
9.95512860915850895e-02,3.74135310606280891e+00,5.69760314991964606e+03
1.00000000000000047e-01,3.71261021537933544e+00,5.65383269143860980e+03
1.00450736425446274e-01,3.68441805814794243e+00,5.61090128522505165e+03
1.00903504484144840e-01,3.65678106212006560e+00,5.56881552999106225e+03
1.01358313333406641e-01,3.62970163918779853e+00,5.52757883626183138e+03
1.01815172171818222e-01,3.60318168169794495e+00,5.48719380434694085e+03
1.02274090239427393e-01,3.57722298504231695e+00,5.44766289503934331e+03
1.02735076817930343e-01,3.55182719012227155e+00,5.40898836252914316e+03
1.03198141230858909e-01,3.52699481707382034e+00,5.37117107802563260e+03
1.03663292843769822e-01,3.50272554358619237e+00,5.33421087259032720e+03
1.04130541064433688e-01,3.47901902705913368e+00,5.29810754379543414e+03
1.04599895343025426e-01,3.45587493303215165e+00,5.26286089282255762e+03
1.05071365172315079e-01,3.43329207584903440e+00,5.22846937711953979e+03
1.05544960087860323e-01,3.41126708754108643e+00,5.19492802329151527e+03
1.06020689668199081e-01,3.38979635919357358e+00,5.16223147134705050e+03
1.06498563535042959e-01,3.36887640600962968e+00,5.13037454724613326e+03
1.06978591353472402e-01,3.34850349231491995e+00,5.09935169233771467e+03
1.07460782832131771e-01,3.32867016221058298e+00,5.06915168274078587e+03
1.07945147723425949e-01,3.30936693411457661e+00,5.03976020888333551e+03
1.08431695823717172e-01,3.29058457472228794e+00,5.01116333699613369e+03
1.08920436973523715e-01,3.27231410145087098e+00,4.98334751137443345e+03
1.09411381057718582e-01,3.25454454734479226e+00,4.95629596297168791e+03
1.09904538005729593e-01,3.23726095553585136e+00,4.92998548685614151e+03
1.10399917791739813e-01,3.22044826806121831e+00,4.90439269294999940e+03
1.10897530434889882e-01,3.20409180390823600e+00,4.87949477503881917e+03
1.11397385999480333e-01,3.18817675091295305e+00,4.85526876991214613e+03
1.11899494595174925e-01,3.17268511172019840e+00,4.83168711309292303e+03
1.12403866377205619e-01,3.15759774726685194e+00,4.80872060980164133e+03
1.12910511546577580e-01,3.14289592893433811e+00,4.78634069132333207e+03
1.13419440350275777e-01,3.12856128867712391e+00,4.76451933950041985e+03
1.13930663081471720e-01,3.11457400790962069e+00,4.74322637452443905e+03
1.14444190079732333e-01,3.10091202948813693e+00,4.72242827456767100e+03
1.14960031731228610e-01,3.08755351198469086e+00,4.70209184998266574e+03
1.15478198468945914e-01,3.07447701784874861e+00,4.68218452461404286e+03
1.15998700772894522e-01,3.06166089657534490e+00,4.66267341281984773e+03
1.16521549170322328e-01,3.04908077383710863e+00,4.64352156369449222e+03
1.17046754235927322e-01,3.03671168556048388e+00,4.62469115252376287e+03
1.17574326592071177e-01,3.02452907902415680e+00,4.60614497774767187e+03
1.18104276908994749e-01,3.01250873797190888e+00,4.58784634098093829e+03
1.18636615905033466e-01,3.00062519972730346e+00,4.56975647908168048e+03
1.19171354346834291e-01,2.98885162215626110e+00,4.55183434937831316e+03
1.19708503049573076e-01,2.97716148911980172e+00,4.53403939893609004e+03
1.20248072877173900e-01,2.96552869361824145e+00,4.51633170028847053e+03
1.20790074742528453e-01,2.95392736369430065e+00,4.49867171467713706e+03
1.21334519607716865e-01,2.94233139540074884e+00,4.48101965912754713e+03
1.21881418484229037e-01,2.93071494558706780e+00,4.46333617331084497e+03
1.22430782433188001e-01,2.91905258435703852e+00,4.44558252606773385e+03
1.22982622565573199e-01,2.90731931994746295e+00,4.42772064744239196e+03
1.23536950042445401e-01,2.89549095011628888e+00,4.40971357136380539e+03
1.24093776075172010e-01,2.88354399948156148e+00,4.39152535888246348e+03
1.24653111925654494e-01,2.87145542760766581e+00,4.37312073402771239e+03
1.25214968906555785e-01,2.85920263102267525e+00,4.35446508959716266e+03
1.25779358381528789e-01,2.84676395296940443e+00,4.33552532112544395e+03
1.26346291765446900e-01,2.83411956494677097e+00,4.31627126987777228e+03
1.26915780524634342e-01,2.82125031814876159e+00,4.29667383928107301e+03
1.27487836177098357e-01,2.80813751978318527e+00,4.27670462663948365e+03
1.28062470292761771e-01,2.79476309741775086e+00,4.25633618283206306e+03
1.28639694493697471e-01,2.78111111303669967e+00,4.23554441336785294e+03
1.29219520454363329e-01,2.76716713125196323e+00,4.21430757478340092e+03
1.29801959901838182e-01,2.75291720280732166e+00,4.19260466059523787e+03
1.30387024616058889e-01,2.73834787222941367e+00,4.17041541091576346e+03
1.30974726430059002e-01,2.72344714572105184e+00,4.14772167270880072e+03
1.31565077230207939e-01,2.70820548640193959e+00,4.12450879845796408e+03
1.32158088956450953e-01,2.69261407095992977e+00,4.10076320142929399e+03
1.32753773602551306e-01,2.67666456014263909e+00,4.07647203553101463e+03
1.33352143216332431e-01,2.66034952001936453e+00,4.05162383605664718e+03
1.33953209899921766e-01,2.64366518057842637e+00,4.02621271423515464e+03
1.34556985809995144e-01,2.62660968647871540e+00,4.00023569782555569e+03
1.35163483158023318e-01,2.60918159715340758e+00,3.97369045084138861e+03
1.35772714210518425e-01,2.59137994740804034e+00,3.94657536737747614e+03
1.36384691289282323e-01,2.57320786326828266e+00,3.91889515326589753e+03
1.36999426771655525e-01,2.55467441436098719e+00,3.89066368553320763e+03
1.37616933090767918e-01,2.53578929936798803e+00,3.86189580868815301e+03
1.38237222735790088e-01,2.51656234658801026e+00,3.83260656383284731e+03
1.38860308252185510e-01,2.49700459108034512e+00,3.80281285885059833e+03
1.39486202241965035e-01,2.47713318934081572e+00,3.77254108847173029e+03
1.40114917363941188e-01,2.45696725850977860e+00,3.74182068321683028e+03
1.40746466333984438e-01,2.43652570264972468e+00,3.71068073926690158e+03
1.41380861925280127e-01,2.41582726244264290e+00,3.67915008755548479e+03
1.42018116968587210e-01,2.39489257829660040e+00,3.64726025231158519e+03
1.42658244352497465e-01,2.37374443573924365e+00,3.61504580145978753e+03
1.43301257023696366e-01,2.35240530762371503e+00,3.58254081834965882e+03
1.43947167987224511e-01,2.33089719192973188e+00,3.54977866761565474e+03
1.44595990306741196e-01,2.30924262147716242e+00,3.51679352247435963e+03
1.45247737104788499e-01,2.28746772746616100e+00,3.48362499869909561e+03
1.45902421563056162e-01,2.26559897197555049e+00,3.45031321195233932e+03
1.46560056922648951e-01,2.24366204989870610e+00,3.41689711673001966e+03
1.47220656484354062e-01,2.22168209380243198e+00,3.38341483328686854e+03
1.47884233608910259e-01,2.19968741150538616e+00,3.34990959987580027e+03
1.48550801717277581e-01,2.17770883466095766e+00,3.31642873558794599e+03
1.49220374290909785e-01,2.15577621650236129e+00,3.28301806330570253e+03
1.49892964872026080e-01,2.13391831132127985e+00,3.24972171753718158e+03
1.50568587063885762e-01,2.11216347735307552e+00,3.21658314128362781e+03
1.51247254531062414e-01,2.09054101519793356e+00,3.18364698393067010e+03
1.51928980999721297e-01,2.06907942155053615e+00,3.15095662855011187e+03
1.52613780257896431e-01,2.04780601690068753e+00,3.11855366657883405e+03
1.53301666155769234e-01,2.02674703884409713e+00,3.08647802829567081e+03
1.53992652605949271e-01,2.00592844142323568e+00,3.05476906999875882e+03
1.54686753583755165e-01,1.98537560699885240e+00,3.02346518903069045e+03
1.55383983127497516e-01,1.96511280749387018e+00,2.99260309989303460e+03
1.56084355338762387e-01,1.94516323304421523e+00,2.96221788011681383e+03
1.56787884382697085e-01,1.92554922175895937e+00,2.93234346619648932e+03
1.57494584488296424e-01,1.90629251928188270e+00,2.90301321602365306e+03
1.58204469948690502e-01,1.88741395009560819e+00,2.87425911707096611e+03
1.58917555121433379e-01,1.86893341021332615e+00,2.84611173179586922e+03
1.59633854428794270e-01,1.85086940722315907e+00,2.81859947579969685e+03
1.60353382358048802e-01,1.83323534796042087e+00,2.79174280309925780e+03
1.61076153461771593e-01,1.81604190447011238e+00,2.76555790933509661e+03
1.61802182358131458e-01,1.79929926644758309e+00,2.74006025715271335e+03
1.62531483731186477e-01,1.78301715413903938e+00,2.71526459564800189e+03
1.63264072331181287e-01,1.76720184027516170e+00,2.69118036342097093e+03
1.63999962974844815e-01,1.75185435696789038e+00,2.66780892037929470e+03
1.64739170545690733e-01,1.73697523698732659e+00,2.64515086411247330e+03
1.65481709994318160e-01,1.72256501046747057e+00,2.62320679556133337e+03
1.66227596338714007e-01,1.70862352348225066e+00,2.60197632774091153e+03
1.66976844664556312e-01,1.69514648113772370e+00,2.58145305449485113e+03
1.67729470125520225e-01,1.68212822780940008e+00,2.56162859795972690e+03
1.68485487943583867e-01,1.66956335233176811e+00,2.54249494564342422e+03
1.69244913409336589e-01,1.65744656749748298e+00,2.52404426416750994e+03
1.70007761882287389e-01,1.64576852532903506e+00,2.50626241836620511e+03
1.70774048791176747e-01,1.63451491550201955e+00,2.48912757544153510e+03
1.71543789634288041e-01,1.62367159246880632e+00,2.47261814663889527e+03
1.72316999979760632e-01,1.61322489113227685e+00,2.45671327668961931e+03
1.73093695465905584e-01,1.60315998582908725e+00,2.44139033053984531e+03
1.73873891801521380e-01,1.59345546873305666e+00,2.42661658978189053e+03
1.74657604766211977e-01,1.58408862129263128e+00,2.41235732625422770e+03
1.75444850210705161e-01,1.57503734326443268e+00,2.39857875654700274e+03
1.76235644057174401e-01,1.56627992422218143e+00,2.38524769706665211e+03
1.77030002299559841e-01,1.55779129081078227e+00,2.37232591394571818e+03
1.77827941003892431e-01,1.54954329182452288e+00,2.35977055131582938e+03
1.78629476308617974e-01,1.54150826740749780e+00,2.34753950344827990e+03
1.79434624424924749e-01,1.53365915705393108e+00,2.33559157667956288e+03
1.80243401637070699e-01,1.52596843795978399e+00,2.32388484119704481e+03
1.81055824302712304e-01,1.51840586848245129e+00,2.31237312641546214e+03
1.81871908853236564e-01,1.51094115440644505e+00,2.30101016365639680e+03
1.82691671794092458e-01,1.50354459145228203e+00,2.28975058487398610e+03
1.83515129705125263e-01,1.49618710688594936e+00,2.27854999463630293e+03
