case,chi,g,gp,logg,K,dA,A,Ap,tree,loop,loopp,V,Vp,rad,dust,denominator,numerator,E2,E,f,u,q,tau,N,a,z,t_Gyr,kinetic,rho,work,Omega_chi,energy_residual,lnt,friedmann_residual,delta_alpha,delta_alpha_linear,s_chi,s_age,gauge_denominator,mass_eV,H_over_mass,mass_adiabatic,kinetic_loop_fraction
chi_probe,137.666271448234,0.9998258875887384,-0.007261413886359023,-0.00017412757058711518,1.0,0.0,1.0,0.0,47.922424158106026,0.0,0.0,47.922424158106026,-95.84484831621205,0.06307137823197952,42.20305834026701,0.9999630673539444,42.952600179592444,42.95418659136243,6.55394435369743,-1.4768173846628154,0.023971493520220738,1.4886096746089814,0.10212410329533447,-1.6325584436968799,0.19542894003809708,4.1169494129429305,1.4815453093220103,47.5923530996239,95.51477725772992,4.710394808856762,7.412143404971908e-05,2.8357855461222317e-16,138.0126438925587,-1.0311410985788375e-16,2.9460379896691546e-06,2.9685621528642254e-06,1.594236265309831e-06,1.6569864205819945e-06,0.9999970539706895,,,,
chi_probe,137.66866809002946,0.9998084850351692,-0.007261034656169051,-0.00019153330616351256,1.0,0.0,1.0,0.0,47.69326803265164,0.0,0.0,47.69326803265164,-95.38653606530328,0.06266649909223736,41.99970676053558,0.9999630702443664,42.74883608218376,42.750414844557206,6.5383801391902265,-1.4767021479358946,0.026368135315652973,1.4885514226984533,0.10237005193978357,-1.6309484255078297,0.19574383761361533,4.108717659730011,1.485113360827578,47.362871203369686,95.05613923602132,5.1690328305653495,7.411712812741159e-05,2.8357855461222317e-16,138.01504932818358,1.1536306396404385e-16,2.9426687713778264e-06,2.9651413141764204e-06,1.5923991385080182e-06,1.655156400930728e-06,0.9999970573398879,,,,
chi_probe,137.6710646378205,0.9997910840729806,-0.007260655467259018,-0.0002089377529916525,1.0,0.0,1.0,0.0,47.46521661307298,0.0,0.0,47.46521661307298,-94.93043322614596,0.062264219025519985,41.79733501180709,0.9999630731481056,42.546054451674564,42.54762560154361,6.522854099360464,-1.476586378608388,0.028764683106714532,1.488492900104775,0.10261658602704196,-1.6293384073187795,0.19605924258830917,4.100499149126209,1.4886899055293648,47.13449607136182,94.5997126844348,5.625459382151886,7.411280210272006e-05,4.253678319183348e-16,138.01745469673415,-5.68046618050762e-17,2.939299802571462e-06,2.9617207883080913e-06,1.5905621797027398e-06,1.6533265279871857e-06,0.9999970607088369,,,,
chi_probe,137.6734610911704,0.9997736847051737,-0.007260276319692618,-0.00022634090799714753,1.0,0.0,1.0,0.0,47.238264572800496,0.0,0.0,47.238264572800496,-94.47652914560099,0.06186452134739017,41.59593837285533,0.9999630760652225,42.34425054997666,42.34581412405547,6.507366143383625,-1.4764700742569274,0.031161136456595885,1.4884341055789416,0.10286370690460478,-1.6277283891297294,0.1963751557797585,4.092293859827841,1.4922749629758907,46.90722236451524,94.14548693731574,6.07968512927092,7.410845588461152e-05,0.0,138.0198599979256,-8.02414519323015e-17,2.935931083845165e-06,2.9583005758490575e-06,1.5887253892107518e-06,1.6514968019533455e-06,0.9999970640775359,,,,
chi_probe,137.67585744964026,0.9997562869347637,-0.007259897213533856,-0.00024374276809140753,1.0,0.0,1.0,0.0,47.01240661094996,0.0,0.0,47.01240661094996,-94.02481322189992,0.06146738948051444,41.395512145203035,0.9999630789957776,42.14341966185876,42.144975696684405,6.491916180657634,-1.4763532324480024,0.03355749492647224,1.4883750378665348,0.103111415922742,-1.6261183709406792,0.19669157800686063,4.084101770565488,1.4958685527559317,46.68104476951131,93.69345138046127,6.531720686125411,7.410408938166917e-05,2.8357855461222317e-16,138.02226523147183,-1.4244744884166662e-16,2.932562615796787e-06,2.9548806773920894e-06,1.586888767350396e-06,1.6496672230321354e-06,0.9999970674459842,,,,
chi_probe,137.67825371278929,0.99973889076478,-0.0072595181488470314,-0.00026114333017158075,1.0,0.0,1.0,0.0,46.78763745219849,0.0,0.0,46.78763745219849,-93.57527490439698,0.06107280695397547,41.196051653011914,0.9999630819398319,41.94355709483581,41.9451056267691,6.476504120802295,-1.476235850737927,0.0359537580754951,1.4883156957077042,0.10335971443450191,-1.6245083527516289,0.19700851008983233,4.075922860103952,1.499470694498569,46.45595799867309,93.24359545087158,6.981576615715083,7.409970250209131e-05,1.4178927730611159e-16,138.02467039708532,3.872048550395766e-17,2.929194399026939e-06,2.95146109353258e-06,1.5850523144414216e-06,1.6478377914275072e-06,0.9999970708141811,,,,
chi_probe,137.68064988017457,0.9997214961982654,-0.007259139125696752,-0.0002785425911204831,1.0,0.0,1.0,0.0,46.56395184666146,0.0,0.0,46.56395184666146,-93.12790369332292,0.06068075740258915,40.99755224297405,0.9999630848974463,41.74465817905971,41.74619924428604,6.461129873658789,-1.476117926672803,0.0383499254607822,1.4882560778371443,0.10360860379571422,-1.6228983345625787,0.1973259528502119,4.067757107242197,1.5030814078732353,46.23195678984193,92.79590863650338,7.429263430083274,7.409529515368973e-05,0.0,138.0270754944772,6.146882227104596e-17,2.9258264341390087e-06,2.9480418248687827e-06,1.5832160308051155e-06,1.6460085073443736e-06,0.9999970741821262,,,,
chi_probe,137.6830459513512,0.9997041032382779,-0.007258760144147928,-0.00029594054780655133,1.0,0.0,1.0,0.0,46.34134456976954,0.0,0.0,46.34134456976954,-92.68268913953908,0.060291224566225585,40.80000928420287,0.9999630878686825,41.546718267209606,41.54825190173982,6.445793349289118,-1.4759994577884854,0.04074599663741072,1.4881961829840762,0.10385808536499365,-1.6212883163735285,0.19764390711086155,4.0596044908132916,1.5067007125897653,46.0090359062539,92.35038047602345,7.874791590563265,7.409086724388863e-05,5.671571092244463e-16,138.02948052335717,4.760774167251368e-17,2.9224587217391646e-06,2.944622872001683e-06,1.58137991676423e-06,1.644179370988753e-06,0.999997077549819,,,,
chi_probe,137.6854419258722,0.9996867118878889,-0.0072583812042657765,-0.0003133371970837722,1.0,0.0,1.0,0.0,46.119810422146756,0.0,0.0,46.119810422146756,-92.23962084429351,0.05990419228913485,40.6034181681253,0.999963090853602,41.34973273438335,41.351258974054566,6.430494457975573,-1.4758804416105498,0.04314197115840713,1.4881360098722245,0.10410816050374305,-1.6196782981844784,0.19796237369596928,4.051464989684355,1.5103286283984434,45.78719013641718,91.90700055856394,8.31817150802272,7.408641867972312e-05,0.0,138.03188548343363,-6.890439082107899e-18,2.919091262436375e-06,2.9412042355351504e-06,1.5795439726430673e-06,1.642350382567531e-06,0.9999970809172586,,,,
chi_probe,137.68783780328852,0.9996693221501846,-0.0072580023061158214,-0.0003307325357916224,1.0,0.0,1.0,0.0,45.89934422948894,0.0,0.0,45.89934422948894,-91.79868845897788,0.059519644519276924,40.40777430837436,0.9999630938522668,41.15369697798946,41.15521585846593,6.41523311022023,-1.475760875654253,0.045537848574738624,1.4880755572197986,0.10435883057615677,-1.6180682799954282,0.19828135343105122,4.043338582756507,1.5139651750900505,45.5664142939904,91.46575852347934,8.759413543107303,7.408194936783788e-05,-1.4178927730611159e-16,138.03429037441353,-3.8009444534119736e-17,2.915724056842414e-06,2.9377859160757593e-06,1.577708198767382e-06,1.6405215422886976e-06,0.9999970842844446,,,,
chi_probe,137.6902335831491,0.999651934028265,-0.007257623449763886,-0.0003481265607550062,1.0,0.0,1.0,0.0,45.6799408424428,0.0,0.0,45.6799408424428,-91.3598816848856,0.05913756530765594,40.21307314068203,0.9999630968647388,40.95860641763928,40.9601179744132,6.400009216744395,-1.4756407574245036,0.047933628435304215,1.4880148237394706,0.10461009694922394,-1.616458261806378,0.19860084714295356,4.0352252489648075,1.517610372495911,45.346703217660824,91.02664406010362,9.198528006483045,7.40774592144858e-05,1.4178927730611159e-16,138.0366951960024,-6.133559663213843e-17,2.9123571055718794e-06,2.9343679142328774e-06,1.5758725954644293e-06,1.6386928503612754e-06,0.9999970876513762,,,,
chi_probe,137.6926292650007,0.9996345475252453,-0.007257244635276126,-0.0003655192687841938,1.0,0.0,1.0,0.0,45.461595136485556,0.0,0.0,45.461595136485556,-90.92319027297111,0.0587579388076587,40.019310122772744,0.9999630998910808,40.7644564950398,40.76596076343217,6.384822688488081,-1.4755200844158225,0.050329310286925825,1.487953808138355,0.10486196099273166,-1.614848243617328,0.19892085565985484,4.027124967278203,1.5212642404879428,45.12805177102362,90.58964690750918,9.635525159077526,7.407294812552681e-05,5.671571092244463e-16,138.03909994790448,2.30319380137037e-17,2.9089904092421983e-06,2.930950230618955e-06,1.574037163063119e-06,1.6368643069952127e-06,0.999997091018053,,,,
chi_probe,137.69502484838813,0.9996171626442545,-0.007256865862718978,-0.00038291065667475876,1.0,0.0,1.0,0.0,45.2443020118052,0.0,0.0,45.2443020118052,-90.4886040236104,0.058380749274397396,39.82648073425747,0.9999631029313552,40.57124267388711,40.57273968904853,6.369673436609489,-1.4753988541123102,0.05272489367433933,1.4878925091179873,0.10511442407926838,-1.6132382254282778,0.19924137981126808,4.019037716699476,1.5249267989787012,44.91045484246156,90.15475685426676,10.070415212319908,7.406841600642637e-05,2.8357855461222317e-16,138.04150462982244,1.0516879320293236e-16,2.9056239684736467e-06,2.927532865848947e-06,1.5722019018937068e-06,1.6350359124016089e-06,0.9999970943844741,,,,
chi_probe,137.69742033285397,0.9995997793884365,-0.007256487132159214,-0.00040030072120751463,1.0,0.0,1.0,0.0,45.028056393181316,0.0,0.0,45.028056393181316,-90.05611278636263,0.0580059810640567,39.63458047652834,0.999963105985625,40.378960439760355,40.380450236671855,6.354561372484481,-1.475277063987612,0.05512037814018554,1.487830925374304,0.105367487584227,-1.6116282072392276,0.19956242042804287,4.010963476265184,1.5285980679214286,44.693907345025494,89.72196373820681,10.503208328379834,7.406386276225407e-05,0.0,138.04390924145767,5.730795727610465e-17,2.9022577838893537e-06,2.924115820540931e-06,1.5703668122881243e-06,1.6332076667925128e-06,0.9999970977506392,,,,
chi_probe,137.6998157179388,0.9995823977609496,-0.007256108443663903,-0.00041768945914845266,1.0,0.0,1.0,0.0,44.812853229866406,0.0,0.0,44.812853229866406,-89.62570645973281,0.057633618633244836,39.44360487265361,0.9999631090539535,40.18760530001603,40.18908791348991,6.339486407706062,-1.4751547115048818,0.05751576322500121,1.4877690555976208,0.10562115288580816,-1.6100181890501775,0.1998839783423676,4.002902225045613,1.5322780673100986,44.47840421631514,89.29125744618155,10.933914620405126,7.405928829768239e-05,2.8357855461222317e-16,138.04631378251008,-6.928907831414274e-17,2.89889185611532e-06,2.9206990953156875e-06,1.5685318945797563e-06,1.6313795703810039e-06,0.9999971011165474,,,,
chi_probe,137.702211003181,0.999565017764967,-0.007255729797300449,-0.00043507686724867793,1.0,0.0,1.0,0.0,44.59868749546793,0.0,0.0,44.59868749546793,-89.19737499093586,0.05726364653834896,39.25354946727314,0.999963112136404,39.997172783682856,39.998648248363466,6.324448454083839,-1.475031794116747,0.05991104846720991,1.4877068984726112,0.10587542136502341,-1.6084081708611273,0.2002060543877715,3.994853942144716,1.535966817179465,44.2639404183604,88.86262791382833,11.362544152758366,7.405469251698535e-05,4.253678319183348e-16,138.04871825267819,-2.0416216849265494e-17,2.895526185780427e-06,2.917282690797031e-06,1.5666971491036155e-06,1.6295516233812173e-06,0.9999971044821983,,,,
chi_probe,137.7046061881169,0.9995476394036762,-0.007255351193136548,-0.00045246294224434867,1.0,0.0,1.0,0.0,44.38555418783075,0.0,0.0,44.38555418783075,-88.7711083756615,0.056896049434894624,39.06440982649452,0.9999631152330403,39.80765844135719,39.80912679172177,6.309447423643514,-1.474908309265275,0.062306233403113295,1.4876444526782862,0.10613029440569847,-1.606798152672077,0.20052864939912704,3.986818606700062,1.5396643376051058,44.05051093750353,88.43606512533428,11.789106941252376,7.405007532403717e-05,0.0,138.051122651659,-2.9457392418971033e-17,2.8921607735164495e-06,2.9138666076114763e-06,1.5648625761961654e-06,1.6277238260083783e-06,0.9999971078475911,,,,
chi_probe,137.70700127228068,0.99953026268028,-0.00725497263124023,-0.00046984768085660283,1.0,0.0,1.0,0.0,44.173448328920365,0.0,0.0,44.173448328920365,-88.34689665784073,0.05653081207690952,38.87618153778983,0.9999631183439264,39.61905784509922,39.6205191154587,6.294483228626373,-1.4747842543819358,0.06470131756688063,1.4875817168879735,0.10638577339447618,-1.6051881344830268,0.2008517642126517,3.9787961978827853,1.5433706487034695,43.838110784282044,88.01155911320241,12.21361295338428,7.404543662231072e-05,4.253678319183348e-16,138.05352697914816,8.503842822951227e-17,2.88879561995807e-06,2.910450846388638e-06,1.5630281761955342e-06,1.6258961784786965e-06,0.9999971112127252,,,,
chi_probe,137.70939625520433,0.9995128875979957,-0.007254594111679845,-0.00048723107979150795,1.0,0.0,1.0,0.0,43.962364964706396,0.0,0.0,43.962364964706396,-87.92472992941279,0.05616791931629091,38.688860209892304,0.9999631214691265,39.43136658832893,39.4328208128287,6.279555781488743,-1.4746596268875696,0.0670963004905416,1.4875186897692947,0.10664185972081994,-1.6035781162939766,0.20117539966591053,3.9707866948975243,1.5470857706319225,43.626734993311246,87.58909995801764,12.636072108569001,7.404077631487647e-05,-1.4178927730611159e-16,138.05593123483985,-1.3427418126343238e-16,2.885430725742887e-06,2.9070354077609618e-06,1.5611939494413704e-06,1.6240686810094586e-06,0.9999971145776,,,,
chi_probe,137.71179113641776,0.9994955141600558,-0.0072542156345240475,-0.0005046131357399887,1.0,0.0,1.0,0.0,43.75229916504692,0.0,0.0,43.75229916504692,-87.50459833009384,0.05580735610217747,38.50244147269425,0.9999631246087051,39.244580285723444,39.24602749834422,6.2646649949015005,-1.4745344241923481,0.06949118170397585,1.4874553699841462,0.10689855477701665,-1.6019680981049265,0.20149955659781815,3.9627900769823734,1.5508097235887928,43.41637862316867,87.16867778821559,13.056494278371098,7.40360943044008e-05,2.8357855461222317e-16,138.05833541842676,2.7051165047025376e-17,2.882066091511432e-06,2.9036202923637693e-06,1.5593598962748673e-06,1.6222413338190061e-06,0.9999971179422148,,,,
chi_probe,137.7141859154487,0.9994781423697073,-0.007253837199841825,-0.0005219938453777637,1.0,0.0,1.0,0.0,43.54324602357322,0.0,0.0,43.54324602357322,-87.08649204714644,0.05544910748032514,38.31692097714478,0.999963127762727,39.05869457311408,39.060134807672625,6.2498107817495265,-1.4744086436957424,0.07188596073490398,1.4873917561886763,0.1071558599581799,-1.6003580799158763,0.20182423584864087,3.9548063234088255,1.554542527813416,43.20703675627775,86.75028277985098,13.474889286735706,7.403139049314506e-05,2.8357855461222317e-16,138.0607395296002,1.3415637108931863e-16,2.8787017179071776e-06,2.9002055008354356e-06,1.5575260170388574e-06,1.6204141371267446e-06,0.999997121306569,,,,
chi_probe,137.71658059182266,0.9994607722302129,-0.00725345880770249,-0.0005393732053652811,1.0,0.0,1.0,0.0,43.3352006575751,0.0,0.0,43.3352006575751,-86.6704013151502,0.05509315859248681,38.13229439514868,0.9999631309312573,38.8737051073846,38.87513839753456,6.234993055131222,-1.4742822827864874,0.07428063710887836,1.487327847033264,0.10741377666225303,-1.5987480617268262,0.20214943825999904,3.946835413481721,1.5582842035861795,42.99870449879322,86.33390515636832,13.891266910218361,7.402666478296366e-05,2.8357855461222317e-16,138.06314356804992,5.13944861887102e-17,2.8753376055765556e-06,2.8967910338172516e-06,1.5556923120777397e-06,1.6185870911531467e-06,0.9999971246706619,,,,
chi_probe,137.71897516506306,0.9994434037448497,-0.007253080458175673,-0.0005567512123476542,1.0,0.0,1.0,0.0,43.128158207886834,0.0,0.0,43.128158207886834,-86.25631641577367,0.05473949467579608,37.948557419465125,0.9999631341143612,38.68960756636936,38.691033945602044,6.22021172835797,-1.4741553388425435,0.07667521034927377,1.4872636411624987,0.10767230629001225,-1.597138043537776,0.202475164674869,3.9388773265391936,1.562034771228568,42.79137698048614,85.91953518837298,14.305636878213676,7.402191707530329e-05,0.0,138.06554753346427,-3.6865811860374535e-17,2.871973755168962e-06,2.893376891953428e-06,1.5538587817374812e-06,1.6167601961197609e-06,0.999997128034493,,,,
chi_probe,137.72136963469106,0.9994260369169105,-0.007252702151331331,-0.0005741278629545957,1.0,0.0,1.0,0.0,42.922113838773534,0.0,0.0,42.922113838773534,-85.84422767754707,0.05438810106215504,37.76570576360745,0.9999631373121044,38.50639764875241,38.50781715039757,6.205466714953644,-1.4740278092310646,0.07906967997727808,1.4871991372151578,0.10793145024506966,-1.5955280253487258,0.20280141593758547,3.9309320419526155,1.565794251103208,42.585049354630215,85.50716319340376,14.718008873182933,7.401714727120105e-05,4.253678319183348e-16,138.0679514255301,2.0925077405560176e-16,2.868610167336777e-06,2.889963075891248e-06,1.5520254263656983e-06,1.614933452249189e-06,0.9999971313980616,,,,
chi_probe,137.72376400022569,0.999408671749703,-0.007252323887239747,-0.0005915031538003525,1.0,0.0,1.0,0.0,42.71706273781818,0.0,0.0,42.71706273781818,-85.43412547563636,0.05403896317762584,37.58373516174292,0.9999631405245527,38.32407107396666,38.32548373119325,6.1907579286540715,-1.473899691308363,0.08146404551188287,1.4871343338241858,0.10819120993387635,-1.5939180071596757,0.20312819289384365,3.922999539126544,1.569562663613911,42.37971679788791,85.09677953570609,15.128392530880564,7.401235527128348e-05,0.0,138.07035524393282,2.8515642425561687e-18,2.8652468427353732e-06,2.8865495862808417e-06,1.5501922463115373e-06,1.613106859765097e-06,0.9999971347613669,,,,
chi_probe,137.72615826118366,0.9993913082465506,-0.007251945665971542,-0.0006088770814836427,1.0,0.0,1.0,0.0,42.51300011580911,0.0,0.0,42.51300011580911,-85.02600023161823,0.05369206654182623,37.402641368593436,0.9999631437517721,38.142623582093975,38.144029427910986,6.176085283406552,-1.4737709824198706,0.08385830646987434,1.4870692296166728,0.10845158676572542,-1.5923079889706253,0.20345549639070143,3.9150797974986693,1.5733400292057198,42.17537451019797,84.68837462600709,15.536797440579605,7.400754097576487e-05,4.253678319183348e-16,138.07275898835624,2.079151618285469e-16,2.8618837820231303e-06,2.883136423775567e-06,1.5483592419258774e-06,1.6112804188923097e-06,0.9999971381244084,,,,
chi_probe,137.7285524170796,0.9993739464107916,-0.00725156748759765,-0.0006262496425875801,1.0,0.0,1.0,0.0,42.3099212066282,0.0,0.0,42.3099212066282,-84.6198424132564,0.05334739676732922,37.22242015933635,0.9999631469938292,37.96205093376542,37.96345000102257,6.1614486933693255,-1.4736416799001077,0.08625246236582261,1.487003823213832,0.10871258215275485,-1.5906979707815752,0.20378332727658147,3.9071727965397627,1.5771263683649477,41.9720177146627,84.2819389212909,15.943233145295782,7.400270428444615e-05,2.8357855461222317e-16,138.07516265848275,1.977432462562656e-17,2.8585209858614465e-06,2.8797235890315855e-06,1.5465264135611031e-06,1.6094541298567039e-06,0.9999971414871852,,,,
chi_probe,137.73094646742587,0.9993565862457798,-0.0072511893521893505,-0.000643620833679622,1.0,0.0,1.0,0.0,42.10782126713935,0.0,0.0,42.10782126713935,-84.2156425342787,0.05300493955906596,37.04306732950586,0.9999631502507903,37.78234891006201,37.7837412314506,6.146848072911075,-1.4735117810726441,0.08864651271207413,1.48693811323098,0.10897419750995077,-1.589087952592525,0.20411168640127367,3.899278515753618,1.5809217016192265,41.76964165743624,83.87746292457558,16.347709142011073,7.399784509671344e-05,0.0,138.07756625399327,1.3102109421202899e-16,2.8551584549147516e-06,2.8763110827081933e-06,1.544693761571283e-06,1.607627992885197e-06,0.999997144849697,,,,
chi_probe,137.73334041173254,0.9993392277548849,-0.007250811259818246,-0.0006609906513114945,1.0,0.0,1.0,0.0,41.90669557707769,0.0,0.0,41.90669557707769,-83.81339115415538,0.052664680713733196,36.86457869489509,0.9999631535227227,37.60351331241624,37.60489892046983,6.132283336610421,-1.473381283250066,0.0910404570187409,1.4868720982775132,0.10923643425515019,-1.5874779344034748,0.20444057461593712,3.891396934677003,1.5847260495375484,41.56824160761333,83.47493718469102,16.750234881895622,7.399296331153661e-05,-1.4178927730611159e-16,138.07996977456713,1.2990279055614217e-16,2.8517961898505215e-06,2.872898905467753e-06,1.5428612863121323e-06,1.6058020082058638e-06,0.9999971482119429,,,,
chi_probe,137.7357342495075,0.9993218709414917,-0.007250433210556282,-0.0006783590920191267,1.0,0.0,1.0,0.0,41.70653943893927,0.0,0.0,41.70653943893927,-83.41307887787853,0.05232660611920404,36.68695009145839,0.9999631568096935,37.42553996251374,37.42691888960898,6.117754399255414,-1.4732501837339405,0.09343429479369125,1.4868057769568876,0.10949929380904404,-1.5858679162144247,0.2047699927731024,3.8835280328796067,1.5885394327303062,41.36781285711853,83.0743522960578,17.150819770528873,7.398805882746795e-05,1.4178927730611159e-16,138.08237321988224,-2.4333550607626274e-19,2.8484341913392885e-06,2.8694870579756305e-06,1.5410289881409792e-06,1.6039761760478417e-06,0.9999971515739222,,,,
