phase,mG_eV,max_initial_axis_tree_force_ratio,max_tree_index,max_charged_CW_force_ratio,max_CW_index,max_d_over_s,max_h_over_s,min_scalar_ratio,VA_marker_eV,VA_over_MI,direct_gaugino_cX1_eV,gauge_common_msoft_cX1_eV,gauge_common_old_force_ratio_cX1,phase_offset_for_axis_longitudinal_budget
quadrature,1.7782794100389227e-25,106114208.37499167,1024,7.95365994943834e-18,1024,3.21133135337849e-72,1.792018792696798e-36,1.0,27.386075205963508,2.7386075205963506e-10,1.412231275687905e-26,2.065624584107512e-27,3.4641085793359976e-23,3.1412695664220897e-10
quadrature,3.162277660168379e-25,188700711.8658275,1024,2.5151681174684826e-17,1024,1.0155121398187086e-71,3.186710121455525e-36,1.0,36.51991822998895,3.651991822998895e-10,2.511341799768803e-26,3.673257666788601e-27,1.0954473172831841e-22,1.7664656907619112e-10
quadrature,5.62341325190349e-25,335562590.5706885,1024,7.953659949438339e-17,1024,3.211331353378489e-71,5.666860994746994e-36,1.0,48.70009366054235,4.870009366054235e-10,4.4658674140989543e-26,6.532078476617785e-27,3.464108579335997e-22,9.933566574463386e-11
quadrature,1e-24,596724045.5911765,1024,2.515168117468482e-16,1024,1.0155121398187083e-70,1.0077262226511268e-35,1.0,64.94261864469445,6.494261864469445e-10,7.941560070455935e-26,1.1615860659727816e-26,1.0954473172831838e-21,5.5860549913502966e-11
quadrature,1.778279410038923e-24,1061142083.7499168,1024,7.953659949438341e-16,1024,3.21133135337849e-70,1.792018792696798e-35,1.0,86.60237382350954,8.660237382350954e-10,1.412231275687905e-25,2.065624584107512e-26,3.4641085793359966e-21,3.141269566422089e-11
quadrature,3.1622776601683795e-24,1887007118.6582751,1024,2.5151681174684828e-15,1024,1.0155121398187086e-69,3.186710121455525e-35,1.0,115.48612156987001,1.1548612156987e-09,2.5113417997688035e-25,3.673257666788602e-26,1.0954473172831844e-20,1.7664656907619112e-11
quadrature,5.623413251903491e-24,3355625905.7068853,1024,7.953659949438343e-15,1024,3.21133135337849e-69,5.666860994746995e-35,1.0,154.00321823084082,1.540032182308408e-09,4.465867414098955e-25,6.532078476617785e-26,3.464108579335997e-20,9.933566574463386e-12
quadrature,1e-23,5967240455.911765,1024,2.5151681174684825e-14,1024,1.0155121398187084e-68,1.0077262226511268e-34,1.0,205.36659213295175,2.0536659213295175e-09,7.941560070455937e-25,1.161586065972782e-25,1.0954473172831843e-19,5.586054991350297e-12
quadrature,1.7782794100389228e-23,10611420837.499166,1024,7.953659949438342e-14,1024,3.2113313533784896e-68,1.792018792696798e-34,1.0,273.86075205963505,2.7386075205963505e-09,1.412231275687905e-24,2.0656245841075117e-25,3.4641085793359957e-19,3.14126956642209e-12
quadrature,3.1622776601683793e-23,18870071186.582752,1024,2.5151681174684827e-13,1024,1.0155121398187085e-67,3.186710121455525e-34,1.0,365.1991822998895,3.651991822998895e-09,2.5113417997688032e-24,3.6732576667886015e-25,1.0954473172831846e-18,1.7664656907619112e-12
quadrature,5.62341325190349e-23,33556259057.068848,1024,7.953659949438339e-13,1024,3.2113313533784886e-67,5.666860994746994e-34,1.0,487.00093660542353,4.870009366054235e-09,4.465867414098953e-24,6.532078476617783e-25,3.4641085793359943e-18,9.933566574463386e-13
quadrature,1e-22,59672404559.11766,1024,2.515168117468483e-12,1024,1.0155121398187085e-66,1.0077262226511269e-33,1.0,649.4261864469446,6.494261864469446e-09,7.941560070455938e-24,1.161586065972782e-24,1.0954473172831843e-17,5.586054991350296e-13
quadrature,1.7782794100389228e-22,106114208374.99168,1024,7.953659949438341e-12,1024,3.2113313533784897e-66,1.792018792696798e-33,1.0,866.0237382350954,8.660237382350954e-09,1.412231275687905e-23,2.065624584107512e-24,3.464108579335996e-17,3.14126956642209e-13
quadrature,3.1622776601683793e-22,188700711865.8275,1024,2.5151681174684825e-11,1024,1.0155121398187085e-65,3.186710121455525e-33,1.0,1154.8612156987,1.1548612156987e-08,2.5113417997688033e-23,3.6732576667886016e-24,1.0954473172831845e-16,1.7664656907619113e-13
quadrature,5.623413251903491e-22,335562590570.68854,1024,7.953659949438341e-11,1024,3.21133135337849e-65,5.666860994746995e-33,1.0,1540.032182308408,1.540032182308408e-08,4.465867414098954e-23,6.532078476617784e-24,3.464108579335996e-16,9.933566574463384e-14
quadrature,1e-21,596724045591.1765,1024,2.5151681174684827e-10,1024,1.0155121398187084e-64,1.0077262226511268e-32,1.0,2053.6659213295175,2.0536659213295176e-08,7.941560070455936e-23,1.1615860659727817e-23,1.0954473172831841e-15,5.586054991350297e-14
quadrature,1.778279410038923e-21,1061142083749.9167,1024,7.953659949438339e-10,1024,3.21133135337849e-64,1.7920187926967982e-32,1.0,2738.6075205963507,2.7386075205963508e-08,1.412231275687905e-22,2.065624584107512e-23,3.464108579335997e-15,3.14126956642209e-14
quadrature,3.1622776601683792e-21,1887007118658.2751,1024,2.515168117468482e-09,1024,1.0155121398187083e-63,3.1867101214555245e-32,1.0,3651.9918229988953,3.651991822998895e-08,2.511341799768803e-22,3.673257666788601e-23,1.095447317283184e-14,1.7664656907619114e-14
quadrature,5.6234132519034906e-21,3355625905706.885,1024,7.95365994943834e-09,1024,3.2113313533784894e-63,5.666860994746993e-32,1.0,4870.009366054235,4.870009366054235e-08,4.465867414098953e-22,6.532078476617783e-23,3.464108579335995e-14,9.933566574463386e-15
quadrature,1e-20,5967240455911.766,1024,2.5151681174684822e-08,1024,1.0155121398187084e-62,1.0077262226511268e-31,1.0,6494.261864469446,6.494261864469446e-08,7.941560070455938e-22,1.161586065972782e-22,1.0954473172831842e-13,5.586054991350296e-15
quadrature,1.7782794100389228e-20,10611420837499.166,1024,7.953659949438341e-08,1024,3.21133135337849e-62,1.792018792696798e-31,1.0,8660.237382350955,8.660237382350955e-08,1.412231275687905e-21,2.065624584107512e-22,3.464108579335997e-13,3.1412695664220894e-15
quadrature,3.162277660168379e-20,18870071186582.75,1024,2.515168117468482e-07,1024,1.0155121398187085e-61,3.1867101214555247e-31,1.0,11548.612156987001,1.1548612156987001e-07,2.5113417997688034e-21,3.6732576667886017e-22,1.0954473172831846e-12,1.7664656907619113e-15
quadrature,5.62341325190349e-20,33556259057068.85,1024,7.953659949438338e-07,1024,3.211331353378489e-61,5.666860994746994e-31,1.0,15400.32182308408,1.540032182308408e-07,4.4658674140989536e-21,6.532078476617784e-22,3.4641085793359962e-12,9.933566574463386e-16
quadrature,1e-19,59672404559117.66,1024,2.5151681174684824e-06,1024,1.0155121398187084e-60,1.0077262226511269e-30,1.0,20536.659213295177,2.0536659213295176e-07,7.941560070455937e-21,1.1615860659727817e-21,1.095447317283184e-11,5.586054991350296e-16
quadrature,1.7782794100389227e-19,106114208374991.67,1024,7.95365994943834e-06,1024,3.211331353378489e-60,1.7920187926967978e-30,1.0,27386.075205963505,2.7386075205963506e-07,1.412231275687905e-20,2.0656245841075116e-21,3.464108579335995e-11,3.14126956642209e-16
quadrature,3.162277660168379e-19,188700711865827.5,1024,2.5151681174684817e-05,1024,1.0155121398187084e-59,3.186710121455525e-30,1.0,36519.91822998895,3.651991822998895e-07,2.511341799768803e-20,3.6732576667886014e-21,1.095447317283184e-10,1.7664656907619115e-16
quadrature,5.623413251903491e-19,335562590570688.5,1024,7.95365994943834e-05,1024,3.21133135337849e-59,5.666860994746995e-30,1.0,48700.093660542356,4.870009366054235e-07,4.4658674140989534e-20,6.532078476617784e-21,3.4641085793359954e-10,9.933566574463384e-17
quadrature,1e-18,596724045591176.6,1024,0.0002515168117468483,1024,1.0155121398187086e-58,1.0077262226511268e-29,1.0,64942.61864469446,6.494261864469447e-07,7.941560070455938e-20,1.1615860659727821e-20,1.0954473172831847e-09,5.586054991350295e-17
quadrature,1.778279410038923e-18,1061142083749916.9,1024,0.000795365994943834,1024,3.21133135337849e-58,1.792018792696798e-29,1.0,86602.37382350955,8.660237382350956e-07,1.4122312756879052e-19,2.0656245841075122e-20,3.4641085793359967e-09,3.14126956642209e-17
quadrature,3.1622776601683795e-18,1887007118658275.2,1024,0.002515168117468483,1024,1.0155121398187087e-57,3.186710121455525e-29,1.0,115486.12156987001,1.1548612156987e-06,2.5113417997688033e-19,3.673257666788602e-20,1.0954473172831845e-08,1.766465690761911e-17
quadrature,5.623413251903491e-18,3355625905706885.0,1024,0.00795365994943834,1024,3.2113313533784897e-57,5.666860994746994e-29,1.0,154003.2182308408,1.540032182308408e-06,4.465867414098953e-19,6.532078476617784e-20,3.464108579335996e-08,9.933566574463384e-18
quadrature,9.999999999999999e-18,5967240455911765.0,1024,0.025151681174684824,1024,1.0155121398187084e-56,1.0077262226511268e-28,1.0,205366.59213295174,2.0536659213295173e-06,7.941560070455937e-19,1.1615860659727818e-19,1.095447317283184e-07,5.586054991350297e-18
quadrature,1.7782794100389228e-17,1.0611420837499168e+16,1024,0.07953659949438341,1024,3.2113313533784896e-56,1.7920187926967981e-28,1.0,273860.75205963507,2.7386075205963507e-06,1.4122312756879051e-18,2.065624584107512e-19,3.464108579335997e-07,3.1412695664220892e-18
quadrature,3.1622776601683796e-17,1.887007118658275e+16,1024,0.25151681174684837,1024,1.0155121398187087e-55,3.186710121455525e-28,1.0,365199.18229988957,3.6519918229988955e-06,2.5113417997688034e-18,3.6732576667886017e-19,1.0954473172831842e-06,1.7664656907619112e-18
quadrature,5.62341325190349e-17,3.355625905706885e+16,1024,0.7953659949438339,1024,3.211331353378489e-55,5.666860994746994e-28,1.0,487000.9366054235,4.870009366054235e-06,4.465867414098954e-18,6.5320784766177845e-19,3.464108579335997e-06,9.933566574463386e-19
quadrature,1e-16,5.9672404559117656e+16,1024,2.515168117468483,1024,1.0155121398187084e-54,1.0077262226511269e-27,1.0,649426.1864469446,6.494261864469446e-06,7.941560070455937e-18,1.1615860659727818e-18,1.0954473172831841e-05,5.586054991350296e-19
quadrature,1.7782794100389228e-16,1.0611420837499166e+17,1024,7.953659949438342,1024,3.2113313533784897e-54,1.7920187926967983e-27,1.0,866023.7382350954,8.660237382350954e-06,1.412231275687905e-17,2.0656245841075115e-18,3.4641085793359954e-05,3.1412695664220894e-19
quadrature,3.1622776601683793e-16,1.8870071186582752e+17,1024,25.151681174684832,1024,1.0155121398187086e-53,3.1867101214555247e-27,1.0,1154861.2156987002,1.1548612156987002e-05,2.511341799768803e-17,3.673257666788601e-18,0.00010954473172831842,1.766465690761911e-19
quadrature,5.623413251903491e-16,3.355625905706885e+17,1024,79.53659949438338,1024,3.21133135337849e-53,5.666860994746995e-27,1.0,1540032.182308408,1.540032182308408e-05,4.465867414098954e-17,6.532078476617784e-18,0.0003464108579335996,9.933566574463383e-20
quadrature,1e-15,5.967240455911766e+17,1024,251.5168117468483,1024,1.0155121398187087e-52,1.0077262226511268e-26,1.0,2053665.9213295176,2.0536659213295175e-05,7.941560070455939e-17,1.1615860659727821e-17,0.0010954473172831846,5.586054991350296e-20
quadrature,1.7782794100389227e-15,1.0611420837499167e+18,1024,795.3659949438338,1024,3.211331353378489e-52,1.792018792696798e-26,1.0,2738607.5205963505,2.7386075205963505e-05,1.4122312756879048e-16,2.0656245841075116e-17,0.003464108579335995,3.14126956642209e-20
quadrature,3.1622776601683794e-15,1.887007118658275e+18,1024,2515.168117468483,1024,1.0155121398187086e-51,3.1867101214555254e-26,1.0,3651991.8229988953,3.651991822998895e-05,2.511341799768803e-16,3.673257666788601e-17,0.01095447317283184,1.766465690761911e-20
quadrature,5.6234132519034904e-15,3.3556259057068846e+18,1024,7953.659949438341,1024,3.211331353378489e-51,5.666860994746995e-26,1.0,4870009.366054235,4.870009366054235e-05,4.465867414098953e-16,6.532078476617783e-17,0.034641085793359956,9.933566574463385e-21
quadrature,1e-14,5.967240455911765e+18,1024,25151.681174684833,1024,1.0155121398187084e-50,1.0077262226511268e-25,1.0,6494261.864469446,6.494261864469446e-05,7.941560070455937e-16,1.161586065972782e-16,0.10954473172831843,5.586054991350296e-21
quadrature,1.7782794100389227e-14,1.0611420837499167e+19,1024,79536.59949438341,1024,3.2113313533784893e-50,1.7920187926967978e-25,1.0,8660237.382350953,8.660237382350954e-05,1.412231275687905e-15,2.065624584107512e-16,0.3464108579335997,3.1412695664220897e-21
quadrature,3.1622776601683796e-14,1.8870071186582753e+19,1024,251516.8117468483,1024,1.0155121398187087e-49,3.186710121455525e-25,1.0,11548612.156987,0.00011548612156987,2.5113417997688034e-15,3.673257666788602e-16,1.0954473172831847,1.766465690761911e-21
quadrature,5.6234132519034906e-14,3.355625905706885e+19,1024,795365.9949438339,1024,3.2113313533784894e-49,5.666860994746994e-25,1.0,15400321.82308408,0.0001540032182308408,4.465867414098954e-15,6.532078476617785e-16,3.4641085793359974,9.933566574463385e-22
quadrature,1e-13,5.9672404559117664e+19,1024,2515168.1174684833,1024,1.0155121398187086e-48,1.007726222651127e-24,1.0,20536659.213295177,0.00020536659213295176,7.941560070455938e-15,1.161586065972782e-15,10.954473172831843,5.586054991350296e-22
quadrature,1.7782794100389227e-13,1.0611420837499167e+20,1024,7953659.949438341,1024,3.2113313533784896e-48,1.792018792696798e-24,1.0,27386075.205963504,0.000273860752059635,1.412231275687905e-14,2.0656245841075118e-15,34.64108579335996,3.1412695664220894e-22
quadrature,3.162277660168379e-13,1.8870071186582752e+20,1024,25151681.174684826,1024,1.0155121398187085e-47,3.1867101214555244e-24,1.0,36519918.22998895,0.00036519918229988946,2.5113417997688025e-14,3.6732576667886006e-15,109.54473172831837,1.7664656907619112e-22
quadrature,5.62341325190349e-13,3.355625905706885e+20,1024,79536599.4943834,1024,3.2113313533784895e-47,5.666860994746995e-24,1.0,48700093.660542354,0.00048700093660542355,4.465867414098953e-14,6.532078476617784e-15,346.4108579335996,9.933566574463386e-23
quadrature,1e-12,5.967240455911765e+20,1024,251516811.74684823,1024,1.0155121398187084e-46,1.0077262226511268e-23,1.0,64942618.644694455,0.0006494261864469445,7.941560070455938e-14,1.161586065972782e-14,1095.4473172831845,5.586054991350296e-23
quadrature,1.7782794100389228e-12,1.0611420837499167e+21,1024,795365994.9438341,1024,3.21133135337849e-46,1.792018792696798e-23,1.0,86602373.82350954,0.0008660237382350954,1.412231275687905e-13,2.0656245841075118e-14,3464.1085793359957,3.1412695664220897e-23
quadrature,3.1622776601683794e-12,1.887007118658275e+21,1024,2515168117.4684825,1024,1.0155121398187087e-45,3.186710121455525e-23,1.0,115486121.56987001,0.0011548612156987,2.511341799768803e-13,3.673257666788601e-14,10954.473172831838,1.7664656907619112e-23
quadrature,5.6234132519034904e-12,3.355625905706885e+21,1024,7953659949.43834,1024,3.2113313533784893e-45,5.666860994746994e-23,1.0,154003218.2308408,0.001540032182308408,4.465867414098954e-13,6.532078476617785e-14,34641.08579335997,9.933566574463385e-24
quadrature,1e-11,5.967240455911765e+21,1024,25151681174.684834,1024,1.0155121398187084e-44,1.0077262226511269e-22,1.0,205366592.13295177,0.0020536659213295175,7.941560070455936e-13,1.1615860659727816e-13,109544.73172831838,5.586054991350296e-24
quadrature,1.7782794100389227e-11,1.0611420837499168e+22,1024,79536599494.3834,1024,3.211331353378489e-44,1.7920187926967977e-22,1.0,273860752.05963504,0.0027386075205963504,1.4122312756879051e-12,2.065624584107512e-13,346410.8579335996,3.14126956642209e-24
quadrature,3.1622776601683794e-11,1.8870071186582753e+22,1024,251516811746.84827,1024,1.0155121398187086e-43,3.186710121455525e-22,1.0,365199182.2998895,0.003651991822998895,2.5113417997688033e-12,3.673257666788602e-13,1095447.3172831847,1.766465690761911e-24
quadrature,5.6234132519034906e-11,3.355625905706885e+22,1024,795365994943.8341,1024,3.2113313533784896e-43,5.666860994746995e-22,1.0,487000936.6054235,0.004870009366054235,4.4658674140989534e-12,6.532078476617784e-13,3464108.579335996,9.933566574463385e-25
quadrature,1e-10,5.967240455911766e+22,1024,2515168117468.4824,1024,1.0155121398187085e-42,1.0077262226511269e-21,1.0,649426186.4469446,0.006494261864469446,7.941560070455937e-12,1.161586065972782e-12,10954473.172831845,5.586054991350296e-25
quadrature,1.778279410038923e-10,1.0611420837499168e+23,1024,7953659949438.341,1024,3.2113313533784904e-42,1.792018792696798e-21,1.0,866023738.2350955,0.008660237382350954,1.4122312756879051e-11,2.065624584107512e-12,34641085.79335996,3.1412695664220895e-25
quadrature,3.1622776601683795e-10,1.8870071186582752e+23,1024,25151681174684.83,1024,1.0155121398187086e-41,3.1867101214555247e-21,1.0,1154861215.6987002,0.011548612156987001,2.5113417997688033e-11,3.673257666788602e-12,109544731.72831845,1.766465690761911e-25
quadrature,5.623413251903491e-10,3.355625905706885e+23,1024,79536599494383.42,1024,3.2113313533784897e-41,5.666860994746995e-21,1.0,1540032182.308408,0.01540032182308408,4.4658674140989544e-11,6.532078476617785e-12,346410857.93359977,9.933566574463384e-26
quadrature,1e-09,5.967240455911766e+23,1024,251516811746848.25,1024,1.0155121398187087e-40,1.007726222651127e-20,1.0,2053665921.3295176,0.020536659213295175,7.941560070455937e-11,1.161586065972782e-11,1095447317.2831845,5.586054991350296e-26
quadrature,1.7782794100389228e-09,1.0611420837499168e+24,1024,795365994943834.0,1024,3.21133135337849e-40,1.792018792696798e-20,1.0,2738607520.5963507,0.027386075205963506,1.412231275687905e-10,2.0656245841075118e-11,3464108579.3359957,3.1412695664220895e-26
quadrature,3.1622776601683795e-09,1.887007118658275e+24,1024,2515168117468482.5,1024,1.0155121398187086e-39,3.1867101214555246e-20,1.0,3651991822.998895,0.03651991822998895,2.511341799768803e-10,3.6732576667886015e-11,10954473172.831844,1.766465690761911e-26
quadrature,5.623413251903491e-09,3.3556259057068855e+24,1024,7953659949438339.0,1024,3.21133135337849e-39,5.666860994746995e-20,1.0,4870009366.054235,0.04870009366054236,4.465867414098954e-10,6.532078476617784e-11,34641085793.359955,9.933566574463384e-27
quadrature,1e-08,5.967240455911765e+24,1024,2.5151681174684828e+16,1024,1.0155121398187086e-38,1.0077262226511269e-19,1.0,6494261864.469446,0.06494261864469446,7.941560070455937e-10,1.161586065972782e-10,109544731728.31845,5.586054991350296e-27
quadrature,1.7782794100389228e-08,1.0611420837499168e+25,1024,7.953659949438341e+16,1024,3.2113313533784895e-38,1.792018792696798e-19,1.0,8660237382.350954,0.08660237382350953,1.4122312756879049e-09,2.0656245841075116e-10,346410857933.59955,3.1412695664220895e-27
quadrature,3.162277660168379e-08,1.887007118658275e+25,1024,2.5151681174684826e+17,1024,1.0155121398187085e-37,3.1867101214555247e-19,1.0,11548612156.987001,0.11548612156987001,2.5113417997688033e-09,3.6732576667886016e-10,1095447317283.1842,1.7664656907619114e-27
quadrature,5.6234132519034905e-08,3.355625905706885e+25,1024,7.953659949438341e+17,1024,3.2113313533784893e-37,5.666860994746994e-19,1.0,15400321823.08408,0.1540032182308408,4.4658674140989536e-09,6.532078476617784e-10,3464108579335.9956,9.933566574463384e-28
quadrature,1e-07,5.9672404559117654e+25,1024,2.5151681174684826e+18,1024,1.0155121398187084e-36,1.0077262226511266e-18,1.0,20536659213.295174,0.20536659213295175,7.941560070455937e-09,1.1615860659727818e-09,10954473172831.844,5.586054991350297e-28
quadrature,1.7782794100389227e-07,1.0611420837499166e+26,1024,7.95365994943834e+18,1024,3.2113313533784893e-36,1.792018792696798e-18,1.0,27386075205.963505,0.27386075205963506,1.4122312756879051e-08,2.065624584107512e-09,34641085793359.965,3.1412695664220897e-28
quadrature,3.162277660168379e-07,1.8870071186582752e+26,1024,2.5151681174684824e+19,1024,1.0155121398187084e-35,3.1867101214555243e-18,1.0,36519918229.98895,0.3651991822998895,2.5113417997688032e-08,3.6732576667886015e-09,109544731728318.44,1.7664656907619111e-28
quadrature,5.62341325190349e-07,3.3556259057068844e+26,1024,7.953659949438342e+19,1024,3.211331353378489e-35,5.6668609947469945e-18,1.0,48700093660.54235,0.4870009366054235,4.465867414098953e-08,6.532078476617783e-09,346410857933599.5,9.933566574463386e-29
quadrature,1e-06,5.967240455911765e+26,1024,2.5151681174684824e+20,1024,1.0155121398187085e-34,1.0077262226511269e-17,1.0,64942618644.69446,0.6494261864469446,7.941560070455936e-08,1.1615860659727818e-08,1095447317283184.0,5.586054991350297e-29
quadrature,1.7782794100389227e-06,1.0611420837499167e+27,1024,7.953659949438341e+20,1024,3.211331353378489e-34,1.792018792696798e-17,1.0,86602373823.50954,0.8660237382350954,1.412231275687905e-07,2.0656245841075118e-08,3464108579335996.0,3.1412695664220896e-29
quadrature,3.162277660168379e-06,1.887007118658275e+27,1024,2.515168117468483e+21,1024,1.0155121398187085e-33,3.1867101214555246e-17,1.0,115486121569.87001,1.1548612156987001,2.511341799768803e-07,3.6732576667886014e-08,1.0954473172831842e+16,1.7664656907619113e-29
quadrature,5.623413251903491e-06,3.3556259057068855e+27,1024,7.953659949438341e+21,1024,3.21133135337849e-33,5.666860994746995e-17,0.9999999999999999,154003218230.8408,1.540032182308408,4.465867414098954e-07,6.532078476617785e-08,3.4641085793359964e+16,9.933566574463384e-30
quadrature,9.999999999999999e-06,5.967240455911765e+27,1024,2.515168117468482e+22,1024,1.0155121398187083e-32,1.0077262226511268e-16,0.9999999999999999,205366592132.95175,2.0536659213295176,7.941560070455936e-07,1.1615860659727816e-07,1.095447317283184e+17,5.586054991350296e-30
quadrature,1.778279410038923e-05,1.0611420837499168e+28,1024,7.953659949438341e+22,1024,3.21133135337849e-32,1.792018792696798e-16,0.9999999999999998,273860752059.63507,2.7386075205963505,1.4122312756879052e-06,2.065624584107512e-07,3.4641085793359974e+17,3.1412695664220897e-30
quadrature,3.1622776601683795e-05,1.8870071186582754e+28,1024,2.5151681174684825e+23,1024,1.0155121398187087e-31,3.186710121455525e-16,0.9999999999999997,365199182299.8895,3.6519918229988955,2.5113417997688036e-06,3.673257666788602e-07,1.0954473172831846e+18,1.766465690761911e-30
quadrature,5.623413251903491e-05,3.355625905706885e+28,1024,7.953659949438341e+23,1024,3.2113313533784892e-31,5.666860994746995e-16,0.9999999999999994,487000936605.4235,4.870009366054235,4.465867414098953e-06,6.532078476617784e-07,3.464108579335996e+18,9.933566574463385e-31
quadrature,0.0001,5.967240455911766e+28,1024,2.515168117468483e+24,1024,1.0155121398187086e-30,1.0077262226511268e-15,0.999999999999999,649426186446.9446,6.494261864469446,7.941560070455939e-06,1.1615860659727822e-06,1.0954473172831846e+19,5.5860549913502955e-31
quadrature,0.00017782794100389227,1.0611420837499166e+29,1024,7.953659949438341e+24,1024,3.21133135337849e-30,1.792018792696798e-15,0.9999999999999982,866023738235.0955,8.660237382350955,1.412231275687905e-05,2.0656245841075118e-06,3.4641085793359962e+19,3.14126956642209e-31
quadrature,0.00031622776601683794,1.887007118658275e+29,1024,2.515168117468483e+25,1024,1.0155121398187086e-29,3.186710121455525e-15,0.9999999999999968,1154861215698.7002,11.548612156987001,2.5113417997688032e-05,3.6732576667886017e-06,1.0954473172831845e+20,1.766465690761911e-31
quadrature,0.0005623413251903491,3.355625905706885e+29,1024,7.95365994943834e+25,1024,3.21133135337849e-29,5.6668609947469955e-15,0.9999999999999943,1540032182308.408,15.400321823084079,4.465867414098954e-05,6.532078476617784e-06,3.464108579335996e+20,9.933566574463385e-32
quadrature,0.001,5.9672404559117664e+29,1024,2.5151681174684823e+26,1024,1.0155121398187084e-28,1.007726222651127e-14,0.9999999999999899,2053665921329.5176,20.536659213295177,7.941560070455938e-05,1.1615860659727819e-05,1.095447317283184e+21,5.586054991350297e-32
quadrature,0.0017782794100389228,1.0611420837499168e+30,1024,7.95365994943834e+26,1024,3.2113313533784896e-28,1.792018792696798e-14,0.9999999999999821,2738607520596.3506,27.386075205963508,0.00014122312756879052,2.065624584107512e-05,3.4641085793359967e+21,3.1412695664220894e-32
quadrature,0.0031622776601683794,1.887007118658275e+30,1024,2.5151681174684827e+27,1024,1.0155121398187086e-27,3.1867101214555246e-14,0.9999999999999681,3651991822998.8955,36.51991822998895,0.00025113417997688027,3.673257666788601e-05,1.0954473172831838e+22,1.766465690761911e-32
quadrature,0.005623413251903491,3.355625905706885e+30,1024,7.953659949438342e+27,1024,3.21133135337849e-27,5.666860994746995e-14,0.9999999999999434,4870009366054.235,48.70009366054235,0.00044658674140989535,6.532078476617784e-05,3.464108579335996e+22,9.933566574463385e-33
quadrature,0.01,5.967240455911766e+30,1024,2.5151681174684825e+28,1024,1.0155121398187086e-26,1.0077262226511269e-13,0.9999999999998992,6494261864469.445,64.94261864469445,0.0007941560070455937,0.00011615860659727818,1.0954473172831843e+23,5.586054991350296e-33
quadrature,0.01778279410038923,1.061142083749917e+31,1024,7.953659949438343e+28,1024,3.21133135337849e-26,1.7920187926967982e-13,0.9999999999998208,8660237382350.954,86.60237382350954,0.0014122312756879051,0.0002065624584107512,3.4641085793359974e+23,3.141269566422089e-33
quadrature,0.03162277660168379,1.887007118658275e+31,1024,2.5151681174684817e+29,1024,1.0155121398187083e-25,3.186710121455524e-13,0.9999999999996814,11548612156987.0,115.48612156987,0.002511341799768803,0.00036732576667886015,1.0954473172831841e+24,1.7664656907619114e-33
quadrature,0.056234132519034905,3.355625905706885e+31,1024,7.95365994943834e+29,1024,3.211331353378489e-25,5.666860994746994e-13,0.9999999999994333,15400321823084.08,154.0032182308408,0.004465867414098953,0.0006532078476617784,3.464108579335996e+24,9.933566574463386e-34
quadrature,0.1,5.967240455911766e+31,1024,2.515168117468483e+30,1024,1.0155121398187087e-24,1.007726222651127e-12,0.9999999999989923,20536659213295.176,205.36659213295175,0.007941560070455938,0.001161586065972782,1.0954473172831843e+25,5.586054991350297e-34
quadrature,0.1778279410038923,1.0611420837499168e+32,1024,7.953659949438343e+30,1024,3.21133135337849e-24,1.7920187926967981e-12,0.999999999998208,27386075205963.508,273.8607520596351,0.014122312756879052,0.002065624584107512,3.4641085793359983e+25,3.1412695664220895e-34
quadrature,0.31622776601683794,1.8870071186582752e+32,1024,2.515168117468483e+31,1024,1.0155121398187086e-23,3.186710121455525e-12,0.9999999999968133,36519918229988.95,365.1991822998895,0.025113417997688025,0.0036732576667886005,1.095447317283184e+26,1.7664656907619109e-34
quadrature,0.5623413251903491,3.355625905706885e+32,1024,7.953659949438341e+31,1024,3.21133135337849e-23,5.666860994746995e-12,0.9999999999943331,48700093660542.35,487.00093660542353,0.044658674140989535,0.006532078476617784,3.464108579335996e+26,9.933566574463385e-35
quadrature,1.0,5.9672404559117655e+32,1024,2.5151681174684824e+32,1024,1.0155121398187085e-22,1.007726222651127e-11,0.9999999999899227,64942618644694.45,649.4261864469445,0.07941560070455937,0.01161586065972782,1.0954473172831843e+27,5.586054991350296e-35
quadrature,1.7782794100389228,1.0611420837499166e+33,1024,7.953659949438341e+32,1024,3.211331353378489e-22,1.792018792696798e-11,0.9999999999820798,86602373823509.55,866.0237382350955,0.1412231275687905,0.020656245841075116,3.464108579335995e+27,3.1412695664220897e-35
quadrature,3.1622776601683795,1.8870071186582752e+33,1024,2.515168117468483e+33,1024,1.0155121398187088e-21,3.1867101214555254e-11,0.9999999999681329,115486121569870.02,1154.8612156987,0.2511341799768803,0.03673257666788601,1.095447317283184e+28,1.766465690761911e-35
quadrature,5.62341325190349,3.355625905706885e+33,1024,7.953659949438342e+33,1024,3.211331353378489e-21,5.666860994746994e-11,0.9999999999433314,154003218230840.8,1540.0321823084082,0.4465867414098954,0.06532078476617785,3.4641085793359975e+28,9.933566574463386e-36
quadrature,10.0,5.967240455911766e+33,1024,2.515168117468483e+34,1024,1.0155121398187085e-20,1.0077262226511268e-10,0.9999999998992274,205366592132951.75,2053.6659213295175,0.7941560070455937,0.1161586065972782,1.0954473172831846e+29,5.5860549913502964e-36
quadrature,17.78279410038923,1.0611420837499167e+34,1024,7.953659949438341e+34,1024,3.21133135337849e-20,1.7920187926967982e-10,0.9999999998207981,273860752059635.06,2738.6075205963507,1.4122312756879052,0.20656245841075122,3.464108579335997e+29,3.14126956642209e-36
