phase,mG_eV,beta,max_initial_axis_tree_force_ratio,max_tree_index,max_charged_CW_force_ratio,max_CW_index,max_d_over_s,max_h_over_s,min_scalar_ratio,VA_marker_eV,VA_over_MI,heavy_threshold_below_marker,heavy_threshold_below_marker_by_ten,tree_axis_budget_pass,CW_budget_pass,direct_gaugino_cX1_eV,gauge_common_msoft_cX1_eV,gauge_common_old_force_ratio_cX1,phase_offset_for_axis_longitudinal_budget
quadrature,9.999999999999999e-31,695.5444368800075,596.7240455911765,1024,2.5151675587822845e-28,1024,1.0155164528344985e-82,1.0077262226681821e-41,1.0,0.06494264162892063,6.494264162892063e-13,False,False,False,True,7.941565691745898e-32,1.1615868881805136e-32,1.0954488680689576e-33,5.586054991350297e-05
quadrature,1.7782794100389227e-30,1236.8723508708347,1061.1420837499168,1024,7.953659390752139e-28,1024,3.21133566639428e-82,1.792018792706389e-41,1.0,0.08660238351588087,8.660238351588087e-13,False,False,False,True,1.4122315917963464e-31,2.0656250464690094e-32,3.464110130121771e-33,3.14126956642209e-05
quadrature,3.1622776601683794e-30,2199.5046344000434,1887.0071186582752,1024,2.515168061599862e-27,1024,1.0155125711202878e-81,3.186710121460919e-41,1.0,0.11548612565710958,1.1548612565710958e-12,False,False,False,True,2.511341977529657e-31,3.6732579267936e-32,1.0954474723617624e-32,1.7664656907619113e-05
quadrature,5.623413251903491e-30,3911.333803638786,3355.6259057068855,1024,7.953659893569715e-27,1024,3.211331784680069e-81,5.666860994750028e-41,1.0,0.15400321995441552,1.5400321995441551e-12,False,False,False,True,4.465867514061231e-31,6.532078622829344e-32,3.4641087344145755e-32,9.933566574463384e-06
quadrature,1e-29,6955.444368800076,5967.240455911765,1024,2.5151681118816185e-26,1024,1.0155121829488665e-80,1.0077262226512973e-40,1.0,0.20536659285977718,2.0536659285977717e-12,False,False,False,True,7.941560126668856e-31,1.161586074194862e-31,1.0954473327910418e-31,5.586054991350297e-06
quadrature,1.7782794100389227e-29,12368.723508708346,10611.420837499169,1024,7.953659943851473e-26,1024,3.2113313965086477e-80,1.792018792696894e-40,1.0,0.2738607523661348,2.738607523661348e-12,False,False,False,True,1.4122312788489896e-30,2.0656245887311273e-31,3.4641085948438537e-31,3.1412695664220895e-06
quadrature,3.162277660168379e-29,21995.046344000435,18870.07118658275,1024,2.515168116909794e-25,1024,1.0155121441317245e-79,3.186710121455579e-40,1.0,0.3651991824291394,3.651991824291394e-12,False,False,False,True,2.5113418015464112e-30,3.673257669388651e-31,1.0954473188339699e-30,1.766465690761911e-06
quadrature,5.623413251903491e-29,39113.33803638786,33556.259057068855,1024,7.953659948879649e-25,1024,3.2113313576915057e-79,5.666860994747026e-40,1.0,0.4870009366599278,4.870009366599278e-12,False,False,False,True,4.465867415098577e-30,6.532078478079901e-31,3.464108580886783e-30,9.933566574463384e-07
quadrature,1e-28,69554.44368800076,59672.404559117655,1024,2.515168117412613e-24,1024,1.0155121402500102e-78,1.0077262226511286e-39,1.0,0.6494261864699288,6.4942618646992876e-12,False,False,False,True,7.941560071018066e-30,1.1615860660550027e-30,1.095447317438263e-29,5.586054991350297e-07
quadrature,1.7782794100389227e-28,123687.23508708346,106114.20837499166,1024,7.953659949382466e-24,1024,3.2113313538097915e-78,1.792018792696799e-39,1.0,0.8660237382447877,8.660237382447877e-12,False,False,False,True,1.4122312757195158e-29,2.065624584153748e-30,3.4641085794910754e-29,3.14126956642209e-07
quadrature,3.1622776601683794e-28,219950.46344000436,188700.71186582753,1024,2.5151681174628941e-23,1024,1.0155121398618388e-77,3.1867101214555255e-39,1.0,1.1548612157027873,1.1548612157027874e-11,False,False,False,True,2.5113417997865793e-29,3.673257666814602e-30,1.0954473172986923e-28,1.766465690761911e-07
quadrature,5.62341325190349e-28,391133.38036387856,335562.5905706885,1024,7.953659949432748e-23,1024,3.21133135342162e-77,5.666860994746994e-39,1.0,1.5400321823101315,1.5400321823101314e-11,False,False,False,True,4.46586741410895e-29,6.532078476632405e-30,3.4641085793515044e-28,9.933566574463386e-08
quadrature,1e-27,695544.4368800076,596724.0455911766,1024,2.5151681174679223e-22,1024,1.0155121398230219e-76,1.007726222651127e-38,1.0,2.0536659213302446,2.0536659213302445e-11,False,False,False,True,7.941560070461559e-29,1.1615860659736041e-29,1.0954473172847353e-27,5.586054991350296e-08
quadrature,1.7782794100389228e-27,1236872.3508708347,1061142.0837499166,1024,7.953659949437779e-22,1024,3.211331353382803e-76,1.7920187926967984e-38,1.0,2.738607520596657,2.7386075205966568e-11,False,False,False,True,1.412231275688221e-28,2.0656245841079738e-29,3.464108579337547e-27,3.1412695664220894e-08
quadrature,3.1622776601683794e-27,2199504.6344000436,1887007.118658275,1024,2.5151681174684254e-21,1024,1.01551213981914e-75,3.186710121455525e-38,1.0,3.6519918229990247,3.6519918229990246e-11,False,False,False,True,2.511341799768981e-28,3.673257666788862e-29,1.0954473172833398e-26,1.7664656907619112e-08
quadrature,5.62341325190349e-27,3911333.8036387856,3355625.905706885,1024,7.95365994943828e-21,1024,3.211331353378921e-75,5.666860994746994e-38,1.0,4.87000936605429,4.870009366054289e-11,False,False,False,True,4.465867414099053e-28,6.532078476617929e-29,3.4641085793361503e-26,9.933566574463385e-09
quadrature,1e-26,6955444.368800077,5967240.455911766,1024,2.5151681174684758e-20,1024,1.0155121398187519e-74,1.007726222651127e-37,1.0,6.494261864469469,6.494261864469469e-11,False,False,False,True,7.941560070455994e-28,1.1615860659727901e-28,1.0954473172832002e-25,5.586054991350296e-09
quadrature,1.778279410038923e-26,12368723.508708348,10611420.837499168,1024,7.95365994943833e-20,1024,3.2113313533785337e-74,1.7920187926967983e-37,1.0,8.660237382350964,8.660237382350963e-11,False,False,False,True,1.4122312756879082e-27,2.0656245841075163e-28,3.4641085793360123e-25,3.141269566422089e-09
quadrature,3.162277660168379e-26,21995046.344000433,18870071.186582748,1024,2.51516811746848e-19,1024,1.015512139818713e-73,3.1867101214555246e-37,1.0,11.548612156987005,1.1548612156987005e-10,False,False,False,True,2.5113417997688047e-27,3.6732576667886035e-28,1.0954473172831859e-24,1.7664656907619113e-09
quadrature,5.623413251903491e-26,39113338.03638786,33556259.057068855,1024,7.953659949438335e-19,1024,3.2113313533784945e-73,5.666860994746995e-37,1.0,15.40032182308408,1.540032182308408e-10,False,False,False,True,4.4658674140989546e-27,6.532078476617785e-28,3.464108579335998e-24,9.933566574463383e-10
quadrature,1e-25,69554443.68800077,59672404.55911766,1024,2.5151681174684813e-18,1024,1.0155121398187094e-72,1.007726222651127e-36,1.0,20.536659213295177,2.0536659213295177e-10,False,False,False,True,7.941560070455938e-27,1.1615860659727821e-27,1.0954473172831848e-23,5.586054991350297e-10
quadrature,1.7782794100389227e-25,123687235.08708347,106114208.37499167,1024,7.953659949438335e-18,1024,3.211331353378491e-72,1.792018792696798e-36,1.0,27.386075205963504,2.7386075205963506e-10,False,False,False,True,1.4122312756879048e-26,2.0656245841075118e-27,3.464108579335996e-23,3.14126956642209e-10
quadrature,3.162277660168379e-25,219950463.44000432,188700711.8658275,1024,2.5151681174684817e-17,1024,1.0155121398187088e-71,3.186710121455525e-36,1.0,36.51991822998895,3.651991822998895e-10,False,False,False,True,2.511341799768803e-26,3.673257666788601e-27,1.0954473172831844e-22,1.766465690761911e-10
quadrature,5.62341325190349e-25,391133380.36387855,335562590.5706885,1024,7.953659949438334e-17,1024,3.21133135337849e-71,5.666860994746995e-36,1.0,48.70009366054235,4.870009366054235e-10,False,False,False,True,4.4658674140989543e-26,6.532078476617785e-27,3.464108579335998e-22,9.933566574463386e-11
quadrature,1e-24,695544436.8800075,596724045.5911765,1024,2.515168117468481e-16,1024,1.0155121398187086e-70,1.0077262226511269e-35,1.0,64.94261864469445,6.494261864469445e-10,False,False,False,True,7.941560070455935e-26,1.1615860659727816e-26,1.095447317283184e-21,5.586054991350297e-11
quadrature,1.778279410038923e-24,1236872350.8708348,1061142083.7499168,1024,7.95365994943834e-16,1024,3.2113313533784907e-70,1.7920187926967984e-35,1.0,86.60237382350954,8.660237382350954e-10,False,False,False,True,1.412231275687905e-25,2.065624584107512e-26,3.464108579335997e-21,3.141269566422089e-11
quadrature,3.1622776601683795e-24,2199504634.4000435,1887007118.6582751,1024,2.5151681174684816e-15,1024,1.0155121398187088e-69,3.186710121455525e-35,1.0,115.48612156987001,1.1548612156987e-09,False,False,False,True,2.5113417997688035e-25,3.673257666788602e-26,1.095447317283185e-20,1.7664656907619112e-11
quadrature,5.623413251903491e-24,3911333803.6387863,3355625905.7068853,1024,7.953659949438337e-15,1024,3.211331353378491e-69,5.666860994746995e-35,1.0,154.00321823084082,1.540032182308408e-09,False,False,False,True,4.465867414098955e-25,6.532078476617785e-26,3.464108579335998e-20,9.933566574463386e-12
quadrature,1e-23,6955444368.800076,5967240455.911765,1024,2.515168117468481e-14,1024,1.0155121398187086e-68,1.0077262226511268e-34,1.0,205.36659213295175,2.0536659213295175e-09,False,False,False,True,7.941560070455937e-25,1.161586065972782e-25,1.0954473172831843e-19,5.586054991350296e-12
quadrature,1.7782794100389228e-23,12368723508.708347,10611420837.499166,1024,7.953659949438337e-14,1024,3.2113313533784904e-68,1.7920187926967982e-34,1.0,273.86075205963505,2.7386075205963505e-09,False,False,False,True,1.412231275687905e-24,2.0656245841075117e-25,3.4641085793359966e-19,3.1412695664220895e-12
quadrature,3.1622776601683793e-23,21995046344.000435,18870071186.582752,1024,2.515168117468481e-13,1024,1.0155121398187088e-67,3.186710121455525e-34,1.0,365.1991822998895,3.651991822998895e-09,False,False,False,True,2.5113417997688032e-24,3.6732576667886015e-25,1.0954473172831846e-18,1.7664656907619108e-12
quadrature,5.62341325190349e-23,39113338036.387856,33556259057.068848,1024,7.953659949438333e-13,1024,3.211331353378489e-67,5.666860994746994e-34,1.0,487.00093660542353,4.870009366054235e-09,False,False,False,True,4.465867414098953e-24,6.532078476617783e-25,3.464108579335995e-18,9.933566574463384e-13
quadrature,1e-22,69554443688.00076,59672404559.11766,1024,2.515168117468481e-12,1024,1.0155121398187088e-66,1.007726222651127e-33,1.0,649.4261864469446,6.494261864469446e-09,False,False,False,True,7.941560070455938e-24,1.161586065972782e-24,1.0954473172831846e-17,5.586054991350296e-13
quadrature,1.7782794100389228e-22,123687235087.08348,106114208374.99168,1024,7.953659949438337e-12,1024,3.21133135337849e-66,1.7920187926967982e-33,1.0,866.0237382350955,8.660237382350954e-09,False,False,False,True,1.412231275687905e-23,2.065624584107512e-24,3.464108579335997e-17,3.14126956642209e-13
quadrature,3.1622776601683793e-22,219950463440.00433,188700711865.8275,1024,2.5151681174684815e-11,1024,1.0155121398187087e-65,3.186710121455525e-33,1.0,1154.8612156987,1.1548612156987e-08,False,False,False,True,2.5113417997688033e-23,3.6732576667886016e-24,1.0954473172831846e-16,1.766465690761911e-13
quadrature,5.623413251903491e-22,391133380363.8786,335562590570.68854,1024,7.953659949438337e-11,1024,3.2113313533784904e-65,5.6668609947469954e-33,1.0,1540.032182308408,1.540032182308408e-08,False,False,False,True,4.465867414098954e-23,6.532078476617784e-24,3.4641085793359965e-16,9.933566574463383e-14
quadrature,1e-21,695544436880.0076,596724045591.1765,1024,2.5151681174684806e-10,1024,1.0155121398187085e-64,1.007726222651127e-32,1.0,2053.6659213295175,2.0536659213295176e-08,False,False,False,True,7.941560070455936e-23,1.1615860659727817e-23,1.0954473172831843e-15,5.5860549913502964e-14
quadrature,1.778279410038923e-21,1236872350870.8347,1061142083749.9167,1024,7.953659949438337e-10,1024,3.211331353378491e-64,1.7920187926967984e-32,1.0,2738.6075205963507,2.7386075205963508e-08,False,False,False,True,1.412231275687905e-22,2.065624584107512e-23,3.464108579335997e-15,3.14126956642209e-14
quadrature,3.1622776601683792e-21,2199504634400.0435,1887007118658.2751,1024,2.5151681174684807e-09,1024,1.0155121398187086e-63,3.186710121455525e-32,1.0,3651.9918229988953,3.651991822998895e-08,False,False,False,True,2.511341799768803e-22,3.673257666788601e-23,1.0954473172831841e-14,1.766465690761911e-14
quadrature,5.6234132519034906e-21,3911333803638.7856,3355625905706.885,1024,7.953659949438336e-09,1024,3.2113313533784905e-63,5.666860994746996e-32,1.0,4870.009366054235,4.870009366054235e-08,False,False,False,True,4.465867414098953e-22,6.532078476617783e-23,3.464108579335996e-14,9.933566574463386e-15
quadrature,1e-20,6955444368800.076,5967240455911.766,1024,2.5151681174684806e-08,1024,1.0155121398187086e-62,1.007726222651127e-31,1.0,6494.261864469446,6.494261864469446e-08,False,False,False,True,7.941560070455936e-22,1.1615860659727817e-22,1.0954473172831841e-13,5.586054991350296e-15
quadrature,1.7782794100389228e-20,12368723508708.348,10611420837499.166,1024,7.953659949438339e-08,1024,3.2113313533784904e-62,1.7920187926967984e-31,1.0,8660.237382350955,8.660237382350955e-08,False,False,False,True,1.412231275687905e-21,2.065624584107512e-22,3.464108579335997e-13,3.1412695664220898e-15
quadrature,3.162277660168379e-20,21995046344000.434,18870071186582.75,1024,2.515168117468481e-07,1024,1.0155121398187087e-61,3.1867101214555247e-31,1.0,11548.612156987001,1.1548612156987001e-07,False,False,False,True,2.5113417997688034e-21,3.6732576667886017e-22,1.0954473172831848e-12,1.7664656907619111e-15
quadrature,5.62341325190349e-20,39113338036387.86,33556259057068.85,1024,7.953659949438335e-07,1024,3.2113313533784894e-61,5.666860994746995e-31,1.0,15400.32182308408,1.540032182308408e-07,False,False,False,True,4.4658674140989536e-21,6.532078476617784e-22,3.464108579335997e-12,9.933566574463386e-16
quadrature,1e-19,69554443688000.76,59672404559117.66,1024,2.515168117468481e-06,1024,1.0155121398187087e-60,1.007726222651127e-30,1.0,20536.659213295177,2.0536659213295176e-07,False,False,False,True,7.941560070455937e-21,1.1615860659727817e-21,1.0954473172831845e-11,5.586054991350296e-16
quadrature,1.7782794100389227e-19,123687235087083.47,106114208374991.67,1024,7.953659949438334e-06,1024,3.2113313533784903e-60,1.792018792696798e-30,1.0,27386.075205963505,2.7386075205963506e-07,False,False,False,True,1.412231275687905e-20,2.0656245841075116e-21,3.4641085793359965e-11,3.141269566422089e-16
quadrature,3.162277660168379e-19,219950463440004.34,188700711865827.5,1024,2.515168117468481e-05,1024,1.0155121398187086e-59,3.186710121455525e-30,1.0,36519.91822998895,3.651991822998895e-07,False,False,False,True,2.511341799768803e-20,3.6732576667886014e-21,1.0954473172831844e-10,1.7664656907619112e-16
quadrature,5.623413251903491e-19,391133380363878.6,335562590570688.5,1024,7.953659949438335e-05,1024,3.2113313533784903e-59,5.6668609947469955e-30,1.0,48700.093660542356,4.870009366054235e-07,False,False,False,True,4.4658674140989534e-20,6.532078476617784e-21,3.464108579335996e-10,9.933566574463384e-17
quadrature,1e-18,695544436880007.6,596724045591176.6,1024,0.00025151681174684815,1024,1.0155121398187088e-58,1.007726222651127e-29,1.0,64942.61864469446,6.494261864469447e-07,False,False,False,True,7.941560070455937e-20,1.161586065972782e-20,1.0954473172831845e-09,5.586054991350295e-17
quadrature,1.778279410038923e-18,1236872350870834.8,1061142083749916.9,1024,0.0007953659949438339,1024,3.2113313533784905e-58,1.7920187926967986e-29,1.0,86602.37382350955,8.660237382350956e-07,False,False,False,True,1.4122312756879052e-19,2.0656245841075122e-20,3.464108579335998e-09,3.1412695664220885e-17
quadrature,3.1622776601683795e-18,2199504634400043.5,1887007118658275.2,1024,0.0025151681174684815,1024,1.0155121398187089e-57,3.1867101214555255e-29,1.0,115486.12156987001,1.1548612156987e-06,False,False,False,True,2.5113417997688033e-19,3.673257666788602e-20,1.0954473172831847e-08,1.7664656907619112e-17
quadrature,5.623413251903491e-18,3911333803638786.0,3355625905706885.0,1024,0.007953659949438335,1024,3.211331353378491e-57,5.666860994746995e-29,1.0,154003.2182308408,1.540032182308408e-06,False,False,False,True,4.465867414098954e-19,6.532078476617785e-20,3.464108579335997e-08,9.933566574463384e-18
quadrature,9.999999999999999e-18,6955444368800076.0,5967240455911765.0,1024,0.02515168117468481,1024,1.0155121398187086e-56,1.007726222651127e-28,1.0,205366.59213295174,2.0536659213295173e-06,False,False,False,True,7.941560070455936e-19,1.1615860659727818e-19,1.095447317283184e-07,5.586054991350297e-18
quadrature,1.7782794100389228e-17,1.2368723508708348e+16,1.0611420837499168e+16,1024,0.07953659949438335,1024,3.2113313533784905e-56,1.7920187926967981e-28,1.0,273860.75205963507,2.7386075205963507e-06,False,False,False,True,1.4122312756879051e-18,2.065624584107512e-19,3.4641085793359974e-07,3.1412695664220892e-18
quadrature,3.1622776601683796e-17,2.1995046344000436e+16,1.887007118658275e+16,1024,0.2515168117468482,1024,1.015512139818709e-55,3.1867101214555255e-28,1.0,365199.18229988957,3.6519918229988955e-06,False,False,False,False,2.5113417997688034e-18,3.6732576667886017e-19,1.0954473172831849e-06,1.766465690761911e-18
quadrature,5.62341325190349e-17,3.911333803638786e+16,3.355625905706885e+16,1024,0.7953659949438334,1024,3.2113313533784896e-55,5.666860994746995e-28,1.0,487000.9366054235,4.870009366054235e-06,False,False,False,False,4.465867414098954e-18,6.5320784766177845e-19,3.464108579335997e-06,9.933566574463386e-19
quadrature,1e-16,6.955444368800076e+16,5.9672404559117656e+16,1024,2.515168117468481,1024,1.0155121398187087e-54,1.0077262226511269e-27,1.0,649426.1864469446,6.494261864469446e-06,False,False,False,False,7.941560070455937e-18,1.1615860659727818e-18,1.0954473172831844e-05,5.586054991350297e-19
quadrature,1.7782794100389228e-16,1.2368723508708347e+17,1.0611420837499166e+17,1024,7.953659949438336,1024,3.21133135337849e-54,1.7920187926967983e-27,1.0,866023.7382350954,8.660237382350954e-06,False,False,False,False,1.412231275687905e-17,2.0656245841075115e-18,3.464108579335996e-05,3.1412695664220894e-19
quadrature,3.1622776601683793e-16,2.1995046344000435e+17,1.8870071186582752e+17,1024,25.151681174684818,1024,1.0155121398187088e-53,3.1867101214555254e-27,1.0,1154861.2156987002,1.1548612156987002e-05,False,False,False,False,2.511341799768803e-17,3.673257666788601e-18,0.00010954473172831843,1.766465690761911e-19
quadrature,5.623413251903491e-16,3.911333803638786e+17,3.355625905706885e+17,1024,79.53659949438337,1024,3.2113313533784905e-53,5.6668609947469954e-27,1.0,1540032.182308408,1.540032182308408e-05,False,False,False,False,4.465867414098954e-17,6.532078476617784e-18,0.0003464108579335997,9.933566574463384e-20
quadrature,1e-15,6.955444368800077e+17,5.967240455911766e+17,1024,251.51681174684813,1024,1.0155121398187089e-52,1.0077262226511271e-26,1.0,2053665.9213295176,2.0536659213295175e-05,False,False,False,False,7.941560070455939e-17,1.1615860659727821e-17,0.001095447317283185,5.586054991350295e-20
quadrature,1.7782794100389227e-15,1.2368723508708347e+18,1.0611420837499167e+18,1024,795.3659949438335,1024,3.21133135337849e-52,1.792018792696798e-26,1.0,2738607.5205963505,2.7386075205963505e-05,False,False,False,False,1.4122312756879048e-16,2.0656245841075116e-17,0.0034641085793359954,3.1412695664220894e-20
quadrature,3.1622776601683794e-15,2.1995046344000435e+18,1.887007118658275e+18,1024,2515.168117468482,1024,1.0155121398187088e-51,3.1867101214555254e-26,1.0,3651991.8229988953,3.651991822998895e-05,False,False,False,False,2.511341799768803e-16,3.673257666788601e-17,0.010954473172831844,1.766465690761911e-20
quadrature,5.6234132519034904e-15,3.9113338036387855e+18,3.3556259057068846e+18,1024,7953.659949438334,1024,3.21133135337849e-51,5.666860994746995e-26,1.0,4870009.366054235,4.870009366054235e-05,False,False,False,False,4.465867414098953e-16,6.532078476617783e-17,0.034641085793359956,9.933566574463384e-21
quadrature,1e-14,6.955444368800076e+18,5.967240455911765e+18,1024,25151.681174684814,1024,1.0155121398187087e-50,1.0077262226511271e-25,1.0,6494261.864469446,6.494261864469446e-05,False,False,False,False,7.941560070455937e-16,1.161586065972782e-16,0.10954473172831845,5.586054991350296e-21
quadrature,1.7782794100389227e-14,1.2368723508708346e+19,1.0611420837499167e+19,1024,79536.59949438335,1024,3.2113313533784897e-50,1.7920187926967982e-25,1.0,8660237.382350953,8.660237382350954e-05,False,False,False,False,1.412231275687905e-15,2.065624584107512e-16,0.3464108579335997,3.14126956642209e-21
quadrature,3.1622776601683796e-14,2.199504634400044e+19,1.8870071186582753e+19,1024,251516.81174684822,1024,1.015512139818709e-49,3.1867101214555255e-25,1.0,11548612.156987,0.00011548612156987,False,False,False,False,2.5113417997688034e-15,3.673257666788602e-16,1.095447317283185,1.7664656907619107e-21
quadrature,5.6234132519034906e-14,3.911333803638786e+19,3.355625905706885e+19,1024,795365.9949438334,1024,3.21133135337849e-49,5.666860994746995e-25,1.0,15400321.82308408,0.0001540032182308408,False,False,False,False,4.4658674140989534e-15,6.532078476617784e-16,3.4641085793359965,9.933566574463385e-22
quadrature,1e-13,6.955444368800077e+19,5.9672404559117664e+19,1024,2515168.1174684814,1024,1.0155121398187087e-48,1.007726222651127e-24,1.0,20536659.213295177,0.00020536659213295176,False,False,False,False,7.941560070455938e-15,1.161586065972782e-15,10.954473172831849,5.586054991350296e-22
quadrature,1.7782794100389227e-13,1.2368723508708347e+20,1.0611420837499167e+20,1024,7953659.949438334,1024,3.21133135337849e-48,1.792018792696798e-24,1.0,27386075.205963504,0.000273860752059635,False,False,False,False,1.412231275687905e-14,2.0656245841075118e-15,34.64108579335997,3.14126956642209e-22
quadrature,3.162277660168379e-13,2.1995046344000435e+20,1.8870071186582752e+20,1024,25151681.17468481,1024,1.0155121398187086e-47,3.186710121455525e-24,1.0,36519918.229988955,0.00036519918229988956,False,False,False,False,2.511341799768803e-14,3.673257666788601e-15,109.54473172831845,1.766465690761911e-22
quadrature,5.62341325190349e-13,3.911333803638786e+20,3.355625905706885e+20,1024,79536599.49438336,1024,3.21133135337849e-47,5.666860994746995e-24,1.0,48700093.660542354,0.00048700093660542355,False,False,False,False,4.465867414098953e-14,6.532078476617784e-15,346.41085793359963,9.933566574463385e-23
quadrature,1e-12,6.955444368800076e+20,5.967240455911765e+20,1024,251516811.74684808,1024,1.0155121398187088e-46,1.007726222651127e-23,1.0,64942618.644694455,0.0006494261864469445,False,False,False,False,7.941560070455937e-14,1.1615860659727819e-14,1095.4473172831842,5.586054991350296e-23
quadrature,1.7782794100389228e-12,1.2368723508708348e+21,1.0611420837499167e+21,1024,795365994.9438337,1024,3.2113313533784906e-46,1.792018792696798e-23,1.0,86602373.82350954,0.0008660237382350954,False,False,False,False,1.412231275687905e-13,2.0656245841075118e-14,3464.1085793359966,3.1412695664220897e-23
quadrature,3.1622776601683794e-12,2.1995046344000434e+21,1.887007118658275e+21,1024,2515168117.4684815,1024,1.0155121398187088e-45,3.186710121455525e-23,1.0,115486121.56987001,0.0011548612156987,False,False,False,False,2.511341799768803e-13,3.673257666788601e-14,10954.473172831844,1.7664656907619112e-23
quadrature,5.6234132519034904e-12,3.9113338036387856e+21,3.355625905706885e+21,1024,7953659949.438333,1024,3.21133135337849e-45,5.666860994746995e-23,1.0,154003218.2308408,0.001540032182308408,False,False,False,False,4.465867414098954e-13,6.532078476617785e-14,34641.08579335997,9.933566574463387e-24
quadrature,1e-11,6.955444368800075e+21,5.967240455911765e+21,1024,25151681174.68481,1024,1.0155121398187087e-44,1.007726222651127e-22,1.0,205366592.13295177,0.0020536659213295175,False,False,False,False,7.941560070455936e-13,1.1615860659727816e-13,109544.73172831841,5.586054991350296e-24
quadrature,1.7782794100389227e-11,1.2368723508708346e+22,1.0611420837499168e+22,1024,79536599494.38336,1024,3.21133135337849e-44,1.7920187926967982e-22,1.0,273860752.05963504,0.0027386075205963504,False,False,False,False,1.4122312756879047e-12,2.0656245841075114e-13,346410.85793359956,3.141269566422089e-24
quadrature,3.1622776601683794e-11,2.1995046344000436e+22,1.8870071186582753e+22,1024,251516811746.8482,1024,1.0155121398187088e-43,3.1867101214555253e-22,1.0,365199182.2998895,0.003651991822998895,False,False,False,False,2.5113417997688033e-12,3.673257666788602e-13,1095447.3172831847,1.766465690761911e-24
quadrature,5.6234132519034906e-11,3.911333803638786e+22,3.355625905706885e+22,1024,795365994943.8336,1024,3.2113313533784904e-43,5.666860994746995e-22,1.0,487000936.6054235,0.004870009366054235,False,False,False,False,4.4658674140989534e-12,6.532078476617784e-13,3464108.579335996,9.933566574463385e-25
quadrature,1e-10,6.955444368800076e+22,5.967240455911766e+22,1024,2515168117468.4814,1024,1.0155121398187089e-42,1.007726222651127e-21,1.0,649426186.4469446,0.006494261864469446,False,False,False,False,7.941560070455937e-12,1.161586065972782e-12,10954473.172831845,5.586054991350296e-25
quadrature,1.778279410038923e-10,1.2368723508708347e+23,1.0611420837499168e+23,1024,7953659949438.34,1024,3.211331353378491e-42,1.7920187926967984e-21,1.0,866023738.2350955,0.008660237382350954,False,False,False,False,1.4122312756879051e-11,2.065624584107512e-12,34641085.79335997,3.141269566422089e-25
quadrature,3.1622776601683795e-10,2.1995046344000435e+23,1.8870071186582752e+23,1024,25151681174684.812,1024,1.0155121398187089e-41,3.186710121455525e-21,1.0,1154861215.6987002,0.011548612156987001,False,False,False,False,2.5113417997688033e-11,3.673257666788602e-12,109544731.72831847,1.766465690761911e-25
quadrature,5.623413251903491e-10,3.911333803638786e+23,3.355625905706885e+23,1024,79536599494383.36,1024,3.2113313533784907e-41,5.666860994746996e-21,1.0,1540032182.308408,0.01540032182308408,False,False,False,False,4.4658674140989544e-11,6.532078476617785e-12,346410857.9335998,9.933566574463385e-26
quadrature,1e-09,6.955444368800076e+23,5.967240455911766e+23,1024,251516811746848.12,1024,1.0155121398187089e-40,1.007726222651127e-20,1.0,2053665921.3295176,0.020536659213295175,False,False,False,False,7.941560070455937e-11,1.161586065972782e-11,1095447317.2831845,5.586054991350296e-26
quadrature,1.7782794100389228e-09,1.2368723508708347e+24,1.0611420837499168e+24,1024,795365994943833.8,1024,3.2113313533784906e-40,1.7920187926967984e-20,1.0,2738607520.5963507,0.027386075205963506,False,False,False,False,1.412231275687905e-10,2.0656245841075118e-11,3464108579.335996,3.1412695664220895e-26
quadrature,3.1622776601683795e-09,2.1995046344000437e+24,1.887007118658275e+24,1024,2515168117468481.5,1024,1.0155121398187088e-39,3.186710121455525e-20,1.0,3651991822.9988956,0.03651991822998896,False,False,False,False,2.5113417997688035e-10,3.673257666788602e-11,10954473172.831848,1.7664656907619114e-26
quadrature,5.623413251903491e-09,3.911333803638786e+24,3.3556259057068855e+24,1024,7953659949438337.0,1024,3.211331353378491e-39,5.666860994746996e-20,1.0,4870009366.054235,0.04870009366054236,False,False,False,False,4.465867414098954e-10,6.532078476617784e-11,34641085793.35997,9.933566574463384e-27
quadrature,1e-08,6.955444368800076e+24,5.967240455911765e+24,1024,2.5151681174684812e+16,1024,1.0155121398187089e-38,1.007726222651127e-19,1.0,6494261864.469446,0.06494261864469446,False,False,False,False,7.941560070455937e-10,1.161586065972782e-10,109544731728.31845,5.586054991350296e-27
quadrature,1.7782794100389228e-08,1.2368723508708348e+25,1.0611420837499168e+25,1024,7.953659949438336e+16,1024,3.2113313533784906e-38,1.7920187926967982e-19,1.0,8660237382.350954,0.08660237382350953,False,False,False,False,1.4122312756879049e-09,2.0656245841075116e-10,346410857933.5996,3.141269566422089e-27
quadrature,3.162277660168379e-08,2.1995046344000434e+25,1.887007118658275e+25,1024,2.515168117468481e+17,1024,1.0155121398187087e-37,3.1867101214555247e-19,1.0,11548612156.987001,0.11548612156987001,False,False,False,False,2.5113417997688033e-09,3.6732576667886016e-10,1095447317283.1847,1.7664656907619114e-27
quadrature,5.6234132519034905e-08,3.911333803638786e+25,3.355625905706885e+25,1024,7.953659949438335e+17,1024,3.21133135337849e-37,5.666860994746995e-19,1.0,15400321823.08408,0.1540032182308408,False,False,False,False,4.4658674140989536e-09,6.532078476617784e-10,3464108579335.9966,9.933566574463384e-28
