epsilon,a,N,E,dlnE,Ht,t_Gyr,chi,q,Omega_chi,w_chi,Omega_m,Omega_r,D_regular_norm_PM,f_regular,D_matched,f_matched
0.01,0.02,-3.912023005428146,200.63184416807826,-1.5071809276056565,0.6590123984325729,0.047651919760714326,134.242626635338,1.5056409829625403,0.007513836682311631,0.005680083036254321,0.9781846344897218,0.014284601011595942,1.0,0.9858603243239973,1.0,0.9866215162943861
0.01,0.020019110799585467,-3.9110679216865862,200.34324626090782,-1.5071740722163234,0.6590188418906294,0.04772102975954058,134.2440646456878,1.5056349662120847,0.007513817470908273,0.005674616690077491,0.9781980457140401,0.014271160193930378,1.000942026930184,0.9858693986687282,1.0009427537613533,0.9866288004601849
0.01,0.020038239860303963,-3.910112837945027,200.05506479527804,-1.5071672228932422,0.6590252803900398,0.04779023931228746,134.2455026502935,1.5056289544763348,0.007513798278845054,0.0056691544585664244,0.9782114443182771,0.014257731836519417,1.0018849499540858,0.9858784644159183,1.0018864032753656,0.9866360802218131
0.01,0.020057387199604752,-3.9091577542034672,199.76729916723724,-1.5071603796301776,0.6590317139342077,0.04785954856191038,134.24694064915988,1.5056229477535337,0.007513779106120313,0.005663696339589757,0.9782248303132384,0.014244315928154947,1.0028287699239726,0.9858875215731572,1.0028309493954313,0.9866433555770914
0.01,0.020076552834953736,-3.9082026704619075,199.47994877371647,-1.5071535424208997,0.6590381425265349,0.04792895765156983,134.24837864229173,1.5056169460419206,0.007513759952732284,0.005658242331025667,0.9782382037097199,0.01423091245763839,1.003773487692919,0.9858965701480275,1.0037763929757524,0.9866506265238555
0.01,0.02009573678383353,-3.9072475867203478,199.1930130125291,-1.5071467112591777,0.6590445661704228,0.04799846672463152,134.24981662969384,1.5056109493397334,0.0075137408186792065,0.005652792430748788,0.9782515645185056,0.014217521413780491,1.0047191041148111,0.9859056101481039,1.0047227348713412,0.9866578930599561
0.01,0.020114939063743426,-3.9062925029787885,198.90649128236902,-1.507139886138787,0.659050984869271,0.04806807592466675,134.251254611371,1.5056049576452075,0.0075137217039592365,0.005647346636642201,0.97826491275037,0.014204142785401419,1.0056656200443472,0.9859146415809541,1.0056699759380208,0.9866651551832593
0.01,0.020134159692199477,-3.9053374192372288,198.6203829828083,-1.507133067053504,0.6590573986264783,0.04813778539545296,134.25269258732794,1.5055989709565754,0.007513702608570569,0.005641904946580298,0.9782782484160766,0.014190776561330807,1.0066130363370385,0.985923664454138,1.0066181170324269,0.9866724128916456
0.01,0.020153398686734447,-3.904382335495669,198.33468751429805,-1.507126253997109,0.6590638074454419,0.04820759528097351,134.2541305575695,1.5055929892720674,0.007513683532511234,0.005636467358455624,0.9782915715263786,0.014177422730407598,1.007561353849209,0.9859326787752083,1.007567159012006,0.9866796661830111
0.01,0.020172656064897855,-3.9034272517541093,198.04940427816516,-1.5071194469633855,0.6590702113295581,0.04827750572541845,134.25556852210048,1.5055870125899116,0.007513664475779326,0.0056310338701499535,0.9783048820920187,0.01416408128148021,1.0085105734379964,0.9859416845517098,1.008517102735019,0.9866869150552658
0.01,0.020191931844255984,-3.90247216801255,197.7645326766123,-1.507112645946119,0.6590766102822223,0.048347516873184525,134.25700648092555,1.5055810409083328,0.007513645438372852,0.005625604479552125,0.978318180123729,0.014150752203406388,1.009460695961354,0.9859506817911805,1.0094679490605394,0.9866941595063358
