epsilon,a,N,E,dlnE,Ht,t_Gyr,chi,q,Omega_chi,w_chi,Omega_m,Omega_r,D_regular_norm_PM,f_regular,D_matched,f_matched
0.0,9.999999999999994e-08,-16.11809565095832,959330495710.4211,-1.999828862943666,0.5000285155144814,7.561591351252662e-12,,,0.0,,0.00034227411266794376,0.999657725887332,0.009646565822313907,0.0005133233203599238,,
0.0,1.0039428345467004e-07,-16.114160569012284,951810682158.0613,-1.999828188410433,0.5000286280517557,7.621333683208808e-12,,,0.0,,0.0003436231791339574,0.999656376820866,0.009646585346470398,0.0005153462262466276,,
0.0,1.0079012150376606e-07,-16.110225487066252,944349815971.1207,-1.9998275112194583,0.5000287410315402,7.6815480114659e-12,,,0.0,,0.0003449775610830713,0.9996550224389169,0.009646604947607404,0.0005173770998795688,,
0.0,1.0118752027679732e-07,-16.106290405120216,936947435054.8717,-1.9998268313602778,0.5000288544555859,7.742238064884952e-12,,,0.0,,0.0003463372794444329,0.9996536627205556,0.009646624626028449,0.0005194159726092247,,
0.0,1.0158648592743969e-07,-16.10235532317418,929603080937.0553,-1.9998261488223852,0.5000289683256509,7.80340760178361e-12,,,0.0,,0.0003477023552294817,0.9996522976447705,0.009646644382038261,0.0005214628759091634,,
0.0,1.0198702463363199e-07,-16.098420241228148,922316298739.4642,-1.9998254635952337,0.5000290826435001,7.865060410168994e-12,,,0.0,,0.0003490728095322641,0.9996509271904677,0.00964666421594274,0.0005235178413765313,,
0.0,1.0238914259767272e-07,-16.09448515928211,915086637149.7482,-1.9998247756682352,0.5000291974109052,7.927200307972363e-12,,,0.0,,0.00035044866352977236,0.9996495513364703,0.00964668412804903,0.0005255809007325406,,
0.0,1.0279284604631393e-07,-16.090550077336076,907913648393.5,-1.999824085030759,0.500029312629645,7.98983114328517e-12,,,0.0,,0.00035182993848226207,0.9996481700615177,0.009646704118665458,0.0005276520858229449,,
0.0,1.031981412308587e-07,-16.086614995390043,900796888206.5005,-1.9998233916721333,0.500029428301505,8.05295679459744e-12,,,0.0,,0.0003532166557335717,0.9996467833442665,0.009646724188101582,0.00052973142861853,,
0.0,1.0360503442725907e-07,-16.082679913444007,893735915807.1831,-1.9998226955816443,0.5000295444282779,8.11658117103807e-12,,,0.0,,0.0003546088367114646,0.9996453911632885,0.00964674433666817,0.0005318189612156094,,
0.0,1.0401353193621102e-07,-16.07874483149797,886730293869.3701,-1.999821996748536,0.500029661011763,8.180708212616491e-12,,,0.0,,0.0003560065029279511,0.999643993497072,0.009646764564677215,0.0005339147158365029,,
0.0,1.0442364008325315e-07,-16.07480974955194,879779588495.166,-1.9998212951620102,0.5000297780537674,8.245341890466771e-12,,,0.0,,0.00035740967597961093,0.9996425903240204,0.009646784872441963,0.0005360187248300358,,
0.0,1.0483536521886568e-07,-16.070874667605903,872883369188.0646,-1.999820590811226,0.5000298955561043,8.310486207093614e-12,,,0.0,,0.00035881837754793986,0.9996411816224521,0.009646805260276867,0.0005381310206720384,,
0.0,1.0524871371856626e-07,-16.06693958565987,866041208826.3265,-1.9998198836853003,0.5000300135205947,8.376145196619775e-12,,,0.0,,0.000360232629399675,0.9996397673706003,0.00964682572849763,0.0005402516359658295,,
0.0,1.0566369198301169e-07,-16.063004503713834,859252683636.4761,-1.9998191737733064,0.5000301319490663,8.442322925036247e-12,,,0.0,,0.0003616524533871218,0.9996383475466128,0.009646846277421193,0.00054238060344273,,
0.0,1.0608030643809429e-07,-16.0590694217678,852517373167.0951,-1.9998184610642757,0.5000302508433543,8.509023490453588e-12,,,0.0,,0.0003630778714485041,0.9996369221285515,0.009646866907365768,0.0005445179559625495,,
0.0,1.0649856353504266e-07,-16.055134339821766,845834860262.7631,-1.999817745547196,0.5000303702053005,8.576251023355784e-12,,,0.0,,0.0003645089056082936,0.9996354910943918,0.0096468876186508,0.0005466637265140944,,
0.0,1.0691846975052266e-07,-16.05119925787573,839204731038.2002,-1.9998170272110114,0.5000304900367546,8.644009686856173e-12,,,0.0,,0.0003659455779775403,0.9996340544220226,0.009646908411597006,0.000548817948215678,,
0.0,1.0734003158673545e-07,-16.047264175929694,832626574852.6686,-1.999816306044623,0.500030610339573,8.712303676954779e-12,,,0.0,,0.0003673879107542271,0.9996326120892458,0.009646929286526358,0.0005509806543156148,,
0.0,1.0776325557151922e-07,-16.04332909398366,826099984284.5198,-1.999815582036888,0.5000307311156194,8.781137222798275e-12,,,0.0,,0.00036883592622360294,0.9996311640737763,0.0096469502437621,0.0005531518781927346,,
0.0,1.0818814825845159e-07,-16.039394012037626,819624555105.9407,-1.9998148551766208,0.5000308523667651,8.850514586942003e-12,,,0.0,,0.0003702896467585174,0.9996297103532416,0.00964697128362875,0.000555331653356898,,
0.0,1.0861471622694863e-07,-16.03545893009159,813199886257.9532,-1.9998141254525903,0.5000309740948884,8.920440065613446e-12,,,0.0,,0.00037174909481977865,0.9996282509051803,0.009646992406452119,0.0005575200134494977,,
0.0,1.0904296608236799e-07,-16.031523848145557,806825579825.5546,-1.9998133928535218,0.5000310963018751,8.990917988978427e-12,,,0.0,,0.0003732142929564916,0.9996267857070436,0.009647013612559286,0.000559716992243977,,
0.0,1.0947290445611231e-07,-16.02758876619952,800501241013.0537,-1.999812657368097,0.5000312189896183,9.061952721409336e-12,,,0.0,,0.00037468526380639517,0.9996253147361936,0.009647034902278622,0.0005619226236463525,,
0.0,1.0990453800572958e-07,-16.023653684253485,794226478119.6528,-1.999811918984952,0.5000313421600185,9.133548661754957e-12,,,0.0,,0.000376162030096226,0.9996238379699038,0.0096470562759398,0.0005641369416957203,,
0.0,1.1033787341501739e-07,-16.019718602307453,788000902515.1688,-1.9998111776926788,0.5000314658149837,9.205710243612969e-12,,,0.0,,0.0003776446146420591,0.9996223553853578,0.009647077733873789,0.0005663599805647815,,
0.0,1.1077291739412766e-07,-16.015783520361417,781824128615.9445,-1.9998104334798252,0.5000315899564293,9.27844193560462e-12,,,0.0,,0.0003791330403496501,0.9996208669596504,0.009647099276412864,0.0005685917745603706,,
0.0,1.1120967667966808e-07,-16.01184843841538,775695773861.0012,-1.9998096863348926,0.5000317145862779,9.351748241650956e-12,,,0.0,,0.0003806273302148022,0.9996193726697852,0.009647120903890605,0.0005708323581239676,,
0.0,1.1164815803480775e-07,-16.00791335646935,769615458688.3248,-1.999808936246338,0.5000318397064601,9.425633701251868e-12,,,0.0,,0.00038212750732371213,0.9996178724926762,0.009647142616641909,0.0005730817658322297,,
0.0,1.1208836824938293e-07,-16.003978274523313,763582806511.3408,-1.9998081832025734,0.500031965318914,9.500102889767305e-12,,,0.0,,0.0003836335948533153,0.9996163664051467,0.009647164415003004,0.0005753400323975257,,
0.0,1.1253031413999995e-07,-16.000043192577277,757597443695.6222,-1.9998074271919644,0.5000320914255848,9.5751604187001e-12,,,0.0,,0.0003851456160716577,0.9996148543839284,0.009647186299311421,0.0005776071926684536,,
0.0,1.1297400255014186e-07,-15.996108110631244,751658999535.7292,-1.999806668202831,0.5000322180284258,9.650810935981691e-12,,,0.0,,0.00038666359433824543,0.9996133364056619,0.009647208269906055,0.0005798832816303791,,
0.0,1.1341944035027565e-07,-15.992173028685208,745767106232.234,-1.999805906223448,0.5000323451293978,9.727059126260028e-12,,,0.0,,0.0003881875531043941,0.9996118124468957,0.009647230327127105,0.0005821683344059761,,
0.0,1.1386663443795602e-07,-15.988237946739174,739921398868.973,-1.9998051412420432,0.500032472730469,9.803909711189152e-12,,,0.0,,0.0003897175159136057,0.9996102824840865,0.009647252471316122,0.0005844623862557503,,
0.0,1.1431559173793438e-07,-15.98430286479314,734121515390.4158,-1.9998043732467992,0.5000326008336158,9.881367449721875e-12,,,0.0,,0.00039125350640192104,0.9996087464935981,0.009647274702816025,0.0005867654725785874,,
0.0,1.1476631920226529e-07,-15.980367782847104,728367096579.2507,-1.999803602225851,0.5000327294408219,9.95943713840424e-12,,,0.0,,0.00039279554829827433,0.9996072044517018,0.00964729702197104,0.000589077628912291,,
0.0,1.1521882381041349e-07,-15.97643270090107,722657786034.1428,-1.9998028281672875,0.5000328585540789,1.0038123611672353e-11,,,0.0,,0.00039434366542487364,0.9996056563345751,0.009647319429126798,0.000591398890934121,,
