digits,mg_eV,MV_eV,KK_eV,phase,chi_index,chi,U,d,dchi,dy,deltaBy_im,dgchi,dgy,bg_tree_y,bg_5d_y,baseline,stabilization,mass2,valley_y,valley_gchi,direct_mass0,direct_mass1,direct_CW_x,direct_CW_y,direct_CW_y_with_5d_B
180,1e-12,1e12,1e14,zero,0,137.6422999547138,0.000000000000061618102713530627381659125530792,1.23236205427061254763318251061584e-37,-2.46472410854122509526636502123168e-37,0.0,3419228.42787262130522914529334809997053330081515322407046123287872063547161290103743741678,0.0000000000000000312160955036503402532561009528783712714655741167011206466390030628706681996884978487567371,0.0,0.0,0.0,5.6765139759820229742877276141809227008330381105161162446164249544604014134232443060351581e-66,7.39417232562367528579909506369504e-37,7.39417232562367518173579136927907639401604177882573609684030374944989436522896283434833403e-37,0.0,0.0,5.6765139759820229742877276141809227008330381105161162446164249544604014134232443060351581e-66,7.39417232562367528579909506375180513975982022974287727614180922700833038110516116244616425e-37,0.0000000000000000312160955036503402532561009528783712714655741167011206466390023641477539167397487705082952,0.0,0.0
180,1e-12,1e12,1e14,zero,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,0.0,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.0,0.0,0.0,5.66392025462353210132416999542764243133651635190520881782814542842967770790437704943293016e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.73781648661851011867828388538611643751019489539378381622674750290067181916858447871581177e-38,0.0,0.0,5.66392025462353210132416999542764243133651635190520881782814542842967770790437704943293016e-66,6.73781648661851115931132083011340389494797940456519560924180227848503197793056775969411393e-38,0.00000000000000000284449636906656142086520833273853213565659205210649347265068913969707371933858328182473838,0.0,0.0
180,1e-12,1e12,1e14,zero,1024,139.79424666735443,0.000000000000000832820019908486102554497302174218428013103656733581487924897643952880033621294787568109423,1.66564003981697220510899460434843685602620731346716297584979528790576006724258957513621885e-39,-3.33128007963394441021798920869687371205241462693432595169959057581152013448517915027243769e-39,0.0,394463.635698328306073500627648035010016483158384154862382093068104425005299738855358364661,0.00000000000000000042188459488707298685631171870337652227449363440866538863971504979708308185893448949887981,0.0,0.0,0.0,5.66284489720840649181908233688989452964661352506563237148408785340463851853850266956923255e-66,9.99384023890183323065396762609062113615724388080297785509877172743456040345553745081731308e-39,9.99384023890182282432359818448059145898780528090794226183811850123757234090133701251837932e-39,0.0,0.0,5.66284489720840649181908233688989452964661352506563237148408785340463851853850266956923255e-66,9.99384023890183323065396763175346603336565037262206019198866625708117392852116982230140093e-39,0.000000000000000000421884594887072986856311718703376522274493634408665388639715050755107633459724636489233701,0.0,0.0
180,1e-12,1e12,1e14,quadrature,0,137.6422999547138,0.000000000000061618102713530627381659125530792,1.23236205427061254763318251061584e-37,-2.46472410854122509526636502123168e-37,-4.44770257863103916000043640793287789184883846326986494039037716968394396682208613337975228e-47,3419228.42787262130522914529334809997053330081515322407046123287872063547161290103743741678,0.0000000000000000312160955036503402532561009528783712714655741167011206466390030628706681996884978487567371,0.00000000000000000000000000563308112194968463267035319919611939667003295110518748487782466194357127955231001507735997,0.0,0.0,5.6765139759820229743081451905391327421936858890066557272764841034938466534175060998397361e-66,7.39417232562367528579909506369504e-37,7.39417232562367518173579136927907639401604177882594027260388584986350084301386822917493462e-37,5.07245547202876470869509680594790260596795917043629808419094777184718064887283725500577261e-38,-1.58756686910508850650568206377810179466452466180541845972326129772330747796310232449229684e-77,5.6765139759820229743081451905391327421936858890066557272764841034938466534175060998397361e-66,7.39417232562367528579909506375180513975982022974308145190539132742193685889006655727276484e-37,0.0000000000000000312160955036503402532561009528783712714655741167011206466390023641477539167397487705082952,0.000000000000000000000000005633081121949684632670353199196119396670032951105187484877824661943571204001867418682336,0.00000000000000000000000000563308112194968463267035319919611939667003295110518748487768582203510482559642731743863488
180,1e-12,1e12,1e14,quadrature,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,-1.34261205754001737565300830856402866229263428970310458915178955696581018359354754049810407e-47,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.00000000000000000000000000170037512246679281083221797580879580060667533667178136237690186353792087458964202958837417,1.58277916660614645304552004364012825514961562457414409529022101798843724641725558651935207e-41,0.0000000000000000000000000000290869129368374914149980686282734211743496265194670469400692976026029761714504002638690291,5.66392025462353210133033337612130253333080480815375869081630498795439192426497853719558739e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.73781648661851011867828388538611643751019489539440015429611351310010066479343946601462772e-38,1.68036426875758392408013868245973811614607696058133978851918260562326298530218536777959235e-37,-1.74221768015310878723354601666374906719529653897299356009155492123106723972383177350111379e-76,5.66392025462353210133033337612130253333080480815375869081630498795439192426497853719558739e-66,6.73781648661851115931132083011340389494797940456581194731116828868446082355542274699292988e-38,0.00000000000000000284449636906656142086520833273853213565659205210649347265068913969707371933858328182473838,0.00000000000000000000000000170037512246680863862388403727332625580711173795433285853314762145223291481293701458459044,0.00000000000000000000000000172946203540364613003888210590159967698146136447379990547321309997502580109246255776031393
180,1e-12,1e12,1e14,quadrature,1024,139.79424666735443,0.000000000000000832820019908486102554497302174218428013103656733581487924897643952880033621294787568109423,1.66564003981697220510899460434843685602620731346716297584979528790576006724258957513621885e-39,-3.33128007963394441021798920869687371205241462693432595169959057581152013448517915027243769e-39,-5.17079303660945699646250915876001253501676210774803063125643456262675562422155523761202963e-48,394463.635698328306073500627648035010016483158384154862382093068104425005299738855358364661,0.00000000000000000042188459488707298685631171870337652227449363440866538863971504979708308185893448949887981,0.00000000000000000000000000065481179349142925560344799956242659880995079711515889178428945634803819044479544861709786,1.08033850787985118968564051204790775416304150499902346211890106563286762916263652133168716e-41,0.0000000000000000000000000000198535037508700849613960709984566679911212682640109406676909286296205787347428270216858044,5.66284489720840649182145603566563347226167128172206453392787586691071570243472043590268816e-66,9.99384023890183323065396762609062113615724388080297785509877172743456040345553745081731308e-39,9.99384023890182282432359818448059145898780528091031596061385744385263009755776917496216734e-39,4.36311666763727592368418500359814474980998281250706023708122129685213147666865237539096425e-37,-1.17459782506026908302995149055577862512030392921043866503301024119010995428802676431294265e-75,5.66284489720840649182145603566563347226167128172206453392787586691071570243472043590268816e-66,9.99384023890183323065396763175346603336565037262443389076440519969623168517760198474518895e-39,0.000000000000000000421884594887072986856311718703376522274493634408665388639715050755107633459724636489233701,0.000000000000000000000000000654811793491440058988526798074323455215071276192700522199339448261747303551300501056919719,0.000000000000000000000000000674665297242310143949922869072780123206192544456711462867030158729636941153460520722040106
180,1e-12,1e12,1e14,pi,0,137.6422999547138,0.000000000000061618102713530627381659125530792,1.23236205427061254763318251061584e-37,-2.46472410854122509526636502123168e-37,0.0,3419228.42787262130522914529334809997053330081515322407046123287872063547161290103743741678,0.0000000000000000312160955036503402532561009528783712714655741167011206466390030628706681996884978487567371,0.0,0.0,0.0,5.6765139759820229743285627668973427835543336674971952099365432525272918934117678936443141e-66,7.39417232562367528579909506369504e-37,7.39417232562367518173579136927907639401604177882614444836746795027710732079877362400153522e-37,0.0,0.0,5.6765139759820229743285627668973427835543336674971952099365432525272918934117678936443141e-66,7.39417232562367528579909506375180513975982022974328562766897342783554333667497195209936543e-37,0.0000000000000000312160955036503402532561009528783712714655741167011206466390023641477539167397487705082952,0.0,0.0
180,1e-12,1e12,1e14,pi,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,0.0,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.0,0.0,0.0,5.66392025462353210133649675681496263532509326440230856380446454747910614062558002495824462e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.73781648661851011867828388538611643751019489539501649236547952329952951041829445331344368e-38,0.0,0.0,5.66392025462353210133649675681496263532509326440230856380446454747910614062558002495824462e-66,6.73781648661851115931132083011340389494797940456642828538053429888388966918027773429174584e-38,0.00000000000000000284449636906656142086520833273853213565659205210649347265068913969707371933858328182473838,0.0,0.0
180,1e-12,1e12,1e14,pi,1024,139.79424666735443,0.000000000000000832820019908486102554497302174218428013103656733581487924897643952880033621294787568109423,1.66564003981697220510899460434843685602620731346716297584979528790576006724258957513621885e-39,-3.33128007963394441021798920869687371205241462693432595169959057581152013448517915027243769e-39,0.0,394463.635698328306073500627648035010016483158384154862382093068104425005299738855358364661,0.00000000000000000042188459488707298685631171870337652227449363440866538863971504979708308185893448949887981,0.0,0.0,0.0,5.66284489720840649182382973444137241487672903837849669637166388041679288633093820223614377e-66,9.99384023890183323065396762609062113615724388080297785509877172743456040345553745081731308e-39,9.99384023890182282432359818448059145898780528091268965938959638646768785421420133740595535e-39,0.0,0.0,5.66284489720840649182382973444137241487672903837849669637166388041679288633093820223614377e-66,9.99384023890183323065396763175346603336565037262680758954014414231128944183403414718897696e-39,0.000000000000000000421884594887072986856311718703376522274493634408665388639715050755107633459724636489233701,0.0,0.0
180,1e-6,1e12,1e14,zero,0,137.6422999547138,0.000000000000061618102713530627381659125530792,1.23236205427061254763318251061584e-37,-2.46472410854122509526636502123168e-37,0.0,3419228.42787262130522914529334809997053330081515322407046123287872063547161290103743741678,0.0000000000000000312160955036503402532561009528783712714655741167011206466390030628706681996884978487567371,0.0,0.0,0.0,5.67651397598202297430814517012155638398364050052856974337224197314410450234080528237107823e-66,7.39417232562367528579909506369504e-37,7.39406826231998081307034931997335422261864092823760389326519968764150830717506960122671401e-37,0.0,0.0,5.67651397598202297430814517012155638398364050052856974337224197314410450234080528237107823e-66,7.39417232562367528579909506375180513975982022974308145170121556383983640500528569743372242e-37,0.0000000000000000312160955036503402532561009528783712714655741167011206466390023641477539167397487705082952,0.0,0.0
