digits,mg_eV,MV_eV,KK_eV,phase,chi_index,chi,U,d,dchi,dy,deltaBy_im,dgchi,dgy,bg_tree_y,bg_5d_y,baseline,stabilization,mass2,valley_y,valley_gchi,direct_mass0,direct_mass1,direct_CW_x,direct_CW_y,direct_CW_y_with_5d_B
180,1e-6,1e12,1e14,zero,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,0.0,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.0,0.0,0.0,5.66392025462353210133033336995792183967069880386615226549299986774449416526327462331662717e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.7367758535815664320238633923288947235361863895110363623346714573351692448245011423905153e-38,0.0,0.0,5.66392025462353210133033336995792183967069880386615226549299986774449416526327462331662717e-66,6.73781648661851115931132083011340389494797940456581194669483021931845022312666210446059937e-38,0.00000000000000000284449636906656142086520833273853213565659205210649347265068913969707371933858328182473838,0.0,0.0
180,1e-6,1e12,1e14,zero,1024,139.79424666735443,0.000000000000000832820019908486102554497302174218428013103656733581487924897643952880033621294787568109423,1.66564003981697220510899460434843685602620731346716297584979528790576006724258957513621885e-39,-3.33128007963394441021798920869687371205241462693432595169959057581152013448517915027243769e-39,0.0,394463.635698328306073500627648035010016483158384154862382093068104425005299738855358364661,0.00000000000000000042188459488707298685631171870337652227449363440866538863971504979708308185893448949887981,0.0,0.0,0.0,5.66284489720840649182145603329193469652272465818773126693349260559356083468711958287391676e-66,9.99384023890183323065396762609062113615724388080297785509877172743456040345553745081731308e-39,9.98343390853238595777939325390837431924772022207667804478911880412447527862165909704996499e-39,0.0,0.0,5.66284489720840649182145603329193469652272465818773126693349260559356083468711958287391676e-66,9.99384023890183323065396763175346603336565037262443388839070642395728506164326871775080569e-39,0.000000000000000000421884594887072986856311718703376522274493634408665388639715050755107633459724636489233701,0.0,0.0
180,1e-6,1e12,1e14,quadrature,0,137.6422999547138,0.000000000000061618102713530627381659125530792,1.23236205427061254763318251061584e-37,-2.46472410854122509526636502123168e-37,-4.44770257863103916000043640793287789184883846326986494039037716968394396682208613337975228e-41,3419228.42787262130522914529334809997053330081515322407046123287872063547161290103743741678,0.0000000000000000312160955036503402532561009528783712714655741167011206466390030628706681996884978487567371,0.00000000000000000000563308112194968463267035319919611939667003295110518748487782466194357127955231001507735997,0.0,0.0,5.67651397598202297430814519053913274219368186117634823391172463320325353000746949271171349e-66,7.39417232562367528579909506369504e-37,7.39406826231998081307034931997335422261864092823760389346937545122360872078154738613210884e-37,5.07252686120932608343875656681290778991658796891765113757117866887075852108894971341300593e-32,-1.58761155590351214547472762419379951222220565802104676361952027371729369268549151252719312e-53,5.67651397598202297430814519053913274219368186117634823391172463320325353000746949271171349e-66,7.39417232562367528579909506375180513975982022974308145190539132742193681861176348233911725e-37,0.0000000000000000312160955036503402532561009528783712714655741167011206466390023641477539167397487705082952,0.00000000000000000000563308112194968463267035319919611939667003295110518748487782466194357127955231001500180952,0.0000000000000000000056330811219496846326703531991961193966700329511051874848776858220351049011468699137581084
180,1e-6,1e12,1e14,quadrature,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,-1.34261205754001737565300830856402866229263428970310458915178955696581018359354754049810407e-41,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.00000000000000000000170037512246679281083221797580879580060667533667178136237690186353792087458964202958837417,1.58277916660614645304552004364012825514961562457414409529022101798843724641725558651935207e-47,0.0000000000000000000000290869129368374914149980686282734211743496265194670469400692976026029761714504002638690291,5.66392025462353210133033337612130253333080079815460851404287285590405368823313299555431941e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.7367758535815664320238633923288947235361863895110363629510095267011794442533467672455026e-38,1.68062383544202974938068642033391422804567955179126115870057660376132945219500441294460971e-31,-1.74275596414721158244902055112987748663314435941480433344021294018992788588473219462537998e-52,5.66392025462353210133033337612130253333080079815460851404287285590405368823313299555431941e-66,6.73781648661851115931132083011340389494797940456581194731116828868446042255550772931558667e-38,0.00000000000000000284449636906656142086520833273853213565659205210649347265068913969707371933858328182473838,0.00000000000000000000170037512246679281083221799163658746666813986712698179877818443150743626042236979289208024,0.00000000000000000000172946203540363030224721606026486088784248949364644884571824991003022914670189533606780373
180,1e-6,1e12,1e14,quadrature,1024,139.79424666735443,0.000000000000000832820019908486102554497302174218428013103656733581487924897643952880033621294787568109423,1.66564003981697220510899460434843685602620731346716297584979528790576006724258957513621885e-39,-3.33128007963394441021798920869687371205241462693432595169959057581152013448517915027243769e-39,-5.17079303660945699646250915876001253501676210774803063125643456262675562422155523761202963e-42,394463.635698328306073500627648035010016483158384154862382093068104425005299738855358364661,0.00000000000000000042188459488707298685631171870337652227449363440866538863971504979708308185893448949887981,0.00000000000000000000065481179349142925560344799956242659880995079711515889178428945634803819044479544861709786,1.08033850787985118968564051204790775416304150499902346211890106563286762916263652133168716e-47,0.0000000000000000000000198535037508700849613960709984566679911212682640109406676909286296205787347428270216858044,5.66284489720840649182145603566563347226166727324548792336565504938157434009250002783176798e-66,9.99384023890183323065396762609062113615724388080297785509877172743456040345553745081731308e-39,9.98343390853238595777939325390837431924772022207667804716281757986341789367941575348212743e-39,4.36766460514052570285405902867483174929811410585250565586526070295748771665316563591473996e-31,-1.17704780843231324412317558594084874484479681698759811248746375474479779019696217015021883e-51,5.66284489720840649182145603566563347226166727324548792336565504938157434009250002783176798e-66,9.99384023890183323065396763175346603336565037262443389076440519969622767670102537418296813e-39,0.000000000000000000421884594887072986856311718703376522274493634408665388639715050755107633459724636489233701,0.000000000000000000000654811793491429255603448010365811677608462693971564012263366999657541164649592609447535838,0.000000000000000000000674665297242299340564844081364268345599583962235574952931057710125430802251752629112656224
180,1e-6,1e12,1e14,pi,0,137.6422999547138,0.000000000000061618102713530627381659125530792,1.23236205427061254763318251061584e-37,-2.46472410854122509526636502123168e-37,0.0,3419228.42787262130522914529334809997053330081515322407046123287872063547161290103743741678,0.0000000000000000312160955036503402532561009528783712714655741167011206466390030628706681996884978487567371,0.0,0.0,0.0,5.67651397598202297430814521095670910040372322182412672445120729326240255767413370305234875e-66,7.39417232562367528579909506369504e-37,7.39406826231998081307034931997335422261864092823760389367355121480570913438802517103750367e-37,0.0,0.0,5.67651397598202297430814521095670910040372322182412672445120729326240255767413370305234875e-66,7.39417232562367528579909506375180513975982022974308145210956709100403723221824126724451207e-37,0.0000000000000000312160955036503402532561009528783712714655741167011206466390023641477539167397487705082952,0.0,0.0
180,1e-6,1e12,1e14,pi,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,0.0,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.0,0.0,0.0,5.66392025462353210133033338228468322699090279244306476259274584406361321120299136779201166e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.7367758535815664320238633923288947235361863895110363635673475960671896436821923921004899e-38,0.0,0.0,5.66392025462353210133033338228468322699090279244306476259274584406361321120299136779201166e-66,6.73781648661851115931132083011340389494797940456581194792750635805047062198435335417057397e-38,0.00000000000000000284449636906656142086520833273853213565659205210649347265068913969707371933858328182473838,0.0,0.0
180,1e-6,1e12,1e14,pi,1024,139.79424666735443,0.000000000000000832820019908486102554497302174218428013103656733581487924897643952880033621294787568109423,1.66564003981697220510899460434843685602620731346716297584979528790576006724258957513621885e-39,-3.33128007963394441021798920869687371205241462693432595169959057581152013448517915027243769e-39,0.0,394463.635698328306073500627648035010016483158384154862382093068104425005299738855358364661,0.00000000000000000042188459488707298685631171870337652227449363440866538863971504979708308185893448949887981,0.0,0.0,0.0,5.6628448972084064918214560380393322480006098883032445797978174931695878454978804727896192e-66,9.99384023890183323065396762609062113615724388080297785509877172743456040345553745081731308e-39,9.98343390853238595777939325390837431924772022207667804953651635560236050873717240991428988e-39,0.0,0.0,5.6628448972084064918214560380393322480006098883032445797978174931695878454978804727896192e-66,9.99384023890183323065396763175346603336565037262443389313810397543517029175878203061513057e-39,0.000000000000000000421884594887072986856311718703376522274493634408665388639715050755107633459724636489233701,0.0,0.0
180,1e-5,1e12,1e14,zero,0,137.6422999547138,0.000000000000061618102713530627381659125530792,1.23236205427061254763318251061584e-37,-2.46472410854122509526636502123168e-37,0.0,3419228.42787262130522914529334809997053330081515322407046123287872063547161290103743741678,0.0000000000000000312160955036503402532561009528783712714655741167011206466390030628706681996884978487567371,0.0,0.0,0.0,5.6765139759820229743081451884973751063726777251115703808702243627749199633607929658221661e-66,7.39417232562367528579909506369504e-37,7.38376599525422801292452068590671342564189007919532560828338613123091699422950608310786154e-37,0.0,0.0,5.6765139759820229743081451884973751063726777251115703808702243627749199633607929658221661e-66,7.39417232562367528579909506375180513975982022974308145188497375106372677725111570380870224e-37,0.0000000000000000312160955036503402532561009528783712714655741167011206466390023641477539167397487705082952,0.0,0.0
180,1e-5,1e12,1e14,zero,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,0.0,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.0,0.0,0.0,5.66392025462353210133033337550496446396479059872576288521798639840912213896673834788008195e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.63375318292403843056557705166248675376867789908825351123365828341976157239652695942469103e-38,0.0,0.0,5.66392025462353210133033337550496446396479059872576288521798639840912213896673834788008195e-66,6.73781648661851115931132083011340389494797940456581194724953448174785940261262316643309802e-38,0.00000000000000000284449636906656142086520833273853213565659205210649347265068913969707371933858328182473838,0.0,0.0
180,1e-5,1e12,1e14,zero,1024,139.79424666735443,0.000000000000000832820019908486102554497302174218428013103656733581487924897643952880033621294787568109423,1.66564003981697220510899460434843685602620731346716297584979528790576006724258957513621885e-39,-3.33128007963394441021798920869687371205241462693432595169959057581152013448517915027243769e-39,0.0,394463.635698328306073500627648035010016483158384154862382093068104425005299738855358364661,0.00000000000000000042188459488707298685631171870337652227449363440866538863971504979708308185893448949887981,0.0,0.0,0.0,5.66284489720840649182145603542826359468777301173971225375404699415434799913175970839691036e-66,9.99384023890183323065396762609062113615724388080297785509877172743456040345553745081731308e-39,8.95320720195710594319652984724429462157263531784884953036827333884135511303428763448729017e-39,0.0,0.0,5.66284489720840649182145603542826359468777301173971225375404699415434799913175970839691036e-66,9.99384023890183323065396763175346603336565037262443389052703532212233341519524970457136008e-39,0.000000000000000000421884594887072986856311718703376522274493634408665388639715050755107633459724636489233701,0.0,0.0
180,1e-5,1e12,1e14,quadrature,0,137.6422999547138,0.000000000000061618102713530627381659125530792,1.23236205427061254763318251061584e-37,-2.46472410854122509526636502123168e-37,-4.44770257863103916000043640793287789184883846326986494039037716968394396682208613337975228e-40,3419228.42787262130522914529334809997053330081515322407046123287872063547161290103743741678,0.0000000000000000312160955036503402532561009528783712714655741167011206466390030628706681996884978487567371,0.0000000000000000000563308112194968463267035319919611939667003295110518748487782466194357127955231001507735997,0.0,0.0,5.67651397598202297430814519053913274219368186117634822992417262878083486612745938685565754e-66,7.39417232562367528579909506369504e-37,7.38376599525422801292452068590671342564189007919532560830380370758912703559015386159840103e-37,5.07960435072564762134048228858522637327778224820878965693856285239938488636369008322234309e-31,-1.5920449056830737604876565265080113309918175285693669123874433650659171252085187148104183e-49,5.67651397598202297430814519053913274219368186117634822992417262878083486612745938685565754e-66,7.39417232562367528579909506375180513975982022974308145190539132742193681861176348229924173e-37,0.0000000000000000312160955036503402532561009528783712714655741167011206466390023641477539167397487705082952,0.0000000000000000000563308112194968463267035319919611939667003295110518748487782466194357127955231001507660446,0.0000000000000000000563308112194968463267035319919611939667003295110518748487768582203510490114686991383290334
180,1e-5,1e12,1e14,quadrature,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,-1.34261205754001737565300830856402866229263428970310458915178955696581018359354754049810407e-40,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.0000000000000000000170037512246679281083221797580879580060667533667178136237690186353792087458964202958837417,1.58277916660614645304552004364012825514961562457414409529022101798843724641725558651935207e-48,0.000000000000000000000290869129368374914149980686282734211743496265194670469400692976026029761714504002638690291,5.66392025462353210133033337612130253333080079815460851007297369722507809126372418510367848e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.63375318292403843056557705166248675376867789908825351129529209035636259233941152191018976e-38,1.70672404615587149462765899540733671641931883264484536897229286268165082756847009640623665e-30,-1.7973065419527334181828610299642311228931451073673570148452412896687687071398333940554279e-48,5.66392025462353210133033337612130253333080079815460851007297369722507809126372418510367848e-66,6.73781648661851115931132083011340389494797940456581194731116828868446042255550772891859675e-38,0.00000000000000000284449636906656142086520833273853213565659205210649347265068913969707371933858328182473838,0.0000000000000000000170037512246679281083221797596707371726728998197633336674091470552624157713834324952094955,0.0000000000000000000172946203540363030224721604459534713844163960849580041368098018404903446341786879269667304
180,1e-5,1e12,1e14,quadrature,1024,139.79424666735443,0.000000000000000832820019908486102554497302174218428013103656733581487924897643952880033621294787568109423,1.66564003981697220510899460434843685602620731346716297584979528790576006724258957513621885e-39,-3.33128007963394441021798920869687371205241462693432595169959057581152013448517915027243769e-39,-5.17079303660945699646250915876001253501676210774803063125643456262675562422155523761202963e-41,394463.635698328306073500627648035010016483158384154862382093068104425005299738855358364661,0.00000000000000000042188459488707298685631171870337652227449363440866538863971504979708308185893448949887981,0.0000000000000000000065481179349142925560344799956242659880995079711515889178428945634803819044479544861709786,1.08033850787985118968564051204790775416304150499902346211890106563286762916263652133168716e-48,0.000000000000000000000198535037508700849613960709984566679911212682640109406676909286296205787347428270216858044,5.66284489720840649182145603566563347226166727324548791939726323853314934967229775289262898e-66,9.99384023890183323065396762609062113615724388080297785509877172743456040345553745081731308e-39,8.95320720195710594319652984724429462157263531784884953060564321641524937454006330013050642e-39,4.87024257748944512505778492458704576782556490746371937764794952325261084704917804798742911e-30,-1.46351347908986831657143836209741828739151962669021812958108615106188212738969355115774151e-47,5.66284489720840649182145603566563347226166727324548791939726323853314934967229775289262898e-66,9.99384023890183323065396763175346603336565037262443389076440519969622767670102537021457632e-39,0.000000000000000000421884594887072986856311718703376522274493634408665388639715050755107633459724636489233701,0.00000000000000000000654811793491429255603447999670460449597935916083722942989080233443430265159260334470532815,0.00000000000000000000674665297242299340564844070668917117589057184347733883656770943911319902761420354135653201
180,1e-5,1e12,1e14,pi,0,137.6422999547138,0.000000000000061618102713530627381659125530792,1.23236205427061254763318251061584e-37,-2.46472410854122509526636502123168e-37,0.0,3419228.42787262130522914529334809997053330081515322407046123287872063547161290103743741678,0.0000000000000000312160955036503402532561009528783712714655741167011206466390030628706681996884978487567371,0.0,0.0,0.0,5.67651397598202297430814519258089037801468599724112607897812089478674976889412580788914899e-66,7.39417232562367528579909506369504e-37,7.38376599525422801292452068590671342564189007919532560832422128394733707695080164008894051e-37,0.0,0.0,5.67651397598202297430814519258089037801468599724112607897812089478674976889412580788914899e-66,7.39417232562367528579909506375180513975982022974308145192580890378014685997241126078978121e-37,0.0000000000000000312160955036503402532561009528783712714655741167011206466390023641477539167397487705082952,0.0,0.0
180,1e-5,1e12,1e14,pi,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,0.0,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.0,0.0,0.0,5.66392025462353210133033337673764060269681099758345413492796099604103404356071002232727501e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.63375318292403843056557705166248675376867789908825351135692589729296361228229608439568849e-38,0.0,0.0,5.66392025462353210133033337673764060269681099758345413492796099604103404356071002232727501e-66,6.73781648661851115931132083011340389494797940456581194737280209562106144249839229140409548e-38,0.00000000000000000284449636906656142086520833273853213565659205210649347265068913969707371933858328182473838,0.0,0.0
