mG_eV,phase,index,scale,scenario,c,beta2,nu0,direct_potential_eV4,direct_chi,direct_y,leading_chi,leading_y,precision_force_over_2U,neglected_force_over_2U,common_split_over_s,B_over_s
1,zero,1024,0.5,contact_negative,-7.5151890277890788224596782996247485504207786140957e-33,0.0,0.0,-0.00000000000095169819617078523407791313149828300036175289843433,1.016040424288353045116486708652546482175986461215e-16,0.0,1.016040424288353045116486708652546482175986461215e-16,0.0,2.3749854345838530963531938317415473641041186907065e-107,1.512167864208758547128576401542493617429416535806e-54,7.6317656907521675297515625379966307050476848725091e-55,0.0
1,zero,1024,0.5,B_squared,0.0,2.5809336573074397977033670715600109326505348215376e-34,0.0,-2.4774041275349072670669453848268662613576666545648e-16,-1.115978826677371377423026384913452693537558900023e-16,0.0,-1.115978826677371377423026384913452693537558900023e-16,0.0,1.3411068092722638370863068677781050792120133245359e-107,7.0744578324679387125373326795706973187243345273308e-93,0.0,1.6189408454487778691397938015465752370377690639661e-28
1,zero,1024,0.5,local_only,0.0,0.0,7.7753293424342924579903266399106030122529799897887e-35,0.0000000000000096971461651492799257207430840713714097280009545681,-6.8291241632495860409468778778285911097074499852154e-17,0.0,-6.8291241632495860409468778778285911097074499852154e-17,0.0,1.7850546914893864638675849681503753409870412752783e-162,7.3758531289767715451308940325715024735043272018441e-223,0.0,0.0
1,zero,1024,0.5,mixed,3.819194423958384319610656185055200083000723557983e-33,1.1171205382375485691551887324662733887591867137999e-34,-4.3617701189265543057018905540961919337028912137839e-35,0.00000000000047810280956422662449741215824220688858553861281614,-6.1628681473227971589032800360892163672969670598285e-17,0.0,-6.1628681473227971589032800360892163672969670598285e-17,0.0,3.5352367239829660500089457852635838068426838413003e-107,3.9053838148471297065051381937176467841383052136322e-55,3.8784383018576589085622694865228778992865283778325e-55,1.065105378927850685334650615159290424937176594905e-28
1,zero,1024,0.5,contact_finite_shift,8.9935868693213566235992871454525679373888006365407e-33,0.0,-8.9935868693213566235992871454525679373888006365407e-33,0.000000000000017265650489168230111649127930175883107362645379296,0.0000000000000077775362366477901477997623479852092745879868876398,0.0,0.0000000000000077775362366477901477997623479852092745879868876398,0.0,6.5719151224483333038983880928620869534919048639684e-107,2.1656389541436372742940563407202226517821447781e-54,9.1330966463099709782272797585861318273521474703798e-55,0.0
1,zero,1024,0.5,B_finite_shift,0.0,2.5809336573074397977033670715600109326505348215376e-34,-1.2904668286537198988516835357800054663252674107688e-34,-0.000000000000016342036753921658405200944848496638343666499672093,1.7446886023319467358514464979872941692855281805348e-18,0.0,1.7446886023319467358514464979872941692855281805348e-18,0.0,1.3411068092722638370863068677781050792120133245359e-107,7.0744578324679387125373326795706973187243345273308e-93,0.0,1.6189408454487778691397938015465752370377690639661e-28
1,zero,1024,1,contact_positive,8.9935868693213566235992871454525679373888006365407e-33,0.0,0.0,0.0000000000011389175134502839686506173540881091643673436325526,-1.215917229066389709729566061174358904899131338831e-16,0.0,-1.215917229066389709729566061174358904899131338831e-16,0.0,4.1779481882896293184145115391691024635904044532297e-107,2.1656389541436372742940563407202227946853765275934e-54,9.1330966463099709782272797585861318273521474703798e-55,0.0
1,zero,1024,1,contact_negative,-7.5151890277890788224596782996247485504207786140957e-33,0.0,0.0,-0.00000000000095169819617078523407791313149828300036175289843433,1.016040424288353045116486708652546482175986461215e-16,0.0,1.016040424288353045116486708652546482175986461215e-16,0.0,1.7748119491090224596024053214426598377464748623804e-107,1.5121678642087585471285764015424937172122886205996e-54,7.6317656907521675297515625379966307050476848725091e-55,0.0
1,zero,1024,1,B_squared,0.0,2.5809336573074397977033670715600109326505348215376e-34,0.0,-2.4774041275349072670669453848268662613576666545648e-16,-1.115978826677371377423026384913452693537558900023e-16,0.0,-1.115978826677371377423026384913452693537558900023e-16,0.0,4.5746668659991000716354573854861205227505791709174e-107,7.0744578324679387125373326795706973187243345273308e-93,0.0,1.6189408454487778691397938015465752370377690639661e-28
1,zero,1024,1,local_only,0.0,0.0,7.7753293424342924579903266399106030122529799897887e-35,0.0000000000000096971461651492799257207430840713714097280009545681,-6.8291241632495860409468778778285911097074499852154e-17,0.0,-6.8291241632495860409468778778285911097074499852154e-17,0.0,1.7850546914893864638675849681503753409870412752783e-162,7.3758531289767715451308940325715024735043272018441e-223,0.0,0.0
1,zero,1024,1,mixed,3.819194423958384319610656185055200083000723557983e-33,1.1171205382375485691551887324662733887591867137999e-34,-4.3617701189265543057018905540961919337028912137839e-35,0.00000000000047810280956422662449741215824220688858553861281614,-6.1628681473227971589032800360892163672969670598285e-17,0.0,-6.1628681473227971589032800360892163672969670598285e-17,0.0,8.3035327040861954797058226589482417365358122701774e-107,3.905383814847129706505138193717647041841449727168e-55,3.8784383018576589085622694865228778992865283778325e-55,1.065105378927850685334650615159290424937176594905e-28
1,zero,1024,1,contact_finite_shift,8.9935868693213566235992871454525679373888006365407e-33,0.0,-8.9935868693213566235992871454525679373888006365407e-33,0.000000000000017265650489168230111649127930175883107362645379296,0.0000000000000077775362366477901477997623479852092745879868876398,0.0,0.0000000000000077775362366477901477997623479852092745879868876398,0.0,4.1779481882896293184145115391691024635904044532297e-107,2.1656389541436372742940563407202227946853765275934e-54,9.1330966463099709782272797585861318273521474703798e-55,0.0
1,zero,1024,1,B_finite_shift,0.0,2.5809336573074397977033670715600109326505348215376e-34,-1.2904668286537198988516835357800054663252674107688e-34,-0.000000000000016342036753921658405200944848496638343666499672093,1.7446886023319467358514464979872941692855281805348e-18,0.0,1.7446886023319467358514464979872941692855281805348e-18,0.0,4.5746668659991000716354573854861205227505791709174e-107,7.0744578324679387125373326795706973187243345273308e-93,0.0,1.6189408454487778691397938015465752370377690639661e-28
1,zero,1024,2,contact_positive,8.9935868693213566235992871454525679373888006365407e-33,0.0,0.0,0.0000000000011389175134502839686506173540881091643673436325526,-1.215917229066389709729566061174358904899131338831e-16,0.0,-1.215917229066389709729566061174358904899131338831e-16,0.0,2.9274280203410811992624633008844339978391278529057e-107,2.1656389541436372742940563407202229375886082770869e-54,9.1330966463099709782272797585861318273521474703798e-55,0.0
1,zero,1024,2,contact_negative,-7.5151890277890788224596782996247485504207786140957e-33,0.0,0.0,-0.00000000000095169819617078523407791313149828300036175289843433,1.016040424288353045116486708652546482175986461215e-16,0.0,1.016040424288353045116486708652546482175986461215e-16,0.0,3.5367708108378147093414814752167796601392008613425e-107,1.5121678642087585471285764015424938169951607053932e-54,7.6317656907521675297515625379966307050476848725091e-55,0.0
1,zero,1024,2,B_squared,0.0,2.5809336573074397977033670715600109326505348215376e-34,0.0,-2.4774041275349072670669453848268662613576666545648e-16,-1.115978826677371377423026384913452693537558900023e-16,0.0,-1.115978826677371377423026384913452693537558900023e-16,0.0,1.2846145178506467246453770781930622110477187614069e-106,7.0744578324679387125373326795706973187243345273308e-93,0.0,1.6189408454487778691397938015465752370377690639661e-28
1,zero,1024,2,local_only,0.0,0.0,7.7753293424342924579903266399106030122529799897887e-35,0.0000000000000096971461651492799257207430840713714097280009545681,-6.8291241632495860409468778778285911097074499852154e-17,0.0,-6.8291241632495860409468778778285911097074499852154e-17,0.0,1.7850546914893864638675849681503753409870412752783e-162,7.3758531289767715451308940325715024735043272018441e-223,0.0,0.0
1,zero,1024,2,mixed,3.819194423958384319610656185055200083000723557983e-33,1.1171205382375485691551887324662733887591867137999e-34,-4.3617701189265543057018905540961919337028912137839e-35,0.00000000000047810280956422662449741215824220688858553861281614,-6.1628681473227971589032800360892163672969670598285e-17,0.0,-6.1628681473227971589032800360892163672969670598285e-17,0.0,2.4853711406627363541613689389520619251442340277052e-106,3.9053838148471297065051381937176472995445942407037e-55,3.8784383018576589085622694865228778992865283778325e-55,1.065105378927850685334650615159290424937176594905e-28
1,zero,1024,2,contact_finite_shift,8.9935868693213566235992871454525679373888006365407e-33,0.0,-8.9935868693213566235992871454525679373888006365407e-33,0.000000000000017265650489168230111649127930175883107362645379296,0.0000000000000077775362366477901477997623479852092745879868876398,0.0,0.0000000000000077775362366477901477997623479852092745879868876398,0.0,2.9274280203410811992624633008844339978391278529057e-107,2.1656389541436372742940563407202229375886082770869e-54,9.1330966463099709782272797585861318273521474703798e-55,0.0
1,zero,1024,2,B_finite_shift,0.0,2.5809336573074397977033670715600109326505348215376e-34,-1.2904668286537198988516835357800054663252674107688e-34,-0.000000000000016342036753921658405200944848496638343666499672093,1.7446886023319467358514464979872941692855281805348e-18,0.0,1.7446886023319467358514464979872941692855281805348e-18,0.0,1.2846145178506467246453770781930622110477187614069e-106,7.0744578324679387125373326795706973187243345273308e-93,0.0,1.6189408454487778691397938015465752370377690639661e-28
1,zero,1024,10,contact_positive,8.9935868693213566235992871454525679373888006365407e-33,0.0,0.0,0.0000000000011389175134502839686506173540881091643673436325526,-1.215917229066389709729566061174358904899131338831e-16,0.0,-1.215917229066389709729566061174358904899131338831e-16,0.0,1.8972829301420398378152672214615439544515313405608e-106,2.1656389541436372742940563407202232693996369264355e-54,9.1330966463099709782272797585861318273521474703798e-55,0.0
1,zero,1024,10,contact_negative,-7.5151890277890788224596782996247485504207786140957e-33,0.0,0.0,-0.00000000000095169819617078523407791313149828300036175289843433,1.016040424288353045116486708652546482175986461215e-16,0.0,1.016040424288353045116486708652546482175986461215e-16,0.0,4.9522314640033994134711561139716827000123687738528e-107,1.5121678642087585471285764015424940486838147876274e-54,7.6317656907521675297515625379966307050476848725091e-55,0.0
1,zero,1024,10,B_squared,0.0,2.5809336573074397977033670715600109326505348215376e-34,0.0,-2.4774041275349072670669453848268662613576666545648e-16,-1.115978826677371377423026384913452693537558900023e-16,0.0,-1.115978826677371377423026384913452693537558900023e-16,0.0,3.0786400038956353254578090136595115614092581040558e-106,7.0744578324679387125373326795706973187243345273308e-93,0.0,1.6189408454487778691397938015465752370377690639661e-28
1,zero,1024,10,local_only,0.0,0.0,7.7753293424342924579903266399106030122529799897887e-35,0.0000000000000096971461651492799257207430840713714097280009545681,-6.8291241632495860409468778778285911097074499852154e-17,0.0,-6.8291241632495860409468778778285911097074499852154e-17,0.0,1.7850546914893864638675849681503753409870412752783e-162,7.3758531289767715451308940325715024735043272018441e-223,0.0,0.0
1,zero,1024,10,mixed,3.819194423958384319610656185055200083000723557983e-33,1.1171205382375485691551887324662733887591867137999e-34,-4.3617701189265543057018905540961919337028912137839e-35,0.00000000000047810280956422662449741215824220688858553861281614,-6.1628681473227971589032800360892163672969670598285e-17,0.0,-6.1628681473227971589032800360892163672969670598285e-17,0.0,9.9595823966944774556383889342480685073147793071192e-107,3.9053838148471297065051381937176478979127656275005e-55,3.8784383018576589085622694865228778992865283778325e-55,1.065105378927850685334650615159290424937176594905e-28
1,zero,1024,10,contact_finite_shift,8.9935868693213566235992871454525679373888006365407e-33,0.0,-8.9935868693213566235992871454525679373888006365407e-33,0.000000000000017265650489168230111649127930175883107362645379296,0.0000000000000077775362366477901477997623479852092745879868876398,0.0,0.0000000000000077775362366477901477997623479852092745879868876398,0.0,1.8972829301420398378152672214615439544515313405608e-106,2.1656389541436372742940563407202232693996369264355e-54,9.1330966463099709782272797585861318273521474703798e-55,0.0
1,zero,1024,10,B_finite_shift,0.0,2.5809336573074397977033670715600109326505348215376e-34,-1.2904668286537198988516835357800054663252674107688e-34,-0.000000000000016342036753921658405200944848496638343666499672093,1.7446886023319467358514464979872941692855281805348e-18,0.0,1.7446886023319467358514464979872941692855281805348e-18,0.0,3.0786400038956353254578090136595115614092581040558e-106,7.0744578324679387125373326795706973187243345273308e-93,0.0,1.6189408454487778691397938015465752370377690639661e-28
1,quadrature,0,0.5,contact_positive,8.9935868693213566235992871454525538165932031677917e-33,0.0,0.0,0.0000000000011390510834872835089934781246465207714576140918816,-3.7212960228461626746716709632088874965850935155187e-69,5.4738405180255855671892982677346336101711864872794e-49,-1.183732556249388280642299441716267413410098909957e-84,5.4738405180255855671892982677346336101711864872794e-49,4.582999789414268648034554100021146029556973801648e-109,3.0196450872131507880234848497599915323241957712666e-56,8.9935868693213566235992871454525538165932031677917e-55,0.0
1,quadrature,0,0.5,contact_negative,-7.5151890277890788224596782996247367508518547018533e-33,0.0,0.0,-0.00000000000095180980948937389107674199456764064464266383020246,-2.5984129294446540883136372436855816109284099047617e-69,-4.57403111780220163833626293605222808521153939348e-49,9.8914638261935185094767487595468920846597306174487e-85,-4.57403111780220163833626293605222808521153939348e-49,1.3455555067917607113720382004601625693964641593413e-109,2.1084817732257710794211647825027075420863825229654e-56,7.5151890277890788224596782996247367508518547018533e-55,0.0
1,quadrature,0,0.5,B_squared,0.0,2.5809336573074397977033670715600109331782581757611e-34,0.0,-3.5152216006241789764610219327526755731927817529855e-71,-1.1874222765584040716972984147443299523600782632906e-16,-3.3785600499014320199682213689506967410868595035141e-107,-1.1874222765584040716972984147443299523600782632906e-16,0.0,6.403145776774933307769749225904979166910104692669e-109,2.7415320345132430146137967949711408760168756127099e-94,0.0,1.6065284489567683337992037309379492546607450746416e-28
1,quadrature,0,0.5,local_only,0.0,0.0,7.7753293424342924579903266399106028258996764671764e-35,0.0000000000000098475696523055291709125730492294144966951926219619,-7.1544646199209938985325039322687843852540124162717e-17,4.7323624504915300220225215861853754551920770669264e-51,-7.1544646199209938985325039322687843852540124162717e-17,4.7323624504915300220225215861853754551920770669264e-51,4.617488520831933152909604560815707243173803983204e-165,9.9690803176379289584571442425660948096998505883711e-225,0.0,0.0
1,quadrature,0,0.5,mixed,3.8191944239583843196106561850551940864984835370074e-33,1.1171205382375485691551887324662733889876042850309e-34,-4.3617701189265543057018905540961918291632331401234e-35,0.00000000000047818237810428211040853607961111650971689818989953,-1.1261088055992620367099707286799732056370212657631e-17,2.2979602181312283551045238759968816787954904949477e-49,-1.1261088055992620367099707286799732056370212657631e-17,2.2979602181312283551045238759968816787954904949477e-49,2.4531363220977470026398334544465068556120973255167e-109,5.445447417548954601783766073596081558573000818516e-57,3.8191944239583843196106561850551940864984835370074e-55,1.0569392310996638226522863616369099468518590470918e-28
1,quadrature,0,0.5,contact_finite_shift,8.9935868693213566235992871454525538165932031677917e-33,0.0,-8.9935868693213566235992871454525538165932031677917e-33,7.1007070639303151406442708431418364399086747891892e-67,0.0000000000000082754435508709668772409235189032931750600576737186,6.82465230868746706417114029567982466130090330423e-103,0.0000000000000082754435508709668772409235189032931750600576737186,3.7857669957336790751128051120576849012869829884953e-270,4.582999789414268648034554100021146029556973801648e-109,3.0196450872131507880234848497599915323241957712666e-56,8.9935868693213566235992871454525538165932031677917e-55,0.0
1,quadrature,0,0.5,B_finite_shift,0.0,2.5809336573074397977033670715600109331782581757611e-34,-1.2904668286537198988516835357800054665891290878806e-34,-0.000000000000016343953316296098042746751408295200788030623828079,1.6985076366450633885267146577453028858307642281791e-86,-7.854274069391112477095695811108698982453651618165e-51,1.698507636645063388526714657745302885830764360007e-86,-7.854274069391112477095695811108698982453651618165e-51,6.403145776774933307769749225904979166910104692669e-109,2.7415320345132430146137967949711408760168756127099e-94,0.0,1.6065284489567683337992037309379492546607450746416e-28
1,quadrature,0,1,contact_positive,8.9935868693213566235992871454525538165932031677917e-33,0.0,0.0,0.0000000000011390510834872835089934781246465207714576140918816,-3.7212960228461626746716709632088874965850935155187e-69,5.4738405180255855671892982677346336101711864872794e-49,-1.183732556249388280642299441716267413410098909957e-84,5.4738405180255855671892982677346336101711864872794e-49,5.1842854529126528156247974859640648783720114350261e-109,3.0196450872131507880234848497599915323241957712666e-56,8.9935868693213566235992871454525538165932031677917e-55,0.0
1,quadrature,0,1,contact_negative,-7.5151890277890788224596782996247367508518547018533e-33,0.0,0.0,-0.00000000000095180980948937389107674199456764064464266383020246,-2.5984129294446540883136372436855816109284099047617e-69,-4.57403111780220163833626293605222808521153939348e-49,9.8914638261935185094767487595468920846597306174487e-85,-4.57403111780220163833626293605222808521153939348e-49,3.3794469594745701073717188963631328215672503097596e-110,2.1084817732257710794211647825027075420863825229654e-56,7.5151890277890788224596782996247367508518547018533e-55,0.0
1,quadrature,0,1,B_squared,0.0,2.5809336573074397977033670715600109331782581757611e-34,0.0,-3.5152216006241789764610219327526755731927817529855e-71,-1.1874222765584040716972984147443299523600782632906e-16,-3.3785600499014320199682213689506967410868595035141e-107,-1.1874222765584040716972984147443299523600782632906e-16,0.0,3.2267491796270475664075236297510232383617009783065e-109,2.7415320345132430146137967949711408760168756127099e-94,0.0,1.6065284489567683337992037309379492546607450746416e-28
1,quadrature,0,1,local_only,0.0,0.0,7.7753293424342924579903266399106028258996764671764e-35,0.0000000000000098475696523055291709125730492294144966951926219619,-7.1544646199209938985325039322687843852540124162717e-17,4.7323624504915300220225215861853754551920770669264e-51,-7.1544646199209938985325039322687843852540124162717e-17,4.7323624504915300220225215861853754551920770669264e-51,4.617488520831933152909604560815707243173803983204e-165,9.9690803176379289584571442425660948096998505883711e-225,0.0,0.0
1,quadrature,0,1,mixed,3.8191944239583843196106561850551940864984835370074e-33,1.1171205382375485691551887324662733889876042850309e-34,-4.3617701189265543057018905540961918291632331401234e-35,0.00000000000047818237810428211040853607961111650971689818989953,-1.1261088055992620367099707286799732056370212657631e-17,2.2979602181312283551045238759968816787954904949477e-49,-1.1261088055992620367099707286799732056370212657631e-17,2.2979602181312283551045238759968816787954904949477e-49,1.1763876935824267833492225949854430232290971906237e-109,5.445447417548954601783766073596081558573000818516e-57,3.8191944239583843196106561850551940864984835370074e-55,1.0569392310996638226522863616369099468518590470918e-28
1,quadrature,0,1,contact_finite_shift,8.9935868693213566235992871454525538165932031677917e-33,0.0,-8.9935868693213566235992871454525538165932031677917e-33,-1.5355282784596188649550492549674661030095388456562e-121,0.0000000000000082754435508709668772409235189032931750600576737186,-2.2137471345375809170698841633272296163248186422486e-157,0.0000000000000082754435508709668772409235189032931750600576737186,0.0,5.1842854529126528156247974859640648783720114350261e-109,3.0196450872131507880234848497599915323241957712666e-56,8.9935868693213566235992871454525538165932031677917e-55,0.0
1,quadrature,0,1,B_finite_shift,0.0,2.5809336573074397977033670715600109331782581757611e-34,-1.2904668286537198988516835357800054665891290878806e-34,-0.000000000000016343953316296098042746751408295200788030623828079,1.6985076366450633885267146577453028858307642281791e-86,-7.854274069391112477095695811108698982453651618165e-51,1.698507636645063388526714657745302885830764360007e-86,-7.854274069391112477095695811108698982453651618165e-51,3.2267491796270475664075236297510232383617009783065e-109,2.7415320345132430146137967949711408760168756127099e-94,0.0,1.6065284489567683337992037309379492546607450746416e-28
1,quadrature,0,2,contact_positive,8.9935868693213566235992871454525538165932031677917e-33,0.0,0.0,0.0000000000011390510834872835089934781246465207714576140918816,-3.7212960228461626746716709632088874965850935155187e-69,5.4738405180255855671892982677346336101711864872794e-49,-1.183732556249388280642299441716267413410098909957e-84,5.4738405180255855671892982677346336101711864872794e-49,4.080881406179395201795617114959561060947831636557e-108,3.0196450872131507880234848497599915323241957712666e-56,8.9935868693213566235992871454525538165932031677917e-55,0.0
1,quadrature,0,2,contact_negative,-7.5151890277890788224596782996247367508518547018533e-33,0.0,0.0,-0.00000000000095180980948937389107674199456764064464266383020246,-2.5984129294446540883136372436855816109284099047617e-69,-4.57403111780220163833626293605222808521153939348e-49,9.8914638261935185094767487595468920846597306174487e-85,-4.57403111780220163833626293605222808521153939348e-49,3.9369660400402224853665862893899224454452492584448e-108,2.1084817732257710794211647825027075420863825229654e-56,7.5151890277890788224596782996247367508518547018533e-55,0.0
1,quadrature,0,2,B_squared,0.0,2.5809336573074397977033670715600109331782581757611e-34,0.0,-3.5152216006241789764610219327526755731927817529855e-71,-1.1874222765584040716972984147443299523600782632906e-16,-3.3785600499014320199682213689506967410868595035141e-107,-1.1874222765584040716972984147443299523600782632906e-16,0.0,4.7809320235274045963328657503172467603846843578261e-108,2.7415320345132430146137967949711408760168756127099e-94,0.0,1.6065284489567683337992037309379492546607450746416e-28
1,quadrature,0,2,local_only,0.0,0.0,7.7753293424342924579903266399106028258996764671764e-35,0.0000000000000098475696523055291709125730492294144966951926219619,-7.1544646199209938985325039322687843852540124162717e-17,4.7323624504915300220225215861853754551920770669264e-51,-7.1544646199209938985325039322687843852540124162717e-17,4.7323624504915300220225215861853754551920770669264e-51,4.617488520831933152909604560815707243173803983204e-165,9.9690803176379289584571442425660948096998505883711e-225,0.0,0.0
1,quadrature,0,2,mixed,3.8191944239583843196106561850551940864984835370074e-33,1.1171205382375485691551887324662733889876042850309e-34,-4.3617701189265543057018905540961918291632331401234e-35,0.00000000000047818237810428211040853607961111650971689818989953,-1.1261088055992620367099707286799732056370212657631e-17,2.2979602181312283551045238759968816787954904949477e-49,-1.1261088055992620367099707286799732056370212657631e-17,2.2979602181312283551045238759968816787954904949477e-49,2.0665537705561337637746179739356153921414266327538e-108,5.445447417548954601783766073596081558573000818516e-57,3.8191944239583843196106561850551940864984835370074e-55,1.0569392310996638226522863616369099468518590470918e-28
1,quadrature,0,2,contact_finite_shift,8.9935868693213566235992871454525538165932031677917e-33,0.0,-8.9935868693213566235992871454525538165932031677917e-33,-7.1007070639303151406442708431418364399086747891892e-67,0.0000000000000082754435508709668772409235189032931750600576737186,-6.82465230868746706417114029567982466130090330423e-103,0.0000000000000082754435508709668772409235189032931750600576737186,-1.5143067982934716300451220448230739605147931953981e-269,4.080881406179395201795617114959561060947831636557e-108,3.0196450872131507880234848497599915323241957712666e-56,8.9935868693213566235992871454525538165932031677917e-55,0.0
1,quadrature,0,2,B_finite_shift,0.0,2.5809336573074397977033670715600109331782581757611e-34,-1.2904668286537198988516835357800054665891290878806e-34,-0.000000000000016343953316296098042746751408295200788030623828079,1.6985076366450633885267146577453028858307642281791e-86,-7.854274069391112477095695811108698982453651618165e-51,1.698507636645063388526714657745302885830764360007e-86,-7.854274069391112477095695811108698982453651618165e-51,4.7809320235274045963328657503172467603846843578261e-108,2.7415320345132430146137967949711408760168756127099e-94,0.0,1.6065284489567683337992037309379492546607450746416e-28
1,quadrature,0,10,contact_positive,8.9935868693213566235992871454525538165932031677917e-33,0.0,0.0,0.0000000000011390510834872835089934781246465207714576140918816,-3.7212960228461626746716709632088874965850935155187e-69,5.4738405180255855671892982677346336101711864872794e-49,-1.183732556249388280642299441716267413410098909957e-84,5.4738405180255855671892982677346336101711864872794e-49,5.4248436403768780293950933711250091142377583136001e-108,3.0196450872131507880234848497599915323241957712666e-56,8.9935868693213566235992871454525538165932031677917e-55,0.0
1,quadrature,0,10,contact_negative,-7.5151890277890788224596782996247367508518547018533e-33,0.0,0.0,-0.00000000000095180980948937389107674199456764064464266383020246,-2.5984129294446540883136372436855816109284099047617e-69,-4.57403111780220163833626293605222808521153939348e-49,9.8914638261935185094767487595468920846597306174487e-85,-4.57403111780220163833626293605222808521153939348e-49,5.0673708761258078973233084834948481778849125606508e-108,2.1084817732257710794211647825027075420863825229654e-56,7.5151890277890788224596782996247367508518547018533e-55,0.0
1,quadrature,0,10,B_squared,0.0,2.5809336573074397977033670715600109331782581757611e-34,0.0,-3.5152216006241789764610219327526755731927817529855e-71,-1.1874222765584040716972984147443299523600782632906e-16,-3.3785600499014320199682213689506967410868595035141e-107,-1.1874222765584040716972984147443299523600782632906e-16,4.7322087446670988438910063900721061266087287356191e-271,1.6998091732701008880172670921342494735376238477895e-108,2.7415320345132430146137967949711408760168756127099e-94,0.0,1.6065284489567683337992037309379492546607450746416e-28
1,quadrature,0,10,local_only,0.0,0.0,7.7753293424342924579903266399106028258996764671764e-35,0.0000000000000098475696523055291709125730492294144966951926219619,-7.1544646199209938985325039322687843852540124162717e-17,4.7323624504915300220225215861853754551920770669264e-51,-7.1544646199209938985325039322687843852540124162717e-17,4.7323624504915300220225215861853754551920770669264e-51,4.617488520831933152909604560815707243173803983204e-165,9.9690803176379289584571442425660948096998505883711e-225,0.0,0.0
1,quadrature,0,10,mixed,3.8191944239583843196106561850551940864984835370074e-33,1.1171205382375485691551887324662733889876042850309e-34,-4.3617701189265543057018905540961918291632331401234e-35,0.00000000000047818237810428211040853607961111650971689818989953,-1.1261088055992620367099707286799732056370212657631e-17,2.2979602181312283551045238759968816787954904949477e-49,-1.1261088055992620367099707286799732056370212657631e-17,2.2979602181312283551045238759968816787954904949477e-49,5.1308135646109333564349058075982781559957265753131e-108,5.445447417548954601783766073596081558573000818516e-57,3.8191944239583843196106561850551940864984835370074e-55,1.0569392310996638226522863616369099468518590470918e-28
1,quadrature,0,10,contact_finite_shift,8.9935868693213566235992871454525538165932031677917e-33,0.0,-8.9935868693213566235992871454525538165932031677917e-33,-2.3588038289235268015768331382480783611736662402093e-66,0.0000000000000082754435508709668772409235189032931750600576737186,-2.2671004242066796602205318539542704902120848716187e-102,0.0000000000000082754435508709668772409235189032931750600576737186,0.0,5.4248436403768780293950933711250091142377583136001e-108,3.0196450872131507880234848497599915323241957712666e-56,8.9935868693213566235992871454525538165932031677917e-55,0.0
1,quadrature,0,10,B_finite_shift,0.0,2.5809336573074397977033670715600109331782581757611e-34,-1.2904668286537198988516835357800054665891290878806e-34,-0.000000000000016343953316296098042746751408295200788030623828079,1.6985076366450633885267146577453028858307642281791e-86,-7.854274069391112477095695811108698982453651618165e-51,1.698507636645063388526714657745302885830764360007e-86,-7.854274069391112477095695811108698982453651618165e-51,1.6998091732701008880172670921342494735376238477895e-108,2.7415320345132430146137967949711408760168756127099e-94,0.0,1.6065284489567683337992037309379492546607450746416e-28
1,quadrature,173,0.5,contact_positive,8.9935868693213566235992871454525538165932031677917e-33,0.0,0.0,0.0000000000011390459968257391761285825225043401058275330769514,-2.4534694504331287811765517744218049300785593931292e-17,3.6218296845409613338782182304007932201359842872075e-49,-2.4534694504331287811765517744218049300785593931292e-17,3.6218296845409613338782182304007932201359842872075e-49,2.2031875397179183124375244033261256227876002682688e-108,6.856081956501815957993252460530943860894050119355e-56,9.0205317043645406922929327150026736851572367606459e-55,0.0
1,quadrature,173,0.5,contact_negative,-7.5151890277890788224596782996247367508518547018533e-33,0.0,0.0,-0.00000000000095180555899137109238141827222965406103396599580869,2.0501594037865870637228720306812342566409879860395e-17,-3.0264604213287485118708398911568272113465074180775e-49,2.0501594037865870637228720306812342566409879860395e-17,-3.0264604213287485118708398911568272113465074180775e-49,1.4517554870674569335737118300864123123508905757253e-108,4.7872923550653513191392179406334475710990355590392e-56,7.5377045748799586606831355563720971889670060602658e-55,0.0
1,quadrature,173,0.5,B_squared,0.0,2.5809336573074397977033670715600109331782581757611e-34,0.0,-4.8747319675279687498419233064182491444958948020353e-17,-1.1732770727102199267754333336639477141322222200633e-16,-1.5500207185113913973142372365808439064508951287156e-53,-1.1732770727102199267754333336639477141322222200633e-16,-1.5500207185113913973142372365808439064508951287156e-53,1.2922270140736717563003621989466747273755654609532e-108,4.1433870235700896911185188481414413166995526678257e-94,0.0,1.6089332330908397180541657081547758563749808855763e-28
1,quadrature,173,0.5,local_only,0.0,0.0,7.7753293424342924579903266399106028258996764671764e-35,0.000000000000009818154408442547796032548482768622879914837059524,-7.0904481056554300505826655421360885780206028904839e-17,3.1218829777726825827773018773271881506532713796795e-51,-7.0904481056554300505826655421360885780206028904839e-17,3.1218829777726825827773018773271881506532713796795e-51,3.2592055213224269086156830494493349700786985810807e-164,0.0,0.0,0.0
1,quadrature,173,0.5,mixed,3.8191944239583843196106561850551940864984835370074e-33,1.1171205382375485691551887324662733889876042850309e-34,-4.3617701189265543057018905540961918291632331401234e-35,0.00000000000047817561966336720128721650068197798769574293434332,-2.142679286700446538349326015644560329618727885613e-17,1.5204571707787741404935520755416186212104403186447e-49,-2.142679286700446538349326015644560329618727885613e-17,1.5204571707787741404935520755416186212104403186447e-49,3.5346504062730292986288798566901594848986256283001e-109,1.2363848302117179837927407796153569244359508659599e-56,3.8306367511685035816586426597956559484914293093154e-55,1.0585213448152824852913850547100484674976006466235e-28
