mG_eV,phase,case,mu_over_Mi,c,beta2,nu0,reference_max_force_ratio,matched_max_force_ratio,incorrectly_frozen_nu_max_force_ratio,matched_max_absolute_error_over_tree_force
1e-06,pi,beta2,0.5,0.0,3.8521397870259773e-22,0.0,0.10000000000000002,0.10000000000000003,0.24079672810132194,3.834559100721823e-17
1e-06,pi,beta2,1.0,0.0,3.8521397870259773e-22,0.0,0.10000000000000002,0.10000000000000003,0.10000000000000003,3.800324590786481e-17
1e-06,pi,beta2,2.0,0.0,3.8521397870259773e-22,0.0,0.10000000000000002,0.10000000000000003,0.040796728101321914,3.8231296804430237e-17
1e-06,pi,beta2,10.0,0.0,3.8521397870259773e-22,0.0,0.10000000000000002,0.10000000000000007,0.36771660674799833,8.18088380795587e-17
1e-06,pi,nu,0.5,0.0,0.0,1.8964217908376062e-22,0.1,0.1,0.1,1.4718457010271498e-17
1e-06,pi,nu,1.0,0.0,0.0,1.8964217908376062e-22,0.1,0.1,0.1,1.4718457010271498e-17
1e-06,pi,nu,2.0,0.0,0.0,1.8964217908376062e-22,0.1,0.1,0.1,1.4718457010271498e-17
1e-06,pi,nu,10.0,0.0,0.0,1.8964217908376062e-22,0.1,0.1,0.1,1.4718457010271498e-17
1e-06,pi,mixed,0.5,2.4639964025537584e-21,1.155641936107793e-22,1.8964217908376064e-23,0.06000000000000001,0.060000000000000074,1.6989553863076337,5.2563504149733245e-16
1e-06,pi,mixed,1.0,2.4639964025537584e-21,1.155641936107793e-22,1.8964217908376064e-23,0.06000000000000001,0.060000000000000074,0.060000000000000074,4.316260417595259e-16
1e-06,pi,mixed,2.0,2.4639964025537584e-21,1.155641936107793e-22,1.8964217908376064e-23,0.06000000000000001,0.060000000000000074,1.8189553863076338,5.172319159062516e-16
1e-06,pi,mixed,10.0,2.4639964025537584e-21,1.155641936107793e-22,1.8964217908376064e-23,0.06000000000000001,0.0599999999999995,5.903123315428783,1.7223445116988353e-15
1.0,zero,c,0.5,1.2319982012768789e-32,0.0,0.0,0.10000000000000002,0.10000000000000109,8.905972023690147,2.5978426141165455e-15
1.0,zero,c,1.0,1.2319982012768789e-32,0.0,0.0,0.10000000000000002,0.10000000000000109,0.10000000000000109,1.7858280374479056e-15
1.0,zero,c,2.0,1.2319982012768789e-32,0.0,0.0,0.10000000000000002,0.10000000000000109,9.10597202369015,2.4485061019496815e-15
1.0,zero,c,10.0,1.2319982012768789e-32,0.0,0.0,0.10000000000000002,0.10000000000000416,30.017191487265908,8.999274990216474e-15
1.0,zero,beta2,0.5,0.0,3.852139787025976e-34,0.0,0.1,0.09999999999999999,0.24079672810132188,4.0550581510992696e-17
1.0,zero,beta2,1.0,0.0,3.852139787025976e-34,0.0,0.1,0.1,0.1,2.927372135536579e-17
1.0,zero,beta2,2.0,0.0,3.852139787025976e-34,0.0,0.1,0.1,0.040796728101321886,4.090441903977935e-17
1.0,zero,beta2,10.0,0.0,3.852139787025976e-34,0.0,0.1,0.10000000000000003,0.36771660674799816,8.894009045102397e-17
1.0,zero,nu,0.5,0.0,0.0,1.896421790837606e-34,0.1,0.1,0.1,1.4759332231191655e-17
1.0,zero,nu,1.0,0.0,0.0,1.896421790837606e-34,0.1,0.1,0.1,1.4759332231191655e-17
1.0,zero,nu,2.0,0.0,0.0,1.896421790837606e-34,0.1,0.1,0.1,1.4759332231191655e-17
1.0,zero,nu,10.0,0.0,0.0,1.896421790837606e-34,0.1,0.1,0.1,1.4759332231191655e-17
1.0,zero,mixed,0.5,2.463996402553758e-33,1.155641936107793e-34,1.896421790837606e-35,0.06000000000000001,0.06000000000000027,1.6989553863076334,5.367208751600256e-16
1.0,zero,mixed,1.0,2.463996402553758e-33,1.155641936107793e-34,1.896421790837606e-35,0.06000000000000001,0.060000000000000074,0.060000000000000074,4.1857954105235314e-16
1.0,zero,mixed,2.0,2.463996402553758e-33,1.155641936107793e-34,1.896421790837606e-35,0.06000000000000001,0.060000000000000074,1.8189553863076338,3.1496752338838e-16
1.0,zero,mixed,10.0,2.463996402553758e-33,1.155641936107793e-34,1.896421790837606e-35,0.06000000000000001,0.05999999999999931,5.903123315428782,1.7223445116988353e-15
1.0,quadrature,c,0.5,1.2319982012768789e-32,0.0,0.0,0.10000000000000002,0.10000000000000109,8.905972023690147,2.5978426141165455e-15
1.0,quadrature,c,1.0,1.2319982012768789e-32,0.0,0.0,0.10000000000000002,0.10000000000000109,0.10000000000000109,1.7858280374479056e-15
1.0,quadrature,c,2.0,1.2319982012768789e-32,0.0,0.0,0.10000000000000002,0.10000000000000109,9.10597202369015,2.4485061019496815e-15
1.0,quadrature,c,10.0,1.2319982012768789e-32,0.0,0.0,0.10000000000000002,0.10000000000000416,30.017191487265908,8.999274990216474e-15
1.0,quadrature,beta2,0.5,0.0,3.852139787025976e-34,0.0,0.1,0.09999999999999999,0.24079672810132188,4.0550581510992696e-17
1.0,quadrature,beta2,1.0,0.0,3.852139787025976e-34,0.0,0.1,0.1,0.1,2.927372135536579e-17
1.0,quadrature,beta2,2.0,0.0,3.852139787025976e-34,0.0,0.1,0.1,0.040796728101321886,4.090441903977935e-17
1.0,quadrature,beta2,10.0,0.0,3.852139787025976e-34,0.0,0.1,0.10000000000000003,0.36771660674799816,8.894009045102397e-17
1.0,quadrature,nu,0.5,0.0,0.0,1.896421790837606e-34,0.1,0.1,0.1,1.4759332231191655e-17
1.0,quadrature,nu,1.0,0.0,0.0,1.896421790837606e-34,0.1,0.1,0.1,1.4759332231191655e-17
1.0,quadrature,nu,2.0,0.0,0.0,1.896421790837606e-34,0.1,0.1,0.1,1.4759332231191655e-17
1.0,quadrature,nu,10.0,0.0,0.0,1.896421790837606e-34,0.1,0.1,0.1,1.4759332231191655e-17
1.0,quadrature,mixed,0.5,2.463996402553758e-33,1.155641936107793e-34,1.896421790837606e-35,0.06000000000000001,0.06000000000000027,1.6989553863076334,5.367208751600256e-16
1.0,quadrature,mixed,1.0,2.463996402553758e-33,1.155641936107793e-34,1.896421790837606e-35,0.06000000000000001,0.060000000000000074,0.060000000000000074,4.1857954105235314e-16
1.0,quadrature,mixed,2.0,2.463996402553758e-33,1.155641936107793e-34,1.896421790837606e-35,0.06000000000000001,0.060000000000000074,1.8189553863076338,3.1496752338838e-16
1.0,quadrature,mixed,10.0,2.463996402553758e-33,1.155641936107793e-34,1.896421790837606e-35,0.06000000000000001,0.05999999999999931,5.903123315428782,1.7223445116988353e-15
1.0,pi,c,0.5,1.2319982012768789e-32,0.0,0.0,0.10000000000000002,0.10000000000000109,8.905972023690147,2.5978426141165455e-15
1.0,pi,c,1.0,1.2319982012768789e-32,0.0,0.0,0.10000000000000002,0.10000000000000109,0.10000000000000109,1.7858280374479056e-15
1.0,pi,c,2.0,1.2319982012768789e-32,0.0,0.0,0.10000000000000002,0.10000000000000109,9.10597202369015,2.4485061019496815e-15
1.0,pi,c,10.0,1.2319982012768789e-32,0.0,0.0,0.10000000000000002,0.10000000000000416,30.017191487265908,8.999274990216474e-15
1.0,pi,beta2,0.5,0.0,3.852139787025976e-34,0.0,0.1,0.09999999999999999,0.24079672810132188,4.0550581510992696e-17
1.0,pi,beta2,1.0,0.0,3.852139787025976e-34,0.0,0.1,0.1,0.1,2.927372135536579e-17
1.0,pi,beta2,2.0,0.0,3.852139787025976e-34,0.0,0.1,0.1,0.040796728101321886,4.090441903977935e-17
1.0,pi,beta2,10.0,0.0,3.852139787025976e-34,0.0,0.1,0.10000000000000003,0.36771660674799816,8.894009045102397e-17
1.0,pi,nu,0.5,0.0,0.0,1.896421790837606e-34,0.1,0.1,0.1,1.4759332231191655e-17
1.0,pi,nu,1.0,0.0,0.0,1.896421790837606e-34,0.1,0.1,0.1,1.4759332231191655e-17
1.0,pi,nu,2.0,0.0,0.0,1.896421790837606e-34,0.1,0.1,0.1,1.4759332231191655e-17
1.0,pi,nu,10.0,0.0,0.0,1.896421790837606e-34,0.1,0.1,0.1,1.4759332231191655e-17
1.0,pi,mixed,0.5,2.463996402553758e-33,1.155641936107793e-34,1.896421790837606e-35,0.06000000000000001,0.06000000000000027,1.6989553863076334,5.367208751600256e-16
1.0,pi,mixed,1.0,2.463996402553758e-33,1.155641936107793e-34,1.896421790837606e-35,0.06000000000000001,0.060000000000000074,0.060000000000000074,4.1857954105235314e-16
1.0,pi,mixed,2.0,2.463996402553758e-33,1.155641936107793e-34,1.896421790837606e-35,0.06000000000000001,0.060000000000000074,1.8189553863076338,3.1496752338838e-16
1.0,pi,mixed,10.0,2.463996402553758e-33,1.155641936107793e-34,1.896421790837606e-35,0.06000000000000001,0.05999999999999931,5.903123315428782,1.7223445116988353e-15
100000.0,zero,c,0.5,1.231998201276879e-42,0.0,0.0,0.1,0.09999999999999955,8.90597202369015,2.6927621415425946e-15
100000.0,zero,c,1.0,1.231998201276879e-42,0.0,0.0,0.1,0.10000000000000031,0.10000000000000031,2.2362079884828884e-15
100000.0,zero,c,2.0,1.231998201276879e-42,0.0,0.0,0.1,0.10000000000000109,9.105972023690153,3.3737754087587986e-15
100000.0,zero,c,10.0,1.231998201276879e-42,0.0,0.0,0.1,0.09999999999999648,30.017191487265904,5.526991335170775e-15
100000.0,zero,beta2,0.5,0.0,3.852139787025976e-44,0.0,0.1,0.09999999999999999,0.24079672810132188,4.14975032761052e-17
100000.0,zero,beta2,1.0,0.0,3.852139787025976e-44,0.0,0.1,0.09999999999999999,0.09999999999999999,2.766500218407013e-17
100000.0,zero,beta2,2.0,0.0,3.852139787025976e-44,0.0,0.1,0.09999999999999998,0.040796728101321914,4.565233681144323e-17
100000.0,zero,beta2,10.0,0.0,3.852139787025976e-44,0.0,0.1,0.09999999999999999,0.3677166067479982,9.850087849650612e-17
100000.0,zero,nu,0.5,0.0,0.0,1.8964217908376057e-44,0.1,0.09999999999999999,0.09999999999999999,1.48002585785977e-17
100000.0,zero,nu,1.0,0.0,0.0,1.8964217908376057e-44,0.1,0.09999999999999999,0.09999999999999999,1.48002585785977e-17
100000.0,zero,nu,2.0,0.0,0.0,1.8964217908376057e-44,0.1,0.09999999999999999,0.09999999999999999,1.48002585785977e-17
100000.0,zero,nu,10.0,0.0,0.0,1.8964217908376057e-44,0.1,0.09999999999999999,0.09999999999999999,1.48002585785977e-17
100000.0,zero,mixed,0.5,2.463996402553758e-43,1.1556419361077926e-44,1.8964217908376057e-45,0.06,0.06000000000000027,1.6989553863076334,4.696842591491714e-16
100000.0,zero,mixed,1.0,2.463996402553758e-43,1.1556419361077926e-44,1.8964217908376057e-45,0.06,0.060000000000000074,0.060000000000000074,4.1272823686460693e-16
100000.0,zero,mixed,2.0,2.463996402553758e-43,1.1556419361077926e-44,1.8964217908376057e-45,0.06,0.060000000000000074,1.8189553863076338,7.49606758321317e-16
100000.0,zero,mixed,10.0,2.463996402553758e-43,1.1556419361077926e-44,1.8964217908376057e-45,0.06,0.060000000000000074,5.903123315428782,1.1946453606665822e-15
100000.0,quadrature,c,0.5,1.231998201276879e-42,0.0,0.0,0.1,0.09999999999999955,8.90597202369015,2.6927621415425946e-15
100000.0,quadrature,c,1.0,1.231998201276879e-42,0.0,0.0,0.1,0.10000000000000031,0.10000000000000031,2.2362079884828884e-15
100000.0,quadrature,c,2.0,1.231998201276879e-42,0.0,0.0,0.1,0.10000000000000109,9.105972023690153,3.3737754087587986e-15
100000.0,quadrature,c,10.0,1.231998201276879e-42,0.0,0.0,0.1,0.09999999999999648,30.017191487265904,5.526991335170775e-15
100000.0,quadrature,beta2,0.5,0.0,3.852139787025976e-44,0.0,0.1,0.09999999999999999,0.24079672810132188,4.14975032761052e-17
100000.0,quadrature,beta2,1.0,0.0,3.852139787025976e-44,0.0,0.1,0.09999999999999999,0.09999999999999999,2.766500218407013e-17
100000.0,quadrature,beta2,2.0,0.0,3.852139787025976e-44,0.0,0.1,0.09999999999999998,0.040796728101321914,4.565233681144323e-17
100000.0,quadrature,beta2,10.0,0.0,3.852139787025976e-44,0.0,0.1,0.09999999999999999,0.3677166067479982,9.850087849650612e-17
100000.0,quadrature,nu,0.5,0.0,0.0,1.8964217908376057e-44,0.1,0.09999999999999999,0.09999999999999999,1.48002585785977e-17
100000.0,quadrature,nu,1.0,0.0,0.0,1.8964217908376057e-44,0.1,0.09999999999999999,0.09999999999999999,1.48002585785977e-17
100000.0,quadrature,nu,2.0,0.0,0.0,1.8964217908376057e-44,0.1,0.09999999999999999,0.09999999999999999,1.48002585785977e-17
100000.0,quadrature,nu,10.0,0.0,0.0,1.8964217908376057e-44,0.1,0.09999999999999999,0.09999999999999999,1.48002585785977e-17
100000.0,quadrature,mixed,0.5,2.463996402553758e-43,1.1556419361077926e-44,1.8964217908376057e-45,0.06,0.06000000000000027,1.6989553863076334,4.696842591491714e-16
100000.0,quadrature,mixed,1.0,2.463996402553758e-43,1.1556419361077926e-44,1.8964217908376057e-45,0.06,0.060000000000000074,0.060000000000000074,4.1272823686460693e-16
100000.0,quadrature,mixed,2.0,2.463996402553758e-43,1.1556419361077926e-44,1.8964217908376057e-45,0.06,0.060000000000000074,1.8189553863076338,7.49606758321317e-16
100000.0,quadrature,mixed,10.0,2.463996402553758e-43,1.1556419361077926e-44,1.8964217908376057e-45,0.06,0.060000000000000074,5.903123315428782,1.1946453606665822e-15
100000.0,pi,c,0.5,1.231998201276879e-42,0.0,0.0,0.1,0.09999999999999955,8.90597202369015,2.6927621415425946e-15
100000.0,pi,c,1.0,1.231998201276879e-42,0.0,0.0,0.1,0.10000000000000031,0.10000000000000031,2.2362079884828884e-15
100000.0,pi,c,2.0,1.231998201276879e-42,0.0,0.0,0.1,0.10000000000000109,9.105972023690153,3.3737754087587986e-15
100000.0,pi,c,10.0,1.231998201276879e-42,0.0,0.0,0.1,0.09999999999999648,30.017191487265904,5.526991335170775e-15
100000.0,pi,beta2,0.5,0.0,3.852139787025976e-44,0.0,0.1,0.09999999999999999,0.24079672810132188,4.14975032761052e-17
100000.0,pi,beta2,1.0,0.0,3.852139787025976e-44,0.0,0.1,0.09999999999999999,0.09999999999999999,2.766500218407013e-17
100000.0,pi,beta2,2.0,0.0,3.852139787025976e-44,0.0,0.1,0.09999999999999998,0.040796728101321914,4.565233681144323e-17
100000.0,pi,beta2,10.0,0.0,3.852139787025976e-44,0.0,0.1,0.09999999999999999,0.3677166067479982,9.850087849650612e-17
100000.0,pi,nu,0.5,0.0,0.0,1.8964217908376057e-44,0.1,0.09999999999999999,0.09999999999999999,1.48002585785977e-17
100000.0,pi,nu,1.0,0.0,0.0,1.8964217908376057e-44,0.1,0.09999999999999999,0.09999999999999999,1.48002585785977e-17
100000.0,pi,nu,2.0,0.0,0.0,1.8964217908376057e-44,0.1,0.09999999999999999,0.09999999999999999,1.48002585785977e-17
100000.0,pi,nu,10.0,0.0,0.0,1.8964217908376057e-44,0.1,0.09999999999999999,0.09999999999999999,1.48002585785977e-17
100000.0,pi,mixed,0.5,2.463996402553758e-43,1.1556419361077926e-44,1.8964217908376057e-45,0.06,0.06000000000000027,1.6989553863076334,4.696842591491714e-16
100000.0,pi,mixed,1.0,2.463996402553758e-43,1.1556419361077926e-44,1.8964217908376057e-45,0.06,0.060000000000000074,0.060000000000000074,4.1272823686460693e-16
100000.0,pi,mixed,2.0,2.463996402553758e-43,1.1556419361077926e-44,1.8964217908376057e-45,0.06,0.060000000000000074,1.8189553863076338,7.49606758321317e-16
100000.0,pi,mixed,10.0,2.463996402553758e-43,1.1556419361077926e-44,1.8964217908376057e-45,0.06,0.060000000000000074,5.903123315428782,1.1946453606665822e-15
10000000.0,zero,c,0.5,1.2319982012768789e-46,0.0,0.0,0.1,0.09999999999999955,8.90597202369015,1.888787706283858e-15
10000000.0,zero,c,1.0,1.2319982012768789e-46,0.0,0.0,0.1,0.09999999999999955,0.09999999999999955,1.5001690717236682e-15
10000000.0,zero,c,2.0,1.2319982012768789e-46,0.0,0.0,0.1,0.10000000000000031,9.105972023690153,2.3319744925282813e-15
10000000.0,zero,c,10.0,1.2319982012768789e-46,0.0,0.0,0.1,0.09999999999999572,30.017191487265904,5.618824485910793e-15
10000000.0,zero,beta2,0.5,0.0,3.852139787025976e-48,0.0,0.1,0.1,0.24079672810132188,2.9504786225662125e-17
10000000.0,zero,beta2,1.0,0.0,3.852139787025976e-48,0.0,0.1,0.1,0.1,2.9436914020542995e-17
10000000.0,zero,beta2,2.0,0.0,3.852139787025976e-48,0.0,0.1,0.1,0.040796728101321914,2.9504786225662125e-17
10000000.0,zero,beta2,10.0,0.0,3.852139787025976e-48,0.0,0.1,0.10000000000000002,0.3677166067479983,7.35922850513575e-17
10000000.0,zero,nu,0.5,0.0,0.0,1.896421790837606e-48,0.1,0.1,0.1,1.4596139929651148e-17
10000000.0,zero,nu,1.0,0.0,0.0,1.896421790837606e-48,0.1,0.1,0.1,1.4596139929651148e-17
10000000.0,zero,nu,2.0,0.0,0.0,1.896421790837606e-48,0.1,0.1,0.1,1.4596139929651148e-17
10000000.0,zero,nu,10.0,0.0,0.0,1.896421790837606e-48,0.1,0.1,0.1,1.4596139929651148e-17
10000000.0,zero,mixed,0.5,2.463996402553758e-47,1.1556419361077929e-48,1.896421790837606e-49,0.06000000000000001,0.06000000000000027,1.6989553863076332,5.562328609533658e-16
10000000.0,zero,mixed,1.0,2.463996402553758e-47,1.1556419361077929e-48,1.896421790837606e-49,0.06000000000000001,0.06000000000000027,0.06000000000000027,4.019247413534975e-16
10000000.0,zero,mixed,2.0,2.463996402553758e-47,1.1556419361077929e-48,1.896421790837606e-49,0.06000000000000001,0.06000000000000066,1.8189553863076338,6.43811248169e-16
10000000.0,zero,mixed,10.0,2.463996402553758e-47,1.1556419361077929e-48,1.896421790837606e-49,0.06000000000000001,0.05999999999999912,5.903123315428781,1.2952863787195285e-15
10000000.0,quadrature,c,0.5,1.2319982012768789e-46,0.0,0.0,0.1,0.09999999999999955,8.90597202369015,1.888787706283858e-15
10000000.0,quadrature,c,1.0,1.2319982012768789e-46,0.0,0.0,0.1,0.09999999999999955,0.09999999999999955,1.5001690717236682e-15
10000000.0,quadrature,c,2.0,1.2319982012768789e-46,0.0,0.0,0.1,0.10000000000000031,9.105972023690153,2.3319744925282813e-15
10000000.0,quadrature,c,10.0,1.2319982012768789e-46,0.0,0.0,0.1,0.09999999999999572,30.017191487265904,5.618824485910793e-15
10000000.0,quadrature,beta2,0.5,0.0,3.852139787025976e-48,0.0,0.1,0.1,0.24079672810132188,2.9504786225662125e-17
10000000.0,quadrature,beta2,1.0,0.0,3.852139787025976e-48,0.0,0.1,0.1,0.1,2.9436914020542995e-17
10000000.0,quadrature,beta2,2.0,0.0,3.852139787025976e-48,0.0,0.1,0.1,0.040796728101321914,2.9504786225662125e-17
10000000.0,quadrature,beta2,10.0,0.0,3.852139787025976e-48,0.0,0.1,0.10000000000000002,0.3677166067479983,7.35922850513575e-17
10000000.0,quadrature,nu,0.5,0.0,0.0,1.896421790837606e-48,0.1,0.1,0.1,1.4596139929651148e-17
10000000.0,quadrature,nu,1.0,0.0,0.0,1.896421790837606e-48,0.1,0.1,0.1,1.4596139929651148e-17
10000000.0,quadrature,nu,2.0,0.0,0.0,1.896421790837606e-48,0.1,0.1,0.1,1.4596139929651148e-17
10000000.0,quadrature,nu,10.0,0.0,0.0,1.896421790837606e-48,0.1,0.1,0.1,1.4596139929651148e-17
10000000.0,quadrature,mixed,0.5,2.463996402553758e-47,1.1556419361077929e-48,1.896421790837606e-49,0.06000000000000001,0.06000000000000027,1.6989553863076332,5.562328609533658e-16
10000000.0,quadrature,mixed,1.0,2.463996402553758e-47,1.1556419361077929e-48,1.896421790837606e-49,0.06000000000000001,0.06000000000000027,0.06000000000000027,4.019247413534975e-16
10000000.0,quadrature,mixed,2.0,2.463996402553758e-47,1.1556419361077929e-48,1.896421790837606e-49,0.06000000000000001,0.06000000000000066,1.8189553863076338,6.43811248169e-16
10000000.0,quadrature,mixed,10.0,2.463996402553758e-47,1.1556419361077929e-48,1.896421790837606e-49,0.06000000000000001,0.05999999999999912,5.903123315428781,1.2952863787195285e-15
10000000.0,pi,c,0.5,1.2319982012768789e-46,0.0,0.0,0.1,0.09999999999999955,8.90597202369015,1.888787706283858e-15
10000000.0,pi,c,1.0,1.2319982012768789e-46,0.0,0.0,0.1,0.09999999999999955,0.09999999999999955,1.5001690717236682e-15
10000000.0,pi,c,2.0,1.2319982012768789e-46,0.0,0.0,0.1,0.10000000000000031,9.105972023690153,2.3319744925282813e-15
10000000.0,pi,c,10.0,1.2319982012768789e-46,0.0,0.0,0.1,0.09999999999999572,30.017191487265904,5.618824485910793e-15
10000000.0,pi,beta2,0.5,0.0,3.852139787025976e-48,0.0,0.1,0.1,0.24079672810132188,2.9504786225662125e-17
10000000.0,pi,beta2,1.0,0.0,3.852139787025976e-48,0.0,0.1,0.1,0.1,2.9436914020542995e-17
10000000.0,pi,beta2,2.0,0.0,3.852139787025976e-48,0.0,0.1,0.1,0.040796728101321914,2.9504786225662125e-17
10000000.0,pi,beta2,10.0,0.0,3.852139787025976e-48,0.0,0.1,0.10000000000000002,0.3677166067479983,7.35922850513575e-17
10000000.0,pi,nu,0.5,0.0,0.0,1.896421790837606e-48,0.1,0.1,0.1,1.4596139929651148e-17
10000000.0,pi,nu,1.0,0.0,0.0,1.896421790837606e-48,0.1,0.1,0.1,1.4596139929651148e-17
10000000.0,pi,nu,2.0,0.0,0.0,1.896421790837606e-48,0.1,0.1,0.1,1.4596139929651148e-17
10000000.0,pi,nu,10.0,0.0,0.0,1.896421790837606e-48,0.1,0.1,0.1,1.4596139929651148e-17
10000000.0,pi,mixed,0.5,2.463996402553758e-47,1.1556419361077929e-48,1.896421790837606e-49,0.06000000000000001,0.06000000000000027,1.6989553863076332,5.562328609533658e-16
10000000.0,pi,mixed,1.0,2.463996402553758e-47,1.1556419361077929e-48,1.896421790837606e-49,0.06000000000000001,0.06000000000000027,0.06000000000000027,4.019247413534975e-16
10000000.0,pi,mixed,2.0,2.463996402553758e-47,1.1556419361077929e-48,1.896421790837606e-49,0.06000000000000001,0.06000000000000066,1.8189553863076338,6.43811248169e-16
10000000.0,pi,mixed,10.0,2.463996402553758e-47,1.1556419361077929e-48,1.896421790837606e-49,0.06000000000000001,0.05999999999999912,5.903123315428781,1.2952863787195285e-15
