model,N,z,chi,t_Gyr,k,delta_k,delta_log_Mhol2,delta_log_s,log_R,delta_log_R,mass_delta_g_inverse2,anomaly_delta_g_inverse2,physical_uv_delta_f,matched_delta_g_inverse2,holomorphic_uv_delta_alpha,physical_uv_delta_alpha,split_delta_alpha,taylor_delta_alpha,shape_chi,shape_time,shape_matched,kahler_delta_g_inverse2,konishi_delta_g_inverse2
global,-1.250984132891988,2.493779609554408,138.23037119812153,2.612895665919976,0.0,0.0,0.011139443014991377,0.011139443014991377,-8.352526467469615e-92,-7.998880672285116e-92,-0.00014108269392441226,0.0,-0.0,-0.00014108269392441226,1.2937624916511369e-05,1.2937624916511369e-05,-1.5483697078396166e-95,1.3009953137623703e-05,0.7220947965949479,0.7329894126612888,0.7236322528379244,-0.00014108269392441226,-0.00014108269392441216
global,-1.2493741147029376,2.488159086620677,138.2327276002915,2.6191157204076534,0.0,0.0,0.011122469061011667,0.011122469061011667,-8.312828308169764e-92,-7.959182512985265e-92,-0.00014086771628587293,0.0,-0.0,-0.00014086771628587293,1.2917910691441815e-05,1.2917910691441815e-05,-1.5406851434942312e-95,1.2990018245679765e-05,0.7209883594999194,0.7319228619871885,0.7225295891579913,-0.00014086771628587293,-0.00014086771628587304
global,-1.2477640965138874,2.482547605550366,138.23508372489465,2.6253500864985675,0.0,0.0,0.011105497686262242,0.011105497686262242,-8.273323470452609e-92,-7.91967767526811e-92,-0.00014065277131366675,0.0,-0.0,-0.00014065277131366675,1.289819946276998e-05,1.289819946276998e-05,-1.5330380016572872e-95,1.2970086721975798e-05,0.7198821093066553,0.7308564508410119,0.721427093073737,-0.00014065277131366675,-0.0001406527713136668
global,-1.2461540783248373,2.4769451517976235,138.23743957069436,2.6315987937288483,0.0,0.0,0.01108852889942053,0.01108852889942053,-8.234011011954025e-92,-7.880365216769527e-92,-0.00014043785911769464,0.0,-0.0,-0.00014043785911769464,1.2878491240573826e-05,1.2878491240573826e-05,-1.5254280999077427e-95,1.2950158576542115e-05,0.7187760465718865,0.7297901795765935,0.7203247651488462,-0.00014043785911769464,-0.00014043785911769456
global,-1.2445440601357871,2.4713517108399974,138.23979513644895,2.637861871672166,0.0,0.0,0.011071562709199224,0.011071562709199224,-8.194889994901483e-92,-7.841244199716984e-92,-0.00014022297980830417,0.0,-0.0,-0.00014022297980830417,1.2858786034972255e-05,1.2858786034972255e-05,-1.517855256713394e-95,1.2930233819449786e-05,0.7176701718546055,0.7287240485492099,0.7192226059492932,-0.00014022297980830417,-0.0001402229798083043
global,-1.242934041946737,2.4657672681783986,138.24215042091168,2.6441393499396173,0.0,0.0,0.011054599124346063,0.011054599124346063,-8.15595948609092e-92,-7.802313690906421e-92,-0.00014000813349628673,0.0,-0.0,-0.00014000813349628673,1.283908385612489e-05,1.283908385612489e-05,-1.5103192914264033e-95,1.291031246081037e-05,0.7165644857160515,0.727658058115633,0.7181206160433299,-0.00014000813349628673,-0.00014000813349628668
global,-1.2413240237576868,2.4601918093370627,138.24450542283068,2.6504312581795983,0.0,0.0,0.011037638153644867,0.011037638153644867,-8.117218556866545e-92,-7.763572761682046e-92,-0.0001397933202928907,0.0,-0.0,-0.0001397933202928907,1.2819384714233242e-05,1.2819384714233242e-05,-1.502820024279383e-95,1.2890394510777127e-05,0.7154589887197793,0.7265922086341026,0.7170187960015513,-0.0001397933202928907,-0.00013979332029289066
global,-1.2397140055686366,2.454625319863514,138.24686014094897,2.6567376260776823,0.0,0.0,0.011020679805914896,0.011020679805914896,-8.078666283096993e-92,-7.725020487912495e-92,-0.00013957854030981334,0.0,-0.0,-0.00013957854030981334,1.2799688619539992e-05,1.2799688619539992e-05,-1.495357276380783e-95,1.287047997954426e-05,0.7143536814316158,0.7255265004643653,0.7159171463968549,-0.00013957854030981334,-0.00013957854030981334
global,-1.2381039873795863,2.4490677853285243,138.24921457400444,2.663058483356493,0.0,0.0,0.011003724090011073,0.011003724090011073,-8.040301745153458e-92,-7.686655949968959e-92,-0.0001393637936592035,0.0,-0.0,-0.0001393637936592035,1.2779995582329235e-05,1.2779995582329235e-05,-1.4879308697106577e-95,1.2850568877347175e-05,0.7132485644196745,0.7244609339676479,0.7148156678044546,-0.0001393637936592035,-0.00013936379365920334
global,-1.2364939691905361,2.443519191326082,138.2515687207298,2.6693938597755764,0.0,0.0,0.010986771014824568,0.010986771014824568,-8.002124027888883e-92,-7.648478232704384e-92,-0.00013914908045366923,0.0,-0.0,-0.00013914908045366923,1.2760305612927167e-05,1.2760305612927167e-05,-1.4805406271166374e-95,1.2830661214463175e-05,0.7121436382543953,0.723395509506696,0.7137143608019194,-0.00013914908045366923,-0.00013914908045366918
global,-1.234883951001486,2.437979523473347,138.25392257985266,2.6757437851312735,0.0,0.0,0.010969820589282198,0.010969820589282198,-7.964132220614428e-92,-7.610486425429929e-92,-0.00013893440080626994,0.0,-0.0,-0.00013893440080626994,1.2740618721701379e-05,1.2740618721701379e-05,-1.4731863723093715e-95,1.2810757001210729e-05,0.7110389035085015,0.7223302274457338,0.7126132259691332,-0.00013893440080626994,-0.00013893440080626977
global,-1.2332739328124358,2.4324487674106194,138.25627615009537,2.682108289256589,0.0,0.0,0.010952872822347018,0.010952872822347018,-7.926325417078862e-92,-7.572679621894363e-92,-0.00013871975483052408,0.0,-0.0,-0.00013871975483052408,1.2720934919061551e-05,1.2720934919061551e-05,-1.4658679298585409e-95,1.2790856247950182e-05,0.7099343607570431,0.7212650881504917,0.7115122638883346,-0.00013871975483052408,-0.0001387197548305242
global,-1.2316639146233856,2.426926908801299,138.25862943017512,2.6884874020210607,0.0,0.0,0.01093592772301854,0.01093592772301854,-7.88870271544713e-92,-7.535056920262632e-92,-0.0001385051426404118,0.0,-0.0,-0.0001385051426404118,1.2701254215459712e-05,1.2701254215459712e-05,-1.4585851251887087e-95,1.2770958965084006e-05,0.7088300105774052,0.7202000919882549,0.7104114751441302,-0.0001385051426404118,-0.00013850514264041185
global,-1.2300538964343355,2.42141393333185,138.26098241880388,2.6948811533306247,0.0,0.0,0.010918985300332293,0.010918985300332293,-7.85126321827763e-92,-7.497617423093132e-92,-0.00013829056435036937,0.0,-0.0,-0.00013829056435036937,1.2681576621389704e-05,1.2681576621389704e-05,-1.4513377845749197e-95,1.2751065163056265e-05,0.7077258535492844,0.7191352393277614,0.7093108603234657,-0.00013829056435036937,-0.00013829056435036956
global,-1.2284438782452853,2.415909826711762,138.26333511468835,2.7012895731274815,0.0,0.0,0.010902045563360666,0.010902045563360666,-7.814006032502346e-92,-7.460360237317847e-92,-0.00013807602007529998,0.0,-0.0,-0.00013807602007529998,1.2661902147388194e-05,1.2661902147388194e-05,-1.4441257351388574e-95,1.2731174852353625e-05,0.7066218902547401,0.7180705305393298,0.7082104200156821,-0.00013807602007529998,-0.00013807602007529995
global,-1.2268338600562352,2.4104145746735153,138.26568751653002,2.707712691389958,0.0,0.0,0.010885108521212251,0.010885108521212251,-7.776930269403932e-92,-7.423284474219433e-92,-0.0001378615099305653,0.0,-0.0,-0.0001378615099305653,1.2642230804033885e-05,1.2642230804033885e-05,-1.4369488048444054e-95,1.2711288043504563e-05,0.705518121278153,0.717005965994769,0.7071101548124716,-0.0001378615099305653,-0.0001378615099305652
global,-1.225223841867185,2.404928162972542,138.26803962302512,2.7141505381323725,0.0,0.0,0.010868174183032488,0.010868174183032488,-7.740035044595549e-92,-7.38638924941105e-92,-0.00013764703403199363,0.0,-0.0,-0.00013764703403199363,1.262256260194828e-05,1.262256260194828e-05,-1.4298068224937454e-95,1.2691404747080123e-05,0.7044145472062665,0.7159415460674423,0.7060100653079201,-0.00013764703403199363,-0.0001376470340319938
global,-1.2236138236781349,2.3994505773871904,138.27039143286456,2.720603143404892,0.0,0.0,0.010851242558003632,0.010851242558003632,-7.703319477999534e-92,-7.349673682815035e-92,-0.00013743259249587964,0.0,-0.0,-0.00013743259249587964,1.2602897551795639e-05,1.2602897551795639e-05,-1.4226996177232282e-95,1.2671524973693876e-05,0.7033111686281845,0.7148772711322404,0.7049101520985052,-0.00013743259249587964,-0.00013743259249587958
global,-1.2220038054890847,2.3939818037186864,138.27274294473395,2.7270705372933923,0.0,0.0,0.010834313655344966,0.010834313655344966,-7.666782693826537e-92,-7.313136898642038e-92,-0.0001372181854389869,0.0,-0.0,-0.0001372181854389869,1.2583235664283223e-05,1.2583235664283223e-05,-1.4156270209993342e-95,1.2651648734002171e-05,0.7022079861353849,0.7138131415655944,0.7038104157831095,-0.0001372181854389869,-0.0001372181854389868
global,-1.2203937873000346,2.3885218277910987,138.27509415731362,2.7335527499193155,0.0,0.0,0.010817387484312588,0.010817387484312588,-7.630423820553945e-92,-7.276778025369446e-92,-0.00013700381297854526,0.0,-0.0,-0.00013700381297854526,1.2563576950161052e-05,1.2563576950161052e-05,-1.4085888636144969e-95,1.2631776038703876e-05,0.701105000321706,0.712749157745489,0.7027108569630074,-0.00013700381297854526,-0.00013700381297854542
global,-1.2187837691109844,2.3830706354513005,138.27744506927854,2.740049811439528,0.0,0.0,0.010800464054199805,0.010800464054199805,-7.594241990905687e-92,-7.240596195721188e-92,-0.00013678947523225582,0.0,-0.0,-0.00013678947523225582,1.254392142022236e-05,1.254392142022236e-05,-1.4015849776831935e-95,1.261190689854084e-05,0.7000022117833714,0.7116853200514343,0.7016114762418901,-0.00013678947523225582,-0.00013678947523225582
global,-1.217173750921934,2.377628212568933,138.27979567929833,2.7465617520461705,0.0,0.0,0.01078354337433735,0.01078354337433735,-7.558236341831722e-92,-7.204590546647223e-92,-0.0001365751723182937,0.0,-0.0,-0.0001365751723182937,1.2524269085303846e-05,1.2524269085303846e-05,-1.394615196137975e-95,1.2592041324298134e-05,0.6988996211190039,0.7106216288645449,0.7005122742258802,-0.0001365751723182937,-0.0001365751723182936
global,-1.2155637327328839,2.372194545036373,138.28214598603728,2.753088601966511,0.0,0.0,0.010766625454092947,0.010766625454092947,-7.522406014486319e-92,-7.16876021930182e-92,-0.00013636090435530248,0.0,-0.0,-0.00013636090435530248,1.2504619956285172e-05,1.2504619956285172e-05,-1.38767935272526e-95,1.2572179326803558e-05,0.6977972289295985,0.7095580845674606,0.6994132515235031,-0.00013636090435530248,-0.00013636090435530245
global,-1.2139537145438337,2.3667696187686866,138.2844959881542,2.759630391462801,0.0,0.0,0.010749710302872546,0.010749710302872546,-7.48675015420988e-92,-7.133104359025382e-92,-0.00013614667146240995,0.0,-0.0,-0.00013614667146240995,1.2484974044090393e-05,1.2484974044090393e-05,-1.380777282001818e-95,1.2552320916929069e-05,0.6966950358186002,0.7084946875443721,0.6983144087457672,-0.00013614667146240995,-0.00013614667146240992
global,-1.2123436963547836,2.3613534197036032,138.28684568430262,2.766187150832118,0.0,0.0,0.01073279793011867,0.01073279793011867,-7.451267910504854e-92,-7.097622115320356e-92,-0.00013593247375920706,0.0,-0.0,-0.00013593247375920706,1.2465331359686043e-05,1.2465331359686043e-05,-1.3739088193301042e-95,1.2532466105588848e-05,0.6955930423917979,0.7074314381810984,0.6972157465060571,-0.00013593247375920706,-0.000135932473759207
global,-1.2107336781657334,2.3559459338014728,138.28919507313057,2.77275891040622,0.0,0.0,0.010715888345312471,0.010715888345312471,-7.415958437019476e-92,-7.062312641834977e-92,-0.000135718311365774,0.0,-0.0,-0.000135718311365774,1.2445691914083519e-05,1.2445691914083519e-05,-1.3670738008751148e-95,1.2512614903741697e-05,0.6944912492574576,0.7063683368649822,0.6961172654202663,-0.000135718311365774,-0.00013571831136577393
global,-1.2091236599766833,2.350547147045231,138.29154415328068,2.779345700551384,0.0,0.0,0.010698981557972475,0.010698981557972475,-7.380820891524756e-92,-7.027175096340258e-92,-0.00013550418440266428,0.0,-0.0,-0.00013550418440266428,1.242605571833762e-05,1.242605571833762e-05,-1.3602720635999306e-95,1.2492767322389584e-05,0.6933896570262408,0.705305383984968,0.6950189661067164,-0.00013550418440266428,-0.00013550418440266422
global,-1.207513641787633,2.3451570454403634,138.29389292339016,2.7859475516682592,0.0,0.0,0.010682077577655005,0.010682077577655005,-7.345854435894952e-92,-6.992208640710453e-92,-0.00013529009299091018,0.0,-0.0,-0.00013529009299091018,1.2406422783547049e-05,1.2406422783547049e-05,-1.3535034452619357e-95,1.247292337257811e-05,0.692288266311231,0.704242579931575,0.6939208491861841,-0.00013529009299091018,-0.00013529009299091002
global,-1.2059036235985827,2.3397756150148683,138.29624138209067,2.792564494191702,0.0,0.0,0.010665176413954971,0.010665176413954971,-7.311058236089061e-92,-6.957412440904562e-92,-0.00013507603725203263,0.0,-0.0,-0.00013507603725203263,1.2386793120855317e-05,1.2386793120855317e-05,-1.346767784409238e-95,1.2453083065397452e-05,0.6911870777279857,0.7031799250969357,0.6928229152819527,-0.00013507603725203263,-0.00013507603725203274
global,-1.2042936054095326,2.3344028418192235,138.29858952800845,2.7991965585906193,0.0,0.0,0.010648278076505075,0.010648278076505075,-7.276431462128919e-92,-6.92278566694442e-92,-0.00013486201730803125,0.0,-0.0,-0.00013486201730803125,1.2367166741449829e-05,1.2367166741449829e-05,-1.3400649203764261e-95,1.2433246411981427e-05,0.6900860918944849,0.7021174198747432,0.6917251650197606,-0.00013486201730803125,-0.0001348620173080311
global,-1.2026835872204824,2.329038711926345,138.30093735976425,2.8058437753678125,0.0,0.0,0.010631382574976188,0.010631382574976188,-7.241973288080016e-92,-6.888327492895517e-92,-0.00013464803328138903,0.0,-0.0,-0.00013464803328138903,1.2347543656562321e-05,1.2347543656562321e-05,-1.3333946932808592e-95,1.2413413423507913e-05,0.688985309431154,0.7010550646603163,0.6906275990278252,-0.00013464803328138903,-0.0001346480332813892
global,-1.2010735690314323,2.3236832114315544,138.30328487597325,2.8125061750598124,0.0,0.0,0.010614489919077963,0.010614489919077963,-7.207682892032803e-92,-6.854037096848304e-92,-0.00013443408529508017,0.0,-0.0,-0.00013443408529508017,1.2327923877469567e-05,1.2327923877469567e-05,-1.3267569440190441e-95,1.2393584111199584e-05,0.687884730960905,0.6999928598505724,0.6895302179368838,-0.00013443408529508017,-0.00013443408529508028
global,-1.199463550842382,2.3183363264525423,138.30563207524514,2.8191837882367117,0.0,0.0,0.010597600118558231,0.010597600118558231,-7.173559456081554e-92,-6.819913660897055e-92,-0.0001342201734725624,0.0,-0.0,-0.0001342201734725624,1.2308307415492688e-05,1.2308307415492688e-05,-1.3201515142625472e-95,1.2373758486323188e-05,0.6867843571090958,0.6989308058440407,0.6884330223801536,-0.0001342201734725624,-0.00013422017347256221
global,-1.197853532653332,2.3129980431293315,138.3079789561841,2.8258766455020052,0.0,0.0,0.010580713183203383,0.010580713183203383,-7.139602166305438e-92,-6.785956371120939e-92,-0.00013400629793778178,0.0,-0.0,-0.00013400629793778178,1.2288694281997573e-05,1.2288694281997573e-05,-1.3135782464543283e-95,1.2353936560189994e-05,0.6856841885035562,0.6978689030408475,0.6873360129933559,-0.00013400629793778178,-0.00013400629793778186
global,-1.1962435144642818,2.307668347624243,138.31032551738858,2.83258477749242,0.0,0.0,0.010563829122839197,0.010563829122839197,-7.105810212750512e-92,-6.752164417566014e-92,-0.00013379245881518328,0.0,-0.0,-0.00013379245881518328,1.2269084488395872e-05,1.2269084488395872e-05,-1.3070369838052557e-95,1.233411834415676e-05,0.6845842257746395,0.6968071518427688,0.6862391904147715,-0.00013379245881518328,-0.00013379245881518342
global,-1.1946334962752316,2.302347226121858,138.31267175745165,2.8393082148777467,0.0,0.0,0.010546947947329391,0.010546947947329391,-7.072182789407254e-92,-6.718536994222755e-92,-0.00013357865622969233,0.0,-0.0,-0.00013357865622969233,1.2249478046143287e-05,1.2249478046143287e-05,-1.3005275702897556e-95,1.231430384962403e-05,0.6834844695551306,0.6957455526531775,0.6851425552851452,-0.00013357865622969233,-0.00013357865622969222
global,-1.1930234780861815,2.2970346648289817,138.31501767496067,2.846046988360669,0.0,0.0,0.010530069666577253,0.010530069666577253,-7.038719094194381e-92,-6.685073299009882e-92,-0.00013336489030673555,0.0,-0.0,-0.00013336489030673555,1.2229874966741485e-05,1.2229874966741485e-05,-1.294049850642682e-95,1.2294493088038043e-05,0.6823849204803507,0.6946841058770813,0.6840461082477928,-0.00013336489030673555,-0.0001333648903067354
global,-1.1914134598971313,2.2917306499746104,138.31736326849742,2.8528011286765915,0.0,0.0,0.01051319429052483,0.01051319429052483,-7.00541832893781e-92,-6.651772533753311e-92,-0.00013315116117223043,0.0,-0.0,-0.00013315116117223043,1.2210275261737135e-05,1.2210275261737135e-05,-1.2876036703552409e-95,1.2274686070889784e-05,0.6812855791881035,0.6936228119211364,0.6829498499485468,-0.00013315116117223043,-0.00013315116117223024
global,-1.1898034417080812,2.286435167809894,138.31970853663802,2.8595706665934655,0.0,0.0,0.010496321829153506,0.010496321829153506,-6.972279699352616e-92,-6.618633904168117e-92,-0.00013293746895259265,0.0,-0.0,-0.00013293746895259265,1.2190678942722606e-05,1.2190678942722606e-05,-1.2811888756715011e-95,1.225488280971565e-05,0.6801864463187144,0.6925616711936191,0.6818537810357963,-0.00013293746895259265,-0.00013293746895259254
global,-1.188193423519031,2.2811482046080997,138.32205347795292,2.866355632911614,0.0,0.0,0.010479452292484242,0.010479452292484242,-6.939302415024204e-92,-6.585656619839705e-92,-0.0001327238137747392,0.0,-0.0,-0.0001327238137747392,1.2171086021336226e-05,1.2171086021336226e-05,-1.2748053135847467e-95,1.2235083316097725e-05,0.6790875225150442,0.6915006841044665,0.6807579021605007,-0.0001327238137747392,-0.00013272381377473906
global,-1.1865834053299809,2.275869746664578,138.324398091007,2.873156058463552,0.0,0.0,0.010462585690576716,0.010462585690576716,-6.906485689387646e-92,-6.552839894203147e-92,-0.00013251019576607736,0.0,-0.0,-0.00013251019576607736,1.2151496509261281e-05,1.2151496509261281e-05,-1.2684528318334776e-95,1.2215287601662787e-05,0.6779888084224341,0.6904398510652483,0.6796622139761341,-0.00013251019576607736,-0.00013251019576607738
global,-1.1849733871409305,2.270599780296724,138.32674237435938,2.87997197411381,0.0,0.0,0.010445722033530554,0.010445722033530554,-6.87382873971103e-92,-6.520182944526531e-92,-0.00013229661505452043,0.0,-0.0,-0.00013229661505452043,1.2131910418227463e-05,1.2131910418227463e-05,-1.262131278898188e-95,1.2195495678083732e-05,0.6768903046887856,0.6893791724891929,0.6785667171387663,-0.00013229661505452043,-0.00013229661505452045
global,-1.1833633689518803,2.2653382918439493,138.32908632656347,2.8868034107587497,0.0,0.0,0.010428861331485335,0.010428861331485335,-6.841330787076581e-92,-6.487684991892083e-92,-0.00013208307176848763,0.0,-0.0,-0.00013208307176848763,1.211232776001086e-05,1.211232776001086e-05,-1.2558405039977098e-95,1.2175707557079573e-05,0.67579201196456,0.6883186487911996,0.6774714123070618,-0.00013208307176848763,-0.00013208307176848763
global,-1.1817533507628302,2.2600852676676366,138.33142994616702,2.8936503993263853,0.0,0.0,0.01041200359461976,0.01041200359461976,-6.808991056360226e-92,-6.455345261175727e-92,-0.00013186956603689371,0.0,-0.0,-0.00013186956603689371,1.2092748546432996e-05,1.2092748546432996e-05,-1.249580357085257e-95,1.2155923250414475e-05,0.6746939309027238,0.6872582803878002,0.6763763001422267,-0.00013186956603689371,-0.00013186956603689371
global,-1.18014333257378,2.2548406941511123,138.33377323171203,2.900512970776195,0.0,0.0,0.01039514883315265,0.01039514883315265,-6.776808776214843e-92,-6.423162981030344e-92,-0.0001316560979891616,0.0,-0.0,-0.0001316560979891616,1.2073172789361992e-05,1.2073172789361992e-05,-1.243350688845185e-95,1.213614276989892e-05,0.6735960621588154,0.6861980676972346,0.6752813813080735,-0.0001316560979891616,-0.00013165609798916164
global,-1.1785333143847299,2.2496045576996067,138.33611618173472,2.9073911560989374,0.0,0.0,0.010378297057342967,0.010378297057342967,-6.744783179051641e-92,-6.391137383867142e-92,-0.00013144266775522257,0.0,-0.0,-0.00013144266775522257,1.205360050071259e-05,1.205360050071259e-05,-1.2371513506893828e-95,1.2116366127389718e-05,0.6724984063909443,0.6851380111393737,0.674186656471022,-0.00013144266775522257,-0.00013144266775522246
global,-1.1769232961956797,2.244376844740221,138.33845879476561,2.9142849863164617,0.0,0.0,0.01036144827748939,0.01036144827748939,-6.712913501020801e-92,-6.359267705836302e-92,-0.00013122927546551085,0.0,-0.0,-0.00013122927546551085,1.2034031692445655e-05,1.2034031692445655e-05,-1.2309821947535285e-95,1.2096593334789511e-05,0.6714009642597636,0.6840781111357961,0.6730921263000721,-0.00013122927546551085,-0.00013122927546551085
global,-1.1753132780066295,2.239157541721891,138.34080106932936,2.9211944924815185,0.0,0.0,0.010344602503931323,0.010344602503931323,-6.68119898199498e-92,-6.327553186810482e-92,-0.0001310159212509766,0.0,-0.0,-0.0001310159212509766,1.2014466376569351e-05,1.2014466376569351e-05,-1.224843073893894e-95,1.2076824404047962e-05,0.6703037364285365,0.6830183681097621,0.6719977914668689,-0.0001310159212509766,-0.00013101592125097677
global,-1.1737032598175792,2.2339466351153527,138.34314300394487,2.9281197056775694,0.0,0.0,0.010327759747048073,0.010327759747048073,-6.64963886554939e-92,-6.295993070364891e-92,-0.00013080260524307523,0.0,-0.0,-0.00013080260524307523,1.1994904565138184e-05,1.1994904565138184e-05,-1.2187338416834905e-95,1.205705934716077e-05,0.6692067235630819,0.6819587824861875,0.6709036526456498,-0.00013080260524307523,-0.00013080260524307534
global,-1.172093241628529,2.228744111413108,138.34548459712525,2.9350606570185866,0.0,0.0,0.010310920017259468,0.010310920017259468,-6.618232398944673e-92,-6.264586603760175e-92,-0.0001305893275737754,0.0,-0.0,-0.0001305893275737754,1.1975346270253722e-05,1.1975346270253722e-05,-1.2126543524087508e-95,1.2037298176170402e-05,0.6681099263318134,0.6808993546917194,0.6698097105132844,-0.0001305893275737754,-0.00013058932757377547
global,-1.1704832234394789,2.223549957129387,138.34782584737775,2.942017377648868,0.0,0.0,0.010294083325025835,0.010294083325025835,-6.586978833108722e-92,-6.233333037924223e-92,-0.00013037608837555872,0.0,-0.0,-0.00013037608837555872,1.1955791504064574e-05,1.1955791504064574e-05,-1.2066044610660136e-95,1.201754090316607e-05,0.6670133454057402,0.6798400851546726,0.6687159657492735,-0.00013037608837555872,-0.00013037608837555855
global,-1.1688732052504287,2.2183641588001155,138.3501667532038,2.9489898987428322,0.0,0.0,0.010277249680848005,0.010277249680848005,-6.555877422618577e-92,-6.202231627434078e-92,-0.00013016288778141977,0.0,-0.0,-0.00013016288778141977,1.1936240278766377e-05,1.1936240278766377e-05,-1.200584023358015e-95,1.1997787540283713e-05,0.6659169814584646,0.6787809743050929,0.667622419035748,-0.00013016288778141977,-0.00013016288778141977
global,-1.1672631870613785,2.213186702982878,138.3525073130989,2.955978251504822,0.0,0.0,0.01026041909526832,0.01026041909526832,-6.524927425684292e-92,-6.171281630499793e-92,-0.00012994972592487886,0.0,-0.0,-0.00012994972592487886,1.1916692606602993e-05,1.1916692606602993e-05,-1.19459289569077e-95,1.1978038099707196e-05,0.6648208351662488,0.6777220225747047,0.6665290710575366,-0.00012994972592487886,-0.00012994972592487894
global,-1.1656531688723284,2.2080175762568865,138.35484752555277,2.9629824671689025,0.0,0.0,0.010243591578868802,0.010243591578868802,-6.494128104127649e-92,-6.14048230894315e-92,-0.00012973660293995882,0.0,-0.0,-0.00012973660293995882,1.1897148499864354e-05,1.1897148499864354e-05,-1.1886309351694468e-95,1.1958292593666138e-05,0.6637249072078956,0.6766632303969504,0.6654359225020442,-0.00012973660293995882,-0.00012973660293995895
global,-1.1640431506832782,2.202856765222941,138.35718738904913,2.970002576998661,0.0,0.0,0.010226767142273574,0.010226767142273574,-6.463478723368802e-92,-6.1098329281843026e-92,-0.00012952351896121584,0.0,-0.0,-0.00012952351896121584,1.1877607970889304e-05,1.1877607970889304e-05,-1.1826979995957858e-95,1.1938551034438773e-05,0.6626291982649049,0.6756045982070016,0.664342974059412,-0.00012952351896121584,-0.00012952351896121592
global,-1.162433132494228,2.1977042565033984,138.35952690206588,2.9770386122869974,0.0,0.0,0.010209945796147037,0.010209945796147037,-6.432978552405179e-92,-6.079332757220679e-92,-0.00012931047412371606,0.0,-0.0,-0.00012931047412371606,1.1858071032063448e-05,1.1858071032063448e-05,-1.1767939474640133e-95,1.1918813434349787e-05,0.6615337090213557,0.6745461264417328,0.6632502264223965,-0.00012931047412371606,-0.00012931047412371603
global,-1.160823114305178,2.1925600367421363,138.36186606307496,2.9840906043559214,0.0,0.0,0.010193127551195086,0.010193127551195086,-6.402626863796035e-92,-6.048981068611536e-92,-0.00012909746856305126,0.0,-0.0,-0.00012909746856305126,1.1838537695820591e-05,1.1838537695820591e-05,-1.170918637957851e-95,1.1899079805771747e-05,0.6604384401639845,0.6734878155397609,0.6621576802864501,-0.00012909746856305126,-0.00012909746856305126
global,-1.1592130961161278,2.1874240926045183,138.3642048705423,2.9911585845563446,0.0,0.0,0.010176312418165289,0.010176312418165289,-6.372422933645278e-92,-6.018777138460779e-92,-0.00012888450241534095,0.0,-0.0,-0.00012888450241534095,1.1819007974642944e-05,1.1819007974642944e-05,-1.1650719309471928e-95,1.187935016112531e-05,0.6593433923821967,0.67242966594143,0.6610653363497324,-0.00012888450241534095,-0.00012888450241534095
global,-1.1576030779270776,2.18229641077736,138.36654332292792,2.998242584267866,0.0,0.0,0.010159500407846293,0.010159500407846293,-6.342366041582833e-92,-5.988720246398334e-92,-0.00012867157581722497,0.0,-0.0,-0.00012867157581722497,1.1799481881060411e-05,1.1799481881060411e-05,-1.1592536869844952e-95,1.1859624512878526e-05,0.6582485663680285,0.6713716780887997,0.6599731953130713,-0.00012867157581722497,-0.00012867157581722508
global,-1.1559930597380275,2.1771769779688945,138.36888141868593,3.005342634898563,0.0,0.0,0.010142691531068003,0.010142691531068003,-6.312455470747631e-92,-5.9588096755631315e-92,-0.00012845868890586564,0.0,-0.0,-0.00012845868890586564,1.1779959427650821e-05,1.1779959427650821e-05,-1.1534637673014868e-95,1.1839902873547034e-05,0.6571539628161579,0.6703138524256949,0.6588812578799744,-0.00012845868890586564,-0.00012845868890586567
global,-1.1543830415489773,2.1720657809087363,138.37121915626435,3.0124587678847776,0.0,0.0,0.010125885798702411,0.010125885798702411,-6.282690507771756e-92,-5.929044712587256e-92,-0.0001282458418189584,0.0,-0.0,-0.0001282458418189584,1.1760440627040886e-05,1.1760440627040886e-05,-1.1477020338060982e-95,1.1820185255695038e-05,0.6560595824239573,0.6692561893976801,0.6577895247566841,-0.0001282458418189584,-0.0001282458418189584
global,-1.152773023359927,2.1669628063478497,138.37355653410518,3.019591014690898,0.0,0.0,0.010109083221663364,0.010109083221663364,-6.253070442762823e-92,-5.899424647578324e-92,-0.00012803303469472867,0.0,-0.0,-0.00012803303469472867,1.174092549190592e-05,1.174092549190592e-05,-1.1419683490790496e-95,1.1800471671935032e-05,0.654965425891481,0.6681986894520717,0.6566979966521609,-0.00012803303469472867,-0.00012803303469472862
global,-1.1511630051708768,2.161868041058513,138.3758935506445,3.026739406809142,0.0,0.0,0.010092283810905961,0.010092283810905961,-6.223594569285759e-92,-5.869948774101259e-92,-0.00012782026767192443,0.0,-0.0,-0.00012782026767192443,1.1721414034969153e-05,1.1721414034969153e-05,-1.1362625763703261e-95,1.178076213492708e-05,0.6538714939214223,0.6671413530379119,0.6556066742780454,-0.00012782026767192443,-0.00012782026767192443
global,-1.1495529869818266,2.156781471834284,138.37823020431222,3.033903975759335,0.0,0.0,0.010075487577427962,0.010075487577427962,-6.194262184348267e-92,-5.8406163891637675e-92,-0.00012760754088983394,0.0,-0.0,-0.00012760754088983394,1.1701906269003356e-05,1.1701906269003356e-05,-1.1305845795963622e-95,1.1761056657380481e-05,0.6527777872192081,0.666084180606045,0.6545155583487493,-0.00012760754088983394,-0.0001276075408898339
