phase,chi,U_eV4,tree_ratio,loop_ratio,total_ratio,scalar_log_parameter
zero,139.6767945562216,1.0533404545647866e-15,7.962190376370692e-06,9.82912365537148e-06,1.7791314031742172e-05,3.6340372776770016e-23
zero,139.67834633007476,1.050076429861183e-15,7.974555486656705e-06,9.844388072858185e-06,1.7818943559514892e-05,3.6340372776770016e-23
zero,139.6798959957085,1.0468269333830584e-15,7.986922961489138e-06,9.859655409317942e-06,1.784657837080708e-05,3.6340372776770016e-23
zero,139.6814435524321,1.043591894253758e-15,7.999292746822629e-06,9.87492559803311e-06,1.787421834485574e-05,3.6340372776770016e-23
zero,139.68298899957327,1.0403712419467213e-15,8.011664788635333e-06,9.890198572315084e-06,1.7901863360950416e-05,3.6340372776770016e-23
zero,139.6845323364781,1.037164906283748e-15,8.02403903293054e-06,9.905474265506285e-06,1.7929513298436823e-05,3.6340372776770016e-23
zero,139.68607356251107,1.0339728174335612e-15,8.036415425737168e-06,9.920752610980767e-06,1.7957168036717934e-05,3.6340372776770016e-23
zero,139.6876126770551,1.030794905909846e-15,8.048793913112292e-06,9.936033542147351e-06,1.7984827455259645e-05,3.6340372776770016e-23
zero,139.68914967951156,1.0276311025697673e-15,8.061174441141871e-06,9.951316992450504e-06,1.8012491433592377e-05,3.6340372776770016e-23
zero,139.69068456930012,1.024481338612318e-15,8.073556955942148e-06,9.966602895372092e-06,1.804015985131424e-05,3.6340372776770016e-23
zero,139.6922173458589,1.0213455455766681e-15,8.085941403661061e-06,9.981891184433095e-06,1.8067832588094156e-05,3.6340372776770016e-23
zero,139.6937480086444,1.0182236553404682e-15,8.09832773047988e-06,9.997181793195643e-06,1.8095509523675522e-05,3.6340372776770016e-23
zero,139.69527655713162,1.0151156001181574e-15,8.110715882614844e-06,1.001247465526504e-05,1.8123190537879886e-05,3.6340372776770016e-23
zero,139.69680299081378,1.0120213124596807e-15,8.123105806317207e-06,1.002776970428981e-05,1.815087551060702e-05,3.6340372776770016e-23
zero,139.6983273092026,1.0089407252484624e-15,8.135497447876256e-06,1.004306687396543e-05,1.8178564321841685e-05,3.6340372776770016e-23
zero,139.69984951182812,1.0058737717000787e-15,8.147890753619575e-06,1.0058366098034654e-05,1.820625685165423e-05,3.6340372776770016e-23
zero,139.7013695982388,1.0028203853604743e-15,8.160285669915167e-06,1.0073667310290128e-05,1.8233952980205297e-05,3.6340372776770016e-23
zero,139.70288756800144,9.997805001045871e-16,8.172682143171951e-06,1.0088970444575014e-05,1.8261652587746964e-05,3.6340372776770016e-23
zero,139.70440342070114,9.967540501346368e-16,8.18508011984163e-06,1.0104275434785289e-05,1.828935555462692e-05,3.6340372776770016e-23
zero,139.70591715594145,9.937409699784174e-16,8.197479546420605e-06,1.01195822148721e-05,1.8317061761292706e-05,3.6340372776770016e-23
zero,139.70742877334416,9.907411944880525e-16,8.209880369449996e-06,1.0134890718841812e-05,1.834477108829181e-05,3.6340372776770016e-23
zero,139.70893827254946,9.877546588381322e-16,8.222282535518234e-06,1.0150200880759182e-05,1.8372483416277416e-05,3.6340372776770016e-23
zero,139.71044565321583,9.847812985243078e-16,8.23468599126179e-06,1.0165512634748278e-05,1.840019862601007e-05,3.6340372776770016e-23
zero,139.71195091501997,9.81821049361891e-16,8.247090683365911e-06,1.018082591499338e-05,1.842791659835929e-05,3.6340372776770016e-23
zero,139.71345405765703,9.788738474838437e-16,8.259496558567927e-06,1.019614065574306e-05,1.8455637214310985e-05,3.6340372776770016e-23
zero,139.71495508084033,9.759396293397813e-16,8.271903563656328e-06,1.0211456791309052e-05,1.848336035496538e-05,3.6340372776770016e-23
zero,139.71645398430144,9.730183316941968e-16,8.28431164547315e-06,1.0226774256069182e-05,1.851108590154233e-05,3.6340372776770016e-23
zero,139.71795076779026,9.701098916248607e-16,8.29672075091565e-06,1.0242092984469453e-05,1.8538813735385102e-05,3.6340372776770016e-23
zero,139.7194454310749,9.672142465214504e-16,8.309130826937018e-06,1.0257412911024915e-05,1.856654373796193e-05,3.6340372776770016e-23
zero,139.7209379739416,9.643313340841236e-16,8.321541820547367e-06,1.0272733970320879e-05,1.8594275790868247e-05,3.6340372776770016e-23
zero,139.72242839619497,9.614610923217177e-16,8.333953678816334e-06,1.0288056097016152e-05,1.8622009775832486e-05,3.6340372776770016e-23
zero,139.72391669765764,9.586034595506662e-16,8.346366348872643e-06,1.0303379225842466e-05,1.864974557471511e-05,3.6340372776770016e-23
zero,139.72540287817054,9.557583743930988e-16,8.358779777907188e-06,1.0318703291608317e-05,1.8677483069515505e-05,3.6340372776770016e-23
zero,139.72688693759264,9.529257757757688e-16,8.371193913172588e-06,1.0334028229198386e-05,1.8705222142370973e-05,3.6340372776770016e-23
zero,139.72836887580112,9.5010560292822e-16,8.38360870198605e-06,1.034935397357709e-05,1.8732962675563143e-05,3.6340372776770016e-23
zero,139.7298486926913,9.472977953815058e-16,8.396024091729865e-06,1.0364680459789194e-05,1.8760704551519058e-05,3.6340372776770016e-23
zero,139.73132638817643,9.445022929669118e-16,8.408440029851887e-06,1.0380007622960396e-05,1.8788447652812283e-05,3.6340372776770016e-23
zero,139.73280196218803,9.417190358140356e-16,8.420856463868895e-06,1.0395335398301476e-05,1.881619186217037e-05,3.6340372776770016e-23
zero,139.73427541467558,9.389479643497897e-16,8.433273341365874e-06,1.0410663721107423e-05,1.8843937062473297e-05,3.6340372776770016e-23
zero,139.73574674560655,9.361890192968154e-16,8.445690609997957e-06,1.042599252675981e-05,1.8871683136757767e-05,3.6340372776770016e-23
zero,139.73721595496647,9.334421416719604e-16,8.45810821749208e-06,1.0441321750728862e-05,1.8899429968220943e-05,3.6340372776770016e-23
zero,139.73868304275885,9.307072727849709e-16,8.470526111647732e-06,1.0456651328574357e-05,1.892717744022209e-05,3.6340372776770016e-23
zero,139.74014800900517,9.279843542369802e-16,8.482944240338626e-06,1.0471981195947703e-05,1.8954925436286328e-05,3.6340372776770016e-23
zero,139.7416108537448,9.252733279192647e-16,8.495362551513177e-06,1.0487311288592533e-05,1.898267384010571e-05,3.6340372776770016e-23
zero,139.743071577035,9.225741360116888e-16,8.507780993196436e-06,1.0502641542347082e-05,1.901042253554352e-05,3.6340372776770016e-23
zero,139.744530178951,9.198867209813677e-16,8.520199513491042e-06,1.0517971893145357e-05,1.90381714066364e-05,3.6340372776770016e-23
zero,139.74598665958587,9.172110255811751e-16,8.53261806057891e-06,1.0533302277019242e-05,1.9065920337598152e-05,3.6340372776770016e-23
zero,139.74744101905043,9.14546992848574e-16,8.545036582721465e-06,1.0548632630098765e-05,1.9093669212820228e-05,3.6340372776770016e-23
zero,139.74889325747336,9.118945661040829e-16,8.557455028261565e-06,1.0563962888614486e-05,1.912141791687605e-05,3.6340372776770016e-23
zero,139.7503433750011,9.092536889499067e-16,8.569873345624696e-06,1.0579292988898962e-05,1.9149166334523658e-05,3.6340372776770016e-23
zero,139.75179137179788,9.066243052686242e-16,8.582291483319937e-06,1.0594622867387949e-05,1.9176914350707887e-05,3.6340372776770016e-23
zero,139.75323724804556,9.040063592218275e-16,8.594709389941142e-06,1.0609952460621855e-05,1.9204661850562997e-05,3.6340372776770016e-23
zero,139.75468100394377,9.013997952487169e-16,8.60712701416839e-06,1.0625281705247527e-05,1.923240871941592e-05,3.6340372776770016e-23
zero,139.75612263970973,8.988045580648539e-16,8.619544304768688e-06,1.0640610538019124e-05,1.926015484278781e-05,3.6340372776770016e-23
zero,139.75756215557834,8.962205926606638e-16,8.631961210597891e-06,1.065593889580049e-05,1.9287900106398382e-05,3.6340372776770016e-23
zero,139.75899955180205,8.936478443003017e-16,8.644377680600926e-06,1.0671266715565415e-05,1.931564439616634e-05,3.6340372776770016e-23
zero,139.76043482865086,8.910862585202146e-16,8.656793663813459e-06,1.0686593934399715e-05,1.9343387598213173e-05,3.6340372776770016e-23
zero,139.76186798641237,8.885357811277137e-16,8.669209109363578e-06,1.0701920489503298e-05,1.9371129598866877e-05,3.6340372776770016e-23
zero,139.76329902539158,8.859963581999537e-16,8.681623966471514e-06,1.0717246318189813e-05,1.9398870284661325e-05,3.6340372776770016e-23
zero,139.764727945911,8.834679360823102e-16,8.69403818445229e-06,1.0732571357889931e-05,1.9426609542342222e-05,3.6340372776770016e-23
zero,139.7661547483106,8.809504613872193e-16,8.70645171271618e-06,1.074789554615191e-05,1.9454347258868088e-05,3.6340372776770016e-23
zero,139.76757943294766,8.784438809930185e-16,8.718864500769125e-06,1.0763218820642106e-05,1.948208332141123e-05,3.6340372776770016e-23
zero,139.76900200019688,8.759481420422928e-16,8.731276498215676e-06,1.0778541119148602e-05,1.9509817617364277e-05,3.6340372776770016e-23
zero,139.7704224504502,8.734631919410267e-16,8.743687654757918e-06,1.0793862379579888e-05,1.9537550034337805e-05,3.6340372776770016e-23
zero,139.77184078411696,8.70988978356961e-16,8.756097920198392e-06,1.0809182539968468e-05,1.956528046016686e-05,3.6340372776770016e-23
zero,139.77325700162365,8.685254492185039e-16,8.768507244440276e-06,1.0824501538471073e-05,1.959300878291135e-05,3.6340372776770016e-23
zero,139.77467110341397,8.66072552713497e-16,8.780915577488309e-06,1.0839819313369813e-05,1.962073489085812e-05,3.6340372776770016e-23
zero,139.7760830899488,8.636302372878374e-16,8.79332286945045e-06,1.0855135803074215e-05,1.9648458672524667e-05,3.6340372776770016e-23
zero,139.7774929617062,8.611984516442048e-16,8.805729070539054e-06,1.0870450946122689e-05,1.9676180016661743e-05,3.6340372776770016e-23
zero,139.77890071918125,8.587771447409896e-16,8.818134131071043e-06,1.088576468118272e-05,1.970389881225376e-05,3.6340372776770016e-23
zero,139.78030636288608,8.563662657909299e-16,8.83053800146955e-06,1.0901076947052921e-05,1.973161494852247e-05,3.6340372776770016e-23
zero,139.7817098933499,8.539657642597567e-16,8.842940632265603e-06,1.0916387682665085e-05,1.9759328314930687e-05,3.6340372776770016e-23
zero,139.7831113111188,8.515755898652309e-16,8.855341974097766e-06,1.0931696827083761e-05,1.9787038801181525e-05,3.6340372776770016e-23
zero,139.78451061675585,8.491956925757011e-16,8.867741977714287e-06,1.0947004319508905e-05,1.981474629722319e-05,3.6340372776770016e-23
zero,139.785907810841,8.468260226089549e-16,8.880140593973781e-06,1.0962310099276709e-05,1.9842450693250492e-05,3.6340372776770016e-23
zero,139.787302893971,8.444665304310291e-16,8.892537773846095e-06,1.0977614105860685e-05,1.987015187970678e-05,3.6340372776770016e-23
zero,139.7886958667594,8.421171667550219e-16,8.904933468413218e-06,1.0992916278872782e-05,1.9897849747286e-05,3.6340372776770016e-23
zero,139.79008672983662,8.397778825396723e-16,8.917327628871437e-06,1.1008216558066039e-05,1.9925544186937476e-05,3.6340372776770016e-23
zero,139.7914754838496,8.374486289885181e-16,8.92972020653045e-06,1.1023514883333509e-05,1.9953235089863958e-05,3.6340372776770016e-23
zero,139.79286212946212,8.351293575483885e-16,8.942111152816023e-06,1.1038811194711521e-05,1.9980922347527546e-05,3.6340372776770016e-23
zero,139.79424666735443,8.328200199084747e-16,8.954500419269619e-06,1.1054105432379225e-05,2.0008605851648844e-05,3.6340372776770016e-23
quadrature,137.6422999547138,6.161810271353063e-14,3.4700962722292134e-07,4.283746524952044e-07,7.753842797181257e-07,3.6340372776770016e-23
quadrature,137.6446975125387,6.132334405062116e-14,3.4784260102239887e-07,4.2940293768931973e-07,7.772455387117187e-07,3.6340372776770016e-23
quadrature,137.6470949797527,6.103000646625425e-14,3.486775427267355e-07,4.304336522124622e-07,7.791111949391977e-07,3.6340372776770016e-23
quadrature,137.6494923559408,6.073808310710849e-14,3.495144567630438e-07,4.314668015297912e-07,7.80981258292835e-07,3.6340372776770016e-23
quadrature,137.65188964068614,6.044756715291477e-14,3.5035334756682495e-07,4.3250239111682107e-07,7.82855738683646e-07,3.6340372776770016e-23
quadrature,137.65428683356984,6.015845181631314e-14,3.51194219581925e-07,4.33540426459368e-07,7.847346460412929e-07,3.6340372776770016e-23
quadrature,137.6566839341712,5.987073034266884e-14,3.520370772606124e-07,4.3458091305364534e-07,7.866179903142577e-07,3.6340372776770016e-23
quadrature,137.6590809420675,5.958439600994089e-14,3.528819250635045e-07,4.35623856406173e-07,7.885057814696775e-07,3.6340372776770016e-23
quadrature,137.66147785683407,5.929944212850655e-14,3.5372876745962486e-07,4.366692620338481e-07,7.90398029493473e-07,3.6340372776770016e-23
quadrature,137.6638746780442,5.901586204102098e-14,3.5457760892635954e-07,4.3771713546389095e-07,7.922947443902505e-07,3.6340372776770016e-23
quadrature,137.66627140526938,5.873364912223672e-14,3.5542845394953426e-07,4.3876748223394063e-07,7.941959361834749e-07,3.6340372776770016e-23
quadrature,137.66866803807892,5.845279677888151e-14,3.5628130702331976e-07,4.398203078919378e-07,7.961016149152576e-07,3.6340372776770016e-23
quadrature,137.6710645760403,5.817329844946942e-14,3.5713617265034016e-07,4.4087561799625866e-07,7.980117906465988e-07,3.6340372776770016e-23
quadrature,137.67346101871888,5.78951476041765e-14,3.5799305534158775e-07,4.419334181156096e-07,7.999264734571973e-07,3.6340372776770016e-23
quadrature,137.67585736567807,5.761833774467365e-14,3.588519596164696e-07,4.42993713829085e-07,8.018456734455545e-07,3.6340372776770016e-23
quadrature,137.67825361647925,5.734286240397369e-14,3.597128900028144e-07,4.4405651072617544e-07,8.037694007289899e-07,3.6340372776770016e-23
quadrature,137.68064977068175,5.706871514628889e-14,3.605758510368475e-07,4.4512181440673693e-07,8.056976654435845e-07,3.6340372776770016e-23
quadrature,137.68304582784293,5.679588956686642e-14,3.6144084726323845e-07,4.461896304810496e-07,8.076304777442881e-07,3.6340372776770016e-23
quadrature,137.685441787518,5.6524379291860255e-14,3.623078832350347e-07,4.47259964569736e-07,8.095678478047708e-07,3.6340372776770016e-23
quadrature,137.6878376492602,5.62541779781552e-14,3.631769635137496e-07,4.4833282230386964e-07,8.115097858176192e-07,3.6340372776770016e-23
quadrature,137.69023341262064,5.598527931324332e-14,3.6404809266928625e-07,4.4940820932488077e-07,8.13456301994167e-07,3.6340372776770016e-23
quadrature,137.69262907714844,5.571767701505923e-14,3.6492127527999466e-07,4.5048613128462737e-07,8.15407406564622e-07,3.6340372776770016e-23
quadrature,137.69502464239056,5.5451364831841746e-14,3.65796515932646e-07,4.51566593845363e-07,8.173631097780091e-07,3.6340372776770016e-23
quadrature,137.69742010789196,5.518633654198035e-14,3.666738192224595e-07,4.5264960267977015e-07,8.193234219022296e-07,3.6340372776770016e-23
quadrature,137.69981547319537,5.492258595388442e-14,3.67553189753055e-07,4.537351634709017e-07,8.212883532239568e-07,3.6340372776770016e-23
quadrature,137.7022107378415,5.466010690582164e-14,3.6843463213651137e-07,4.548232819122529e-07,8.232579140487642e-07,3.6340372776770016e-23
quadrature,137.70460590136898,5.439889326577928e-14,3.693181509933498e-07,4.5591396370774085e-07,8.252321147010906e-07,3.6340372776770016e-23
quadrature,137.70700096331421,5.413893893132591e-14,3.7020375095251906e-07,4.5700721457168646e-07,8.272109655242055e-07,3.6340372776770016e-23
quadrature,137.7093959232115,5.388023782946769e-14,3.7109143665139956e-07,4.581030402288191e-07,8.291944768802187e-07,3.6340372776770016e-23
quadrature,137.71179078059302,5.362278391649913e-14,3.719812127358299e-07,4.5920144641430953e-07,8.311826591501394e-07,3.6340372776770016e-23
quadrature,137.71418553498881,5.336657117786392e-14,3.728730838601008e-07,4.6030243887376257e-07,8.331755227338634e-07,3.6340372776770016e-23
quadrature,137.7165801859267,5.31115936280254e-14,3.737670546869182e-07,4.614060233631714e-07,8.351730780500896e-07,3.6340372776770016e-23
quadrature,137.71897473293237,5.285784531030735e-14,3.7466312988747053e-07,4.6251220564900054e-07,8.371753355364711e-07,3.6340372776770016e-23
quadrature,137.72136917552928,5.2605320296777903e-14,3.755613141413489e-07,4.6362099150808754e-07,8.391823056494365e-07,3.6340372776770016e-23
quadrature,137.72376351323877,5.2354012688085726e-14,3.764616121366367e-07,4.647323867277532e-07,8.411939988643898e-07,3.6340372776770016e-23
quadrature,137.7261577455799,5.2103916613342196e-14,3.7736402856983854e-07,4.6584639710571454e-07,8.432104256755531e-07,3.6340372776770016e-23
quadrature,137.72855187206963,5.185502622997108e-14,3.782685681459284e-07,4.6696302845014324e-07,8.452315965960716e-07,3.6340372776770016e-23
quadrature,137.73094589222254,5.160733572358574e-14,3.7917523557829863e-07,4.680822865796038e-07,8.472575221579025e-07,3.6340372776770016e-23
quadrature,137.7333398055511,5.1360839307834404e-14,3.8008403558883017e-07,4.6920417732313926e-07,8.492882129119694e-07,3.6340372776770016e-23
quadrature,137.73573361156554,5.11155312242816e-14,3.8099497290783e-07,4.7032870652019466e-07,8.513236794280246e-07,3.6340372776770016e-23
quadrature,137.73812730977374,5.087140574226653e-14,3.8190805227405824e-07,4.714558800206499e-07,8.533639322947082e-07,3.6340372776770016e-23
quadrature,137.74052089968143,5.062845715876809e-14,3.8282327843473015e-07,4.7258570368482307e-07,8.554089821195533e-07,3.6340372776770016e-23
quadrature,137.74291438079203,5.038667979827057e-14,3.8374065614552097e-07,4.7371818338347533e-07,8.574588395289963e-07,3.6340372776770016e-23
quadrature,137.74530775260664,5.0146068012641364e-14,3.8466019017052505e-07,4.748533249977615e-07,8.595135151682866e-07,3.6340372776770016e-23
quadrature,137.74770101462417,4.99066161809779e-14,3.855818852823362e-07,4.7599113441932827e-07,8.615730197016644e-07,3.6340372776770016e-23
quadrature,137.75009416634114,4.96683187095009e-14,3.86505746261952e-07,4.77131617550197e-07,8.63637363812149e-07,3.6340372776770016e-23
quadrature,137.7524872072518,4.9431170031408284e-14,3.874317778988316e-07,4.782747803028345e-07,8.657065582016662e-07,3.6340372776770016e-23
quadrature,137.75488013684807,4.919516460674407e-14,3.8835998499089923e-07,4.794206286001575e-07,8.677806135910567e-07,3.6340372776770016e-23
quadrature,137.75727295461957,4.896029692227909e-14,3.892903723445024e-07,4.80569168375481e-07,8.698595407199834e-07,3.6340372776770016e-23
quadrature,137.75966566005354,4.872656149137266e-14,3.902229447744485e-07,4.817204055725634e-07,8.71943350347012e-07,3.6340372776770016e-23
quadrature,137.76205825263492,4.8493952853848856e-14,3.911577071039843e-07,4.828743461455819e-07,8.740320532495661e-07,3.6340372776770016e-23
quadrature,137.76445073184627,4.826246557586512e-14,3.920946641648105e-07,4.84030996059149e-07,8.761256602239595e-07,3.6340372776770016e-23
quadrature,137.76684309716774,4.80320942497952e-14,3.9303382079703916e-07,4.851903612882613e-07,8.782241820853005e-07,3.6340372776770016e-23
quadrature,137.76923534807716,4.780283349408794e-14,3.939751818492516e-07,4.863524478183707e-07,8.803276296676223e-07,3.6340372776770016e-23
quadrature,137.77162748405,4.757467795314878e-14,3.949187521784672e-07,4.875172616453452e-07,8.824360138238125e-07,3.6340372776770016e-23
quadrature,137.77401950455922,4.7347622297218897e-14,3.9586453665012313e-07,4.886848087754445e-07,8.845493454255677e-07,3.6340372776770016e-23
quadrature,137.77641140907548,4.7121661222244195e-14,3.9681254013809826e-07,4.898550952253496e-07,8.866676353634479e-07,3.6340372776770016e-23
quadrature,137.77880319706696,4.6896789449752963e-14,3.977627675247043e-07,4.910281270221513e-07,8.887908945468556e-07,3.6340372776770016e-23
quadrature,137.78119486799943,4.667300172673419e-14,3.9871522370067523e-07,4.922039102033377e-07,8.909191339040129e-07,3.6340372776770016e-23
quadrature,137.78358642133625,4.645029282550839e-14,3.9966991356519224e-07,4.933824508168246e-07,8.930523643820168e-07,3.6340372776770016e-23
quadrature,137.7859778565383,4.6228657543615085e-14,4.006268420258397e-07,4.945637549209014e-07,8.951905969467411e-07,3.6340372776770016e-23
quadrature,137.78836917306396,4.600809070368741e-14,4.015860139986169e-07,4.957478285842457e-07,8.973338425828626e-07,3.6340372776770016e-23
quadrature,137.7907603703692,4.578858715332489e-14,4.0254743440796286e-07,4.969346778859533e-07,8.994821122939162e-07,3.6340372776770016e-23
quadrature,137.79315144790755,4.5570141764979834e-14,4.035111081867227e-07,4.981243089154977e-07,9.016354171022204e-07,3.6340372776770016e-23
quadrature,137.79554240512994,4.53527494358365e-14,4.044770402761485e-07,4.9931672777273e-07,9.037937680488784e-07,3.6340372776770016e-23
quadrature,137.79793324148486,4.513640508769075e-14,4.054452356258998e-07,5.005119405678803e-07,9.059571761937801e-07,3.6340372776770016e-23
quadrature,137.80032395641828,4.492110366683036e-14,4.0641569919404437e-07,5.017099534215587e-07,9.08125652615603e-07,3.6340372776770016e-23
quadrature,137.80271454937363,4.4706840143921e-14,4.0738843594703565e-07,5.029107724647267e-07,9.102992084117624e-07,3.6340372776770016e-23
quadrature,137.80510501979185,4.449360951388001e-14,4.083634508597472e-07,5.041144038387408e-07,9.12477854698488e-07,3.6340372776770016e-23
quadrature,137.8074953671113,4.4281406795768627e-14,4.09340748915427e-07,5.053208536952951e-07,9.146616026107221e-07,3.6340372776770016e-23
quadrature,137.8098855907678,4.407022703266944e-14,4.103203351057205e-07,5.065301281964505e-07,9.16850463302171e-07,3.6340372776770016e-23
quadrature,137.8122756901946,4.38600652915746e-14,4.113022144306473e-07,5.07742233514605e-07,9.190444479452523e-07,3.6340372776770016e-23
quadrature,137.81466566482237,4.3650916663269454e-14,4.1228639189860035e-07,5.08957175832494e-07,9.212435677310944e-07,3.6340372776770016e-23
quadrature,137.8170555140792,4.3442776262214324e-14,4.1327287252635806e-07,5.10174961343204e-07,9.234478338695621e-07,3.6340372776770016e-23
quadrature,137.81944523739054,4.3235639226434316e-14,4.1426166133905934e-07,5.113955962501427e-07,9.256572575892021e-07,3.6340372776770016e-23
quadrature,137.82183483417933,4.302950071740219e-14,4.15252763370215e-07,5.126190867670524e-07,9.278718501372674e-07,3.6340372776770016e-23
quadrature,137.8242243038658,4.282435591992919e-14,4.162461836616838e-07,5.138454391179807e-07,9.300916227796646e-07,3.6340372776770016e-23
quadrature,137.8266136458676,4.2620200042049045e-14,4.172419272636823e-07,5.150746595372933e-07,9.323165868009755e-07,3.6340372776770016e-23
quadrature,137.8290028595997,4.2417028314909874e-14,4.182399992347606e-07,5.163067542696426e-07,9.345467535044032e-07,3.6340372776770016e-23
quadrature,137.83139194447446,4.2214835992656795e-14,4.1924040464182436e-07,5.175417295699964e-07,9.367821342118208e-07,3.6340372776770016e-23
quadrature,137.83378089990154,4.201361835232496e-14,4.2024314856010995e-07,5.18779591703606e-07,9.390227402637159e-07,3.6340372776770016e-23
quadrature,137.83616972528793,4.181337069373048e-14,4.212482360731705e-07,5.200203469459901e-07,9.412685830191607e-07,3.6340372776770016e-23
quadrature,137.83855842003797,4.161408833935485e-14,4.2225567227289786e-07,5.21264001582961e-07,9.435196738558589e-07,3.6340372776770016e-23
quadrature,137.84094698355324,4.1415766634244124e-14,4.2326546225947314e-07,5.225105619105638e-07,9.457760241700369e-07,3.6340372776770016e-23
quadrature,137.84333541523267,4.121840094588966e-14,4.242776111414122e-07,5.237600342351327e-07,9.480376453765449e-07,3.6340372776770016e-23
quadrature,137.84572371447246,4.102198666412833e-14,4.252921240355155e-07,5.250124248732294e-07,9.503045489087449e-07,3.6340372776770016e-23
quadrature,137.84811188066604,4.0826519201031366e-14,4.263090060668777e-07,5.262677401516541e-07,9.525767462185318e-07,3.6340372776770016e-23
quadrature,137.85049991320417,4.063199399079393e-14,4.273282623688966e-07,5.275259864074572e-07,9.548542487763538e-07,3.6340372776770016e-23
quadrature,137.85288781147477,4.043840648963894e-14,4.283498980832106e-07,5.287871699878621e-07,9.571370680710727e-07,3.6340372776770016e-23
quadrature,137.85527557486304,4.02457521756983e-14,4.2937391835975534e-07,5.300512972503345e-07,9.594252156100898e-07,3.6340372776770016e-23
quadrature,137.85766320275144,4.0054026548910955e-14,4.304003283567375e-07,5.31318374562551e-07,9.617187029192886e-07,3.6340372776770016e-23
quadrature,137.8600506945196,3.98632251309213e-14,4.3142913324060635e-07,5.32588408302363e-07,9.640175415429693e-07,3.6340372776770016e-23
quadrature,137.86243804954432,3.967334346497576e-14,4.32460338186038e-07,5.338614048577779e-07,9.66321743043816e-07,3.6340372776770016e-23
quadrature,137.86482526719965,3.9484377115810833e-14,4.3349394837596873e-07,5.351373706270004e-07,9.68631319002969e-07,3.6340372776770016e-23
quadrature,137.86721234685677,3.9296321669555324e-14,4.34529969001554e-07,5.36416312018381e-07,9.709462810199349e-07,3.6340372776770016e-23
quadrature,137.86959928788409,3.9109172733623894e-14,4.3556840526217757e-07,5.376982354504282e-07,9.732666407126058e-07,3.6340372776770016e-23
quadrature,137.87198608964712,3.8922925936615755e-14,4.366092623654339e-07,5.389831473517864e-07,9.755924097172204e-07,3.6340372776770016e-23
quadrature,137.8743727515085,3.873757692821812e-14,4.376525455270876e-07,5.402710541611857e-07,9.779235996882733e-07,3.6340372776770016e-23
quadrature,137.87675927282808,3.8553121379090324e-14,4.386982599711428e-07,5.415619623275276e-07,9.802602222986705e-07,3.6340372776770016e-23
quadrature,137.8791456529627,3.836955498078149e-14,4.397464109297264e-07,5.428558783097414e-07,9.826022892394677e-07,3.6340372776770016e-23
quadrature,137.88153189126646,3.818687344560917e-14,4.407970036431958e-07,5.441528085769162e-07,9.84949812220112e-07,3.6340372776770016e-23
quadrature,137.88391798709046,3.8005072506575623e-14,4.418500433600339e-07,5.454527596081722e-07,9.87302802968206e-07,3.6340372776770016e-23
quadrature,137.8863039397829,3.782414791726067e-14,4.429055353368808e-07,5.467557378926991e-07,9.896612732295799e-07,3.6340372776770016e-23
quadrature,137.88868974868902,3.7644095451725697e-14,4.439634848385037e-07,5.480617499297197e-07,9.920252347682234e-07,3.6340372776770016e-23
quadrature,137.89107541315119,3.746491090440971e-14,4.450238971378164e-07,5.493708022285134e-07,9.943946993663298e-07,3.6340372776770016e-23
quadrature,137.89346093250882,3.728659009003227e-14,4.4608677751586075e-07,5.506829013083935e-07,9.967696788242542e-07,3.6340372776770016e-23
quadrature,137.89584630609826,3.710912884350536e-14,4.471521312617375e-07,5.519980536986217e-07,9.991501849603592e-07,3.6340372776770016e-23
quadrature,137.89823153325304,3.693252301981809e-14,4.482199636727014e-07,5.533162659385257e-07,1.0015362296112271e-06,3.6340372776770016e-23
quadrature,137.90061661330355,3.675676849395795e-14,4.492902800540404e-07,5.546375445773499e-07,1.0039278246313904e-06,3.6340372776770016e-23
quadrature,137.90300154557727,3.6581861160802846e-14,4.5036308571913313e-07,5.559618961743267e-07,1.0063249818934598e-06,3.6340372776770016e-23
quadrature,137.90538632939862,3.640779693502851e-14,4.514383859894156e-07,5.572893272986348e-07,1.0087277132880503e-06,3.6340372776770016e-23
quadrature,137.90777096408908,3.6234571751009975e-14,4.5251618619438836e-07,5.586198445294085e-07,1.0111360307237968e-06,3.6340372776770016e-23
quadrature,137.91015544896695,3.606218156273802e-14,4.5359649167153107e-07,5.599534544556323e-07,1.0135499461271634e-06,3.6340372776770016e-23
quadrature,137.91253978334763,3.5890622343705126e-14,4.5467930776641163e-07,5.612901636762749e-07,1.0159694714426865e-06,3.6340372776770016e-23
quadrature,137.91492396654334,3.571989008683099e-14,4.557646398325495e-07,5.626299788001219e-07,1.0183946186326714e-06,3.6340372776770016e-23
quadrature,137.91730799786328,3.55499808043577e-14,4.568524932314722e-07,5.639729064458434e-07,1.0208253996773157e-06,3.6340372776770016e-23
quadrature,137.9196918766136,3.538089052775358e-14,4.5794287333272024e-07,5.653189532420027e-07,1.0232618265747229e-06,3.6340372776770016e-23
quadrature,137.92207560209727,3.5212615307633714e-14,4.590357855137489e-07,5.666681258269326e-07,1.0257039113406816e-06,3.6340372776770016e-23
quadrature,137.9244591736142,3.504515121365459e-14,4.6013123515999665e-07,5.680204308488216e-07,1.0281516660088182e-06,3.6340372776770016e-23
quadrature,137.92684259046118,3.4878494334427356e-14,4.612292276648383e-07,5.69375874965655e-07,1.0306051026304932e-06,3.6340372776770016e-23
