s,local_elapsed_seconds,r,dr_ds,hidden_metric_change,energy_over_S,kinetic_B
0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0024095631780964026,1.2534968229259835e-19,2.736969799430321e-06,0.0022717540424944463,2.580439873439953e-06,1.0000000000000002,0.9999999999970036
0.004819126356192805,2.506993645851967e-19,1.0947850947694423e-05,0.0045434846368848465,1.0321732859379063e-05,1.0000000000000002,0.999999999952058
0.007228689534289208,3.7604904687779508e-19,2.463255869690552e-05,0.006815168336888344,2.322379905674341e-05,1.0,0.9999999997572949
0.00963825271238561,5.013987291703934e-19,4.379095180789911e-05,0.009086781699864193,4.1286505303971684e-05,1.0,0.9999999992329409
0.012047815890482013,6.267484114629917e-19,6.842283256120451e-05,0.011358301288634187,6.450966518935922e-05,0.9999999999999999,0.9999999981273263
0.014457379068578417,7.5209809375559015e-19,9.852794677239299e-05,0.013629703673302254,9.289303906552838e-05,0.9999999999999999,0.9999999961168976
0.01686694224667482,8.774477760481885e-19,0.0001341059838118231,0.015900965433073014,0.00012643633406804464,1.0,0.9999999928062341
0.01927650542477122,1.0027974583407868e-18,0.00017515657662876084,0.018172063158069043,0.00016513920413815724,1.0,0.9999999877280696
0.021686068602867623,1.1281471406333851e-18,0.00022167930177987078,0.02044297345114652,0.00020900125004966096,0.9999999999999999,0.9999999803433156
0.024095631780964025,1.2534968229259835e-18,0.0002736736794620786,0.022713672929709078,0.0002580220194398791,1.0,0.9999999700410882
0.026505194959060428,1.3788465052185818e-18,0.0003311391735498042,0.0249841382275195,0.00031220100684476744,0.9999999999999999,0.9999999561387422
0.028914758137156833,1.5041961875111803e-18,0.00039407519163656596,0.027254345996509118,0.0003715376537381387,1.0,0.9999999378819037
0.031324321315253235,1.6295458698037786e-18,0.0004624810850809548,0.02952427290858453,0.0004360313485750077,1.0,0.9999999144445106
0.03373388449334964,1.754895552096377e-18,0.0005363561490569389,0.031793895657431494,0.0005056814268390189,1.0,0.9999998849288542
0.03614344767144604,1.8802452343889755e-18,0.0006156996226084679,0.034063190960315626,0.0005804871710939277,1.0,0.9999998483656277
0.03855301084954244,2.0055949166815736e-18,0.0007005106887084934,0.03633213555987975,0.0006604478110392458,1.0,0.9999998037139735
0.040962574027638844,2.130944598974172e-18,0.0007907884743222711,0.038600706225937545,0.0007455625235699225,0.9999999999999999,0.9999997498615386
0.043372137205735246,2.2562942812667703e-18,0.0008865320504749915,0.040868879757263304,0.0008358304328401081,1.0,0.9999996856245321
0.04578170038383165,2.3816439635593688e-18,0.0009877404323237128,0.04313663298337753,0.0009312506103309726,1.0,0.9999996097477863
0.04819126356192805,2.506993645851967e-18,0.0010944125792335879,0.045403942766328136,0.0010318220749225729,1.0,0.9999995209048209
0.05060082674002445,2.6323433281445654e-18,0.0012065473948583761,0.047670786002466874,0.001137543792969761,1.0,0.9999994176979125
0.053010389918120855,2.7576930104371636e-18,0.0013241437272252393,0.04993713962422095,0.0012484146783821289,1.0,0.9999992986581666
0.05541995309621726,2.883042692729762e-18,0.0014472003688238083,0.05220298060185939,0.0013644335927079834,1.0,0.9999991622455939
0.057829516274313666,3.0083923750223606e-18,0.0015757160566995092,0.054468285945254,0.0014855993452223325,1.0,0.9999990068491894
0.06023907945241007,3.133742057314959e-18,0.0017096894725510494,0.056733032705634664,0.0016119106930187984,1.0,0.9999988307870163
0.06264864263050647,3.2590917396075573e-18,0.0018491192428322122,0.058997197977338746,0.0017433663411055888,1.0,0.9999986323062936
0.06505820580860287,3.3844414219001558e-18,0.0019940039388578255,0.06126075889955423,0.0018799649425054058,1.0,0.9999984095834861
0.06746776898669928,3.509791104192754e-18,0.0021443420769139297,0.06352369265805653,0.0020217050983593133,1.0,0.9999981607243992
0.06987733216479568,3.635140786485352e-18,0.0023001321183721184,0.06578597648693864,0.002168585358034538,1.0000000000000002,0.9999978837642773
0.07228689534289208,3.760490468777951e-18,0.002461372469808037,0.06804758767033435,0.0023206042192361917,0.9999999999999999,0.9999975766679061
0.07469645852098848,3.885840151070549e-18,0.002628061483124021,0.0703085035441344,0.002477760128122894,0.9999999999999999,0.9999972373297172
0.07710602169908488,4.011189833363147e-18,0.0028001974556758676,0.0725687014976952,0.0026400514794262973,1.0,0.9999968635738989
0.07951558487718129,4.136539515655745e-18,0.0029777786304037235,0.07482815897553993,0.002807476616574484,1.0,0.9999964531545077
0.08192514805527769,4.261889197948344e-18,0.0031608031959670753,0.07708685347905189,0.002980033831819241,0.9999999999999999,0.9999960037555866
0.08433471123337409,4.3872388802409424e-18,0.0033492692868837643,0.07934476256815974,0.0031577213663671225,0.9999999999999999,0.9999955129912845
0.08674427441147049,4.5125885625335405e-18,0.003543174983673066,0.0816018638630144,0.0033405374105143462,0.9999999999999999,0.9999949784059797
0.0891538375895669,4.637938244826139e-18,0.0037425183130028288,0.08385813504565753,0.0035284801037855176,1.0,0.9999943974744101
0.0915634007676633,4.7632879271187376e-18,0.003947297247840607,0.0861135538616811,0.0037215475350761192,1.0,0.9999937676018019
0.0939729639457597,4.888637609411336e-18,0.004157509707608779,0.08836809812187814,0.003919737742798758,0.9999999999999999,0.9999930861240071
0.0963825271238561,5.013987291703934e-18,0.00437315355834363,0.09062174570388422,0.004123048715033148,1.0,0.9999923503076411
0.0987920903019525,5.139336973996532e-18,0.004594226612858376,0.0928744745538096,0.004331478389679814,1.0,0.999991557350225
0.1012016534800489,5.264686656289131e-18,0.0048207266309101115,0.09512626268786159,0.004545024654617491,1.0,0.9999907043803336
0.10361121665814531,5.390036338581729e-18,0.005052651319370661,0.09737708819395727,0.004763685347864201,0.9999999999999998,0.9999897884577433
0.10602077983624171,5.515386020874327e-18,0.005289998332401316,0.09962692923332593,0.004987458257741998,1.0,0.999988806573587
0.10843034301433811,5.640735703166925e-18,0.005532765271631416,0.1018757640421014,0.00521634112304534,1.0,0.9999877556505116
0.11083990619243451,5.766085385459524e-18,0.005780949686340695,0.104123570932904,0.005450331633213,1.0,0.9999866325428377
0.11324946937053092,5.891435067752122e-18,0.006034549073645509,0.10637032829641159,0.0056894274285036505,0.9999999999999999,0.9999854340367248
0.11565903254862733,6.016784750044721e-18,0.0062935608786888,0.1086160146029199,0.005933626100174956,0.9999999999999999,0.9999841568503411
0.11806859572672374,6.142134432337319e-18,0.0065579824948338045,0.11086060840389172,0.006182925190666208,1.0,0.9999827976340336
0.12047815890482014,6.267484114629918e-18,0.006827811263861494,0.11310408833349483,0.006437322193784472,0.9999999999999999,0.9999813529705047
0.12288772208291654,6.392833796922516e-18,0.007103044476171689,0.11534643311012852,0.0066968145548942,1.0,0.9999798193749913
0.12529728526101294,6.5181834792151145e-18,0.007383679370987845,0.11758762153793839,0.006961399671110303,1.0,0.9999781932954479
0.12770684843910934,6.643533161507713e-18,0.007669713136565478,0.11982763250831938,0.00723107489149466,0.9999999999999999,0.9999764711127336
0.13011641161720575,6.7688828438003116e-18,0.007961142910404204,0.12206644500140665,0.007505837517256027,0.9999999999999999,0.9999746491408027
0.13252597479530215,6.89423252609291e-18,0.008257965779463363,0.12430403808755441,0.0077856848019533294,1.0,0.999972723626897
0.13493553797339855,7.019582208385508e-18,0.00856017878038115,0.12654039092880223,0.008070613951702268,1.0,0.9999706907517462
0.13734510115149495,7.144931890678107e-18,0.008867778899697294,0.12877548278032885,0.00836062212538525,0.9999999999999999,0.9999685466297669
0.13975466432959135,7.270281572970704e-18,0.009180763074079225,0.13100929299189332,0.008655706434864631,1.0,0.9999662873092691
0.14216422750768776,7.395631255263303e-18,0.009499128190551702,0.13324180100926294,0.00895586394519921,1.0,0.9999639087726643
0.14457379068578416,7.520980937555902e-18,0.009822871086729856,0.13547298637562863,0.009261091674863936,1.0,0.999961406936678
0.14698335386388056,7.6463306198485e-18,0.010151988551055625,0.1377028287330065,0.009571386595972835,1.0,0.9999587776525651
0.14939291704197696,7.771680302141098e-18,0.010486477323037558,0.13993130782362642,0.009886745634505081,1.0,0.9999560167063302
0.15180248022007337,7.897029984433697e-18,0.010826334093493928,0.14215840349130693,0.010207165670534226,0.9999999999999999,0.9999531198189513
0.15421204339816977,8.022379666726294e-18,0.011171555504799183,0.1443840956828162,0.010532643538460541,1.0,0.9999500826466052
0.15662160657626617,8.147729349018893e-18,0.011522138151133638,0.14660836444921954,0.010863176027246433,1.0,0.9999469007808995
0.15903116975436257,8.27307903131149e-18,0.011878078578736392,0.1488311899472125,0.011198759880654895,1.0,0.9999435697491064
0.16144073293245897,8.39842871360409e-18,0.012239373286161415,0.15105255244044008,0.011539391797490953,1.0,0.9999400850143996
0.16385029611055538,8.523778395896689e-18,0.012606018724536854,0.15327243230080156,0.011885068431846136,1.0,0.9999364419760974
0.16625985928865178,8.649128078189286e-18,0.012978011297827424,0.15549081000974072,0.012235786393345863,1.0,0.9999326359699062
0.16866942246674818,8.774477760481885e-18,0.013355347363099913,0.15770766615952175,0.012591542247399766,1.0000000000000002,0.9999286622681708
0.17107898564484458,8.899827442774484e-18,0.013738023230791721,0.15992298145449022,0.012952332515454863,1.0,0.9999245160801244
0.17348854882294099,9.025177125067081e-18,0.01412603516498244,0.1621367367123194,0.013318153675251618,1.0,0.9999201925521484
0.1758981120010374,9.15052680735968e-18,0.014519379383668393,0.16434891286524145,0.013689002161082767,1.0,0.9999156867680271
0.1783076751791338,9.275876489652277e-18,0.014918052059040156,0.16655949096126357,0.014064874364054977,1.0,0.9999109937492151
0.1807172383572302,9.401226171944876e-18,0.01532204931776297,0.168768452165369,0.014445766632353214,1.0,0.9999061084551017
0.1831268015353266,9.526575854237475e-18,0.01573136724126006,0.1709757777607026,0.014831675271507866,0.9999999999999999,0.9999010257832818
0.185536364713423,9.651925536530072e-18,0.016146001865998717,0.173181449149741,0.015222596544664457,1.0,0.9998957405698307
0.1879459278915194,9.777275218822671e-18,0.016565949183779263,0.17538544785544738,0.015618526672856091,1.0,0.9998902475895809
0.1903554910696158,9.90262490111527e-18,0.016991205142026733,0.17758775552241032,0.01601946183527845,1.0,0.999884541556403
0.1927650542477122,1.0027974583407868e-17,0.017421765644085305,0.17978835391796705,0.016425398169567385,0.9999999999999999,0.9998786171234916
0.1951746174258086,1.0153324265700467e-17,0.017857626549515396,0.18198722493331082,0.01683633177207902,1.0,0.9998724688836528
0.197584180603905,1.0278673947993064e-17,0.018298783674393443,0.18418435058458235,0.01725225869817239,0.9999999999999999,0.9998660913695965
0.1999937437820014,1.0404023630285663e-17,0.01874523279161423,0.1863797130139451,0.017673174962494476,0.9999999999999999,0.9998594790542314
0.2024033069600978,1.0529373312578262e-17,0.019196969631195854,0.18857329449064458,0.01809907653926774,1.0,0.9998526263509651
0.20481287013819421,1.0654722994870859e-17,0.0196539898805872,0.19076507741205143,0.01852995936257999,1.0,0.9998455276140059
0.20722243331629062,1.0780072677163458e-17,0.020116289184977914,0.19295504430468793,0.018965819326676653,1.0,0.9998381771386695
0.20963199649438702,1.0905422359456057e-17,0.0205838631476108,0.19514317782523846,0.01940665228625529,1.0,0.9998305691616887
0.21204155967248342,1.1030772041748654e-17,0.02105670733009665,0.19732946076154342,0.01985245405676243,1.0,0.9998226978615262
0.21445112285057982,1.1156121724041253e-17,0.021534817252731476,0.19951387603357645,0.020303220414692645,1.0,0.9998145573586927
0.21686068602867623,1.128147140633385e-17,0.022018188394816056,0.20169640669440522,0.020758947097889835,1.0,0.9998061417160665
0.21927024920677263,1.140682108862645e-17,0.022506816194977748,0.20387703593113557,0.021219629805850633,0.9999999999999999,0.9997974449392175
0.22167981238486903,1.1532170770919048e-17,0.023000696051494615,0.2060557470658388,0.02168526420002999,1.0,0.9997884609767346
0.22408937556296543,1.1657520453211646e-17,0.023499823322621703,0.20823252355646224,0.022155845904148787,0.9999999999999999,0.9997791837205577
0.22649893874106183,1.1782870135504245e-17,0.024004193326919533,0.2104073489977231,0.022631370504503565,0.9999999999999999,0.9997696070063109
0.22890850191915824,1.1908219817796844e-17,0.02451380134358472,0.2125802071219852,0.023111833550278207,1.0,0.9997597246136423
0.23131806509725467,1.2033569500089442e-17,0.025028642612782703,0.21475108180011887,0.02359723055385765,1.0,0.9997495302665633
0.23372762827535107,1.2158919182382041e-17,0.02554871233598246,0.2169199570423439,0.024087556991143462,1.0,0.9997390176337962
0.23613719145344747,1.2284268864674639e-17,0.026074005676293307,0.21908681699905566,0.024582808301871373,1.0,0.9997281803291211
0.23854675463154387,1.2409618546967238e-17,0.026604517758803636,0.2212516459616336,0.02508297988993064,1.0,0.9997170119117287
0.24095631780964027,1.2534968229259836e-17,0.02714024367092157,0.22341442836323322,0.025588067123685224,1.0,0.9997055058865757
0.24336588098773668,1.2660317911552434e-17,0.02768117846271753,0.22557514877956064,0.02609806533629677,1.0,0.9996936557047439
0.24577544416583308,1.2785667593845033e-17,0.028227317147268637,0.22773379192963,0.026612969826049285,1.0,0.999681454763803
0.24818500734392948,1.2911017276137632e-17,0.028778654701004904,0.22989034267650385,0.027132775856675576,1.0,0.9996688964081765
0.2505945705220259,1.3036366958430229e-17,0.029335186064057203,0.23204478602801612,0.027657478657685274,0.9999999999999999,0.9996559739295108
0.25300413370012226,1.3161716640722826e-17,0.029896906140606964,0.234197107137478,0.028187073424694557,1.0,0.9996426805670484
0.2554136968782187,1.3287066323015425e-17,0.03046380979923756,0.2363472913043667,0.02872155531975743,0.9999999999999999,0.9996290095080049
0.25782326005631506,1.3412416005308023e-17,0.031035891873287275,0.23849532397499648,0.029260919471698524,0.9999999999999999,0.9996149538879481
0.2602328232344115,1.3537765687600623e-17,0.031613147161203975,0.24064119074317314,0.029805160976447448,1.0,0.9996005067911806
0.26264238641250787,1.3663115369893219e-17,0.03219557042690117,0.24278487735083054,0.030354274897374512,1.0,0.9995856612511285
0.2650519495906043,1.378846505218582e-17,0.032783156400115795,0.24492636968865045,0.03090825626562806,1.0,0.9995704102507292
0.26746151276870067,1.3913814734478415e-17,0.03337589977676727,0.2470656537966646,0.03146710008047295,1.0,0.9995547467228274
