kappa,r,hidden_metric,t,V_hat,dV_hat_dr,V_over_S
1e-6,0.5,1.47140498267783622984718847360002295218974206399729469182804,0.000000461886804546913292232196790259333184772204978667435814294853,0.000000679622652313182188401961958313206759790240995751720075735052,-0.000000435471055514277148664085753280891377604798843578491673464086,0.679622652313182188401961958313206759790240995751720075735052
1e-6,0.55,1.51854540652521174855917240781585245584724869210514225447575,0.000000433655076897331886542272296493705035671133594627644296313222,0.000000658525019067143670590306729133567172352819597131728849432485,-0.000000408853927426769465094157923083055240718093909142161679353745,0.658525019067143670590306729133567172352819597131728849432485
1e-6,0.6,1.56568583288403864236978919467625744127826129524236055949958,0.000000407934800622849113704992378209850392545091581330228912813243,0.000000638697821280970539721506583678390377425564042229709567086394,-0.000000384604618403198478685046225478396500932753596117150733622892,0.638697821280970539721506583678390377425564042229709567086394
1e-6,0.65,1.61282626146502932893927643213731800798086836593299782732807,0.000000384436688141125211318313115507267343886602986995618171738046,0.000000620029660400431944467636012384513639323138564816135467959967,-0.000000362450385495316845806431337639284266542837404270970073201164,0.620029660400431944467636012384513639323138564816135467959967
1e-6,0.7,1.65996669201938052426783156856697439010783804544364797735425,0.000000362911936168160376830602448620108657836934405543205129047226,0.000000602421792027946466700417292560067190163155125846969934263403,-0.000000342156654717394242693495798960934290597729783040502677731412,0.602421792027946466700417292560067190163155125846969934263403
1e-6,0.75,1.70710712433216008057607804679650852309654912106517840010077,0.000000343145612556175233684691659483811713183376704363512431807951,0.000000585786378752425574207851822653055720537175490304738641126376,-0.000000323520786097177620925427830991072781889615471740670799348943,0.585786378752425574207851822653055720537175490304738641126376
1e-6,0.8,1.75424755821692066205359032818402785977760798006976661477258,0.000000324951269969359356341938855551207116313202060975745013639325,0.000000570045024679899957653940376996091602856500977995033335821218,-0.000000306366995400686024078499663687318499673709415917146925348588,0.570045024679899957653940376996091602856500977995033335821218
1e-6,0.85,1.80138799351128687813602843977776062370729886303302584804025,0.000000308166533017148404829392265045851151466986088606573465894719,0.000000555127540062396740075720543687919115509307741650525812594004,-0.000000290542193641564973567648694044886862543681846877359419822739,0.555127540062396740075720543687919115509307741650525812594004
1e-6,0.9,1.84852843007331988161079359993761317062545296558763236232558,0.000000292649462852329780365411794323483649840361463518419568866822,0.000000540970894950071568589488683217755841574643893627396547816466,-0.000000275912559591310696209283097386017103823541288517332193551623,0.540970894950071568589488683217755841574643893627396547816466
1e-6,0.95,1.89566886777850673991858482767780705108168842530450373853188,0.000000278275546542344181969011664934654229570899103292186644867162,0.000000527518328963010653215162465883006286765313882039775909370347,-0.000000262360701331312385353269776518216909010398220867261149769067,0.527518328963010653215162465883006286765313882039775909370347
1e-6,1.0,1.94280930651725481472194167539602436576678995894527360957725,0.000000264935191448854149192589558980053675375360641560792799914028,0.00000051471859066609230147477492908081176055696573052598184175445,-0.000000249783293931254650220684325452055435117578699027675597480257,0.51471859066609230147477492908081176055696573052598184175445
1e-6,1.05,1.98994974619279660717196566992429778243791990715204856585922,0.000000252531630073010783562977509127439149594388184914635546010885,0.000000502525285055553105354072664980999187386488778670471888755772,-0.000000238089104118291467422046291095184917329449372699356009349451,0.502525285055553105354072664980999187386488778670471888755772
1e-6,1.1,2.03709018671942998186597532428854719212550914572613837634963,0.000000240979160279411403593201435267841083103783043122686727966702,0.000000490896311644555465511216058699248483517716244099175545870899,-0.000000227197331144282298602398644903016335103114222019645015558997,0.490896311644555465511216058699248483517716244099175545870899
