design,true_s,d_injected,D0_injected_per_year,bias_d,bias_in_standard_errors,empirical_standardized_sd,coverage95,coverage_mc_se,fixed_s2_detection,fixed_s2_analytic_power,detection_mc_se,scan_detection,aic_constant,aic_s1,aic_s2,aic_s3,forced_s1,forced_s2,forced_s3,shape_gap_at_least_2,true_shape_wins_with_gap_2
king_only_offsets_rho025,1,5.0,5e-19,-9.972481716912279,-0.00520827607072595,1.0076471464692185,0.94825,0.0015663961424237478,0.05175,0.05000078111811432,0.0015663961424237486,0.05065,0.8382,0.0792,0.0002,0.0824,0.50005,0.00095,0.499,0.0,0.0
king_only_offsets_rho025,1,12.5,1.2499999999999999e-18,-9.972481716912279,-0.005208276070725951,1.0076471464692185,0.94825,0.0015663961424237478,0.05175,0.05000488200046951,0.0015663961424237486,0.0504,0.838,0.07915,0.0002,0.08265,0.50015,0.00095,0.4989,0.0,0.0
king_only_offsets_rho025,2,-12.5,-1.2499999999999999e-18,-9.851171070847055,-0.005188686656179145,1.0076626340946035,0.9482,0.00156711135532865,0.0521,0.050004965425680586,0.0015713941262458632,0.0505,0.83835,0.0794,0.0001,0.08215,0.4998,0.00085,0.49935,0.0,0.0
king_only_offsets_rho025,2,-5.0,-5e-19,-9.851171070847055,-0.005188686656179145,1.0076626340946035,0.9482,0.00156711135532865,0.0521,0.05000079446608051,0.0015713941262458632,0.0506,0.83805,0.07945,0.00015,0.08235,0.4998,0.0009,0.4993,0.0,0.0
king_only_offsets_rho025,2,-2.5,-2.5e-19,-9.851171070847055,-0.005188686656179145,1.0076626340946035,0.9482,0.00156711135532865,0.05205,0.05000019861644771,0.0015706813410109638,0.05045,0.83815,0.0793,0.00015,0.0824,0.49985,0.0009,0.49925,0.0,0.0
king_only_offsets_rho025,2,2.5,2.5e-19,-9.851171070847055,-0.005188686656179145,1.0076626340946035,0.9482,0.00156711135532865,0.05165,0.05000019861644771,0.0015649644964023945,0.05065,0.83815,0.07925,0.00015,0.08245,0.5001,0.0009,0.499,0.0,0.0
king_only_offsets_rho025,2,5.0,5e-19,-9.851171070847055,-0.005188686656179145,1.0076626340946035,0.9482,0.00156711135532865,0.05175,0.05000079446608051,0.0015663961424237486,0.05065,0.8382,0.0792,0.00015,0.08245,0.50005,0.0009,0.49905,0.0,0.0
king_only_offsets_rho025,2,12.5,1.2499999999999999e-18,-9.851171070847052,-0.005188686656179144,1.0076626340946035,0.9482,0.00156711135532865,0.05175,0.050004965425680586,0.0015663961424237486,0.0504,0.838,0.07915,0.0002,0.08265,0.50015,0.00095,0.4989,0.0,0.0
king_only_offsets_rho025,3,-12.5,-1.2499999999999999e-18,-9.731130563292108,-0.005169097929507784,1.0076781035852715,0.94825,0.0015663961424237478,0.0521,0.05000505032453419,0.0015713941262458632,0.0505,0.83835,0.0794,0.0002,0.08205,0.4998,0.00095,0.49925,0.0,0.0
king_only_offsets_rho025,3,-5.0,-5e-19,-9.73113056329213,-0.0051690979295077955,1.0076781035852715,0.94825,0.0015663961424237478,0.0521,0.050000808049827115,0.0015713941262458632,0.0506,0.83805,0.07945,0.00015,0.08235,0.49975,0.0009,0.49935,0.0,0.0
king_only_offsets_rho025,3,-2.5,-2.5e-19,-9.73113056329213,-0.0051690979295077955,1.0076781035852715,0.94825,0.0015663961424237478,0.05205,0.05000020201238187,0.0015706813410109638,0.05045,0.83815,0.0793,0.00015,0.0824,0.49985,0.0009,0.49925,0.0,0.0
king_only_offsets_rho025,3,2.5,2.5e-19,-9.73113056329213,-0.0051690979295077955,1.0076781035852715,0.94825,0.0015663961424237478,0.05165,0.05000020201238187,0.0015649644964023945,0.05065,0.83815,0.07925,0.00015,0.08245,0.5001,0.0009,0.499,0.0,0.0
king_only_offsets_rho025,3,5.0,5e-19,-9.73113056329213,-0.0051690979295077955,1.0076781035852715,0.94825,0.0015663961424237478,0.05175,0.050000808049827115,0.0015663961424237486,0.05065,0.8382,0.0792,0.00015,0.08245,0.5001,0.0009,0.499,0.0,0.0
king_only_offsets_rho025,3,12.5,1.2499999999999999e-18,-9.731130563292153,-0.005169097929507808,1.0076781035852715,0.94825,0.0015663961424237478,0.05175,0.05000505032453419,0.0015663961424237486,0.0504,0.838,0.07915,0.0001,0.08275,0.50015,0.00085,0.499,0.0,0.0
king_clock_offsets_rho025,0,0.0,0.0,-0.02126662215077362,-0.008506656235062917,1.009512287740872,0.9475,0.001577081957286938,0.0525,0.050000000000000024,0.001577081957286938,0.0525,0.8391,0.08025,0.0001,0.08055,0.50085,0.00025,0.4989,0.0,0.0
king_clock_offsets_rho025,1,-12.5,-1.2499999999999999e-18,-0.02126668894409033,-0.008506682828524218,1.0095122324863028,0.9475,0.001577081957286938,0.99895,0.9988172674390812,0.00022900846054239955,0.99895,0.0001,0.50075,0.00015,0.499,0.5008,0.00015,0.49905,0.0,0.0
king_clock_offsets_rho025,1,-5.0,-5e-19,-0.02126668894408921,-0.00850668282852377,1.0095122324863028,0.9475,0.001577081957286938,0.5169,0.5160059532108965,0.003533513761116546,0.517,0.27605,0.36445,0.00015,0.35935,0.5007,0.00015,0.49915,0.0,0.0
king_clock_offsets_rho025,1,-2.5,-2.5e-19,-0.021266688944088653,-0.008506682828523548,1.0095122324863028,0.9475,0.001577081957286938,0.1744,0.17007525598427933,0.0026831384608327616,0.1745,0.6512,0.1742,0.00015,0.17445,0.50725,0.00015,0.4926,0.0,0.0
king_clock_offsets_rho025,1,2.5,2.5e-19,-0.021266688944087543,-0.008506682828523104,1.0095122324863028,0.9475,0.001577081957286938,0.16975,0.17007525598427933,0.0026545709399072386,0.16985,0.64965,0.1753,0.00015,0.1749,0.4941,0.00045,0.50545,0.0,0.0
king_clock_offsets_rho025,1,5.0,5e-19,-0.021266688944086988,-0.008506682828522882,1.0095122324863028,0.9475,0.001577081957286938,0.5165,0.5160059532108965,0.003533608283327398,0.5167,0.28415,0.3556,0.00025,0.36,0.4974,0.0004,0.5022,0.0,0.0
king_clock_offsets_rho025,1,12.5,1.2499999999999999e-18,-0.021266688944085885,-0.00850668282852244,1.0095122324863028,0.9475,0.001577081957286938,0.9981,0.9988172674390812,0.0003079277512664304,0.9981,0.00025,0.4988,0.00035,0.5006,0.49895,0.00035,0.5007,0.0,0.0
king_clock_offsets_rho025,2,-12.5,-1.2499999999999999e-18,-0.02126662215077363,-0.00850665623506292,1.009512287740872,0.9475,0.001577081957286938,0.99895,0.9988172677262934,0.00022900846054239955,0.99895,0.0001,0.50075,0.00015,0.499,0.5008,0.00015,0.49905,0.0,0.0
king_clock_offsets_rho025,2,-5.0,-5e-19,-0.021266622150773625,-0.008506656235062918,1.009512287740872,0.9475,0.001577081957286938,0.5169,0.5160059648678496,0.003533513761116546,0.517,0.27605,0.36445,0.00015,0.35935,0.5007,0.00015,0.49915,0.0,0.0
king_clock_offsets_rho025,2,-2.5,-2.5e-19,-0.021266622150773642,-0.008506656235062925,1.009512287740872,0.9475,0.001577081957286938,0.1744,0.17007525959224612,0.0026831384608327616,0.1745,0.6512,0.1742,0.00015,0.17445,0.50725,0.00015,0.4926,0.0,0.0
king_clock_offsets_rho025,2,2.5,2.5e-19,-0.02126662215077361,-0.008506656235062913,1.009512287740872,0.9475,0.001577081957286938,0.16975,0.17007525959224612,0.0026545709399072386,0.16985,0.64965,0.1753,0.00015,0.1749,0.4941,0.00045,0.50545,0.0,0.0
king_clock_offsets_rho025,2,5.0,5e-19,-0.02126662215077363,-0.00850665623506292,1.009512287740872,0.9475,0.001577081957286938,0.5165,0.5160059648678496,0.003533608283327398,0.5167,0.28415,0.3556,0.00025,0.36,0.4974,0.0004,0.5022,0.0,0.0
king_clock_offsets_rho025,2,12.5,1.2499999999999999e-18,-0.021266622150773632,-0.008506656235062922,1.009512287740872,0.9475,0.001577081957286938,0.9981,0.9988172677262934,0.0003079277512664304,0.9981,0.00025,0.4988,0.00035,0.5006,0.49895,0.00035,0.5007,0.0,0.0
king_clock_offsets_rho025,3,-12.5,-1.2499999999999999e-18,-0.02126655441573872,-0.008506629267135012,1.0095123436168152,0.9475,0.001577081957286938,0.99895,0.9988172680161126,0.00022900846054239955,0.99895,0.0001,0.5007,0.0002,0.499,0.50075,0.0002,0.49905,0.0,0.0
king_clock_offsets_rho025,3,-5.0,-5e-19,-0.021266554415738735,-0.008506629267135017,1.009512343616815,0.9475,0.001577081957286938,0.5169,0.5160059766306074,0.003533513761116546,0.517,0.27605,0.36445,0.00015,0.35935,0.5007,0.00015,0.49915,0.0,0.0
king_clock_offsets_rho025,3,-2.5,-2.5e-19,-0.021266554415738707,-0.008506629267135007,1.009512343616815,0.9475,0.001577081957286938,0.1744,0.17007526323296088,0.0026831384608327616,0.1745,0.6512,0.1742,0.00015,0.17445,0.50725,0.00015,0.4926,0.0,0.0
king_clock_offsets_rho025,3,2.5,2.5e-19,-0.02126655441573875,-0.008506629267135022,1.0095123436168152,0.9475,0.001577081957286938,0.16975,0.17007526323296088,0.0026545709399072386,0.16985,0.64965,0.1753,0.00015,0.1749,0.4941,0.00045,0.50545,0.0,0.0
king_clock_offsets_rho025,3,5.0,5e-19,-0.02126655441573874,-0.008506629267135019,1.0095123436168152,0.9475,0.001577081957286938,0.5165,0.5160059766306074,0.003533608283327398,0.5167,0.28415,0.3556,0.00025,0.36,0.4974,0.0004,0.5022,0.0,0.0
king_clock_offsets_rho025,3,12.5,1.2499999999999999e-18,-0.021266554415738725,-0.008506629267135014,1.0095123436168152,0.9475,0.001577081957286938,0.9981,0.9988172680161126,0.0003079277512664304,0.9981,0.00025,0.4988,0.00035,0.5006,0.49895,0.00035,0.5007,0.0,0.0
