design,true_s,d_injected,D0_injected_per_year,bias_d,bias_in_standard_errors,empirical_standardized_sd,coverage95,coverage_mc_se,fixed_s2_detection,fixed_s2_analytic_power,detection_mc_se,scan_detection,aic_constant,aic_s1,aic_s2,aic_s3,forced_s1,forced_s2,forced_s3,shape_gap_at_least_2,true_shape_wins_with_gap_2
king_clock,1,5.0,5e-19,-0.007750010688824512,-0.0031000412933548647,1.0029967259776034,0.94955,0.0015476562522084806,0.5125,0.5160147900718116,0.003534428878899673,0.5107,0.2825,0.35815,0.00015,0.3592,0.50075,0.0003,0.49895,0.0,0.0
king_clock,1,12.5,1.2499999999999999e-18,-0.007750010688824513,-0.003100041293354865,1.0029967259776034,0.94955,0.0015476562522084806,0.9989,0.9988174851496994,0.00023439176606698345,0.9989,0.00015,0.50015,0.0003,0.4994,0.5003,0.0003,0.4994,0.0,0.0
king_clock,2,-12.5,-1.2499999999999999e-18,-0.007750326298507471,-0.0031001678942738638,1.0029967478359811,0.94955,0.0015476562522084806,0.99855,0.9988174874069103,0.00026906295731668,0.9985,0.00025,0.49945,0.0002,0.5001,0.49945,0.0002,0.50035,0.0,0.0
king_clock,2,-5.0,-5e-19,-0.007750326298506358,-0.003100167894273419,1.0029967478359811,0.94955,0.0015476562522084806,0.5193,0.5160148816996329,0.0035328990220497387,0.51725,0.27915,0.35995,5e-05,0.36085,0.4971,0.0002,0.5027,0.0,0.0
king_clock,2,-2.5,-2.5e-19,-0.007750326298505803,-0.0031001678942731968,1.0029967478359811,0.94955,0.0015476562522084806,0.17035,0.17007801947589615,0.002658297175825156,0.16915,0.6495,0.1744,5e-05,0.17605,0.49955,0.00015,0.5003,0.0,0.0
king_clock,2,2.5,2.5e-19,-0.007750326298504688,-0.003100167894272751,1.0029967478359811,0.94955,0.0015476562522084806,0.1705,0.17007801947589615,0.002659226861326427,0.16975,0.655,0.1724,5e-05,0.17255,0.5006,0.0002,0.4992,0.0,0.0
king_clock,2,5.0,5e-19,-0.007750326298504137,-0.0031001678942725306,1.0029967478359811,0.94955,0.0015476562522084806,0.5125,0.5160148816996329,0.003534428878899673,0.5107,0.2825,0.35815,0.00015,0.3592,0.50075,0.0003,0.49895,0.0,0.0
king_clock,2,12.5,1.2499999999999999e-18,-0.007750326298503033,-0.0031001678942720887,1.0029967478359811,0.94955,0.0015476562522084806,0.9989,0.9988174874069103,0.00023439176606698345,0.9989,0.00015,0.50015,0.0003,0.4994,0.5003,0.0003,0.4994,0.0,0.0
king_clock,3,-12.5,-1.2499999999999999e-18,-0.007750643839322636,-0.0031002952719192275,1.0029967699262952,0.94955,0.0015476562522084806,0.99855,0.9988174896794306,0.00026906295731668,0.9985,0.00025,0.4994,0.00015,0.5002,0.4994,0.00015,0.50045,0.0,0.0
king_clock,3,-5.0,-5e-19,-0.007750643839322632,-0.0031002952719192257,1.0029967699262952,0.94955,0.0015476562522084806,0.5193,0.5160149739490673,0.0035328990220497387,0.51725,0.27915,0.35995,5e-05,0.36085,0.4971,0.0002,0.5027,0.0,0.0
king_clock,3,-2.5,-2.5e-19,-0.007750643839322636,-0.0031002952719192275,1.0029967699262952,0.94955,0.0015476562522084806,0.17035,0.17007804802856125,0.002658297175825156,0.16915,0.6495,0.1744,5e-05,0.17605,0.49955,0.00015,0.5003,0.0,0.0
king_clock,3,2.5,2.5e-19,-0.0077506438393226355,-0.003100295271919227,1.0029967699262952,0.94955,0.0015476562522084806,0.1705,0.17007804802856125,0.002659226861326427,0.16975,0.655,0.1724,5e-05,0.17255,0.5006,0.0002,0.4992,0.0,0.0
king_clock,3,5.0,5e-19,-0.007750643839322631,-0.0031002952719192253,1.0029967699262952,0.94955,0.0015476562522084806,0.5125,0.5160149739490673,0.003534428878899673,0.5107,0.2825,0.35815,0.00015,0.3592,0.50075,0.0003,0.49895,0.0,0.0
king_clock,3,12.5,1.2499999999999999e-18,-0.007750643839322636,-0.0031002952719192275,1.0029967699262952,0.94955,0.0015476562522084806,0.9989,0.9988174896794306,0.00023439176606698345,0.9989,0.00015,0.50015,0.0003,0.4994,0.5003,0.0003,0.4994,0.0,0.0
king_clock_offsets,0,0.0,0.0,-0.004086427586108049,-0.001634572538896868,0.9898731936415696,0.95205,0.0015108076896150622,0.04795,0.050000000000000024,0.0015108076896150615,0.0463,0.8498,0.07535,0.0001,0.07475,0.5045,0.00015,0.49535,0.0,0.0
king_clock_offsets,1,-12.5,-1.2499999999999999e-18,-0.004086476381296259,-0.0016345920315598895,0.9898732203986622,0.95205,0.0015108076896150622,0.9987,0.998817268469118,0.0002547852036520143,0.99855,0.0001,0.49835,0.00025,0.5013,0.4984,0.00025,0.50135,0.0,0.0
king_clock_offsets,1,-5.0,-5e-19,-0.004086476381296267,-0.0016345920315598925,0.9898732203986622,0.95205,0.0015108076896150622,0.51665,0.5160059950165401,0.0035335731031068255,0.5101,0.2753,0.3611,0.0001,0.3635,0.49945,0.00025,0.5003,0.0,0.0
king_clock_offsets,1,-2.5,-2.5e-19,-0.004086476381296275,-0.001634592031559896,0.9898732203986622,0.95205,0.0015108076896150622,0.1661,0.17007526892362773,0.0026316419779293687,0.1624,0.65465,0.1735,5e-05,0.1718,0.4999,0.00015,0.49995,0.0,0.0
king_clock_offsets,1,2.5,2.5e-19,-0.004086476381296246,-0.0016345920315598845,0.9898732203986622,0.95205,0.0015108076896150622,0.1696,0.17007526892362773,0.002653637503503446,0.1661,0.65645,0.17265,5e-05,0.17085,0.50205,0.00025,0.4977,0.0,0.0
king_clock_offsets,1,5.0,5e-19,-0.004086476381296257,-0.0016345920315598888,0.9898732203986622,0.95205,0.0015108076896150622,0.5176,0.5160059950165401,0.0035333428930688286,0.5116,0.2778,0.3626,0.00015,0.35945,0.50125,0.0002,0.49855,0.0,0.0
king_clock_offsets,1,12.5,1.2499999999999999e-18,-0.0040864763812962605,-0.0016345920315598904,0.9898732203986622,0.95205,0.0015108076896150622,0.99885,0.998817268469118,0.00023965365634598447,0.99885,0.00015,0.50135,0.0002,0.4983,0.50135,0.0002,0.49845,0.0,0.0
king_clock_offsets,2,-12.5,-1.2499999999999999e-18,-0.0040864275861102715,-0.001634572538897757,0.9898731936415696,0.95205,0.0015108076896150622,0.9987,0.9988172687759345,0.0002547852036520143,0.99855,0.0001,0.49835,0.00025,0.5013,0.4984,0.00025,0.50135,0.0,0.0
king_clock_offsets,2,-5.0,-5e-19,-0.004086427586108048,-0.0016345725388968674,0.9898731936415696,0.95205,0.0015108076896150622,0.51665,0.5160060074691708,0.0035335731031068255,0.5101,0.2753,0.3611,0.0001,0.3635,0.49945,0.00025,0.5003,0.0,0.0
king_clock_offsets,2,-2.5,-2.5e-19,-0.004086427586108051,-0.001634572538896869,0.9898731936415696,0.95205,0.0015108076896150622,0.1661,0.1700752727778666,0.0026316419779293687,0.1624,0.65465,0.1735,5e-05,0.1718,0.4999,0.00015,0.49995,0.0,0.0
king_clock_offsets,2,2.5,2.5e-19,-0.004086427586108049,-0.001634572538896868,0.9898731936415696,0.95205,0.0015108076896150622,0.1696,0.1700752727778666,0.002653637503503446,0.1661,0.65645,0.17265,5e-05,0.17085,0.50205,0.00025,0.4977,0.0,0.0
king_clock_offsets,2,5.0,5e-19,-0.004086427586108048,-0.0016345725388968674,0.9898731936415696,0.95205,0.0015108076896150622,0.5176,0.5160060074691708,0.0035333428930688286,0.5116,0.2778,0.3626,0.00015,0.35945,0.50125,0.0002,0.49855,0.0,0.0
king_clock_offsets,2,12.5,1.2499999999999999e-18,-0.004086427586105834,-0.001634572538895982,0.9898731936415696,0.95205,0.0015108076896150622,0.99885,0.9988172687759345,0.00023965365634598447,0.99885,0.00015,0.50135,0.0002,0.4983,0.50135,0.0002,0.49845,0.0,0.0
king_clock_offsets,3,-12.5,-1.2499999999999999e-18,-0.004086378718489352,-0.0016345530177190994,0.9898731665746414,0.95205,0.0015108076896150622,0.9987,0.9988172690855514,0.0002547852036520143,0.99855,0.0001,0.49835,0.0002,0.50135,0.4984,0.0002,0.5014,0.0,0.0
king_clock_offsets,3,-5.0,-5e-19,-0.004086378718489355,-0.0016345530177191002,0.9898731665746414,0.95205,0.0015108076896150622,0.51665,0.5160060200354619,0.0035335731031068255,0.5101,0.2753,0.3611,0.0001,0.3635,0.49945,0.0002,0.50035,0.0,0.0
king_clock_offsets,3,-2.5,-2.5e-19,-0.004086378718488253,-0.0016345530177186596,0.9898731665746414,0.95205,0.0015108076896150622,0.1661,0.17007527666728472,0.0026316419779293687,0.1624,0.65465,0.1735,5e-05,0.1718,0.4999,0.00015,0.49995,0.0,0.0
king_clock_offsets,3,2.5,2.5e-19,-0.0040863787184860275,-0.0016345530177177693,0.9898731665746414,0.95205,0.0015108076896150622,0.1696,0.17007527666728472,0.002653637503503446,0.1661,0.65645,0.17265,5e-05,0.17085,0.50205,0.00025,0.4977,0.0,0.0
king_clock_offsets,3,5.0,5e-19,-0.004086378718484909,-0.0016345530177173217,0.9898731665746414,0.95205,0.0015108076896150622,0.5176,0.5160060200354619,0.0035333428930688286,0.5116,0.2778,0.3626,0.00015,0.35945,0.50125,0.0002,0.49855,0.0,0.0
king_clock_offsets,3,12.5,1.2499999999999999e-18,-0.004086378718484904,-0.0016345530177173202,0.9898731665746414,0.95205,0.0015108076896150622,0.99885,0.9988172690855514,0.00023965365634598447,0.99885,0.00015,0.50135,0.0002,0.4983,0.50135,0.0002,0.49845,0.0,0.0
espresso_clock,0,0.0,0.0,0.005029248509416675,0.0020117054944514693,1.0033792403370425,0.9489,0.0015570611741354292,0.0511,0.050000000000000024,0.0015570611741354287,0.05105,0.8412,0.07815,0.0,0.08065,0.50155,0.0,0.49845,0.0,0.0
espresso_clock,1,-12.5,-1.2499999999999999e-18,0.005028986548351727,0.002011600667938855,1.0033792056242044,0.9489,0.0015570611741354292,0.99875,0.9988173097431526,0.0002498437011413309,0.99875,0.0002,0.50065,0.0,0.49915,0.50075,0.0,0.49925,0.0,0.0
espresso_clock,1,-5.0,-5e-19,0.005028986548351731,0.0020116006679388567,1.0033792056242044,0.9489,0.0015570611741354292,0.5188,0.5160076702146179,0.003533033823783746,0.5183,0.27895,0.36,5e-05,0.361,0.49805,5e-05,0.5019,0.0,0.0
espresso_clock,1,-2.5,-2.5e-19,0.005028986548351727,0.002011600667938855,1.0033792056242044,0.9489,0.0015570611741354292,0.1686,0.17007578741816076,0.0026473953237097026,0.16835,0.6521,0.17555,5e-05,0.1723,0.49685,5e-05,0.5031,0.0,0.0
espresso_clock,1,2.5,2.5e-19,0.005028986548351728,0.0020116006679388554,1.0033792056242044,0.9489,0.0015570611741354292,0.17285,0.17007578741816076,0.0026736947984016424,0.1726,0.6544,0.17125,0.0,0.17435,0.5011,0.0,0.4989,0.0,0.0
espresso_clock,1,5.0,5e-19,0.005028986548351723,0.002011600667938853,1.0033792056242044,0.9489,0.0015570611741354292,0.5139,0.5160076702146179,0.0035341674408550594,0.5135,0.27685,0.36265,0.0,0.3605,0.49805,0.0,0.50195,0.0,0.0
espresso_clock,1,12.5,1.2499999999999999e-18,0.005028986548351719,0.002011600667938852,1.0033792056242044,0.9489,0.0015570611741354292,0.9985,0.9988173097431526,0.0002736558057122072,0.99845,0.00015,0.49915,0.0,0.5007,0.4993,0.0,0.5007,0.0,0.0
espresso_clock,2,-12.5,-1.2499999999999999e-18,0.005029248509414463,0.0020117054944505846,1.0033792403370425,0.9489,0.0015570611741354292,0.99875,0.9988173101515555,0.0002498437011413309,0.99875,0.0002,0.5006,5e-05,0.49915,0.5007,5e-05,0.49925,0.0,0.0
espresso_clock,2,-5.0,-5e-19,0.005029248509416671,0.002011705494451468,1.0033792403370425,0.9489,0.0015570611741354292,0.5188,0.5160076867908207,0.003533033823783746,0.5183,0.27895,0.36,0.0,0.36105,0.49805,0.0,0.50195,0.0,0.0
espresso_clock,2,-2.5,-2.5e-19,0.005029248509416693,0.0020117054944514766,1.0033792403370425,0.9489,0.0015570611741354292,0.1686,0.1700757925487067,0.0026473953237097026,0.16835,0.6521,0.17555,0.0,0.17235,0.49685,0.0,0.50315,0.0,0.0
espresso_clock,2,2.5,2.5e-19,0.005029248509416658,0.0020117054944514628,1.0033792403370425,0.9489,0.0015570611741354292,0.17285,0.1700757925487067,0.0026736947984016424,0.1726,0.6544,0.17125,0.0,0.17435,0.5011,0.0,0.4989,0.0,0.0
espresso_clock,2,5.0,5e-19,0.005029248509416671,0.002011705494451468,1.0033792403370425,0.9489,0.0015570611741354292,0.5139,0.5160076867908207,0.0035341674408550594,0.5135,0.27685,0.36265,0.0,0.3605,0.49805,0.0,0.50195,0.0,0.0
espresso_clock,2,12.5,1.2499999999999999e-18,0.005029248509418901,0.00201170549445236,1.0033792403370425,0.9489,0.0015570611741354292,0.9985,0.9988173101515555,0.0002736558057122072,0.99845,0.00015,0.4991,5e-05,0.5007,0.49925,5e-05,0.5007,0.0,0.0
espresso_clock,3,-12.5,-1.2499999999999999e-18,0.005029511673665023,0.002011810802579981,1.0033792752086317,0.9489,0.0015570611741354292,0.99875,0.9988173105618353,0.0002498437011413309,0.99875,0.0002,0.5006,0.0,0.4992,0.5007,0.0,0.4993,0.0,0.0
espresso_clock,3,-5.0,-5e-19,0.005029511673667242,0.0020118108025808687,1.0033792752086317,0.9489,0.0015570611741354292,0.5188,0.516007703443205,0.003533033823783746,0.5183,0.27895,0.36,0.0,0.36105,0.49805,0.0,0.50195,0.0,0.0
espresso_clock,3,-2.5,-2.5e-19,0.005029511673667256,0.0020118108025808743,1.0033792752086317,0.9489,0.0015570611741354292,0.1686,0.170075797702832,0.0026473953237097026,0.16835,0.6521,0.17555,0.0,0.17235,0.49685,0.0,0.50315,0.0,0.0
espresso_clock,3,2.5,2.5e-19,0.005029511673667222,0.002011810802580861,1.0033792752086317,0.9489,0.0015570611741354292,0.17285,0.170075797702832,0.0026736947984016424,0.1726,0.6544,0.17125,0.0,0.17435,0.5011,0.0,0.4989,0.0,0.0
espresso_clock,3,5.0,5e-19,0.005029511673667243,0.002011810802580869,1.0033792752086317,0.9489,0.0015570611741354292,0.5139,0.516007703443205,0.0035341674408550594,0.5135,0.27685,0.3626,5e-05,0.3605,0.498,5e-05,0.50195,0.0,0.0
espresso_clock,3,12.5,1.2499999999999999e-18,0.005029511673669462,0.0020118108025817564,1.0033792752086317,0.9489,0.0015570611741354292,0.9985,0.9988173105618353,0.0002736558057122072,0.99845,0.00015,0.49905,5e-05,0.50075,0.4992,5e-05,0.50075,0.0,0.0
king_only_offsets_rho025,0,0.0,0.0,-9.851171070847055,-0.005188686656179145,1.0076626340946035,0.9482,0.00156711135532865,0.0518,0.050000000000000024,0.0015671113553286506,0.05045,0.8382,0.07925,0.00015,0.0824,0.49995,0.0009,0.49915,0.0,0.0
king_only_offsets_rho025,1,-12.5,-1.2499999999999999e-18,-9.972481716912279,-0.00520827607072595,1.0076471464692185,0.94825,0.0015663961424237478,0.0521,0.05000488200046951,0.0015713941262458632,0.0505,0.83835,0.0794,0.0001,0.08215,0.49975,0.00085,0.4994,0.0,0.0
king_only_offsets_rho025,1,-5.0,-5e-19,-9.972481716912279,-0.00520827607072595,1.0076471464692185,0.94825,0.0015663961424237478,0.0521,0.05000078111811432,0.0015713941262458632,0.0506,0.83805,0.07945,0.0001,0.0824,0.4998,0.00085,0.49935,0.0,0.0
king_only_offsets_rho025,1,-2.5,-2.5e-19,-9.972481716912279,-0.00520827607072595,1.0076471464692185,0.94825,0.0015663961424237478,0.05205,0.050000195279458585,0.0015706813410109638,0.05045,0.83815,0.0793,0.0001,0.08245,0.4999,0.00085,0.49925,0.0,0.0
king_only_offsets_rho025,1,2.5,2.5e-19,-9.972481716912279,-0.00520827607072595,1.0076471464692185,0.94825,0.0015663961424237478,0.05165,0.050000195279458585,0.0015649644964023945,0.05065,0.83815,0.07925,0.0002,0.0824,0.5001,0.00095,0.49895,0.0,0.0
